CHILDID	PREID	AGEPRESC	PRESCDUR	PRESCTYP	PAYPRESC	PRESCCRE	DAYSPRES	HRSPRESC	PRESCVIS
VN200013	2	57	4	1	1	2	6	4	1
VN200014	1	48	4	1	1	2	6	10	1
VN200015	1	46	1	1	1	3	6	10	1
VN200016	1	36	4	3	1	2	6	9	0
VN200017	1	36	4	4	1	2	6	9	1
VN200019	1	36	4	1	1	2	6	10	1
VN200020	1	44	4	1	1	2	6	10	1
VN200021	1	36	4	4	1	2	6	8	1
VN200022	1	36	4	1	1	3	6	8	0
VN200024	1	36	4	1	1	1	6	11	1
VN200025	1	52	4	1	1	2	6	10	1
VN200027	1	36	4	1	1	2	6	9	1
VN200028	1	36	4	2	1	1	6	9	0
VN200029	1	29	4	3	1	2	6	9	1
VN200030	1	36	4	3	1	2	6	10	0
VN200032	1	36	4	1	1	2	6	10	1
VN200033	1	36	4	3	1	2	6	10	0
VN200034	1	48	4	1	1	2	6	10	1
VN200035	1	32	4	3	1	2	6	9	1
VN200036	1	36	4	1	1	2	6	9	1
VN200039	1	46	4	3	1	3	6	9	1
VN200041	1	63	1	1	1	4	6	9	1
VN200042	1	36	4	3	1	1	6	8	1
VN200043	1	36	4	3	1	2	6	9	0
VN200047	1	36	3	1	1	2	5	8	1
VN200047	2	60	4	1	1	2	5	9	1
VN200048	1	36	4	3	1	1	6	9	1
VN200049	1	36	4	3	1	2	6	9	0
VN200050	1	36	4	1	1	3	6	10	1
VN200052	1	36	4	1	1	1	6	9	0
VN200053	1	36	2	3	1	2	5	8	1
VN200053	2	49	4	1	1	2	5	10	1
VN200054	1	48	4	3	1	2	5	10	1
VN200055	1	36	4	1	1	2	6	9	1
VN200056	1	40	4	1	1	1	6	8	1
VN200057	1	44	2	3	1	3	6	10	1
VN200057	2	50	4	1	1	2	6	10	1
VN200058	1	36	4	1	1	2	6	8	1
VN200059	1	42	4	1	1	1	6	10	1
VN200060	1	38	1	1	1	3	6	9	1
VN200060	2	42	4	3	1	2	6	9	1
VN200061	1	48	4	1	1	3	5	9	1
VN200062	1	42	2	1	1	2	6	10	1
VN200062	2	52	4	1	1	2	6	10	1
VN200063	1	50	3	2	1	3	6	10	1
VN200063	2	60	1	1	1	2	6	10	1
VN200064	1	36	4	1	1	2	6	9	1
VN200066	1	38	4	3	1	3	5	4	1
VN200067	1	42	3	3	1	2	6	9	1
VN200067	2	55	4	3	1	3	6	9	1
VN200068	1	48	2	4	1	2	6	8	1
VN200069	1	36	4	1	1	2	6	10	1
VN200071	1	46	4	1	1	2	6	9	1
VN200072	1	40	4	1	1	2	6	10	1
VN200073	1	59	4	1	1	2	6	9	1
VN200074	1	36	4	1	1	2	6	10	1
VN200075	1	40	4	3	1	2	6	10	1
VN200076	1	36	4	1	1	2	6	10	1
VN200077	1	48	4	1	1	2	6	10	1
VN200079	1	40	4	1	1	2	6	9	1
VN200080	1	50	2	3	1	2	6	9	1
VN200080	2	58	4	1	1	2	6	9	1
VN200081	1	36	4	1	1	2	6	10	1
VN200083	1	36	4	1	1	2	6	9	1
VN200085	1	36	4	1	1	2	6	10	1
VN200086	1	36	4	3	1	2	6	10	1
VN200087	1	44	4	1	1	2	6	10	1
VN200088	1	62	4	3	1	2	6	12	1
VN200089	1	36	4	1	1	2	6	9	1
VN200090	1	54	4	3	1	2	6	9	0
VN200091	1	36	4	1	1	2	6	9	1
VN200092	1	36	4	1	1	2	6	9	1
VN200093	1	36	4	1	1	2	6	8	1
VN200094	1	36	4	3	1	2	6	9	0
VN200095	1	36	4	1	1	2	6	9	1
VN200096	1	36	4	3	1	2	6	10	1
VN200097	1	50	4	1	1	2	6	9	0
VN200098	1	36	4	1	1	3	6	9	1
VN200099	1	36	4	3	1	2	6	4	1
VN200100	1	36	4	1	1	2	6	10	1
VN200101	1	36	4	4	1	2	6	8	1
VN200109	1	50	4	1	1	2	6	9	0
VN200112	1	36	3	3	1	2	6	10	1
VN200113	1	36	3	1	1	2	6	9	0
VN200113	2	50	4	4	1	2	6	8	0
VN200115	1	36	3	1	1	2	5	10	1
VN200115	2	54	4	1	1	2	6	9	1
VN200116	1	36	4	1	1	2	6	9	0
VN200119	1	36	2	2	1	2	6	9	1
VN200119	2	41	1	3	1	4	6	6	1
VN200119	3	45	4	1	1	2	6	9	1
VN200120	1	36	3	1	1	1	6	9	0
VN200120	2	50	3	1	1	1	6	9	0
VN200128	1	37	3	1	1	1	6	10	1
VN200129	1	36	4	3	1	2	6	9	0
VN200135	1	36	1	3	1	4	6	10	1
VN200135	2	37	4	1	1	2	6	10	1
VN200142	1	36	4	1	1	2	6	9	1
VN200148	1	60	4	1	1	3	6	11	1
