CHILDID	LOANID	LOANTYPE	LOANSRCE	LOANIMPT	LOANKIDS	LOANREPY
VN160005	1	1	2	3	3	2
VN160005	2	2	8	3	3	2
VN160006	1	1	2	3	3	2
VN160006	2	2	8	3	3	2
VN160008	1	2	8	1	1	2
VN160009	1	2	7	2	2	2
VN160009	2	2	8	2	2	2
VN160011	1	1	2	2	2	2
VN160015	1	2	6	2	2	2
VN160016	1	1	8	3	3	2
VN160017	1	1	2	2	3	1
VN160018	1	1	2	3	3	2
VN160018	2	2	8	3	3	2
VN160019	1	2	8	3	3	1
VN160020	1	1	6	1	1	1
VN160021	1	1	2	3	3	1
VN160023	1	2	8	3	3	1
VN160025	1	2	6	2	2	2
VN160025	2	1	1	2	2	2
VN160026	1	2	8	3	3	2
VN160026	2	2	6	3	3	2
VN160026	3	1	2	3	3	2
VN160029	1	2	6	2	2	2
VN160032	1	1	2	1	1	3
VN160032	2	2	8	1	1	3
VN160033	1	1	2	2	2	2
VN160033	2	1	5	2	2	2
VN160033	3	2	8	3	3	2
VN160034	1	2	6	2	2	2
VN160034	2	2	7	2	2	2
VN160035	1	1	2	2	2	2
VN160035	2	2	8	3	3	2
VN160036	1	2	8	4	4	2
VN160037	1	2	8	2	2	2
VN160038	1	2	8	3	3	2
VN160039	1	2	8	2	2	2
VN160041	1	1	6	1	1	3
VN160042	1	1	2	1	1	2
VN160043	1	1	6	1	1	2
VN160043	2	2	8	1	1	2
VN160044	1	2	8	2	2	2
VN160045	1	2	6	2	2	2
VN160046	1	1	2	1	2	2
VN160046	2	2	8	1	2	2
VN160047	1	2	8	1	1	2
VN160047	2	1	2	1	1	99
VN160048	1	1	5	1	1	1
VN160049	1	1	5	3	3	3
VN160049	2	1	6	3	3	3
VN160050	1	1	2	2	2	2
VN160051	1	1	1	1	1	2
VN160051	2	2	8	1	1	2
VN160052	1	1	6	3	3	3
VN160053	1	2	8	3	3	1
VN160054	1	1	2	1	1	3
VN160054	2	2	8	1	1	2
VN160056	1	1	5	3	3	2
VN160058	1	2	8	3	3	2
VN160059	1	1	1	3	3	2
VN160059	2	1	2	3	3	2
VN160059	3	2	8	3	3	2
VN160060	1	2	7	1	1	2
VN160062	1	1	2	1	1	2
VN160063	1	2	7	3	3	2
VN160064	1	2	8	1	1	3
VN160065	1	2	7	2	2	2
VN160066	1	1	2	1	1	1
VN160067	1	2	7	2	2	2
VN160068	1	2	8	2	2	3
VN160069	1	2	6	4	3	2
VN160070	1	2	7	4	4	1
VN160071	1	2	8	1	1	1
VN160072	1	2	6	3	3	2
VN160073	1	2	8	2	2	2
VN160074	1	1	2	1	1	3
VN160074	2	1	6	1	1	3
VN160074	3	2	10	1	1	1
VN160075	1	2	8	3	3	2
VN160076	1	2	6	2	2	2
VN160077	1	1	6	4	4	2
VN160077	2	2	8	4	4	2
VN160078	1	2	8	3	3	3
VN160080	1	2	8	3	3	2
VN160083	1	1	6	1	1	2
VN160084	1	1	6	1	2	1
VN160086	1	2	7	3	3	2
VN160089	1	1	2	2	2	3
VN160090	1	1	2	2	2	2
VN160090	2	2	7	2	2	2
VN160091	1	2	8	1	2	1
VN160092	1	1	3	3	3	2
VN160092	2	2	8	3	3	2
VN160094	1	2	8	3	3	2
VN160095	1	1	2	2	3	2
VN160095	2	2	8	2	3	2
VN160096	1	2	8	3	3	2
VN160097	1	1	2	2	2	2
VN160097	2	2	8	2	2	2
VN160098	1	1	2	2	2	2
VN160099	1	2	6	2	2	2
VN160107	1	2	8	1	1	2
VN160114	1	2	6	2	3	2
VN160114	2	2	7	2	3	2
VN170003	1	1	8	2	2	2
VN170006	1	2	7	2	3	2
VN170010	1	2	7	2	2	1
VN170015	1	2	7	2	2	2
VN170017	1	2	7	2	2	2
VN170020	1	2	7	2	3	2
VN170022	1	2	8	1	1	1
VN170024	1	1	2	2	2	1
VN170028	1	2	8	2	2	1
VN170029	1	2	8	2	3	2
VN170030	1	2	8	2	2	3
VN170035	1	1	2	2	2	2
VN170035	2	2	8	2	2	2
VN170040	1	1	3	3	3	2
VN170041	1	2	7	2	3	2
VN170044	1	2	7	3	3	1
VN170050	1	1	6	2	2	2
VN170055	1	1	1	2	2	2
VN170056	1	2	7	2	2	2
VN170057	1	1	6	2	2	2
VN170062	1	1	3	1	1	1
VN170063	1	1	2	2	2	1
VN170071	1	1	2	2	3	1
VN170076	1	2	8	2	2	2
VN170080	1	1	3	1	2	1
VN170082	1	1	2	2	3	2
VN170088	1	2	7	2	3	1
VN170090	1	1	1	2	2	1
VN170096	1	2	8	2	3	1
VN170097	1	2	8	2	2	1
VN170144	1	1	3	2	2	2
VN180002	1	2	7	2	3	2
VN180005	1	1	2	1	1	1
VN180006	1	2	8	1	1	1
VN180007	1	1	6	2	2	2
VN180015	1	2	8	2	2	3
VN180015	2	1	1	2	2	3
VN180016	1	1	6	1	1	2
VN180016	2	2	7	2	4	3
VN180024	1	1	3	1	3	1
VN180025	1	1	6	2	2	1
VN180029	1	2	8	1	3	2
VN180031	1	1	3	2	2	1
VN180035	1	2	7	1	1	1
VN180039	1	2	8	2	2	1
VN180040	1	1	10	1	1	2
VN180042	1	1	2	1	1	2
VN180045	1	2	8	2	2	2
VN180046	1	1	3	1	3	2
VN180056	1	2	8	2	2	2
VN180057	1	1	3	3	3	1
VN180061	1	2	7	2	3	1
VN180063	1	2	8	1	1	1
VN180064	1	2	8	1	1	1
VN180066	1	2	7	3	3	2
VN180069	1	1	1	2	2	1
VN180075	1	1	3	1	2	1
VN180080	1	1	1	2	3	1
VN180082	1	1	3	2	3	3
VN180089	1	2	8	2	1	2
VN180091	1	2	8	2	2	2
VN180096	1	2	7	2	1	2
VN180096	2	2	8	2	1	2
VN180100	1	2	8	2	2	3
VN180104	1	1	1	2	2	3
VN180105	1	2	7	1	1	3
VN180112	1	1	1	1	4	2
VN180112	2	2	7	2	3	2
VN180121	1	2	8	2	2	1
VN180123	1	2	8	2	2	2
VN180128	1	2	7	1	1	3
VN190001	1	2	8	2	2	1
VN190003	1	2	7	2	2	1
VN190006	1	1	3	2	3	2
VN190006	2	2	8	2	2	2
VN190007	1	1	1	2	2	3
VN190007	2	2	8	2	2	3
VN190008	1	1	3	1	1	3
VN190008	2	2	8	1	1	3
VN190011	1	2	7	1	1	1
VN190011	2	1	1	1	1	1
VN190011	3	1	10	1	1	3
VN190012	1	1	2	1	1	3
VN190014	1	2	7	2	2	2
VN190015	1	1	3	2	2	2
VN190018	1	1	3	1	2	2
VN190019	1	2	7	2	3	2
VN190020	1	1	1	1	1	3
VN190023	1	1	1	1	1	3
VN190023	2	2	7	1	1	2
VN190027	1	1	6	1	1	1
VN190028	1	1	1	2	3	2
VN190031	1	1	6	3	3	1
VN190034	1	1	2	2	3	1
VN190035	1	2	7	2	2	1
VN190037	1	2	8	3	3	3
VN190038	1	2	8	2	3	3
VN190042	1	2	8	1	1	3
VN190051	1	1	1	3	3	2
VN190052	1	2	8	1	1	2
VN190055	1	2	8	2	2	2
VN190056	1	1	1	1	1	1
VN190058	1	1	1	1	1	3
VN190059	1	2	8	1	1	2
VN190060	1	1	2	2	2	3
VN190064	1	2	8	2	2	2
VN190065	1	2	8	1	1	2
VN190067	1	1	1	1	1	3
VN190069	1	1	1	2	2	1
VN190071	1	2	7	1	1	1
VN190074	1	2	7	2	2	2
VN190077	1	1	1	1	2	2
VN190079	1	2	7	2	2	1
VN190082	1	1	6	2	2	2
VN190089	1	2	8	2	2	3
VN190090	1	2	8	2	2	2
VN190092	1	2	8	2	2	2
VN190094	1	2	8	3	3	3
VN190095	1	1	10	1	1	3
VN190096	1	1	1	2	2	2
VN190098	1	1	2	2	2	2
VN190099	1	1	2	2	2	3
VN190100	1	2	8	1	1	3
VN190112	1	2	8	2	2	2
VN190113	1	2	7	2	3	2
VN190116	1	1	1	1	1	2
VN190116	2	1	3	1	1	2
VN190118	1	1	2	1	1	1
VN190118	2	1	10	1	1	1
VN190130	1	2	8	1	1	3
VN190139	1	1	1	2	2	2
VN200003	1	1	2	1	2	1
VN200006	1	2	8	2	3	1
VN200006	2	2	7	2	3	1
VN200010	1	2	8	2	2	2
VN200015	1	2	7	2	2	1
VN200016	1	1	3	2	3	2
VN200017	1	2	8	2	3	2
VN200020	1	2	7	4	3	2
VN200022	1	2	1	2	3	1
VN200029	1	1	6	1	1	1
VN200029	2	2	8	2	3	2
VN200030	1	1	3	3	3	2
VN200039	1	2	8	2	2	2
VN200040	1	1	3	1	1	1
VN200041	1	1	1	1	1	2
VN200041	2	2	8	1	1	2
VN200042	1	2	8	2	3	1
VN200043	1	1	3	1	1	3
VN200046	1	2	8	2	3	2
VN200048	1	1	2	1	1	2
VN200053	1	1	3	1	2	1
VN200053	2	2	8	1	2	1
VN200055	1	1	2	2	2	1
VN200057	1	1	3	2	3	3
VN200060	1	2	7	2	2	2
VN200066	1	2	8	1	1	1
VN200073	1	2	8	3	3	2
VN200079	1	2	8	2	3	2
VN200081	1	2	8	2	2	3
VN200083	1	2	7	2	2	2
VN200085	1	2	8	2	2	2
VN200086	1	2	8	1	1	1
VN200088	1	2	8	1	1	2
VN200090	1	1	1	2	2	2
VN200094	1	2	8	2	3	2
VN200095	1	2	7	2	3	1
VN200097	1	2	7	2	3	2
VN200099	1	1	2	2	3	2
VN200100	1	1	3	1	1	2
VN200109	1	1	1	2	2	1
VN200113	1	2	8	2	2	2
VN200119	1	2	7	2	2	2
VN200120	1	2	8	3	3	2
