CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	GRADE	STILL	CHGRADE	CHSTILL	WHYNOT	AGEGRADE	AGESTSCH	HHSCHTYP	PERF	SCHOOLEN	DISAB	ACT1	MONTHS1	DAYS1	HOURS1	ACT2	MONTHS2	DAYS2	HOURS2	ACT3	MONTHS3	DAYS3	HOURS3	SLEEP	CHCARE	HHCHORE	NPAYWORK	PAYWORK	SCHOOL	STUDY	PLAY
VN050003	3	36	1	1	1	7	0	 	 	 	 	 	 	 	 	0	3	10	30	16	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050003	4	29	2	1	1	7	0	 	 	 	 	 	 	 	 	0	15	12	30	6	4	12	30	1	2	2	1	8	 	 	 	 	 	 	 	 
VN050003	15	7	1	7	1	 	 	1	1	88	88	6	3	2	3	0	17	88	88	88	88	88	88	88	88	88	88	88	8	0	0	0	0	3	2	11
VN050004	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050004	1	37	1	1	1	12	0	 	 	 	 	 	 	 	 	0	3	8	28	10	12	4	20	8	15	4	10	1	 	 	 	 	 	 	 	 
VN050004	2	37	2	1	1	3	0	 	 	 	 	 	 	 	 	0	3	10	25	7	15	12	30	5	4	12	30	1	 	 	 	 	 	 	 	 
VN050004	3	14	1	7	1	 	 	8	1	88	88	6	3	3	2	0	15	12	28	1	3	8	15	1	17	88	88	88	9	0	1	1	0	5	2	6
VN050005	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	1	10
VN050005	1	42	1	1	1	13	0	 	 	 	 	 	 	 	 	0	7	12	25	6	1	5	10	4	88	88	88	88	 	 	 	 	 	 	 	 
VN050005	2	40	2	1	1	9	0	 	 	 	 	 	 	 	 	0	15	12	30	4	1	5	10	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050005	4	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050006	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	9	0	4
VN050006	1	40	1	1	1	13	0	 	 	 	 	 	 	 	 	0	13	12	22	10	3	4	30	8	88	88	88	88	 	 	 	 	 	 	 	 
VN050006	2	42	2	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	22	11	15	12	30	4	3	4	30	8	 	 	 	 	 	 	 	 
VN050007	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050007	1	78	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050007	2	39	2	1	1	8	0	 	 	 	 	 	 	 	 	0	10	12	30	10	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050008	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050008	1	70	2	6	1	0	0	 	 	 	 	 	 	 	 	0	15	10	28	3	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050008	2	33	1	1	1	11	0	 	 	 	 	 	 	 	 	0	12	12	20	8	15	12	12	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050008	3	26	2	1	1	3	0	 	 	 	 	 	 	 	 	0	12	9	28	8	5	3	20	8	15	12	29	2	 	 	 	 	 	 	 	 
VN050009	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	0	1	13
VN050009	1	50	2	5	1	3	0	 	 	 	 	 	 	 	 	0	15	12	30	2	1	4	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050009	2	27	1	1	1	0	0	 	 	 	 	 	 	 	 	0	13	12	28	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050009	3	25	2	1	1	3	0	 	 	 	 	 	 	 	 	0	13	10	28	10	1	4	30	2	15	12	30	1	 	 	 	 	 	 	 	 
VN050010	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	15	12	20	1	88	88	88	88	88	88	88	88	9	0	1	0	0	4	1	9
VN050010	1	42	2	1	1	9	0	 	 	 	 	 	 	 	 	0	10	12	25	6	2	10	8	2	1	7	15	1	 	 	 	 	 	 	 	 
VN050010	2	40	1	1	1	9	0	 	 	 	 	 	 	 	 	0	12	7	25	10	1	7	15	2	2	6	15	2	 	 	 	 	 	 	 	 
VN050010	3	14	2	7	1	 	 	8	1	88	88	6	3	2	2	0	15	12	30	2	88	88	88	88	88	88	88	88	8	0	2	0	0	6	2	6
VN050011	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	0	10
VN050011	1	73	1	6	1	0	0	 	 	 	 	 	 	 	 	0	15	12	20	2	5	1	5	8	88	88	88	88	 	 	 	 	 	 	 	 
VN050011	2	32	1	1	1	5	0	 	 	 	 	 	 	 	 	0	5	3	20	8	3	6	30	8	7	3	2	7	 	 	 	 	 	 	 	 
VN050011	3	27	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	30	3	3	6	15	8	5	2	30	3	 	 	 	 	 	 	 	 
VN050011	4	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050012	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	8	0	7
VN050012	1	34	1	1	1	13	0	 	 	 	 	 	 	 	 	0	3	10	30	10	12	3	7	8	2	12	3	1	 	 	 	 	 	 	 	 
VN050012	2	33	2	1	1	13	0	 	 	 	 	 	 	 	 	0	13	12	22	8	15	12	30	4	4	12	27	1	 	 	 	 	 	 	 	 
VN050013	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN050013	1	32	1	1	1	9	0	 	 	 	 	 	 	 	 	0	12	12	29	12	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050013	2	31	2	1	1	3	0	 	 	 	 	 	 	 	 	0	15	12	30	5	12	12	5	6	88	88	88	88	 	 	 	 	 	 	 	 
VN050013	3	10	1	7	1	 	 	4	1	88	88	6	3	2	2	0	15	12	27	1	88	88	88	88	88	88	88	88	10	0	1	0	0	4	2	7
VN050014	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN050014	1	51	2	6	2	 	 	 	 	 	 	 	 	 	 	0	5	12	15	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050014	2	50	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050014	3	34	1	13	1	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050014	4	24	1	1	1	4	0	 	 	 	 	 	 	 	 	0	9	12	26	10	15	12	20	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050014	5	23	2	1	1	6	0	 	 	 	 	 	 	 	 	0	17	88	88	88	15	12	30	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050014	6	22	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050014	7	12	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050016	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	3	0	11
VN050016	1	47	1	1	1	6	0	 	 	 	 	 	 	 	 	0	16	12	30	4	15	12	30	3	10	12	30	2	 	 	 	 	 	 	 	 
VN050016	2	46	2	1	1	2	0	 	 	 	 	 	 	 	 	0	10	12	30	12	15	12	27	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050016	3	15	2	7	1	 	 	8	1	88	88	6	3	3	3	0	15	12	22	1	10	12	20	1	88	88	88	88	9	0	1	1	0	5	2	6
VN050017	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	4	0	9
VN050017	1	36	2	1	1	6	0	 	 	 	 	 	 	 	 	0	5	10	20	8	15	12	30	3	1	5	10	1	 	 	 	 	 	 	 	 
VN050017	2	34	1	1	1	2	0	 	 	 	 	 	 	 	 	0	5	12	28	20	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050018	0	5	1	0	1	 	 	0	4	29	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	0	0	13
VN050018	1	25	1	1	1	5	0	 	 	 	 	 	 	 	 	0	11	6	22	10	9	4	20	9	88	88	88	88	 	 	 	 	 	 	 	 
VN050018	2	22	2	1	1	6	0	 	 	 	 	 	 	 	 	0	12	4	30	8	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050019	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	0	0	14
VN050019	1	72	2	6	1	2	0	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050019	2	41	2	13	1	6	0	 	 	 	 	 	 	 	 	0	9	12	20	3	2	12	20	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050019	3	36	2	13	2	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050019	4	32	1	1	1	5	0	 	 	 	 	 	 	 	 	0	7	12	30	3	15	12	20	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050019	5	27	2	1	1	99	99	 	 	 	 	 	 	 	 	0	15	12	28	6	1	4	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050019	15	8	1	14	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050019	16	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050021	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN050021	1	37	1	1	1	14	0	 	 	 	 	 	 	 	 	0	5	12	10	8	3	6	30	10	9	3	20	2	 	 	 	 	 	 	 	 
VN050021	2	35	2	1	1	8	0	 	 	 	 	 	 	 	 	0	5	12	10	6	3	6	30	2	15	12	30	2	 	 	 	 	 	 	 	 
VN050021	3	14	1	7	1	 	 	7	1	88	88	6	3	2	2	0	15	12	30	1	88	88	88	88	88	88	88	88	8	0	1	0	0	5	2	8
VN050021	4	2	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050022	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	3	2	7
VN050022	1	53	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050022	2	53	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050022	3	29	1	1	1	8	0	 	 	 	 	 	 	 	 	0	12	12	23	11	3	4	2	1	15	12	6	1	 	 	 	 	 	 	 	 
VN050022	4	25	2	1	1	12	0	 	 	 	 	 	 	 	 	0	15	12	30	6	3	5	27	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050022	5	26	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050022	15	4	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	3	0	9
VN050023	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050023	1	32	1	1	1	9	0	 	 	 	 	 	 	 	 	0	9	12	26	8	2	12	4	1	4	12	30	1	 	 	 	 	 	 	 	 
VN050023	2	27	2	1	1	12	0	 	 	 	 	 	 	 	 	0	13	12	26	6	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050024	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	1	88	88	88	88	88	88	88	88	10	0	1	0	0	8	0	5
VN050024	1	37	1	1	1	5	0	 	 	 	 	 	 	 	 	0	3	12	27	16	12	4	20	1	15	4	10	1	 	 	 	 	 	 	 	 
VN050024	2	37	2	1	1	9	0	 	 	 	 	 	 	 	 	0	15	12	30	5	4	12	30	2	2	12	10	1	 	 	 	 	 	 	 	 
VN050024	3	9	2	7	1	 	 	3	1	88	88	6	3	2	2	0	15	12	25	2	88	88	88	88	88	88	88	88	10	0	2	0	0	4	0	8
VN050025	0	4	2	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	1	59	1	6	1	6	0	 	 	 	 	 	 	 	 	0	16	99	99	99	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	2	57	2	6	1	6	0	 	 	 	 	 	 	 	 	0	10	12	28	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	3	28	1	1	1	6	0	 	 	 	 	 	 	 	 	0	12	12	20	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	4	26	1	13	1	6	0	 	 	 	 	 	 	 	 	0	12	12	20	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	5	25	2	1	1	6	0	 	 	 	 	 	 	 	 	0	10	12	28	4	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN050025	6	23	2	13	1	5	0	 	 	 	 	 	 	 	 	0	10	12	28	4	15	12	30	2	4	12	20	1	 	 	 	 	 	 	 	 
VN050025	7	1	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050026	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	14	0	0	0	0	3	0	7
VN050026	1	53	1	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	2	54	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	3	28	1	1	1	6	77	 	 	 	 	 	 	 	 	0	13	12	26	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050026	4	26	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	5	24	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	6	23	2	1	1	5	77	 	 	 	 	 	 	 	 	0	15	12	30	3	4	12	30	1	15	12	30	3	 	 	 	 	 	 	 	 
VN050026	7	22	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	8	17	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050026	9	14	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050027	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN050027	1	32	1	1	1	9	0	 	 	 	 	 	 	 	 	0	6	12	20	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050027	2	30	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050027	3	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050028	0	4	1	0	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050028	1	37	1	1	1	5	0	 	 	 	 	 	 	 	 	0	13	12	26	10	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050028	2	32	2	1	1	2	0	 	 	 	 	 	 	 	 	0	15	12	30	3	5	5	20	8	88	88	88	88	 	 	 	 	 	 	 	 
VN050029	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	15	12	25	2	17	88	88	88	88	88	88	88	10	2	0	0	0	8	1	3
VN050029	1	51	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050029	2	49	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050029	3	26	2	1	1	4	0	 	 	 	 	 	 	 	 	0	9	9	30	6	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050029	4	31	1	1	1	1	0	 	 	 	 	 	 	 	 	0	9	12	28	12	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050029	5	23	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050029	6	21	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050029	7	17	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050029	8	2	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050031	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	8	0	5
VN050031	1	41	1	1	1	7	0	 	 	 	 	 	 	 	 	0	11	2	30	10	15	12	10	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050031	2	41	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	6	4	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050031	3	21	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050031	4	3	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050031	5	1	2	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050033	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	1	9
VN050033	1	58	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	2	58	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	3	29	2	1	1	12	0	 	 	 	 	 	 	 	 	0	9	12	28	8	15	12	25	3	2	12	2	1	 	 	 	 	 	 	 	 
VN050033	4	27	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	5	25	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	6	23	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	7	21	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	8	19	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050033	9	42	1	1	1	12	0	 	 	 	 	 	 	 	 	0	9	12	28	10	2	12	2	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050033	10	73	1	6	1	5	0	 	 	 	 	 	 	 	 	0	15	12	25	1	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050033	11	73	2	6	1	3	0	 	 	 	 	 	 	 	 	0	2	12	18	2	15	12	26	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050034	0	5	1	0	1	 	 	0	4	30	88	6	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	0	10
VN050034	1	32	1	1	1	5	0	 	 	 	 	 	 	 	 	0	7	8	29	7	9	4	30	2	15	4	3	1	 	 	 	 	 	 	 	 
VN050034	2	29	2	1	1	2	0	 	 	 	 	 	 	 	 	0	9	12	30	7	15	12	30	4	88	88	88	88	 	 	 	 	 	 	 	 
VN050034	15	7	2	7	1	 	 	1	1	88	88	6	3	2	2	0	15	12	30	4	9	12	28	1	88	88	88	88	10	3	1	1	0	6	1	2
VN050034	16	3	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050035	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	4	0	9
VN050035	1	40	2	1	1	12	0	 	 	 	 	 	 	 	 	0	15	12	30	5	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050035	2	35	1	1	1	12	0	 	 	 	 	 	 	 	 	0	9	12	27	9	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050035	15	4	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050036	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	13	0	0	0	0	8	2	1
VN050036	1	37	1	1	1	13	0	 	 	 	 	 	 	 	 	0	13	12	26	8	15	12	30	1	88	88	88	88	 	 	 	 	 	 	 	 
VN050036	2	36	2	1	1	14	0	 	 	 	 	 	 	 	 	0	13	12	26	6	15	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050036	3	9	1	7	1	 	 	3	1	88	88	6	3	2	1	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	7	1	5
VN050037	0	5	2	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	9	0	0	0	0	4	0	11
VN050037	1	40	1	1	1	11	0	 	 	 	 	 	 	 	 	0	12	7	16	8	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050037	2	37	2	1	1	11	0	 	 	 	 	 	 	 	 	0	15	12	30	4	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050037	3	17	2	7	1	 	 	11	1	88	88	6	3	2	2	0	15	12	30	1	88	88	88	88	88	88	88	88	7	0	1	0	0	8	0	8
VN050038	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	4	1	7
VN050038	1	66	1	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050038	2	64	2	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050038	3	32	1	1	1	9	0	 	 	 	 	 	 	 	 	0	3	6	30	8	12	4	15	8	88	88	88	88	 	 	 	 	 	 	 	 
VN050038	4	24	2	1	1	5	0	 	 	 	 	 	 	 	 	0	15	12	30	6	3	6	8	2	88	88	88	88	 	 	 	 	 	 	 	 
VN050038	5	29	2	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050038	6	26	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050040	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	11	0	0	0	0	9	0	4
VN050040	1	36	1	1	1	4	0	 	 	 	 	 	 	 	 	0	9	12	30	10	10	12	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050040	2	35	2	1	1	0	0	 	 	 	 	 	 	 	 	0	10	12	30	9	15	10	30	3	88	88	88	88	 	 	 	 	 	 	 	 
VN050040	15	8	1	7	1	 	 	2	1	88	88	6	3	3	2	0	10	12	30	1	17	88	88	88	88	88	88	88	10	1	0	1	0	4	0	8
VN050040	16	0	1	7	1	 	 	 	 	 	 	 	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	 	 	 	 	 	 	 	 
VN050041	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	12	0	0	0	0	3	4	5
VN050041	1	82	2	99	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050041	2	49	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050041	3	48	2	5	2	7	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN050041	4	29	1	1	1	7	0	 	 	 	 	 	 	 	 	0	3	12	20	1	12	8	24	8	15	4	30	1	 	 	 	 	 	 	 	 
VN050041	5	24	2	1	1	99	99	 	 	 	 	 	 	 	 	0	15	12	30	3	3	12	30	1	5	2	20	8	 	 	 	 	 	 	 	 
VN050042	0	5	1	0	1	 	 	0	4	30	88	88	 	 	 	0	17	88	88	88	88	88	88	88	88	88	88	88	10	0	0	0	0	4	0	10
VN050042	1	42	1	1	1	1	0	 	 	 	 	 	 	 	 	0	7	12	20	10	5	2	3	8	2	3	5	1	 	 	 	 	 	 	 	 
VN050042	2	38	2	1	1	0	0	 	 	 	 	 	 	 	 	0	1	3	30	2	5	2	13	8	15	12	30	3	 	 	 	 	 	 	 	 
VN050042	3	16	1	7	1	 	 	9	0	31	15	6	 	 	 	0	12	4	26	8	2	3	3	1	17	88	88	88	10	0	0	0	8	0	0	6
VN050042	4	14	1	7	1	 	 	8	1	88	88	6	3	2	2	0	15	12	30	1	17	88	88	88	88	88	88	88	10	0	1	0	0	4	0	9
