CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
VN190048	2	10	11	1
VN190048	3	12	1	1
VN190048	4	2	1	1
VN190050	1	1	11	0
VN190050	2	17	1	1
VN190050	3	12	2	1
VN190051	1	22	12	1
VN190051	2	12	8	1
VN190051	3	10	10	1
VN190051	4	2	12	1
VN190052	1	1	5	0
VN190052	2	12	7	1
VN190052	3	23	1	1
VN190052	4	2	1	1
VN190054	1	17	10	1
VN190054	2	2	6	1
VN190054	3	12	6	1
VN190055	1	23	2	1
VN190055	2	17	6	1
VN190055	3	12	2	1
VN190055	4	2	6	1
VN190056	1	1	5	0
VN190056	2	12	1	1
VN190056	3	2	6	1
VN190056	4	10	11	1
VN190057	1	1	11	0
VN190057	2	2	6	1
VN190057	3	12	7	1
VN190057	4	10	10	1
VN190058	1	23	1	1
VN190058	2	17	6	1
VN190058	3	10	10	1
VN190058	4	12	6	1
VN190059	1	1	5	0
VN190059	2	2	6	1
VN190059	3	12	1	1
VN190059	4	10	11	1
VN190060	1	1	5	0
VN190060	2	17	6	1
VN190060	3	12	6	1
VN190060	4	2	1	1
VN190061	1	1	11	0
VN190061	2	17	7	1
VN190061	3	12	7	1
VN190061	4	18	6	1
VN190063	1	1	5	1
VN190063	2	17	1	1
VN190063	3	12	1	1
VN190064	1	1	11	0
VN190064	2	12	7	1
VN190064	3	2	1	0
VN190064	4	17	7	1
VN190065	1	1	5	0
VN190065	2	10	10	1
VN190065	3	12	1	1
VN190065	4	2	1	1
VN190066	1	1	11	0
VN190066	2	12	2	1
VN190066	3	10	11	1
VN190066	4	2	1	1
VN190067	1	1	5	0
VN190067	2	17	6	1
VN190067	3	12	6	1
VN190068	1	1	5	0
VN190068	2	17	7	1
VN190068	3	12	1	1
VN190068	4	2	1	1
VN190069	1	12	6	1
VN190069	2	1	11	0
VN190069	3	2	1	0
VN190069	4	10	10	1
VN190070	1	19	1	0
VN190071	1	1	5	0
VN190071	2	2	7	1
VN190071	3	11	11	1
VN190071	4	12	7	1
VN190072	1	1	5	0
VN190072	2	17	10	1
VN190072	3	12	1	1
VN190072	4	2	1	1
VN190074	1	1	11	0
VN190074	2	12	6	1
VN190074	3	10	10	1
VN190074	4	18	1	1
VN190077	1	1	5	0
VN190077	2	10	10	1
VN190077	3	12	1	1
VN190077	4	17	7	1
VN190077	5	2	1	1
VN190079	1	1	5	0
VN190079	2	23	7	1
VN190079	3	2	7	1
VN190079	4	12	1	1
VN190081	1	10	10	1
VN190081	2	12	1	1
VN190081	3	2	1	0
VN190082	1	1	5	0
VN190082	2	2	1	1
VN190082	3	12	7	1
VN190083	1	1	5	0
VN190083	2	12	6	1
VN190083	3	2	6	1
VN190083	4	23	6	1
VN190084	1	1	5	0
VN190084	2	10	11	1
VN190084	3	12	6	1
VN190084	4	2	6	1
VN190087	1	1	5	0
VN190087	2	10	10	1
VN190087	3	17	6	1
VN190087	4	12	1	1
VN190087	5	2	6	1
VN190088	1	1	5	0
VN190088	2	10	11	1
VN190088	3	12	6	1
VN190088	4	2	1	1
VN190089	1	10	10	1
VN190089	2	23	1	1
VN190089	3	17	7	1
VN190089	4	2	1	1
VN190090	1	1	11	0
VN190090	2	12	7	1
VN190090	3	10	10	1
VN190090	4	2	1	0
VN190090	5	17	7	1
VN190091	1	1	5	0
VN190091	2	10	10	1
VN190091	3	12	6	1
VN190091	4	17	6	1
VN190091	5	2	6	1
VN190092	1	1	11	0
VN190092	2	2	6	0
VN190092	3	12	6	1
VN190092	4	10	10	1
VN190093	1	1	11	0
VN190093	2	12	2	1
VN190093	3	10	10	1
VN190093	4	2	1	0
VN190094	1	19	1	0
VN190095	1	1	5	0
VN190095	2	10	10	1
VN190095	3	12	3	1
VN190095	4	2	1	1
VN190096	1	1	11	0
VN190096	2	12	6	1
VN190096	3	2	1	1
VN190096	4	18	6	1
VN190097	1	1	5	0
VN190097	2	12	12	1
VN190097	3	2	6	1
VN190098	1	1	5	0
VN190098	2	10	10	1
VN190098	3	12	1	1
VN190098	4	2	1	1
VN190099	1	17	8	1
VN190099	2	12	7	1
VN190099	3	10	10	1
VN190099	4	2	6	0
VN190100	1	1	5	0
VN190100	2	2	1	1
VN190100	3	10	9	1
VN190100	4	12	6	1
VN190105	1	2	6	1
VN190105	2	12	6	1
VN190105	3	17	6	1
VN190107	1	1	5	0
VN190107	2	17	6	1
VN190107	3	12	6	1
VN190107	4	2	6	1
VN190110	1	1	11	0
VN190110	2	12	6	1
VN190110	3	2	1	0
VN190110	4	10	10	1
VN190112	1	1	11	0
VN190112	2	10	10	1
VN190112	3	12	6	1
VN190112	4	2	6	1
VN190113	1	1	11	0
VN190113	2	12	8	1
VN190113	3	2	2	0
VN190115	1	1	5	0
VN190115	2	10	11	1
VN190115	3	12	6	1
VN190115	4	2	6	1
VN190116	1	1	5	0
VN190116	2	17	7	1
VN190116	3	12	1	1
VN190116	4	10	10	1
VN190116	5	2	1	1
VN190118	1	1	5	0
VN190118	2	12	2	1
VN190118	3	23	9	1
VN190118	4	2	1	1
VN190123	1	23	2	1
VN190123	2	12	2	1
VN190123	3	2	2	1
VN190130	1	1	5	0
VN190130	2	2	6	1
VN190130	3	12	6	1
VN190130	4	23	6	1
VN190137	1	1	11	0
VN190137	2	2	1	0
VN190137	3	12	1	1
VN190137	4	10	10	1
VN190139	1	17	6	1
VN190139	2	10	10	1
VN190139	3	12	6	1
VN190139	4	2	1	1
VN200001	1	1	11	0
VN200001	2	17	6	1
VN200001	3	2	6	0
VN200001	4	12	12	1
VN200002	1	1	11	0
VN200002	2	2	12	0
VN200002	3	12	1	1
VN200003	1	1	11	0
VN200003	2	23	1	0
VN200003	3	12	1	1
VN200004	1	1	10	0
VN200004	2	2	12	1
VN200004	3	12	2	1
VN200004	4	10	10	1
VN200005	1	12	2	1
VN200005	2	10	10	1
VN200006	1	1	11	0
VN200006	2	12	6	1
VN200007	1	1	11	0
VN200007	2	12	6	1
VN200007	3	10	11	1
VN200009	1	1	11	0
VN200009	2	17	6	1
VN200009	3	2	6	0
VN200009	4	12	6	1
VN200010	1	12	1	1
VN200010	2	23	1	0
VN200011	1	1	11	0
VN200011	2	17	6	1
VN200011	3	2	1	0
VN200011	4	12	6	1
VN200012	1	1	10	0
VN200012	2	2	2	0
VN200012	3	12	8	1
VN200012	4	17	8	1
VN200013	1	1	11	0
VN200013	2	10	11	1
VN200013	3	2	12	1
VN200013	4	12	12	1
VN200014	1	1	10	0
VN200014	2	2	1	0
VN200014	3	12	2	1
VN200014	4	17	6	1
VN200016	1	12	1	1
VN200016	2	10	11	1
VN200017	1	1	11	0
VN200017	2	12	6	1
VN200017	3	10	11	1
VN200019	1	1	10	0
VN200019	2	2	6	1
VN200019	3	12	12	1
VN200019	4	10	10	1
VN200020	1	1	11	0
VN200020	2	17	7	1
VN200020	3	2	1	0
VN200020	4	12	2	1
VN200021	1	1	11	0
VN200021	2	12	1	1
VN200021	3	10	11	1
VN200022	1	1	11	0
VN200022	2	12	1	1
VN200022	3	2	12	1
VN200024	1	1	6	0
VN200024	2	23	9	1
VN200024	3	2	1	0
VN200024	4	12	1	2
VN200025	1	1	10	0
VN200025	2	2	2	0
VN200025	3	12	2	1
VN200027	1	1	11	0
VN200027	2	2	6	0
VN200027	3	12	1	1
VN200028	1	1	11	0
VN200028	2	10	11	1
VN200028	3	12	2	1
VN200029	1	1	11	1
VN200029	2	2	6	1
VN200029	3	10	6	1
VN200030	1	1	11	0
VN200030	2	10	11	0
VN200032	1	1	11	0
VN200032	2	2	1	0
VN200032	3	23	4	1
VN200032	4	12	8	1
VN200033	1	1	11	0
VN200033	2	10	11	0
VN200033	3	12	1	1
VN200034	1	1	10	0
VN200034	2	2	2	0
VN200034	3	10	10	1
VN200034	4	12	2	1
VN200035	1	1	10	0
VN200035	2	2	12	1
VN200035	3	12	12	1
VN200035	4	23	12	1
VN200036	1	1	11	0
VN200036	2	2	1	0
VN200036	3	12	12	1
VN200039	1	1	10	0
VN200039	2	12	2	1
VN200039	3	2	2	0
VN200039	4	10	10	1
VN200040	1	17	9	1
VN200041	1	12	11	1
VN200041	2	2	6	1
VN200041	3	10	11	1
VN200042	1	1	11	0
VN200042	2	12	11	1
VN200042	3	10	11	1
VN200043	1	1	11	0
VN200043	2	18	1	0
VN200046	1	17	9	1
VN200046	2	12	8	1
VN200047	1	1	11	0
VN200047	2	12	12	1
VN200048	1	10	11	0
VN200048	2	12	1	1
VN200048	3	23	11	1
VN200049	1	1	11	0
VN200049	2	9	1	0
VN200049	3	12	1	1
VN200050	1	1	11	0
VN200050	2	2	1	1
VN200050	3	17	6	1
VN200050	4	12	1	1
VN200052	1	1	11	0
VN200052	2	10	11	0
VN200052	3	12	6	1
VN200053	1	1	11	0
VN200053	2	12	1	1
VN200053	3	2	1	0
VN200054	1	1	6	0
VN200054	2	2	1	0
VN200054	3	17	6	1
VN200054	4	12	1	1
VN200055	1	12	6	1
VN200055	2	10	11	1
VN200055	3	2	12	1
VN200056	1	1	11	0
VN200056	2	10	11	1
VN200056	3	12	1	1
VN200057	1	1	11	1
VN200057	2	2	12	1
VN200057	3	10	10	1
VN200058	1	1	11	0
VN200058	2	10	11	0
VN200058	3	12	1	1
VN200059	1	1	10	0
VN200059	2	2	2	0
VN200059	3	10	10	1
VN200060	1	1	10	0
VN200060	2	10	10	1
VN200060	3	12	2	1
VN200060	4	17	7	1
VN200061	1	1	9	0
VN200061	2	17	9	1
VN200061	3	2	1	2
VN200062	1	1	10	0
VN200062	2	2	1	0
VN200063	1	1	10	0
VN200063	2	2	12	0
VN200063	3	10	10	1
VN200064	1	1	4	1
VN200064	2	10	6	1
VN200066	1	1	11	0
VN200066	2	10	11	1
VN200067	1	1	10	0
VN200067	2	2	2	0
VN200067	3	10	10	1
VN200067	4	12	12	1
VN200068	1	1	11	0
VN200068	2	10	11	1
VN200069	1	1	10	0
VN200069	2	10	10	1
VN200069	3	12	2	1
VN200071	1	1	10	0
VN200071	2	2	2	0
VN200071	3	10	10	1
VN200072	1	1	11	0
VN200072	2	10	11	1
VN200072	3	12	1	1
VN200073	1	1	10	0
VN200073	2	2	2	0
VN200073	3	17	7	1
VN200074	1	1	11	0
VN200074	2	10	11	1
VN200074	3	12	1	1
VN200075	1	1	5	0
VN200075	2	2	2	0
VN200075	3	10	10	1
VN200075	4	12	2	1
VN200076	1	1	10	0
VN200076	2	2	2	0
VN200076	3	12	1	1
VN200076	4	17	7	1
VN200077	1	1	12	0
VN200077	2	10	11	1
VN200077	3	2	12	0
VN200079	1	1	10	0
VN200079	2	2	2	1
VN200079	3	10	10	1
VN200080	1	1	11	1
VN200080	2	10	6	1
VN200081	1	1	10	0
VN200081	2	2	12	0
VN200081	3	10	10	1
VN200083	1	1	10	0
VN200083	2	12	2	1
VN200083	3	17	8	1
VN200085	1	1	10	0
VN200085	2	2	2	0
VN200085	3	12	6	1
VN200085	4	10	10	1
VN200086	1	1	11	0
VN200086	2	2	1	0
VN200086	3	12	6	1
VN200086	4	17	6	1
VN200087	1	1	11	0
VN200087	2	2	12	0
VN200087	3	12	1	1
VN200088	1	1	11	0
VN200088	2	17	6	1
VN200089	1	1	10	0
VN200089	2	2	2	0
VN200089	3	10	11	1
VN200089	4	12	2	1
VN200090	1	1	11	0
VN200090	2	12	6	1
VN200091	1	1	11	0
VN200091	2	12	6	1
VN200091	3	10	11	1
VN200092	1	1	10	0
VN200092	2	2	2	0
VN200092	3	12	2	1
VN200093	1	1	11	0
VN200093	2	12	6	1
VN200094	1	1	11	0
VN200094	2	12	6	1
VN200094	3	10	11	1
VN200095	1	1	11	0
VN200095	2	12	1	1
VN200096	1	1	11	0
VN200096	2	12	1	1
VN200096	3	23	1	1
VN200097	1	1	11	0
VN200097	2	12	1	1
VN200097	3	10	11	1
VN200098	1	1	11	0
VN200098	2	2	6	0
VN200098	3	12	12	1
VN200098	4	17	6	1
VN200099	1	1	11	0
VN200099	2	10	11	1
VN200099	3	12	1	1
VN200100	1	1	11	0
VN200100	2	2	1	0
VN200100	3	12	7	1
VN200100	4	17	7	1
VN200101	1	1	11	0
VN200101	2	10	11	1
VN200101	3	12	1	1
VN200109	1	1	11	0
VN200109	2	12	1	1
VN200109	3	10	11	1
VN200112	1	1	11	0
VN200112	2	2	12	1
VN200112	3	12	2	1
VN200112	4	17	7	1
VN200113	1	1	11	0
VN200113	2	17	6	1
VN200113	3	12	1	1
VN200115	1	1	11	1
VN200115	2	10	2	1
VN200115	3	12	9	1
VN200116	1	1	11	0
VN200116	2	2	2	0
VN200116	3	12	2	1
VN200119	1	1	11	0
VN200119	2	12	8	1
VN200119	3	23	3	1
VN200120	1	1	11	0
VN200120	2	12	1	1
VN200120	3	23	12	1
VN200128	1	1	10	0
VN200128	2	2	2	0
VN200128	3	10	10	1
VN200128	4	12	10	1
VN200129	1	1	11	0
VN200129	2	17	4	0
VN200129	3	12	1	1
VN200135	1	1	10	0
VN200135	2	2	12	1
VN200135	3	12	2	1
VN200135	4	10	10	1
VN200142	1	1	10	0
VN200142	2	10	10	1
VN200142	3	12	12	1
VN200142	4	23	1	1
VN200148	1	1	11	0
VN200148	2	17	6	1
VN200148	3	12	6	1
VN200148	4	2	6	0
