PLACEID	RSID	AGERES	SEXRES	CASTE	CAPAC	LIVRES
42	17	49	1	4	8	40
42	18	38	1	3	8	38
42	19	40	1	3	8	20
42	20	38	1	1	8	38
42	21	33	2	3	8	10
43	1	46	1	1	1	46
43	2	56	1	3	2	56
43	3	41	2	1	8	13
43	4	55	1	1	8	55
43	5	54	1	4	4	54
43	6	52	1	4	8	52
43	7	46	1	3	8	36
43	8	50	1	4	8	50
43	9	48	1	3	8	32
43	10	32	1	3	8	25
43	11	55	1	3	8	55
43	12	30	1	3	8	30
43	13	32	1	3	8	32
43	14	65	1	3	8	65
43	15	55	2	3	8	55
43	16	34	1	3	8	34
43	17	36	1	3	8	36
43	18	49	1	4	8	49
43	19	42	1	4	8	42
43	20	45	1	3	8	45
43	21	52	1	4	8	52
43	22	54	1	3	8	54
43	23	57	1	3	8	57
44	1	48	1	3	1	48
44	2	26	2	3	9	3
44	3	47	1	3	2	47
44	4	46	2	3	8	46
44	5	45	1	1	8	45
44	6	34	1	3	8	34
44	7	36	1	3	8	36
44	8	50	1	4	8	50
44	9	48	1	4	8	32
44	10	52	1	4	8	52
44	11	46	1	3	8	36
44	12	42	1	3	8	42
44	13	49	1	4	8	49
44	14	65	1	3	8	65
44	15	55	2	3	8	55
44	16	30	1	3	8	30
44	17	32	1	3	8	32
44	18	42	1	3	8	42
44	19	49	2	4	8	49
44	20	32	1	3	8	25
44	21	55	1	4	8	55
44	22	54	1	3	8	54
44	23	57	1	3	8	57
44	24	52	1	4	8	52
44	25	45	1	3	8	45
45	1	40	1	3	2	40
45	2	50	1	3	1	50
45	3	45	2	3	8	26
45	4	40	2	3	6	15
45	5	46	1	1	8	46
45	6	34	1	3	8	34
45	7	36	1	3	8	36
45	8	50	1	4	8	50
45	9	48	1	4	8	32
45	10	52	1	4	8	52
45	11	46	1	3	8	36
45	12	42	1	3	8	42
45	13	49	1	4	8	49
45	14	65	1	3	8	65
45	15	55	2	3	8	55
45	16	30	1	3	8	30
45	17	32	1	3	8	32
45	18	42	1	3	8	42
45	19	49	2	4	8	49
45	20	45	1	3	8	45
45	21	52	1	4	8	52
45	22	54	1	3	8	54
45	23	57	1	3	8	57
45	24	32	1	3	8	25
45	25	55	1	4	8	55
46	1	55	2	4	1	55
46	2	40	2	3	8	40
46	3	33	1	4	2	33
46	4	48	1	1	7	48
46	5	34	1	3	8	34
46	6	36	1	3	8	36
46	7	50	1	4	8	50
46	8	48	1	4	8	48
46	9	52	1	4	8	52
46	10	46	1	3	8	36
46	11	42	1	3	8	42
46	12	49	1	4	8	49
46	13	65	1	3	8	65
46	14	55	2	3	8	55
46	15	30	1	3	8	30
46	16	32	1	3	8	32
46	17	42	1	4	8	42
46	18	49	2	4	8	49
46	19	45	1	3	8	45
46	20	52	1	4	8	52
46	21	54	1	3	8	54
46	22	57	1	3	8	57
46	23	32	1	3	8	25
46	24	55	1	4	8	55
47	1	64	2	4	1	64
47	2	52	2	4	1	52
47	3	56	2	3	8	56
47	4	64	1	3	7	64
47	5	45	1	3	8	45
47	6	38	1	3	8	38
47	7	48	1	3	8	48
47	8	46	1	1	8	20
47	9	39	1	4	8	10
47	10	42	1	3	8	42
47	11	37	1	4	8	8
47	12	45	1	4	8	16
47	13	50	1	4	4	10
47	14	35	2	3	8	8
47	15	44	1	3	8	44
47	16	48	1	3	8	48
48	1	35	2	3	1	35
48	2	40	1	1	8	40
48	3	45	1	1	7	45
48	4	43	1	1	8	43
48	5	40	1	4	8	40
48	6	51	1	1	8	51
48	7	50	1	3	4	12
48	8	42	1	1	8	42
48	9	46	1	1	8	46
48	10	39	1	3	8	39
48	11	42	1	3	8	42
48	12	48	1	1	8	10
48	13	45	1	4	8	15
48	14	49	1	4	8	20
48	15	33	1	4	8	5
48	16	42	1	1	8	42
48	17	22	1	1	8	22
48	18	36	1	1	8	6
49	1	42	2	3	8	42
49	2	38	2	3	1	38
49	3	40	2	1	8	40
49	4	48	2	3	8	48
49	5	49	2	1	8	49
49	6	45	1	4	8	45
49	7	39	1	3	8	39
49	8	44	1	3	8	15
49	9	38	1	3	8	38
49	10	49	1	1	8	49
49	11	47	1	3	8	22
49	12	53	1	4	8	53
49	13	43	1	4	8	43
49	14	41	1	3	4	4
49	15	38	1	4	4	5
49	16	37	2	1	8	15
49	17	43	1	3	8	12
49	18	45	1	3	9	4
50	1	35	2	3	8	5
50	2	38	2	1	8	10
50	3	52	1	4	2	52
50	4	40	2	4	8	10
50	5	43	2	3	8	25
50	6	40	1	3	4	6
50	7	58	1	4	7	58
50	8	45	1	4	8	45
50	9	51	1	3	8	51
50	10	63	1	3	8	63
50	11	46	1	3	8	46
50	12	52	1	3	8	52
50	13	39	1	1	8	5
50	14	42	1	1	8	10
50	15	36	1	4	8	5
50	16	39	1	4	8	6
51	1	50	2	4	1	26
51	2	35	1	3	8	35
51	3	51	1	3	8	51
51	4	46	2	4	8	22
51	5	50	1	3	4	5
51	6	42	1	3	7	42
51	7	35	2	1	8	6
51	8	48	1	3	8	48
51	9	42	1	2	8	42
51	10	38	2	3	8	38
51	11	39	1	4	8	39
51	12	42	1	3	8	42
51	13	41	1	3	8	20
51	14	36	1	3	8	5
51	15	39	1	1	8	39
51	16	44	1	1	8	20
51	17	35	1	4	8	15
51	18	43	1	4	8	10
52	1	66	1	3	1	66
52	2	61	1	4	7	61
52	3	55	1	4	8	55
52	4	35	2	1	8	5
52	5	40	1	4	4	3
52	6	38	1	2	4	3
52	7	23	2	4	8	5
52	8	45	2	1	8	5
52	9	40	2	3	8	40
52	10	50	1	3	8	50
52	11	40	1	4	8	40
52	12	55	2	4	8	55
52	13	42	1	3	8	5
52	14	39	1	3	8	39
52	15	36	1	1	8	36
52	16	45	1	1	8	15
52	17	37	1	4	8	37
52	18	43	1	4	8	43
53	1	35	2	3	1	15
53	2	40	1	4	8	40
53	3	38	1	4	8	1
53	4	55	1	4	7	55
53	5	50	2	1	8	50
53	6	40	2	4	8	10
53	7	37	2	4	8	15
53	8	38	2	1	6	12
53	9	42	1	4	8	42
53	10	48	1	3	8	22
53	11	39	1	3	8	5
53	12	45	1	3	8	45
53	13	42	1	1	8	10
53	14	37	1	1	8	37
53	15	45	1	4	8	25
53	16	35	1	4	8	20
53	17	46	1	4	8	46
53	18	38	2	1	8	38
53	19	41	1	3	4	4
54	1	35	1	1	1	35
54	2	46	1	3	7	46
54	3	50	1	4	9	4
54	4	53	1	4	9	5
54	5	40	2	3	8	15
54	6	45	1	3	4	5
54	7	33	2	1	3	4
54	8	72	1	3	2	72
54	9	35	1	3	8	35
54	10	40	2	3	8	16
54	11	46	1	3	8	45
54	12	35	2	3	8	35
54	13	35	1	1	8	35
54	14	60	2	1	8	60
54	15	28	2	1	8	28
54	16	35	1	3	8	35
54	17	39	1	1	8	39
54	18	42	1	3	8	42
54	19	45	1	4	8	45
54	20	35	1	4	8	35
54	21	38	1	3	8	34
54	22	40	1	3	8	5
54	23	43	1	1	8	10
54	24	36	1	1	8	5
55	1	27	2	4	1	4
55	2	55	1	4	2	55
55	3	55	1	1	9	1
55	4	52	1	1	9	1
55	5	40	2	4	8	10
55	6	32	2	4	8	22
55	7	35	2	2	8	5
55	8	65	1	4	7	65
55	9	70	1	4	8	70
55	10	50	2	3	8	50
55	11	42	2	4	8	32
55	12	40	1	4	8	40
55	13	38	1	3	8	38
55	14	43	1	4	8	43
55	15	37	1	3	8	25
55	16	45	1	3	8	20
55	17	41	1	1	8	25
55	18	36	1	1	8	36
55	19	38	1	4	8	38
55	20	36	1	4	8	36
56	1	35	1	4	1	35
56	2	36	1	1	8	36
56	3	33	2	4	8	15
56	4	32	2	4	8	16
56	5	52	1	4	8	52
56	6	36	1	4	8	36
56	7	44	1	4	7	44
56	8	35	1	1	8	35
56	9	40	1	1	4	4
56	10	40	1	4	8	40
56	11	60	2	4	8	42
56	12	62	2	4	8	45
56	13	35	1	1	8	35
56	14	42	1	1	8	42
56	15	65	1	4	7	65
56	16	30	2	4	8	30
56	17	48	1	4	8	0
56	18	33	1	3	8	5
56	19	40	1	4	8	40
56	20	32	1	3	8	32
57	1	45	1	4	1	45
57	2	40	1	4	9	5
57	3	33	2	4	8	33
57	4	40	2	4	3	3
57	5	43	1	4	4	4
57	6	38	2	3	8	6
57	7	65	1	4	8	65
57	8	60	1	4	8	60
57	9	50	1	3	8	50
57	10	57	1	1	8	57
57	11	62	1	1	8	62
57	12	46	1	1	8	46
57	13	39	2	4	8	15
57	14	43	1	3	8	43
57	15	40	2	4	8	13
57	16	44	1	3	8	44
57	17	35	1	3	8	35
57	18	42	1	3	8	42
57	19	47	1	1	8	5
57	20	36	1	1	8	24
57	21	45	1	4	8	45
57	22	39	1	4	8	39
58	1	63	1	4	8	63
58	2	36	1	4	8	36
58	3	28	2	4	1	28
58	4	48	1	4	9	5
58	5	44	1	3	9	4
58	6	38	1	3	4	5
58	7	25	2	1	8	4
58	8	32	2	4	8	6
58	9	32	2	4	8	32
58	10	26	1	4	7	26
58	11	58	1	1	8	58
58	12	54	2	1	8	54
58	13	38	1	4	8	38
58	14	35	1	1	8	10
58	15	42	1	3	8	8
58	16	35	1	4	8	20
58	17	38	1	4	8	25
58	18	31	1	1	8	31
58	19	43	1	1	8	15
61	1	35	2	4	8	15
61	2	33	1	4	1	33
61	3	35	2	3	3	10
61	4	47	1	2	8	40
61	5	40	2	2	8	20
61	6	60	1	1	7	60
61	7	45	1	4	4	5
61	8	27	1	3	8	16
61	9	45	1	4	8	7
61	10	38	1	4	8	25
61	11	52	1	4	8	45
61	12	35	1	4	8	35
61	13	45	1	2	8	45
61	14	30	2	3	8	10
61	15	42	1	3	8	5
61	16	50	1	4	8	25
61	17	49	1	3	8	10
62	1	58	1	4	8	58
62	2	49	1	3	1	49
62	3	53	2	3	8	30
62	4	60	1	4	8	30
62	5	50	1	3	8	50
62	6	52	1	3	7	52
62	7	45	2	1	8	20
62	8	27	1	3	8	27
62	9	52	1	4	8	10
62	10	45	1	4	8	25
62	11	27	1	4	8	10
62	12	50	1	3	8	10
62	13	30	2	3	8	10
62	14	21	1	3	8	10
62	15	25	1	3	8	10
62	16	42	2	3	4	6
62	17	30	2	3	8	30
62	18	50	2	3	3	6
62	19	42	1	3	8	8
63	1	40	2	3	1	15
63	2	50	1	4	8	30
63	3	75	1	3	8	75
63	4	50	1	1	8	50
63	5	30	2	3	3	9
63	6	32	2	3	6	17
63	7	45	2	3	8	18
63	8	35	2	3	2	10
63	9	45	1	3	4	6
63	10	27	1	3	8	16
63	11	45	1	4	8	7
63	12	38	1	4	8	25
63	13	52	1	4	8	45
63	14	52	1	4	8	30
63	15	45	2	4	8	20
63	16	30	2	3	8	10
63	17	42	1	3	8	15
63	18	45	1	4	8	10
63	19	40	1	3	8	14
64	1	35	1	3	1	1
64	2	55	1	4	7	9
64	3	45	2	4	8	8
64	4	68	1	3	8	8
64	5	53	1	3	8	8
64	6	48	1	3	8	8
64	7	50	2	1	8	3
64	8	48	1	4	8	3
64	9	50	1	1	4	4
64	10	40	1	3	8	8
64	11	50	1	4	8	8
64	12	44	2	3	8	8
64	13	38	1	4	8	25
64	14	52	1	4	8	15
64	15	30	2	3	8	16
64	16	42	1	3	8	7
64	17	27	1	3	8	10
64	18	45	1	4	8	15
64	19	45	1	4	8	10
64	20	40	1	3	8	14
65	1	35	2	3	8	35
65	2	36	1	3	1	36
65	3	50	1	3	8	50
65	4	45	2	4	3	3
65	5	46	1	3	4	6
65	6	50	2	1	6	30
65	7	19	1	3	8	19
65	8	44	2	1	8	25
65	9	27	1	3	8	16
65	10	40	1	4	8	7
65	11	38	1	4	8	5
65	12	52	1	4	8	45
65	13	35	1	4	8	35
65	14	46	1	4	8	15
65	15	30	2	3	8	10
65	16	40	2	3	8	15
65	17	45	1	4	8	10
65	18	40	1	3	8	14
66	1	30	2	4	1	12
66	2	56	1	3	7	8
66	3	30	1	3	1	30
66	4	53	1	3	8	53
66	5	57	1	3	8	57
66	6	28	2	3	8	4
66	7	42	1	4	4	10
66	8	32	2	3	8	4
66	9	52	1	4	8	10
66	10	55	2	4	8	9
66	11	50	2	4	8	40
66	12	62	1	4	8	62
66	13	30	1	4	8	30
66	14	40	1	3	8	40
66	15	32	1	4	8	32
66	16	32	1	3	8	12
66	17	40	2	3	8	8
66	18	47	2	3	8	10
66	19	40	2	4	8	15
66	20	65	2	3	8	10
67	1	70	2	3	1	35
67	2	28	1	4	8	28
67	3	36	1	3	8	36
67	4	30	1	3	8	30
67	5	45	1	3	4	6
67	6	50	1	4	8	10
67	7	36	1	4	4	4
67	8	37	2	3	8	15
67	9	60	2	3	8	8
67	10	40	1	3	8	30
67	11	32	1	4	8	28
67	12	50	2	4	8	40
67	13	51	2	4	8	38
67	14	32	1	3	8	32
67	15	40	2	3	8	9
67	16	47	2	3	8	4
67	17	40	2	4	8	5
67	18	30	2	4	8	9
67	19	41	1	4	8	15
68	1	55	2	3	6	50
68	2	33	2	3	8	50
68	3	55	1	4	8	55
68	4	36	1	1	1	36
68	5	55	1	3	4	4
68	6	44	2	3	8	20
68	7	40	2	3	8	4
68	8	52	1	4	8	25
68	9	32	1	3	8	32
68	10	40	2	3	8	15
68	11	47	2	3	8	26
68	12	40	2	3	8	12
68	13	42	1	4	8	42
68	14	50	1	3	8	35
68	15	65	1	4	8	60
68	16	33	1	4	8	33
68	17	49	1	4	8	49
68	18	31	1	4	8	31
69	1	49	2	3	1	30
69	2	55	1	3	1	55
69	3	54	1	3	4	4
69	4	46	2	4	8	26
69	5	40	2	3	8	4
69	6	73	1	3	7	73
69	7	48	1	4	8	10
69	8	48	1	1	8	48
69	9	33	2	3	8	20
69	10	65	1	4	8	65
69	11	33	1	4	8	33
69	12	42	1	4	8	10
69	13	40	1	3	8	15
69	14	32	1	3	8	3
69	15	40	2	3	8	5
69	16	47	2	3	8	40
69	17	40	2	3	8	30
69	18	47	1	4	8	49
69	19	31	1	4	8	31
70	1	20	1	3	1	26
70	2	34	1	3	1	34
70	3	26	1	3	7	26
70	4	35	2	2	3	15
70	5	40	1	4	4	5
70	6	36	1	3	8	2
70	7	38	2	1	8	1
70	8	28	1	1	8	28
70	9	35	2	4	8	20
70	10	55	2	4	8	40
70	11	50	2	4	8	40
70	12	62	1	4	8	62
70	13	30	1	4	8	30
70	14	40	1	3	8	40
70	15	32	1	4	8	32
70	16	32	1	3	8	15
70	17	40	1	3	8	12
70	18	47	2	3	8	16
70	19	40	2	4	8	14
70	20	65	1	3	8	30
71	1	34	2	2	1	34
71	2	30	1	1	2	30
71	3	27	1	1	8	27
71	4	45	1	1	8	45
71	5	37	1	2	4	7
71	6	35	2	1	6	15
71	7	58	2	4	4	58
71	8	48	2	1	8	15
71	9	65	1	1	8	58
71	10	26	2	3	8	26
71	11	24	1	3	8	24
71	12	25	2	1	3	25
71	13	55	2	2	8	55
71	14	78	1	3	8	50
71	15	30	1	1	8	30
71	16	45	1	3	8	45
72	1	52	1	2	1	52
72	2	45	1	2	1	45
72	3	45	2	2	6	45
72	4	44	2	4	8	44
72	5	40	1	2	8	40
72	6	21	1	2	4	21
72	7	31	2	4	8	11
72	8	30	2	2	3	30
72	9	50	2	4	8	50
72	10	36	1	4	8	36
72	11	58	2	4	8	25
72	12	26	1	2	8	26
72	13	38	1	2	8	38
72	14	58	1	2	8	58
72	15	38	2	4	8	23
72	16	55	1	2	8	25
73	1	40	2	2	1	12
73	2	38	1	1	8	38
73	3	29	1	3	8	29
73	4	35	1	3	1	35
73	5	45	2	4	4	15
73	6	49	2	1	6	34
73	7	35	2	3	3	35
73	8	30	1	3	8	30
73	9	27	1	1	8	27
73	10	60	1	3	8	60
73	11	35	1	4	8	35
73	12	32	1	3	8	32
73	13	50	1	3	8	50
74	1	37	1	2	1	37
74	2	35	2	2	4	35
74	3	25	2	2	3	25
74	4	52	1	2	4	5
74	5	27	2	1	1	10
74	6	60	1	1	8	30
74	7	55	1	1	8	55
74	8	55	1	3	8	55
74	9	50	1	3	8	50
74	10	45	1	3	8	45
74	11	55	2	1	6	55
74	12	27	1	3	8	27
74	13	47	1	3	8	47
74	14	78	1	3	8	50
74	15	30	1	3	8	1
74	16	35	1	3	8	35
75	1	30	2	2	1	30
75	2	40	1	2	4	5
75	3	28	2	2	3	28
75	4	28	1	2	1	28
75	5	28	1	3	8	28
75	6	48	2	3	1	20
75	7	56	2	3	4	56
75	8	50	2	1	6	50
75	9	50	1	1	8	50
75	10	45	1	2	8	45
75	11	50	1	1	8	32
75	12	50	1	1	8	50
75	13	32	1	3	8	32
75	14	45	2	1	8	45
75	15	30	1	2	8	30
75	16	45	1	1	8	35
75	17	45	1	1	8	45
76	1	50	1	3	1	50
76	2	48	1	3	2	48
76	3	65	1	3	7	65
76	4	50	1	4	8	50
76	5	40	2	3	6	20
76	6	38	2	4	8	18
76	7	25	2	4	4	4
76	8	38	2	3	8	18
76	9	55	2	4	8	38
76	10	43	1	4	8	43
76	11	31	1	3	8	31
76	12	26	1	3	8	26
76	13	40	1	3	8	40
76	14	45	1	3	8	45
76	15	55	2	3	8	37
76	16	56	1	3	8	56
76	17	37	1	4	8	37
76	18	26	1	4	8	26
77	1	45	1	3	1	45
77	2	55	2	1	1	40
77	3	50	1	3	8	50
77	4	50	1	3	2	50
77	5	36	2	3	8	20
77	6	35	2	3	8	19
77	7	30	2	3	8	14
77	8	36	2	3	4	1
77	9	31	1	4	8	6
77	10	26	1	3	8	3
77	11	28	1	4	8	28
77	12	30	1	4	8	30
77	13	55	2	3	8	55
77	14	30	2	3	8	30
77	15	28	1	3	8	28
77	16	36	2	4	8	15
77	17	35	1	3	8	18
77	18	23	1	4	8	5
77	19	35	1	1	8	35
77	20	40	1	4	8	40
77	21	43	1	4	8	43
78	1	60	2	1	1	40
78	2	40	1	4	2	40
78	3	45	2	3	8	25
78	4	25	2	3	3	9
78	5	32	1	1	8	32
78	6	29	1	3	8	29
78	7	27	1	3	8	27
78	8	52	1	4	4	4
78	9	32	1	4	8	32
78	10	36	2	4	8	18
78	11	35	1	3	8	35
78	12	55	2	3	8	35
78	13	40	1	4	8	40
78	14	31	2	3	8	15
78	15	28	1	1	8	28
78	16	45	1	3	4	45
78	17	28	1	4	8	28
78	18	30	2	3	8	15
79	1	40	1	3	1	40
79	2	43	1	4	2	43
79	3	36	1	3	8	36
79	4	45	1	1	4	5
79	5	50	1	4	8	40
79	6	40	1	3	7	20
79	7	36	2	1	8	28
79	8	31	1	4	8	31
79	9	29	1	3	8	29
79	10	40	1	4	8	40
79	11	43	1	4	8	43
79	12	30	2	3	8	15
79	13	32	1	1	8	32
79	14	36	2	4	8	18
79	15	45	1	3	8	45
79	16	30	1	4	8	30
79	17	38	1	4	8	38
79	18	36	1	4	8	36
79	19	39	2	1	8	15
80	1	38	1	3	1	38
80	2	30	1	3	2	30
80	3	28	1	1	4	3
80	4	45	2	3	8	25
80	5	38	2	3	8	18
80	6	38	1	4	8	38
80	7	28	2	3	8	13
80	8	30	2	1	8	10
80	9	40	1	1	8	40
80	10	31	1	3	8	31
80	11	26	1	3	8	26
80	12	40	1	4	8	40
80	13	43	1	4	8	43
80	14	36	2	4	8	18
80	15	35	1	3	8	35
80	16	30	2	3	8	10
80	17	28	1	1	8	28
80	18	50	1	3	8	50
80	19	55	1	3	8	55
81	1	45	1	1	1	45
81	2	35	1	4	1	35
81	3	65	1	1	1	65
81	4	30	2	4	4	30
81	5	40	1	4	8	40
81	6	30	1	4	8	30
81	7	25	1	3	8	25
81	8	30	1	3	8	30
81	9	40	1	4	8	40
81	10	45	1	4	8	45
81	11	30	2	1	3	30
81	12	30	2	1	6	30
81	13	25	1	4	4	25
81	14	45	1	4	8	45
82	1	48	1	1	1	48
82	2	52	1	3	1	52
82	3	48	2	3	4	48
82	4	30	2	1	3	30
82	5	50	1	4	8	50
82	6	45	1	4	8	45
82	7	36	1	4	8	36
82	8	40	1	4	8	40
82	9	40	1	3	1	40
82	10	30	1	3	8	30
82	11	25	1	3	8	25
82	12	18	1	3	8	18
82	13	20	1	3	8	20
82	14	65	1	2	8	65
82	15	30	2	3	6	30
83	1	25	1	4	1	25
83	2	30	1	1	1	30
83	3	25	2	3	3	25
83	4	35	1	3	4	7
83	5	50	1	4	8	50
83	6	40	1	3	8	40
83	7	30	2	3	8	7
83	8	25	1	3	8	10
83	9	60	2	4	4	40
83	10	50	1	3	8	50
83	11	40	1	3	8	40
83	12	40	1	3	6	40
83	13	50	1	1	7	50
83	14	35	1	3	8	35
84	1	50	1	4	1	50
84	2	45	1	1	2	45
84	3	30	2	1	4	30
84	4	30	1	3	1	30
84	5	40	1	1	8	40
84	6	45	1	1	8	45
84	7	38	1	1	8	38
84	8	50	1	3	8	50
84	9	40	1	3	8	12
84	10	38	1	1	8	38
84	11	50	1	3	8	50
84	12	60	1	3	8	60
84	13	25	2	1	8	25
84	14	30	2	4	8	30
84	15	30	2	4	8	30
85	1	40	1	3	1	40
85	2	30	1	2	1	30
85	3	29	2	2	1	29
85	4	30	2	2	3	30
85	5	60	2	4	6	60
85	6	40	1	4	8	40
85	7	50	1	4	8	50
85	8	45	1	4	8	45
85	9	50	1	3	8	50
85	10	50	1	4	8	50
85	11	60	1	3	8	60
85	12	40	1	4	8	40
85	13	30	1	4	8	30
85	14	45	2	4	4	45
85	15	60	1	3	8	60
86	1	40	1	3	1	40
86	2	35	2	3	4	35
86	3	24	1	3	8	24
86	4	60	1	3	8	60
86	5	60	2	3	6	60
86	6	48	1	3	8	48
86	7	45	1	1	8	45
86	8	50	1	4	8	50
86	9	40	1	3	8	40
86	10	45	1	3	8	45
86	11	50	1	3	8	50
86	12	40	2	1	3	40
86	13	45	1	1	8	45
86	14	50	1	3	8	50
87	1	45	1	3	1	45
87	2	45	1	4	8	45
87	3	55	1	4	8	55
87	4	48	1	3	8	48
87	5	48	1	4	8	48
87	6	45	1	4	8	45
87	7	35	2	3	6	35
87	8	30	2	3	4	30
87	9	50	1	3	8	50
87	10	50	1	4	8	50
87	11	55	1	4	8	55
87	12	30	1	3	8	30
87	13	30	1	1	8	30
88	1	50	1	3	1	50
88	2	60	1	3	8	60
88	3	50	1	4	8	50
88	4	45	1	3	8	45
88	5	60	1	4	8	60
88	6	45	1	3	8	45
88	7	30	1	3	8	30
88	8	45	1	3	8	45
88	9	50	1	3	8	50
88	10	50	1	1	8	50
88	11	30	1	4	8	30
88	12	40	1	4	8	40
88	13	30	2	1	4	30
88	14	35	2	3	6	35
88	15	48	1	3	2	48
88	16	35	2	1	3	35
89	1	59	1	3	2	35
89	3	46	1	3	8	25
89	4	45	1	3	8	24
89	5	40	2	3	8	25
89	6	47	1	1	8	30
89	10	45	1	3	8	5
89	11	54	2	4	8	8
89	12	45	1	3	8	15
89	13	36	2	3	8	10
89	14	44	1	3	8	15
89	15	42	1	3	8	20
89	16	45	1	4	8	26
89	17	37	1	3	8	20
89	18	41	1	3	8	25
89	19	35	1	3	8	20
89	20	43	2	3	4	9
89	21	38	1	3	4	10
89	22	55	1	4	8	30
89	23	57	1	4	8	35
89	24	47	1	4	8	20
89	25	55	1	3	8	26
90	1	45	1	1	7	30
90	2	41	1	3	7	35
90	3	43	1	3	7	38
90	4	39	1	3	4	32
90	5	35	1	3	5	50
90	6	48	1	3	2	55
90	7	51	1	3	5	56
90	8	39	2	3	6	30
90	10	42	1	4	2	40
90	11	39	1	3	7	34
90	12	58	1	3	5	50
90	13	50	1	3	2	50
90	14	34	2	3	3	3
90	15	32	1	3	3	2
90	16	37	1	3	8	5
90	17	41	2	2	8	12
90	18	39	2	3	4	4
90	19	43	1	1	8	8
90	20	32	1	3	8	5
90	21	38	1	4	8	7
90	22	53	1	4	8	5
90	23	50	1	4	8	9
90	24	38	1	4	8	5
90	25	40	1	4	8	10
90	26	40	1	3	8	9
90	27	39	1	3	8	10
90	28	52	1	3	8	7
91	1	45	1	4	2	45
91	2	57	1	3	1	50
91	3	32	1	4	7	30
91	4	40	1	4	4	40
91	5	44	1	4	4	44
91	6	36	1	4	2	36
91	7	55	1	3	7	55
91	8	50	1	4	2	50
91	9	67	1	4	7	67
91	10	58	1	4	7	58
91	11	23	1	4	3	20
91	12	35	1	4	3	30
91	13	48	1	4	5	48
91	14	56	1	4	5	50
91	15	62	1	4	4	60
92	1	45	1	4	1	45
92	2	55	1	3	1	55
92	3	42	1	1	1	42
92	4	52	1	3	9	5
92	5	32	2	1	3	10
92	6	33	2	3	8	12
92	7	38	2	3	3	38
92	8	38	2	1	3	38
92	9	43	1	4	8	43
92	10	42	1	4	8	15
92	11	40	1	4	8	40
92	12	38	1	3	8	10
92	13	36	1	3	8	12
92	14	42	1	4	8	42
92	15	48	1	4	8	48
92	16	30	1	3	8	30
92	17	32	1	3	8	32
92	18	51	1	3	8	51
92	19	42	1	4	8	42
92	20	33	1	3	8	33
92	21	45	1	4	8	45
92	22	53	1	4	8	53
92	23	44	1	4	8	15
92	24	48	1	3	8	10
92	25	32	1	3	8	32
92	26	48	1	4	8	48
92	27	55	1	4	8	15
92	28	34	2	3	8	10
92	29	50	1	4	8	50
92	30	60	2	3	8	20
92	31	43	2	3	8	18
92	32	50	1	4	8	15
93	1	45	1	2	1	45
93	2	29	2	1	1	20
93	3	42	2	2	4	20
93	4	40	2	2	4	20
93	5	62	1	4	8	40
93	6	51	1	4	8	40
93	7	42	1	4	8	30
93	8	43	1	4	8	25
93	9	28	1	3	8	20
93	10	53	1	3	8	30
93	11	36	2	2	3	15
93	12	35	2	2	3	12
93	13	43	1	4	8	15
93	14	40	1	4	8	20
94	1	38	2	4	1	20
94	2	48	2	4	4	30
94	3	35	2	3	1	17
94	4	40	2	1	3	20
94	5	35	2	3	3	17
94	6	55	1	4	8	55
94	7	44	1	4	8	44
94	8	45	1	4	8	40
94	9	30	1	3	8	30
94	10	50	1	4	8	50
94	11	55	1	4	8	55
94	12	30	1	3	8	30
94	13	42	1	3	8	42
94	14	30	1	3	8	30
94	15	42	1	3	8	42
96	1	55	1	2	1	55
96	2	45	1	3	9	5
96	3	30	2	3	1	10
96	4	35	1	4	8	35
96	5	40	1	4	8	40
96	6	45	1	4	8	45
96	7	35	1	4	8	35
96	8	45	1	3	8	45
96	9	40	1	1	8	40
96	10	40	2	1	3	40
96	11	60	1	3	8	60
96	12	60	1	3	8	60
96	13	30	2	3	4	30
96	14	45	1	3	8	45
97	1	40	2	4	1	40
97	2	45	1	1	1	45
97	3	31	2	1	1	31
97	4	45	1	4	8	45
97	5	48	1	4	8	48
97	6	47	1	1	4	47
97	7	32	2	1	8	32
97	8	75	1	4	7	75
97	9	70	1	4	4	70
97	10	51	1	4	1	51
97	11	26	2	1	8	26
97	12	56	1	3	9	4
97	13	52	1	3	7	52
97	14	40	2	4	6	20
97	15	45	1	4	8	45
97	16	38	1	3	8	38
97	17	55	1	4	8	55
97	18	54	1	4	8	50
97	19	60	1	4	8	40
97	20	49	1	4	8	45
97	21	45	1	3	8	45
97	22	38	1	4	8	38
97	23	46	1	4	8	45
97	24	62	1	4	8	60
97	25	51	1	3	8	50
97	26	36	1	3	8	35
97	27	40	1	3	8	40
97	28	38	1	3	8	38
97	29	46	1	3	8	46
97	30	56	1	3	8	56
97	31	60	2	3	8	40
97	32	43	1	1	8	43
97	33	34	1	1	8	34
98	1	72	1	3	1	72
98	2	63	1	3	1	63
98	3	44	2	3	8	29
98	4	45	2	1	6	30
98	5	50	2	3	6	35
98	6	39	1	4	4	5
98	7	45	1	4	4	8
98	8	35	1	3	8	35
98	9	38	1	1	8	38
98	10	34	1	1	8	34
98	11	35	1	4	8	25
98	12	40	1	4	8	40
98	13	42	1	4	8	42
98	14	32	1	3	8	32
98	15	40	2	3	8	9
98	16	47	2	3	8	5
98	17	40	2	4	8	9
98	18	40	1	3	8	30
