PLACEID	SERVIDR5	AVLOC
93	13	0
93	14	1
93	15	0
93	16	1
93	17	0
93	18	1
93	19	1
93	20	0
93	21	1
93	22	0
93	23	1
93	24	0
93	25	1
93	26	0
94	1	0
94	2	1
94	3	0
94	4	1
94	5	1
94	6	1
94	7	1
94	8	1
94	9	1
94	10	1
94	11	1
94	12	1
94	13	0
94	14	1
94	15	1
94	16	0
94	17	0
94	18	1
94	19	0
94	20	0
94	21	1
94	22	1
94	23	1
94	24	1
94	25	1
94	26	1
96	1	0
96	2	0
96	3	0
96	4	0
96	5	0
96	6	1
96	7	0
96	8	1
96	9	1
96	10	1
96	11	1
96	12	1
96	13	1
96	14	0
96	15	0
96	16	1
96	17	0
96	18	0
96	19	1
96	20	0
96	21	1
96	22	1
96	23	1
96	24	1
96	25	1
96	26	1
97	1	1
97	2	0
97	3	0
97	4	0
97	5	0
97	6	1
97	7	0
97	8	1
97	9	1
97	10	1
97	11	0
97	12	0
97	13	0
97	14	0
97	15	0
97	16	0
97	17	0
97	18	1
97	19	0
97	20	0
97	21	1
97	22	0
97	23	1
97	24	0
97	25	0
97	26	1
98	1	1
98	2	1
98	3	0
98	4	0
98	5	0
98	6	0
98	7	0
98	8	1
98	9	0
98	10	1
98	11	1
98	12	1
98	13	0
98	14	1
98	15	0
98	16	1
98	17	0
98	18	1
98	19	0
98	20	0
98	21	1
98	22	0
98	23	1
98	24	0
98	25	1
98	26	0
99	1	1
99	2	1
99	3	0
99	4	0
99	5	0
99	6	1
99	7	0
99	8	0
99	9	0
99	10	1
99	11	1
99	12	1
99	13	0
99	14	1
99	15	0
99	16	0
99	17	0
99	18	1
99	19	0
99	20	0
99	21	1
99	22	0
99	23	1
99	24	0
99	25	1
99	26	0
101	1	1
101	2	1
101	3	1
101	4	1
101	5	1
101	6	1
101	7	1
101	8	1
101	9	1
101	10	1
101	11	1
101	12	1
101	13	1
101	14	1
101	15	1
101	16	1
101	17	1
101	18	1
101	19	1
101	20	1
101	21	1
101	22	1
101	23	1
101	24	1
101	25	1
101	26	1
102	1	0
102	2	0
102	3	0
102	4	1
102	5	1
102	6	1
102	7	1
102	8	1
102	9	1
102	10	1
102	11	1
102	12	1
102	13	1
102	14	1
102	15	1
102	16	1
102	17	1
102	18	1
102	19	0
102	20	1
102	21	0
102	22	0
102	23	1
102	24	0
102	25	1
102	26	1
