FORMNO	CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	VLCRSLD	CROPCOST
R28YRS	ET081019	3	8	2	2	0	100
R28YRS	ET081019	4	35	4	2	1000	300
R28YRS	ET081019	5	75	1.5	2	0	150
R28YRS	ET081020	1	44	5	2	0	200
R28YRS	ET081020	2	8	1	41	0	120
R28YRS	ET081020	3	31	-77	88	0	0
R28YRS	ET081020	4	21	0	88	0	0
R28YRS	ET081021	1	44	2	2	0	40
R28YRS	ET081021	2	75	.5	2	0	38
R28YRS	ET081021	3	8	1	2	0	44
R28YRS	ET081021	4	35	2	2	250	50
R28YRS	ET081021	5	5	1	5	0	20
R28YRS	ET081022	1	44	5	2	0	140
R28YRS	ET081022	2	75	2	2	0	130
R28YRS	ET081022	3	8	0	88	0	100
R28YRS	ET081023	1	44	3	2	0	120
R28YRS	ET081023	2	8	.5	2	0	30
R28YRS	ET081024	1	44	4	2	0	77
R28YRS	ET081025	1	44	4	2	0	150
R28YRS	ET081025	2	75	8	2	500	430
R28YRS	ET081025	3	8	2	2	0	80
R28YRS	ET081025	4	10	4000	56	2000	120
R28YRS	ET081025	5	50	60	2	11400	500
R28YRS	ET081026	1	44	9	2	0	120
R28YRS	ET081027	1	50	15	5	200	40
R28YRS	ET081027	2	44	12	2	1800	170
R28YRS	ET081027	3	79	2	2	0	20
R28YRS	ET081028	1	44	3.5	2	0	450
R28YRS	ET081028	2	8	15	1	0	425
R28YRS	ET081029	1	44	4	2	0	120
R28YRS	ET081029	2	31	0	88	0	0
R28YRS	ET081030	1	44	1	2	0	100
R28YRS	ET081030	2	8	50	1	0	102
R28YRS	ET081030	3	44	5	2	0	125
R28YRS	ET081030	4	5	1	2	0	50
R28YRS	ET081031	1	44	4	2	0	472
R28YRS	ET081031	2	76	110	1	0	190
R28YRS	ET081031	3	35	25	1	0	110
R28YRS	ET081031	4	79	20	1	0	110
R28YRS	ET081032	1	44	7	2	200	420
R28YRS	ET081032	2	5	3	2	100	200
R28YRS	ET081032	3	8	4	2	300	250
R28YRS	ET081032	4	75	1.5	2	0	120
R28YRS	ET081032	5	79	1.5	2	150	110
R28YRS	ET081032	6	35	4	2	400	260
R28YRS	ET081032	7	23	2	2	300	220
R28YRS	ET081033	1	44	33	2	0	370
R28YRS	ET081033	2	10	25	40	600	300
R28YRS	ET081033	3	50	45	2	3600	2500
R28YRS	ET081034	1	44	4	40	0	20
R28YRS	ET081035	1	44	2	2	0	60
R28YRS	ET081036	1	75	1.5	2	0	284
R28YRS	ET081036	2	44	3	2	0	70
R28YRS	ET081037	1	75	1	2	0	130
R28YRS	ET081037	2	44	4	2	0	80
R28YRS	ET081037	3	50	18	2	1800	1000
R28YRS	ET081037	4	10	1000	56	500	200
R28YRS	ET081038	1	44	1	2	0	100
R28YRS	ET081039	1	44	1.5	2	0	120
R28YRS	ET081040	1	44	6	2	0	450
R28YRS	ET081040	2	75	3	2	0	220
R28YRS	ET081040	3	8	35	1	0	160
R28YRS	ET081041	1	44	3	2	0	440
R28YRS	ET081041	2	76	1.5	1	0	190
R28YRS	ET081041	3	35	1	5	0	140
R28YRS	ET081042	1	44	4	2	0	50
R28YRS	ET081042	2	8	1	2	0	100
R28YRS	ET081042	3	5	.5	2	0	20
R28YRS	ET081042	4	35	.699999988079071	2	85	30
R28YRS	ET081043	1	44	4	2	0	432
R28YRS	ET081043	2	76	2	2	0	360
R28YRS	ET081043	3	35	1.5	2	270	190
R28YRS	ET081043	4	5	2.5	2	0	170
R28YRS	ET081044	1	44	3	2	0	100
R28YRS	ET081045	1	44	6	2	0	100
R28YRS	ET081045	2	76	1	2	0	100
R28YRS	ET081046	1	44	1	2	0	150
R28YRS	ET081046	2	76	1	2	0	150
R28YRS	ET081046	3	44	1.5	2	0	200
R28YRS	ET081046	4	76	.5	2	0	92
R28YRS	ET081047	1	44	1	2	0	100
R28YRS	ET081047	2	44	2	2	0	500
R28YRS	ET081047	3	76	.600000023841858	2	0	150
R28YRS	ET081048	1	44	5	2	0	100
R28YRS	ET081048	2	8	2.5	2	340	270
R28YRS	ET081048	3	5	2	2	0	88
R28YRS	ET081048	4	35	3.5	2	440	230
R28YRS	ET081048	5	31	-77	88	0	0
R28YRS	ET081048	6	21	8	60	0	50
R28YRS	ET081049	1	50	6.5	2	3600	3400
R28YRS	ET081049	2	44	4	2	0	150
R28YRS	ET081049	3	8	2	2	0	120
R28YRS	ET081049	4	50	21	2	4300	2790
R28YRS	ET081050	1	44	100	1	0	250
R28YRS	ET081050	2	76	0	88	0	100
R28YRS	ET091001	1	76	4	2	1600	800
R28YRS	ET091001	2	75	10	2	2000	450
R28YRS	ET091001	3	35	6	2	1800	700
R28YRS	ET091001	4	5	6	2	900	400
R28YRS	ET091001	5	44	4	2	800	300
R28YRS	ET091001	6	50	5	2	300	350
R28YRS	ET091002	1	75	5	2	0	90
R28YRS	ET091002	2	79	1	40	0	80
R28YRS	ET091002	3	5	3	2	0	120
R28YRS	ET091002	4	76	3	2	260	100
R28YRS	ET091002	5	44	1	2	0	30
R28YRS	ET091003	1	75	4	2	200	70
R28YRS	ET091003	2	35	1	2	270	40
R28YRS	ET091004	1	44	3.5	2	0	168
R28YRS	ET091004	2	76	2.5	2	750	538
R28YRS	ET091004	3	75	3	2	0	600
R28YRS	ET091004	4	5	1	2	0	240
R28YRS	ET091004	5	79	1	2	0	150
R28YRS	ET091004	6	35	1	2	110	340
R28YRS	ET091005	1	76	4	2	550	40
R28YRS	ET091005	2	75	5	2	250	300
R28YRS	ET091005	3	5	4	2	520	30
R28YRS	ET091005	4	44	1	2	120	30
R28YRS	ET091005	5	35	4	2	1095	55
R28YRS	ET091006	1	76	3	2	360	360
R28YRS	ET091006	2	75	4	2	250	250
R28YRS	ET091006	3	5	5	2	150	1200
R28YRS	ET091006	4	35	6	2	300	90
R28YRS	ET091006	5	44	5	2	100	80
R28YRS	ET091007	1	5	3	2	0	60
R28YRS	ET091007	2	75	15	2	750	200
R28YRS	ET091007	3	8	3	2	0	50
R28YRS	ET091007	4	35	4	2	2205	160
R28YRS	ET091007	5	44	7	2	0	60
R28YRS	ET091007	6	79	2	2	0	50
R28YRS	ET091008	1	44	8	2	0	150
R28YRS	ET091008	2	76	6	2	1050	300
R28YRS	ET091008	3	75	15	2	900	500
R28YRS	ET091008	4	5	6	2	140	320
R28YRS	ET091009	1	75	22	2	1400	287
R28YRS	ET091009	2	5	12	2	300	165
R28YRS	ET091009	3	44	5	2	50	130
R28YRS	ET091009	4	8	3	2	0	250
R28YRS	ET091010	1	76	5	2	1300	600
R28YRS	ET091010	2	75	30	2	3000	2600
R28YRS	ET091010	3	35	10	2	300	800
R28YRS	ET091011	1	75	3	2	200	300
R28YRS	ET091011	2	5	2	2	0	60
R28YRS	ET091011	3	44	1.5	2	0	30
R28YRS	ET091011	4	35	2	2	500	80
R28YRS	ET091011	5	76	1.5	2	1300	150
R28YRS	ET091012	1	44	5	2	0	81
R28YRS	ET091012	2	76	6	2	1600	500
R28YRS	ET091012	3	75	15	2	600	540
R28YRS	ET091012	4	5	6	2	0	120
R28YRS	ET091012	6	35	4	2	960	110
R28YRS	ET091013	1	75	3.5	2	200	150
R28YRS	ET091013	2	44	2.5	2	0	40
R28YRS	ET091013	3	5	4	2	0	120
R28YRS	ET091014	1	75	13.5	2	805	670
R28YRS	ET091014	2	35	7	2	900	480
R28YRS	ET091014	3	8	5	2	960	95
R28YRS	ET091015	1	35	3.5	2	675	387.5
R28YRS	ET091015	2	44	2	2	-77	380
R28YRS	ET091015	3	71	.5	41	0	28
R28YRS	ET091015	4	75	4	2	0	460
R28YRS	ET091016	1	75	4	2	440	280
R28YRS	ET091016	2	76	1	2	200.5	196
R28YRS	ET091016	3	5	3	2	0	78
R28YRS	ET091016	4	35	4	2	240	160
R28YRS	ET091016	5	44	3	2	80	220
R28YRS	ET091017	1	5	6	2	350	345
R28YRS	ET091017	2	44	2	2	0	98
R28YRS	ET091017	3	76	2	2	300	100
R28YRS	ET091017	4	35	3	2	400	120
R28YRS	ET091017	5	64	1	2	0	76
R28YRS	ET091017	6	75	8	2	350	420
R28YRS	ET091018	1	44	3	2	0	140
R28YRS	ET091018	2	5	14	2	205	350
R28YRS	ET091018	3	76	4	2	0	250
R28YRS	ET091018	4	75	5	2	760	200
R28YRS	ET091018	5	35	4	2	1280	250
R28YRS	ET091018	6	8	3	2	710	150
R28YRS	ET091019	1	75	12	2	730	200
R28YRS	ET091019	2	8	1	2	0	50
R28YRS	ET091019	3	35	3	2	450	70
R28YRS	ET091020	1	76	8	5	400	400
R28YRS	ET091020	2	44	4	5	0	140
R28YRS	ET091020	3	35	3	5	500	200
R28YRS	ET091020	4	79	2	5	0	100
R28YRS	ET091020	5	75	2	5	260	360
R28YRS	ET091021	1	44	2	2	0	70
R28YRS	ET091021	2	7	.5	41	0	10
R28YRS	ET091021	3	75	8	2	400	796
R28YRS	ET091021	4	76	3	2	700	300
R28YRS	ET091021	5	5	5	2	0	250
R28YRS	ET091022	1	75	5	2	0	320
R28YRS	ET091022	2	35	2	2	300	125
R28YRS	ET091022	3	44	50	1	0	65
R28YRS	ET091022	4	5	2	2	0	55
R28YRS	ET091023	1	75	2	2	0	135
R28YRS	ET091023	2	44	1	2	0	16
R28YRS	ET091023	3	64	2	2	280	20
R28YRS	ET091023	4	5	2	2	0	15
R28YRS	ET091024	1	75	5	2	350	260
R28YRS	ET091024	2	5	4	2	210	180
R28YRS	ET091024	3	44	3	2	0	180
R28YRS	ET091024	4	35	3	2	860	650
R28YRS	ET091025	1	44	1.5	2	0	75
R28YRS	ET091025	2	35	4.5	2	550	155
R28YRS	ET091025	3	76	3	2	200	305
R28YRS	ET091025	4	75	2	2	520	250
R28YRS	ET091025	5	75	1.5	2	0	150
R28YRS	ET091025	6	5	2.5	2	0	200
R28YRS	ET091026	1	44	1	2	0	130
R28YRS	ET091026	2	75	12	2	880	795
R28YRS	ET091026	3	76	3	2	180	240
R28YRS	ET091026	4	5	7	2	405	320
R28YRS	ET091026	5	35	9	2	1350	940
R28YRS	ET091026	6	50	8	2	800	632
R28YRS	ET091027	1	44	4	2	0	70
R28YRS	ET091027	2	76	4	2	800	160
R28YRS	ET091027	3	5	6	2	0	90
R28YRS	ET091027	4	35	4	2	1200	100
R28YRS	ET091027	5	8	8	2	360	200
R28YRS	ET091028	1	44	1	2	0	0
R28YRS	ET091028	2	75	4	2	100	50
R28YRS	ET091028	3	76	8	2	700	200
R28YRS	ET091028	4	79	3	2	300	150
R28YRS	ET091028	5	79	3	2	400	40
R28YRS	ET091029	1	44	3	2	0	90
R28YRS	ET091029	2	75	17	2	1680	445
R28YRS	ET091029	3	76	3	2	400	120
R28YRS	ET091029	4	5	8	2	300	150
R28YRS	ET091029	5	35	3	2	120	120
R28YRS	ET091029	6	50	10	2	1000	660
R28YRS	ET091030	1	44	1	2	0	40
R28YRS	ET091030	2	75	20	2	960	1500
R28YRS	ET091030	3	5	6	2	0	430
R28YRS	ET091030	4	58	20	24	0	12
R28YRS	ET091031	1	75	12	2	640	636
R28YRS	ET091031	2	76	3	2	600	504
R28YRS	ET091031	3	35	4	2	1400	432
R28YRS	ET091031	4	50	10	40	900	602
R28YRS	ET091031	5	5	7	2	0	540
R28YRS	ET091031	6	44	5	2	0	184
R28YRS	ET091032	1	44	1	2	0	30
R28YRS	ET091032	2	75	25	2	1150	1800
R28YRS	ET091032	3	8	4	2	0	820
R28YRS	ET091032	4	5	8	2	0	1600
R28YRS	ET091032	5	35	6	2	1575	1900
R28YRS	ET091033	1	75	3	2	0	70
R28YRS	ET091033	2	5	6	2	0	240
R28YRS	ET091033	3	44	3	2	0	40
R28YRS	ET091034	1	44	10	2	0	220
R28YRS	ET091034	2	5	3	2	0	70
R28YRS	ET091034	3	75	9	2	820	70
R28YRS	ET091035	1	44	1.5	2	0	50
R28YRS	ET091035	2	75	4	2	0	210
R28YRS	ET091035	4	76	1	2	0	89
R28YRS	ET091036	1	44	2	2	0	390
R28YRS	ET091036	2	75	5	2	0	510
R28YRS	ET091036	3	5	6	2	200	520
R28YRS	ET091036	4	76	2	2	600	220
R28YRS	ET091036	5	35	3	2	945	465
R28YRS	ET091036	6	79	3	2	500	364
R28YRS	ET091037	1	55	2	2	100	54
R28YRS	ET091037	2	6	1	40	60	30
R28YRS	ET091037	3	12	1	41	40	15
R28YRS	ET091037	4	10	1	40	0	12
R28YRS	ET091037	5	44	12	2	0	500
R28YRS	ET091037	6	75	18	2	1200	530
R28YRS	ET091037	7	5	12	2	800	400
R28YRS	ET091037	8	35	4	2	1000	140
R28YRS	ET091037	9	76	4	2	0	360
R28YRS	ET091037	10	31	-88	88	-99	-88
R28YRS	ET091038	1	55	12	2	224	0
R28YRS	ET091038	2	75	6	2	0	320
R28YRS	ET091038	3	5	13	2	0	60
R28YRS	ET091038	4	8	4	2	0	140
R28YRS	ET091038	5	35	9	2	280	130
R28YRS	ET091039	1	44	3	2	200	230
R28YRS	ET091039	2	75	17	2	1680	965
R28YRS	ET091039	3	76	4	41	0	340
R28YRS	ET091039	4	35	7	2	1250	890
R28YRS	ET091039	5	5	2	2	0	178
R28YRS	ET091041	1	88	-88	88	-88	-88
R28YRS	ET091041	2	75	9	2	200	100
R28YRS	ET091041	3	44	4	2	0	40
R28YRS	ET091041	4	35	5	2	550	150
R28YRS	ET091041	5	8	1	2	0	50
R28YRS	ET091041	6	43	3	5	0	20
R28YRS	ET091041	7	5	2.5	2	0	30
R28YRS	ET091042	1	76	2	2	270	100
R28YRS	ET091042	2	75	6	2	550	255
R28YRS	ET091042	3	44	3	2	0	140
R28YRS	ET091042	4	35	2	2	240	160
R28YRS	ET091043	1	75	15	2	2250	1000
R28YRS	ET091043	2	76	2	2	500	450
R28YRS	ET091043	3	5	3	2	300	200
R28YRS	ET091043	4	50	6	2	600	400
R28YRS	ET091043	5	35	2	2	240	150
R28YRS	ET091044	1	44	1	2	100	25
R28YRS	ET091044	2	75	9.5	2	75	800
R28YRS	ET091044	3	76	3	2	0	300
R28YRS	ET091044	4	5	2	2	0	50
R28YRS	ET091045	1	44	1	2	0	150
R28YRS	ET091045	2	75	7	2	540	300
R28YRS	ET091045	3	35	3	2	450	110
R28YRS	ET091045	4	43	.5	1	100	20
R28YRS	ET091046	1	44	4	2	160	80
R28YRS	ET091046	2	75	15	2	500	250
R28YRS	ET091046	3	5	3	2	0	50
R28YRS	ET091046	4	35	4	2	1260	140
R28YRS	ET091046	5	8	2	2	326	80
R28YRS	ET091046	6	79	3	2	0	50
R28YRS	ET091047	1	75	15	2	-88	305.450012207031
R28YRS	ET091047	2	5	5	2	-88	145
R28YRS	ET091047	3	35	4	2	1040	204
R28YRS	ET091047	4	44	2	2	-88	109
R28YRS	ET091047	5	76	1	2	-88	185
R28YRS	ET091048	1	35	3.5	2	300	175
R28YRS	ET091048	2	75	6	2	190	200
R28YRS	ET091048	3	76	2	2	75	120
R28YRS	ET091049	1	76	4	2	450	240
R28YRS	ET091049	2	75	7	2	890	260
R28YRS	ET091049	3	5	3	2	60	100
R28YRS	ET091049	4	35	2	2	210	200
R28YRS	ET091049	5	44	4	2	150	145
R28YRS	ET091049	6	79	3	2	0	0
R28YRS	ET091050	1	44	2.5	2	0	48
R28YRS	ET091050	2	79	.5	1	0	48
R28YRS	ET091050	3	75	4	2	130	18
R28YRS	ET091050	4	8	1	2	0	60
R28YRS	ET091050	5	35	2	2	280	80
R28YRS	ET091050	6	5	5	2	180	75
R28YRS	ET101008	1	31	-77	88	0	130
R28YRS	ET101010	1	21	30	10	0	400
R28YRS	ET101020	1	75	3	2	650	300
R28YRS	ET101020	2	31	2	95	120	100
R28YRS	ET101020	3	125	1	2	0	150
R28YRS	ET101024	1	8	2	2	0	80
R28YRS	ET101024	2	63	1	2	0	30
R28YRS	ET101024	3	31	1	95	0	100
R28YRS	ET101029	1	10	-77	88	0	5
R28YRS	ET101034	1	8	2	2	0	210
R28YRS	ET101034	2	125	2	2	0	150
R28YRS	ET101034	3	31	1	95	0	290
R28YRS	ET101037	1	21	3	3	0	0
R28YRS	ET101046	6	31	1.5	95	0	180
R28YRS	ET111001	1	44	35	1	0	15
R28YRS	ET111001	2	15	8	2	1500	300
R28YRS	ET111001	3	19	5	2	1200	200
R28YRS	ET111001	4	8	7	2	1600	350
R28YRS	ET111003	1	76	12	2	2640	530
R28YRS	ET111003	2	8	7.5	2	0	100
R28YRS	ET111003	3	31	-77	88	0	0
R28YRS	ET111004	1	76	12	2	3680	400
R28YRS	ET111004	2	8	6	2	1290	200
R28YRS	ET111004	3	35	2.5	2	350	275
R28YRS	ET111004	4	44	3	2	450	100
R28YRS	ET111004	5	31	-77	88	-88	0
R28YRS	ET111005	1	8	4	2	0	200
R28YRS	ET111005	2	76	8	2	1400	300
R28YRS	ET111005	3	75	4	2	500	150
R28YRS	ET111005	4	19	2.5	2	450	60
R28YRS	ET111007	1	21	0	88	0	0
R28YRS	ET111007	2	44	1.5	2	0	15
R28YRS	ET111007	3	75	4	2	300	240
R28YRS	ET111007	4	76	7.5	2	2250	476
R28YRS	ET111007	5	8	4.5	2	0	380
R28YRS	ET111007	6	31	-77	88	0	0
R28YRS	ET111008	1	76	2	2	350	165
R28YRS	ET111008	2	8	4	2	0	960
R28YRS	ET111008	3	75	6	2	600	940
R28YRS	ET111008	4	19	10	2	1800	1500
R28YRS	ET111009	1	76	10	2	1550	1306
R28YRS	ET111009	2	75	8	2	0	153
R28YRS	ET111009	3	19	3	2	300	-77
R28YRS	ET111009	4	21	0	88	0	0
R28YRS	ET111010	1	76	4	2	900	280
R28YRS	ET111010	2	8	4	2	800	280
R28YRS	ET111010	3	75	5	2	270	180
R28YRS	ET111010	4	15	6	5	200	90
R28YRS	ET111010	5	124	5	2	480	124
R28YRS	ET111010	6	31	3	95	0	0
R28YRS	ET111011	1	75	8	2	900	150
R28YRS	ET111011	2	76	10	2	1900	600
R28YRS	ET111011	3	15	4	2	400	70
R28YRS	ET111011	4	5	2	2	300	100
R28YRS	ET111011	5	44	3	49	150	100
R28YRS	ET111011	6	8	6	2	1250	150
R28YRS	ET111011	7	31	-77	88	0	0
R28YRS	ET111012	1	75	4	2	600	350
R28YRS	ET111012	2	76	6	2	1840	600
R28YRS	ET111012	3	8	8	2	0	300
R28YRS	ET111012	4	75	10	2	3680	580
R28YRS	ET111013	1	8	3	2	720	240
R28YRS	ET111013	2	76	12.5	2	1500	680
R28YRS	ET111013	3	75	3	2	400	220
R28YRS	ET111013	4	19	2	2	250	100
R28YRS	ET111013	5	31	5	3	0	55
R28YRS	ET111013	6	21	0	88	0	0
R28YRS	ET111015	1	8	10	2	2640	1200
R28YRS	ET111015	2	5	6	2	900	180
R28YRS	ET111015	3	15	3	2	300	200
R28YRS	ET111015	4	75	4	2	700	300
R28YRS	ET111015	5	31	0	88	0	0
R28YRS	ET111016	1	8	8	2	1340	650
R28YRS	ET111016	2	76	5	2	950	270
R28YRS	ET111016	3	75	4	2	540	200
R28YRS	ET111016	4	44	3	2	0	100
R28YRS	ET111016	5	125	2	2	0	160
R28YRS	ET111016	6	31	-77	88	0	0
R28YRS	ET111018	1	8	11	2	2150	350
R28YRS	ET111018	2	15	5	2	900	100
R28YRS	ET111018	3	75	6	2	0	250
R28YRS	ET111018	4	76	6	2	2820	150
R28YRS	ET111018	5	31	-77	88	0	0
R28YRS	ET111018	6	21	-77	88	240	0
R28YRS	ET111019	1	76	6	2	1150	315
R28YRS	ET111019	2	8	9	2	1050	330
R28YRS	ET111019	3	75	4	2	600	260
R28YRS	ET111019	4	5	4	2	750	98
R28YRS	ET111019	5	125	4	2	670	100
R28YRS	ET111019	6	15	3	2	500	69
R28YRS	ET111019	7	21	-77	88	400	35
R28YRS	ET111020	1	75	5	2	600	200
R28YRS	ET111020	2	44	1	2	0	50
R28YRS	ET111020	3	19	1	2	300	45
R28YRS	ET111020	4	15	2	2	700	190
R28YRS	ET111020	5	76	10	2	2400	900
R28YRS	ET111020	6	8	5	2	0	600
R28YRS	ET111020	7	31	-77	88	0	0
R28YRS	ET111021	1	76	12	2	600	1490
R28YRS	ET111021	2	75	4	2	50	200
R28YRS	ET111021	3	125	3.5	2	400	0
R28YRS	ET111021	4	31	-77	88	0	0
R28YRS	ET111023	1	21	0	88	0	0
R28YRS	ET111023	2	44	2	2	0	0
R28YRS	ET111023	3	76	22.5	2	2000	1500
R28YRS	ET111023	4	8	4.5	2	0	700
R28YRS	ET111023	5	75	3.5	2	0	700
R28YRS	ET111023	6	27	12	41	400	120
R28YRS	ET111024	1	8	5	2	1200	500
R28YRS	ET111024	2	76	5	2	2200	400
R28YRS	ET111024	3	15	2	2	300	200
R28YRS	ET111024	4	31	0	88	-88	-88
R28YRS	ET111025	1	76	11	2	3680	710
R28YRS	ET111025	2	44	18	2	3000	300
R28YRS	ET111025	3	125	15	2	3500	900
R28YRS	ET111025	4	21	0	88	0	0
R28YRS	ET111028	1	31	-77	88	0	0
R28YRS	ET111029	1	76	9	2	1900	45.4500007629395
R28YRS	ET111029	2	8	6	2	960	330.299987792969
R28YRS	ET111029	3	75	4	2	80	165.149993896484
R28YRS	ET111029	4	15	4	2	600	0
R28YRS	ET111029	5	44	1	2	0	78.9000015258789
R28YRS	ET111029	6	125	1	2	0	0
R28YRS	ET111029	7	31	-77	88	0	0
R28YRS	ET111030	1	75	4	2	0	100
R28YRS	ET111030	2	76	12	2	0	300
R28YRS	ET111030	3	8	4	2	0	200
R28YRS	ET111030	4	35	2	2	300	100
R28YRS	ET111030	5	44	2	2	300	50
R28YRS	ET111031	1	76	15	2	3200	360
R28YRS	ET111031	2	75	8	2	660	360
R28YRS	ET111031	3	19	3	2	500	0
R28YRS	ET111031	4	8	7	2	0	287
R28YRS	ET111031	5	44	2	2	0	0
R28YRS	ET111031	6	15	3	2	365	0
R28YRS	ET111031	7	125	5.5	2	350	0
R28YRS	ET111031	8	27	-77	88	450	0
R28YRS	ET111031	9	21	0	88	0	0
R28YRS	ET111032	1	8	12	2	1800	775
R28YRS	ET111032	2	75	6	2	1000	360
R28YRS	ET111032	3	76	6	2	1440	220
R28YRS	ET111032	4	15	7	2	1200	85
R28YRS	ET111032	5	5	4	2	340	96
R28YRS	ET111032	6	21	-77	88	1200	85
R28YRS	ET111034	1	76	36	2	10580	1600
R28YRS	ET111034	2	8	6	2	860	300
R28YRS	ET111034	3	35	6	2	390	300
R28YRS	ET111034	4	15	7	2	1390	410
R28YRS	ET111034	5	75	14	2	2200	700
R28YRS	ET111036	1	44	2	2	0	0
R28YRS	ET111036	2	8	6	40	0	300
R28YRS	ET111036	3	76	12	40	1200	500
R28YRS	ET111036	4	75	6	40	600	400
R28YRS	ET111036	5	19	2	40	150	200
R28YRS	ET111037	1	76	40	2	14400	3716
R28YRS	ET111037	2	75	13	2	960	600
R28YRS	ET111037	3	8	1.5	2	0	100
R28YRS	ET111037	4	15	5	2	1300	80
R28YRS	ET111037	5	19	3	2	960	0
R28YRS	ET111037	6	63	100	7	0	0
R28YRS	ET111037	7	21	0	88	0	0
R28YRS	ET111037	8	44	1	2	0	0
R28YRS	ET111038	1	76	12	2	3600	900
R28YRS	ET111038	2	8	4	2	0	300
R28YRS	ET111038	3	75	6	2	480	400
R28YRS	ET111038	4	15	5	2	320	150
R28YRS	ET111038	5	31	-77	88	0	0
R28YRS	ET111040	1	5	1.5	2	0	100
R28YRS	ET111040	2	125	1	2	0	170
R28YRS	ET111040	3	76	16	2	3680	2300
R28YRS	ET111040	4	8	4	2	0	200
R28YRS	ET111040	5	75	6.5	2	400	100
R28YRS	ET111040	6	35	2	2	0	0
R28YRS	ET111042	1	8	6	2	1350	600
R28YRS	ET111042	2	76	2	2	800	250
R28YRS	ET111042	3	75	4	2	0	250
R28YRS	ET111042	4	125	3	2	200	100
R28YRS	ET111042	5	31	-77	88	0	0
R28YRS	ET111043	1	76	15	2	3150	405
R28YRS	ET111043	2	8	12	2	630	310
R28YRS	ET111043	3	75	3	2	220	225
R28YRS	ET111043	4	125	4	2	375	200
R28YRS	ET111043	5	19	5	2	600	300
R28YRS	ET111043	6	44	2	2	0	60
R28YRS	ET111043	7	21	0	88	0	35
R28YRS	ET111045	1	8	6	2	420	250
R28YRS	ET111045	2	75	4	2	315	175
R28YRS	ET111046	1	76	4	2	900	250
R28YRS	ET111046	2	75	6	2	320	200
R28YRS	ET111047	1	8	6	2	0	400
R28YRS	ET111047	2	76	2	2	500	320
R28YRS	ET111048	1	76	4	2	1920	330
R28YRS	ET111048	2	8	6	2	0	300
R28YRS	ET111048	3	75	14	2	2000	300
R28YRS	ET111048	4	125	2.5	2	200	100
R28YRS	ET111048	5	31	-77	88	0	0
R28YRS	ET121001	1	44	80	1	0	15
R28YRS	ET121002	1	41	20	60	400	100
R28YRS	ET121002	2	76	3	2	0	90
R28YRS	ET121002	3	44	2	2	0	27
R28YRS	ET121002	4	79	2	2	0	0
R28YRS	ET121002	5	75	1	2	0	0
R28YRS	ET121002	6	14	60	47	1800	150
R28YRS	ET121003	1	44	1.5	2	0	7
R28YRS	ET121003	2	79	1.5	2	0	1.5
R28YRS	ET121003	3	14	12	47	85	0
R28YRS	ET121003	4	41	12	60	0	15
R28YRS	ET121004	1	76	3.5	2	700	150
R28YRS	ET121004	2	14	10	47	250	120
R28YRS	ET121004	3	44	2	2	0	100
R28YRS	ET121004	4	41	40	60	0	100
R28YRS	ET121004	5	10	70	10	0	0
R28YRS	ET121005	1	14	25	47	500	50
R28YRS	ET121005	2	41	8	60	0	20
R28YRS	ET121007	1	8	2	2	800	100
R28YRS	ET121007	2	79	1	2	0	2
R28YRS	ET121007	3	14	20	47	200	50
R28YRS	ET121007	4	41	49	49	0	0
R28YRS	ET121007	5	44	2	2	0	10
R28YRS	ET121007	6	64	.25	2	0	10
R28YRS	ET121009	1	41	15	60	0	30
R28YRS	ET121009	2	14	8	47	500	50
R28YRS	ET121009	3	44	2	2	0	20
R28YRS	ET121010	1	14	10	47	200	30
R28YRS	ET121010	2	41	15	60	0	20
R28YRS	ET121010	3	44	5	2	0	40
R28YRS	ET121010	4	79	3	2	0	30
R28YRS	ET121011	1	14	20	47	200	50
R28YRS	ET121011	2	17	0	88	0	0
R28YRS	ET121011	3	79	2	2	400	50
R28YRS	ET121011	4	41	10	60	0	30
R28YRS	ET121011	5	76	8	2	2400	200
R28YRS	ET121011	6	44	8	2	1600	200
R28YRS	ET121012	1	44	1	2	0	10
R28YRS	ET121012	2	10	5	55	0	5
R28YRS	ET121012	3	14	10	60	0	50
R28YRS	ET121013	1	14	20	47	600	100
R28YRS	ET121013	2	41	20	60	0	50
R28YRS	ET121013	3	19	1	2	400	50
R28YRS	ET121013	4	76	3	2	1200	250
R28YRS	ET121013	5	44	3	2	0	150
R28YRS	ET121013	6	35	30	24	0	0
R28YRS	ET121014	1	14	5	10	600	50
R28YRS	ET121014	2	17	50	1	150	0
R28YRS	ET121015	1	44	2	2	0	70
R28YRS	ET121015	2	41	8	60	0	0
R28YRS	ET121015	3	14	15	47	300	60
R28YRS	ET121015	4	35	20	24	0	5
R28YRS	ET121015	5	10	100	10	0	0
R28YRS	ET121017	1	14	26	47	2000	500
R28YRS	ET121017	2	41	8	60	100	30
R28YRS	ET121017	3	44	5	2	0	40
R28YRS	ET121017	4	76	2	2	880	50
R28YRS	ET121017	5	79	.5	2	0	0
R28YRS	ET121017	6	75	1	2	0	35
R28YRS	ET121018	1	14	24	47	500	100
R28YRS	ET121018	2	41	10	60	0	0
R28YRS	ET121018	3	44	3	2	0	120
R28YRS	ET121018	4	76	2	2	800	200
R28YRS	ET121020	1	14	30	47	600	70
R28YRS	ET121020	2	41	20	60	0	20
R28YRS	ET121020	3	44	5	2	100	30
