FORMNO	CHILDID	SUPPRGID	SUPKIND	SUPWHO	SUPSTRT	SUPEND	SUPFREQ	SUPRID	SUPEXP	SUPIMP1	SUPIMP2
R28YRS	ET081033	1	5	24	1996	1996	4	80	5	2	77
R28YRS	ET081034	1	4	15	1998	1999	6	1	4	2	77
R28YRS	ET081035	1	3	77	1998	1999	6	80	4	4	77
R28YRS	ET081036	1	3	77	1998	99	4	80	4	4	2
R28YRS	ET081036	2	14	77	1995	1996	6	80	4	2	1
R28YRS	ET081037	1	3	77	1998	99	6	80	4	2	1
R28YRS	ET081039	1	14	77	1993	1995	6	80	4	1	2
R28YRS	ET081039	2	3	77	1998	99	6	80	5	7	77
R28YRS	ET081040	1	3	77	1998	99	6	80	4	2	77
R28YRS	ET081041	1	3	15	1998	1999	6	80	5	4	7
R28YRS	ET081041	2	5	24	1998	1998	4	80	2	9	77
R28YRS	ET081042	1	3	77	1998	99	6	80	4	2	77
R28YRS	ET081043	1	3	24	1998	99	5	80	4	4	2
R28YRS	ET081044	1	3	77	1998	1999	6	80	4	2	77
R28YRS	ET081045	1	3	77	1998	99	5	80	5	2	77
R28YRS	ET081045	2	5	77	1998	1998	1	80	4	4	77
R28YRS	ET081046	1	3	77	1998	99	6	80	4	2	77
R28YRS	ET081047	1	3	77	1998	1999	6	80	4	2	77
R28YRS	ET081048	1	4	15	1998	99	6	80	5	5	2
R28YRS	ET081048	2	5	13	1998	1998	4	1	4	3	77
R28YRS	ET081049	1	3	77	1998	99	6	80	5	2	77
R28YRS	ET081050	1	3	77	1998	99	6	80	4	2	77
R28YRS	ET091002	1	14	8	1995	1999	6	80	4	1	77
R28YRS	ET091003	1	14	8	1995	99	6	80	4	1	77
R28YRS	ET091004	1	12	8	1997	1998	6	80	3	3	5
R28YRS	ET091004	2	4	8	1995	1996	6	80	4	1	2
R28YRS	ET091004	3	4	8	1998	1998	6	80	3	1	2
R28YRS	ET091005	1	14	8	1995	1999	6	80	4	1	77
R28YRS	ET091006	1	7	6	1995	1996	6	80	3	3	5
R28YRS	ET091006	2	4	8	1995	1996	4	80	3	2	1
R28YRS	ET091006	3	1	5	1995	99	4	80	3	2	77
R28YRS	ET091008	1	14	15	1995	99	6	80	3	2	77
R28YRS	ET091008	2	4	8	1995	99	4	80	3	2	77
R28YRS	ET091008	3	8	6	1996	1998	4	80	3	5	3
R28YRS	ET091009	1	14	8	1995	1996	1	80	2	7	8
R28YRS	ET091011	1	14	8	1997	1999	6	80	1	1	77
R28YRS	ET091012	1	1	5	1995	99	4	80	3	2	77
R28YRS	ET091012	2	4	8	1995	1997	4	80	3	2	1
R28YRS	ET091012	3	7	6	1995	1996	6	80	3	3	5
R28YRS	ET091013	1	14	8	1995	1996	6	80	4	2	5
R28YRS	ET091013	2	12	8	1998	1998	6	8	4	5	77
R28YRS	ET091014	1	4	8	1998	1999	6	80	4	2	1
R28YRS	ET091015	1	4	77	1998	99	5	80	4	2	77
R28YRS	ET091015	2	4	77	1995	1996	6	80	3	2	3
R28YRS	ET091016	1	14	8	1995	1997	4	80	3	2	77
R28YRS	ET091016	2	7	6	1995	99	6	80	5	3	5
R28YRS	ET091016	3	5	5	1995	99	4	80	3	2	77
R28YRS	ET091017	1	1	5	1995	1996	4	80	3	2	77
R28YRS	ET091017	2	4	8	1995	1996	4	80	3	2	1
R28YRS	ET091017	3	7	6	1994	99	6	80	3	3	5
R28YRS	ET091018	1	14	8	1995	1996	6	80	5	1	2
R28YRS	ET091019	1	14	8	1995	1999	6	80	5	1	77
R28YRS	ET091020	1	12	8	1997	1998	6	80	3	3	5
R28YRS	ET091020	2	4	8	1995	1996	6	80	4	1	2
R28YRS	ET091021	1	3	8	1997	99	6	1	4	2	77
R28YRS	ET091021	2	1	8	1997	99	1	1	4	4	77
R28YRS	ET091021	3	4	77	1995	1996	6	80	4	2	7
R28YRS	ET091022	1	14	8	1995	1996	6	80	4	2	5
R28YRS	ET091023	1	14	8	1995	99	6	80	5	1	77
R28YRS	ET091024	1	4	77	1995	1996	6	80	3	1	2
R28YRS	ET091024	2	4	8	1997	1998	6	80	3	1	2
R28YRS	ET091025	1	14	8	1995	1995	4	80	5	1	2
R28YRS	ET091026	1	14	8	1995	1996	6	80	5	1	2
R28YRS	ET091026	2	12	8	1998	99	6	80	4	5	3
R28YRS	ET091027	1	14	8	1998	1999	6	80	4	1	77
R28YRS	ET091028	1	5	5	1995	1996	4	80	3	2	77
R28YRS	ET091028	2	7	6	1995	99	6	80	5	5	3
R28YRS	ET091028	3	14	10	1995	99	4	80	3	2	77
R28YRS	ET091029	1	14	8	1998	1999	6	80	4	1	77
R28YRS	ET091030	1	12	8	1998	1999	6	80	3	3	5
R28YRS	ET091030	2	4	8	1995	1996	6	80	4	2	1
R28YRS	ET091031	1	14	8	1995	1996	6	80	5	1	2
R28YRS	ET091031	2	12	8	1998	1999	6	80	3	5	3
R28YRS	ET091032	1	9	6	1999	99	79	80	4	5	77
R28YRS	ET091032	2	1	5	1994	99	5	80	4	4	77
R28YRS	ET091032	3	5	15	1994	99	5	80	4	3	77
R28YRS	ET091033	1	14	8	1995	1996	6	80	4	2	3
R28YRS	ET091033	2	12	8	1998	1998	6	80	4	5	3
R28YRS	ET091034	1	14	8	1995	1996	6	80	4	1	77
R28YRS	ET091036	1	14	8	1995	1996	6	80	5	1	2
R28YRS	ET091036	2	12	8	1996	1996	6	80	3	5	3
R28YRS	ET091038	1	14	8	1995	1996	4	80	4	2	5
R28YRS	ET091039	1	14	8	1995	1996	6	80	5	2	1
R28YRS	ET091039	2	12	8	1998	1999	6	80	4	3	5
R28YRS	ET091040	1	1	6	1994	99	5	80	5	5	3
R28YRS	ET091040	2	8	6	1995	99	6	80	5	5	3
R28YRS	ET091040	3	14	8	1995	1996	6	80	5	2	77
R28YRS	ET091040	4	12	8	1998	1998	6	80	4	5	77
R28YRS	ET091041	1	14	8	1994	99	6	80	4	1	77
R28YRS	ET091042	1	4	8	1995	1997	4	80	3	2	77
R28YRS	ET091042	2	5	5	1995	1996	4	80	3	2	77
R28YRS	ET091042	3	7	6	1994	99	6	80	5	3	5
R28YRS	ET091042	4	8	6	1996	1998	6	80	3	5	3
R28YRS	ET091044	1	14	8	1995	1995	6	80	4	2	77
R28YRS	ET091045	1	14	8	1995	99	6	80	5	1	77
R28YRS	ET091048	1	14	8	1995	1999	6	80	4	1	77
R28YRS	ET091049	1	4	8	1995	1998	4	80	3	2	77
R28YRS	ET091049	2	5	5	1995	99	4	80	3	2	77
R28YRS	ET091049	3	7	6	1995	99	6	80	5	3	5
R28YRS	ET091050	1	14	8	1997	1999	6	80	4	1	77
R28YRS	ET101001	1	12	15	1993	99	6	5	5	2	4
R28YRS	ET101001	2	5	13	1998	99	4	80	4	2	1
R28YRS	ET101002	1	7	6	1993	99	6	2	4	5	77
R28YRS	ET101002	2	5	13	1993	99	6	1	77	9	77
R28YRS	ET101002	3	8	6	1993	99	5	2	3	5	3
R28YRS	ET101003	1	12	15	1997	99	6	3	4	4	2
R28YRS	ET101004	1	14	5	1998	1999	4	1	5	2	77
R28YRS	ET101004	2	8	6	1993	1999	5	1	5	3	77
R28YRS	ET101005	1	8	6	1997	1999	5	2	4	1	77
R28YRS	ET101005	2	5	13	1998	1999	5	2	5	2	77
R28YRS	ET101006	1	12	15	1994	99	5	3	4	2	77
R28YRS	ET101008	1	7	6	1997	99	6	3	4	5	77
R28YRS	ET101008	2	12	15	1993	99	6	0	4	4	2
R28YRS	ET101009	1	14	15	1998	99	6	0	4	2	4
R28YRS	ET101010	1	5	15	1995	99	4	80	5	9	77
R28YRS	ET101010	2	7	15	1997	99	3	80	5	5	77
R28YRS	ET101011	1	13	5	1995	1999	5	2	5	4	77
R28YRS	ET101011	2	8	6	1998	1999	3	2	4	3	77
R28YRS	ET101011	3	5	5	1998	99	5	2	4	2	77
R28YRS	ET101012	1	5	15	1998	99	4	80	4	2	9
R28YRS	ET101012	2	7	6	1997	99	3	80	4	5	3
R28YRS	ET101012	3	8	6	1998	99	3	2	4	5	3
R28YRS	ET101015	1	5	13	1998	1999	5	2	4	2	77
R28YRS	ET101017	1	12	15	1996	99	6	0	3	4	6
R28YRS	ET101017	2	5	13	1998	99	4	80	3	2	77
R28YRS	ET101018	1	5	1	1996	1997	4	80	4	2	1
R28YRS	ET101019	1	8	6	1995	99	3	2	5	3	77
R28YRS	ET101019	2	5	13	1998	1999	5	2	5	2	4
R28YRS	ET101020	1	14	15	1994	99	5	0	4	4	5
R28YRS	ET101021	1	7	6	1993	99	6	80	4	3	5
R28YRS	ET101021	2	5	5	1998	99	4	80	3	1	2
R28YRS	ET101022	1	12	15	1993	99	4	4	5	2	4
R28YRS	ET101022	2	5	13	1993	99	4	1	1	1	2
R28YRS	ET101022	3	7	6	1995	99	2	1	1	5	77
R28YRS	ET101022	4	8	6	1995	99	6	2	2	5	77
R28YRS	ET101023	1	14	15	1996	99	6	4	4	2	1
R28YRS	ET101023	2	12	15	1996	99	6	4	4	4	77
R28YRS	ET101024	1	8	6	1994	99	6	2	4	3	5
R28YRS	ET101024	2	11	6	1994	99	6	2	2	3	5
R28YRS	ET101024	3	7	6	1996	99	6	1	3	3	5
R28YRS	ET101027	1	7	6	1993	99	6	80	4	3	5
R28YRS	ET101027	2	8	6	1993	99	4	2	4	5	3
R28YRS	ET101027	3	14	15	1993	99	5	14	4	2	4
R28YRS	ET101028	1	8	6	1995	99	6	3	3	3	5
R28YRS	ET101028	2	7	6	1997	99	6	3	2	3	5
R28YRS	ET101028	3	5	13	1997	99	4	1	3	2	4
R28YRS	ET101029	1	14	15	1999	99	6	80	4	2	77
R28YRS	ET101030	1	13	14	1996	99	77	2	4	5	77
R28YRS	ET101031	1	5	13	1999	99	4	80	5	9	77
R28YRS	ET101034	1	7	6	1993	99	6	80	1	3	77
R28YRS	ET101034	2	8	6	1995	99	6	2	1	3	5
R28YRS	ET101034	3	5	13	1997	99	6	2	1	1	2
R28YRS	ET101036	1	12	15	1993	99	4	0	1	2	4
R28YRS	ET101036	2	8	6	1995	99	6	1	2	3	5
R28YRS	ET101036	3	7	6	1997	99	6	1	1	3	5
R28YRS	ET101037	1	12	15	1993	99	6	2	1	1	4
R28YRS	ET101038	1	14	15	1993	99	4	80	5	4	1
R28YRS	ET101038	2	8	6	1998	1999	6	2	5	3	6
R28YRS	ET101040	1	12	15	1993	99	4	4	4	2	4
R28YRS	ET101040	2	7	6	1997	99	6	3	1	5	3
R28YRS	ET101040	3	8	15	1993	99	6	3	1	3	77
R28YRS	ET101041	1	7	6	1994	99	6	1	99	5	3
R28YRS	ET101041	2	8	6	1994	99	6	1	99	5	3
R28YRS	ET101042	1	12	15	1993	99	4	6	5	2	4
R28YRS	ET101042	2	7	5	1993	99	4	1	4	3	5
R28YRS	ET101042	3	8	6	1994	99	6	2	5	3	5
R28YRS	ET101042	4	5	5	1993	99	4	80	4	9	77
R28YRS	ET101043	1	14	15	1993	99	6	80	4	2	77
R28YRS	ET101043	2	13	6	1995	99	5	1	4	5	77
R28YRS	ET101044	1	14	15	1993	99	6	0	4	2	4
R28YRS	ET101044	2	13	14	1993	99	5	80	4	4	77
R28YRS	ET101044	3	8	6	1993	99	6	2	4	3	5
R28YRS	ET101044	4	7	6	1993	99	6	2	4	3	5
R28YRS	ET101045	1	14	15	1993	99	5	3	4	2	4
R28YRS	ET101049	1	8	30	1997	99	6	2	5	3	77
R28YRS	ET101050	1	12	15	1994	99	6	15	4	1	4
R28YRS	ET101050	2	7	6	1996	99	6	1	4	3	5
R28YRS	ET101050	3	8	6	1996	99	6	1	4	3	5
R28YRS	ET111001	1	7	6	1994	99	6	80	4	3	5
R28YRS	ET111001	2	8	6	1994	99	6	2	4	3	77
R28YRS	ET111001	3	5	13	1997	99	4	1	4	2	77
R28YRS	ET111002	1	8	6	1993	99	5	1	4	8	77
R28YRS	ET111002	2	5	13	1999	99	4	1	4	2	77
R28YRS	ET111003	1	5	1	1998	99	4	80	4	2	77
R28YRS	ET111004	1	9	6	1997	99	5	2	5	8	77
R28YRS	ET111004	2	5	1	1998	99	4	1	4	3	77
R28YRS	ET111005	1	7	6	1994	99	6	80	4	3	5
R28YRS	ET111005	2	8	6	1994	99	6	2	4	2	8
R28YRS	ET111005	3	5	13	1996	99	4	1	2	2	77
R28YRS	ET111006	1	5	13	1996	99	3	4	4	2	1
R28YRS	ET111007	1	7	6	1997	99	5	1	4	4	77
R28YRS	ET111007	2	5	5	1998	99	4	1	4	2	77
R28YRS	ET111008	1	8	6	1996	99	5	2	4	8	77
R28YRS	ET111008	2	5	5	1998	99	4	1	77	2	77
R28YRS	ET111009	1	1	5	1993	99	6	1	4	1	2
R28YRS	ET111009	2	8	6	1995	99	6	80	4	4	3
R28YRS	ET111009	3	9	6	1995	99	6	2	2	5	77
R28YRS	ET111009	4	7	6	1995	99	6	80	4	4	77
R28YRS	ET111009	5	5	13	1993	1994	6	1	2	2	77
R28YRS	ET111010	1	7	6	1994	99	5	2	3	3	5
R28YRS	ET111010	2	8	6	1994	99	5	2	3	3	5
R28YRS	ET111010	3	5	1	1998	99	4	80	3	1	2
R28YRS	ET111011	1	7	6	1996	99	6	2	4	3	5
R28YRS	ET111011	2	8	6	1996	99	6	2	4	3	5
R28YRS	ET111011	3	5	1	1994	99	4	1	3	2	1
R28YRS	ET111012	1	8	6	1997	99	5	2	5	8	77
R28YRS	ET111012	2	5	13	1998	99	4	1	4	2	77
R28YRS	ET111013	1	5	13	1998	99	4	1	4	2	77
R28YRS	ET111015	1	8	6	1993	99	5	2	5	8	77
R28YRS	ET111015	2	7	6	1993	99	5	2	5	5	77
R28YRS	ET111015	3	5	5	1998	99	4	1	5	2	1
R28YRS	ET111015	4	5	13	1998	99	4	1	4	1	2
R28YRS	ET111016	1	5	1	1994	99	4	4	1	1	2
R28YRS	ET111016	2	7	6	1993	99	6	6	2	3	5
R28YRS	ET111016	3	8	6	1993	99	6	6	2	3	5
R28YRS	ET111017	1	8	6	1998	99	5	2	5	8	77
R28YRS	ET111018	1	7	6	1994	99	6	1	4	5	3
R28YRS	ET111018	2	8	6	1994	99	6	1	4	3	5
R28YRS	ET111018	3	5	1	1998	99	4	1	5	1	2
R28YRS	ET111020	1	8	6	1998	99	5	2	4	8	77
R28YRS	ET111020	2	9	6	1999	99	5	1	5	5	77
R28YRS	ET111020	3	5	1	1998	99	4	0	4	2	77
R28YRS	ET111021	1	5	1	1998	99	4	1	1	2	77
R28YRS	ET111022	1	8	6	1993	99	4	2	4	4	3
R28YRS	ET111022	2	7	6	1995	99	5	80	5	5	3
R28YRS	ET111023	1	5	13	1997	99	3	1	4	1	5
R28YRS	ET111024	1	8	6	1996	99	6	1	4	3	5
R28YRS	ET111024	2	7	6	1996	99	6	1	4	3	5
R28YRS	ET111025	1	8	6	1997	99	5	2	4	3	77
R28YRS	ET111025	2	5	13	1994	99	4	80	5	2	77
R28YRS	ET111027	1	7	6	1995	99	4	9	4	3	5
R28YRS	ET111027	2	6	6	1995	99	4	9	4	3	5
R28YRS	ET111028	1	7	6	1998	99	6	2	3	3	5
R28YRS	ET111028	2	8	6	1998	99	6	2	3	3	5
R28YRS	ET111028	3	5	1	1999	99	4	1	3	2	77
R28YRS	ET111029	1	5	13	1996	99	3	1	4	2	77
R28YRS	ET111030	1	8	6	1995	99	5	2	5	8	77
R28YRS	ET111030	2	5	1	1998	99	4	1	5	2	77
R28YRS	ET111031	1	1	5	1993	99	6	1	5	2	1
R28YRS	ET111031	2	5	13	1995	99	4	1	4	2	77
R28YRS	ET111031	3	7	6	1993	99	6	80	4	5	77
R28YRS	ET111031	4	2	6	1998	99	6	80	4	5	77
R28YRS	ET111031	5	9	6	1996	99	6	80	4	5	77
R28YRS	ET111033	1	8	6	1995	99	5	2	5	8	77
R28YRS	ET111034	1	8	6	1996	99	5	2	4	8	77
R28YRS	ET111035	1	7	6	1993	99	6	80	4	3	5
R28YRS	ET111035	2	8	6	1993	99	6	80	4	5	5
R28YRS	ET111036	1	1	5	1994	99	6	3	4	1	77
R28YRS	ET111036	2	13	6	1996	99	5	1	4	5	77
R28YRS	ET111036	3	5	5	1998	99	5	3	4	2	77
R28YRS	ET111037	1	5	1	1998	99	4	1	4	2	1
R28YRS	ET111038	1	7	6	1995	99	6	2	4	3	5
R28YRS	ET111038	2	8	6	1995	99	6	2	4	3	5
R28YRS	ET111038	3	5	5	1998	99	4	80	5	1	2
R28YRS	ET111040	1	8	6	1994	99	5	2	5	8	77
R28YRS	ET111040	2	5	13	1998	99	4	2	4	2	77
R28YRS	ET111041	1	7	6	1998	99	6	7	3	3	5
R28YRS	ET111041	2	8	6	1998	99	6	17	3	3	5
R28YRS	ET111042	1	5	1	1998	99	4	1	4	1	2
R28YRS	ET111042	2	7	6	1994	99	6	2	5	3	5
R28YRS	ET111042	3	8	6	1994	99	6	2	5	3	5
R28YRS	ET111046	1	7	6	1995	99	6	1	4	3	5
R28YRS	ET111046	2	8	6	1995	99	6	1	4	3	5
R28YRS	ET111046	3	5	5	1998	99	4	1	5	1	2
R28YRS	ET111047	1	5	13	1993	1995	4	1	2	2	77
R28YRS	ET111048	1	7	6	1993	99	5	5	4	3	5
R28YRS	ET111048	2	8	6	1993	99	5	5	4	3	5
R28YRS	ET111048	3	5	13	1998	99	4	1	4	1	2
R28YRS	ET121001	1	14	15	1997	99	4	2	5	2	3
R28YRS	ET121003	1	14	15	1998	1998	5	15	3	5	2
R28YRS	ET121005	1	14	15	1998	99	5	15	3	1	77
R28YRS	ET121009	1	14	15	1998	1999	4	17	5	2	77
R28YRS	ET121009	2	1	5	1994	99	4	80	4	2	77
R28YRS	ET121009	3	9	6	1995	99	4	80	4	2	77
R28YRS	ET121012	1	14	15	1996	1996	4	80	3	3	77
R28YRS	ET121014	1	14	15	1999	1999	3	2	4	3	77
R28YRS	ET121025	1	14	15	1999	99	5	17	3	1	77
R28YRS	ET121026	1	14	15	1999	1999	4	17	4	2	77
R28YRS	ET121030	1	14	15	1998	1999	3	15	4	1	2
R28YRS	ET121047	1	14	15	1998	1998	5	2	4	1	2
R28YRS	ET121054	1	14	15	1998	99	5	80	4	1	5
R28YRS	ET131001	1	14	23	1994	1994	7	80	1	2	77
R28YRS	ET131001	2	14	15	1996	1996	7	80	2	2	1
R28YRS	ET131003	1	14	77	1995	1995	4	80	2	1	2
R28YRS	ET131005	1	6	21	1998	99	6	2	2	5	4
R28YRS	ET131005	2	5	13	1993	99	4	1	4	4	7
R28YRS	ET131006	1	9	6	1997	99	6	80	4	5	77
R28YRS	ET131006	2	8	6	1997	99	5	80	4	3	5
R28YRS	ET131006	3	7	6	1997	99	6	80	4	3	5
R28YRS	ET131006	4	11	6	1997	99	6	80	4	3	77
R28YRS	ET131006	5	4	77	1996	1997	4	80	4	2	1
R28YRS	ET131007	1	7	6	1996	99	77	80	4	5	77
R28YRS	ET131007	2	8	6	1993	99	77	80	4	5	77
R28YRS	ET131007	3	9	6	1993	99	77	80	3	3	77
R28YRS	ET131007	4	11	11	1993	99	77	80	3	5	77
R28YRS	ET131007	5	5	13	1993	99	5	80	4	2	1
R28YRS	ET131009	1	7	6	1993	99	6	80	4	3	77
R28YRS	ET131009	2	8	6	1993	99	6	80	3	5	3
R28YRS	ET131009	3	9	6	1993	99	6	80	4	5	77
R28YRS	ET131009	4	11	6	1993	99	6	80	4	5	77
R28YRS	ET131012	1	7	6	1993	99	77	80	4	3	77
R28YRS	ET131012	2	8	6	1993	99	77	80	4	3	5
R28YRS	ET131014	1	5	13	1996	99	5	80	4	9	77
R28YRS	ET131014	2	7	6	1994	99	77	80	4	5	77
R28YRS	ET131014	3	8	6	1994	99	77	80	4	5	77
R28YRS	ET131014	4	9	6	1993	99	77	80	3	3	5
R28YRS	ET131014	5	11	6	1993	99	77	80	3	5	3
R28YRS	ET131016	1	4	5	1993	1994	5	80	2	1	2
R28YRS	ET131020	1	14	5	1995	1995	4	80	2	8	7
R28YRS	ET131020	2	7	6	1995	99	5	80	5	5	3
R28YRS	ET131020	3	5	13	1998	99	4	80	5	7	8
R28YRS	ET131022	1	8	6	1996	99	6	80	3	3	77
R28YRS	ET131025	1	7	6	1993	99	6	80	4	3	77
R28YRS	ET131025	2	8	6	1993	99	5	80	3	3	5
R28YRS	ET131025	3	11	6	1993	99	6	80	4	5	77
R28YRS	ET131026	1	4	15	1998	99	4	80	2	7	8
R28YRS	ET131026	2	7	6	1998	99	6	80	5	5	3
R28YRS	ET131027	1	7	6	1993	99	6	80	4	5	77
R28YRS	ET131027	2	8	6	1993	99	6	80	4	3	77
R28YRS	ET131027	3	9	6	1993	99	6	80	4	1	2
R28YRS	ET131027	4	11	6	1993	99	6	80	3	5	77
R28YRS	ET131027	5	13	6	1993	99	5	80	4	3	5
R28YRS	ET131028	1	14	15	1997	99	5	16	2	2	77
R28YRS	ET131028	2	14	15	1998	99	4	16	2	2	77
R28YRS	ET131029	1	6	8	1993	1997	5	0	5	5	4
R28YRS	ET131032	1	7	6	1993	99	5	80	4	3	77
R28YRS	ET131032	2	8	6	1993	99	6	80	4	5	3
R28YRS	ET131032	3	11	6	1993	99	6	80	4	5	77
R28YRS	ET131034	1	5	13	1996	99	4	80	2	9	77
R28YRS	ET131034	2	7	6	1993	99	6	80	3	3	5
R28YRS	ET131034	3	8	6	1993	99	6	80	3	3	5
R28YRS	ET131034	4	11	6	1993	99	6	80	3	3	5
R28YRS	ET131035	1	3	2	1998	99	6	1	3	4	8
R28YRS	ET131035	2	4	22	1997	1997	4	1	2	3	2
R28YRS	ET131035	3	14	22	1997	1997	4	1	2	2	3
R28YRS	ET131037	1	5	13	1996	99	4	1	4	4	5
R28YRS	ET131038	1	14	6	1998	1998	4	2	2	1	5
R28YRS	ET131038	2	7	6	1999	99	4	80	5	5	3
R28YRS	ET131039	1	7	6	1993	99	6	80	4	2	5
R28YRS	ET131039	2	8	6	1993	99	6	80	4	2	5
R28YRS	ET131039	3	9	6	1993	99	6	80	4	2	5
R28YRS	ET131040	1	8	6	1996	99	6	80	4	3	77
R28YRS	ET131040	2	13	12	1997	1998	4	1	4	9	77
R28YRS	ET131041	1	5	13	1993	99	4	1	4	2	5
R28YRS	ET131042	1	7	6	1995	99	6	80	5	5	3
R28YRS	ET131044	1	7	6	1993	99	6	80	5	5	3
R28YRS	ET131047	1	5	13	1993	99	4	80	2	2	77
R28YRS	ET131047	2	7	6	1993	99	6	80	3	3	77
R28YRS	ET131047	3	8	6	1995	99	6	80	3	5	3
R28YRS	ET131047	4	11	6	1995	99	6	80	4	3	77
R28YRS	ET131048	1	5	13	1993	99	4	80	2	2	77
R28YRS	ET131048	2	7	6	1996	99	6	80	3	3	77
R28YRS	ET131048	3	8	6	1996	99	6	80	3	5	77
R28YRS	ET131048	4	9	6	1996	99	6	80	3	5	77
R28YRS	ET131049	1	5	13	1995	99	4	80	3	2	77
R28YRS	ET131049	2	8	6	1994	99	6	80	3	3	77
R28YRS	ET131049	3	7	6	1994	99	6	80	3	3	77
R28YRS	ET131049	4	11	6	1994	99	6	80	3	3	5
R28YRS	ET141001	1	14	8	1998	99	6	2	3	1	2
R28YRS	ET141006	1	5	15	1993	99	4	80	5	2	8
R28YRS	ET141010	1	14	8	1998	99	4	0	3	4	77
R28YRS	ET141013	1	14	15	1999	99	4	4	3	1	3
R28YRS	ET141020	1	14	15	1999	99	5	0	4	2	77
R28YRS	ET141021	1	14	15	1999	1999	4	0	4	2	77
R28YRS	ET141022	1	14	8	1999	1999	4	0	4	2	77
R28YRS	ET141031	1	14	15	1999	99	6	0	2	1	5
R28YRS	ET141031	2	9	15	1999	99	6	0	4	5	77
R28YRS	ET141034	1	14	15	1999	99	6	4	4	4	2
R28YRS	ET151004	1	3	5	1997	99	6	80	3	2	77
R28YRS	ET151004	2	14	5	1996	1997	6	80	4	2	77
R28YRS	ET151008	1	14	5	1997	1998	4	80	4	2	77
R28YRS	ET151010	1	9	6	1998	-77	4	80	4	5	77
R28YRS	ET151010	2	14	5	1993	1995	4	80	4	2	77
R28YRS	ET151012	1	3	5	1998	-77	4	80	2	2	77
R28YRS	ET151012	2	14	5	1995	1996	4	80	4	2	77
R28YRS	ET151012	3	9	6	1998	1999	4	80	4	5	77
R28YRS	ET151015	1	14	6	1997	-77	4	80	3	1	77
R28YRS	ET151016	1	14	15	1997	1997	5	80	1	1	77
R28YRS	ET151018	1	14	15	1997	-77	5	80	1	2	77
R28YRS	ET151019	1	3	5	1997	99	6	80	2	2	77
R28YRS	ET151021	1	9	6	1998	99	5	80	4	5	77
R28YRS	ET151023	1	14	5	1996	1997	77	80	2	1	77
R28YRS	ET151023	2	3	5	1998	1998	77	80	2	2	4
R28YRS	ET151024	1	14	15	1997	1998	4	80	1	2	77
R28YRS	ET151024	2	9	6	1998	99	4	80	4	2	77
R28YRS	ET151026	1	14	15	1997	1998	4	80	2	2	77
R28YRS	ET151028	1	14	5	1998	-77	4	80	4	2	77
R28YRS	ET151033	1	9	6	1999	-77	4	80	1	5	77
R28YRS	ET151034	1	14	5	1997	1998	5	80	2	2	77
R28YRS	ET151041	1	1	5	1993	99	4	80	3	1	2
R28YRS	ET151041	2	2	15	1994	99	5	0	4	3	77
R28YRS	ET151041	3	9	6	1993	99	5	80	4	3	5
R28YRS	ET151041	4	7	6	1993	99	5	80	4	5	3
R28YRS	ET151041	5	15	15	1994	99	3	80	4	7	8
R28YRS	ET151042	1	14	5	1995	-77	4	80	4	2	77
R28YRS	ET151042	2	9	6	1999	-77	4	80	4	5	77
R28YRS	ET151044	1	3	5	1996	99	6	80	4	2	1
R28YRS	ET151044	2	14	22	1996	1996	6	80	2	2	77
R28YRS	ET151045	1	14	5	1995	-77	4	80	2	2	77
R28YRS	ET151049	1	14	5	1998	99	4	80	3	2	77
R28YRS	ET151054	1	3	5	1995	99	6	80	3	2	77
R28YRS	ET151054	2	14	22	1995	1996	6	80	4	2	77
R28YRS	ET151057	1	3	5	1995	99	6	80	4	2	77
R28YRS	ET151057	2	14	22	1995	1996	6	80	3	2	77
R28YRS	ET151064	1	3	5	1997	99	6	80	4	2	77
R28YRS	ET151066	1	3	5	1997	99	6	80	4	2	77
R28YRS	ET151066	2	14	15	1997	1997	4	80	1	2	77
R28YRS	ET151067	1	14	6	1998	-77	4	80	2	1	77
R28YRS	ET151067	2	3	5	1997	99	6	80	2	3	77
R28YRS	ET151068	1	14	6	1998	-77	4	80	2	2	77
R28YRS	ET151068	2	3	5	1997	99	6	80	2	1	77
R28YRS	ET161001	1	3	15	1998	1998	4	80	4	8	7
R28YRS	ET161002	1	7	6	1995	99	4	80	5	5	3
R28YRS	ET161002	2	1	5	1997	99	6	2	4	1	2
R28YRS	ET161002	3	8	6	1997	99	6	2	5	3	5
R28YRS	ET161003	1	5	77	-77	99	77	80	4	2	1
R28YRS	ET161004	1	1	5	1994	99	77	80	3	7	77
R28YRS	ET161004	2	7	6	1994	99	77	80	3	3	77
R28YRS	ET161004	3	8	6	1993	99	77	80	4	3	77
R28YRS	ET161005	1	1	5	1994	99	77	80	4	2	77
R28YRS	ET161005	2	8	6	1995	99	77	80	4	3	77
R28YRS	ET161005	3	15	5	1993	99	77	80	4	1	77
R28YRS	ET161005	4	5	1	1993	99	77	80	4	2	77
R28YRS	ET161005	5	7	6	1994	99	77	80	4	5	77
R28YRS	ET161006	1	7	6	1994	99	77	80	4	3	77
R28YRS	ET161006	2	1	5	1994	1997	77	80	3	2	77
R28YRS	ET161006	3	5	1	1996	1997	77	80	4	2	77
R28YRS	ET161007	1	1	5	1994	99	77	80	4	2	77
R28YRS	ET161007	2	5	5	1995	99	77	80	5	2	77
R28YRS	ET161007	3	9	6	1994	99	77	80	4	5	77
