CHILDCODE	PLOTIDR4	PLTUSER4	SZPLTR4	LUPLTR4	PLTDSCR4	PLTTRNR4	PLTCLLR4	PLTCRTR4	SEENCTR4	PLTINCR4	PLTVINR4	PLTSPTR4	CRPRN1R4	CRPRN2R4	CRPDR1R4	CRPDR2R4	PLTIRRR4	PLTPRIR4
180025	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180025	2	7	150	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180025	3	5	.5	4	4	0	0	0	 	 	 	 	5	88	88	88	0	 
180025	4	5	.5	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
180025	5	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
180025	6	5	.5	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180025	7	5	.25	4	4	0	0	0	 	 	 	 	8	88	88	88	0	 
180026	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180026	2	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180026	3	5	1	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180026	4	5	1	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
180026	5	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180027	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180027	2	7	50	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180027	3	6	45	17	1	1	1	0	 	1	400	0	 	 	 	 	 	 
180027	4	5	1	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180027	5	5	1	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180027	6	5	.5	4	1	1	1	1	Y	 	 	 	125	88	88	88	0	 
180027	7	5	.5	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180028	1	1	150	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180028	2	7	200	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180028	3	5	1.5	4	1	1	1	1	N	 	 	 	130	88	55	88	1	4
180028	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180028	5	5	1	4	4	0	0	0	 	 	 	 	64	88	88	88	0	 
180028	6	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
180028	7	5	1	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180028	8	6	.25	4	1	1	1	0	 	1	300	0	 	 	 	 	 	 
180029	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180029	2	7	500	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180029	3	5	1	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180029	4	10	1	4	1	1	1	1	Y	1	1600	250	 	 	 	 	 	 
180029	5	10	.5	4	1	1	1	1	Y	1	800	200	 	 	 	 	 	 
180029	6	5	.5	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180029	7	5	.5	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180031	1	1	300	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
180031	2	7	100	17	1	0	0	0	 	 	 	0	 	 	 	 	 	 
180031	3	6	54	17	1	1	1	1	N	1	500	0	 	 	 	 	 	 
180031	4	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180031	5	5	.5	4	1	1	1	1	N	 	 	 	75	8	88	88	0	 
180031	6	5	.5	4	1	1	1	1	N	 	 	 	125	88	123	88	0	 
180032	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180032	2	7	200	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180032	3	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180032	4	5	.25	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
180032	5	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180032	6	5	.5	4	1	1	1	1	N	 	 	 	64	88	88	88	0	 
180032	7	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180032	8	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180033	1	4	150	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
180033	2	5	1.5	4	1	1	1	1	Y	 	 	 	123	42	88	88	0	 
180033	3	5	1.5	4	4	0	0	0	 	 	 	 	123	44	88	88	0	 
180034	1	1	20	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
180034	2	5	.25	4	1	0	0	0	 	 	 	 	75	88	88	88	0	 
180034	3	7	1	4	1	0	0	0	 	 	 	0	 	 	 	 	 	 
180035	1	1	300	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180035	2	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180035	3	5	.25	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180035	4	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180035	5	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180035	6	5	.25	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180035	7	11	.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180035	8	6	100	17	1	1	1	0	 	1	1000	0	 	 	 	 	 	 
180036	1	1	400	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180036	2	5	3	4	1	1	1	1	N	 	 	 	75	130	88	88	0	 
180036	3	7	250	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180037	1	1	168	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180037	2	7	30	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180037	3	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180037	4	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180037	5	6	150	17	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180038	1	1	160	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
180038	2	7	20	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
180039	1	1	160	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180039	2	7	.5	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180039	3	5	2	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180039	4	5	2	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180039	5	5	.25	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180039	6	6	1	4	1	1	1	0	 	1	3000	210	 	 	 	 	 	 
180040	1	4	400	17	1	0	0	0	 	 	 	 	 	 	 	 	 	 
180040	2	5	1	4	1	1	1	0	 	 	 	 	88	88	123	88	0	 
180040	3	5	4	4	1	1	1	1	N	 	 	 	75	125	88	88	0	 
180040	4	7	1	4	1	0	0	0	 	 	 	0	 	 	 	 	 	 
180041	1	4	250	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180041	2	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180041	3	5	.5	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180041	4	5	2.5	4	1	1	1	1	Y	 	 	 	130	123	75	88	0	 
180042	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180042	2	7	30	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180042	3	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180042	4	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180042	5	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180042	6	6	3	3	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180043	1	1	120	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180043	2	7	.25	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180043	3	5	.5	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180043	4	5	.25	4	1	1	1	1	Y	 	 	 	125	88	88	88	0	 
180043	5	5	.25	4	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
180043	6	6	.25	4	1	1	1	0	 	1	800	0	 	 	 	 	 	 
180044	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180044	2	7	.5	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180044	3	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180044	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180044	5	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180044	6	5	.5	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
180044	7	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180044	8	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180044	9	6	.5	4	1	1	1	0	 	1	1500	0	 	 	 	 	 	 
180045	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180045	2	7	100	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180045	3	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180045	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180045	5	5	.25	4	1	1	1	1	N	 	 	 	125	72	88	88	1	4
180045	6	5	.5	4	1	1	1	1	N	 	 	 	5	88	5	88	0	 
180045	7	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180045	8	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180045	9	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180045	10	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
180045	11	5	.5	4	4	0	0	0	 	 	 	 	5	88	88	88	0	 
180046	1	1	250	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180046	2	6	100	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180046	3	7	150	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180046	4	5	1.75	4	1	1	1	1	N	 	 	 	130	75	88	88	0	 
180046	5	5	.25	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180047	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180047	2	7	50	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180047	3	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180047	4	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180047	5	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180047	6	10	.25	4	1	1	1	1	N	1	2000	0	 	 	 	 	 	 
180048	1	1	20	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
180048	2	7	230	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
180049	1	1	80	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180049	2	7	100	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180049	3	10	1.5	4	1	1	1	1	N	1	2200	0	 	 	 	 	 	 
180049	4	11	.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180049	5	6	.119999997317791	4	1	1	1	0	 	1	300	0	 	 	 	 	 	 
180050	1	1	400	17	1	0	1	0	 	 	 	 	 	 	 	 	 	 
180050	2	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180050	3	5	1	4	1	1	1	1	N	 	 	 	75	5	88	88	0	 
180050	4	5	.5	4	1	1	1	1	N	 	 	 	125	44	88	88	0	 
180050	5	5	.25	4	4	0	0	0	 	 	 	 	130	75	88	88	0	 
180050	6	7	1	4	1	0	1	0	 	 	 	0	 	 	 	 	 	 
180051	1	1	114	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180051	2	7	.5	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180051	3	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180051	4	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180051	5	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180051	6	5	1	4	4	0	0	0	 	 	 	 	5	88	88	88	0	 
180051	7	6	100	17	1	1	1	1	N	1	1800	300	 	 	 	 	 	 
180051	8	5	1	4	4	0	0	0	 	 	 	 	88	88	72	55	1	4
180052	1	1	350	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180052	2	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180052	3	6	1	4	1	1	1	1	N	1	300	0	 	 	 	 	 	 
180052	4	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180052	5	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180052	6	5	.25	4	1	1	1	1	N	 	 	 	64	88	88	88	0	 
180052	7	5	.5	4	1	1	1	1	N	 	 	 	125	44	88	88	0	 
180052	8	5	.5	4	1	1	1	1	N	 	 	 	88	88	123	88	0	 
180053	1	4	168	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180053	2	7	600	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180053	3	5	.5	4	1	1	1	1	N	 	 	 	75	88	72	88	1	4
180053	4	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180053	5	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180053	6	5	.25	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180053	7	5	.25	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180053	8	5	1	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180053	9	5	.25	4	1	1	1	1	N	 	 	 	44	88	88	88	0	 
180053	10	6	100	17	1	1	1	0	 	1	400	0	 	 	 	 	 	 
180054	1	1	30	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180054	2	7	370	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180055	1	1	60	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180055	2	7	.5	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180055	3	5	1.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180055	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180055	5	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180055	6	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180055	7	5	.5	4	1	1	1	1	N	 	 	 	76	88	88	88	0	 
180056	1	1	286	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180056	2	7	30	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180056	3	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180056	4	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180056	5	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180056	6	5	.25	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180056	7	5	.25	4	1	1	1	1	N	 	 	 	88	88	5	88	1	4
180056	8	6	100	17	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180057	1	1	300	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180057	2	7	150	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180057	3	5	1	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
180057	4	5	1	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180057	5	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
180057	6	5	1	4	4	0	0	0	 	 	 	 	44	125	88	88	0	 
180058	1	1	.5	4	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180058	2	7	.25	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180058	3	5	1.5	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180058	4	5	.5	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180058	5	5	1.5	4	1	1	1	1	Y	 	 	 	5	125	88	88	0	 
180059	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180059	2	7	20	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180059	3	5	1	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
180059	4	5	.25	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
180059	5	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180059	6	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180059	7	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180059	8	5	1	4	4	0	0	0	 	 	 	 	44	88	88	88	0	 
180059	9	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180059	10	6	100	17	1	1	1	0	 	1	700	0	 	 	 	 	 	 
180060	1	1	400	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180060	2	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180060	3	10	2	4	1	1	1	1	N	1	1600	720	 	 	 	 	 	 
180060	4	11	2.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180061	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180061	2	5	1	4	1	1	1	1	N	 	 	 	75	125	88	88	0	 
180061	3	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180062	1	1	.5	4	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180062	2	7	.25	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180062	3	6	3	4	1	1	1	0	 	1	600	0	 	 	 	 	 	 
180062	4	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180062	5	5	1.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180062	6	10	.5	4	1	1	1	1	N	1	900	0	 	 	 	 	 	 
180062	7	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180062	8	10	1	4	1	1	1	1	N	1	1000	1100	 	 	 	 	 	 
180063	1	1	221	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180063	2	7	48	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180063	3	6	350	17	1	1	1	0	 	0	 	200	 	 	 	 	 	 
180063	4	5	1	4	4	0	0	0	 	 	 	 	75	130	88	88	0	 
180063	5	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
180063	6	5	.0500000007450581	4	4	0	0	0	 	 	 	 	130	44	123	88	0	 
180063	7	5	.25	4	4	0	0	0	 	 	 	 	88	88	72	88	1	1
180064	1	1	140	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180064	2	7	50	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180064	3	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180064	4	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180064	5	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180064	6	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180064	7	5	1	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180064	8	6	200	17	1	1	1	0	 	1	400	0	 	 	 	 	 	 
180064	9	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180065	1	1	350	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180065	2	7	50	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180065	3	6	2	4	1	1	1	0	 	1	800	0	 	 	 	 	 	 
180065	4	5	1	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180065	5	5	.5	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180066	1	1	250	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180066	2	5	3	4	1	1	1	0	 	 	 	 	130	75	88	88	0	 
180066	3	7	200	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180067	1	1	400	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180067	2	5	.5	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180067	3	5	1	4	1	1	1	1	N	 	 	 	123	125	88	88	0	 
180067	4	5	1	4	1	1	1	1	N	 	 	 	75	130	88	88	0	 
180067	5	7	1	4	1	1	1	1	N	 	 	0	 	 	 	 	 	 
180068	1	1	128	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180068	2	7	2500	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180068	3	5	2	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180068	4	5	1	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180068	5	5	1	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180068	6	5	.5	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
180068	7	5	.5	4	4	0	0	0	 	 	 	 	125	88	88	88	0	 
180068	8	6	1	4	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180069	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180069	2	5	1.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180069	3	5	1.25	4	4	0	0	77	 	 	 	 	130	88	88	88	0	 
180069	4	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180070	1	1	80	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
180070	2	12	170	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180070	3	5	.5	4	1	1	1	0	 	 	 	 	75	88	88	88	0	 
180070	4	5	.25	4	1	1	1	0	 	 	 	 	123	88	88	88	0	 
180071	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180071	2	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180071	3	5	1	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180071	4	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180071	5	5	1	4	1	1	1	1	N	 	 	 	75	88	55	88	1	3
180071	6	5	.25	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180071	7	11	.25	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180071	8	6	1.5	4	1	1	1	0	 	1	2500	140	 	 	 	 	 	 
180072	1	1	200	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180072	2	7	.25	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180072	3	5	.25	4	1	1	1	1	Y	 	 	 	5	88	88	88	0	 
180072	4	5	.25	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180072	5	5	.25	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180072	6	5	.25	4	1	1	1	1	Y	 	 	 	123	88	88	88	0	 
180072	7	5	1	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180072	8	6	1	4	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180073	1	1	225	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180073	2	7	25	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180073	3	6	.5	4	1	1	1	0	 	1	800	0	 	 	 	 	 	 
180073	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180073	5	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180073	6	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180074	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180074	2	7	150	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180074	3	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180074	4	5	1	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180075	1	1	125	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180075	2	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180075	3	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180075	4	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180075	5	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180075	6	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180075	7	5	.5	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180075	8	11	.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180075	9	6	1	4	1	1	1	0	 	1	1600	0	 	 	 	 	 	 
180076	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180076	2	16	40	17	1	1	1	0	 	 	 	0	88	88	88	88	0	 
180076	3	11	.5	4	1	1	1	0	 	0	 	0	 	 	 	 	 	 
180076	4	5	1	4	4	0	0	0	 	 	 	 	75	88	88	88	0	 
180076	5	5	1	4	4	0	0	0	 	 	 	 	5	88	88	88	0	 
180076	6	5	.5	4	4	0	0	0	 	 	 	 	123	88	88	88	0	 
180077	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180077	2	5	2	4	1	1	1	1	N	 	 	 	130	75	88	88	0	 
180077	3	7	200	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180079	1	1	25	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
180079	2	5	1	4	4	0	0	0	 	 	 	 	130	88	88	88	0	 
180079	3	5	1	4	4	0	0	0	 	 	 	 	44	88	88	88	0	 
180080	1	1	225	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180080	2	7	750	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180080	3	5	.5	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180080	4	5	.5	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180080	5	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
180080	6	5	.25	4	1	1	1	1	N	 	 	 	125	88	88	88	0	 
180080	7	5	.25	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180080	8	5	.25	4	1	1	1	1	N	 	 	 	72	88	88	88	1	4
180080	9	6	180	17	1	1	1	0	 	1	600	0	 	 	 	 	 	 
180081	1	1	198	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180081	2	7	20	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180081	3	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180081	4	5	.25	4	1	1	1	1	N	 	 	 	20	88	88	88	0	 
180081	5	5	.25	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180081	6	5	.5	4	1	1	1	1	N	 	 	 	123	88	88	88	0	 
180081	7	6	100	17	1	1	1	0	 	1	300	0	 	 	 	 	 	 
180082	1	1	120	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180082	2	7	.25	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180082	3	10	1	4	1	1	1	1	N	1	2800	415	 	 	 	 	 	 
180082	4	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180082	5	6	2	4	1	1	1	0	 	1	500	0	 	 	 	 	 	 
180082	6	11	1.5	4	1	1	1	1	N	0	 	0	 	 	 	 	 	 
180083	1	1	400	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180083	2	5	4	4	1	1	1	1	Y	 	 	 	5	75	88	88	0	 
180083	3	7	1	4	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180084	1	1	120	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180084	2	7	42	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180084	3	5	.5	4	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
180084	4	5	.5	4	1	1	1	1	Y	 	 	 	130	88	88	88	0	 
180084	5	11	.5	4	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
180085	1	1	120	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
180085	2	7	50	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
180085	3	5	1	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180085	4	5	1	4	1	1	1	1	N	 	 	 	130	88	88	88	0	 
180085	5	5	.25	4	1	1	1	1	N	 	 	 	75	88	88	88	0	 
180085	6	5	.5	4	1	1	1	1	N	 	 	 	5	88	88	88	0	 
