CHILDCODE	PLOTIDR4	PLTUSER4	SZPLTR4	LUPLTR4	PLTDSCR4	PLTTRNR4	PLTCLLR4	PLTCRTR4	SEENCTR4	PLTINCR4	PLTVINR4	PLTSPTR4	CRPRN1R4	CRPRN2R4	CRPDR1R4	CRPDR2R4	PLTIRRR4	PLTPRIR4
80023	2	7	300	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80023	3	5	875	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80023	4	5	1.75	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80023	5	5	1	5	2	0	0	77	 	 	 	 	44	88	88	88	0	 
80023	6	5	2	5	4	0	0	77	 	 	 	 	35	88	88	88	0	 
80023	7	5	1	5	4	0	0	77	 	 	 	 	35	125	88	88	0	 
80024	1	4	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80024	2	7	200	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80024	3	5	800	17	1	1	1	1	N	 	 	 	44	130	88	88	0	 
80024	4	5	2	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80025	1	1	30	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80025	2	7	180	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80025	3	5	.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80027	1	1	24	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80027	2	7	160	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80027	3	5	4	18	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80027	4	6	50	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80027	5	5	1.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80028	1	1	77	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80028	2	7	100	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80028	3	5	625	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80028	4	5	1	5	1	1	1	1	N	 	 	 	76	88	88	88	0	 
80028	5	5	2	5	1	1	1	1	N	 	 	 	44	35	88	88	0	 
80029	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80029	2	7	60	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80029	3	20	60	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80029	4	5	640	17	1	1	1	1	N	 	 	 	44	88	10	88	1	4
80029	5	5	1	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80029	6	5	1	5	4	0	0	0	 	 	 	 	44	88	88	88	0	 
80030	1	1	90	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80030	2	7	300	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80030	3	5	3.5	5	1	1	1	1	Y	 	 	 	44	75	88	88	0	 
80030	4	5	2	5	3	0	77	77	 	 	 	 	75	50	72	88	1	4
80030	5	5	2	5	1	1	1	1	Y	 	 	 	50	88	50	44	1	4
80030	6	8	300	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80031	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80031	2	20	60	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80031	3	5	.75	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80031	4	7	60	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80031	5	5	6	5	1	1	1	1	N	 	 	 	44	50	50	10	1	1
80031	6	20	2	5	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80031	7	5	1	5	4	1	1	1	N	 	 	 	35	88	88	88	0	 
80032	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80032	2	5	750	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80032	3	5	2.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80032	4	5	1.25	5	1	1	1	1	N	 	 	 	75	5	88	88	0	 
80032	5	5	1.5	5	1	1	1	1	N	 	 	 	76	88	50	88	1	4
80033	1	1	60	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80033	2	7	200	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
80033	3	5	300	17	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80033	4	5	1	5	1	1	1	1	N	 	 	 	44	88	76	88	0	 
80033	5	5	1	5	4	0	0	0	 	 	 	 	76	88	88	88	0	 
80034	1	1	80	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80034	2	7	250	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80034	3	5	.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80034	4	5	1.5	5	1	1	1	1	Y	 	 	 	8	35	88	88	0	 
80034	5	5	2	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80034	6	5	.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80035	1	1	140	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80035	2	7	210	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80035	3	1	100	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80035	4	7	250	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80035	5	4	150	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80035	6	7	250	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80035	7	5	2	5	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
80035	8	5	6	5	1	1	1	1	Y	 	 	 	50	88	10	72	1	4
80035	9	5	4	5	1	1	1	1	N	 	 	 	72	88	50	88	1	4
80035	10	5	1	5	2	0	0	0	 	 	 	 	44	88	88	88	0	 
80036	1	1	20	17	5	0	0	0	 	 	 	 	 	 	 	 	 	 
80036	2	7	180	17	5	0	0	0	 	 	 	0	 	 	 	 	 	 
80036	3	5	.75	5	5	0	0	0	 	 	 	 	44	88	88	88	0	 
80036	4	5	1	5	4	0	0	0	 	 	 	 	44	88	88	88	0	 
80036	5	5	1	5	4	0	0	0	 	 	 	 	44	88	88	88	0	 
80037	1	1	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80037	2	7	300	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80037	3	5	640	17	1	1	1	1	Y	 	 	 	44	10	88	88	0	 
80037	4	5	3	5	1	1	1	1	Y	 	 	 	44	35	88	88	0	 
80037	5	13	-77	77	5	77	88	77	 	0	 	0	 	 	 	 	 	 
80038	1	1	21	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80038	2	5	2	5	2	0	0	0	 	 	 	 	44	88	88	88	0	 
80038	3	5	1	5	2	0	0	0	 	 	 	 	75	88	88	88	0	 
80039	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80039	2	7	300	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80039	3	5	2.5	5	1	1	1	1	Y	 	 	 	44	75	50	88	1	3
80040	1	1	45	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80040	2	7	10	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80040	3	5	.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80040	4	5	1	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80041	1	1	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80041	2	20	25	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80041	3	5	.5	5	1	1	1	1	Y	 	 	 	5	88	88	88	0	 
80041	4	5	.5	5	1	0	1	1	Y	 	 	 	44	88	88	88	0	 
80041	5	5	2	5	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
80041	6	5	1	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80041	7	9	1.5	5	1	1	1	1	Y	1	1000	0	 	 	 	 	 	 
80041	8	9	.5	5	1	1	1	1	Y	1	165	0	 	 	 	 	 	 
80042	1	1	50	17	1	1	0	0	 	 	 	 	 	 	 	 	 	 
80042	2	20	30	17	1	1	0	0	 	0	 	0	 	 	 	 	 	 
80042	3	5	420	17	1	1	0	0	 	 	 	 	44	88	88	88	0	 
80042	4	5	1	5	1	1	0	0	 	 	 	 	44	88	88	88	0	 
80042	5	5	1	5	1	1	0	0	 	 	 	 	44	88	88	88	0	 
80043	1	1	80	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80043	2	7	50	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80043	3	5	.0799999982118607	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80043	4	5	1	5	1	1	1	1	Y	 	 	 	44	35	88	88	0	 
80043	5	5	2	5	1	1	0	1	Y	 	 	 	44	76	88	88	0	 
80045	1	1	35	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80045	2	5	.0500000007450581	17	1	1	1	1	N	 	 	 	44	76	88	88	0	 
80045	3	5	3.5	5	1	1	1	1	N	 	 	 	44	75	88	88	0	 
80045	4	7	24	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80046	1	1	20	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80046	2	7	15	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80046	3	5	80	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80046	4	5	1	5	1	1	1	1	Y	 	 	 	44	75	88	88	0	 
80047	1	1	60	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80047	2	7	60	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80047	3	5	400	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80047	4	5	2	5	4	0	0	0	 	 	 	 	88	88	50	10	1	4
80048	1	1	26	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80048	2	7	200	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80048	3	5	.25	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80048	4	5	1	5	1	1	1	1	N	 	 	 	76	88	88	88	0	 
80048	5	5	1	5	2	0	0	0	 	 	 	 	44	88	88	88	0	 
80048	6	5	1	5	2	0	0	0	 	 	 	 	44	88	88	88	0	 
80049	1	1	42	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80049	2	8	9	17	1	1	1	0	 	0	 	100	 	 	 	 	 	 
80049	3	7	16	17	2	0	0	0	 	 	 	0	 	 	 	 	 	 
80049	4	5	16	17	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80049	5	5	1	5	1	1	1	0	 	 	 	 	44	88	10	88	1	4
80049	6	5	2	5	2	0	0	0	 	 	 	 	76	88	88	88	0	 
80050	1	1	20	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80050	2	7	8	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
80050	3	5	.0299999993294477	5	1	1	1	0	 	 	 	 	44	88	72	88	1	4
80050	4	5	1.5	5	4	0	0	0	 	 	 	 	76	88	88	88	0	 
80050	5	5	1.5	5	4	0	0	0	 	 	 	 	35	88	88	88	0	 
80051	1	1	28	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80051	2	7	20	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80051	3	5	16	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80051	4	5	1	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80051	5	5	1	5	1	1	1	1	N	 	 	 	76	88	88	88	0	 
80051	6	5	2	5	2	0	0	0	 	 	 	 	75	88	88	88	0	 
80052	1	1	50	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80052	2	7	150	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80052	3	5	1050	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80052	4	5	6	5	1	1	1	1	Y	 	 	 	44	8	75	88	1	1
80052	5	10	1	5	1	1	1	1	Y	1	1400	118	 	 	 	 	 	 
80052	6	9	1	5	1	1	1	1	Y	1	600	0	 	 	 	 	 	 
80053	1	1	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80053	2	7	60	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80053	3	20	30	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80053	4	5	2.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80053	5	5	2.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80053	6	9	2.5	5	1	1	1	1	Y	1	495	0	 	 	 	 	 	 
80053	7	5	.5	5	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
80054	1	1	30	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80054	2	13	100	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80054	3	5	8	5	1	1	1	1	N	 	 	 	44	35	88	88	0	 
80055	1	1	15	17	1	0	1	1	N	 	 	 	 	 	 	 	 	 
80055	2	7	80	17	1	0	1	1	N	 	 	0	 	 	 	 	 	 
80055	3	5	.0700000002980232	5	1	0	1	1	N	 	 	 	44	88	88	88	0	 
80055	4	5	1	5	1	0	1	1	N	 	 	 	44	88	88	88	0	 
80056	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80056	2	7	250	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80056	3	5	.25	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80056	4	5	3.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80056	5	9	3	5	1	1	1	1	N	1	600	0	 	 	 	 	 	 
80056	6	9	2	5	1	1	1	1	N	1	400	0	 	 	 	 	 	 
80056	7	9	2	5	1	1	1	1	N	1	400	0	 	 	 	 	 	 
80056	8	9	1	5	1	1	1	1	N	1	200	0	 	 	 	 	 	 
80056	9	9	1	5	1	1	1	1	N	1	400	0	 	 	 	 	 	 
80056	10	9	1	5	1	1	1	1	N	1	200	0	 	 	 	 	 	 
80056	11	9	1	5	1	1	1	1	N	1	200	0	 	 	 	 	 	 
80057	1	1	24	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80057	2	7	160	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80057	3	5	.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80057	4	5	2	5	1	1	1	1	Y	 	 	 	44	75	88	88	0	 
80057	5	5	2	5	2	0	0	0	 	 	 	 	8	88	88	88	0	 
80058	1	1	36	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80058	2	7	50	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80058	3	5	100	17	1	1	1	1	Y	 	 	 	44	130	88	88	0	 
80058	4	10	5	5	1	1	1	1	Y	1	0	320	 	 	 	 	 	 
80058	5	5	2	5	1	1	1	1	Y	 	 	 	50	88	72	88	1	4
80059	1	1	30	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80059	2	7	125	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
80059	3	5	.25	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80059	4	5	1	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80060	1	1	30	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80060	2	7	15	18	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80060	3	5	200	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80060	4	5	1	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80060	5	5	2.5	5	1	1	1	1	Y	 	 	 	76	35	88	88	0	 
80061	1	4	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80061	2	7	233	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80061	3	5	1.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80061	4	5	1.5	5	1	1	1	1	N	 	 	 	75	88	88	88	0	 
80061	5	5	1000	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80061	6	5	4	5	2	0	0	77	 	 	 	 	88	88	50	88	1	4
80061	7	5	4	5	2	0	1	77	 	 	 	 	88	88	10	88	1	4
80061	8	8	79	17	1	1	1	1	N	1	11000	0	 	 	 	 	 	 
80062	1	1	30	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80062	2	7	200	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80062	3	5	.5	17	1	1	1	1	N	 	 	 	45	88	88	88	0	 
80062	4	5	1.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80062	5	5	1	5	4	0	0	0	 	 	 	 	75	88	88	88	0	 
80063	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80063	2	7	25	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80063	3	5	725	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80063	4	10	6	5	1	1	1	1	N	1	4000	0	 	 	 	 	 	 
80063	5	5	2	5	1	1	1	1	N	 	 	 	44	75	88	88	0	 
80065	1	1	20	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80065	2	7	80	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80065	3	20	10	17	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80065	4	5	.75	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80065	5	9	1	5	1	1	1	1	N	1	320	0	 	 	 	 	 	 
80065	6	5	7	5	1	1	1	1	N	 	 	 	8	76	5	88	0	 
80066	1	1	20	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80066	2	7	10	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
80066	3	5	.5	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80066	4	5	1	5	2	0	0	0	 	 	 	 	35	88	88	88	0	 
80067	1	1	66	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80067	2	7	284	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80067	3	5	.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80067	4	10	.5	5	1	1	1	1	N	1	175	0	 	 	 	 	 	 
80067	5	10	1	5	1	1	1	1	N	1	350	0	 	 	 	 	 	 
80068	1	1	20	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80068	2	4	26	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80068	3	7	40	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80068	4	5	300	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80068	5	13	.5	5	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80068	6	9	.5	5	1	1	1	1	N	0	 	0	 	 	 	 	 	 
80068	7	5	5	5	1	1	1	1	N	 	 	 	44	5	88	88	0	 
80069	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80069	2	5	3	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80069	3	5	4	5	1	1	1	0	 	 	 	 	75	35	88	88	0	 
80069	4	9	1.5	5	1	2	1	0	 	1	1500	0	 	 	 	 	 	 
80069	5	9	3.5	5	2	1	1	0	 	1	990	0	 	 	 	 	 	 
80070	1	1	30	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
80070	2	7	200	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
80070	3	5	1	5	3	0	0	0	 	 	 	 	44	88	88	88	0	 
80070	4	5	4	5	1	1	1	1	N	 	 	 	75	44	88	88	0	 
80071	1	1	30	17	2	0	0	0	 	 	 	 	 	 	 	 	 	 
80071	2	7	80	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
80072	1	1	40	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80072	2	7	30	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80072	3	5	400	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80072	4	5	4	5	1	1	1	1	N	 	 	 	44	75	88	88	0	 
80072	5	9	3	5	1	1	1	1	N	1	900	0	 	 	 	 	 	 
80072	6	5	200	5	1	1	1	1	N	 	 	 	75	88	88	88	0	 
80072	7	8	300	17	1	1	1	1	N	1	5760	0	 	 	 	 	 	 
80073	1	1	27	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80073	2	7	20	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80073	3	5	300	17	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80073	4	5	1	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80073	5	5	1	5	2	0	0	0	 	 	 	 	75	88	88	88	0	 
80073	6	10	2	5	1	1	1	1	N	1	600	0	 	 	 	 	 	 
80074	1	1	100	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80074	2	5	400	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80074	3	5	4	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80074	4	5	1	5	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
80074	5	9	2	5	1	1	1	1	Y	1	1200	0	 	 	 	 	 	 
80074	6	10	.5	5	1	1	1	1	Y	1	150	0	 	 	 	 	 	 
80075	1	1	30	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80075	2	7	60	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80075	3	5	150	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80075	4	10	1	5	1	1	1	1	Y	1	1000	500	 	 	 	 	 	 
80076	1	1	16	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80076	2	7	20	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80076	3	5	.5	5	1	1	1	1	N	 	 	 	44	35	88	88	0	 
80076	4	5	2	5	1	1	1	1	N	 	 	 	76	88	88	88	0	 
80078	1	1	36	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80078	2	1	20	17	3	0	0	0	 	 	 	 	 	 	 	 	 	 
80078	3	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80078	4	7	30	17	3	0	0	0	 	 	 	0	 	 	 	 	 	 
80078	5	5	1	5	1	1	1	1	N	 	 	 	8	88	88	88	0	 
80078	6	5	.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80079	1	1	88	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80079	2	5	280	17	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80079	3	7	120	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80079	4	5	2	5	4	0	0	0	 	 	 	 	8	88	88	88	0	 
80079	5	10	2	5	1	1	1	1	Y	1	1000	0	 	 	 	 	 	 
80080	1	1	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80080	2	6	200	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80080	3	5	760	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80080	4	5	2	5	1	0	1	1	Y	 	 	 	76	88	88	88	0	 
80080	5	10	1.5	5	1	1	1	1	Y	1	900	0	 	 	 	 	 	 
80081	1	4	40	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80081	2	20	60	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80081	3	5	.0900000035762787	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80081	4	5	3	5	1	1	1	1	Y	 	 	 	44	8	88	88	0	 
80081	5	5	1	5	1	1	1	1	Y	 	 	 	75	88	88	88	0	 
80082	1	1	50	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80082	2	7	50	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80082	3	5	.0599999986588955	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80082	4	5	3	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80082	5	5	1	5	1	1	1	1	N	 	 	 	76	88	88	88	0	 
80083	1	1	34	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80083	2	7	40	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80083	3	20	8	17	1	1	1	1	Y	0	 	0	 	 	 	 	 	 
80083	4	5	800	5	1	1	1	1	Y	 	 	 	44	10	88	88	0	 
80083	5	5	2	5	1	1	1	1	Y	 	 	 	44	35	88	88	0	 
80083	6	5	1	5	4	0	0	0	 	 	 	 	35	88	88	88	0	 
80084	1	1	16	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80084	2	7	20	17	1	1	1	0	 	 	 	0	 	 	 	 	 	 
80084	3	5	200	17	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80084	4	5	1	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80084	5	5	2	5	2	0	0	0	 	 	 	 	44	76	88	88	0	 
80085	1	1	100	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80085	2	13	50	17	1	1	1	0	 	0	 	50	 	 	 	 	 	 
80085	3	5	.119999997317791	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80085	4	5	1	5	1	1	1	0	 	 	 	 	35	88	88	88	0	 
80085	5	5	1	5	1	1	1	0	 	 	 	 	44	88	88	88	0	 
80085	6	5	.0399999991059303	5	1	1	1	0	 	 	 	 	76	88	88	88	0	 
80085	7	5	1	5	4	0	0	0	 	 	 	 	35	88	88	88	0	 
80085	8	5	1	5	4	0	0	0	 	 	 	 	44	88	88	88	0	 
80086	1	1	100	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80086	2	7	150	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80086	3	5	.75	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80086	4	5	1	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80086	5	5	1	5	1	1	1	1	Y	 	 	 	35	88	88	88	0	 
80086	6	5	1.5	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80086	7	5	2	5	1	1	1	1	Y	 	 	 	76	88	88	88	0	 
80086	8	5	2	5	1	1	1	1	Y	 	 	 	8	88	88	88	0	 
80087	1	1	50	17	1	1	1	0	 	 	 	 	 	 	 	 	 	 
80087	2	7	150	17	1	1	1	0	 	 	 	200	 	 	 	 	 	 
80087	3	5	2	5	1	1	1	0	 	 	 	 	44	76	88	88	0	 
80087	4	5	2	5	4	0	0	0	 	 	 	 	44	88	88	88	0	 
80088	1	1	20	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80088	2	7	50	17	1	1	1	1	Y	 	 	0	 	 	 	 	 	 
80088	3	5	430	17	2	1	1	1	Y	 	 	 	44	88	88	88	0	 
80088	4	5	500	17	3	0	0	0	 	 	 	 	44	88	88	88	0	 
80088	5	5	.5	5	1	1	1	1	Y	 	 	 	5	88	88	88	0	 
80088	6	5	1	5	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80088	7	5	2	5	1	1	1	1	Y	 	 	 	8	88	88	88	0	 
80089	1	1	60	17	1	1	1	1	Y	 	 	 	 	 	 	 	 	 
80089	2	7	120	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80089	3	5	.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80089	4	5	8	5	1	1	1	1	N	 	 	 	44	76	88	88	0	 
80090	1	1	42	17	5	0	0	0	 	 	 	 	 	 	 	 	 	 
80090	2	7	160	17	5	0	0	0	 	 	 	0	 	 	 	 	 	 
80091	1	1	28	17	1	1	1	1	N	 	 	 	 	 	 	 	 	 
80091	2	5	.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80091	3	5	1.5	5	1	1	1	1	N	 	 	 	44	88	88	88	0	 
80091	4	5	1	5	1	1	1	1	N	 	 	 	5	76	88	88	0	 
80091	5	7	150	17	1	1	1	1	N	 	 	0	 	 	 	 	 	 
80092	1	1	50	17	1	1	0	1	Y	 	 	 	 	 	 	 	 	 
80092	2	7	150	17	1	1	1	1	Y	 	 	200	 	 	 	 	 	 
80092	3	5	700	17	1	1	1	1	Y	 	 	 	44	88	88	88	0	 
80092	4	5	1	5	1	1	1	1	Y	 	 	 	5	35	88	88	0	 
