CHILDCODE	IMEVIDR4	RKEVR4	LOSS09R4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4	RESEVR41	RESEVR42	RESEVR43
30019	2	88	 	 	 	 	 	 	 	 
30019	3	88	 	 	 	 	 	 	 	 
30020	1	47	 	 	4	4	4	2	1	28
30020	2	88	 	 	 	 	 	 	 	 
30020	3	88	 	 	 	 	 	 	 	 
30021	1	40	 	 	4	 	 	1	2	9
30021	2	38	 	 	4	 	 	17	9	88
30021	3	47	 	 	 	3	3	1	2	16
30022	1	47	 	4	4	4	77	1	2	12
30022	2	12	 	4	4	4	4	1	2	16
30022	3	88	 	 	 	 	 	 	 	 
30023	1	39	 	4	 	3	 	16	7	88
30023	2	47	 	 	 	3	 	17	7	88
30023	3	23	 	 	 	2	 	9	7	88
30024	1	38	 	2	 	 	 	17	7	88
30024	2	88	 	 	 	 	 	 	 	 
30024	3	88	 	 	 	 	 	 	 	 
30025	1	1	 	4	 	 	 	16	7	88
30025	2	47	2	2	2	2	2	1	2	7
30025	3	42	2	2	2	2	 	28	7	88
30026	1	16	 	 	4	3	3	1	2	88
30026	2	1	 	 	 	 	2	7	88	88
30026	3	47	 	3	3	3	3	1	2	88
30027	1	47	 	4	4	4	4	1	2	22
30027	2	42	2	2	2	 	 	1	2	88
30027	3	1	 	 	2	 	 	10	7	88
30028	1	88	 	 	 	 	 	 	 	 
30028	2	88	 	 	 	 	 	 	 	 
30028	3	88	 	 	 	 	 	 	 	 
30029	1	88	 	 	 	 	 	 	 	 
30029	2	88	 	 	 	 	 	 	 	 
30029	3	88	 	 	 	 	 	 	 	 
30032	1	47	 	 	 	4	 	1	2	7
30032	2	88	 	 	 	 	 	 	 	 
30032	3	88	 	 	 	 	 	 	 	 
30034	1	16	4	 	 	 	 	2	7	88
30034	2	39	 	 	4	4	4	2	9	7
30034	3	47	 	 	 	4	4	2	7	88
30035	1	47	4	4	4	4	4	2	1	88
30035	2	12	4	4	4	4	4	2	1	88
30035	3	88	 	 	 	 	 	 	 	 
30036	1	47	 	 	2	3	4	2	7	88
30036	2	88	 	 	 	 	 	 	 	 
30036	3	88	 	 	 	 	 	 	 	 
30037	1	42	4	4	4	4	4	18	2	7
30037	2	47	 	2	2	2	2	1	2	7
30037	3	36	 	 	2	 	 	7	88	88
30038	1	38	 	 	 	 	3	17	7	88
30038	2	1	 	 	 	2	 	17	7	88
30038	3	88	 	 	 	 	 	 	 	 
30039	1	16	 	4	 	 	 	2	7	88
30039	2	47	 	4	3	3	3	18	2	7
30039	3	39	 	4	 	 	 	2	7	88
30040	1	16	 	 	4	 	 	2	9	17
30040	2	38	 	 	 	4	 	9	7	88
30040	3	47	 	 	4	4	4	2	6	7
30041	1	13	 	 	 	 	2	2	7	88
30041	2	47	 	 	 	2	 	2	7	88
30041	3	12	 	 	 	2	 	2	7	88
30043	1	16	 	 	2	2	2	16	7	88
30043	2	47	 	 	 	2	1	12	7	88
30043	3	41	 	 	2	2	2	18	7	88
30044	1	37	 	 	 	3	 	17	7	88
30044	2	47	 	 	 	 	3	2	1	7
30044	3	88	 	 	 	 	 	 	 	 
30045	1	36	 	 	3	 	 	16	9	7
30045	2	47	 	3	 	 	 	2	1	17
30045	3	88	 	 	 	 	 	 	 	 
30046	1	39	 	 	2	 	 	7	88	88
30046	2	88	 	 	 	 	 	 	 	 
30046	3	88	 	 	 	 	 	 	 	 
30047	1	39	 	 	 	 	4	9	17	7
30047	2	16	 	4	 	 	 	2	1	9
30047	3	47	 	3	 	 	 	2	9	7
30048	1	47	 	 	2	2	2	2	1	28
30048	2	88	 	 	 	 	 	 	 	 
30048	3	88	 	 	 	 	 	 	 	 
30051	1	47	3	3	4	4	 	2	1	88
30051	2	88	 	 	 	 	 	 	 	 
30051	3	88	 	 	 	 	 	 	 	 
30052	1	36	 	 	 	4	 	9	7	88
30052	2	47	 	 	 	2	2	2	7	88
30052	3	1	 	 	 	2	 	7	88	88
30053	1	47	4	4	3	3	3	2	1	88
30053	2	12	 	 	2	2	2	27	88	88
30053	3	88	 	 	 	 	 	 	 	 
30054	1	47	 	 	2	2	2	2	7	88
30054	2	37	 	 	 	3	 	7	88	88
30054	3	16	2	2	2	2	 	18	7	88
30055	1	47	 	 	 	2	 	16	18	88
30055	2	39	 	2	 	 	 	9	7	88
30055	3	88	 	 	 	 	 	 	 	 
30056	1	47	 	 	3	3	4	2	22	88
30056	2	88	 	 	 	 	 	 	 	 
30056	3	88	 	 	 	 	 	 	 	 
30057	1	16	 	4	4	4	4	1	2	9
30057	2	42	 	 	3	3	3	2	7	88
30057	3	47	 	 	2	2	2	2	1	88
30058	1	47	 	 	 	4	4	2	1	7
30058	2	38	 	 	 	2	 	9	7	88
30058	3	88	 	 	 	 	 	 	 	 
30059	1	47	4	4	4	4	4	2	1	18
30059	2	16	 	4	4	 	 	18	2	1
30059	3	38	 	 	 	3	 	16	9	25
30060	1	36	 	 	 	4	 	2	9	7
30060	2	47	 	4	4	4	4	1	2	28
30060	3	38	 	3	 	 	 	9	5	10
30061	1	42	 	 	 	 	2	2	18	7
30061	2	16	 	 	 	2	 	2	7	88
30061	3	47	2	2	2	2	2	2	7	88
30062	1	88	 	 	 	 	 	 	 	 
30062	2	88	 	 	 	 	 	 	 	 
30062	3	88	 	 	 	 	 	 	 	 
30064	1	25	77	4	4	4	 	9	7	88
30064	2	47	 	 	 	4	 	1	2	16
30064	3	12	 	 	2	2	 	16	7	88
30065	1	47	 	 	 	 	4	2	18	7
30065	2	88	 	 	 	 	 	 	 	 
30065	3	88	 	 	 	 	 	 	 	 
30066	1	47	 	 	3	2	3	2	7	88
30066	2	16	 	3	 	 	 	2	22	7
30066	3	88	 	 	 	 	 	 	 	 
30067	1	47	 	 	 	3	 	17	2	9
30067	2	39	 	 	 	3	 	17	7	88
30067	3	88	 	 	 	 	 	 	 	 
30068	1	47	 	 	4	 	 	18	7	88
30068	2	88	 	 	 	 	 	 	 	 
30068	3	88	 	 	 	 	 	 	 	 
30069	1	39	 	 	 	4	 	9	17	7
30069	2	47	 	 	 	2	2	2	7	88
30069	3	88	 	 	 	 	 	 	 	 
30070	1	88	 	 	 	 	 	 	 	 
30070	2	88	 	 	 	 	 	 	 	 
30070	3	88	 	 	 	 	 	 	 	 
30071	1	36	4	 	 	 	 	2	18	12
30071	2	47	 	 	 	4	4	2	18	7
30071	3	39	 	 	 	2	 	2	7	88
30072	1	36	 	 	 	4	 	2	9	7
30072	2	47	 	 	3	3	 	1	2	9
30072	3	16	 	 	2	 	 	9	2	7
30073	1	36	 	4	 	 	 	1	2	88
30073	2	39	 	 	 	 	3	2	88	88
30073	3	47	2	2	2	2	2	7	88	88
30074	1	47	4	4	4	4	4	7	88	88
30074	2	42	 	 	 	 	4	7	88	88
30074	3	88	 	 	 	 	 	 	 	 
30075	1	47	4	4	4	4	4	2	88	88
30075	2	1	 	 	 	2	 	2	88	88
30075	3	88	 	 	 	 	 	 	 	 
30077	1	38	 	 	 	 	3	9	7	88
30077	2	47	 	 	 	3	 	19	7	88
30077	3	88	 	 	 	 	 	 	 	 
30078	1	45	 	 	 	4	4	17	88	88
30078	2	88	 	 	 	 	 	 	 	 
30078	3	88	 	 	 	 	 	 	 	 
30079	1	47	 	3	3	3	3	2	28	7
30079	2	16	 	 	 	 	4	2	28	7
30079	3	88	 	 	 	 	 	 	 	 
30080	1	47	 	 	2	2	2	2	28	7
30080	2	88	 	 	 	 	 	 	 	 
30080	3	88	 	 	 	 	 	 	 	 
30081	1	16	4	4	4	 	4	2	1	9
30081	2	38	3	3	3	3	3	9	2	28
30081	3	45	 	2	2	2	2	28	2	9
30082	1	47	 	 	2	2	2	7	88	88
30082	2	88	 	 	 	 	 	 	 	 
30082	3	88	 	 	 	 	 	 	 	 
30083	1	36	 	 	 	2	 	7	88	88
30083	2	16	 	 	 	3	3	2	9	7
30083	3	47	 	2	2	2	2	1	2	18
30084	1	42	3	3	3	3	3	1	2	12
30084	2	38	2	2	2	2	2	1	2	12
30084	3	39	2	2	2	2	2	2	1	7
30085	1	41	 	 	 	3	 	2	1	9
30085	2	38	 	 	 	1	 	9	2	1
30085	3	47	 	 	3	3	 	1	2	9
30086	1	38	 	 	 	4	 	9	7	88
30086	2	25	4	3	3	3	 	9	7	88
30086	3	47	 	 	 	2	 	17	2	7
30087	1	47	 	 	 	77	 	1	2	7
30087	2	16	 	 	 	 	4	1	2	9
30087	3	37	 	 	 	 	3	9	1	2
30088	1	37	 	 	 	2	 	7	88	88
30088	2	88	 	 	 	 	 	 	 	 
30088	3	88	 	 	 	 	 	 	 	 
30089	1	37	 	 	 	2	 	7	88	88
30089	2	88	 	 	 	 	 	 	 	 
30089	3	88	 	 	 	 	 	 	 	 
30090	1	36	 	 	 	4	 	2	9	7
30090	2	47	2	2	2	2	3	2	19	7
30090	3	88	 	 	 	 	 	 	 	 
30091	1	47	 	 	3	3	4	9	7	88
30091	2	38	 	 	 	3	 	9	8	7
30091	3	16	 	 	 	4	 	1	18	7
30093	1	47	 	 	3	3	3	18	9	7
30093	2	88	 	 	 	 	 	 	 	 
30093	3	88	 	 	 	 	 	 	 	 
30094	1	38	 	 	 	2	 	25	7	88
30094	2	88	 	 	 	 	 	 	 	 
30094	3	88	 	 	 	 	 	 	 	 
30095	1	38	 	 	4	4	4	18	9	7
30095	2	47	 	 	2	3	4	18	12	7
30095	3	88	 	 	 	 	 	 	 	 
30096	1	37	 	 	 	4	 	17	2	7
30096	2	47	 	 	3	3	 	2	1	20
30096	3	12	 	 	 	3	 	20	2	1
30097	1	47	 	 	3	 	 	2	1	7
30097	2	88	 	 	 	 	 	 	 	 
30097	3	88	 	 	 	 	 	 	 	 
30098	1	47	 	 	 	3	 	1	17	88
30098	2	88	 	 	 	 	 	 	 	 
30098	3	88	 	 	 	 	 	 	 	 
30100	1	47	 	 	2	2	 	7	88	88
30100	2	88	 	 	 	 	 	 	 	 
30100	3	88	 	 	 	 	 	 	 	 
40001	1	47	4	4	4	4	4	2	1	7
40001	2	37	4	4	 	 	 	19	7	88
40001	3	35	 	 	2	2	2	8	9	7
40002	1	16	 	 	 	4	 	16	7	88
40002	2	47	3	3	3	3	3	2	1	88
40002	3	88	 	 	 	 	 	 	 	 
40003	1	10	4	4	4	4	4	2	1	7
40003	2	47	4	4	4	4	4	1	2	7
40003	3	13	4	4	4	4	4	19	2	7
40004	1	10	 	 	 	4	 	16	7	88
40004	2	88	 	 	 	 	 	 	 	 
40004	3	88	 	 	 	 	 	 	 	 
40005	1	10	 	 	 	3	 	7	88	88
40005	2	88	 	 	 	 	 	 	 	 
40005	3	88	 	 	 	 	 	 	 	 
40006	1	47	4	4	4	4	4	6	2	16
40006	2	25	 	3	 	 	 	6	2	1
40006	3	39	 	 	 	2	 	7	88	88
40008	1	88	 	 	 	 	 	 	 	 
40008	2	88	 	 	 	 	 	 	 	 
40008	3	88	 	 	 	 	 	 	 	 
40009	1	30	 	 	 	2	 	19	7	88
40009	2	47	4	4	4	4	4	18	7	88
40009	3	88	 	 	 	 	 	 	 	 
40010	1	88	 	 	 	 	 	 	 	 
40010	2	88	 	 	 	 	 	 	 	 
40010	3	88	 	 	 	 	 	 	 	 
40011	1	88	 	 	 	 	 	 	 	 
40011	2	88	 	 	 	 	 	 	 	 
40011	3	88	 	 	 	 	 	 	 	 
40012	1	47	4	4	4	4	4	2	1	7
40012	2	88	 	 	 	 	 	 	 	 
40012	3	88	 	 	 	 	 	 	 	 
40013	1	45	 	 	 	2	 	2	88	88
40013	2	1	 	 	2	 	 	7	88	88
40013	3	36	1	 	 	 	 	7	88	88
40014	1	34	 	 	 	4	 	18	17	7
40014	2	38	2	2	2	2	2	17	18	7
40014	3	47	4	4	4	4	4	18	2	7
40015	1	88	 	 	 	 	 	 	 	 
40015	2	88	 	 	 	 	 	 	 	 
40015	3	88	 	 	 	 	 	 	 	 
40016	1	47	4	4	4	4	4	1	2	88
40016	2	88	 	 	 	 	 	 	 	 
40016	3	88	 	 	 	 	 	 	 	 
40017	1	47	 	 	3	3	 	2	16	7
40017	2	38	 	 	 	1	 	16	7	88
40017	3	88	 	 	 	 	 	 	 	 
40018	1	10	 	 	4	 	 	23	18	7
40018	2	47	4	4	4	4	4	2	18	1
40018	3	88	 	 	 	 	 	 	 	 
40019	1	23	 	 	4	4	 	7	7	7
40019	2	1	 	 	4	4	 	7	7	7
40019	3	16	 	 	4	4	 	7	7	7
40020	1	47	2	2	3	4	4	2	1	88
40020	2	40	 	4	4	4	4	9	2	7
40020	3	88	 	 	 	 	 	 	 	 
40021	1	10	 	 	 	4	 	1	2	7
40021	2	47	4	4	4	4	4	1	4	7
40021	3	1	 	 	 	 	2	24	7	88
40022	1	88	 	 	 	 	 	 	 	 
40022	2	88	 	 	 	 	 	 	 	 
40022	3	88	 	 	 	 	 	 	 	 
40023	1	47	4	4	4	4	4	1	2	7
40023	2	88	 	 	 	 	 	 	 	 
40023	3	88	 	 	 	 	 	 	 	 
40024	1	47	2	2	2	2	4	16	18	2
40024	2	41	3	3	3	3	3	16	2	88
40024	3	16	 	 	 	 	4	6	16	2
40025	1	47	4	3	3	3	3	2	1	88
40025	2	39	 	 	 	2	 	16	7	88
40025	3	88	 	 	 	 	 	 	 	 
40026	1	47	4	4	4	4	4	2	1	7
40026	2	29	 	 	 	 	3	7	88	88
40026	3	88	 	 	 	 	 	 	 	 
40027	1	16	 	 	4	4	4	1	2	7
40027	2	40	4	4	4	4	4	4	2	7
40027	3	47	4	4	4	4	4	1	2	7
40028	1	47	 	 	3	3	3	19	7	88
40028	2	88	 	 	 	 	 	 	 	 
40028	3	88	 	 	 	 	 	 	 	 
40029	1	16	 	4	 	 	 	17	7	88
40029	2	1	 	 	2	 	 	24	7	88
40029	3	88	 	 	 	 	 	 	 	 
40030	1	39	 	 	 	2	 	16	17	88
40030	2	47	2	2	2	2	2	17	7	88
40030	3	88	 	 	 	 	 	 	 	 
40031	1	88	 	 	 	 	 	 	 	 
40031	2	88	 	 	 	 	 	 	 	 
40031	3	88	 	 	 	 	 	 	 	 
40032	1	47	4	4	4	4	4	2	9	88
40032	2	88	 	 	 	 	 	 	 	 
40032	3	88	 	 	 	 	 	 	 	 
40034	1	39	 	 	 	4	4	16	7	88
40034	2	47	4	3	3	3	3	1	2	7
40034	3	88	 	 	 	 	 	 	 	 
40035	1	88	 	 	 	 	 	 	 	 
40035	2	88	 	 	 	 	 	 	 	 
40035	3	88	 	 	 	 	 	 	 	 
40036	1	37	 	2	 	 	 	7	88	88
40036	2	23	 	 	 	1	 	7	88	88
40036	3	47	 	 	 	2	 	1	88	88
40037	1	12	 	 	4	4	 	2	88	88
40037	2	14	 	 	 	3	 	16	7	88
40037	3	88	 	 	 	 	 	 	 	 
40038	1	39	 	 	 	2	 	17	7	88
40038	2	38	 	 	 	2	 	17	7	88
40038	3	47	 	 	2	 	 	17	7	88
40039	1	39	 	 	 	4	 	17	88	88
40039	2	10	 	 	 	4	 	17	88	88
40039	3	88	 	 	 	 	 	 	 	 
40040	1	42	 	 	 	3	3	16	7	88
40040	2	47	 	 	 	3	3	16	2	88
40040	3	10	 	 	 	3	3	16	2	88
40041	1	39	 	 	 	4	 	16	2	88
40041	2	16	4	4	4	4	4	1	2	16
40041	3	47	3	3	3	3	3	1	2	16
40042	1	47	 	 	4	4	4	19	19	88
40042	2	45	 	 	 	2	 	7	88	88
40042	3	88	 	 	 	 	 	 	 	 
40043	1	39	 	 	4	4	4	9	2	7
40043	2	47	4	4	4	4	4	1	2	7
40043	3	88	 	 	 	 	 	 	 	 
40044	1	34	 	4	 	 	 	7	88	88
40044	2	10	 	 	 	3	 	7	88	88
40044	3	88	 	 	 	 	 	 	 	 
40045	1	47	 	 	 	 	4	2	1	7
40045	2	38	 	 	 	1	 	7	88	88
40045	3	88	 	 	 	 	 	 	 	 
40046	1	47	2	2	2	3	2	17	7	88
40046	2	88	 	 	 	 	 	 	 	 
40046	3	88	 	 	 	 	 	 	 	 
40047	1	37	 	4	4	4	4	7	88	88
40047	2	38	 	 	3	 	 	16	7	88
40047	3	36	 	1	 	 	 	5	7	88
40048	1	14	 	 	 	3	 	18	7	88
40048	2	10	 	 	 	3	 	7	88	88
40048	3	88	 	 	 	 	 	 	 	 
40049	1	37	 	 	 	3	 	17	7	88
40049	2	29	 	 	 	3	 	17	7	88
40049	3	28	 	 	 	2	 	17	7	88
40050	1	16	 	 	 	 	3	16	88	88
40050	2	88	 	 	 	 	 	 	 	 
40050	3	88	 	 	 	 	 	 	 	 
40051	1	47	4	4	4	4	4	2	7	88
40051	2	88	 	 	 	 	 	 	 	 
40051	3	88	 	 	 	 	 	 	 	 
40052	1	39	4	4	4	3	4	17	88	88
40052	2	88	 	 	 	 	 	 	 	 
40052	3	88	 	 	 	 	 	 	 	 
40053	1	88	 	 	 	 	 	 	 	 
40053	2	88	 	 	 	 	 	 	 	 
40053	3	88	 	 	 	 	 	 	 	 
40054	1	47	 	 	 	2	2	7	88	88
40054	2	88	 	 	 	 	 	 	 	 
40054	3	88	 	 	 	 	 	 	 	 
40055	1	45	 	4	 	 	 	7	88	88
40055	2	88	 	 	 	 	 	 	 	 
40055	3	88	 	 	 	 	 	 	 	 
40056	1	47	 	3	 	 	 	2	1	7
40056	2	23	 	 	2	 	 	7	88	88
40056	3	88	 	 	 	 	 	 	 	 
40057	1	47	2	3	3	4	4	2	7	88
40057	2	88	 	 	 	 	 	 	 	 
40057	3	88	 	 	 	 	 	 	 	 
40058	1	28	 	 	 	3	 	7	88	88
40058	2	88	 	 	 	 	 	 	 	 
40058	3	88	 	 	 	 	 	 	 	 
40059	1	1	 	 	 	4	 	7	88	88
40059	2	88	 	 	 	 	 	 	 	 
40059	3	88	 	 	 	 	 	 	 	 
40060	1	38	 	4	 	 	 	10	88	88
40060	2	88	 	 	 	 	 	 	 	 
40060	3	88	 	 	 	 	 	 	 	 
40061	1	47	 	 	 	4	4	19	2	88
40061	2	88	 	 	 	 	 	 	 	 
40061	3	88	 	 	 	 	 	 	 	 
40064	1	47	3	3	3	 	 	2	7	88
40064	2	38	 	 	 	3	 	17	16	88
40064	3	88	 	 	 	 	 	 	 	 
40065	1	38	 	 	 	 	4	17	1	2
40065	2	16	 	 	 	 	4	17	1	2
40065	3	47	4	4	4	4	4	1	2	7
40067	1	88	 	 	 	 	 	 	 	 
40067	2	88	 	 	 	 	 	 	 	 
40067	3	88	 	 	 	 	 	 	 	 
40068	1	47	 	 	 	3	3	2	88	88
40068	2	88	 	 	 	 	 	 	 	 
40068	3	88	 	 	 	 	 	 	 	 
40070	1	88	 	 	 	 	 	 	 	 
40070	2	88	 	 	 	 	 	 	 	 
40070	3	88	 	 	 	 	 	 	 	 
40071	1	14	 	 	 	3	3	17	7	88
40071	2	12	 	 	 	3	3	17	7	88
40071	3	47	 	 	 	 	2	17	2	7
40072	1	14	 	 	4	 	 	7	88	88
40072	2	38	 	 	 	 	3	20	88	88
40072	3	1	 	 	 	 	2	16	88	88
40073	1	26	 	 	4	4	4	2	1	7
40073	2	47	4	4	4	4	4	18	2	1
40073	3	1	 	 	4	 	 	9	16	13
40074	1	40	 	 	4	 	 	18	13	16
40074	2	38	 	 	 	3	 	16	7	88
40074	3	47	 	 	3	3	3	16	7	88
40075	1	10	 	 	 	4	4	7	88	88
40075	2	47	 	 	 	3	3	2	1	7
40075	3	39	 	 	 	 	2	17	7	88
40076	1	47	4	4	4	4	4	2	1	88
40076	2	37	 	 	 	3	 	10	88	88
40076	3	39	 	 	 	2	 	9	88	88
40077	1	39	 	 	1	 	 	10	7	88
40077	2	88	 	 	 	 	 	 	 	 
40077	3	88	 	 	 	 	 	 	 	 
40078	1	38	 	 	 	2	 	7	88	88
40078	2	39	 	 	 	2	 	88	88	88
40078	3	47	 	 	 	3	3	2	18	88
40079	1	47	 	 	 	 	2	17	7	88
40079	2	37	 	 	 	 	2	10	7	88
40079	3	88	 	 	 	 	 	 	 	 
40080	1	38	 	 	4	4	 	16	17	2
40080	2	47	3	3	3	3	2	2	20	17
40080	3	88	 	 	 	 	 	 	 	 
40081	1	88	 	 	 	 	 	 	 	 
40081	2	88	 	 	 	 	 	 	 	 
40081	3	88	 	 	 	 	 	 	 	 
40082	1	88	 	 	 	 	 	 	 	 
40082	2	88	 	 	 	 	 	 	 	 
40082	3	88	 	 	 	 	 	 	 	 
40083	1	38	 	 	 	4	 	9	7	88
40083	2	47	3	3	3	3	3	2	7	88
40083	3	88	 	 	 	 	 	 	 	 
40084	1	88	 	 	 	 	 	 	 	 
40084	2	88	 	 	 	 	 	 	 	 
40084	3	88	 	 	 	 	 	 	 	 
40085	1	47	 	 	 	 	3	7	88	88
40085	2	88	 	 	 	 	 	 	 	 
40085	3	88	 	 	 	 	 	 	 	 
40086	1	25	 	 	 	4	 	1	2	7
40086	2	14	 	 	 	4	 	2	7	88
40086	3	47	4	4	4	4	4	1	2	7
40087	1	38	 	3	 	 	 	7	88	88
40087	2	88	 	 	 	 	 	 	 	 
40087	3	88	 	 	 	 	 	 	 	 
40089	1	23	 	 	1	 	 	7	88	88
40089	2	88	 	 	 	 	 	 	 	 
40089	3	88	 	 	 	 	 	 	 	 
40090	1	88	 	 	 	 	 	 	 	 
40090	2	88	 	 	 	 	 	 	 	 
40090	3	88	 	 	 	 	 	 	 	 
40091	1	47	 	4	4	4	4	18	12	16
40091	2	25	 	 	 	2	 	7	7	7
40091	3	88	 	 	 	 	 	 	 	 
40092	1	47	4	4	4	4	4	16	88	88
40092	2	88	 	 	 	 	 	 	 	 
40092	3	88	 	 	 	 	 	 	 	 
40093	1	1	 	 	 	 	1	7	88	88
40093	2	88	 	 	 	 	 	 	 	 
40093	3	88	 	 	 	 	 	 	 	 
40094	1	39	 	4	4	 	 	16	17	2
40094	2	16	 	4	4	 	 	2	16	7
40094	3	47	 	 	4	4	4	2	1	7
40095	1	88	 	 	 	 	 	 	 	 
40095	2	88	 	 	 	 	 	 	 	 
40095	3	88	 	 	 	 	 	 	 	 
40096	1	39	 	 	3	 	 	17	7	88
40096	2	47	2	2	2	2	2	2	7	88
40096	3	88	 	 	 	 	 	 	 	 
40097	1	16	 	 	 	4	4	1	2	16
40097	2	10	 	 	4	4	4	2	16	7
40097	3	47	 	4	4	4	4	1	2	7
40098	1	37	 	 	1	 	1	7	88	88
40098	2	47	 	 	 	 	4	1	88	88
40098	3	88	 	 	 	 	 	 	 	 
40100	1	47	3	3	4	4	4	2	1	7
40100	2	12	 	 	4	4	4	1	2	7
40100	3	88	 	 	 	 	 	 	 	 
50001	1	88	 	 	 	 	 	 	 	 
50001	2	88	 	 	 	 	 	 	 	 
50001	3	88	 	 	 	 	 	 	 	 
50002	1	14	 	 	 	 	2	19	7	88
50002	2	88	 	 	 	 	 	 	 	 
50002	3	88	 	 	 	 	 	 	 	 
50003	1	88	 	 	 	 	 	 	 	 
50003	2	88	 	 	 	 	 	 	 	 
50003	3	88	 	 	 	 	 	 	 	 
50004	1	37	4	 	 	 	 	1	7	88
50004	2	27	 	 	 	3	 	8	88	88
50004	3	88	 	 	 	 	 	 	 	 
50006	1	88	 	 	 	 	 	 	 	 
50006	2	88	 	 	 	 	 	 	 	 
50006	3	88	 	 	 	 	 	 	 	 
50007	1	1	 	 	 	4	4	9	7	88
50007	2	28	 	 	 	 	4	9	7	88
50007	3	14	 	 	4	 	 	20	7	88
50008	1	16	 	 	 	4	3	18	2	7
50008	2	47	 	 	 	4	4	1	2	7
50008	3	88	 	 	 	 	 	 	 	 
50009	1	88	 	 	 	 	 	 	 	 
50009	2	88	 	 	 	 	 	 	 	 
50009	3	88	 	 	 	 	 	 	 	 
50010	1	27	 	 	 	 	4	1	2	16
50010	2	14	 	 	 	4	 	9	7	88
50010	3	25	 	 	3	 	 	2	1	7
50011	1	27	 	 	 	4	 	7	88	88
50011	2	88	 	 	 	 	 	 	 	 
50011	3	88	 	 	 	 	 	 	 	 
50012	1	34	 	 	4	 	 	9	7	88
50012	2	47	3	3	3	3	3	2	1	7
50012	3	88	 	 	 	 	 	 	 	 
50014	1	25	 	 	 	 	3	7	88	88
50014	2	88	 	 	 	 	 	 	 	 
50014	3	88	 	 	 	 	 	 	 	 
50016	1	88	 	 	 	 	 	 	 	 
50016	2	88	 	 	 	 	 	 	 	 
50016	3	88	 	 	 	 	 	 	 	 
50017	1	47	3	3	3	 	 	2	1	88
50017	2	39	 	 	2	 	 	17	7	88
50017	3	88	 	 	 	 	 	 	 	 
50018	1	40	 	 	 	4	4	18	88	88
50018	2	88	 	 	 	 	 	 	 	 
50018	3	88	 	 	 	 	 	 	 	 
50019	1	27	 	 	 	 	4	16	6	88
50019	2	88	 	 	 	 	 	 	 	 
50019	3	88	 	 	 	 	 	 	 	 
50020	1	88	 	 	 	 	 	 	 	 
50020	2	88	 	 	 	 	 	 	 	 
50020	3	88	 	 	 	 	 	 	 	 
50021	1	88	 	 	 	 	 	 	 	 
50021	2	88	 	 	 	 	 	 	 	 
50021	3	88	 	 	 	 	 	 	 	 
50022	1	14	 	 	4	 	 	2	1	7
50022	2	47	 	 	 	3	 	2	1	7
50022	3	88	 	 	 	 	 	 	 	 
50023	1	29	 	 	 	3	 	17	7	88
50023	2	88	 	 	 	 	 	 	 	 
50023	3	88	 	 	 	 	 	 	 	 
50024	1	32	 	4	 	 	 	7	88	88
50024	2	88	 	 	 	 	 	 	 	 
50024	3	88	 	 	 	 	 	 	 	 
50025	1	47	 	4	4	4	4	18	2	7
50025	2	88	 	 	 	 	 	 	 	 
50025	3	88	 	 	 	 	 	 	 	 
50026	1	38	 	 	 	 	3	20	7	88
50026	2	14	 	 	 	3	 	7	88	88
50026	3	29	 	 	 	3	 	1	7	88
50027	1	27	 	 	 	3	 	1	7	88
50027	2	14	 	 	2	 	 	7	88	88
50027	3	88	 	 	 	 	 	 	 	 
50028	1	29	 	 	 	 	3	1	2	7
50028	2	88	 	 	 	 	 	 	 	 
50028	3	88	 	 	 	 	 	 	 	 
50030	1	37	 	 	 	 	4	17	7	88
50030	2	47	 	3	3	3	3	17	7	88
50030	3	29	 	 	 	 	3	17	7	88
50031	1	27	 	 	 	 	3	1	7	88
50031	2	25	 	 	 	 	3	1	7	88
50031	3	24	 	 	 	3	 	1	7	88
50032	1	88	 	 	 	 	 	 	 	 
50032	2	88	 	 	 	 	 	 	 	 
50032	3	88	 	 	 	 	 	 	 	 
50033	1	47	4	4	4	4	4	2	1	88
50033	2	38	3	3	3	3	3	9	10	7
50033	3	88	 	 	 	 	 	 	 	 
50034	1	88	 	 	 	 	 	 	 	 
50034	2	88	 	 	 	 	 	 	 	 
50034	3	88	 	 	 	 	 	 	 	 
50035	1	88	 	 	 	 	 	 	 	 
50035	2	88	 	 	 	 	 	 	 	 
50035	3	88	 	 	 	 	 	 	 	 
50036	1	1	 	 	 	4	 	7	88	88
50036	2	37	 	 	 	 	2	17	7	88
50036	3	88	 	 	 	 	 	 	 	 
50037	1	88	 	 	 	 	 	 	 	 
50037	2	88	 	 	 	 	 	 	 	 
50037	3	88	 	 	 	 	 	 	 	 
50038	1	14	 	 	 	 	3	7	88	88
50038	2	88	 	 	 	 	 	 	 	 
50038	3	88	 	 	 	 	 	 	 	 
50039	1	47	3	3	3	3	3	2	1	7
50039	2	39	 	 	 	3	3	20	7	88
50039	3	88	 	 	 	 	 	 	 	 
50040	1	14	 	 	 	3	 	7	88	88
50040	2	88	 	 	 	 	 	 	 	 
50040	3	88	 	 	 	 	 	 	 	 
50041	1	47	4	4	4	4	4	2	19	7
50041	2	88	 	 	 	 	 	 	 	 
50041	3	88	 	 	 	 	 	 	 	 
50042	1	27	 	 	 	4	4	9	7	88
50042	2	29	 	 	 	4	4	9	7	88
50042	3	47	3	3	3	3	 	2	1	7
