CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	BURBRLR4	BRNREGR4	BRNZONR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMNR4	AGEGRDR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	WHSCHR4	BRDSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	EMPAN1R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	EMPAN2R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	EMPAN3R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4
10093	9	43	47	 	1	77	77	0	 	 	 	 	 	4	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10093	10	28	32	 	2	22	22	0	 	 	 	 	 	4	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10093	15	10	14	 	1	9	9	0	 	 	 	 	 	1	 	 	 	 	 	23	0	4	99	 	 	 	 	1	7	1	 	1998	1	 	 	4	4	0	0	 	 	9	0	1	0	0	6	2	6	19	1	10	20	6	1	1	0	0	 	 	 	15	1	12	26	1	1	0	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	17	88	88	2	 	 	2	2	0	0
10094	0	8	12	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	0	 	 	 	 	 	 	1	7	1	 	2000	1	 	 	3	4	40	0	5	0	8	0	3	0	0	8	1	4	19	1	10	20	8	1	1	1	0	 	 	 	15	0	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10094	1	53	57	 	1	1	1	1	 	 	 	 	 	1	 	 	 	 	 	 	1	98	98	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	20	9	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10094	2	45	49	 	2	1	1	0	 	 	 	 	0	1	 	 	 	 	 	0	1	99	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	30	6	1	1	1	1	0	 	1	15	0	12	30	7	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	17	88	15	5	 	2	1	0	0
10094	3	23	27	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	1	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	24	8	1	1	1	1	1	0	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10094	4	21	25	 	2	14	14	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10094	5	17	21	 	2	7	7	0	 	 	 	 	 	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10094	6	20	24	 	1	19	14	0	 	 	 	 	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10095	0	8	12	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	0	 	 	 	 	 	 	1	5	1	 	1997	1	 	 	3	4	30	0	4	0	8	2	2	0	0	8	1	3	19	1	10	20	8	1	1	1	0	 	 	 	15	0	12	30	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10095	1	42	46	 	1	1	1	0	 	 	 	 	 	1	 	 	 	 	 	 	1	99	98	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	1	12	12	12	0	0	0	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	1	1
10095	2	33	37	 	2	1	1	1	 	 	 	 	1	1	 	 	 	 	 	0	1	98	99	1	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	8	1	1	1	1	0	 	1	15	0	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10095	3	22	26	 	2	13	13	0	 	 	 	 	 	1	 	 	 	 	 	7	4	98	99	1	8	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	8	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10095	15	9	13	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	1	7	1	 	1995	1	 	 	3	4	30	0	 	 	8	0	2	0	0	8	2	4	19	1	10	20	8	1	1	1	0	 	 	 	15	0	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10095	16	1	5	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	1	0	1	 	2004	1	 	 	2	4	30	0	 	 	10	0	1	0	0	8	0	5	19	1	10	20	8	1	1	1	0	 	 	 	15	1	12	30	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10096	0	8	12	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	1	 	 	 	 	 	 	1	7	1	 	1999	1	 	 	2	1	1450	0	5	0	8	1	1	0	0	7	2	5	19	1	10	20	6	0	1	1	0	 	 	 	15	0	12	15	1	1	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10096	1	45	49	 	1	1	1	0	 	 	 	 	 	1	 	 	 	 	 	 	1	99	99	1	15	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	8	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10096	2	35	39	 	2	1	1	1	 	 	 	 	1	1	 	 	 	 	 	0	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	20	6	1	1	0	1	1	1	1	15	1	8	10	3	1	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10096	3	18	22	 	2	13	13	0	 	 	 	 	 	1	 	 	 	 	 	16	0	98	98	1	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	22	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10096	4	12	16	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	1	11	1	 	1996	1	 	 	2	4	1600	0	 	 	8	0	1	0	0	7	3	5	19	1	10	20	6	0	1	1	0	 	 	 	15	0	12	8	1	1	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	1	22	88	88	2	 	 	4	2	0	0
10096	5	 	15	 	2	 	19	0	 	 	 	 	 	1	 	 	 	 	 	19	0	98	98	 	 	 	 	1	7	3	20	 	 	 	 	 	 	 	 	 	 	7	4	4	0	0	3	1	5	15	1	12	30	6	1	1	1	1	0	 	0	19	1	10	20	3	0	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10096	6	 	0	5	1	 	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10097	0	8	12	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	0	 	 	 	 	 	 	1	5	1	 	2002	1	 	 	3	4	0	0	3	0	10	0	1	0	0	6	2	5	19	1	10	20	6	1	1	1	0	 	 	 	15	0	12	9	1	1	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10097	1	48	52	 	1	1	1	0	 	 	 	 	 	1	 	 	 	 	 	 	1	98	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	30	6	1	1	1	1	0	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	4	88	88	3	 	 	1	2	1	0
10097	2	42	46	 	2	1	1	1	 	 	 	 	1	1	 	 	 	 	 	0	1	99	99	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	4	88	88	7	 	 	2	2	0	0
10097	3	16	20	 	2	7	7	0	 	 	 	 	 	4	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10097	4	14	18	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	1	1	11	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	1	10	26	6	1	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10097	15	9	13	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	0	2	1	 	 	 	 	1	8	1	 	1999	1	 	 	2	4	0	0	 	 	9	0	1	0	0	6	3	5	19	1	10	20	6	1	1	1	0	 	 	 	15	1	12	15	1	1	0	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10097	16	22	26	 	2	20	20	0	 	 	 	 	 	4	 	77	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10097	17	24	28	 	1	19	19	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10097	18	18	22	 	2	19	19	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10097	19	2	6	 	1	7	7	0	 	 	 	 	 	1	 	 	 	 	 	23	 	2	1	 	 	 	 	1	0	1	 	-88	1	 	 	3	4	0	0	 	 	10	0	0	0	0	5	1	8	19	1	10	20	5	0	1	1	0	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10098	0	7	11	 	1	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	 	 	 	 	 	 	 	1	6	1	 	1998	1	 	 	3	4	140	600	1	0	9	0	2	0	0	8	2	3	19	1	10	20	10	1	1	1	0	 	 	 	15	0	12	15	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10098	1	34	38	 	1	1	1	1	 	 	 	 	 	1	 	 	 	 	 	 	1	98	98	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	26	9	1	1	1	1	0	 	1	15	0	12	30	4	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	 	 	 	 	0	0
10098	2	31	35	 	2	1	1	0	 	 	 	 	1	2	 	6	5	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10098	16	4	8	 	2	7	7	0	 	 	 	 	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	0	7	11	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	23	 	 	 	 	 	 	 	1	5	1	 	2002	1	 	 	2	1	4000	3500	5	0	8	0	1	0	0	8	2	5	19	1	12	20	9	1	1	1	0	 	 	 	15	0	12	8	1	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	1	36	40	 	1	1	1	0	 	 	 	 	 	4	 	2	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	2	34	38	 	2	1	1	1	 	 	 	 	0	1	 	 	 	 	 	 	2	99	99	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	88	88	5	 	 	4	11	0	0
10099	3	21	25	 	2	13	13	0	 	 	 	 	 	4	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	4	30	34	 	2	13	13	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	5	39	43	 	1	13	13	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	6	90	-88	 	1	5	5	0	 	 	 	 	 	3	2003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	7	25	29	 	1	2	2	0	 	 	 	 	 	1	 	 	 	 	 	24	0	99	99	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	25	6	1	1	1	1	1	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10099	8	20	24	 	2	20	20	0	 	 	 	 	 	4	 	77	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10099	9	11	15	 	2	11	11	0	 	 	 	 	 	1	 	 	 	 	 	11	0	98	98	 	 	 	 	1	6	1	 	2000	1	 	 	3	4	0	0	 	 	8	0	2	0	0	7	1	6	19	1	10	5	7	1	1	1	0	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10100	0	8	12	 	2	0	0	 	0	2	14	1407	 	1	 	 	 	 	 	26	0	 	 	 	 	 	 	1	4	1	 	2002	1	 	 	3	1	2500	600	4	0	9	0	1	0	0	9	1	4	19	1	12	20	8	1	1	1	0	 	 	 	15	1	12	8	1	0	1	0	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10100	1	67	71	 	2	5	5	0	 	 	 	 	 	1	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10100	2	34	38	 	1	13	13	0	 	 	 	 	 	4	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10100	3	32	36	 	2	1	1	1	 	 	 	 	0	1	 	 	 	 	 	23	5	1	99	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	16	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
10100	4	30	34	 	2	13	13	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10100	5	12	16	 	2	14	14	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
10100	15	10	14	 	2	14	14	0	 	 	 	 	 	2	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	0	7	11	 	2	0	0	 	1	 	 	 	 	1	 	 	 	 	 	26	 	 	 	 	 	 	 	1	4	1	 	2002	1	 	 	3	4	92	0	3	0	9	0	2	0	0	8	2	3	19	1	10	20	8	1	1	1	0	 	 	 	15	1	12	30	2	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	1	74	-88	 	1	6	6	0	 	 	 	 	 	3	1998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	2	58	62	 	2	5	5	1	 	 	 	 	 	1	 	 	 	 	 	 	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	30	5	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	21	88	88	6	 	 	1	2	0	0
20001	3	41	45	 	2	13	13	0	 	 	 	 	 	4	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	4	35	39	 	1	1	1	0	 	 	 	 	 	4	 	1	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	5	40	44	 	1	13	13	0	 	 	 	 	 	4	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	6	36	40	 	1	13	13	0	 	 	 	 	 	4	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	7	28	32	 	2	1	1	0	 	 	 	 	0	4	 	1	5	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	15	10	15	 	2	7	7	0	 	 	 	 	 	1	 	 	 	 	 	26	0	98	98	 	 	 	 	1	8	1	 	1998	1	 	 	3	4	74	0	 	 	9	0	3	0	0	8	2	2	19	1	10	20	8	1	1	1	0	 	 	 	15	1	12	30	3	1	1	1	1	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0
20001	16	17	21	 	2	13	13	0	 	 	 	 	 	4	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
20001	17	22	26	 	2	13	13	0	 	 	 	 	 	4	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 
