CHILDCODE	LIDR4	GAVCRDR4	WHORCVR4	TKEOUTR4	LOANMTR4	LOANYRR4	AMTCRDR4	INTRTR4	FINPAYR4	PYTIMER4	NOBACKR4
60053	3	10	1	1	10	2005	500	0	1	0	11
60053	4	10	2	2	9	2005	500	5	1	0	11
60053	5	7	2	14	8	2005	3500	18	0	 	 
60053	6	7	2	14	8	2004	2800	18	1	1	 
60053	7	7	2	14	8	2003	2000	18	1	1	 
60053	8	7	2	14	8	2002	1600	18	1	1	 
60054	1	6	1	1	7	2003	5000	10	0	 	 
60054	2	2	1	1	11	2005	300	14	0	 	 
60054	3	10	1	1	12	2005	1000	0	0	 	 
60054	4	10	1	2	11	2005	400	0	0	 	 
60055	1	7	1	1	8	2002	2800	18	1	1	 
60055	2	7	1	1	8	2003	3000	18	1	1	 
60055	3	7	1	1	8	2004	3800	18	1	1	 
60055	4	7	1	1	8	2005	4000	18	0	 	 
60055	5	10	1	1	3	2006	500	0	0	 	 
60056	1	7	1	1	8	2002	3000	18	1	1	 
60056	2	7	1	1	8	2003	3000	18	1	1	 
60056	3	7	1	1	8	2004	2000	18	0	 	 
60056	4	8	1	7	8	2003	2000	0	1	1	 
60059	1	7	2	1	7	2005	3500	18	0	 	 
60059	2	7	2	1	7	2004	3000	18	1	1	 
60059	3	7	2	1	7	2003	3000	18	1	1	 
60059	4	7	2	1	7	2002	3000	18	1	1	 
60059	5	10	1	1	9	2005	400	50	0	 	 
60060	1	7	1	16	8	2002	2800	18	1	1	 
60060	2	7	1	1	8	2003	2800	18	1	1	 
60060	3	7	1	10	8	2004	3000	18	1	1	 
60060	4	7	1	2	9	2005	3000	18	0	 	 
60061	1	8	1	10	4	2006	200	0	0	 	 
60062	1	2	1	1	10	2005	600	14	0	 	 
60063	1	7	1	1	8	2002	3000	18	1	1	 
60064	1	10	2	16	1	2004	200	0	1	1	 
60065	1	2	1	1	10	2002	250	7	1	0	2
60065	2	2	1	1	10	2003	250	7	1	0	2
60065	3	2	1	1	10	2004	270	14	1	0	2
60065	4	2	1	1	10	2005	300	14	0	 	 
60066	1	7	1	1	8	2002	1500	18	1	1	 
60066	2	7	1	1	8	2003	2500	18	1	1	 
60066	3	7	1	1	8	2004	2500	18	1	1	 
60066	4	7	1	2	8	2005	4000	18	0	 	 
60067	1	7	1	1	7	2002	1500	18	1	1	 
60067	2	7	1	1	7	2003	2500	18	1	1	 
60067	3	10	1	2	4	2005	200	0	1	1	 
60068	1	10	1	10	2	2006	1000	0	0	 	 
60068	2	8	1	10	2	2006	1000	0	0	 	 
60071	1	8	1	8	7	2005	300	0	1	1	 
60074	1	2	16	1	11	2005	600	14	0	 	 
60074	2	2	16	1	10	2004	1125	14	1	1	 
60074	3	2	16	1	11	2003	350	7	1	1	 
60074	4	2	16	1	11	2002	500	7	1	1	 
60076	1	8	2	2	11	2005	600	0	1	1	 
60077	1	7	2	10	6	2003	2400	18	1	1	 
60077	2	7	2	14	8	2004	2600	18	1	1	 
60077	3	7	2	2	8	2005	3000	18	0	 	 
60078	1	2	17	1	11	2005	300	14	0	 	 
60080	1	10	1	1	11	2005	600	0	1	1	 
60081	1	6	2	2	9	2005	200	10	1	1	 
60081	2	6	2	1	11	2005	300	10	1	1	 
60082	1	10	4	2	2	2006	100	0	1	1	 
60082	2	10	4	2	9	2005	100	0	1	1	 
60082	3	10	4	2	5	2006	100	0	1	1	 
60083	1	7	2	14	7	2005	3200	18	1	1	 
60083	2	10	1	1	2	2006	300	0	1	1	 
60083	3	2	1	1	2	2006	300	10	0	 	 
60083	4	7	2	14	8	2004	3000	18	1	1	 
60083	5	7	2	14	7	2003	2500	18	1	1	 
60083	6	7	2	14	7	2002	1500	18	1	1	 
60084	1	8	2	6	2	2006	1700	0	0	 	 
60084	2	8	1	6	2	2006	400	0	0	 	 
60084	3	8	1	6	2	2006	500	0	0	 	 
60084	4	8	1	6	2	2006	700	0	0	 	 
60084	5	8	1	6	2	2006	1500	0	0	 	 
60084	6	8	1	1	2	2005	1000	0	1	1	 
60085	1	7	1	1	7	2002	2200	18	1	1	 
60085	2	7	1	1	7	2003	2800	18	1	1	 
60085	3	7	1	14	7	2004	3000	18	1	1	 
60085	4	7	1	1	7	2005	4000	18	0	 	 
60085	5	8	1	10	6	2005	3000	0	1	1	 
60086	1	7	2	1	8	2002	2500	18	1	1	 
60086	2	7	2	1	8	2003	3000	18	1	1	 
60086	3	7	2	1	8	2004	3000	18	1	1	 
60086	4	7	2	7	8	2005	3000	18	0	 	 
60086	5	11	2	2	7	2003	3000	18	0	 	 
60086	6	10	1	16	1	2006	2000	0	0	 	 
60087	1	7	2	1	8	2003	2000	18	1	1	 
60087	2	7	2	1	8	2004	1500	18	1	1	 
60087	3	7	2	1	8	2005	2300	18	0	 	 
60087	4	8	2	2	1	2006	50	0	1	1	 
60087	5	8	1	1	2	2006	100	0	1	1	 
60088	1	7	2	1	8	2002	1500	18	1	1	 
60088	2	7	2	1	8	2003	1500	18	1	1	 
60088	3	7	2	1	8	2004	1500	18	1	1	 
60088	4	7	2	1	8	2005	2000	18	0	 	 
60088	5	8	2	2	12	2005	80	0	1	1	 
60088	6	8	1	18	8	2005	500	0	1	1	 
60089	1	2	1	1	11	2002	400	7	1	1	 
60089	2	8	1	2	5	2006	150	0	1	1	 
60091	1	10	1	10	9	2005	200	0	1	1	 
60091	2	10	1	2	1	2005	410	0	1	1	 
60092	1	7	2	1	8	2002	1500	18	1	1	 
60092	2	7	2	1	8	2003	1800	18	1	1	 
60092	3	7	2	1	8	2004	1900	18	1	1	 
60092	4	7	2	1	8	2005	1900	18	0	 	 
60092	5	8	1	2	9	2004	800	0	0	 	 
60092	6	8	1	2	9	2005	500	0	1	1	 
60093	1	4	1	19	5	2005	4000	5	0	 	 
60093	2	7	1	14	8	2002	3500	18	1	1	 
60093	3	7	1	14	8	2003	3500	18	1	1	 
60093	4	7	1	14	8	2004	3500	18	1	1	 
60093	5	7	1	14	8	2005	4000	18	0	 	 
60094	1	7	2	1	10	2002	2000	18	1	1	 
60094	2	8	2	1	10	2005	100	0	1	1	 
60094	3	8	1	7	2	2006	100	0	0	 	 
60095	1	8	1	19	1	2005	7000	0	0	 	 
60095	2	8	1	19	2	2005	16000	0	1	1	 
60095	3	7	1	19	7	2005	30000	18	0	 	 
60096	1	6	5	10	10	2004	350	120	1	1	 
60097	1	7	2	1	8	2003	1000	18	1	1	 
60097	2	7	2	1	8	2004	2000	18	1	1	 
60097	3	7	2	1	8	2005	2000	18	0	 	 
60098	1	7	1	1	7	2004	2800	18	1	0	6
60098	2	7	1	1	7	2005	2900	18	0	 	 
60098	3	8	1	8	7	2005	1000	0	0	 	 
60100	1	7	2	1	8	2002	3000	18	1	1	 
60100	2	7	2	14	8	2003	3500	18	1	1	 
60100	3	7	2	14	8	2004	4000	18	1	1	 
60100	4	7	2	14	8	2005	4000	18	0	 	 
70001	1	7	1	2	7	2005	2000	18	0	 	 
70001	2	6	1	15	11	2005	1000	18	0	 	 
70002	1	8	1	10	11	2005	600	0	1	1	 
70002	2	8	2	8	8	2004	400	0	1	1	 
70003	1	7	2	7	7	2004	1000	18	1	1	 
70003	2	7	2	2	7	2005	1000	18	0	 	 
70004	1	7	2	10	6	2002	1500	18	1	1	 
70004	2	7	2	14	7	2003	1900	18	1	1	 
70004	3	7	2	14	7	2005	5000	18	0	 	 
70004	4	4	1	2	11	2005	600	5	0	 	 
70006	1	7	1	8	8	2002	2000	18	0	 	 
70007	1	4	1	2	1	2006	600	0	0	 	 
70007	2	6	1	1	8	2003	5000	15	0	 	 
70008	1	6	1	1	10	2004	1500	10	0	 	 
70008	2	6	1	2	8	2005	4900	10	0	 	 
70008	3	10	1	1	9	2004	4000	0	0	 	 
70008	4	4	1	11	1	2005	100	50	1	1	 
70008	5	8	2	2	11	2005	125	0	0	 	 
70008	6	8	1	2	1	2006	200	15	0	 	 
70008	7	8	1	2	1	2006	200	15	0	 	 
70008	8	8	2	2	10	2005	200	0	0	 	 
70008	9	10	2	2	8	2005	100	12	0	 	 
70009	1	6	1	1	11	2002	5000	7	0	 	 
70009	2	2	1	1	10	2003	300	10	1	1	 
70009	3	2	1	1	7	2004	120	10	1	1	 
70009	4	2	1	1	9	2005	400	10	1	1	 
70009	5	4	1	2	10	2005	1200	4	0	 	 
70009	6	4	1	2	1	2006	400	3	0	 	 
70010	1	7	2	10	3	2005	4500	18	0	 	 
70011	1	10	2	2	1	2003	200	0	1	1	 
70011	2	8	2	7	10	2003	300	0	1	1	 
70012	1	4	1	2	12	2003	170	5	1	1	 
70012	2	4	1	2	12	2004	150	5	1	1	 
70012	3	4	1	1	9	2005	100	5	0	 	 
70012	4	4	1	2	11	2005	200	5	0	 	 
70014	1	4	1	6	12	2005	3000	5	1	0	11
70014	2	4	1	6	1	2005	5000	5	1	0	11
70015	1	7	1	1	6	2002	500	18	1	1	 
70015	2	7	1	1	6	2003	600	18	1	1	 
70015	3	7	1	1	6	2004	700	18	1	1	 
70015	4	6	1	18	2	2004	300	5	1	1	 
70015	5	6	1	2	10	2005	200	5	0	 	 
70016	1	6	2	2	5	2005	600	5	0	 	 
70016	2	9	1	2	1	2006	400	5	0	 	 
70019	1	7	2	3	7	2003	1000	18	1	1	 
70019	2	7	2	2	7	2004	1000	18	1	1	 
70019	3	7	2	1	7	2005	1500	18	0	 	 
70021	1	6	1	1	8	2005	300	4	0	 	 
70022	1	4	1	18	6	2003	2000	5	1	1	 
70022	2	7	2	18	6	2003	2000	18	1	1	 
70022	3	7	2	2	7	2002	1000	18	1	1	 
70023	1	4	2	2	2	2006	100	5	0	 	 
70023	2	4	1	2	11	2005	400	5	1	1	 
70024	1	4	1	1	8	2005	300	5	0	 	 
70025	1	10	1	8	1	2006	2000	0	0	 	 
70026	1	6	1	1	11	2002	5000	5	0	 	 
70026	2	8	1	2	8	2005	400	0	1	1	 
70026	3	4	1	2	10	2005	300	5	1	1	 
70026	4	4	1	2	11	2005	200	5	1	1	 
70027	1	7	2	4	7	2003	2000	18	1	1	 
70027	2	7	2	10	7	2004	2000	18	1	1	 
70028	1	6	1	8	8	2002	5000	5	0	 	 
70029	1	10	3	15	1	2005	60	0	1	1	 
70029	2	9	3	11	3	2005	100	5	0	 	 
70030	1	7	3	10	4	2005	3000	15	0	 	 
70031	1	7	16	10	8	2005	2500	18	0	 	 
70032	1	4	2	2	1	2005	250	5	1	1	 
70033	1	8	1	2	1	2006	500	0	0	 	 
70033	2	8	2	2	11	2005	50	0	1	1	 
70035	1	6	2	1	8	2004	5000	10	0	 	 
70035	2	9	2	2	1	2005	500	5	1	1	 
70036	1	8	3	7	4	2004	500	50	1	1	 
70036	2	8	2	2	1	2005	400	50	1	1	 
70038	1	2	1	10	77	2002	600	18	1	1	 
70038	2	4	1	2	11	2005	600	5	1	1	 
70038	3	4	1	2	1	2006	500	5	0	 	 
70041	1	7	1	8	10	2005	7000	18	0	 	 
70042	1	7	2	2	3	2005	4000	18	0	 	 
70045	1	8	2	2	11	2005	80	0	0	 	 
70045	2	8	1	1	1	2006	3300	0	0	 	 
70047	1	9	1	2	2	2005	100	110	0	 	 
70048	1	4	2	16	12	2005	200	5	1	1	 
70048	2	4	2	16	1	2006	400	5	0	 	 
70049	1	7	2	3	7	2003	2000	15	1	1	 
70049	2	7	2	3	7	2004	2400	18	1	1	 
70049	3	7	2	3	7	2005	4000	18	0	 	 
70049	4	8	1	2	11	2005	500	0	0	 	 
70050	1	7	2	2	3	2005	2000	18	1	1	 
70050	2	7	2	2	3	2006	3000	18	0	 	 
70050	3	6	1	2	10	2005	400	5	0	 	 
70050	4	6	1	2	9	2004	2000	5	1	1	 
70051	1	7	2	2	3	2005	5000	18	1	1	 
70054	1	7	21	1	6	2002	2000	18	1	1	 
70054	2	7	21	1	6	2003	2500	18	1	1	 
70054	3	7	21	1	6	2004	3000	18	1	1	 
70054	4	8	16	19	8	2004	2000	0	1	1	 
70054	5	8	16	19	9	2004	3000	0	1	1	 
70054	6	7	21	1	6	2005	5000	18	0	 	 
70054	7	8	16	2	1	2005	200	0	1	1	 
70054	8	8	16	2	2	2005	300	0	1	1	 
70055	1	6	1	14	9	2002	5000	18	0	 	 
70056	1	7	1	3	3	2006	3000	18	0	 	 
70056	2	8	1	16	1	2006	300	0	0	 	 
70056	3	4	1	2	11	2006	200	60	1	1	 
70057	1	7	2	1	7	2003	1000	18	1	1	 
70057	2	7	2	1	7	2004	2000	18	1	1	 
70057	3	7	2	1	7	2005	3000	18	1	1	 
70057	4	8	2	2	1	2006	200	0	0	 	 
70059	1	7	2	2	7	2002	1500	18	1	1	 
70059	2	7	2	14	7	2003	1200	18	1	1	 
70059	3	7	2	8	7	2004	2000	18	1	1	 
70059	4	10	1	18	6	2005	1000	5	1	1	 
70059	5	7	2	10	7	2005	2000	18	0	 	 
70059	6	6	1	2	9	2005	200	5	0	 	 
70060	1	4	1	2	9	2005	200	5	0	 	 
70060	2	8	1	2	11	2005	500	0	1	1	 
70060	3	8	1	2	1	2006	80	0	1	0	12
70060	4	8	1	12	12	2002	1300	0	1	1	 
70062	1	6	1	1	11	2002	5000	7	0	 	 
70062	2	8	1	15	1	2006	100	0	0	 	 
70063	1	6	2	1	8	2003	6000	15	0	 	 
70063	2	8	1	1	6	2005	1000	18	0	 	 
70063	3	8	1	2	1	2006	300	10	0	 	 
70064	1	10	2	2	1	2006	1000	5	0	 	 
70064	2	4	2	2	4	2002	300	5	1	1	 
70065	1	4	2	1	12	2005	3000	30	1	1	 
70065	2	8	2	1	6	2006	1000	50	0	 	 
70066	1	7	2	4	7	2004	2000	18	1	1	 
70066	2	10	2	4	1	2006	400	0	0	 	 
70067	1	6	1	10	9	2005	600	5	0	 	 
70067	2	6	1	2	9	2004	400	5	1	1	 
70068	1	7	1	3	6	2004	4000	18	0	 	 
70069	1	6	1	1	7	2002	3000	7	0	 	 
70069	2	6	1	1	5	2002	300	5	1	0	2
70069	3	8	1	10	10	2005	400	0	0	 	 
70069	4	7	1	1	7	2002	3000	18	1	1	 
70071	1	10	1	2	12	2005	400	0	0	 	 
70071	2	6	1	2	9	2005	150	0	1	1	 
70072	1	7	1	1	1	2005	6600	18	0	 	 
70072	2	10	1	2	1	2006	300	5	0	 	 
70073	1	8	1	1	9	2004	400	0	1	1	 
70073	2	8	1	2	10	2005	350	0	0	 	 
70073	3	4	1	1	7	2005	200	5	1	1	 
70073	4	8	2	2	3	2006	100	0	0	 	 
70074	1	7	2	14	6	2002	2500	18	1	1	 
70074	2	7	2	1	6	2003	3000	18	1	1	 
70074	3	7	2	16	6	2004	3000	18	1	1	 
70074	4	7	2	14	6	2005	3000	18	0	 	 
70075	1	4	1	1	2	2005	200	5	1	1	 
70075	2	4	1	15	1	2006	150	5	0	 	 
70076	1	8	2	7	10	2005	100	0	1	0	11
70077	1	1	3	16	1	2002	1500	18	0	 	 
70081	1	8	2	7	3	2005	1000	0	1	1	 
70083	1	7	2	4	4	2005	4000	18	0	 	 
70086	1	7	2	14	7	2004	1000	18	1	1	 
70086	2	7	2	14	7	2005	2400	18	1	1	 
70086	3	7	2	14	7	2005	2400	18	0	 	 
70088	1	9	1	1	10	2003	700	10	1	1	 
70088	2	9	1	1	10	2004	300	10	1	1	 
70088	3	9	1	2	10	2005	500	10	0	 	 
70090	1	7	1	1	6	2002	1600	18	1	1	 
70090	2	7	1	1	6	2003	2500	18	1	1	 
70090	3	7	1	1	6	2004	3000	18	1	1	 
70090	4	7	1	1	6	2005	3500	18	0	 	 
70090	5	13	1	4	8	2005	1000	0	1	1	 
70090	6	13	1	1	12	2005	1000	0	0	 	 
70090	7	13	1	2	1	2006	500	0	1	1	 
70091	1	10	1	1	5	2004	500	0	1	1	 
70094	1	6	1	10	5	2003	5000	18	0	 	 
70096	1	7	1	8	8	2002	6000	18	0	 	 
70097	1	4	2	2	11	2004	100	5	1	1	 
70097	2	4	2	2	11	2004	100	5	1	1	 
70097	3	4	2	2	2	2006	200	5	0	 	 
70097	4	4	2	2	2	2006	100	5	0	 	 
70098	1	10	2	2	11	2004	1000	4	0	 	 
70099	1	7	2	14	3	2005	2200	18	1	1	 
70099	2	6	1	2	6	2005	200	5	0	 	 
70100	1	7	2	8	7	2003	2000	18	1	1	 
70100	2	7	2	2	7	2004	1500	18	1	1	 
70100	3	7	2	2	7	2005	1800	18	0	 	 
70100	4	4	1	2	1	2005	600	10	1	0	11
70100	5	8	1	2	12	2005	200	0	0	 	 
80003	1	10	1	41	4	2005	200	0	1	1	 
80003	2	9	1	13	11	2005	500	0	0	 	 
80005	1	3	1	1	3	2002	1360	0	0	 	 
80006	1	7	1	12	12	2005	4000	10	0	 	 
80007	1	8	1	2	11	2004	200	0	1	1	 
80007	2	8	1	2	10	2005	180	0	1	1	 
80007	3	9	2	2	6	2005	50	0	1	1	 
80008	1	8	2	7	9	2005	500	0	1	1	 
80009	1	8	3	2	11	2005	100	0	1	1	 
80009	2	8	3	6	1	2004	100	0	1	1	 
80009	3	15	3	18	6	2005	100	0	0	 	 
80009	4	4	6	15	1	2006	50	0	1	1	 
80010	1	8	1	2	2	2005	450	0	0	 	 
80010	2	10	2	7	2	2005	400	0	0	 	 
80012	1	7	2	1	6	2005	1400	15	1	0	11
80012	2	10	2	7	4	2005	100	0	0	 	 
80012	3	10	2	7	5	2005	300	0	0	 	 
80012	4	9	2	7	8	2004	400	0	0	 	 
80012	5	7	1	1	7	2002	1000	15	0	 	 
80013	1	2	2	1	9	2005	2000	10	1	1	 
80013	2	7	1	14	1	2004	3000	10	0	 	 
80013	3	15	2	1	9	2003	1000	10	1	1	 
80015	1	7	2	19	3	2002	1500	15	0	 	 
80015	2	7	2	19	9	2003	2000	15	0	 	 
80015	3	7	2	19	10	2005	2000	15	1	0	11
80015	4	10	2	7	6	2002	200	0	0	 	 
80015	5	10	2	10	8	2003	50	0	0	 	 
80015	6	9	2	2	2	2004	300	0	0	 	 
80015	7	9	2	7	9	2004	200	0	0	 	 
80015	8	10	2	2	1	2006	100	0	0	 	 
80016	1	7	1	8	10	2004	3000	360	0	 	 
80017	1	7	1	4	4	2005	5200	15	0	 	 
80017	2	8	1	12	8	2005	500	0	1	1	 
80017	3	8	1	19	11	2005	200	0	1	1	 
80017	4	10	1	7	12	2003	600	0	1	0	3
80018	1	8	4	2	8	2005	2700	0	1	1	 
80018	2	8	4	2	11	2005	200	0	1	1	 
80019	1	8	1	10	1	2005	1500	0	1	1	 
80019	2	10	1	2	7	2005	91	0	0	 	 
80020	1	9	1	6	11	2004	300	0	1	1	 
80021	1	7	1	1	5	2005	4000	8	0	 	 
80021	2	10	2	15	3	2005	500	0	1	1	 
80022	1	8	2	7	11	2005	400	0	0	 	 
80022	2	10	2	2	9	2004	200	0	0	 	 
80023	1	7	1	1	3	2004	2500	15	1	1	 
80023	2	10	1	1	2	2005	200	0	1	1	 
80024	1	10	1	10	10	2005	200	0	1	1	 
80024	2	9	1	16	1	2004	100	0	1	1	 
80024	3	10	1	4	7	2004	50	0	1	1	 
80024	4	8	1	1	8	2005	100	0	1	1	 
80024	5	9	2	6	1	2005	300	0	1	1	 
80024	6	9	2	4	7	2005	200	0	1	1	 
80025	1	8	1	2	12	2005	100	0	1	1	 
80025	2	10	0	2	11	2005	50	0	1	1	 
80027	1	9	1	2	11	2005	300	0	1	0	11
80028	1	10	2	4	11	2005	50	0	1	1	 
80029	1	10	1	10	9	2002	100	0	0	 	 
80029	2	10	1	10	2	2003	100	0	0	 	 
80029	3	10	1	10	12	2004	100	0	0	 	 
80029	4	8	2	7	9	2005	50	0	0	 	 
80030	1	10	20	12	1	20006	7000	0	1	1	 
80031	1	8	1	7	9	2002	1000	0	1	1	 
80031	2	9	2	2	2	2002	200	0	1	1	 
80031	3	8	2	17	5	2003	350	0	1	1	 
80031	4	8	2	2	3	2004	150	0	1	1	 
80031	5	10	2	2	10	2005	50	0	1	1	 
80031	6	9	2	2	2	2006	200	0	0	 	 
80032	1	10	2	19	11	2005	200	0	1	1	 
80033	1	10	1	6	9	2005	200	0	1	1	 
80034	1	8	2	2	3	2005	350	0	1	1	 
80034	2	10	1	7	3	2005	150	0	1	1	 
80034	3	8	1	2	8	2005	500	0	1	1	 
80036	1	8	3	6	6	2002	150	0	0	 	 
80036	2	8	3	41	5	2002	200	0	0	 	 
80036	3	8	3	41	5	2004	300	0	0	 	 
80037	1	8	1	1	12	2004	1000	0	1	1	 
80037	2	9	1	7	1	2005	150	0	1	1	 
80038	1	8	1	10	2	2002	200	0	1	1	 
80038	2	8	1	10	5	2002	70	0	1	1	 
80038	3	8	1	2	10	2002	100	0	1	1	 
80038	4	10	1	40	4	2003	650	0	1	1	 
80038	5	7	1	2	4	2005	4000	15	0	 	 
80038	6	10	1	2	1	2006	600	0	0	 	 
80040	1	13	1	13	2	2005	3000	0	0	 	 
80040	2	8	1	6	1	2006	300	0	1	1	 
80041	1	8	2	7	3	2005	500	0	1	0	3
80041	2	8	2	6	77	2004	112	0	1	1	 
80041	3	8	2	2	11	2003	500	0	1	0	12
80042	1	9	2	7	10	2004	4000	0	0	 	 
80042	2	9	2	7	12	2005	300	0	1	1	 
80043	1	9	1	6	2	2005	3000	0	1	1	 
80045	1	7	2	14	4	2005	5000	13	0	 	 
80045	2	9	2	15	1	2006	90	0	0	 	 
80045	3	10	2	13	12	2006	335	0	0	 	 
80046	1	7	1	1	5	2004	1500	15	1	1	 
80046	2	10	1	6	3	2005	100	0	1	1	 
80047	1	9	1	6	11	2002	100	0	0	 	 
80047	2	9	2	2	11	2002	200	0	0	 	 
80047	3	9	2	2	12	2003	100	0	0	 	 
80047	4	9	2	1	2	2006	200	0	0	 	 
80048	1	7	1	13	4	2005	3000	11	0	 	 
80048	2	9	2	7	8	2005	1000	0	1	1	 
80048	3	5	1	4	12	2005	325	0	0	 	 
80049	1	7	1	1	2	2005	1500	10	1	1	 
80049	2	9	2	10	12	2006	300	0	1	1	 
80049	3	10	1	1	1	2006	500	0	1	1	 
80050	1	10	3	7	1	2005	300	0	1	1	 
80050	2	10	2	17	7	2005	150	0	1	1	 
80050	3	10	3	6	2	2003	400	0	1	1	 
80050	4	10	2	17	11	2004	200	0	1	1	 
80051	1	9	2	17	2	2006	300	0	1	1	 
80051	2	10	2	6	1	2006	100	0	1	1	 
80051	3	10	2	2	12	2005	400	0	0	 	 
80052	1	7	1	41	2	2004	2500	15	1	1	 
80052	2	10	1	2	5	2004	4000	0	0	 	 
80052	3	10	1	6	3	2005	200	0	0	 	 
80052	4	10	1	10	8	2003	1500	0	0	 	 
80052	5	10	1	10	1	2006	150	0	0	 	 
80054	1	10	1	2	2	2006	300	0	1	1	 
80055	1	4	1	1	11	2003	500	20	1	1	 
80056	1	4	1	2	11	2003	200	0	1	1	 
80057	1	9	2	7	2	2002	250	0	0	 	 
80057	2	10	2	2	12	2003	150	0	0	 	 
80057	3	10	2	10	9	2004	300	0	0	 	 
80058	1	8	2	15	4	2005	800	0	1	1	 
80058	2	8	2	7	11	2005	400	0	0	 	 
80058	3	10	2	15	1	2006	110	0	0	 	 
80058	4	9	2	7	5	2002	1000	0	1	1	 
80059	1	8	2	16	1	2006	300	0	0	 	 
80059	2	10	2	2	12	2005	400	0	1	1	 
80060	1	8	7	17	1	2006	400	0	1	1	 
80060	2	10	8	7	2	2005	200	0	1	1	 
80060	3	10	8	6	5	2004	100	0	1	1	 
80062	1	10	1	12	2	2006	2000	0	1	1	 
80062	2	13	1	1	7	2005	500	0	1	1	 
80063	1	10	2	6	12	2005	250	0	1	1	 
80063	2	10	2	13	4	2005	1300	0	1	1	 
80065	1	10	1	2	9	2004	770	0	0	 	 
80065	2	8	2	6	1	2006	50	0	0	 	 
80065	3	8	1	6	11	2003	70	0	0	 	 
80065	4	8	1	6	2	2003	80	0	0	 	 
80067	1	10	1	10	11	2005	10000	0	0	 	 
80067	2	10	1	41	9	2002	1000	0	1	1	 
80067	3	8	1	7	4	2004	1000	0	1	1	 
80070	1	10	1	17	7	2005	1500	0	0	 	 
80070	2	10	1	1	9	2004	200	0	1	0	2
80070	3	8	1	6	10	2003	100	0	1	1	 
80070	4	9	4	7	11	2005	200	0	1	1	 
80071	1	9	1	7	2	2005	200	0	1	1	 
80071	2	10	1	6	7	2004	100	0	1	1	 
80072	1	7	1	1	8	2002	3000	12	1	1	 
80073	1	10	2	8	3	2005	1000	0	0	 	 
80073	2	10	1	6	2	2005	200	0	1	1	 
80073	3	8	1	15	1	2005	150	0	1	1	 
80073	4	9	2	13	4	2005	400	0	1	1	 
80074	1	8	2	6	5	2005	1000	0	0	 	 
80075	1	5	1	7	3	2005	5400	0	0	 	 
80076	1	10	17	10	12	2005	150	0	1	1	 
80076	2	10	17	7	1	2005	300	0	1	1	 
80078	1	10	1	17	1	2002	500	0	1	1	 
80078	2	10	1	13	9	2003	300	0	1	1	 
80078	3	9	2	10	11	2003	300	0	1	1	 
80078	4	8	1	13	11	2005	1000	0	1	1	 
80079	1	10	1	3	4	2005	1500	0	1	1	 
80080	1	8	1	8	4	2003	700	0	1	1	 
80081	1	15	2	2	3	2005	200	0	1	1	 
80082	1	9	1	7	12	2002	100	0	0	 	 
80083	1	10	1	13	12	2006	500	0	0	 	 
80083	2	9	1	17	3	2003	500	0	1	1	 
80083	3	9	2	10	1	2005	150	0	0	 	 
80084	1	10	2	6	3	2005	200	0	1	1	 
80084	2	9	2	13	11	2005	100	0	1	1	 
80085	1	9	1	6	12	2005	200	0	1	1	 
80085	2	7	1	40	4	2005	4000	15	0	 	 
80086	1	10	3	2	1	2002	50	0	1	1	 
80086	2	10	3	2	10	2002	100	0	1	1	 
80086	3	10	3	2	11	2004	150	0	1	1	 
80086	4	10	2	3	10	2005	100	0	1	1	 
80086	5	10	2	2	11	2005	100	0	1	1	 
80087	1	8	1	7	9	2004	1500	0	1	1	 
80087	2	10	1	17	2	2005	700	0	1	1	 
80088	1	8	2	2	10	2005	100	0	1	1	 
80088	2	8	2	2	11	2004	200	0	1	1	 
80088	3	9	2	6	12	2005	100	0	1	1	 
80089	1	10	1	15	1	2006	1000	0	0	 	 
80090	1	8	2	2	11	2002	200	0	0	 	 
80090	2	10	2	6	6	2002	400	40	0	 	 
80090	3	10	2	6	10	2002	150	0	0	 	 
80090	4	8	2	2	5	2003	80	0	0	 	 
80090	5	10	2	2	12	2004	200	0	0	 	 
80090	6	10	2	2	9	2005	1500	40	0	 	 
80090	7	8	2	2	1	2006	550	0	1	0	11
80091	1	10	1	17	11	2002	100	0	1	1	 
80091	2	10	1	6	1	2003	300	0	1	0	6
80092	1	8	1	41	6	2005	500	0	1	1	 
80092	2	9	2	2	5	2005	300	0	1	1	 
80093	1	8	1	11	11	2004	100	0	1	1	 
80094	1	9	2	15	2	2003	2000	0	1	1	 
80094	2	8	2	7	2	2004	100	0	1	1	 
80094	3	4	2	1	11	2004	2000	0	1	1	 
80095	1	10	1	7	2	2002	500	0	0	 	 
80095	2	9	2	6	2	2002	400	0	0	 	 
80095	3	10	1	2	12	2005	1200	0	0	 	 
80096	1	10	1	7	12	2005	600	0	0	 	 
80096	2	10	1	1	2	2006	100	0	0	 	 
80096	3	10	2	2	1	2002	100	0	0	 	 
80096	4	10	2	2	11	2005	200	0	0	 	 
80096	5	10	1	1	10	2004	200	0	0	 	 
80097	1	9	2	13	7	2005	200	0	1	0	12
80097	2	10	2	10	10	2005	100	0	1	1	 
80098	1	10	1	7	7	2002	150	0	0	 	 
80098	2	7	1	1	4	2003	2500	15	0	 	 
80098	3	7	1	1	1	2004	3000	15	0	 	 
80098	4	7	1	1	7	2004	3000	15	0	 	 
80098	5	7	1	1	7	2005	4000	15	0	 	 
80099	1	10	1	7	2	2004	100	0	0	 	 
