CHILDCODE	LIDR4	GAVCRDR4	WHORCVR4	TKEOUTR4	LOANMTR4	LOANYRR4	AMTCRDR4	INTRTR4	FINPAYR4	PYTIMER4	NOBACKR4
160089	2	2	1	1	11	2004	2100	0	1	1	 
160090	1	10	1	1	2	2003	1400	0	1	1	 
160090	2	7	1	19	2	2003	3000	1150	1	1	 
160090	3	7	1	14	4	2004	3000	1150	1	1	 
160090	4	1	1	1	11	2005	1200	0	0	 	 
160090	5	7	1	10	5	2005	5000	0	0	 	 
160091	1	1	2	1	10	2005	1400	126	0	 	 
160092	1	1	1	1	10	2005	1300	0	0	 	 
160092	2	10	1	2	1	2006	1500	0	0	 	 
160093	1	2	1	1	11	2002	1960	0	1	1	 
160093	2	2	1	1	11	2003	2000	0	1	1	 
160093	3	2	1	1	11	2004	2400	0	1	1	 
160093	4	1	1	1	11	2005	3000	0	0	 	 
160094	1	1	1	1	11	2005	1200	0	0	 	 
160094	2	10	1	2	2	2006	2000	0	0	 	 
160095	1	4	1	2	1	2003	1000	500	1	1	 
160095	2	4	1	2	1	2004	1200	650	1	1	 
160095	3	4	1	2	1	2005	1500	750	0	 	 
160096	1	1	1	1	9	2005	800	0	0	 	 
160096	2	4	1	2	2	2006	6000	0	0	 	 
160097	1	2	1	1	10	2002	600	0	1	1	 
160097	2	4	1	2	2	2002	1000	500	1	1	 
160097	3	2	1	1	10	2003	1500	0	1	1	 
160097	4	4	1	2	2	2003	1000	500	1	1	 
160097	5	2	1	1	10	2004	1400	0	1	1	 
160097	6	4	1	2	2	2004	800	400	1	1	 
160097	7	1	1	1	10	2005	3000	525	1	1	 
160097	8	4	1	2	11	2005	1500	500	0	 	 
160098	1	4	1	2	12	2002	2000	1000	1	1	 
160098	2	4	1	2	11	2003	4000	1500	1	1	 
160098	3	4	1	1	10	2004	800	200	1	1	 
160098	4	4	1	2	12	2004	2500	750	1	1	 
160098	5	1	1	1	12	2005	5000	500	0	 	 
160099	1	10	1	7	8	2005	1000	0	0	 	 
160099	2	10	1	7	2	2006	500	0	0	 	 
160099	3	1	1	1	10	2005	3500	0	0	 	 
160099	4	2	1	1	11	2004	1200	0	0	 	 
160099	5	7	1	1	10	2005	5000	0	0	 	 
170001	1	2	6	1	10	2005	750	-77	0	 	 
170001	2	10	6	2	11	2005	400	0	1	1	 
170003	1	7	1	14	9	2004	3000	15	0	 	 
170003	2	2	1	1	10	2004	650	-77	1	1	 
170003	3	2	1	1	10	2005	780	-77	1	1	 
170004	1	2	2	1	7	2003	500	-77	1	1	 
170004	2	2	2	1	7	2004	700	-77	1	1	 
170004	3	2	2	1	9	2005	1400	-77	0	 	 
170005	1	2	1	1	9	2005	1000	-77	0	 	 
170005	2	2	1	1	9	2004	700	-77	1	1	 
170006	1	7	1	1	9	2004	3500	-77	0	 	 
170006	2	2	1	1	9	2005	1200	-77	0	 	 
170006	3	2	1	1	9	2004	900	-77	1	1	 
170007	1	2	1	1	10	2005	1200	-77	0	 	 
170007	2	2	1	1	10	2004	1200	-77	1	1	 
170008	1	2	1	1	9	2005	2000	-77	0	 	 
170008	2	7	1	1	9	2002	3000	-77	1	1	 
170009	1	2	1	1	10	2005	2100	-77	0	 	 
170009	2	2	1	1	10	2004	2100	-77	1	1	 
170009	3	2	1	1	10	2003	1850	-77	1	1	 
170009	4	2	1	1	2	2006	750	-77	0	 	 
170010	1	8	2	2	1	2006	100	0	1	1	 
170011	1	7	1	2	2	2005	3000	18	0	 	 
170011	2	2	1	1	9	2005	1700	-77	0	 	 
170011	3	2	1	1	9	2004	1200	-77	1	1	 
170011	4	2	1	1	9	2003	800	-77	1	1	 
170012	1	2	1	1	10	2005	1300	-77	0	 	 
170013	1	10	1	2	7	2004	400	0	1	1	 
170015	1	2	1	1	8	2005	1400	-77	0	 	 
170015	2	2	1	1	9	2004	1200	-77	1	1	 
170015	3	2	1	1	9	2003	800	-77	1	1	 
170015	4	2	1	1	2	2006	1400	-77	0	 	 
170016	1	2	3	1	10	2004	1400	-77	1	1	 
170016	2	2	3	1	10	2005	1450	-77	0	 	 
170018	1	2	1	1	10	2005	1480	-77	1	1	 
170018	2	2	1	1	10	2004	1300	-77	1	1	 
170018	3	7	1	1	9	2003	3110	9	1	1	 
170019	1	2	1	1	9	2004	1200	-77	1	1	 
170019	2	2	1	1	9	2005	1400	-77	0	 	 
170020	1	2	1	1	9	2003	750	-77	1	1	 
170020	2	2	1	1	9	2004	1000	-77	1	1	 
170020	3	2	1	1	8	2005	1200	-77	0	 	 
170021	1	2	1	1	9	2005	2400	-77	0	 	 
170021	2	2	1	1	10	2004	1600	-77	1	1	 
170022	1	2	1	1	9	2005	1950	-77	0	 	 
170023	1	7	1	3	10	2005	10000	15	0	 	 
170024	1	7	1	2	1	2005	4000	18	0	 	 
170026	1	2	1	1	9	2005	-77	-77	77	 	 
170027	1	7	1	1	8	2002	6000	10	1	1	 
170028	1	2	1	1	9	2005	600	-77	1	1	 
170028	2	7	1	1	11	2003	2600	10	1	0	12
170030	1	10	1	2	1	2006	900	0	1	1	 
170031	1	2	2	1	10	2005	700	-77	1	1	 
170031	2	2	2	1	10	2004	1400	-77	1	1	 
170032	1	2	1	1	10	2005	2600	-77	1	1	 
170032	2	7	1	1	9	2005	2500	10	0	 	 
170032	3	7	1	1	9	2004	2000	10	1	1	 
170032	4	7	1	1	10	2003	1500	10	1	1	 
170033	1	2	1	1	10	2004	1300	-77	1	1	 
170033	2	2	1	1	10	2003	1250	-77	1	1	 
170034	1	2	1	1	9	2005	3200	-77	0	 	 
170034	2	7	1	1	1	2002	3000	-77	1	1	 
170034	3	2	1	1	9	2004	1500	-77	1	1	 
170035	1	2	1	1	10	2005	800	-77	1	1	 
170035	2	7	1	1	9	2005	2500	9	0	 	 
170037	1	2	1	1	8	2005	2000	-77	0	 	 
170037	2	2	1	1	9	2003	1200	-77	1	1	 
170038	1	2	1	1	10	2005	1400	-77	1	1	 
170038	2	2	1	1	10	2004	1400	-77	1	1	 
170039	1	2	1	1	10	2004	1400	-77	1	1	 
170039	2	3	1	1	10	2003	1320	-77	1	1	 
170042	1	2	1	1	9	2005	1000	-77	0	 	 
170042	2	2	1	1	8	2004	500	-77	1	1	 
170045	1	7	1	3	10	2003	8000	15	0	 	 
170046	1	7	1	1	5	2005	2000	15	0	 	 
170046	2	2	1	1	10	2005	1350	-77	0	 	 
170046	3	2	1	1	10	2004	1350	-77	1	1	 
170046	4	2	1	1	10	2003	1280	-77	1	1	 
170046	5	7	1	14	4	2004	3000	-77	1	1	 
170047	1	2	1	1	11	2004	1300	15	1	1	 
170047	2	7	1	2	2	2004	2000	15	1	1	 
170047	3	2	1	1	11	2005	1300	15	0	 	 
170047	4	7	1	2	3	2005	3000	15	1	1	 
170047	5	7	1	2	2	2006	3000	15	0	 	 
170048	1	7	1	8	12	2004	1500	15	1	1	 
170048	2	7	1	14	10	2005	2500	15	0	 	 
170048	3	2	1	1	9	2003	1350	-77	1	1	 
170048	4	2	1	1	10	2004	1400	-77	1	1	 
170048	5	2	1	1	10	2005	1500	-77	0	 	 
170049	1	2	1	1	10	2005	6000	-77	1	1	 
170049	2	7	1	10	6	2005	2500	18	0	 	 
170049	3	2	1	1	10	2002	1500	-77	1	1	 
170050	1	7	1	1	6	2004	7000	-77	1	1	 
170050	2	2	1	1	9	2005	1000	-77	0	 	 
170050	3	2	1	1	8	2004	800	-77	1	1	 
170050	4	2	1	1	9	2003	800	-77	1	1	 
170051	1	7	1	2	9	2003	3000	15	0	 	 
170051	2	2	1	1	11	2004	1400	-77	1	1	 
170052	1	7	1	14	9	2003	4000	10	1	1	 
170052	2	2	1	1	10	2004	1520	-77	1	1	 
170052	3	2	1	1	10	2005	1320	-77	0	 	 
170053	1	2	1	1	9	2002	550	-77	1	1	 
170053	2	2	1	1	9	2003	1100	-77	1	1	 
170053	3	2	1	1	9	2004	2200	10	1	1	 
170053	4	2	1	1	9	2005	1650	10	0	 	 
170053	5	7	1	19	8	2002	5000	8	1	1	 
170053	6	7	1	2	2	2005	5000	8	0	 	 
170053	7	10	1	2	1	2006	200	0	1	1	 
170054	1	2	1	1	9	2005	1350	12	0	 	 
170054	2	2	1	1	8	2004	1000	12	1	1	 
170054	3	2	1	1	9	2003	700	12	1	1	 
170054	4	3	1	1	7	2002	700	8	1	1	 
170055	1	7	1	1	7	2003	2500	12	1	1	 
170055	2	1	1	1	9	2005	1400	-77	0	 	 
170055	3	10	1	2	1	2006	500	0	0	 	 
170057	1	2	1	1	9	2002	1000	-77	1	1	 
170057	2	7	1	1	10	2002	3300	180	1	1	 
170057	3	2	1	1	9	2004	1300	-77	1	1	 
170057	4	2	1	1	9	2005	1380	-77	0	 	 
170057	5	4	1	2	1	2006	1000	120	0	 	 
170058	1	2	1	1	9	2005	1200	-77	0	 	 
170058	2	2	1	1	2	2006	600	-77	0	 	 
170058	3	2	1	1	8	2004	1600	-77	1	1	 
170059	1	2	1	1	10	2005	1286	9	0	 	 
170059	2	2	1	1	10	2004	520	9	1	1	 
170059	3	7	2	8	10	2003	3000	9	1	1	 
170061	1	2	2	1	9	2003	625	-77	1	1	 
170061	2	2	2	1	9	2003	500	-77	1	1	 
170061	3	7	2	2	10	2004	1000	9	1	1	 
170062	1	7	2	8	10	2003	5000	10	1	1	 
170062	2	2	1	1	10	2004	1030	-77	1	1	 
170062	3	2	1	1	10	2005	1530	-77	0	 	 
170064	1	2	1	1	9	2005	1400	-77	0	 	 
170064	2	3	1	1	7	2004	1200	-77	1	1	 
170065	1	8	2	2	9	2005	500	0	0	 	 
170066	1	1	1	1	10	2005	1500	-77	0	 	 
170066	2	1	1	1	9	2004	1000	-77	1	1	 
170067	1	2	1	1	9	2002	1000	-77	1	1	 
170067	2	2	1	1	9	2003	700	-77	1	1	 
170067	3	2	1	1	9	2004	1500	-77	0	 	 
170067	4	2	1	1	9	2005	700	-77	0	 	 
170067	5	7	1	1	9	2005	6000	10	0	 	 
170069	1	1	1	1	9	2005	1300	-77	0	 	 
170069	2	1	1	1	10	2004	1350	-77	1	1	 
170069	3	7	1	14	8	2005	8000	-77	0	 	 
170069	4	8	1	10	7	2003	6000	-77	1	1	 
170070	1	2	3	1	10	2003	550	10	1	1	 
170070	2	2	3	1	2	2004	526	10	1	0	12
170070	3	2	3	1	9	2005	1300	10	1	1	 
170070	4	7	3	1	8	2002	2000	9	1	1	 
170071	1	2	2	1	10	2003	1150	-77	1	1	 
170071	2	2	2	1	10	2004	1250	-77	1	1	 
170071	3	2	2	1	10	2005	2130	-77	1	0	12
170071	4	3	3	4	2	2006	500	0	1	1	 
170072	1	7	2	19	10	2003	2800	9	1	0	12
170072	2	10	2	2	2	2006	200	0	0	 	 
170074	1	8	1	2	1	2006	100	0	1	1	 
170074	2	7	1	1	10	2003	500	9	1	1	 
170075	1	7	1	8	9	2003	4000	50	1	1	 
170075	2	7	1	1	10	2005	3000	30	0	 	 
170075	3	2	1	1	10	2004	1200	-77	1	1	 
170075	4	2	1	1	10	2005	580	-77	0	 	 
170076	1	2	1	1	9	2004	550	-77	1	1	 
170076	2	2	1	1	9	2003	1500	-77	1	1	 
170076	3	10	1	2	6	2003	600	0	1	1	 
170076	4	8	1	10	3	2004	1000	0	1	1	 
170077	1	2	1	1	10	2005	2200	10	0	 	 
170077	2	2	1	1	10	2004	2400	8	1	1	 
170077	3	7	1	1	7	2002	3000	-77	1	1	 
170077	4	7	1	1	10	2005	2000	-77	0	 	 
170077	5	8	1	2	1	2005	1000	0	1	1	 
170078	1	2	1	1	10	2005	1308	12	0	 	 
170078	2	3	1	1	10	2004	1300	9	1	1	 
170078	3	2	1	1	10	2003	900	9	1	1	 
170079	1	3	1	2	8	2005	10000	90	0	 	 
170080	1	6	2	1	2	2003	16000	90	0	 	 
170080	2	1	1	1	7	2005	700	-77	0	 	 
170081	1	2	1	1	10	2004	2700	-77	1	1	 
170081	2	2	1	1	10	2005	2700	2150	0	 	 
170081	3	2	1	1	9	2003	1280	-77	1	1	 
170082	1	2	1	1	9	2005	1280	-77	1	1	 
170082	2	2	1	1	9	2004	900	-77	1	1	 
170082	3	7	1	2	11	2003	2050	9	1	1	 
170082	4	8	1	2	1	2005	1000	0	1	1	 
170083	1	7	1	2	77	2001	4000	90	1	1	 
170083	2	1	1	1	9	2005	1300	-77	0	 	 
170083	3	1	1	1	9	2004	500	-77	1	1	 
170083	4	1	1	1	9	2003	500	-77	1	1	 
170084	1	1	1	1	9	2005	600	-77	0	 	 
170085	1	2	2	1	10	2005	550	-77	1	1	 
170085	2	2	2	1	9	2004	450	-77	1	1	 
170085	3	8	2	2	1	2005	600	0	0	 	 
170087	1	2	1	1	10	2005	1100	-77	1	1	 
170087	2	7	1	2	5	2005	3000	9	1	1	 
170087	3	7	1	2	5	2004	2000	9	1	1	 
170087	4	2	1	1	10	2004	1100	-77	1	1	 
170088	1	2	1	1	9	2005	1300	8	77	 	 
170088	2	7	1	8	9	2003	2500	10	1	1	 
170088	3	8	1	8	9	2003	1000	0	1	1	 
170089	1	2	1	1	10	2005	600	-77	0	 	 
170089	2	7	1	8	12	2004	4000	15	0	 	 
170090	1	1	1	1	9	2005	560	-77	0	 	 
170090	2	1	1	1	9	2004	500	-77	1	1	 
170091	1	2	1	1	10	2003	750	-77	1	1	 
170091	2	2	1	1	9	2004	800	-77	1	1	 
170091	3	2	1	1	10	2005	1350	-77	0	 	 
170091	4	10	1	2	4	2005	3000	0	1	1	 
170092	1	2	1	1	10	2003	500	-77	1	1	 
170092	2	2	1	1	10	2004	700	-77	1	1	 
170092	3	2	1	1	10	2005	1300	-77	0	 	 
170093	1	2	1	1	9	2005	2100	10	0	 	 
170093	2	3	1	1	9	2004	2700	-77	1	1	 
170093	3	7	1	8	7	2004	6000	-77	0	 	 
170093	4	2	1	1	9	2003	1200	-77	1	1	 
170094	1	7	1	8	10	2005	4400	-77	0	 	 
170094	2	2	1	1	10	2005	1400	-77	0	 	 
170094	3	2	1	1	10	2004	1350	-77	1	1	 
170095	1	2	2	1	9	2005	780	-77	1	1	 
170095	2	2	2	1	9	2005	540	-77	1	1	 
170095	3	10	2	2	11	2005	2000	0	1	1	 
170096	1	2	1	1	10	2005	1400	-77	0	 	 
170096	2	2	1	1	10	2004	3500	-77	1	1	 
170096	3	2	1	1	10	20004	1250	-77	1	1	 
170098	1	7	1	1	9	2005	3000	180	0	 	 
170098	2	2	1	1	9	2005	800	-77	0	 	 
170098	3	2	1	1	9	2004	500	-77	1	1	 
170099	1	7	1	2	4	2003	4500	90	1	0	2
170100	1	2	2	1	9	2005	800	-77	0	 	 
170100	2	2	2	1	9	2004	780	-77	1	1	 
170100	3	2	2	1	6	2005	375	-77	1	1	 
180001	1	7	1	1	6	2004	5000	18	0	 	 
180001	2	8	1	2	12	2005	100	0	0	 	 
180001	3	2	1	1	9	2003	570	9	1	1	 
180001	4	2	1	1	9	2004	620	10	1	0	12
180001	5	2	1	1	9	2005	700	11	0	 	 
180002	1	2	2	1	9	2002	300	-77	1	1	 
180002	2	2	2	1	9	2003	400	-77	1	1	 
180002	3	2	2	1	9	2004	500	-77	1	1	 
180002	4	2	2	1	9	2005	1500	-77	0	 	 
180003	1	2	1	1	9	2002	500	8	1	1	 
180003	2	2	1	1	9	2003	560	8	1	1	 
180003	3	2	1	1	9	2004	650	8	1	1	 
180003	4	2	1	1	9	2005	1500	8	0	 	 
180003	5	7	1	1	12	2004	1500	18	1	1	 
180003	6	8	1	2	12	2005	800	0	0	 	 
180004	1	2	1	1	10	2002	1340	8	1	1	 
180004	2	2	1	1	9	2003	1360	8	1	1	 
180004	3	2	1	1	10	2004	1400	9	1	1	 
180004	4	2	1	1	9	2005	1400	9	1	1	 
180004	5	7	1	1	7	2005	5000	18	0	 	 
180004	6	10	1	2	11	2005	500	0	0	 	 
180005	1	2	1	1	10	2002	560	8	1	1	 
180005	2	2	1	1	10	2003	600	8	1	1	 
180005	3	2	1	1	10	2004	1360	8	1	1	 
180005	4	2	1	1	10	2005	1400	8	0	 	 
180005	5	10	1	2	2	2006	800	0	0	 	 
180006	1	2	2	1	9	2002	500	8	1	1	 
180006	2	2	2	1	9	2003	630	8	1	1	 
180006	3	2	2	1	10	2004	640	8	1	1	 
180006	4	2	2	1	9	2005	700	8	0	 	 
180006	5	7	2	10	9	2005	5000	18	0	 	 
180006	6	10	2	2	10	2005	700	0	1	1	 
180007	1	2	2	1	10	2002	500	8	1	1	 
180007	2	2	2	1	10	2003	600	8	1	1	 
180007	3	2	2	1	10	2004	1300	8	1	1	 
180007	4	2	3	1	10	2005	1360	8	1	1	 
180007	5	10	3	1	12	2005	1000	0	0	 	 
180008	1	8	4	2	4	2005	1000	0	1	1	 
180009	1	2	1	1	10	2002	286	8	1	1	 
180009	2	2	1	1	10	2003	516	8	1	1	 
180009	3	2	1	1	10	2004	675	9	1	1	 
180009	4	2	1	1	10	2005	703	9	1	1	 
180009	5	10	1	2	11	2003	2000	0	1	1	 
180010	1	2	2	1	10	2005	660	7	0	 	 
180010	2	2	2	41	2	2004	18000	18	0	 	 
180010	3	2	2	1	10	2004	660	7	0	 	 
180011	1	2	1	1	10	2002	530	9	1	1	 
180011	2	2	1	1	10	2003	1100	9	1	1	 
180011	3	2	1	1	10	2004	1100	9	1	1	 
180011	4	2	1	1	10	2005	1400	10	1	1	 
180011	5	8	1	2	7	2005	500	0	1	1	 
180011	6	8	1	2	2	2006	420	0	0	 	 
180012	1	2	2	1	10	2002	1140	8	1	1	 
180012	2	2	2	1	10	2003	1240	8	1	1	 
180012	3	2	2	1	10	2004	1900	8	1	1	 
180012	4	2	2	1	10	2005	1032	8	1	1	 
180012	5	10	2	1	7	2004	2000	0	1	1	 
180013	1	8	2	1	10	2005	2000	0	0	 	 
180013	2	2	2	1	9	2002	760	9	1	1	 
180013	3	2	2	1	10	2003	760	9	1	1	 
180013	4	2	2	1	9	2004	1400	11	1	1	 
180013	5	2	2	1	9	2005	1400	11	0	 	 
180013	6	2	2	1	2	2006	700	11	0	 	 
180014	1	2	2	1	10	2002	300	7	1	1	 
180014	2	2	2	1	10	2003	500	7	1	1	 
180014	3	2	2	1	10	2004	600	8	1	1	 
180014	4	2	2	1	10	2005	600	8	0	 	 
180015	1	2	1	1	10	2002	370	8	1	1	 
180015	2	2	1	1	10	2003	750	8	1	1	 
180015	3	2	1	1	9	2004	900	8	1	1	 
180015	4	2	1	1	10	2005	990	8	0	 	 
180015	5	10	1	1	9	2005	1000	0	1	1	 
180016	1	10	1	1	6	2005	4000	0	0	 	 
180016	2	2	1	1	9	2002	650	8	1	1	 
180016	3	2	1	1	9	2003	900	8	1	1	 
180016	4	2	1	1	9	2004	990	8	1	1	 
180016	5	2	1	1	9	2005	1050	8	0	 	 
180017	1	7	2	2	9	2003	3500	15	1	0	12
180017	2	2	2	1	10	2002	400	8	1	1	 
180017	3	2	2	1	10	2003	560	8	1	1	 
180017	4	2	2	1	10	2005	700	8	0	 	 
180018	1	2	1	1	10	2002	1000	9	1	1	 
180018	2	2	1	1	10	2003	1100	9	1	1	 
180018	3	2	1	1	10	2004	1400	11	0	 	 
180018	4	2	1	1	10	2005	1400	11	0	 	 
180019	1	2	1	1	10	2002	400	8	1	0	2
180019	2	2	1	1	10	2003	400	8	1	0	11
180019	3	2	1	1	10	2004	700	8	1	0	12
180019	4	2	1	1	10	2005	700	8	0	 	 
180019	5	1	1	19	9	2004	9000	15	0	 	 
180020	1	7	1	1	9	2002	6000	9	0	 	 
180020	2	2	1	1	9	2002	500	9	1	1	 
180020	3	2	1	1	9	2003	1500	9	0	 	 
180020	4	2	1	1	9	2004	615	9	0	 	 
180021	1	2	1	1	10	2002	350	8	1	1	 
180021	2	2	1	1	10	2003	750	8	1	1	 
180021	3	2	1	1	10	2004	1150	9	0	 	 
180021	4	2	1	1	10	2005	1400	9	0	 	 
180021	5	7	1	12	9	2004	5000	18	0	 	 
180022	1	2	1	1	9	2002	600	7	1	1	 
180022	2	2	1	1	9	2003	726	7	1	1	 
180022	3	2	1	1	9	2004	726	8	1	1	 
180022	4	2	1	1	9	2005	1270	9	1	1	 
180023	1	8	11	3	4	2004	10000	0	0	 	 
180024	1	2	1	1	9	2002	400	8	1	1	 
180024	2	2	1	1	9	2003	500	8	1	1	 
180024	3	2	1	1	9	2004	650	9	1	1	 
180024	4	2	1	1	9	2005	1011	9	1	1	 
180024	5	7	1	1	10	2003	3000	18	0	 	 
180025	1	2	1	1	10	2002	350	7	1	1	 
180025	2	2	1	1	10	2003	350	7	1	1	 
180025	3	2	1	1	10	2004	700	8	1	1	 
180025	4	2	1	1	10	2005	700	8	0	 	 
180025	5	8	2	2	10	2005	200	0	1	1	 
180025	6	8	1	7	1	2006	1000	0	0	 	 
180026	1	2	1	1	10	2002	1100	9	1	1	 
180026	2	2	1	1	10	2003	1200	9	1	1	 
180026	3	2	1	1	10	2004	1750	10	1	1	 
180026	4	2	1	1	10	2005	1413	10	0	 	 
180026	5	8	1	2	8	2005	300	0	0	 	 
180027	1	2	1	1	10	2002	700	8	1	1	 
180027	2	2	1	1	10	2003	1000	8	1	1	 
180027	3	2	1	1	10	2004	1360	8	1	1	 
180027	4	2	1	1	10	2005	1400	8	0	 	 
180027	5	7	1	2	6	2005	5000	15	0	 	 
180028	1	2	9	1	10	2002	690	8	1	1	 
180028	2	2	9	1	10	2003	1050	9	1	1	 
180028	3	2	9	1	10	2004	1400	9	1	1	 
180028	4	2	9	1	10	2005	2800	9	0	 	 
180029	1	7	1	2	6	2004	4000	18	0	 	 
180029	2	8	1	2	12	2005	350	0	0	 	 
180029	3	2	1	1	10	2002	400	8	1	1	 
180029	4	2	1	1	9	2003	620	8	1	1	 
180029	5	2	1	1	10	2004	1100	9	0	 	 
180029	6	2	1	1	10	2005	1100	11	0	 	 
180031	1	2	1	1	9	2002	300	8	1	0	12
180031	2	2	1	1	9	2003	400	8	1	0	12
180031	3	2	1	1	9	2004	540	8	1	0	12
180031	4	2	1	1	9	2005	1407	8	0	 	 
180031	5	7	1	1	7	2005	5000	18	0	 	 
180031	6	8	2	2	1	2006	500	0	0	 	 
180031	7	8	2	3	12	2005	200	0	1	1	 
180032	1	2	2	1	10	2003	630	6	1	1	 
180032	2	2	2	1	9	2005	1382	9	1	1	 
180032	3	8	2	2	4	2005	630	0	0	 	 
180033	1	2	1	1	9	2002	650	9	1	1	 
180033	2	2	1	1	9	2003	750	9	1	1	 
180033	3	2	1	1	9	2004	750	12	1	0	2
180033	4	2	2	1	9	2005	1240	12	0	 	 
180034	1	2	16	1	10	2003	170	9	1	1	 
180034	2	2	16	1	10	2004	225	9	1	1	 
180034	3	2	16	1	10	2005	235	9	1	1	 
180035	1	2	1	1	9	2002	1058	9	1	1	 
180035	2	2	1	1	9	2003	1150	9	1	1	 
180035	3	2	2	1	9	2004	1280	10	1	0	12
180035	4	2	1	1	9	2005	1400	11	0	 	 
180037	1	2	1	1	10	2002	580	7	1	1	 
180037	2	2	1	1	9	2003	580	7	1	1	 
180037	3	2	1	1	9	2004	680	8	1	1	 
180037	4	2	1	1	9	2005	700	8	0	 	 
180037	5	8	1	2	5	2005	4000	0	1	1	 
180037	6	8	1	2	12	2005	600	0	1	1	 
180037	7	7	1	1	7	2003	3800	9	1	1	 
180039	1	7	1	1	4	2005	3500	18	0	 	 
180039	2	2	1	1	9	2002	800	7	1	1	 
180039	3	2	1	1	9	2003	800	7	1	1	 
180039	4	2	1	1	9	2004	1100	10	1	1	 
180039	5	2	1	1	9	2005	1400	11	0	 	 
180040	1	7	1	2	12	2002	5500	18	0	 	 
180040	2	2	1	1	10	2002	550	6	1	0	6
180040	3	2	1	1	10	2003	1200	6	1	1	 
180040	4	2	1	1	9	2004	1413	6	1	0	9
180040	5	2	1	1	9	2005	2000	11	0	 	 
180041	1	2	2	1	10	2002	1200	8	1	1	 
180041	2	2	2	1	10	2003	1240	8	1	1	 
180041	3	2	2	1	10	2004	1367	9	1	1	 
180041	4	2	2	1	10	2005	1400	9	1	1	 
180041	5	10	2	2	1	2005	200	0	1	1	 
180041	6	10	2	2	1	2006	500	0	0	 	 
180042	1	2	1	1	9	2002	900	8	1	1	 
180042	2	2	1	1	9	2003	1200	9	1	1	 
180042	3	2	1	1	9	2004	1050	9	1	1	 
180042	4	2	1	1	9	2005	1460	9	0	 	 
180042	5	2	1	2	8	2005	500	10	0	 	 
180043	2	2	2	1	9	2002	530	8	1	0	12
180043	3	2	2	1	9	2003	580	9	1	1	 
180043	4	2	2	1	9	2004	630	10	1	0	6
180043	5	2	2	1	9	2005	700	11	1	0	12
180043	6	8	2	10	11	2004	15000	0	1	1	 
180044	1	8	2	2	8	2005	400	0	1	1	 
180044	2	2	1	1	9	2002	1000	8	1	1	 
180044	3	2	1	1	9	2003	1100	9	1	1	 
180044	4	2	1	1	9	2004	1200	10	1	1	 
180044	5	2	1	1	10	2005	1400	11	1	1	 
180045	1	2	1	1	10	2002	900	8	1	1	 
180045	2	2	1	1	10	2003	1050	8	1	1	 
180045	3	2	1	1	10	2004	2510	9	1	1	 
180045	4	2	1	1	10	2005	2900	9	1	1	 
180045	5	7	1	1	3	2004	5000	18	0	 	 
180046	1	2	1	1	10	2002	700	8	1	1	 
180046	2	2	1	1	10	2003	1000	8	1	1	 
180046	3	2	1	1	10	2004	1300	8	1	1	 
180046	4	2	1	1	10	2005	1400	8	1	0	12
180046	5	10	2	10	12	2005	1000	0	0	 	 
180047	1	2	1	1	10	2002	530	8	1	1	 
180047	2	2	1	1	10	2003	700	8	1	1	 
180047	3	2	1	1	10	2004	1360	9	1	1	 
180047	4	2	1	1	10	2005	1400	9	1	1	 
180048	1	8	2	3	12	2005	7000	0	0	 	 
180048	2	10	2	3	11	2005	4000	0	0	 	 
180049	1	8	4	2	11	2002	200	0	0	 	 
180049	2	8	4	2	12	2003	300	0	0	 	 
180050	1	8	2	2	5	2005	400	0	1	1	 
180050	2	8	2	2	4	2003	100	0	1	1	 
180050	3	2	1	1	10	2002	800	7	1	1	 
180050	4	2	1	1	10	2003	900	9	1	1	 
180050	5	2	1	1	10	2004	1200	10	1	0	6
180050	6	2	1	1	10	2005	1700	11	1	1	 
180051	1	7	1	1	10	2003	5000	18	0	 	 
180051	2	8	1	2	8	2005	1500	0	0	 	 
180051	3	2	1	1	9	2002	800	9	1	1	 
180051	4	2	1	1	8	2003	880	8	0	 	 
180051	5	2	1	1	9	2004	1900	10	0	 	 
180051	6	2	1	1	9	2005	1900	10	0	 	 
180052	1	2	1	1	9	2002	500	8	1	1	 
180052	2	2	1	1	9	2003	560	8	1	1	 
180052	3	2	1	1	9	2004	1300	8	1	1	 
180052	4	2	1	1	9	2005	1500	8	0	 	 
180052	5	8	1	2	3	2006	400	0	0	 	 
180052	6	8	4	2	3	2006	140	0	1	1	 
180053	1	2	1	1	10	2002	1400	8	1	1	 
180053	2	2	1	1	10	2003	1400	8	1	1	 
180053	3	2	1	1	10	2004	2800	9	1	1	 
180053	4	2	1	1	10	2005	2800	9	1	1	 
180053	5	8	1	17	2	2003	1000	0	1	1	 
180054	1	7	1	3	9	2005	2000	18	0	 	 
180054	2	10	1	2	3	2005	200	0	1	1	 
180055	1	2	1	1	10	2002	680	9	1	1	 
180055	2	2	1	1	10	2003	680	9	1	1	 
180055	3	2	1	1	10	2004	1300	9	1	1	 
180055	4	2	1	1	10	2005	1440	10	1	1	 
180055	5	8	1	18	6	2002	1000	0	1	1	 
180056	1	2	1	1	9	2002	360	6	1	1	 
180056	2	2	1	1	9	2003	660	6	1	1	 
180056	3	2	1	1	9	2004	867	6	1	1	 
180056	4	3	1	1	9	2005	1278	10	1	1	 
180056	5	10	1	2	11	2005	400	0	1	1	 
180056	6	10	1	2	12	2005	300	0	1	1	 
