PLACEID	DWAGIDR4	EARNMALE	MMON	EARNFMLE	FMON	EARNCHLD	CMON
8232	1	30	0	20	0	10	0
8232	2	-11	88	-11	88	-11	88
8232	3	-88	88	-88	88	-88	88
8236	1	40	1	-11	88	-11	88
8236	2	30	0	30	0	-11	88
8236	3	50	0	-11	88	-11	88
8237	1	15	1	15	1	10	1
8237	2	15	1	15	1	10	0
8237	3	-88	88	-88	88	-88	88
8239	1	25	0	10	0	10	0
8239	2	25	0	10	0	10	0
8239	3	-88	88	-88	88	-88	88
8248	1	20	2	15	2	-88	88
8248	2	-11	88	-11	88	-11	88
8248	3	-88	88	-88	88	-88	88
8250	1	20	0	15	0	-11	0
8250	2	-11	0	-11	0	-11	0
8250	3	-88	88	-88	88	-88	88
8251	1	20	2	20	2	10	2
8251	2	-88	88	-88	88	-88	88
8251	3	-88	88	-88	88	-88	88
8254	1	-88	88	-88	88	-88	88
8254	2	-88	88	-88	88	-88	88
8254	3	-88	88	-88	88	-88	88
8255	1	25	6	25	6	-11	88
8255	2	-11	88	-11	88	-11	88
8255	3	-88	88	-88	88	-88	88
8257	1	-88	88	-88	88	-88	88
8257	2	-88	88	-88	88	-88	88
8257	3	-88	88	-88	88	-88	88
8258	1	-88	88	-88	88	-88	88
8258	2	-88	88	-88	88	-88	88
8258	3	-88	88	-88	88	-88	88
8259	1	-88	88	-88	88	-88	88
8259	2	-88	88	-88	88	-88	88
8259	3	-88	88	-88	88	-88	88
8260	1	-88	88	-88	88	-88	88
8260	2	-88	88	-88	88	-88	88
8260	3	-88	88	-88	88	-88	88
8261	1	-88	88	-88	88	-88	88
8261	2	-88	88	-88	88	-88	88
8261	3	-88	88	-88	88	-88	88
8264	1	-88	88	-88	88	-88	88
8264	2	-88	88	-88	88	-88	88
8264	3	-88	88	-88	88	-88	88
8267	1	-88	88	-88	88	-88	88
8267	2	-88	88	-88	88	-88	88
8267	3	-88	88	-88	88	-88	88
8269	1	-88	88	-88	88	-88	88
8269	2	-88	88	-88	88	-88	88
8269	3	-88	88	-88	88	-88	88
8273	1	28,5	0	28,5	0	-11	88
8273	2	-11	88	-88	88	-88	88
8273	3	-88	88	-88	88	-88	88
8274	1	15	0	-11	88	-11	88
8274	2	-11	88	-11	88	-11	88
8274	3	-88	88	-88	88	-88	88
8275	1	-88	88	-88	88	-88	88
8275	2	-88	88	-88	88	-88	88
8275	3	-88	88	-88	88	-88	88
8276	1	20	0	20	0	-11	88
8276	2	-11	88	-11	88	-11	88
8276	3	-88	88	-88	88	-88	88
8277	1	15	0	-11	88	-11	88
8277	2	-88	88	-88	88	-88	88
8277	3	-88	88	-88	88	-88	88
8279	1	-88	88	-88	88	-88	88
8279	2	-88	88	-88	88	-88	88
8279	3	-88	88	-88	88	-88	88
8281	1	-88	88	-88	88	-88	88
8281	2	-88	88	-88	88	-88	88
8281	3	-88	88	-88	88	-88	88
8285	1	-88	88	-88	88	-88	88
8285	2	-88	88	-88	88	-88	88
8285	3	-88	88	-88	88	-88	88
8286	1	-11	88	-11	88	-11	88
8286	2	-11	88	-11	88	-11	88
8286	3	-11	88	-11	88	-11	88
8287	1	-88	88	-88	88	-88	88
8287	2	-88	88	-88	88	-88	88
8287	3	-88	88	-88	88	-88	88
8290	1	-88	88	-88	88	-88	88
8290	2	-88	88	-88	88	-88	88
8290	3	-88	88	-88	88	-88	88
8297	1	-88	88	-88	88	-88	88
8297	2	-88	88	-88	88	-88	88
8297	3	-88	88	-88	88	-88	88
8298	1	-11	88	-11	88	-11	88
8298	2	-11	88	-11	88	-11	88
8298	3	-88	88	-88	88	-88	88
8302	1	-88	88	-88	88	-88	88
8302	2	-88	88	-88	88	-88	88
8302	3	-88	88	-88	88	-88	88
8304	1	-88	88	-88	88	-88	88
8304	2	-88	88	-88	88	-88	88
8304	3	-88	88	-88	88	-88	88
8305	1	-88	88	-88	88	-88	88
8305	2	-88	88	-88	88	-88	88
8305	3	-88	88	-88	88	-88	88
8306	1	-88	88	-88	88	-88	88
8306	2	-88	88	-88	88	-88	88
8306	3	-88	88	-88	88	-88	88
8307	1	-88	88	-88	88	-88	88
8307	2	-88	88	-88	88	-88	88
8307	3	-88	88	-88	88	-88	88
8310	1	-88	88	-88	88	-88	88
8310	2	-88	88	-88	88	-88	88
8310	3	-88	88	-88	88	-88	88
8311	1	-88	88	-88	88	-88	88
8311	2	-88	88	-88	88	-88	88
8311	3	-88	88	-88	88	-88	88
8316	1	25	0	20	0	-11	88
8316	2	20	2	20	2	-11	88
8316	3	-88	88	-88	88	-88	88
8317	1	40	0	40	0	-11	88
8317	2	-88	88	-88	88	-88	88
8317	3	-88	88	-88	88	-88	88
8318	1	40	0	-11	88	-11	88
8318	2	40	0	-11	88	-11	88
8318	3	-88	88	-88	88	-88	88
8319	1	70	0	-11	88	-11	88
8319	2	40	0	-11	88	-11	88
8319	3	-88	88	-88	88	-88	88
8320	1	-88	88	-88	88	-88	88
8320	2	-88	88	-88	88	-88	88
8320	3	-88	88	-88	88	-88	88
8321	1	-88	88	-88	88	-88	88
8321	2	-88	88	-88	88	-88	88
8321	3	-88	88	-88	88	-88	88
8322	1	30	6	30	6	-11	88
8322	2	-11	88	-11	88	-11	88
8322	3	-88	88	-88	88	-88	88
8323	1	-88	88	-88	88	-88	88
8323	2	-88	88	-88	88	-88	88
8323	3	-88	88	-88	88	-88	88
8325	1	-11	88	-11	88	-11	88
8325	2	-11	88	-11	88	-11	88
8325	3	-88	88	-88	88	-88	88
8327	1	-88	88	-88	88	-88	88
8327	2	-88	88	-88	88	-88	88
8327	3	-88	88	-88	88	-88	88
8328	1	30	0	20	0	-88	88
8328	2	20	0	20	0	-11	88
8328	3	-88	88	-88	88	-88	88
8333	1	15	6	15	6	10	6
8333	2	-11	88	-11	88	-11	88
8333	3	-88	88	-88	88	-88	88
8334	1	15	6	15	6	-11	88
8334	2	-11	88	-11	88	-11	88
8334	3	-88	88	-88	88	-88	88
8336	1	15	6	15	6	-11	88
8336	2	-11	88	-11	88	-11	88
8336	3	-88	88	-88	88	-88	88
8337	1	12	6	12	6	-11	88
8337	2	-11	88	-11	88	-11	88
8337	3	-88	88	-88	88	-88	88
8340	1	-11	88	-11	88	-11	88
8340	2	-11	88	-11	88	-11	88
8340	3	-88	88	-88	88	-88	88
8341	1	10	0	10	0	-11	88
8341	2	-11	88	-11	88	-11	88
8341	3	-88	88	-88	88	-88	88
8342	1	15	1	15	1	10	1
8342	2	15	1	15	1	-11	88
8342	3	-88	88	-88	88	-88	88
8343	1	30	0	25	0	25	0
8343	2	-11	88	-11	88	-11	88
8343	3	-88	88	-88	88	-88	88
8345	1	15	6	15	6	-11	88
8345	2	-11	88	-11	88	-11	88
8345	3	-88	88	-88	88	-88	88
8348	1	30	0	29	0	-11	0
8348	2	-11	88	-11	88	-11	88
8348	3	-88	88	-88	88	-88	88
8349	1	25	2	25	2	-11	88
8349	2	-11	88	-11	88	-11	88
8349	3	-88	88	-88	88	-88	88
8350	1	15	2	15	2	-11	88
8350	2	-11	88	-11	88	-11	88
8350	3	-88	88	-88	88	-88	88
8353	1	-88	88	-88	88	-88	88
8353	2	-88	88	-88	88	-88	88
8353	3	-88	88	-88	88	-88	88
8357	1	30	0	-11	88	-11	88
8357	2	-11	88	-11	88	-11	88
8357	3	-88	88	-88	88	-88	88
8358	1	30	0	30	0	20	0
8358	2	-11	88	-11	88	-88	88
8358	3	-88	88	-88	88	-88	88
8360	1	25	1	25	1	-11	88
8360	2	25	0	25	0	-11	88
8360	3	-88	88	-88	88	-88	88
8362	1	20	6	15	6	10	6
8362	2	-11	88	-11	88	-11	88
8362	3	-11	88	-11	88	-11	88
8364	1	-88	88	-88	88	-88	88
8364	2	-88	88	-88	88	-88	88
8364	3	-88	88	-88	88	-88	88
8365	1	-88	88	-88	88	-88	88
8365	2	-88	88	-88	88	-88	88
8365	3	-88	88	-88	88	-88	88
8366	1	-88	88	-88	88	-88	88
8366	2	-88	88	-88	88	-88	88
8366	3	-88	88	-88	88	-88	88
8367	1	-88	88	-88	88	-88	88
8367	2	-88	88	-88	88	-88	88
8367	3	-88	88	-88	88	-88	88
8368	1	-88	88	-88	88	-88	88
8368	2	-88	88	-88	88	-88	88
8368	3	-88	88	-88	88	-88	88
8369	1	-88	88	-88	88	-88	88
8369	2	-88	88	-88	88	-88	88
8369	3	-88	88	-88	88	-88	88
8370	1	-88	88	-88	88	-88	88
8370	2	-88	88	-88	88	-88	88
8370	3	-88	88	-88	88	-88	88
8371	1	-88	88	-88	88	-88	88
8371	2	-88	88	-88	88	-88	88
8371	3	-88	88	-88	88	-88	88
8372	1	-88	88	-88	88	-88	88
8372	2	-88	88	-88	88	-88	88
8372	3	-88	88	-88	88	-88	88
8373	1	-11	88	-11	88	-11	88
8373	2	-11	88	-11	88	-11	88
8373	3	-88	88	-88	88	-88	88
8374	1	-88	88	-88	88	-88	88
8374	2	-88	88	-88	88	-88	88
8374	3	-88	88	-88	88	-88	88
8375	1	-88	88	-88	88	-88	88
8375	2	-88	88	-88	88	-88	88
8375	3	-88	88	-88	88	-88	88
8376	1	-88	88	-88	88	-88	88
8376	2	-88	88	-88	88	-88	88
8376	3	-88	88	-88	88	-88	88
8377	1	-88	88	-88	88	-88	88
8377	2	-88	88	-88	88	-88	88
8377	3	-88	88	-88	88	-88	88
8378	1	-88	88	-88	88	-88	88
8378	2	-88	88	-88	88	-88	88
8378	3	-88	88	-88	88	-88	88
8379	1	-88	88	-88	88	-88	88
8379	2	-88	88	-88	88	-88	88
8379	3	-88	88	-88	88	-88	88
8380	1	-88	88	-88	88	-88	88
8380	2	-88	88	-88	88	-88	88
8380	3	-88	88	-88	88	-88	88
8381	1	40	6	40	6	30	6
8381	2	40	0	40	0	15	0
8381	3	-88	88	-88	88	-88	88
8382	1	25	0	25	0	20	0
8382	2	25	0	25	0	20	0
8382	3	-88	88	-88	88	-88	88
8383	1	-88	88	-88	88	-88	88
8383	2	-88	88	-88	88	-88	88
8383	3	-88	88	-88	88	-88	88
8384	1	-88	88	-88	88	-88	88
8384	2	-88	88	-88	88	-88	88
8384	3	-88	88	-88	88	-88	88
8385	1	-88	88	-88	88	-88	88
8385	2	-88	88	-88	88	-88	88
8385	3	-88	88	-88	88	-88	88
8386	1	-88	88	-88	88	-88	88
8386	2	-88	88	-88	88	-88	88
8386	3	-88	88	-88	88	-88	88
8387	1	-88	88	-88	88	-88	88
8387	2	-88	88	-788	88	-88	88
8387	3	-88	88	-88	88	-88	88
8388	1	-88	88	-88	88	-88	88
8388	2	-88	88	-88	88	-88	88
8388	3	-88	88	-88	88	-88	88
8389	1	-88	88	-88	88	-88	88
8389	2	-88	88	-88	88	-88	88
8389	3	-88	88	-88	88	-88	88
8390	1	-88	88	-88	88	-88	88
8390	2	-88	88	-88	88	-88	88
8390	3	-88	88	-88	88	-88	88
8391	1	-88	88	-88	88	-88	88
8391	2	-88	88	-88	88	-88	88
8391	3	-88	88	-88	88	-88	88
8392	1	-88	88	-88	88	-88	88
8392	2	-88	88	-88	88	-88	88
8392	3	-88	88	-88	88	-88	88
8393	1	-88	88	-88	88	-88	88
8393	2	-88	88	-88	88	-88	88
8393	3	-88	88	-88	88	-88	88
8394	1	-88	88	-88	88	-88	88
8394	2	-88	88	-88	88	-88	88
8394	3	-88	88	-88	88	-88	88
8395	1	-88	88	-88	88	-88	88
8395	2	-88	88	-88	88	-88	88
8395	3	-88	88	-88	88	-88	88
8396	1	-88	88	-88	88	-88	88
8396	2	-88	88	-88	88	-88	88
8396	3	-88	88	-88	88	-88	3
8397	1	-88	88	-88	88	-88	88
8397	2	-11	88	-11	88	-11	88
8397	3	-88	88	-88	88	-88	88
8398	1	-88	88	-88	88	-88	88
8398	2	-88	88	-88	88	-88	88
8398	3	-88	88	-88	88	-88	88
8399	1	-88	88	-88	88	-88	88
8399	2	-88	88	-88	88	-88	88
8399	3	-88	88	-88	88	-88	88
8402	1	25	0	25	0	-11	0
8402	2	20	0	-11	0	-11	0
8402	3	-88	88	-88	88	-88	88
8403	1	25	6	-11	88	-11	88
8403	2	15	0	-11	88	-11	88
8403	3	-88	88	-88	88	-88	88
8404	1	10	6	10	6	-11	88
8404	2	-88	88	-88	88	-88	88
8404	3	-88	88	-88	88	-88	88
8405	1	-88	88	-88	88	-88	88
8405	2	-88	88	-88	88	-88	88
8405	3	-88	88	-88	88	-88	88
8406	1	-88	88	-88	88	-88	88
8406	2	-88	88	-88	88	-88	88
8406	3	-88	88	-88	88	-88	88
8407	1	10	6	-11	88	-11	88
8407	2	10	6	-11	88	-11	88
8407	3	-88	88	-88	88	-88	88
8408	1	-88	88	-88	88	-88	88
8408	2	-88	88	-88	88	-88	88
8408	3	-88	88	-88	88	-88	88
8409	1	30	88	30	88	-11	88
8409	2	-11	88	-11	88	-11	88
8409	3	-11	88	-11	88	-11	88
8410	1	-11	88	-11	88	-11	88
8410	2	-11	88	-11	88	-11	88
8410	3	-11	88	-11	88	-11	88
8411	1	-11	88	-11	88	-11	88
8411	2	-11	88	-11	88	-11	88
8411	3	-11	88	-11	88	-11	88
8412	1	-88	88	-88	88	-88	88
8412	2	-88	88	-88	88	-88	88
8412	3	-88	88	-88	88	-88	88
8413	1	-11	88	-11	88	-11	88
8413	2	-11	88	-11	88	-11	88
8413	3	-11	88	-11	88	-11	88
8414	1	-88	88	-88	88	-88	88
8414	2	-88	88	-88	88	-88	88
8414	3	-88	88	-88	88	-88	88
8415	1	15	6	15	6	-11	88
8415	2	-11	88	-11	88	-11	88
8415	3	-88	88	-88	88	-88	88
8416	1	20	0	10	0	5	0
8416	2	20	0	10	0	5	0
8416	3	-88	88	-88	88	-88	88
8417	1	25	0	25	0	15	0
8417	2	25	0	25	0	-11	88
8417	3	-88	88	-88	88	-88	88
8418	1	25	0	25	0	-11	88
8418	2	-11	88	-11	88	-11	88
8418	3	-88	88	-88	88	-11	88
8419	1	-11	88	-11	88	-11	88
8419	2	-11	88	-11	88	-11	88
8419	3	-11	88	-11	88	-11	88
8420	1	30	0	20	0	-11	88
8420	2	-11	88	-11	88	-11	88
8420	3	-88	88	-88	88	-88	88
8421	1	20	2	15	2	-11	88
8421	2	-11	88	-11	88	-11	88
8421	3	-88	88	-88	88	-88	88
8422	1	20	0	20	0	-11	88
8422	2	-11	88	-11	88	-11	88
8422	3	-88	88	-88	88	-88	88
8423	1	20	0	20	0	-11	88
8423	2	-11	88	-11	88	-11	88
8423	3	-88	88	-88	88	-88	88
8424	1	25	2	25	2	10	2
8424	2	-11	88	-11	88	-11	88
8424	3	-88	88	-88	88	-88	88
8425	1	10	2	10	2	7	2
8425	2	-11	88	-11	88	-11	88
8425	3	-88	88	-88	88	-88	88
8426	1	25	2	25	2	-11	88
8426	2	-11	88	-11	88	-11	88
8426	3	-88	88	-88	88	-88	88
8427	1	20	2	20	2	-11	88
8427	2	-11	88	-11	88	-11	88
8427	3	-88	88	-88	88	-88	88
8428	1	30	0	30	0	-11	88
8428	2	-11	88	-11	88	-11	88
8428	3	-88	88	-88	88	-88	88
8429	1	15	6	15	6	-11	88
8429	2	-11	88	-11	88	-11	88
8429	3	-88	88	-88	88	-88	88
8430	1	20	0	20	0	-11	0
8430	2	20	0	20	0	-11	0
8430	3	-88	88	-88	88	-88	88
8431	1	30	0	30	0	-11	88
8431	2	-11	88	-11	88	-11	88
8431	3	-88	88	-88	88	-88	88
8432	1	-88	88	-88	88	88	88
8432	2	-88	88	-88	88	-88	88
8432	3	-88	88	-88	88	-88	88
8433	1	30	0	20	0	-11	88
8433	2	-11	88	-11	88	-11	88
8433	3	-88	88	-88	88	-88	88
8434	1	-88	88	-88	88	-88	88
8434	2	-88	88	-88	88	-88	88
8434	3	-88	88	-88	88	-88	88
8435	1	-88	79	-88	88	-88	88
8435	2	-88	88	-88	88	-88	88
8435	3	-88	88	-88	88	-88	88
8436	1	-88	88	-88	88	-88	88
8436	2	-88	88	-88	88	-88	88
8436	3	-88	88	-88	88	-88	88
8437	1	-88	88	-88	88	-88	88
8437	2	-88	88	-88	88	-88	88
8437	3	-88	88	-88	88	-88	88
8438	1	-88	88	-88	88	-88	88
8438	2	-88	88	-88	88	-88	88
8438	3	-88	88	-88	88	-88	88
8439	1	-88	88	-88	88	-88	88
8439	2	-88	88	-88	88	-88	88
8439	3	-88	88	-88	88	-88	88
8440	1	30	0	25	0	-11	88
8440	2	-88	88	-88	88	-88	88
8440	3	-88	88	-88	88	-88	88
8441	1	-88	88	-88	88	-88	88
8441	2	-88	88	-88	88	-88	88
8441	3	-88	88	-88	88	-88	88
8442	1	-88	88	-88	88	-88	88
8442	2	-88	88	-88	88	-88	88
8442	3	-88	88	-88	88	-88	88
8443	1	-88	88	-88	88	-88	88
8443	2	-88	88	-88	88	-88	88
8443	3	-88	88	-88	88	-88	88
8444	1	-88	88	-88	88	-88	88
8444	2	-88	88	-88	88	-88	88
8444	3	-88	88	-88	88	-88	88
8445	1	-88	88	-88	88	-88	88
8445	2	-88	88	-88	88	-88	88
8445	3	-88	88	-88	88	-88	88
8447	1	-88	88	-88	88	-88	88
8447	2	-88	88	-88	88	-88	88
8447	3	-88	88	-88	88	-88	88
8448	1	-88	88	-88	88	-88	88
8448	2	-88	88	-88	88	-88	88
8448	3	-88	88	-88	88	-88	88
8449	1	-88	88	-88	88	-88	88
8449	2	-88	88	-88	88	-88	88
8449	3	-88	88	-88	88	-88	88
8501	1	20	0	-11	88	-11	88
8501	2	-11	88	-11	88	-11	88
8501	3	-88	88	-88	88	-88	88
8502	1	25	0	-11	88	-11	88
8502	2	-88	88	-88	88	-88	88
8502	3	-88	88	-88	88	-88	88
8503	1	26	0	26	0	-11	88
8503	2	-11	88	-11	88	-11	88
8503	3	-88	88	-88	88	-88	88
8504	1	25	2	20	2	-11	88
8504	2	-11	88	-11	88	-11	88
8504	3	-88	88	-88	88	-88	88
8505	1	20	2	20	2	-11	88
8505	2	-11	88	-11	88	-11	88
8505	3	-88	88	-88	88	-88	88
8506	1	-88	88	-88	88	-88	88
8506	2	-88	88	-88	88	-88	88
8506	3	-88	88	-88	88	-88	88
8507	1	20	6	20	6	10	6
8507	2	20	0	20	0	10	0
8507	3	-88	88	-88	88	-88	88
8508	1	15	2	-11	88	-11	88
8508	2	-11	88	-11	88	-11	88
8508	3	-11	88	-11	88	-11	88
8509	1	20	0	20	0	-11	0
8509	2	-11	0	-11	0	-11	0
8509	3	-88	88	-88	88	-88	88
8510	1	15	0	15	0	-11	88
8510	2	-11	88	-11	88	-11	88
8510	3	-88	88	-88	88	-88	88
8511	1	30	6	25	6	-11	88
8511	2	-11	88	-11	88	-11	88
8511	3	-88	88	-88	88	-88	88
8512	1	20	0	20	0	-11	0
8512	2	-11	0	-11	0	-11	0
8512	3	-88	88	-88	88	-88	88
8513	1	20	2	15	2	10	2
8513	2	-11	88	-11	88	-11	88
8513	3	-88	88	-88	88	-88	88
8514	1	-88	88	-88	88	-88	88
8514	2	-88	88	-88	88	-88	88
8514	3	-88	88	-88	88	-88	88
8515	1	-88	88	-88	88	-88	88
8515	2	-88	88	-88	88	-88	88
8515	3	-88	88	-88	88	-88	88
8516	1	15	2	15	2	-11	88
8516	2	-22	88	-88	88	-88	88
8516	3	-88	88	-88	88	-88	88
8517	1	-11	88	-11	88	-11	88
8517	2	-11	88	-11	88	-11	88
8517	3	-11	88	-11	88	-11	88
8518	1	-88	88	-88	88	-88	88
8518	2	-88	88	-88	88	-88	88
8518	3	-88	88	-88	88	-88	88
8519	1	25	2	25	2	12,5	2
8519	2	-11	88	-11	88	-11	88
8519	3	-11	88	-11	88	-11	88
8520	1	-11	88	-11	88	-11	88
8520	2	-11	88	-11	88	-11	88
8520	3	-88	88	-88	88	-88	88
8521	1	-88	88	-88	88	-88	88
8521	2	-88	88	-88	88	-88	88
8521	3	-88	88	-88	88	-88	88
8522	1	10	2	7	2	5	2
8522	2	-11	88	-11	88	-11	88
8522	3	-88	88	-88	88	-88	88
8523	1	-88	88	-88	88	-88	88
8523	2	-88	88	-88	88	-88	88
8523	3	-88	88	-88	88	-88	88
8601	1	-11	88	-11	88	-11	88
8601	2	-11	88	-11	88	-11	88
8601	3	-11	88	-11	88	-11	88
8602	1	20	2	15	2	-88	2
8602	2	50	2	30	2	-88	2
8602	3	-88	88	-88	88	-88	88
8603	1	20	0	15	0	-88	88
8603	2	-11	88	-11	88	-11	88
8603	3	-11	88	-11	88	-11	88
8604	1	30	2	25	1	15	1
8604	2	-11	88	-11	88	-11	88
8604	3	-88	88	-88	88	-88	88
8605	1	25	0	20	0	15	0
8605	2	-11	88	-11	88	-11	88
8605	3	-88	88	-88	88	-88	88
8606	1	20	0	20	0	-11	88
8606	2	30	0	25	0	-22	0
8606	3	-88	88	-88	88	-88	88
8607	1	30	3	20	5	20	6
8607	2	-11	88	-11	88	-11	88
8607	3	-88	88	-88	88	-88	88
8608	1	-88	88	-88	88	-88	88
8608	2	-88	88	-88	88	-88	88
8608	3	-88	88	-88	88	-88	88
8609	1	-88	88	-88	88	-88	88
8609	2	-88	88	-88	88	-88	88
8609	3	-88	88	-88	88	-88	88
8610	1	-88	88	-88	88	-88	88
8610	2	-88	88	-88	88	-88	88
8610	3	-88	88	-88	88	-88	88
8611	1	-88	88	-88	88	-88	88
8611	2	-88	88	-88	88	-88	88
8611	3	-88	88	-88	88	-88	88
8612	1	-88	88	-88	88	-88	88
8612	2	-88	88	-88	88	-88	88
8612	3	-88	88	-88	88	-88	88
8613	1	-88	88	-88	88	-88	88
8613	2	-88	88	-88	88	-88	88
8613	3	-88	88	-88	88	-88	88
8614	1	-88	88	-88	88	-88	88
8614	2	-88	88	-88	88	-88	88
8614	3	-88	88	-88	88	-88	88
8615	1	-88	88	-88	88	-88	88
8615	2	-88	88	-88	88	-88	88
8615	3	-88	88	-88	88	-88	88
8616	1	-88	88	-88	88	-88	88
8616	2	-88	88	-88	88	-88	88
8616	3	-88	88	-88	88	-88	88
8617	1	-88	88	-88	88	-88	88
8617	2	-88	88	-88	88	-88	88
8617	3	-88	88	-88	88	-88	88
8618	1	45	0	45	0	-11	88
8618	2	-11	88	-11	88	-11	88
8618	3	-88	88	-88	88	-88	88
8619	1	70	1	40	1	-11	88
8619	2	-11	88	-11	88	-11	88
8619	3	-88	88	-88	88	-88	88
8620	1	-88	88	-88	88	-88	88
8620	2	-88	88	-88	88	-88	88
8620	3	-88	88	-88	88	-88	88
8621	1	-88	88	-88	88	-88	88
8621	2	-88	88	-88	88	-88	88
8621	3	-88	88	-88	88	-88	88
8622	1	25	2	-11	88	10	2
8622	2	-11	88	-11	88	-11	88
8622	3	-88	88	-88	88	-88	88
8623	1	25	0	20	0	-11	88
8623	2	-11	88	-11	88	-11	88
8623	3	-88	88	-88	88	-88	88
8624	1	-88	88	-88	88	-88	88
8624	2	-88	88	-88	88	-88	88
8624	3	-88	88	-88	88	-88	88
8625	1	-88	88	-88	88	-88	88
8625	2	-88	88	-88	88	-88	88
8625	3	-88	88	-88	88	-88	88
8626	1	-88	88	-88	88	-88	88
8626	2	-88	88	-88	88	-88	88
8626	3	-88	88	-88	88	-88	88
8627	1	30	0	30	0	-11	88
8627	2	-11	88	-11	88	-11	88
8627	3	-88	88	-88	88	-88	88
8628	1	30	2	30	2	-11	88
8628	2	-11	88	-11	88	-11	88
8628	3	-88	88	-88	88	-88	88
8629	1	25	0	25	0	-11	88
8629	2	-88	88	-88	88	-88	88
8629	3	-88	88	-88	88	-88	88
8630	1	-11	88	-11	88	-11	88
8630	2	-11	88	-11	88	-11	88
8630	3	-88	88	-88	88	-88	88
8631	1	-88	88	-88	88	-88	88
8631	2	-88	88	-88	88	-88	88
8631	3	-88	88	-88	88	-88	88
8632	1	-88	88	-88	88	-88	88
8632	2	-88	88	-88	88	-88	88
8632	3	-88,88	88	-88	88	-88	88
8633	1	20	2	20	2	-11	88
8633	2	-11	88	-11	88	-11	88
8633	3	-88	88	-88	88	-88	88
8634	1	35	0	20	0	-11	88
8634	2	-11	88	-11	88	-11	88
8634	3	-88	88	-88	88	-88	88
8635	1	-88	88	-88	88	-88	88
8635	2	-88	88	-88	88	-88	88
8635	3	-88	88	-88	88	-88	88
8636	1	30	6	20	6	15	2
8636	2	-11	88	-11	88	-11	88
8636	3	-88	88	-88	88	-88	88
8637	1	25	0	20	0	-11	88
8637	2	-11	88	-11	88	-11	88
8637	3	-88	88	-88	88	-88	88
8638	1	35	6	25	6	20	6
8638	2	35	6	25	6	20	6
8638	3	-88	88	-88	88	-88	88
8639	1	30	0	25	0	-11	88
8639	2	-11	88	-11	88	-11	88
8639	3	-88	88	-88	88	-88	88
8640	1	30	2	20	2	10	2
8640	2	30	2	20	2	10	2
8640	3	-88	88	-88	88	-88	88
8641	1	-88	88	-88	88	-88	88
8641	2	-88	88	-88	88	-88	88
8641	3	-88	88	-88	88	-88	88
8642	1	-88	88	-88	88	-88	88
8642	2	-88	88	-88	88	-88	88
8642	3	-88	88	-88	88	-88	88
8643	1	-88	88	-88	88	-88	88
8643	2	-88	88	-88	88	-88	88
8643	3	-88	88	-88	88	-88	88
