PLACEID	PRLDIDR4	AVLNDPRC	MNLNDPRC	MXLDNPRC
8506	2	-88	 	 
8506	3	-77	150	200
8507	1	4500	 	 
8507	2	2000	 	 
8507	3	-77	15	20
8508	1	-77	5000	10000
8508	2	-77	1000	3000
8508	3	-77	3	4
8509	1	-77	11000	15000
8509	2	-77	9000	9500
8509	3	3500	 	 
8510	1	-88	 	 
8510	2	1000	 	 
8510	3	25	 	 
8511	1	-77	2000	4000
8511	2	10000	 	 
8511	3	-77	10	30
8512	1	-88	 	 
8512	2	-88	 	 
8512	3	35	 	 
8513	1	-88	 	 
8513	2	-77	10000	100000
8513	3	-77	100	150
8514	1	-88	 	 
8514	2	-88	 	 
8514	3	150	 	 
8515	1	-88	 	 
8515	2	-88	 	 
8515	3	294	 	 
8516	1	1000	 	 
8516	2	900	 	 
8516	3	280	 	 
8517	1	-88	 	 
8517	2	-88	 	 
8517	3	30	 	 
8518	1	-88	 	 
8518	2	-88	 	 
8518	3	200	 	 
8519	1	2000	 	 
8519	2	-88	 	 
8519	3	4	 	 
8520	1	-88	 	 
8520	2	-88	 	 
8520	3	176	 	 
8521	1	-88	 	 
8521	2	-88	 	 
8521	3	500	 	 
8522	1	1000	 	 
8522	2	500	 	 
8522	3	-88	 	 
8523	1	-88	 	 
8523	2	-88	 	 
8523	3	30	 	 
8601	1	-88	 	 
8601	2	-88	 	 
8601	3	-77	100	200
8602	1	-88	 	 
8602	2	10000	 	 
8602	3	83	 	 
8603	1	-88	 	 
8603	2	10000	 	 
8603	3	416	 	 
8604	1	-77	2000	3000
8604	2	-77	500	1000
8604	3	-77	350	380
8605	1	-88	 	 
8605	2	20000	 	 
8605	3	200	 	 
8606	1	-88	 	 
8606	2	52000	 	 
8606	3	-77	90	100
8607	1	-88	 	 
8607	2	-77	3	5
8607	3	5	 	 
8608	1	-88	 	 
8608	2	-88	 	 
8608	3	1800	 	 
8609	1	-88	 	 
8609	2	-88	 	 
8609	3	950	 	 
8610	1	-88	 	 
8610	2	-88	 	 
8610	3	-77	800	1000
8611	1	-88	 	 
8611	2	-88	 	 
8611	3	1	 	 
8612	1	-88	 	 
8612	2	-88	 	 
8612	3	830	 	 
8613	1	-88	 	 
8613	2	-88	 	 
8613	3	600	 	 
8614	1	-88	 	 
8614	2	-88	 	 
8614	3	450	 	 
8615	1	-88	 	 
8615	2	-88	 	 
8615	3	-77	300	800
8616	1	-88	 	 
8616	2	-88	 	 
8616	3	75	 	 
8617	1	-88	 	 
8617	2	-88	 	 
8617	3	70	 	 
8618	1	-77	60000	80000
8618	2	-88	 	 
8618	3	200	 	 
8619	1	-77	40000	50000
8619	2	-88	 	 
8619	3	-77	80	100
8620	1	-88	 	 
8620	2	-88	 	 
8620	3	-77	100	150
8621	1	-88	 	 
8621	2	-88	 	 
8621	3	-77	600	700
8622	1	-77	50000	100000
8622	2	-88	 	 
8622	3	-77	300	400
8623	1	-77	15000	20000
8623	2	-77	8000	10000
8623	3	10	 	 
8624	1	-88	 	 
8624	2	-88	 	 
8624	3	10	 	 
8625	1	-88	 	 
8625	2	-88	 	 
8625	3	-88	 	 
8626	1	-88	 	 
8626	2	-88	 	 
8626	3	180	 	 
8627	1	-77	10000	20000
8627	2	-77	5000	10000
8627	3	-77	25	35
8628	1	33700	 	 
8628	2	28850	 	 
8628	3	34	 	 
8629	1	-88	 	 
8629	2	-88	 	 
8629	3	-77	15	20
8630	1	-88	 	 
8630	2	-88	 	 
8630	3	120	 	 
8631	1	-88	 	 
8631	2	-88	 	 
8631	3	-77	10	40
8632	1	-88	 	 
8632	2	-88	 	 
8632	3	-77	100	400
8633	1	-77	8000	2000
8633	2	-77	2000	3000
8633	3	-77	10	15
8634	1	-77	10000	20000
8634	2	-77	3000	5000
8634	3	-77	30	50
8635	1	-88	 	 
8635	2	-88	 	 
8635	3	-77	100	150
8636	1	-77	5000	8000
8636	2	-77	3000	4000
8636	3	15	 	 
8637	1	20000	 	 
8637	2	2000	 	 
8637	3	120	 	 
8638	1	55000	 	 
8638	2	25000	 	 
8638	3	250	 	 
8639	1	-77	100000	200000
8639	2	-77	10000	15000
8639	3	240	 	 
8640	1	70000	 	 
8640	2	-88	 	 
8640	3	-77	20	80
8641	1	-88	 	 
8641	2	-88	 	 
8641	3	1000	 	 
8642	1	-88	 	 
8642	2	-88	 	 
8642	3	1000	 	 
8643	1	-88	 	 
8643	2	-88	 	 
8643	3	-77	150	500
