PLACEID	STRTDINT	MNDPTOID	MNSENSIT	GENCHRST	POPSIZE	HOUSING	ILLOCCUP	OTHRES	AGRIC	LIVEST	FISHING	MINING	INDUST	HANDICR	RETAIL	OTHUSE	CITY	POPCITY	TIMECAP	TRANS1	TRANS2	TRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	MAINRTE	NTRLDIST	LBRUNION	COMMKITC	MTHRCLUB	APAFA	POLTGRP	RELGGRP	SVGSCOOP	HOUSCOOP	LENDCOOP	SPRTASSC	CRMASSC	PSNTASSC	NTVASSC	AGRIASSC	PRDCRS	OTHERS1	RLOTHR1	OTHERS2	RLOTHR2	OTHERS3	RLOTHR3	OTHERS4	RLOTHR4	OTHERS5	RLOTHR5	OTHERS6	RLOTHR6	OTHERS7	RLOTHR7	OTHERS8	RLOTHR8	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	IMPCROP	PRICCROP	MINCROP	MAXCROP	PRICEEN	ENDDINT
804	06/09/2013	13	8	06/09/2013    HORA: 09:10	20000	1	5	5	5	5	5	5	5	3	2	77	1	170000	30	7	1	88	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	11	1	9	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	-88	-88	 	 	06/09/2013   HORA: 17:15	06/09/2013
901	28/09/2013	2	9	28/09/2013   HORA: 09:30	250	1	5	88	2	3	5	5	5	5	4	88	1	1070	20	6	7	88	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	7	1	7	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	MAIZ	2,5	 	 	28/09/2013   HORA: 12:10	28/09/2013
1103	07/11/2013	10	11	07/11/2013  HORA: 09:27	195	4	5	5	1	2	5	5	5	5	3	5	1	5785	50	1	6	5	0	0	1	1	0	0	3	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	PAPA	10	 	 	07/11/2013   HORA: 15:05	07/11/2013
1201	29/06/2013	15	12	29/06/2013   HORA: 13:50	185	5	1	5	5	5	5	5	5	3	2	5	1	2000000	60	7	6	88	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	02/07/2013   HORA: 15:30	02/07/2013
1202	23/06/2013	15	12	23/06/2013   HORA: 12:30	2000	1	5	3	5	5	5	5	5	4	2	5	1	150000	10	7	6	88	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	23/06/2013   HORA: 13:30	23/06/2013
1203	22/06/2013	15	12	22/06/2013   HORA: 16:30	350	5	1	5	5	5	5	5	5	5	2	5	1	1200000	90	7	6	88	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	22/06/2013   HORA: 18:00	22/06/2013
1204	17/06/2013	15	12	17/06/2013   HORA: 13:10	12000	1	2	3	5	5	5	5	5	2	1	5	1	1500000	30	7	6	88	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	9	1	7	0	 	0	 	0	 	0	 	0	 	0	 	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	19/06/2013   HORA: 10:51	19/06/2013
1205	16/06/2013	15	12	16/06/2013   HORA: 10:00	6000	1	5	88	5	5	5	5	5	5	2	88	1	1200000	-88	88	 	 	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	9	1	11	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	17/06/2013   HORA: 15:30	17/06/2013
1206	29/06/2013	15	12	29/06/2013   HORA: 10:25	1000	5	1	2	5	5	5	5	5	5	3	5	1	1500000	25	7	6	88	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	15	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	03/07/2013   HORA: 14:00	03/07/2013
1207	27/06/2013	15	12	27/06/2013   HORA: 14:05	200	5	1	5	5	5	5	5	5	5	2	5	1	1200000	60	7	6	88	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	27/06/2013   HORA: 15:15	27/06/2013
1208	26/06/2013	15	12	26/06/2013   HORA: 11:36	1500	1	5	2	5	5	5	5	5	5	3	5	1	1950000	15	7	6	88	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	15	1	7	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	28/06/2013   HORA: 13:10	26/06/2013
1209	20/06/2013	15	12	20/06/2013   HORA: 10:40	675	1	5	88	5	5	5	5	5	5	2	88	1	1400000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	21/06/2013    HORA: 16:30	21/06/2013
1210	18/06/2013	15	12	18/06/2013   HORA: 14:44	700	5	5	1	5	5	5	5	5	5	2	5	1	1000000	20	7	6	88	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	 	 	20/06/2013   HORA: 10:00	20/06/2013
1211	21/06/2013	15	12	21/06/2013   HORA: 13:55	6000	5	1	4	5	5	5	5	5	2	3	5	1	1700000	30	7	6	88	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	11	1	9	1	9	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	22/06/2013   HORA: 17:00	22/06/2013
1212	18/06/2013	15	12	18/06/2013   HORA: 10:30	2000	1	5	88	5	5	5	5	5	2	3	88	1	1300000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	9	1	11	0	 	0	 	0	 	0	 	0	 	0	 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	19/06/2013   HORA: 09:40	19/06/2013
1213	19/06/2013	15	12	19/06/2013   HORA: 14:22	53414	1	5	2	5	5	5	5	5	4	3	5	1	4800000	20	7	6	88	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	9	1	11	1	7	1	15	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	20/06/2013   HORA: 18:00	20/06/2013
1215	30/06/2013	15	12	30/06/2013   HORA: 10:54	1800	1	5	88	5	5	5	5	5	3	2	88	1	1500000	-88	88	 	 	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	30/06/2013  HORA: 15:30	30/06/2013
1216	24/06/2013	15	12	24/06/2013   HORA: 09:45	1920	1	5	88	5	5	5	5	5	3	2	88	1	1200000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	11	1	7	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	25/06/2013   HORA: 13:30	25/06/2013
1217	05/07/2013	15	12	05/07/2013   HORA: 14:30	1025	1	5	88	5	5	5	5	5	3	2	88	1	1100000	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	06/07/2013   HORA: 18:00	06/07/2013
1218	26/06/2013	15	12	26/06/2013   HORA: 15:00	500	1	5	88	5	5	5	5	5	3	2	88	1	1100000	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	1	11	1	7	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	27/06/2013   HORA: 14:00	27/06/2013
1219	02/07/2013	15	12	02/07/2013   HORA: 12:05	16740	1	5	88	5	5	5	5	5	3	2	88	1	1500000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	11	1	9	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-88	-88	 	 	03/07/2013   HORA: 14:06	03/07/2013
1220	28/06/2013	15	12	28/06/2013    HORA: 10:30	600	1	5	88	5	5	5	5	5	3	2	88	1	1300000	-88	88	 	 	0	1	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	28/06/2013   HORA: 13:00	28/06/2013
1221	01/07/2013	15	12	01/07/2013  HORA: 11:50	2960	1	5	88	5	5	5	5	5	3	2	88	1	1400000	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	04/07/2013   HORA: 21:20	04/07/2013
1222	12/07/2013	15	12	12/07/2013   HORA: 09:50	3000	1	5	88	5	5	5	5	5	5	2	88	1	1400000	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	7	1	11	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	12/07/2013   HORA: 14:30	12/07/2013
1223	11/07/2013	15	12	11/07/2013   HORA: 13:25	250	1	5	88	5	5	5	5	5	3	2	88	1	1500000	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	11/07/2013   HORA: 18:05	11/07/2013
1224	08/07/2013	15	12	08/07/2013   HORA: 10:35	1350	1	5	88	5	5	5	5	5	3	2	88	1	1300000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	09/07/2013   HORA: 17:30	09/07/2013
1225	03/07/2013	15	12	03/07/2013    HORA:14:45	500	5	1	5	5	5	5	5	5	3	2	88	1	2000000	30	7	6	88	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	10/07/2013   HORA: 12:00	10/07/2013
1226	19/03/2014	15	12	19/03/2014   HORA: 07:50	500	5	1	5	5	5	5	5	5	5	1	5	1	-77	-88	88	 	 	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	19/03/2014   HORA: 11:20	19/03/2014
1227	20/03/2014	15	12	20/03/2014  HORA: 08:45	18000	5	1	5	5	5	5	5	5	2	1	5	1	-77	80	88	 	 	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	 	 	20/03/2014  HORA: 15:25	20/03/2014
1228	08/03/2014	15	12	08/03/2014   HORA: 09:30	20000	5	1	5	5	5	5	5	3	2	1	5	1	1500000	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	-88	-88	 	 	10/03/2014    HORA: 10:10	10/03/2014
1301	27/06/2013	15	13	27/06/2013   HORA: 09:10	18000	1	5	88	5	4	5	5	5	5	2	88	1	500000	50	6	7	8	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	9	1	9	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	27/06/2013   HORA: 18:15	27/06/2013
1303	17/07/2013	15	13	17/07/2013   HORA: 09:00	3500	2	1	88	5	5	5	5	5	5	5	88	1	500000	30	7	88	 	1	0	1	1	0	0	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	17/07/2013   HORA: 17:10	17/07/2013
1304	26/06/2013	15	13	26/06/2013   HORA: 09:15	19000	1	5	88	4	4	5	5	5	3	2	88	1	500000	45	6	7	5	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	15	1	9	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	26/06/2013   HORA: 17:40	26/06/2013
1305	13/03/2014	15	13	13/03/2014   HORA:10:10	900	5	1	5	5	5	5	5	5	5	1	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	13/03/2014   HORA:17:20	13/03/2014
1306	21/03/2014	15	13	21/03/2014  HORA: 09:45	400	1	5	5	5	5	5	5	5	2	1	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	21/03/2013  HORA: 14:50	21/03/2014
1307	18/03/2014	15	13	18/03/2014   HORA: 07:50	-77	1	88	88	5	5	5	5	5	2	1	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	18/03/2014   HOR: 14:10	18/03/2014
1401	20/06/2013	15	14	20/06/2013   HORA: 10:25	65000	5	1	5	5	5	5	5	5	3	2	4	1	-77	-88	88	 	 	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	 	 	20/06/2013   HORA: 17:50	20/06/2013
1402	24/06/2013	15	14	24/06/2013   HORA: 09:45	720	5	1	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	1	1	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	24/06/2013   HORA: 17:20	24/06/2013
1403	20/06/2013	15	14	20/06/2013   HORA: 09:05	2500	5	1	4	5	5	5	5	5	3	2	5	1	84006	30	1	88	 	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	20/06/2013   HORA: 14:00	20/06/2013
1404	18/06/2013	15	14	18/06/2013   HORA: 10:05	4800	2	5	3	5	5	5	5	5	5	2	4	1	84006	20	5	6	88	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	18/06/2013   HORA: 15:30	18/06/2013
1405	13/06/2013	15	14	13/06/2013   HORA: 10:30	25000	1	2	5	5	5	5	5	5	4	3	5	1	380000	-88	88	 	 	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	9	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-88	-88	 	 	13/06/2013   HORA: 17:20	13/06/2013
1406	14/06/2013	15	14	14/06/2013    HORA: 15:18	600	5	1	5	5	5	5	5	5	5	5	5	1	380000	-88	88	 	 	0	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	14/06/2013    HORA: 19:10	14/06/2013
1407	25/06/2013	15	14	25/06/2013   HORA: 14:11	70000	1	5	2	5	5	5	5	5	4	3	5	1	380006	10	7	88	 	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	-88	-88	 	 	25/06/2013   HORA: 17:08	25/06/2013
1408	19/06/2013	15	14	19/06/2013   HORA: 10:30	450	5	1	5	5	5	5	5	5	5	5	5	1	-77	-88	88	 	 	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	 	 	19/06/2013   HORA: 16:20	19/06/2013
