CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	PRMCRER4	THSVILR4	CHLBRNR4	LIVHSER4	YRDIEDR4	RWHLIVR4	RSEECHR4	RCHLVER4	RLNLIVR4	RELHHR4	MRTLSTR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	EDCH18R4	STLL18R4	HSSTRTR4	GRADER4	STILLR4	WHYNOTR4	STRYRR4	STRMTHR4	AGEGRDR4	GRDRPR4	TYPLSTR4	PERFR4	TYPATDR4	FEESR4	EXTTUTR4	BRDSCHR4	WHSCHR4	SLEEPR4	CHCARER4	HHCHRER4	NPYWRKR4	PAYWRKR4	SCHOOLR4	STUDYR4	PLAYR4	IMPAC1R4	RGJOB1R4	MONTH1R4	WEEKS1R4	DAYS1R4	HOURS1R4	SSAC11R4	SSAC12R4	SSAC13R4	SSAC14R4	OFPEN1R4	IMINC1R4	IMPAC2R4	RGJOB2R4	MONTH2R4	WEEKS2R4	DAYS2R4	HOURS2R4	SSAC21R4	SSAC22R4	SSAC23R4	SSAC24R4	OFPEN2R4	IMINC2R4	IMPAC3R4	RGJOB3R4	MONTH3R4	WEEKS3R4	DAYS3R4	HOURS3R4	SSAC31R4	SSAC32R4	SSAC33R4	SSAC34R4	OFPEN3R4	IMINC3R4	MEMCNSR4	DISABR4	MEMAFCR4	MEMLNGR4	MLNHLR41	MLNHLR42	MLNHLR43	HTSFFR41	HTSFFR42	HTSFFR43	SEEKTRR4	WHSEEKR4	MEMSMKR4	MEMTOBR4	MEMALCR4
60056	2	28	32	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	4	2	8	1	1	1	1	 	1	12	0	3	4	6	4	0	0	1	1	0	0	15	1	12	4	7	3	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60056	3	12	16	 	1	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60057	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	0	 	 	 	3	1	2300	0	0	1	9	0	1	0	0	8	2	4	17	1	10	4	6	8	1	1	1	1	 	0	15	0	12	4	6	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60057	1	33	37	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	12	4	3	5	1	1	1	1	 	1	5	1	4	3	3	8	1	1	0	0	0	0	12	0	3	2	6	4	0	0	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	1
60057	2	26	30	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	6	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	3	4	7	8	1	1	0	0	0	1	12	1	3	4	6	4	0	0	1	1	0	0	15	1	5	2	4	5	1	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60057	28	11	15	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	8	1	 	5	0	 	 	 	2	1	10000	0	0	 	8	0	1	0	0	11	1	3	17	1	10	4	6	11	1	1	1	1	 	0	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60058	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	5	0	 	 	 	 	 	 	1	6	1	 	5	6	 	 	 	3	3	0	0	1	3	9	0	0	0	0	7	4	4	17	1	10	4	6	7	0	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	1	52	56	 	2	5	5	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	2	30	34	 	1	1	1	N	 	 	3	2001	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	3	28	32	 	2	1	1	N	 	0	2	 	5	3	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	4	27	31	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	5	19	23	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	6	4	8	 	1	14	14	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	7	 	70	 	2	 	5	Y	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	7	3	3	6	0	1	1	1	0	1	1	1	4	2	3	3	0	0	1	1	 	0	15	1	12	4	7	4	1	1	1	1	0	0	N	0	 	1	10	88	 	7	 	 	2	5	0	1	0
60058	8	 	75	 	1	 	5	N	 	 	1	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	4	5	6	0	1	1	1	0	1	12	1	3	3	5	5	0	1	1	0	0	0	1	1	3	4	5	3	0	0	1	1	0	0	N	0	 	1	22	18	88	6	9	 	3	5	0	1	1
60058	9	 	32	 	1	 	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	10	 	23	 	2	 	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60058	11	 	22	 	2	 	13	N	 	 	1	 	 	 	 	 	2	0	7	8	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	3	3	6	0	1	1	0	0	1	12	1	5	3	3	5	0	1	1	1	0	0	1	1	2	4	7	1	0	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60059	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	4	1	 	6	5	 	 	 	2	1	3000	0	0	5	8	0	1	0	0	10	2	3	17	1	11	4	6	9	1	1	1	1	 	0	15	1	12	2	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60059	1	 	-77	 	2	5	5	N	 	 	3	2011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60059	2	35	39	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	8	3	3	3	1	0	1	1	 	0	5	1	5	3	4	6	1	0	0	1	0	1	12	1	3	2	3	5	0	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	1	2
60059	3	32	36	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	7	2	3	3	1	0	0	1	 	0	5	1	4	3	4	6	1	0	0	1	0	1	12	1	3	3	6	5	0	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
60059	4	13	17	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	13	1	 	6	4	 	 	 	2	3	0	0	0	 	7	1	1	0	0	12	2	1	17	1	10	4	6	9	1	0	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
60060	0	8	12	 	2	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	4	 	 	 	2	3	0	0	0	5	10	0	2	0	0	8	2	2	17	1	10	4	6	8	1	1	1	1	 	0	15	1	4	3	5	1	1	1	0	0	 	0	4	1	4	3	5	1	0	0	1	1	0	1	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60060	1	77	81	 	2	5	5	N	 	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60060	2	36	40	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	11	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	6	4	5	9	1	1	0	0	0	1	12	1	3	2	6	5	1	1	0	0	0	0	1	1	2	4	3	2	1	1	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60060	3	28	32	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	99	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	1	12	4	7	4	1	1	1	1	 	0	5	1	4	4	7	8	1	1	0	0	0	1	12	1	2	3	5	5	1	1	0	0	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60060	28	11	15	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	7	1	 	6	5	 	 	 	4	3	0	0	0	 	10	0	1	0	0	8	0	5	17	1	10	4	6	8	1	1	1	1	 	0	15	1	2	3	4	1	1	0	0	0	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60061	0	8	12	 	1	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	6	1	 	5	0	 	 	 	3	1	6000	1200	0	5	8	0	1	0	0	11	2	2	17	1	10	4	6	11	1	1	1	1	 	0	15	0	12	4	5	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60061	1	37	41	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	6	4	7	9	1	1	1	0	 	1	5	0	2	4	7	8	1	1	0	0	0	0	12	0	2	4	6	8	0	0	0	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60061	2	31	35	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	29	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	3	4	7	9	1	1	0	0	 	1	12	0	2	4	6	8	0	0	0	1	0	0	13	1	12	4	7	3	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60061	3	13	17	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	2	1	 	 	 	 	1	12	0	23	5	0	18	12	3	 	 	 	 	 	 	8	0	0	0	0	11	2	3	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60061	28	10	14	 	2	7	7	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60061	29	 	65	 	2	 	5	N	 	 	1	 	 	 	 	 	7	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	88	 	7	 	 	2	4	0	0	0
60062	0	7	11	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	4	1	 	5	5	 	 	 	2	1	8400	1400	0	5	9	0	0	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60062	1	55	59	 	1	6	6	N	 	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60062	2	49	53	 	2	6	6	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60062	3	37	41	 	2	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60062	4	33	37	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	98	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	8	1	1	1	1	0	1	15	0	12	4	5	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60062	5	30	34	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	1	12	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	1	12	4	6	8	1	1	1	1	0	1	15	0	12	4	7	6	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60062	6	27	31	 	1	13	13	N	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60062	7	11	15	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	5	4	 	 	 	 	1	9	1	 	5	2	 	 	 	2	1	8000	1700	0	 	8	0	1	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	0	15	0	12	3	5	2	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	0	8	12	 	2	0	0	 	1	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	6	0	 	 	 	2	1	5000	0	0	5	8	0	1	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	1	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60063	1	62	66	 	2	6	6	N	 	 	3	2005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60063	2	45	49	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	12	4	7	10	1	1	1	1	 	1	12	0	2	2	6	4	0	0	1	1	0	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	1	0
60063	3	35	39	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	3	4	7	8	1	1	0	0	0	1	12	1	3	4	6	4	0	0	1	1	0	0	15	1	12	4	7	4	1	1	1	1	0	0	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	4	18	22	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	1	15	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	1	10	4	6	5	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	5	13	17	 	1	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	9	1	 	6	0	 	 	 	3	1	5000	0	0	 	8	1	1	0	0	9	1	4	17	1	10	4	6	9	1	1	1	1	 	0	15	0	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	6	27	31	 	1	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60063	7	20	24	 	2	13	13	N	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60063	8	25	29	 	2	13	13	N	 	 	1	 	 	 	 	 	8	1	98	98	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	1	3	4	6	4	0	0	1	1	0	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	9	 	7	 	1	 	14	N	 	 	1	 	 	 	 	 	2	0	8	98	 	 	 	 	1	1	1	 	5	5	 	 	 	2	1	3500	0	0	 	9	0	0	0	0	9	2	4	17	1	10	4	6	9	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60063	10	 	3	 	2	 	14	N	 	 	1	 	 	 	 	 	2	0	8	98	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	0
60064	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	5	1	 	6	4	 	 	 	3	1	4000	0	0	5	9	0	1	0	0	9	2	3	17	1	11	4	6	8	1	1	1	1	 	0	15	1	12	3	4	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60064	1	52	56	 	2	5	5	N	 	 	1	 	 	 	 	 	3	3	99	99	1	3	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	7	7	1	1	1	1	 	1	15	1	12	4	7	3	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	20	88	 	3	 	 	2	4	0	0	2
60064	2	32	36	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	1	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	7	8	1	1	1	1	 	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
60064	3	25	29	 	2	1	1	Y	 	1	1	 	 	 	 	 	1	1	99	98	1	5	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	12	4	7	7	1	1	1	1	 	1	15	1	12	4	7	4	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	9	88	 	15	 	 	1	4	0	0	2
60064	4	7	11	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	3	2	 	 	 	 	1	4	1	 	6	7	 	 	 	2	1	3000	0	0	 	10	0	1	0	0	9	2	2	17	1	11	4	6	8	1	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
60065	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	2	0	 	 	 	 	 	 	1	7	1	 	5	5	 	 	 	2	3	0	0	0	2	9	0	1	0	0	9	1	4	17	1	10	4	6	9	1	0	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60065	1	57	61	 	1	6	6	N	 	 	3	2010	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60065	2	47	51	 	2	6	6	N	 	 	3	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60065	3	32	36	 	1	1	1	N	 	 	1	 	 	 	 	 	 	1	99	99	1	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	6	4	6	6	0	1	1	0	 	1	5	1	2	4	4	8	1	0	0	1	0	0	12	1	3	4	4	5	0	1	1	0	0	0	N	0	 	1	18	88	 	10	 	 	2	4	1	1	1
60065	4	27	31	 	2	1	1	Y	 	0	1	 	 	 	 	 	1	1	99	99	1	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	1	6	4	6	6	1	1	1	0	 	1	5	1	2	4	5	8	1	0	0	1	0	0	12	1	3	3	5	5	0	1	1	0	0	0	N	0	 	1	7	5	88	7	6	 	2	4	0	0	0
60065	5	5	9	 	2	7	7	N	 	 	1	 	 	 	 	 	2	0	4	3	 	 	 	 	1	4	1	 	5	7	 	 	 	3	3	0	0	0	 	10	0	1	0	0	8	1	4	17	1	10	4	6	8	1	0	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	 	 	 	 	0	0	2
60066	0	8	12	 	1	0	0	 	0	 	1	 	 	 	 	 	6	0	 	 	 	 	 	 	1	6	1	 	5	6	 	 	 	2	3	0	0	0	5	9	0	1	0	0	8	2	4	17	1	10	4	6	8	0	1	1	1	 	0	15	1	12	4	7	1	1	1	1	1	 	0	88	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60066	1	57	61	 	1	1	1	N	 	 	2	 	5	4	1	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 
