CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	DSSCR4	NMSCWDR4	LNGINSR4
150099	10	1	5	 	3	20	256	72
150099	11	1	6	 	3	20	1140	72
150099	12	1	7	 	3	20	1140	72
150099	13	1	8	 	3	20	1140	72
150100	10	1	4	 	3	20	256	72
150100	11	1	5	 	3	20	256	72
150100	12	1	6	 	3	20	1140	72
150100	13	1	7	 	3	20	1140	72
160001	10	1	3	1	 	 	 	 
160001	11	1	4	1	 	 	 	 
160001	12	1	5	0	3	14	2070	72
160001	13	1	6	1	 	 	 	 
160002	10	1	3	1	 	 	 	 
160002	11	1	4	1	 	 	 	 
160002	12	1	5	1	 	 	 	 
160002	13	1	6	1	 	 	 	 
160003	10	1	2	1	 	 	 	 
160003	11	1	3	1	 	 	 	 
160003	12	1	4	1	 	 	 	 
160003	13	1	5	1	 	 	 	 
160004	10	1	4	0	8	14	162	72
160004	11	1	5	0	8	14	1264	72
160004	12	1	6	1	 	 	 	 
160004	13	1	7	1	 	 	 	 
160005	10	1	3	 	1	15	614	75
160005	11	1	4	 	1	15	614	75
160005	12	1	5	 	1	15	614	75
160005	13	1	6	 	3	14	2149	75
160006	10	1	3	1	 	 	 	 
160006	11	1	4	0	1	14	1559	75
160006	12	1	5	1	 	 	 	 
160006	13	1	6	1	 	 	 	 
160007	10	1	5	1	 	 	 	 
160007	11	1	6	1	 	 	 	 
160007	12	1	7	1	 	 	 	 
160007	13	1	8	0	3	14	1165	72
160008	10	1	3	1	 	 	 	 
160008	11	1	4	0	1	14	2115	75
160008	12	1	5	1	 	 	 	 
160008	13	1	6	1	 	 	 	 
160009	10	1	4	1	 	 	 	 
160009	11	1	5	0	3	14	162	75
160009	12	1	6	1	 	 	 	 
160009	13	1	7	1	 	 	 	 
160010	10	1	3	1	 	 	 	 
160010	11	1	1	0	1	14	152	75
160010	12	1	2	1	 	 	 	 
160010	13	1	3	1	 	 	 	 
160011	10	1	5	0	3	14	2079	72
160011	11	1	6	1	 	 	 	 
160011	12	1	7	1	 	 	 	 
160011	13	1	8	0	3	14	1805	72
160012	10	1	3	1	 	 	 	 
160012	11	1	4	1	 	 	 	 
160012	12	1	5	0	3	14	1316	75
160012	13	1	6	1	 	 	 	 
160013	10	1	3	1	 	 	 	 
160013	11	1	4	1	 	 	 	 
160013	12	1	5	1	 	 	 	 
160013	13	1	6	0	3	14	1164	72
160014	10	0	 	 	 	 	 	 
160014	11	0	 	 	 	 	 	 
160014	12	1	4	 	3	14	653	72
160014	13	1	5	 	3	14	1441	72
160015	10	1	4	1	 	 	 	 
160015	11	1	5	0	3	14	1316	75
160015	12	1	6	1	 	 	 	 
160015	13	1	7	1	 	 	 	 
160016	10	1	6	0	3	14	1522	72
160016	11	1	7	1	 	 	 	 
160016	12	1	8	1	 	 	 	 
160016	13	1	9	1	 	 	 	 
160017	10	1	2	1	 	 	 	 
160017	11	1	3	1	 	 	 	 
160017	12	1	4	1	 	 	 	 
160017	13	1	5	0	3	14	1256	75
160018	10	1	4	1	 	 	 	 
160018	11	1	5	0	3	14	1478	75
160018	12	1	6	1	 	 	 	 
160018	13	1	7	1	 	 	 	 
160019	10	1	4	1	 	 	 	 
160019	11	1	5	0	3	14	1256	75
160019	12	1	6	1	 	 	 	 
160019	13	1	7	1	 	 	 	 
160020	10	1	3	0	3	14	150	72
160020	11	1	4	1	 	 	 	 
160020	12	1	5	0	7	14	1307	72
160020	13	1	6	1	 	 	 	 
160021	10	1	5	0	3	14	1522	72
160021	11	1	6	1	 	 	 	 
160021	12	1	7	1	 	 	 	 
160021	13	1	8	1	 	 	 	 
160022	10	1	1	0	1	14	143	75
160022	11	1	2	1	 	 	 	 
160022	12	1	3	1	 	 	 	 
160022	13	1	4	1	 	 	 	 
160023	10	1	4	1	 	 	 	 
160023	11	1	5	1	 	 	 	 
160023	12	1	6	0	3	14	1180	72
160023	13	1	7	1	 	 	 	 
160024	10	1	2	1	 	 	 	 
160024	11	1	3	1	 	 	 	 
160024	12	1	4	1	 	 	 	 
160024	13	1	5	0	3	14	1256	75
160025	10	1	0	 	 	 	 	 
160025	11	1	1	0	1	14	1400	75
160025	12	1	2	0	1	14	2109	75
160025	13	1	3	1	 	 	 	 
160026	10	1	5	0	3	14	1180	72
160026	11	1	6	1	 	 	 	 
160026	12	1	7	1	 	 	 	 
160026	13	1	8	1	 	 	 	 
160027	10	1	1	1	 	 	 	 
160027	11	1	2	1	 	 	 	 
160027	12	1	3	1	 	 	 	 
160027	13	1	4	0	1	15	2032	75
160028	10	1	2	1	 	 	 	 
160028	11	1	3	1	 	 	 	 
160028	12	1	4	1	 	 	 	 
160028	13	1	5	0	3	14	1165	75
160029	10	1	1	1	 	 	 	 
160029	11	1	2	1	 	 	 	 
160029	12	1	3	1	 	 	 	 
160029	13	1	4	1	 	 	 	 
160030	10	1	3	1	 	 	 	 
160030	11	1	4	1	 	 	 	 
160030	12	1	5	1	 	 	 	 
160030	13	1	6	0	3	14	1328	72
160031	10	1	2	1	 	 	 	 
160031	11	1	2	1	 	 	 	 
160031	12	1	3	1	 	 	 	 
160031	13	1	4	1	 	 	 	 
160032	10	1	5	1	 	 	 	 
160032	11	1	6	0	3	14	1441	72
160032	12	1	7	1	 	 	 	 
160032	13	1	8	1	 	 	 	 
160033	10	1	3	1	 	 	 	 
160033	11	1	4	1	 	 	 	 
160033	12	1	5	1	 	 	 	 
160033	13	1	6	1	 	 	 	 
160034	10	1	3	1	 	 	 	 
160034	11	1	4	1	 	 	 	 
160034	12	1	5	0	3	14	1169	75
160034	13	1	6	0	3	14	1169	75
160035	10	1	1	1	 	 	 	 
160035	11	1	2	1	 	 	 	 
160035	12	1	3	1	 	 	 	 
160035	13	1	4	0	1	14	1270	72
160036	10	1	4	1	 	 	 	 
160036	11	1	5	1	 	 	 	 
160036	12	1	6	1	 	 	 	 
160036	13	1	7	1	 	 	 	 
160037	10	1	2	1	 	 	 	 
160037	11	1	3	1	 	 	 	 
160037	12	1	4	1	 	 	 	 
160037	13	1	5	0	3	14	158	72
160038	10	1	0	 	 	 	 	 
160038	11	1	1	1	 	 	 	 
160038	12	1	2	0	1	23	1818	72
160038	13	1	3	1	 	 	 	 
160039	10	88	 	 	 	 	 	 
160039	11	88	 	 	 	 	 	 
160039	12	1	1	0	3	23	2041	72
160039	13	1	2	1	3	23	2041	72
160040	10	1	3	1	 	 	 	 
160040	11	1	4	1	 	 	 	 
160040	12	1	5	1	 	 	 	 
160040	13	1	6	1	 	 	 	 
160041	10	1	3	1	 	 	 	 
160041	11	1	4	0	1	14	1808	75
160041	12	1	5	1	 	 	 	 
160041	13	1	6	1	 	 	 	 
160042	10	1	1	1	 	 	 	 
160042	11	1	2	1	 	 	 	 
160042	12	1	3	1	 	 	 	 
160042	13	1	4	1	 	 	 	 
160043	10	1	1	0	3	14	158	72
160043	11	1	2	0	3	14	158	72
160043	12	1	3	1	 	 	 	 
160043	13	1	4	1	 	 	 	 
160044	10	1	2	1	 	 	 	 
160044	11	1	3	1	 	 	 	 
160044	12	1	4	1	 	 	 	 
160044	13	1	5	0	3	14	1169	72
160045	10	1	4	0	6	15	1242	75
160045	11	1	5	1	 	 	 	 
160045	12	1	6	0	1	15	1551	75
160045	13	1	7	0	1	15	1837	75
160046	10	1	2	1	 	 	 	 
160046	11	1	3	1	 	 	 	 
160046	12	1	4	1	 	 	 	 
160046	13	1	5	1	 	 	 	 
160047	10	1	4	1	 	 	 	 
160047	11	1	5	0	3	14	1455	72
160047	12	1	6	1	 	 	 	 
160047	13	1	7	1	 	 	 	 
160048	10	1	3	1	 	 	 	 
160048	11	1	4	0	3	14	1455	72
160048	12	1	5	1	 	 	 	 
160048	13	1	6	1	 	 	 	 
160049	10	1	4	1	 	 	 	 
160049	11	1	5	1	 	 	 	 
160049	12	1	6	1	 	 	 	 
160049	13	1	7	1	 	 	 	 
160050	10	1	2	0	3	14	1163	72
160050	11	1	3	1	 	 	 	 
160050	12	1	4	1	 	 	 	 
160050	13	1	5	1	 	 	 	 
160051	10	1	3	0	3	14	158	72
160051	11	1	4	1	 	 	 	 
160051	12	1	5	1	 	 	 	 
160051	13	1	6	1	 	 	 	 
160052	10	1	3	1	 	 	 	 
160052	11	1	4	1	 	 	 	 
160052	12	1	5	1	 	 	 	 
160052	13	1	6	1	 	 	 	 
160053	10	1	2	1	 	 	 	 
160053	11	1	3	1	 	 	 	 
160053	12	1	4	1	 	 	 	 
160053	13	1	5	0	3	14	1292	75
160054	10	1	0	 	 	 	 	 
160054	11	1	1	1	 	 	 	 
160054	12	1	2	1	 	 	 	 
160054	13	1	3	1	 	 	 	 
160055	10	1	3	1	 	 	 	 
160055	11	1	4	0	3	14	1455	72
160055	12	1	5	1	 	 	 	 
160055	13	1	6	1	 	 	 	 
160056	10	1	2	1	 	 	 	 
160056	11	1	3	1	 	 	 	 
160056	12	1	4	1	 	 	 	 
160056	13	1	5	1	 	 	 	 
160058	10	1	3	1	 	 	 	 
160058	11	1	4	1	 	 	 	 
160058	12	1	5	1	 	 	 	 
160058	13	0	 	 	 	 	 	 
160059	10	1	2	0	8	14	1951	75
160059	11	1	3	1	 	 	 	 
160059	12	1	4	0	8	14	166	75
160059	13	1	5	0	8	16	1518	75
160060	10	1	3	0	3	14	2159	72
160060	11	1	4	1	 	 	 	 
160060	12	1	5	1	 	 	 	 
160060	13	1	6	1	 	 	 	 
160061	10	1	2	 	1	14	1886	72
160061	11	1	3	 	1	16	1886	72
160061	12	0	 	 	 	 	 	 
160061	13	1	4	 	3	14	2149	72
160063	10	1	5	0	3	14	153	72
160063	11	1	6	1	 	 	 	 
160063	12	1	7	0	3	14	1217	72
160063	13	1	8	0	3	14	1178	72
160064	10	1	6	1	 	 	 	 
160064	11	1	7	0	3	14	1612	72
160064	12	1	8	1	 	 	 	 
160064	13	1	9	1	 	 	 	 
160065	10	1	4	1	 	 	 	 
160065	11	1	5	1	 	 	 	 
160065	12	1	6	1	 	 	 	 
160065	13	1	7	1	 	 	 	 
160066	10	1	2	1	 	 	 	 
160066	11	1	3	1	 	 	 	 
160066	12	1	4	1	 	 	 	 
160066	13	1	5	0	3	14	1256	75
160067	10	1	2	1	 	 	 	 
160067	11	1	3	1	 	 	 	 
160067	12	1	4	1	 	 	 	 
160067	13	1	5	0	3	14	1612	72
160068	10	1	4	1	 	 	 	 
160068	11	1	5	0	3	14	1163	75
160068	12	1	6	1	 	 	 	 
160068	13	1	7	1	 	 	 	 
160069	10	1	1	0	1	23	1572	75
160069	11	1	2	1	 	 	 	 
160069	12	1	3	1	 	 	 	 
160069	13	1	4	1	 	 	 	 
160070	10	1	2	1	 	 	 	 
160070	11	1	3	1	 	 	 	 
160070	12	1	4	1	 	 	 	 
160070	13	1	5	0	3	14	1612	72
160071	10	1	2	1	 	 	 	 
160071	11	1	3	1	 	 	 	 
160071	12	1	4	1	 	 	 	 
160071	13	1	5	0	8	14	1393	75
160072	10	1	3	0	8	14	2487	72
160072	11	1	4	1	 	 	 	 
160072	12	1	5	1	 	 	 	 
160072	13	1	6	1	 	 	 	 
160073	10	1	3	0	3	14	1329	72
160073	11	1	4	0	3	14	1329	72
160073	12	1	5	0	3	14	1329	72
160073	13	1	6	0	3	14	1329	72
160074	10	1	1	1	 	 	 	 
160074	11	1	2	1	 	 	 	 
160074	12	1	3	1	 	 	 	 
160074	13	1	4	1	 	 	 	 
160075	10	1	1	1	 	 	 	 
160075	11	1	3	0	1	14	2122	75
160075	12	1	4	1	 	 	 	 
160075	13	1	5	1	 	 	 	 
160076	10	1	1	1	 	 	 	 
160076	11	1	2	0	1	14	2122	75
160076	12	1	3	1	 	 	 	 
160076	13	1	4	1	 	 	 	 
160077	10	1	3	1	 	 	 	 
160077	11	1	4	1	 	 	 	 
160077	12	1	5	0	3	14	1310	75
160077	13	1	6	1	 	 	 	 
160078	10	1	2	1	 	 	 	 
160078	11	1	3	1	 	 	 	 
160078	12	1	4	1	 	 	 	 
160078	13	1	5	1	 	 	 	 
160079	10	1	3	0	3	14	1819	72
160079	11	1	4	1	 	 	 	 
160079	12	1	5	0	7	14	1920	72
160079	13	1	6	1	 	 	 	 
160080	10	1	2	1	 	 	 	 
160080	11	1	3	0	3	14	1314	75
160080	12	1	4	0	1	14	1185	72
160080	13	1	5	1	 	 	 	 
160081	10	1	3	0	1	14	1817	72
160081	11	1	4	0	1	14	1187	75
160081	12	1	5	0	8	14	564	75
160081	13	1	6	1	 	 	 	 
160082	10	1	4	1	 	 	 	 
160082	11	1	5	1	 	 	 	 
160082	12	1	6	0	3	14	1164	75
160082	13	1	7	1	 	 	 	 
160083	10	1	1	0	1	14	2027	75
160083	11	1	2	1	 	 	 	 
160083	12	1	3	0	1	14	1364	75
160083	13	1	4	0	1	14	1919	75
160084	10	1	3	 	1	15	667	75
160084	11	1	4	 	1	15	667	75
160084	12	1	5	 	1	15	667	75
160084	13	1	6	 	1	15	667	75
160086	10	1	4	1	 	 	 	 
160086	11	1	5	1	 	 	 	 
160086	12	1	6	1	 	 	 	 
160086	13	1	7	1	 	 	 	 
160087	10	1	3	0	3	14	1616	72
160087	11	1	4	1	 	 	 	 
160087	12	1	5	1	 	 	 	 
160087	13	1	6	1	 	 	 	 
160088	10	1	0	 	 	 	 	 
160088	11	1	1	1	 	 	 	 
160088	12	1	2	1	 	 	 	 
160088	13	1	3	0	8	13	2132	75
160089	10	1	6	1	 	 	 	 
160089	11	1	7	1	 	 	 	 
160089	12	1	7	1	 	 	 	 
160089	13	1	8	1	 	 	 	 
160090	10	1	2	1	 	 	 	 
160090	11	1	3	1	 	 	 	 
160090	12	1	4	0	3	14	150	72
160090	13	1	5	1	 	 	 	 
160091	10	1	3	0	3	14	1181	72
160091	11	1	4	1	 	 	 	 
160091	12	1	5	1	 	 	 	 
160091	13	1	6	1	 	 	 	 
160092	10	1	2	1	 	 	 	 
160092	11	1	3	0	1	14	1389	75
160092	12	1	4	1	 	 	 	 
160092	13	1	5	1	 	 	 	 
160093	10	1	1	1	 	 	 	 
160093	11	1	2	1	 	 	 	 
160093	12	1	3	1	 	 	 	 
160093	13	1	4	1	 	 	 	 
160094	10	0	 	 	 	 	 	 
160094	11	1	1	0	1	16	2102	75
160094	12	1	2	0	1	16	2102	75
160094	13	1	3	1	 	 	 	 
160095	10	1	3	1	 	 	 	 
160095	11	1	4	1	 	 	 	 
160095	12	1	5	1	 	 	 	 
160095	13	1	6	0	2	14	1264	72
160096	10	1	2	1	 	 	 	 
160096	11	1	3	1	 	 	 	 
160096	12	1	4	1	 	 	 	 
160096	13	1	5	1	 	 	 	 
160097	10	1	2	1	 	 	 	 
160097	11	1	3	1	 	 	 	 
160097	12	1	4	1	 	 	 	 
160097	13	1	5	0	8	14	1389	75
160098	10	1	2	1	 	 	 	 
160098	11	1	3	0	8	14	152	72
160098	12	1	4	0	3	14	1183	72
160098	13	1	5	1	 	 	 	 
160099	10	1	2	1	 	 	 	 
160099	11	1	3	1	 	 	 	 
160099	12	1	4	1	 	 	 	 
160099	13	1	5	1	 	 	 	 
160100	10	1	3	1	 	 	 	 
160100	11	1	4	1	 	 	 	 
160100	12	1	5	0	3	14	1810	72
160100	13	1	6	1	 	 	 	 
170001	10	1	5	1	 	 	 	 
170001	11	1	6	0	3	14	1188	72
170001	12	1	7	1	 	 	 	 
170001	13	1	8	1	 	 	 	 
170002	10	1	4	 	1	15	2095	75
170002	11	1	5	 	1	15	2095	75
170002	12	1	6	 	1	15	2095	75
170002	13	1	7	 	1	15	2095	75
170003	10	1	4	1	 	 	 	 
170003	11	1	5	1	 	 	 	 
170003	12	1	6	0	3	14	1188	72
170003	13	1	7	1	 	 	 	 
170004	10	1	2	1	 	 	 	 
170004	11	1	3	1	 	 	 	 
170004	12	1	4	1	 	 	 	 
170004	13	1	5	1	 	 	 	 
170005	10	1	3	 	3	15	1379	72
170005	11	1	4	 	3	15	1379	72
170005	12	1	5	 	3	15	1379	72
170005	13	1	6	 	3	15	2205	72
170006	10	1	3	1	 	 	 	 
170006	11	1	4	1	 	 	 	 
170006	12	1	5	1	 	 	 	 
170006	13	1	6	0	3	14	1188	72
170007	10	1	4	1	 	 	 	 
170007	11	1	5	0	3	14	527	72
170007	12	1	1	0	1	14	552	75
170007	13	1	2	1	 	 	 	 
170008	10	1	2	1	 	 	 	 
170008	11	1	3	1	 	 	 	 
170008	12	1	4	1	 	 	 	 
170008	13	1	5	1	 	 	 	 
170009	10	1	4	1	 	 	 	 
170009	11	1	5	1	 	 	 	 
170009	12	1	6	0	3	14	1188	72
170009	13	1	7	1	 	 	 	 
170010	10	1	4	1	 	 	 	 
170010	11	1	5	1	 	 	 	 
170010	12	1	6	0	3	14	1188	72
170010	13	1	7	1	 	 	 	 
170011	10	1	3	1	 	 	 	 
170011	11	1	4	1	 	 	 	 
170011	12	1	5	1	 	 	 	 
170011	13	1	6	0	3	14	1188	72
170012	10	1	3	1	 	 	 	 
170012	11	1	4	1	 	 	 	 
170012	12	1	5	1	 	 	 	 
170012	13	1	6	0	3	14	1188	72
170013	10	1	3	1	 	 	 	 
170013	11	1	4	1	 	 	 	 
170013	12	1	5	1	 	 	 	 
170013	13	1	6	0	3	14	1188	72
170015	10	1	2	1	 	 	 	 
170015	11	1	3	1	 	 	 	 
170015	12	1	4	1	 	 	 	 
170015	13	1	5	1	 	 	 	 
170016	10	1	5	0	3	14	527	72
170016	11	1	6	0	3	14	1188	72
170016	12	1	7	1	 	 	 	 
170016	13	1	8	1	 	 	 	 
170017	10	1	5	1	 	 	 	 
170017	11	1	6	0	3	14	1188	72
170017	12	1	7	1	 	 	 	 
170017	13	1	8	1	 	 	 	 
170018	10	1	3	1	 	 	 	 
170018	11	1	4	1	 	 	 	 
170018	12	1	5	1	 	 	 	 
170018	13	1	6	0	3	14	1188	72
170019	10	1	3	1	 	 	 	 
170019	11	1	4	1	 	 	 	 
170019	12	1	5	1	 	 	 	 
170019	13	1	6	0	3	14	2219	72
170020	10	1	3	1	 	 	 	 
170020	11	1	4	1	 	 	 	 
170020	12	1	5	1	 	 	 	 
170020	13	1	6	0	3	14	1180	72
170021	10	1	2	1	 	 	 	 
170021	11	1	3	1	 	 	 	 
170021	12	1	4	1	 	 	 	 
170021	13	1	5	1	 	 	 	 
170022	10	1	3	1	 	 	 	 
170022	11	1	4	1	 	 	 	 
170022	12	1	5	1	 	 	 	 
170022	13	1	6	0	3	14	1190	72
170023	10	1	2	1	 	 	 	 
170023	11	1	3	0	3	14	1730	72
170023	12	1	4	1	 	 	 	 
170023	13	1	5	1	 	 	 	 
170024	10	1	3	1	 	 	 	 
170024	11	1	4	1	 	 	 	 
170024	12	1	5	0	3	14	1192	72
170024	13	1	6	0	6	16	1825	72
170025	10	1	4	1	 	 	 	 
170025	11	1	5	1	 	 	 	 
170025	12	1	6	0	3	14	1520	72
170025	13	1	7	1	 	 	 	 
170026	10	1	3	1	 	 	 	 
170026	11	1	4	1	 	 	 	 
170026	12	1	5	1	 	 	 	 
170026	13	1	6	0	3	14	1197	75
170027	10	1	4	1	 	 	 	 
170027	11	1	5	0	3	14	1197	72
170027	12	1	6	1	 	 	 	 
170027	13	1	7	1	 	 	 	 
170028	10	1	3	1	 	 	 	 
170028	11	1	4	0	3	15	2136	72
170028	12	1	5	1	 	 	 	 
170028	13	1	6	1	 	 	 	 
170029	10	1	4	1	 	 	 	 
170029	11	1	5	1	 	 	 	 
170029	12	1	6	0	3	14	1190	72
170029	13	1	7	1	 	 	 	 
170030	10	1	3	1	 	 	 	 
170030	11	1	4	1	 	 	 	 
170030	12	1	5	1	 	 	 	 
170030	13	1	6	0	3	14	2136	75
170031	10	1	3	1	 	 	 	 
170031	11	1	3	1	 	 	 	 
170031	12	1	4	0	1	14	1485	75
170031	13	1	5	0	3	14	531	72
170032	10	1	4	1	 	 	 	 
170032	11	1	5	1	 	 	 	 
170032	12	1	6	0	3	14	1193	72
170032	13	1	7	1	 	 	 	 
170033	10	1	3	1	 	 	 	 
170033	11	1	4	1	 	 	 	 
170033	12	1	5	1	 	 	 	 
170033	13	1	6	0	3	14	1193	72
170034	10	1	3	1	 	 	 	 
170034	11	1	4	1	 	 	 	 
170034	12	1	5	1	 	 	 	 
170034	13	1	6	0	3	14	1193	72
170035	10	1	1	1	 	 	 	 
170035	11	1	2	1	 	 	 	 
170035	12	1	3	1	 	 	 	 
170035	13	1	4	1	 	 	 	 
170036	10	1	4	1	 	 	 	 
170036	11	1	4	0	3	14	531	72
170036	12	1	5	1	 	 	 	 
170036	13	1	6	0	3	14	1193	72
170037	10	1	4	1	 	 	 	 
170037	11	1	5	1	 	 	 	 
170037	12	1	6	0	3	14	1193	72
170037	13	1	7	1	 	 	 	 
170038	10	1	3	 	3	14	150	72
170038	11	1	4	 	3	14	150	72
170038	12	0	 	 	 	 	 	 
170038	13	0	 	 	 	 	 	 
170039	10	1	2	1	 	 	 	 
170039	11	1	3	1	 	 	 	 
170039	12	1	4	1	 	 	 	 
170039	13	1	5	1	 	 	 	 
170040	10	1	2	1	 	 	 	 
170040	11	1	3	1	 	 	 	 
170040	12	1	4	1	 	 	 	 
170040	13	1	5	1	 	 	 	 
170041	10	1	4	 	3	16	1464	72
170041	11	1	5	 	3	16	1464	72
170041	12	1	6	 	3	16	1415	72
170041	13	1	7	 	3	16	1781	72
170042	10	1	4	1	 	 	 	 
170042	11	1	5	1	 	 	 	 
170042	12	1	6	1	 	 	 	 
170042	13	1	7	1	 	 	 	 
170043	10	1	4	1	 	 	 	 
170043	11	1	5	1	 	 	 	 
170043	12	1	6	1	 	 	 	 
170043	13	1	7	1	 	 	 	 
170044	10	1	2	0	1	14	534	75
170044	11	1	3	0	3	14	1197	72
170044	12	1	4	1	 	 	 	 
170044	13	1	5	1	 	 	 	 
170045	10	1	4	1	 	 	 	 
170045	11	1	5	1	 	 	 	 
170045	12	1	6	1	 	 	 	 
170045	13	1	7	1	 	 	 	 
170046	10	1	2	1	 	 	 	 
170046	11	1	3	1	 	 	 	 
170046	12	1	4	1	 	 	 	 
170046	13	1	5	1	 	 	 	 
170048	10	1	2	1	 	 	 	 
170048	11	1	3	0	1	14	533	72
170048	12	1	4	1	 	 	 	 
170048	13	1	7	0	3	14	532	72
170049	10	1	2	0	3	14	1710	72
170049	11	1	3	1	 	 	 	 
170049	12	1	4	0	3	14	532	72
170049	13	1	5	1	 	 	 	 
170050	10	1	4	1	 	 	 	 
170050	11	1	5	1	 	 	 	 
170050	12	1	6	1	 	 	 	 
170050	13	1	7	1	 	 	 	 
170051	10	1	2	1	 	 	 	 
170051	11	1	3	1	 	 	 	 
170051	12	1	4	0	3	14	1196	72
170051	13	1	5	1	 	 	 	 
170052	10	1	3	1	 	 	 	 
170052	11	1	4	1	 	 	 	 
170052	12	1	5	1	 	 	 	 
170052	13	1	6	1	 	 	 	 
170053	10	1	2	1	 	 	 	 
170053	11	1	3	1	 	 	 	 
170053	12	1	4	1	 	 	 	 
170053	13	1	5	1	 	 	 	 
170054	10	1	1	1	 	 	 	 
170054	11	1	2	1	 	 	 	 
170054	12	1	3	1	 	 	 	 
170054	13	1	4	1	 	 	 	 
170055	10	1	4	1	 	 	 	 
170055	11	1	5	1	 	 	 	 
170055	12	0	 	 	 	 	 	 
170055	13	1	6	1	 	 	 	 
170056	10	1	2	 	2	14	1627	73
170056	11	1	1	 	3	14	1814	73
170056	12	1	2	 	3	14	1814	73
170056	13	1	3	 	3	14	1814	73
170057	10	1	3	1	 	 	 	 
170057	11	1	4	1	 	 	 	 
170057	12	1	5	1	 	 	 	 
170057	13	1	6	1	 	 	 	 
170058	10	1	3	1	 	 	 	 
170058	11	1	4	1	 	 	 	 
170058	12	1	5	1	 	 	 	 
170058	13	1	6	1	 	 	 	 
170059	10	1	3	1	 	 	 	 
170059	11	1	4	1	 	 	 	 
170059	12	1	5	1	 	 	 	 
170059	13	1	6	0	3	14	532	72
170060	10	1	4	0	3	14	532	72
170060	11	1	5	1	 	 	 	 
170060	12	1	6	1	 	 	 	 
170060	13	1	7	1	 	 	 	 
170061	10	1	2	1	 	 	 	 
170061	11	1	3	1	 	 	 	 
170061	12	1	4	1	 	 	 	 
170061	13	1	5	1	 	 	 	 
170062	10	1	2	1	 	 	 	 
170062	11	1	3	1	 	 	 	 
170062	12	1	4	1	 	 	 	 
170062	13	1	5	1	 	 	 	 
170063	10	1	3	1	 	 	 	 
170063	11	1	4	1	 	 	 	 
170063	12	1	5	1	 	 	 	 
170063	13	1	6	1	 	 	 	 
170064	10	1	4	1	 	 	 	 
170064	11	1	5	1	 	 	 	 
170064	12	1	6	1	 	 	 	 
170064	13	1	6	1	 	 	 	 
170065	10	1	3	1	 	 	 	 
170065	11	1	4	1	 	 	 	 
170065	12	1	5	1	 	 	 	 
170065	13	1	6	1	 	 	 	 
170066	10	1	2	1	 	 	 	 
170066	11	1	3	1	 	 	 	 
170066	12	1	4	1	 	 	 	 
170066	13	1	5	1	 	 	 	 
170067	10	1	2	1	 	 	 	 
170067	11	1	3	1	 	 	 	 
170067	12	1	4	1	 	 	 	 
170067	13	1	5	1	 	 	 	 
170068	10	1	3	1	 	 	 	 
170068	11	1	4	1	 	 	 	 
170068	12	1	5	1	 	 	 	 
170068	13	1	6	1	 	 	 	 
170069	10	1	4	1	 	 	 	 
170069	11	1	5	1	 	 	 	 
170069	12	1	6	0	3	14	1198	72
170069	13	1	7	1	 	 	 	 
170070	10	1	2	1	 	 	 	 
170070	11	1	3	1	 	 	 	 
170070	12	1	4	0	1	14	2025	75
170070	13	1	5	1	 	 	 	 
170071	10	1	2	1	 	 	 	 
170071	11	1	3	1	 	 	 	 
170071	12	1	4	1	 	 	 	 
170071	13	1	5	1	 	 	 	 
170072	10	1	4	1	 	 	 	 
170072	11	1	5	1	 	 	 	 
170072	12	1	6	1	 	 	 	 
170072	13	1	7	1	 	 	 	 
170073	10	1	4	1	 	 	 	 
170073	11	1	5	1	 	 	 	 
170073	12	1	6	0	3	14	1198	75
170073	13	1	7	1	 	 	 	 
170074	10	1	4	 	1	14	2025	75
170074	11	1	5	 	1	14	2025	75
170074	12	1	6	 	1	14	2025	75
170074	13	1	7	 	1	14	2025	75
170075	10	1	1	1	 	 	 	 
170075	11	1	2	1	 	 	 	 
170075	12	1	3	1	 	 	 	 
170075	13	1	4	1	 	 	 	 
170076	10	1	3	 	3	14	530	72
170076	11	0	 	 	 	 	 	 
170076	12	0	 	 	 	 	 	 
170076	13	0	 	 	 	 	 	 
170077	10	1	4	 	1	14	2024	75
170077	11	1	5	 	1	14	2024	75
170077	12	1	6	 	1	14	2024	75
170077	13	1	7	 	1	14	2024	75
170078	10	1	1	1	 	 	 	 
170078	11	1	2	1	 	 	 	 
170078	12	1	3	0	3	14	530	72
170078	13	1	4	1	 	 	 	 
170079	10	0	 	 	 	 	 	 
170079	11	0	 	 	 	 	 	 
170079	12	0	 	 	 	 	 	 
170079	13	0	 	 	 	 	 	 
170080	10	1	5	1	 	 	 	 
170080	11	1	6	0	3	15	2207	72
170080	12	1	7	1	 	 	 	 
170080	13	1	8	1	 	 	 	 
170081	10	1	4	1	 	 	 	 
170081	11	1	5	1	 	 	 	 
170081	12	1	6	1	 	 	 	 
170081	13	1	7	1	 	 	 	 
170082	10	1	2	 	1	14	1658	72
170082	11	1	2	 	1	14	1658	75
170082	12	1	3	 	1	14	1658	75
170082	13	1	5	 	1	14	1658	75
170083	10	1	3	1	 	 	 	 
170083	11	1	4	1	 	 	 	 
170083	12	1	5	1	 	 	 	 
170083	13	1	6	0	3	14	1198	75
170084	10	1	4	1	 	 	 	 
170084	11	1	5	1	 	 	 	 
170084	12	1	6	0	3	14	1198	72
170084	13	1	7	1	 	 	 	 
