placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE81MC44	20	99	10	3	2007	3/10/2007	400	1	2	88	5	5	5	5	5	5	3	5	1	5	6	88	88	5	-88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	-88	5	5	3	5	5	5	5	5	-88	-88	5	5	5	3	5	-88	-88	-88	6	88	6	1	6	6	6	6	6	6	88	88	6	6	6	6	6	88	88	88	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	-11	20	20	20	20	-11	10	-11	-11	15	-11	20	-11	-11	-11	-11	-11	-11	10	-88	1.20000004768372	33	7	6	20	19	1.5	.200000002980232	.5	.400000005960464	1	1.60000002384186	2.79999995231628	-.879999995231628	-99	2.20000004768372	2	4	.300000011920929	4	1.5	-.879999995231628	-88	-88	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC45	20	99	13	3	2007	3/13/2007	157767	2	4	5	1	3	4	5	4	5	4	5	1	-88	88	88	88	-88	40	7	88	88	40	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	9	9	88	88	88	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	-88	-88	-88	-88	5	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	6	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14	14	14	14	14	-11	-88	0	0	0	0	0	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-22	14	-22	-11	-11	-11	-88	88	0	88	88	88	88	88	-11	20	45	-77	-11	28	5	-11	-11	-11	25	28	-11	-11	-11	-11	-11	-11	8	-88	1.20000004768372	25	9	9	20	17	-88	.0399999991059303	.170000001788139	.0799999982118607	.800000011920929	1.5	2.5	-.879999995231628	21.3999996185303	2	2	4	.300000011920929	4	2	13	12000	5000	-88	150	-88	-88	-88	-88	-88	-88	-88	-88	3500	2000	1500	300	2500	120	120	650	15	20	8	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE81MC46	20	99	12	4	2007	4/12/2007	9500	1	4	88	5	5	2	5	5	3	4	88	1	90	8	88	88	90	-88	88	88	88	-88	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	3	88	88	88	88	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	15	-88	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	6	88	88	6	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	10	25	10	30	-88	15	-11	-11	10	-11	-88	-11	-11	-11	10	-11	-88	-88	-88	1.5	35	10	10	30	25	1.5	.100000001490116	.5	.100000001490116	1.5	2.5	1.20000004768372	15	16	2	2.29999995231628	5	.800000011920929	3	1.5	11.3999996185303	-88	-88	-88	-88	-88	-88	-88	15	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	25	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	150	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	200	-88	-88	-88	-88	-88	-88	-88
PE81MC47	21	99	28	3	2007	3/28/2007	200	1	5	5	2	5	5	5	5	5	5	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-88	-88	-88	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	15	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	23	18	18	35	35	.300000011920929	.400000005960464	.200000002980232	.800000011920929	.699999988079071	2.09999990463257	2.5	-88	30	2.09999990463257	1.79999995231628	3.29999995231628	.400000005960464	4.5	1.60000002384186	5.5	1000	500	500	64	-88	-88	-88	-88	-88	-88	-88	-88	-88	350	500	-88	-88	30	-88	-88	10	10	10	150	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	5	-88	-88
PE81MC48	21	99	26	3	2007	3/26/2007	20000	1	5	5	2	3	5	5	5	5	4	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	30	30	-88	30	-88	30	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	7	7	88	7	88	7	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	15	15	15	15	15	-11	-88	0	0	0	0	0	88	88	10	10	10	10	10	-11	-88	0	0	0	0	0	88	88	10	10	10	10	10	-11	-88	0	0	0	0	0	88	88	-11	15	15	15	-88	-88	10	-11	-11	10	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	3	20	12	12	20	20	.5	.100000001490116	.200000002980232	.5	.800000011920929	2	2.5	-77	-77	2.20000004768372	2	4	.600000023841858	5	2.5	-77	-77	-77	-77	-77	-77	2000	-77	16	-77	3000	-77	70	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	1200	300	-77	50	-77	60	-77	80	10	12	8	100	2000	600	-77	200	-77	100	-77	300	25	20	15	200	8	-88	-88
PE81MC49	21	99	23	3	2007	3/23/2007	1700	1	5	5	3	2	5	5	5	5	5	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	11	88	88	88	88	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	-88	-88	-88	-88	5	-88	-88	-88	120	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	5	88	88	88	8	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	10	10	10	10	10	-11	12	2	2	2	2	2	88	2	8	8	8	8	8	-11	-11	2	2	2	2	2	88	88	8	8	8	8	8	-11	-11	2	2	2	2	2	88	88	-11	12	15	-11	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.20000004768372	28	6	6	18	16	1	.100000001490116	.300000011920929	-88	.800000011920929	1.5	2	10	21	2.20000004768372	2.20000004768372	4	.5	1	1.5	10	-88	-88	-88	80	-88	-88	-88	-88	-88	-88	-88	-88	2000	800	1200	80	-88	60	-88	150	12	10	8	220	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2	-88	-88
PE81MC50	21	99	23	3	2007	3/23/2007	2000	5	5	5	1	2	5	5	5	4	3	5	1	15	7	88	88	15	-88	88	88	88	-88	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	-88	-88	15	15	15	15	30	30	30	-88	30	-88	30	-88	-88	-88	30	-88	-88	-88	88	88	7	7	7	7	7	7	7	88	7	88	7	88	88	88	7	88	88	88	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	77	77	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	10	10	10	10	-22	-88	0	0	0	0	0	88	88	10	10	10	10	10	-22	-88	0	0	0	0	0	88	88	5	5	5	5	5	-22	-88	0	0	0	0	0	88	88	-11	-11	10	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	5	-11	-88	-88	-88	-88	1.5	18	8	8	15	15	.5	.100000001490116	.200000002980232	.100000001490116	.600000023841858	1.70000004768372	2	-77	-77	2	2	3.5	.5	1.5	1.29999995231628	10	-77	-77	-77	-77	-77	1500	1500	10	-77	2500	2500	25	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	1200	800	900	70	80	50	40	80	8	10	10	100	1500	900	1000	100	90	70	60	100	10	15	15	120	5	-88	-88
PE81MC51	21	99	26	3	2007	3/26/2007	30000	1	5	5	3	2	5	5	4	4	4	5	0	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	10	10	10	10	10	-22	-88	0	0	0	0	0	88	88	10	10	10	10	10	-22	-88	0	0	0	0	0	88	88	8	8	8	8	8	-22	-88	0	0	0	0	0	88	88	-11	10	10	10	-88	-88	12	10	10	10	-88	-88	-11	8	8	8	-88	-88	-88	-88	2	25	10	10	10	10	.25	.100000001490116	.100000001490116	.200000002980232	.600000023841858	1.70000004768372	2	10	36	2	2	3.5	.5	1.5	2.29999995231628	10.5	-77	-77	-77	-77	-77	3000	3000	25	-77	4000	4000	60	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	1200	500	1000	80	100	60	50	100	10	14	10	100	1800	1000	1800	120	180	90	70	200	15	20	20	200	10	-88	-88
PE81MC52	21	99	24	3	2007	3/24/2007	125	5	5	5	1	2	5	5	5	5	5	5	1	90	1	88	88	90	-88	88	88	88	-88	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-88	90	180	90	20	90	90	180	180	90	180	-88	180	20	20	90	90	-88	-88	-88	88	1	8	1	1	1	1	8	8	1	8	88	8	1	1	1	1	88	88	88	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	12	12	12	12	12	6	-88	0	0	0	2	0	2	88	10	10	-11	10	10	5	-88	0	0	88	2	0	2	88	6	6	6	6	-11	5	-88	0	0	0	2	88	2	88	-11	-11	15	-88	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2	25	10	10	25	20	.5	.5	.5	1	.400000005960464	2	2.5	-77	-77	2	2.5	4	.5	5	2	-77	-77	-77	-77	-77	5000	2000	-77	5	10000	3000	-77	20	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	-77	1500	180	800	50	-77	45	-77	70	10	-77	4	100	1850	450	1200	200	-77	70	-77	150	18	-77	10	200	-77	1	2
PE81MC53	21	99	28	6	2007	6/28/2007	110	5	5	5	4	1	4	5	5	5	5	5	1	-88	88	88	88	-88	-88	88	88	88	-88	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-88	180	180	180	180	180	180	180	-77	-77	-77	180	-77	-88	240	180	180	-88	-88	-88	88	1	1	1	1	1	1	1	88	88	88	1	88	88	1	1	1	88	88	88	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	77	77	1	0	0	1	1	1	1	1	1	77	1	0	1	0	1	0	0	1	77	77	77	77	77	77	77	0	1	0	1	0	0	0	77	0	0	0	0	0	0	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	6	-88	88	88	88	88	88	2	88	-11	-11	-11	-11	-11	6	-88	88	88	88	88	88	2	88	-11	-11	-11	-11	-11	5	-88	88	88	88	88	88	2	88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	2.5	25	10	10	22	20	1	1	.5	.800000011920929	1	2	3	-77	-77	2	2.5	4.5	1	2	2.70000004768372	13	-77	-77	-77	-77	-77	200	-77	-77	-77	300	-77	-77	-77	-77	600	-77	-77	-77	-77	-77	-77	-77	-77	-77	800	300	-88	50	-77	60	-77	-77	20	-77	-77	70	1600	600	-88	100	-77	80	-77	-77	25	-77	-77	150	-88	-88	-88
PE81MC54	21	99	24	3	2007	3/24/2007	5094	1	4	5	5	4	5	1	4	5	2	5	1	-88	88	88	88	-88	-88	88	88	88	-88	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	-88	-88	-88	-88	240	-88	240	240	240	240	240	-88	240	-88	-88	-88	240	-88	-88	-88	88	88	88	88	7	88	7	7	7	7	7	88	88	88	88	88	7	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	12	15	-88	-88	9	-11	-11	15	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	20	17	17	18	16	.629999995231628	.400000005960464	.129999995231628	2	1.20000004768372	2	2.5	-88	27	2.20000004768372	2.29999995231628	4	.200000002980232	2	1.79999995231628	3	5000	3000	5000	10	-88	-88	-88	-88	-88	-88	-88	-88	1500	-77	-77	150	300	70	150	200	12	20	5	200	-88	700	800	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	800	900	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE81MC55	21	99	20	3	2007	3/20/2007	3428	3	4	5	1	2	5	5	5	5	4	5	1	-88	88	88	88	-88	20	7	88	88	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	-88	-88	20	-88	-88	20	20	20	20	20	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	7	88	88	7	7	7	7	7	7	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	-22	-22	-22	-22	-22	-22	-88	88	88	88	88	88	88	88	-22	-22	-22	-22	-22	-22	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	20	20	-88	-88	-11	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.70000004768372	32	8	8	18	15	.980000019073486	.0399999991059303	.180000007152557	.170000001788139	.899999976158142	2	2	7	-88	2.20000004768372	2.20000004768372	4.40000009536743	1.20000004768372	2	1.5	12	-88	-77	-77	35	-88	-77	-77	-88	-88	-77	-77	-88	1500	-77	-77	-88	-88	-77	-88	-77	15	-88	-88	-88	-88	500	1200	-88	-88	150	-88	80	-88	-88	-88	-88	-88	700	1500	-88	-88	180	-88	100	-88	-88	-88	-88	1	-88	-88
