placeid	departid	clustid	survday	survmnth	survyear	survdate	popsize	housing	illoccup	othres	agric	livest	fishing	mining	indust	handicr	retail	othuse	city	timecap	trans1	trans2	trans3	howlong4	timeloc	trnslcl1	trnslcl2	trnslcl3	a_4yrslocl	pvedn	earthn	unpavedn	tracksn	rivern	airn	railn	ottrann	pvedn4yr	earth4yr	unpav4yr	track4yr	river4yr	airn4yr	railn4yr	ottrn4yr	indwprob	minwprob	garwprob	anmwprob	frmdump	fmlydump	locldump	excrdump	grbbrng	indsactv	carspssg	pesticid	noisepll	stndwatr	other1	other2	lbrunion	commkitc	mthrclub	apafa	poltgrp	relggrp	svgscoop	houscoop	lendcoop	sprtassc	crmassc	psntassc	ntvassc	agriassc	prdcrs	others1	others2	others3	others4	others5	rlothr1	rlothr2	rlothr3	rlothr4	rlothr5	robbery	cttlthft	prstitn	gangs	adltbnds	drugsllg	drugadct	alchlsm	vlntcrme	othrprb1	othrprb2	lttlchld	adlscnt	fmlycmpg	theatre	videogms	bullfght	fairgrnd	slotmch	relginst	pbltele	prvtele	pblinrnt	elctrcty	drnkwatr	sewager	plcsttn	nonjudg	profjudg	ntlbank	othrbank	lclgovrn	puchct	prchct	puprsc	prprsc	prisch	secsch	heactr	cadctr	othserv1	othserv2	othserv3	timerelg	timetele	timeintr	timepolc	timenon	timeprof	timenatl	timepriv	timegov	timepucc	timeprcc	timepups	timeprps	timeprsc	timesesc	timehect	timecadc	timeoth1	timeoth2	timeoth3	trnsrelg	trnstele	trnsint	trnspolc	trnnonjg	trnprojg	trnntabk	trnothbk	trnsgov	trnpucc	trnprcc	trnpups	trnprps	trnprsc	trnsesc	trnhect	trncadc	trnsoth1	trnsoth2	trnsoth3	toiletin	toiltout	pitin	pitout	shrpit	hillopen	rvrtoilt	othrtolt	glssmilk	foodwork	foodbskt	compfeed	othfood1	othfood2	glsmilk4	comkitc4	foodwrk4	foodbkt4	comfeed4	othfd1y4	othfd2y4	wawawasi	pronoei	schbkfst	schclth	schltext	litrcy	eductn1	eductn2	wawa4yr	pron4yr	bkfst4yr	clth4yr	text4yr	ltrcy4yr	edc14yr	edc24yr	hlthinsr	grwth	fmlyplng	tubcntrl	vaccnprg	hemoinfl	hepb	yellowfv	malaria	hivsida	mentlhth	cntrlstd	hlthoth1	hlthoth2	insr4yr	grwth4yr	fmly4yr	tub4yr	vaccn4yr	hemo4yr	hepb4yr	yellw4yr	malar4yr	hiv4yr	mentl4yr	std4yr	hlth14yr	hlth24yr	rprschl	rprhlth	rprwtr	rprswr	rprpit	rprbrdg	rprand	reforest	irrgtn	infroth1	infroth2	schl4yr	hlth4yr	wtr4yr	swr4yr	pit4yr	brdg4yr	and4yr	rfrst4yr	irrgn4yr	infr14yr	infr24yr	agritech	animal	agrinput	titling	techncal	microcrd	laborenr	othothr1	othothr2	agrtch4y	animal4y	agrinp4y	titlng4y	tchncl4y	mcrcrd4y	lbrenr4y	a_4yothr1	a_4yothr2	lndmale	plntmale	weedmale	hrvsmale	postmale	pstrmale	othrmale	mmonland	mmonplnt	mmonweed	mmonhrvs	mmonpost	mmonpstr	mmonothr	lndfmle	plntfmle	weedfmle	hrvsfmle	postfmle	pstrfmle	othrfmle	fmonland	fmonplnt	fmonweed	fmonhrvs	fmonpost	fmonpstr	fmonothr	lndchld	plntchld	weedchld	hrvschld	postchld	pstrchld	othrchld	cmonland	cmonplnt	cmonweed	cmonhrvs	cmonpost	cmonpstr	cmonothr	lndrmale	helpmale	cnstmale	factmale	othmale1	othmale2	lndrfmle	helpfmle	cnstfmle	factfmle	othfmle1	othfmle2	lndrchld	helpchld	cnstchld	factchld	othchld1	othchld2	othchld3	othchld4	noteprc1	shoeprc1	byshprc1	grshprc1	byptprc1	grskprc1	oralprc1	paraprc1	amoxprc1	mebeprc1	potaprc1	riceprc1	spagprc1	coffprc1	nescprc1	milkprc1	sugrprc1	oilprc1	saltprc1	cigrprc1	detgprc1	krsnprc1	prcirrgt	prcdry	prcpstr	prcbuild	minirrgt	mindry	minpstr	minbuild	maxirrgt	maxdry	maxpstr	maxbuild	mdrncow	tradcow	ox	donkey	mule	sheep	goat	pig	chckn	rabbit	gneapig	llama	minmdrn	mintrad	minox	mindnky	minmule	minsheep	mingoat	minpig	minchckn	minrbbt	mingnea	minllama	maxmdrn	maxtrad	maxox	maxdnky	maxmule	maxsheep	maxgoat	maxpig	maxchckn	maxrbbt	maxgnea	maxllama	priccrop	mincrop	maxcrop
PE80MC79	13	99	20	4	2007	4/20/2007	765000	1	4	5	5	5	5	5	4	3	2	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	10	20	15	-88	-88	12	10	-11	15	-88	-88	-22	-22	-88	-88	-88	-88	-88	-88	1.20000004768372	25	10	10	20	20	1	.25	.300000011920929	.200000002980232	.600000023841858	2	3.5	12	30	2	2	3.5	.600000023841858	4	1	0	-88	-88	-88	250	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC80	13	99	18	4	2007	4/18/2007	13270	2	3	5	1	4	5	5	5	5	4	5	0	-88	88	88	88	-88	20	8	88	88	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	-88	-88	-88	-88	-88	-88	-88	-88	30	90	90	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	8	8	8	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	10	10	10	10	10	-11	15	0	0	0	0	0	88	0	10	10	10	10	10	-11	-11	0	0	0	0	0	88	88	-11	-11	-11	-11	-11	-11	-11	88	88	88	88	88	88	88	-11	-11	15	-11	36.5999984741211	-88	15	-11	-11	-11	36.5999984741211	-88	-11	-11	-11	-11	-11	-88	-88	-88	1.39999997615814	40	10	10	40	15	1.5	.200000002980232	.300000011920929	.5	.800000011920929	2	3	-88	16.5	2.20000004768372	2	4.5	.600000023841858	2	1.20000004768372	8	-88	-88	-88	-88	-88	-88	-88	28.5	-88	-88	-88	34	-88	-88	-88	-88	-88	-88	-88	400	20	-88	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC81	13	99	25	6	2007	6/25/2007	15000	3	2	5	5	5	5	1	5	5	4	5	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	120	120	120	-88	210	210	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	6	6	6	88	6	6	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	10	10	10	10	10	-11	-88	0	0	0	0	0	88	88	-11	-11	-11	-22	-11	-22	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-22	-88	88	88	88	88	88	88	88	-11	-11	15	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	35	15	15	25	28	.600000023841858	.0399999991059303	.170000001788139	.0399999991059303	1	1.79999995231628	3	15	22	2	1.79999995231628	4.5	.5	2	2.5	12	3000	2000	3000	25	-88	-88	-88	-88	-88	-88	-88	-88	1000	800	-88	100	60	60	50	80	15	10	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	3	-88	-88
PE80MC82	13	99	21	4	2007	4/21/2007	7000	2	1	5	3	4	5	5	2	5	4	5	1	-88	88	88	88	-88	60	7	88	88	60	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	88	88	88	88	88	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	99	99	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	60	60	-88	-88	80	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	7	7	88	88	7	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	14	14	14	14	14	-11	-88	6	6	6	6	6	88	88	14	14	14	14	14	-11	-88	6	6	6	6	6	88	88	7.5	7.5	7.5	7.5	7.5	-11	-88	6	6	6	6	6	88	88	-11	10	15	15	-88	-88	12	10	-11	15	-88	-88	-22	-22	-11	-11	-88	-88	-88	-88	1.20000004768372	26	25	25	30	25	-88	.150000005960464	.200000002980232	.100000001490116	.699999988079071	2.09999990463257	3.5	-88	33	2.09999990463257	2	4.5	.600000023841858	4	1	0	-88	-88	-88	50	11000	-88	-88	-88	12000	-88	-88	-88	-88	500	800	200	200	120	100	200	15	10	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2.5	-88	-88
PE80MC83	14	99	17	4	2007	4/17/2007	261	1	5	88	5	5	5	5	4	5	2	3	1	-88	88	88	88	-88	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	5	9	9	14	88	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-88	-88	-88	-88	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	7	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	25	-77	-11	12	6	-11	-11	-77	13	-11	-11	-11	-11	-11	-11	10	8	-88	1	25	8	8	20	18	.589999973773956	.0399999991059303	.119999997317791	.200000002980232	.800000011920929	1.5	3	12	16	2	2	4	.300000011920929	4	1	13	-88	-88	-88	70	-88	-88	-88	-88	-88	-88	-88	-88	3000	700	1800	300	1000	80	80	350	20	13	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC84	14	99	17	4	2007	4/17/2007	25124	1	5	88	3	4	2	5	4	5	4	88	1	-88	88	88	88	-88	20	7	88	88	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	9	9	88	88	88	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	-88	-88	-88	20	20	20	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	7	7	7	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	10	10	10	10	10	-11	-88	0	0	0	0	0	88	88	10	10	10	10	-11	-11	-88	0	0	0	0	88	88	88	10	10	10	10	-11	-11	-88	0	0	0	0	88	88	88	-11	-11	25	-11	30	-88	6	-11	-11	-11	-11	-88	-11	-11	-11	-11	-11	-88	-88	-88	1.10000002384186	25	8	8	20	18	.589999973773956	.0399999991059303	.112000003457069	.200000002980232	1	1.5	3	-88	18	2	2.20000004768372	4.19999980926514	.5	4	1	13	45000	1000	-77	60	-88	-88	-88	-88	-88	-88	-88	-88	3000	1500	4500	300	400	80	80	300	15	18	15	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88	-88
PE80MC85	14	99	16	4	2007	4/16/2007	8215	2	4	88	1	4	5	5	5	5	4	3	1	-88	88	88	88	-88	50	7	88	88	50	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	14	14	11	9	9	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	-88	-88	-88	-88	-88	-88	10	50	50	50	50	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	6	7	7	7	7	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	15	15	15	15	15	-11	-88	0	0	0	0	0	88	88	15	15	15	15	-11	-11	-88	0	0	0	0	88	88	88	15	15	15	-11	-11	-11	-88	0	0	0	88	88	88	88	-11	-11	25	-11	-88	-88	6	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	25	8	8	20	18	.600000023841858	.0299999993294477	.129999995231628	.200000002980232	.800000011920929	2	3	-88	20	2.20000004768372	2.20000004768372	4	.600000023841858	3.59999990463257	1	12.1999998092651	22000	-88	-88	12	-88	-88	-88	-88	-88	-88	-88	-88	5000	1000	1800	150	2000	60	70	300	10	-88	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1.5	-88	-88
PE80MC86	14	99	16	4	2007	4/16/2007	500	1	4	88	2	3	4	5	5	5	5	88	1	5	7	88	88	15	-88	88	88	88	-88	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	88	88	88	88	88	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	-88	-88	-88	3	15	15	30	30	30	30	30	-88	-88	-88	-88	-88	5	-88	-88	-88	88	88	88	7	7	7	7	7	7	7	77	88	88	88	88	88	7	88	88	88	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	15	15	15	15	15	16	16	6	6	6	6	6	0	0	15	15	15	15	15	16	16	6	6	6	6	6	0	0	15	15	15	15	15	-11	-11	6	6	6	6	6	88	88	-11	-11	18	-11	-11	-11	112	-11	18	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	1.20000004768372	25	10	10	25	30	2	.200000002980232	.300000011920929	3	1	1.5	3.5	-88	21	2.20000004768372	2.20000004768372	4.69999980926514	.699999988079071	4.5	1.60000002384186	15.1999998092651	16000	3000	-88	6	-88	-88	1000	-88	-88	-88	1500	-88	3000	1500	30000	100	800	80	80	-88	10	10	10	-88	-88	-88	-88	-88	-88	-88	-88	80	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	120	-88	-88	-88	-88	1	-88	-88
PE80MC87	15	99	28	5	2007	5/28/2007	-77	2	5	5	5	5	5	5	3	4	1	5	1	30	1	88	88	30	-88	88	88	88	-88	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	88	88	88	88	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	10	-88	-88	10	-77	30	30	-88	-77	5	15	-88	-88	-88	-88	10	30	-88	-88	-88	7	88	88	1	88	1	1	88	88	1	1	88	88	88	88	1	1	88	88	88	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	15	-77	-77	-88	-88	15	-11	-11	-77	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	38	15	15	30	28	.600000023841858	.0399999991059303	.119999997317791	.25	1	1.79999995231628	3.5	-88	30	2.20000004768372	2.20000004768372	4.5	.600000023841858	4.5	1.5	-88	-88	-88	-88	-77	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	16	-88	12	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC88	15	99	18	5	2007	5/18/2007	175	1	5	5	5	5	5	5	5	5	2	5	1	15	7	1	88	15	-88	88	88	88	-88	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	88	88	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	5	10	-77	15	10	5	20	10	20	8	5	8	8	10	15	-88	-88	-88	1	1	1	1	88	7	7	5	7	1	7	1	1	1	1	1	7	88	88	88	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	25	-11	-88	-88	15	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.5	30	13	13	26	25	.600000023841858	.0399999991059303	.129999995231628	.25	1	1.60000002384186	3	-88	30	2	2	3.79999995231628	.5	3.79999995231628	1.60000002384186	12	-88	-88	-88	195	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	15	10	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88
PE80MC89	15	99	4	5	2007	5/4/2007	400	5	1	5	5	5	5	5	5	5	5	2	1	25	7	88	88	30	-88	88	88	88	-88	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	88	88	88	88	88	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	-88	-88	20	25	25	25	25	25	25	25	25	-88	10	-88	25	10	25	-88	-88	-88	88	88	6	7	7	7	7	7	7	7	7	88	6	88	7	6	7	88	88	88	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	-11	-11	20	-11	10	12	15	-11	-11	-11	10	-11	-11	-11	-11	-11	-11	-11	-88	-88	1.70000004768372	-77	-77	-77	-77	-77	.600000023841858	.0399999991059303	.129999995231628	.200000002980232	1.20000004768372	1.79999995231628	2.40000009536743	-88	16.7999992370605	2.20000004768372	2	3.79999995231628	.800000011920929	4	1.5	12.8000001907349	-88	-88	-88	.800000011920929	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-77	-88	15	25	-88	-88	-88	-88	-88	-88	-88	-88	200	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	250	-88	-88	-88	-88	-88	-88	-88
PE80MC90	15	99	17	5	2007	5/17/2007	35000	1	5	5	2	4	3	5	5	4	4	5	1	-88	88	88	88	-88	25	7	88	88	25	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	88	88	88	88	88	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	-88	-88	-88	-88	45	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	7	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	20	20	20	25	-11	-88	0	0	0	0	0	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	-11	-11	-11	-11	-11	-88	88	88	88	88	88	88	88	-11	15	25	20	-88	-88	10	-11	-11	-11	-88	-88	-11	-11	-11	-11	-88	-88	-88	-88	1.29999995231628	35	8	8	27	25	1	.150000005960464	.150000005960464	.100000001490116	1	1.79999995231628	3.40000009536743	-88	33	2.20000004768372	2	4.5	.699999988079071	4.80000019073486	1	12	25000	-88	-88	400	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	10	-88	-88
