CHILDCODE	IMEVIDR4	RKEVR4	LOSS02R4	LOSS03R4	LOSS04R4	LOSS05R4	LOSS06R4	RESEVR41	RESEVR42	RESEVR43
141018	3	88	 	 	 	 	 	 	 	 
141019	1	1	 	 	 	2	 	28	7	88
141019	2	88	 	 	 	 	 	 	 	 
141019	3	88	 	 	 	 	 	 	 	 
141020	1	47	4	4	4	4	4	2	1	88
141020	2	38	 	 	 	4	 	27	88	88
141020	3	36	 	 	 	3	 	7	88	88
141021	1	35	4	 	 	 	 	22	7	88
141021	2	88	 	 	 	 	 	 	 	 
141021	3	88	 	 	 	 	 	 	 	 
141022	1	47	4	4	3	2	 	2	12	15
141022	2	88	 	 	 	 	 	 	 	 
141022	3	88	 	 	 	 	 	 	 	 
141023	1	47	3	3	3	3	3	7	88	88
141023	2	88	 	 	 	 	 	 	 	 
141023	3	88	 	 	 	 	 	 	 	 
141024	1	37	 	 	 	4	 	13	23	88
141024	2	16	 	 	 	3	4	22	2	88
141024	3	12	 	 	2	4	4	2	18	88
141025	1	42	4	4	 	 	 	9	18	7
141025	2	39	4	4	 	 	 	18	17	7
141025	3	47	2	2	2	3	3	18	9	7
141026	1	 	 	 	 	 	 	 	 	 
141026	2	 	 	 	 	 	 	 	 	 
141026	3	 	 	 	 	 	 	 	 	 
141028	1	47	2	2	2	3	3	2	25	88
141028	2	1	 	 	 	2	 	16	88	88
141028	3	39	 	 	 	2	 	27	88	88
141029	1	24	 	2	 	 	 	16	7	88
141029	2	88	 	 	 	 	 	 	 	 
141029	3	88	 	 	 	 	 	 	 	 
141030	1	16	 	 	 	4	 	16	18	88
141030	2	38	 	 	2	2	2	27	88	88
141030	3	47	2	2	2	2	2	18	88	88
141031	1	 	 	 	 	 	 	 	 	 
141031	2	 	 	 	 	 	 	 	 	 
141031	3	 	 	 	 	 	 	 	 	 
141032	1	47	2	2	2	2	3	7	88	88
141032	2	1	 	 	2	 	 	7	88	88
141032	3	88	 	 	 	 	 	 	 	 
141033	1	38	 	 	 	3	2	27	25	88
141033	2	47	 	 	2	3	2	22	15	88
141033	3	16	 	 	 	 	4	22	7	88
141034	1	47	 	 	3	3	3	2	18	88
141034	2	27	 	 	 	2	 	10	88	88
141034	3	88	 	 	 	 	 	 	 	 
141035	1	 	 	 	 	 	 	 	 	 
141035	2	 	 	 	 	 	 	 	 	 
141035	3	 	 	 	 	 	 	 	 	 
141036	1	 	 	 	 	 	 	 	 	 
141036	2	 	 	 	 	 	 	 	 	 
141036	3	 	 	 	 	 	 	 	 	 
141037	1	47	3	3	3	4	4	7	88	88
141037	2	88	 	 	 	 	 	 	 	 
141037	3	88	 	 	 	 	 	 	 	 
141038	1	 	 	 	 	 	 	 	 	 
141038	2	 	 	 	 	 	 	 	 	 
141038	3	 	 	 	 	 	 	 	 	 
141039	1	16	 	 	 	2	2	2	9	88
141039	2	88	 	 	 	 	 	 	 	 
141039	3	88	 	 	 	 	 	 	 	 
141040	1	47	 	 	2	2	2	2	88	88
141040	2	37	 	 	 	2	 	27	88	88
141040	3	88	 	 	 	 	 	 	 	 
141041	1	38	 	 	 	4	 	13	9	88
141041	2	36	 	 	 	4	 	27	88	88
141041	3	16	 	2	 	3	 	12	18	88
141042	1	47	 	 	2	2	2	2	88	88
141042	2	12	 	 	2	 	 	7	88	88
141042	3	88	 	 	 	 	 	 	 	 
141043	1	35	2	 	 	 	 	9	6	7
141043	2	45	2	2	2	2	2	27	7	77
141043	3	47	2	2	2	2	 	2	7	88
141044	1	12	 	 	2	2	2	7	88	88
141044	2	47	 	2	2	2	2	7	88	88
141044	3	88	 	 	 	 	 	 	 	 
141045	1	47	4	4	4	4	4	18	1	88
141045	2	34	3	 	 	 	 	7	88	88
141045	3	36	 	 	 	 	3	7	88	88
141046	1	47	 	 	2	3	3	2	88	88
141046	2	88	 	 	 	 	 	 	 	 
141046	3	88	 	 	 	 	 	 	 	 
141047	1	47	 	2	 	 	 	9	88	88
141047	2	88	 	 	 	 	 	 	 	 
141047	3	88	 	 	 	 	 	 	 	 
141048	1	1	 	 	 	2	 	28	88	88
141048	2	39	 	 	 	2	2	27	7	88
141048	3	16	 	 	2	2	3	22	7	88
141049	1	34	 	4	 	 	 	16	18	88
141049	2	23	2	 	 	 	 	8	88	88
141049	3	10	 	 	 	3	 	18	88	88
151001	1	39	 	 	 	3	 	23	88	88
151001	2	88	 	 	 	 	 	 	 	 
151001	3	88	 	 	 	 	 	 	 	 
151002	1	1	 	 	 	3	 	7	88	88
151002	2	37	 	 	2	 	 	27	7	88
151002	3	38	 	 	 	 	2	27	7	88
151004	1	 	 	 	 	 	 	 	 	 
151004	2	 	 	 	 	 	 	 	 	 
151004	3	 	 	 	 	 	 	 	 	 
151005	1	38	 	 	 	2	 	27	88	88
151005	2	14	 	 	2	 	 	7	88	88
151005	3	88	 	 	 	 	 	 	 	 
151008	1	47	3	3	4	4	4	2	88	88
151008	2	24	 	4	 	 	 	20	16	88
151008	3	88	 	 	 	 	 	 	 	 
151009	1	38	 	 	 	4	 	27	7	88
151009	2	47	 	 	 	 	4	7	88	88
151009	3	88	 	 	 	 	 	 	 	 
151010	1	 	 	 	 	 	 	 	 	 
151010	2	 	 	 	 	 	 	 	 	 
151010	3	 	 	 	 	 	 	 	 	 
151011	1	47	3	3	3	3	3	2	88	88
151011	2	24	 	 	4	 	 	7	88	88
151011	3	12	 	 	3	3	 	7	88	88
151012	1	47	3	3	3	4	4	7	88	88
151012	2	16	 	 	3	 	 	18	88	88
151012	3	88	 	 	 	 	 	 	 	 
151014	1	37	 	 	3	 	 	27	7	88
151014	2	39	 	 	 	3	 	27	7	88
151014	3	88	 	 	 	 	 	 	 	 
151015	1	36	 	 	 	4	 	7	88	88
151015	2	88	 	 	 	 	 	 	 	 
151015	3	88	 	 	 	 	 	 	 	 
151016	1	37	 	 	 	 	3	27	88	88
151016	2	1	 	 	 	2	 	28	7	88
151016	3	41	 	1	 	 	 	7	88	88
151018	1	29	 	 	 	4	 	1	2	88
151018	2	88	 	 	 	 	 	 	 	 
151018	3	88	 	 	 	 	 	 	 	 
151019	1	 	 	 	 	 	 	 	 	 
151019	2	 	 	 	 	 	 	 	 	 
151019	3	 	 	 	 	 	 	 	 	 
151020	1	1	 	2	 	 	 	7	88	88
151020	2	47	 	 	1	2	 	2	88	88
151020	3	37	 	 	 	 	1	10	27	88
151021	1	42	 	 	 	2	2	7	88	88
151021	2	88	 	 	 	 	 	 	 	 
151021	3	88	 	 	 	 	 	 	 	 
151023	1	23	 	 	 	3	 	23	7	88
151023	2	29	 	 	 	4	 	1	2	7
151023	3	39	 	 	 	 	2	27	7	88
151024	1	 	 	 	 	 	 	 	 	 
151024	2	 	 	 	 	 	 	 	 	 
151024	3	 	 	 	 	 	 	 	 	 
151025	1	10	 	3	 	 	 	8	88	88
151025	2	88	 	 	 	 	 	 	 	 
151025	3	88	 	 	 	 	 	 	 	 
151026	1	14	 	 	2	 	 	7	88	88
151026	2	88	 	 	 	 	 	 	 	 
151026	3	88	 	 	 	 	 	 	 	 
151027	1	47	3	3	3	4	4	2	18	88
151027	2	88	 	 	 	 	 	 	 	 
151027	3	88	 	 	 	 	 	 	 	 
151028	1	47	3	3	4	4	4	2	88	88
151028	2	16	 	 	 	3	 	18	88	88
151028	3	88	 	 	 	 	 	 	 	 
151029	1	 	 	 	 	 	 	 	 	 
151029	2	 	 	 	 	 	 	 	 	 
151029	3	 	 	 	 	 	 	 	 	 
151030	1	23	3	 	 	 	 	2	20	88
151030	2	1	 	2	2	 	 	2	88	88
151030	3	47	 	 	2	2	 	2	88	88
151031	1	24	 	3	 	 	 	2	88	88
151031	2	29	 	 	2	 	 	88	88	88
151031	3	88	 	 	 	 	 	 	 	 
151032	1	29	 	 	 	4	 	7	88	88
151032	2	41	 	 	 	 	1	7	88	88
151032	3	88	 	 	 	 	 	 	 	 
151033	1	47	3	3	3	4	4	18	88	88
151033	2	14	 	 	 	3	 	7	88	88
151033	3	88	 	 	 	 	 	 	 	 
151034	1	47	3	3	3	3	4	7	88	88
151034	2	88	 	 	 	 	 	 	 	 
151034	3	88	 	 	 	 	 	 	 	 
151035	1	1	 	 	 	3	 	8	9	88
151035	2	88	 	 	 	 	 	 	 	 
151035	3	88	 	 	 	 	 	 	 	 
151039	1	 	 	 	 	 	 	 	 	 
151039	2	 	 	 	 	 	 	 	 	 
151039	3	 	 	 	 	 	 	 	 	 
151041	1	39	 	 	 	 	3	27	7	88
151041	2	88	 	 	 	 	 	 	 	 
151041	3	88	 	 	 	 	 	 	 	 
151042	1	1	 	 	 	 	2	7	88	88
151042	2	88	 	 	 	 	 	 	 	 
151042	3	88	 	 	 	 	 	 	 	 
151043	1	47	 	 	 	2	2	2	23	88
151043	2	25	 	2	 	 	 	2	9	88
151043	3	88	 	 	 	 	 	 	 	 
151044	1	25	 	 	 	2	 	7	88	88
151044	2	88	 	 	 	 	 	 	 	 
151044	3	88	 	 	 	 	 	 	 	 
151045	1	23	 	 	3	 	 	2	19	8
151045	2	88	 	 	 	 	 	 	 	 
151045	3	88	 	 	 	 	 	 	 	 
151049	1	 	 	 	 	 	 	 	 	 
151049	2	 	 	 	 	 	 	 	 	 
151049	3	 	 	 	 	 	 	 	 	 
151051	1	14	 	 	 	2	2	7	88	88
151051	2	88	 	 	 	 	 	 	 	 
151051	3	88	 	 	 	 	 	 	 	 
151052	1	 	 	 	 	 	 	 	 	 
151052	2	 	 	 	 	 	 	 	 	 
151052	3	 	 	 	 	 	 	 	 	 
151053	1	 	 	 	 	 	 	 	 	 
151053	2	 	 	 	 	 	 	 	 	 
151053	3	 	 	 	 	 	 	 	 	 
151054	1	 	 	 	 	 	 	 	 	 
151054	2	 	 	 	 	 	 	 	 	 
151054	3	 	 	 	 	 	 	 	 	 
151056	1	14	 	 	 	 	3	7	88	88
151056	2	88	 	 	 	 	 	 	 	 
151056	3	88	 	 	 	 	 	 	 	 
151057	1	36	 	3	 	 	 	7	88	88
151057	2	39	 	 	 	 	4	27	7	88
151057	3	88	 	 	 	 	 	 	 	 
151059	1	29	 	 	 	4	 	7	88	88
151059	2	37	 	 	3	 	 	27	7	88
151059	3	88	 	 	 	 	 	 	 	 
151064	1	1	 	 	1	2	2	7	88	88
151064	2	29	 	 	 	2	 	3	88	88
151064	3	88	 	 	 	 	 	 	 	 
151066	1	47	 	 	3	3	3	18	88	88
151066	2	88	 	 	 	 	 	 	 	 
151066	3	88	 	 	 	 	 	 	 	 
151067	1	47	3	3	3	3	3	7	88	88
151067	2	24	 	 	3	3	 	7	88	88
151067	3	29	 	 	3	3	 	7	88	88
151068	1	 	 	 	 	 	 	 	 	 
151068	2	 	 	 	 	 	 	 	 	 
151068	3	 	 	 	 	 	 	 	 	 
151069	1	39	2	 	 	 	 	18	9	88
151069	2	88	 	 	 	 	 	 	 	 
151069	3	88	 	 	 	 	 	 	 	 
151070	1	 	 	 	 	 	 	 	 	 
151070	2	 	 	 	 	 	 	 	 	 
151070	3	 	 	 	 	 	 	 	 	 
161002	1	 	 	 	 	 	 	 	 	 
161002	2	 	 	 	 	 	 	 	 	 
161002	3	 	 	 	 	 	 	 	 	 
161003	1	37	2	2	2	 	 	17	18	9
161003	2	88	 	 	 	 	 	 	 	 
161003	3	88	 	 	 	 	 	 	 	 
161005	1	45	 	 	2	2	2	7	88	88
161005	2	88	 	 	 	 	 	 	 	 
161005	3	88	 	 	 	 	 	 	 	 
161006	1	45	 	 	 	1	 	16	20	88
161006	2	29	 	 	2	 	 	16	2	88
161006	3	12	 	1	1	 	 	1	2	16
161007	1	36	 	 	 	3	 	20	16	12
161007	2	12	1	1	1	1	1	7	88	88
161007	3	38	 	 	 	3	2	16	88	88
161008	1	16	 	 	 	 	3	16	7	88
161008	2	37	 	 	 	2	 	16	7	88
161008	3	14	 	2	3	 	 	16	7	88
161009	1	34	 	 	 	2	 	20	7	88
161009	2	88	 	 	 	 	 	 	 	 
161009	3	88	 	 	 	 	 	 	 	 
161010	1	1	 	 	 	2	 	9	88	88
161010	2	14	 	 	2	2	 	9	88	88
161010	3	88	 	 	 	 	 	 	 	 
161011	1	47	 	2	2	2	 	7	88	88
161011	2	12	 	2	2	 	 	7	88	88
161011	3	88	 	 	 	 	 	 	 	 
161016	1	47	4	4	4	4	 	7	88	88
161016	2	12	 	 	2	2	 	7	88	77
161016	3	88	 	 	 	 	 	 	 	 
161017	1	 	 	 	 	 	 	 	 	 
161017	2	 	 	 	 	 	 	 	 	 
161017	3	 	 	 	 	 	 	 	 	 
161018	1	14	 	1	 	1	3	19	9	7
161018	2	29	 	 	 	 	77	77	77	77
161018	3	47	 	 	 	2	2	2	16	7
161019	1	47	2	2	2	2	 	2	88	88
161019	2	13	2	2	2	2	 	7	88	88
161019	3	12	2	2	2	2	 	7	88	88
161021	1	47	3	 	 	 	 	2	16	88
161021	2	1	 	 	4	 	 	2	88	88
161021	3	14	 	 	 	2	 	88	88	88
161022	1	47	2	2	2	2	 	7	88	88
161022	2	12	 	2	2	2	 	7	88	88
161022	3	88	 	 	 	 	 	 	 	 
161023	1	47	 	4	4	4	 	7	88	88
161023	2	12	 	2	2	 	 	7	88	88
161023	3	88	 	 	 	 	 	 	 	 
161024	1	14	 	2	3	 	 	9	7	88
161024	2	47	 	 	 	1	 	7	88	88
161024	3	12	 	 	1	1	 	7	88	88
161025	1	36	 	 	 	3	 	16	20	88
161025	2	38	 	 	 	2	 	20	16	88
161025	3	47	 	2	 	 	 	7	88	88
161026	1	14	 	 	 	2	 	7	88	88
161026	2	38	 	 	 	2	 	20	88	88
161026	3	47	 	2	 	 	 	7	88	88
161029	1	47	 	2	 	 	 	2	88	88
161029	2	1	 	 	 	2	 	7	88	88
161029	3	88	 	 	 	 	 	 	 	 
161030	1	37	 	 	 	 	2	20	7	88
161030	2	47	 	2	2	2	2	7	88	88
161030	3	88	 	 	 	 	 	 	 	 
161031	1	35	 	 	 	4	 	20	7	88
161031	2	47	3	3	2	2	 	17	7	88
161031	3	12	3	3	3	3	 	7	88	88
161032	1	47	2	2	 	2	 	7	88	88
161032	2	88	 	 	 	 	 	 	 	 
161032	3	88	 	 	 	 	 	 	 	 
161033	1	47	 	 	4	4	4	1	2	7
161033	2	88	 	 	 	 	 	 	 	 
161033	3	88	 	 	 	 	 	 	 	 
161034	1	47	 	2	 	 	 	2	7	88
161034	2	37	 	2	 	 	 	20	88	88
161034	3	14	2	 	 	 	2	7	88	88
161035	1	29	 	 	2	 	 	7	88	88
161035	2	14	 	 	 	2	 	9	7	88
161035	3	88	 	 	 	 	 	 	 	 
161036	1	47	2	2	2	2	 	7	88	88
161036	2	88	 	 	 	 	 	 	 	 
161036	3	88	 	 	 	 	 	 	 	 
161037	1	 	 	 	 	 	 	 	 	 
161037	2	 	 	 	 	 	 	 	 	 
161037	3	 	 	 	 	 	 	 	 	 
161038	1	37	 	 	 	3	 	20	88	88
161038	2	47	 	2	 	 	 	2	88	88
161038	3	14	 	 	 	2	 	7	88	88
161039	1	12	2	 	 	 	 	2	88	88
161039	2	14	 	 	 	 	2	7	88	88
161039	3	38	 	 	 	 	3	20	88	88
161040	1	 	 	 	 	 	 	 	 	 
161040	2	 	 	 	 	 	 	 	 	 
161040	3	 	 	 	 	 	 	 	 	 
161041	1	47	 	2	2	2	 	7	88	88
161041	2	12	 	2	2	 	 	7	88	88
161041	3	39	 	 	 	2	 	7	88	7
161042	1	14	 	1	 	 	 	7	88	88
161042	2	47	 	2	3	3	 	7	88	88
161042	3	12	 	3	2	 	 	7	88	88
161043	1	47	 	2	2	2	 	7	88	88
161043	2	14	 	 	3	 	 	7	88	88
161043	3	12	 	 	2	2	 	7	88	88
161044	1	14	 	2	 	 	 	9	7	88
161044	2	47	2	2	2	2	2	7	88	88
161044	3	12	2	 	2	2	2	7	88	88
161046	1	47	 	 	1	 	 	7	88	88
161046	2	14	 	 	 	2	 	16	7	88
161046	3	88	 	 	 	 	 	 	 	 
161047	1	39	 	 	 	2	 	16	7	88
161047	2	88	 	 	 	 	 	 	 	 
161047	3	88	 	 	 	 	 	 	 	 
161048	1	38	 	 	 	 	2	16	88	88
161048	2	14	 	 	 	2	 	7	88	88
161048	3	47	 	3	 	 	 	7	88	88
161049	1	 	 	 	 	 	 	 	 	 
161049	2	 	 	 	 	 	 	 	 	 
161049	3	 	 	 	 	 	 	 	 	 
161050	1	14	 	 	 	2	 	18	7	88
161050	2	13	 	2	2	2	 	7	88	88
161050	3	88	 	 	 	 	 	 	 	 
171001	1	24	 	 	 	3	88	18	88	88
171001	2	14	 	2	 	 	 	18	88	88
171001	3	88	 	 	 	 	 	 	 	 
171002	1	24	 	 	 	4	4	18	88	88
171002	2	40	 	 	 	3	3	7	7	7
171002	3	88	 	 	 	 	 	 	 	 
171003	1	47	3	3	3	3	3	2	1	88
171003	2	88	 	 	 	 	 	 	 	 
171003	3	88	 	 	 	 	 	 	 	 
171005	1	14	 	 	4	4	 	18	88	88
171005	2	88	 	 	 	 	 	 	 	 
171005	3	88	 	 	 	 	 	 	 	 
171006	1	 	 	 	 	 	 	 	 	 
171006	2	 	 	 	 	 	 	 	 	 
171006	3	 	 	 	 	 	 	 	 	 
171007	1	24	 	 	 	 	4	12	22	88
171007	2	14	 	 	3	 	 	7	7	7
171007	3	88	 	 	 	 	 	 	 	 
171008	1	24	 	 	 	 	4	18	88	88
171008	2	14	 	 	2	 	 	7	88	88
171008	3	88	 	 	 	 	 	 	 	 
171010	1	39	 	 	2	2	2	18	88	88
171010	2	88	 	 	 	 	 	 	 	 
171010	3	88	 	 	 	 	 	 	 	 
171011	1	14	 	 	 	3	 	18	88	88
171011	2	88	 	 	 	 	 	 	 	 
171011	3	88	 	 	 	 	 	 	 	 
171012	1	36	 	 	4	 	 	7	7	7
171012	2	88	 	 	 	 	 	 	 	 
171012	3	88	 	 	 	 	 	 	 	 
171014	1	 	 	 	 	 	 	 	 	 
171014	2	 	 	 	 	 	 	 	 	 
171014	3	 	 	 	 	 	 	 	 	 
171015	1	39	 	 	2	2	2	9	88	88
171015	2	88	 	 	 	 	 	 	 	 
171015	3	88	 	 	 	 	 	 	 	 
171016	1	24	 	 	 	2	 	18	88	88
171016	2	14	 	 	 	2	 	7	88	88
171016	3	88	 	 	 	 	 	 	 	 
171017	1	24	 	 	 	4	4	20	18	88
171017	2	88	 	 	 	 	 	 	 	 
171017	3	88	 	 	 	 	 	 	 	 
171018	1	 	 	 	 	 	 	 	 	 
171018	2	 	 	 	 	 	 	 	 	 
171018	3	 	 	 	 	 	 	 	 	 
171019	1	 	 	 	 	 	 	 	 	 
171019	2	 	 	 	 	 	 	 	 	 
171019	3	 	 	 	 	 	 	 	 	 
171020	1	24	 	 	 	2	2	20	12	88
171020	2	37	3	 	 	 	 	18	20	88
171020	3	38	3	 	 	 	 	18	20	88
171021	1	14	 	 	 	3	 	7	88	88
171021	2	24	 	 	 	 	3	7	88	88
171021	3	13	 	2	2	2	 	2	88	88
171022	1	24	 	 	 	3	3	18	88	88
171022	2	88	 	 	 	 	 	 	 	 
171022	3	88	 	 	 	 	 	 	 	 
171023	1	40	 	2	 	 	 	3	1	88
171023	2	24	 	 	 	 	4	7	88	88
171023	3	88	 	 	 	 	 	 	 	 
171024	1	 	 	 	 	 	 	 	 	 
171024	2	 	 	 	 	 	 	 	 	 
171024	3	 	 	 	 	 	 	 	 	 
171025	1	24	 	 	 	 	3	13	18	88
171025	2	29	 	 	 	 	3	18	13	88
171025	3	13	 	 	 	 	3	2	18	88
171026	1	 	 	 	 	 	 	 	 	 
171026	2	 	 	 	 	 	 	 	 	 
171026	3	 	 	 	 	 	 	 	 	 
171027	1	 	 	 	 	 	 	 	 	 
171027	2	 	 	 	 	 	 	 	 	 
171027	3	 	 	 	 	 	 	 	 	 
171028	1	40	 	 	 	4	88	18	88	88
171028	2	88	 	 	 	 	 	 	 	 
171028	3	88	 	 	 	 	 	 	 	 
171029	1	 	 	 	 	 	 	 	 	 
171029	2	 	 	 	 	 	 	 	 	 
171029	3	 	 	 	 	 	 	 	 	 
171030	1	36	 	 	 	4	 	20	9	17
171030	2	39	 	 	 	4	 	20	2	1
171030	3	24	 	 	 	 	4	2	16	7
171031	1	24	 	 	 	4	4	18	88	88
171031	2	88	 	 	 	 	 	 	 	 
171031	3	88	 	 	 	 	 	 	 	 
171032	1	14	 	 	 	3	3	7	88	88
171032	2	24	 	 	 	 	3	6	88	77
171032	3	38	1	1	1	1	1	17	88	88
171033	1	24	 	 	 	1	1	7	7	7
171033	2	88	 	 	 	 	 	 	 	 
171033	3	88	 	 	 	 	 	 	 	 
171034	1	35	 	 	3	 	 	6	18	88
171034	2	88	 	 	 	 	 	 	 	 
171034	3	88	 	 	 	 	 	 	 	 
171035	1	24	 	 	2	 	2	6	18	88
171035	2	88	 	 	 	 	 	 	 	 
171035	3	88	 	 	 	 	 	 	 	 
171036	1	42	 	 	1	1	 	7	7	7
171036	2	88	 	 	 	 	 	 	 	 
171036	3	88	 	 	 	 	 	 	 	 
171037	1	 	 	 	 	 	 	 	 	 
171037	2	 	 	 	 	 	 	 	 	 
171037	3	 	 	 	 	 	 	 	 	 
171038	1	14	 	2	 	2	2	6	88	88
171038	2	27	 	 	 	 	2	7	88	88
171038	3	47	3	3	 	 	 	7	88	88
171039	1	12	 	 	3	3	 	7	7	7
171039	2	14	 	 	2	 	 	7	7	7
171039	3	88	 	 	 	 	 	 	 	 
171040	1	14	 	 	4	 	 	8	7	7
171040	2	88	 	 	 	 	 	 	 	 
171040	3	88	 	 	 	 	 	 	 	 
171041	1	24	 	 	3	 	3	18	88	88
171041	2	88	 	 	 	 	 	 	 	 
171041	3	88	 	 	 	 	 	 	 	 
171042	1	24	 	 	 	 	2	18	88	88
171042	2	88	 	 	 	 	 	 	 	 
171042	3	88	 	 	 	 	 	 	 	 
171043	1	1	 	 	 	3	 	7	88	88
171043	2	88	 	 	 	 	 	 	 	 
171043	3	88	 	 	 	 	 	 	 	 
171044	1	36	 	 	 	4	 	20	9	17
171044	2	39	 	 	 	4	 	20	2	1
171044	3	24	 	 	 	 	4	2	16	7
171045	1	14	 	 	 	2	 	18	88	88
171045	2	88	 	 	 	 	 	 	 	 
171045	3	88	 	 	 	 	 	 	 	 
171046	1	14	2	 	 	 	 	7	88	88
171046	2	88	 	 	 	 	 	 	 	 
171046	3	88	 	 	 	 	 	 	 	 
171047	1	 	 	 	 	 	 	 	 	 
171047	2	 	 	 	 	 	 	 	 	 
171047	3	 	 	 	 	 	 	 	 	 
171048	1	 	 	 	 	 	 	 	 	 
171048	2	 	 	 	 	 	 	 	 	 
171048	3	 	 	 	 	 	 	 	 	 
171049	1	24	 	 	2	2	 	18	17	88
171049	2	88	 	 	 	 	 	 	 	 
171049	3	88	 	 	 	 	 	 	 	 
171050	1	 	 	 	 	 	 	 	 	 
171050	2	 	 	 	 	 	 	 	 	 
171050	3	 	 	 	 	 	 	 	 	 
181001	1	27	 	 	3	2	 	8	18	88
181001	2	24	 	 	2	3	 	2	1	10
181001	3	47	 	 	2	3	 	2	1	88
181002	1	47	3	3	3	3	4	1	20	88
181002	2	12	 	 	3	3	 	18	1	88
181002	3	88	 	 	 	 	 	 	 	 
181003	1	27	 	 	3	 	 	16	20	88
181003	2	24	 	 	 	2	 	20	2	88
181003	3	29	 	 	 	3	 	1	2	16
181004	1	27	 	 	4	 	 	20	88	88
181004	2	47	 	 	3	3	3	1	18	88
181004	3	12	 	 	2	2	 	1	88	88
181005	1	47	 	 	 	4	4	2	7	88
181005	2	88	 	 	 	 	 	 	 	 
181005	3	88	 	 	 	 	 	 	 	 
181006	1	 	 	 	 	 	 	 	 	 
181006	2	 	 	 	 	 	 	 	 	 
181006	3	 	 	 	 	 	 	 	 	 
181007	1	47	 	 	3	3	 	1	2	88
181007	2	12	 	 	3	3	 	16	20	88
181007	3	27	 	 	3	 	 	10	2	16
181008	1	 	 	 	 	 	 	 	 	 
181008	2	 	 	 	 	 	 	 	 	 
181008	3	 	 	 	 	 	 	 	 	 
181009	1	12	 	 	3	3	 	16	20	88
181009	2	42	 	 	 	2	 	16	19	88
181009	3	47	 	 	 	4	 	2	1	16
181010	1	12	 	4	 	 	 	20	88	88
181010	2	24	 	 	4	 	 	18	20	2
181010	3	27	 	 	3	4	 	10	22	2
181011	1	 	 	 	 	 	 	 	 	 
181011	2	 	 	 	 	 	 	 	 	 
181011	3	 	 	 	 	 	 	 	 	 
181012	1	47	 	 	3	4	 	1	18	88
181012	2	88	 	 	 	 	 	 	 	 
181012	3	88	 	 	 	 	 	 	 	 
181013	1	27	 	 	3	 	 	20	12	88
181013	2	14	 	 	4	 	 	7	88	88
181013	3	12	 	 	3	3	 	20	1	88
181014	1	 	 	 	 	 	 	 	 	 
181014	2	 	 	 	 	 	 	 	 	 
181014	3	 	 	 	 	 	 	 	 	 
181015	1	36	 	 	 	4	 	20	88	88
181015	2	47	 	 	3	3	3	20	88	88
181015	3	88	 	 	 	 	 	 	 	 
181016	1	24	 	 	 	3	 	16	18	9
181016	2	27	 	 	2	 	 	10	2	88
181016	3	12	 	2	4	 	 	20	1	2
181017	1	14	 	 	4	 	 	2	18	88
181017	2	29	 	 	3	3	 	2	1	20
181017	3	27	 	 	2	4	 	18	2	88
181018	1	27	 	 	4	 	 	10	16	88
181018	2	47	 	 	3	 	 	20	2	88
181018	3	24	 	 	3	2	 	18	16	88
181019	1	27	 	 	4	 	 	20	10	16
181019	2	29	 	 	4	 	 	20	10	16
181019	3	47	 	 	3	4	4	20	16	88
181020	1	27	 	 	4	 	 	10	18	88
181020	2	12	 	 	4	4	 	20	2	88
181020	3	47	 	4	4	 	 	2	18	88
181021	1	27	 	 	4	4	 	2	1	88
181021	2	24	 	4	4	4	 	1	2	88
181021	3	29	 	 	4	4	 	10	2	1
181022	1	47	 	 	 	3	 	20	9	2
181022	2	27	 	 	3	3	 	9	1	2
181022	3	29	 	 	3	3	 	1	20	88
181023	1	24	4	4	4	4	4	16	2	88
181023	2	47	4	4	4	4	4	2	19	88
181023	3	12	 	 	4	 	 	16	88	88
181024	1	10	 	 	 	3	 	18	2	88
181024	2	16	 	 	 	 	2	2	18	88
181024	3	88	 	 	 	 	 	 	 	 
181025	1	 	 	 	 	 	 	 	 	 
181025	2	 	 	 	 	 	 	 	 	 
181025	3	 	 	 	 	 	 	 	 	 
181026	1	14	 	4	 	 	 	20	1	88
181026	2	27	 	 	3	 	 	10	1	20
181026	3	12	 	 	2	2	 	1	18	88
181027	1	28	 	3	 	 	 	10	1	88
181027	2	27	 	 	4	 	 	2	10	1
181027	3	24	 	 	2	 	 	2	1	10
181028	1	39	 	 	3	3	 	18	16	88
181028	2	14	4	 	 	 	 	2	1	18
181028	3	27	 	 	2	 	 	20	2	88
181029	1	47	 	 	3	3	 	20	2	18
181029	2	29	 	 	 	3	 	1	20	2
181029	3	27	 	 	 	3	 	18	16	88
181030	1	27	 	4	 	 	 	10	2	1
181030	2	47	4	4	4	4	4	1	2	88
181030	3	88	 	 	 	 	 	 	 	 
181031	1	37	4	4	4	4	4	20	1	88
181031	2	27	 	 	4	4	 	10	1	20
181031	3	47	 	 	3	3	4	1	16	20
181032	1	16	 	 	 	 	3	1	9	88
181032	2	88	 	 	 	 	 	 	 	 
181032	3	88	 	 	 	 	 	 	 	 
181033	1	47	 	 	 	 	4	16	18	88
181033	2	88	 	 	 	 	 	 	 	 
181033	3	88	 	 	 	 	 	 	 	 
181034	1	27	 	 	4	 	 	10	20	88
181034	2	29	 	 	4	 	 	9	20	88
181034	3	12	 	 	3	3	 	20	16	88
181035	1	 	 	 	 	 	 	 	 	 
181035	2	 	 	 	 	 	 	 	 	 
181035	3	 	 	 	 	 	 	 	 	 
181036	1	27	 	 	4	 	 	10	20	88
