CHILDCODE	ASSTIDR4	ASSETR4	NUMASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
71005	1	1	15	11	15	500	1
71005	2	4	6	11	6	300	1
71005	3	14	3	9	3	11000	0
71005	4	88	 	 	 	 	 
71005	5	88	 	 	 	 	 
71005	6	88	 	 	 	 	 
71006	1	1	8	11	8	220	1
71006	2	4	6	11	6	104	1
71006	3	30	1	11	1	400	1
71006	4	13	7	7	7	334	1
71006	5	13	2	5	0	 	 
71006	6	88	 	 	 	 	 
71007	1	1	6	11	6	330	1
71007	2	4	6	11	6	200	1
71007	3	15	5	12	5	300	1
71007	4	2	1	24	1	4000	0
71007	5	88	 	 	 	 	 
71007	6	88	 	 	 	 	 
71008	1	4	6	11	6	195	1
71008	2	1	7	11	7	200	1
71008	3	88	 	 	 	 	 
71008	4	88	 	 	 	 	 
71008	5	88	 	 	 	 	 
71008	6	88	 	 	 	 	 
71009	1	1	15	11	15	329	0
71009	2	4	2	11	2	100	0
71009	3	88	 	 	 	 	 
71009	4	88	 	 	 	 	 
71009	5	88	 	 	 	 	 
71009	6	88	 	 	 	 	 
71010	1	15	82	12	82	8232	0
71010	2	1	1	11	1	350	0
71010	3	4	7	11	7	100	0
71010	4	88	 	 	 	 	 
71010	5	88	 	 	 	 	 
71010	6	88	 	 	 	 	 
71011	1	1	6	11	6	150	0
71011	2	4	1	11	1	80	0
71011	3	88	 	 	 	 	 
71011	4	88	 	 	 	 	 
71011	5	88	 	 	 	 	 
71011	6	88	 	 	 	 	 
71012	1	2	1	24	1	5000	0
71012	2	16	1	20	1	10000	0
71012	3	3	1	11	1	400	0
71012	4	1	10	11	10	376	0
71012	5	4	7	11	7	190	0
71012	6	88	 	 	 	 	 
71013	1	1	2	11	2	40	0
71013	2	8	1	10	1	15	0
71013	3	88	 	 	 	 	 
71013	4	88	 	 	 	 	 
71013	5	88	 	 	 	 	 
71013	6	88	 	 	 	 	 
71014	1	1	4	11	4	253	1
71014	2	88	 	 	 	 	 
71014	3	88	 	 	 	 	 
71014	4	88	 	 	 	 	 
71014	5	88	 	 	 	 	 
71014	6	88	 	 	 	 	 
71015	1	1	6	11	6	90	0
71015	2	4	1	11	1	70	0
71015	3	8	2	10	2	40	0
71015	4	88	 	 	 	 	 
71015	5	88	 	 	 	 	 
71015	6	88	 	 	 	 	 
71016	1	1	13	11	13	350	0
71016	2	4	1	11	1	50	0
71016	3	88	 	 	 	 	 
71016	4	88	 	 	 	 	 
71016	5	88	 	 	 	 	 
71016	6	88	 	 	 	 	 
71017	1	1	15	11	15	306	1
71017	2	4	4	11	4	234	1
71017	3	88	 	 	 	 	 
71017	4	88	 	 	 	 	 
71017	5	88	 	 	 	 	 
71017	6	88	 	 	 	 	 
71018	1	1	7	11	7	190	0
71018	2	4	1	11	1	50	0
71018	3	13	1	7	1	30	0
71018	4	88	 	 	 	 	 
71018	5	88	 	 	 	 	 
71018	6	88	 	 	 	 	 
71019	1	1	5	11	5	230	0
71019	2	4	1	11	1	50	0
71019	3	22	2	22	1	90	0
71019	4	88	 	 	 	 	 
71019	5	88	 	 	 	 	 
71019	6	88	 	 	 	 	 
71020	1	1	10	11	10	375	0
71020	2	4	7	11	7	255	0
71020	3	23	2	23	2	300	0
71020	4	2	1	24	1	6500	0
71020	5	88	 	 	 	 	 
71020	6	88	 	 	 	 	 
71021	1	1	7	11	7	230	0
71021	2	4	6	11	6	200	0
71021	3	88	 	 	 	 	 
71021	4	88	 	 	 	 	 
71021	5	88	 	 	 	 	 
71021	6	88	 	 	 	 	 
71022	1	1	8	11	8	105	0
71022	2	4	1	11	1	50	0
71022	3	8	1	10	1	30	0
71022	4	88	 	 	 	 	 
71022	5	88	 	 	 	 	 
71022	6	88	 	 	 	 	 
71024	1	4	6	11	6	210	0
71024	2	1	6	11	6	150	0
71024	3	1	4	29	0	 	 
71024	4	88	 	 	 	 	 
71024	5	88	 	 	 	 	 
71024	6	88	 	 	 	 	 
71025	1	4	10	11	10	430	1
71025	2	1	16	11	16	890	1
71025	3	88	 	 	 	 	 
71025	4	88	 	 	 	 	 
71025	5	88	 	 	 	 	 
71025	6	88	 	 	 	 	 
71026	1	1	2	11	1	20	0
71026	2	88	 	 	 	 	 
71026	3	88	 	 	 	 	 
71026	4	88	 	 	 	 	 
71026	5	88	 	 	 	 	 
71026	6	88	 	 	 	 	 
71027	1	1	10	11	10	280	0
71027	2	4	5	11	5	146	0
71027	3	88	 	 	 	 	 
71027	4	88	 	 	 	 	 
71027	5	88	 	 	 	 	 
71027	6	88	 	 	 	 	 
71028	1	1	10	11	10	195	0
71028	2	4	1	11	1	50	0
71028	3	88	 	 	 	 	 
71028	4	88	 	 	 	 	 
71028	5	88	 	 	 	 	 
71028	6	88	 	 	 	 	 
71029	1	1	7	11	7	100	1
71029	2	4	11	11	11	230	1
71029	3	88	 	 	 	 	 
71029	4	88	 	 	 	 	 
71029	5	88	 	 	 	 	 
71029	6	88	 	 	 	 	 
71030	1	1	2	11	2	80	0
71030	2	8	1	5	1	40	0
71030	3	88	 	 	 	 	 
71030	4	88	 	 	 	 	 
71030	5	88	 	 	 	 	 
71030	6	88	 	 	 	 	 
71031	1	1	14	11	14	460	0
71031	2	4	1	11	1	40	0
71031	3	13	10	7	10	360	0
71031	4	88	 	 	 	 	 
71031	5	88	 	 	 	 	 
71031	6	88	 	 	 	 	 
71032	1	15	3	26	3	200	0
71032	2	88	 	 	 	 	 
71032	3	88	 	 	 	 	 
71032	4	88	 	 	 	 	 
71032	5	88	 	 	 	 	 
71032	6	88	 	 	 	 	 
71033	1	1	9	11	9	370	0
71033	2	4	1	11	1	60	0
71033	3	13	2	7	2	100	0
71033	4	88	 	 	 	 	 
71033	5	88	 	 	 	 	 
71033	6	88	 	 	 	 	 
71034	1	2	1	24	1	5000	0
71034	2	1	13	11	13	610	0
71034	3	13	7	7	7	349	0
71034	4	4	1	11	1	100	0
71034	5	88	 	 	 	 	 
71034	6	88	 	 	 	 	 
71035	1	1	15	11	15	670	0
71035	2	4	8	11	8	210	0
71035	3	88	 	 	 	 	 
71035	4	88	 	 	 	 	 
71035	5	88	 	 	 	 	 
71035	6	88	 	 	 	 	 
71036	1	30	1	12	0	 	 
71036	2	15	136	12	136	150000	0
71036	3	88	 	 	 	 	 
71036	4	88	 	 	 	 	 
71036	5	88	 	 	 	 	 
71036	6	88	 	 	 	 	 
71037	1	4	9	11	9	185	0
71037	2	1	9	11	9	230	0
71037	3	88	 	 	 	 	 
71037	4	88	 	 	 	 	 
71037	5	88	 	 	 	 	 
71037	6	88	 	 	 	 	 
71038	1	1	9	11	9	193	0
71038	2	4	6	11	6	60	0
71038	3	88	 	 	 	 	 
71038	4	88	 	 	 	 	 
71038	5	88	 	 	 	 	 
71038	6	88	 	 	 	 	 
71039	1	1	6	11	6	230	0
71039	2	4	1	11	1	100	0
71039	3	88	 	 	 	 	 
71039	4	88	 	 	 	 	 
71039	5	88	 	 	 	 	 
71039	6	88	 	 	 	 	 
71040	1	 	 	 	 	 	 
71040	2	 	 	 	 	 	 
71040	3	 	 	 	 	 	 
71040	4	 	 	 	 	 	 
71040	5	 	 	 	 	 	 
71040	6	 	 	 	 	 	 
71041	1	1	6	11	6	145	0
71041	2	13	1	7	1	60	0
71041	3	88	 	 	 	 	 
71041	4	88	 	 	 	 	 
71041	5	88	 	 	 	 	 
71041	6	88	 	 	 	 	 
71042	1	15	15	12	15	290	0
71042	2	8	1	29	1	30	0
71042	3	88	 	 	 	 	 
71042	4	88	 	 	 	 	 
71042	5	88	 	 	 	 	 
71042	6	88	 	 	 	 	 
71043	1	23	1	23	0	 	 
71043	2	1	1	11	1	70	0
71043	3	88	 	 	 	 	 
71043	4	88	 	 	 	 	 
71043	5	88	 	 	 	 	 
71043	6	88	 	 	 	 	 
71044	1	1	2	11	2	20	0
71044	2	4	1	11	1	20	0
71044	3	88	 	 	 	 	 
71044	4	88	 	 	 	 	 
71044	5	88	 	 	 	 	 
71044	6	88	 	 	 	 	 
71045	1	1	5	11	5	155	1
71045	2	4	1	11	1	30	1
71045	3	88	 	 	 	 	 
71045	4	88	 	 	 	 	 
71045	5	88	 	 	 	 	 
71045	6	88	 	 	 	 	 
71046	1	1	5	11	5	233	0
71046	2	88	 	 	 	 	 
71046	3	88	 	 	 	 	 
71046	4	88	 	 	 	 	 
71046	5	88	 	 	 	 	 
71046	6	88	 	 	 	 	 
71047	1	1	6	11	6	150	0
71047	2	4	6	11	6	80	0
71047	3	30	4	22	4	4	0
71047	4	88	 	 	 	 	 
71047	5	88	 	 	 	 	 
71047	6	88	 	 	 	 	 
71048	1	 	 	 	 	 	 
71048	2	 	 	 	 	 	 
71048	3	 	 	 	 	 	 
71048	4	 	 	 	 	 	 
71048	5	 	 	 	 	 	 
71048	6	 	 	 	 	 	 
71049	1	1	15	11	15	262	0
71049	2	4	11	11	11	219	0
71049	3	88	 	 	 	 	 
71049	4	88	 	 	 	 	 
71049	5	88	 	 	 	 	 
71049	6	88	 	 	 	 	 
81001	1	30	1	26	1	100000	1
81001	2	5	1	11	1	10000	1
81001	3	1	8	11	8	500	1
81001	4	88	 	 	 	 	 
81001	5	88	 	 	 	 	 
81001	6	88	 	 	 	 	 
81002	1	1	2	11	2	70	1
81002	2	4	1	11	1	50	1
81002	3	40	4	30	4	800	1
81002	4	88	 	 	 	 	 
81002	5	88	 	 	 	 	 
81002	6	88	 	 	 	 	 
81003	1	1	3	11	3	50	1
81003	2	4	1	11	1	10	1
81003	3	88	 	 	 	 	 
81003	4	88	 	 	 	 	 
81003	5	88	 	 	 	 	 
81003	6	88	 	 	 	 	 
81004	1	1	3	11	3	250	0
81004	2	4	2	11	2	100	0
81004	3	40	1	30	1	300	0
81004	4	88	 	 	 	 	 
81004	5	88	 	 	 	 	 
81004	6	88	 	 	 	 	 
81005	1	4	1	11	1	80	1
81005	2	1	4	11	4	120	1
81005	3	88	 	 	 	 	 
81005	4	88	 	 	 	 	 
81005	5	88	 	 	 	 	 
81005	6	88	 	 	 	 	 
81006	1	 	 	 	 	 	 
81006	2	 	 	 	 	 	 
81006	3	 	 	 	 	 	 
81006	4	 	 	 	 	 	 
81006	5	 	 	 	 	 	 
81006	6	 	 	 	 	 	 
81007	1	4	1	11	1	250	1
81007	2	1	9	11	1	800	1
81007	3	3	1	11	1	50	1
81007	4	25	1	24	1	3500	0
81007	5	88	 	 	 	 	 
81007	6	88	 	 	 	 	 
81009	1	1	1	11	1	150	1
81009	2	1	5	11	5	80	1
81009	3	88	 	 	 	 	 
81009	4	88	 	 	 	 	 
81009	5	88	 	 	 	 	 
81009	6	88	 	 	 	 	 
81010	1	1	2	11	2	60	1
81010	2	4	1	11	1	20	1
81010	3	88	 	 	 	 	 
81010	4	88	 	 	 	 	 
81010	5	88	 	 	 	 	 
81010	6	88	 	 	 	 	 
81011	1	40	1	30	1	4000	1
81011	2	88	 	 	 	 	 
81011	3	88	 	 	 	 	 
81011	4	88	 	 	 	 	 
81011	5	88	 	 	 	 	 
81011	6	88	 	 	 	 	 
81012	1	 	 	 	 	 	 
81012	2	 	 	 	 	 	 
81012	3	 	 	 	 	 	 
81012	4	 	 	 	 	 	 
81012	5	 	 	 	 	 	 
81012	6	 	 	 	 	 	 
81013	1	1	3	11	3	180	0
81013	2	88	 	 	 	 	 
81013	3	88	 	 	 	 	 
81013	4	88	 	 	 	 	 
81013	5	88	 	 	 	 	 
81013	6	88	 	 	 	 	 
81014	1	1	5	11	5	250	0
81014	2	4	1	11	1	20	0
81014	3	8	2	11	2	80	0
81014	4	88	 	 	 	 	 
81014	5	88	 	 	 	 	 
81014	6	88	 	 	 	 	 
81015	1	4	1	11	1	250	0
81015	2	40	5	30	5	3000	0
81015	3	1	3	11	3	150	0
81015	4	88	 	 	 	 	 
81015	5	88	 	 	 	 	 
81015	6	88	 	 	 	 	 
81016	1	3	1	11	1	400	0
81016	2	8	5	11	5	150	1
81016	3	88	 	 	 	 	 
81016	4	88	 	 	 	 	 
81016	5	88	 	 	 	 	 
81016	6	88	 	 	 	 	 
81017	1	1	2	11	2	60	0
81017	2	4	1	11	1	30	0
81017	3	40	1	30	1	600	0
81017	4	88	 	 	 	 	 
81017	5	88	 	 	 	 	 
81017	6	88	 	 	 	 	 
81018	1	4	1	11	1	250	1
81018	2	1	3	11	3	120	1
81018	3	88	 	 	 	 	 
81018	4	88	 	 	 	 	 
81018	5	88	 	 	 	 	 
81018	6	88	 	 	 	 	 
81019	1	1	3	11	3	40	1
81019	2	4	1	11	1	20	1
81019	3	88	 	 	 	 	 
81019	4	88	 	 	 	 	 
81019	5	88	 	 	 	 	 
81019	6	88	 	 	 	 	 
81020	1	5	1	11	0	 	 
81020	2	1	4	11	4	200	0
81020	3	4	1	11	1	150	0
81020	4	88	 	 	 	 	 
81020	5	88	 	 	 	 	 
81020	6	88	 	 	 	 	 
81021	1	1	4	11	4	50	1
81021	2	4	2	11	2	15	1
81021	3	40	1	30	1	20	1
81021	4	88	 	 	 	 	 
81021	5	88	 	 	 	 	 
81021	6	88	 	 	 	 	 
81023	1	1	1	11	1	30	0
81023	2	4	1	11	1	130	0
81023	3	88	 	 	 	 	 
81023	4	88	 	 	 	 	 
81023	5	88	 	 	 	 	 
81023	6	88	 	 	 	 	 
81024	1	1	2	11	0	 	 
81024	2	4	1	11	0	 	 
81024	3	88	 	 	 	 	 
81024	4	88	 	 	 	 	 
81024	5	88	 	 	 	 	 
81024	6	88	 	 	 	 	 
81025	1	1	5	11	5	200	0
81025	2	4	5	11	5	200	0
81025	3	88	 	 	 	 	 
81025	4	88	 	 	 	 	 
81025	5	88	 	 	 	 	 
81025	6	88	 	 	 	 	 
81026	1	2	1	24	1	4000	0
81026	2	1	5	11	5	180	0
81026	3	4	2	11	2	80	0
81026	4	88	 	 	 	 	 
81026	5	88	 	 	 	 	 
81026	6	88	 	 	 	 	 
81027	1	4	1	11	1	300	1
81027	2	1	5	11	5	400	1
81027	3	88	 	 	 	 	 
81027	4	88	 	 	 	 	 
81027	5	88	 	 	 	 	 
81027	6	88	 	 	 	 	 
81028	1	1	1	11	0	 	 
81028	2	4	1	11	1	150	1
81028	3	40	1	30	0	 	 
81028	4	88	 	 	 	 	 
81028	5	88	 	 	 	 	 
81028	6	88	 	 	 	 	 
81029	1	1	3	11	3	80	0
81029	2	4	1	11	1	140	0
81029	3	5	1	11	0	 	 
81029	4	88	 	 	 	 	 
81029	5	88	 	 	 	 	 
81029	6	88	 	 	 	 	 
81030	1	5	1	11	1	5000	1
81030	2	1	5	11	5	250	1
81030	3	4	1	11	1	30	1
81030	4	3	1	11	1	600	1
81030	5	88	 	 	 	 	 
81030	6	88	 	 	 	 	 
81031	1	4	1	11	1	150	0
81031	2	2	1	30	1	280	1
81031	3	1	4	11	4	120	1
81031	4	15	1	12	1	200	1
81031	5	88	 	 	 	 	 
81031	6	88	 	 	 	 	 
81032	1	1	3	11	3	100	0
81032	2	4	1	11	1	150	0
81032	3	88	 	 	 	 	 
81032	4	88	 	 	 	 	 
81032	5	88	 	 	 	 	 
81032	6	88	 	 	 	 	 
81033	1	1	5	11	5	200	0
81033	2	4	1	11	1	30	0
81033	3	88	 	 	 	 	 
81033	4	88	 	 	 	 	 
81033	5	88	 	 	 	 	 
81033	6	88	 	 	 	 	 
81034	1	4	1	11	1	300	1
81034	2	1	7	11	1	500	0
81034	3	88	 	 	 	 	 
81034	4	88	 	 	 	 	 
81034	5	88	 	 	 	 	 
81034	6	88	 	 	 	 	 
81035	1	1	5	11	5	200	0
81035	2	4	1	11	1	40	0
81035	3	88	 	 	 	 	 
81035	4	88	 	 	 	 	 
81035	5	88	 	 	 	 	 
81035	6	88	 	 	 	 	 
81036	1	5	1	11	1	7000	1
81036	2	4	1	11	1	200	1
81036	3	1	7	11	7	300	1
81036	4	88	 	 	 	 	 
81036	5	88	 	 	 	 	 
81036	6	88	 	 	 	 	 
81037	1	1	5	11	5	100	1
81037	2	4	1	11	1	30	1
81037	3	40	1	30	1	200	1
81037	4	88	 	 	 	 	 
81037	5	88	 	 	 	 	 
81037	6	88	 	 	 	 	 
81038	1	1	3	11	3	150	0
81038	2	40	1	30	1	2000	0
81038	3	88	 	 	 	 	 
81038	4	88	 	 	 	 	 
81038	5	88	 	 	 	 	 
81038	6	88	 	 	 	 	 
81039	1	15	5	26	5	50	0
81039	2	88	 	 	 	 	 
81039	3	88	 	 	 	 	 
81039	4	88	 	 	 	 	 
81039	5	88	 	 	 	 	 
81039	6	88	 	 	 	 	 
81040	1	1	2	11	2	55	0
81040	2	4	1	11	1	25	0
81040	3	40	1	30	1	500	0
81040	4	88	 	 	 	 	 
81040	5	88	 	 	 	 	 
81040	6	88	 	 	 	 	 
81041	1	1	4	11	4	140	0
81041	2	4	1	11	1	4	0
81041	3	88	 	 	 	 	 
81041	4	88	 	 	 	 	 
81041	5	88	 	 	 	 	 
81041	6	88	 	 	 	 	 
81042	1	1	5	11	5	125	0
81042	2	4	1	11	1	40	0
81042	3	40	1	30	1	300	0
81042	4	88	 	 	 	 	 
81042	5	88	 	 	 	 	 
81042	6	88	 	 	 	 	 
81043	1	40	1	30	1	1600	1
81043	2	1	4	11	1	150	1
81043	3	16	1	20	1	4000	1
81043	4	88	 	 	 	 	 
81043	5	88	 	 	 	 	 
81043	6	88	 	 	 	 	 
81044	1	4	1	11	1	60	1
81044	2	1	1	11	1	30	1
81044	3	88	 	 	 	 	 
81044	4	88	 	 	 	 	 
81044	5	88	 	 	 	 	 
81044	6	88	 	 	 	 	 
81045	1	1	2	11	2	15	1
81045	2	4	1	11	0	 	 
81045	3	88	 	 	 	 	 
81045	4	88	 	 	 	 	 
81045	5	88	 	 	 	 	 
81045	6	88	 	 	 	 	 
81046	1	1	1	11	1	10	0
81046	2	4	1	11	1	15	0
81046	3	40	1	30	1	60	0
81046	4	15	1	12	1	100	0
81046	5	88	 	 	 	 	 
81046	6	88	 	 	 	 	 
81047	1	1	3	11	3	100	1
81047	2	4	1	11	1	10	1
81047	3	88	 	 	 	 	 
81047	4	88	 	 	 	 	 
81047	5	88	 	 	 	 	 
81047	6	88	 	 	 	 	 
81048	1	1	11	11	7	250	0
81048	2	4	1	11	1	150	0
81048	3	88	 	 	 	 	 
81048	4	88	 	 	 	 	 
81048	5	88	 	 	 	 	 
81048	6	88	 	 	 	 	 
81049	1	1	2	11	2	100	0
81049	2	4	1	11	1	15	1
81049	3	40	1	30	1	3500	1
81049	4	88	 	 	 	 	 
81049	5	88	 	 	 	 	 
81049	6	88	 	 	 	 	 
81050	1	1	4	11	4	150	0
81050	2	4	1	11	0	 	 
81050	3	40	2	30	0	 	 
81050	4	88	 	 	 	 	 
81050	5	88	 	 	 	 	 
81050	6	88	 	 	 	 	 
91001	1	1	6	11	6	270	1
91001	2	4	2	11	2	800	1
91001	3	88	 	 	 	 	 
91001	4	88	 	 	 	 	 
91001	5	88	 	 	 	 	 
91001	6	88	 	 	 	 	 
91002	1	1	7	11	7	300	1
91002	2	8	3	11	3	310	1
91002	3	88	 	 	 	 	 
91002	4	88	 	 	 	 	 
91002	5	88	 	 	 	 	 
91002	6	88	 	 	 	 	 
91003	1	1	5	11	5	150	1
91003	2	88	 	 	 	 	 
91003	3	88	 	 	 	 	 
91003	4	88	 	 	 	 	 
91003	5	88	 	 	 	 	 
91003	6	88	 	 	 	 	 
91004	1	1	6	11	6	400	1
91004	2	4	1	11	1	100	1
91004	3	8	3	11	3	300	1
91004	4	88	 	 	 	 	 
91004	5	88	 	 	 	 	 
91004	6	88	 	 	 	 	 
91005	1	4	2	11	2	700	1
91005	2	1	9	11	9	400	1
91005	3	88	 	 	 	 	 
91005	4	88	 	 	 	 	 
91005	5	88	 	 	 	 	 
91005	6	88	 	 	 	 	 
91006	1	1	8	11	8	450	1
91006	2	88	 	 	 	 	 
91006	3	88	 	 	 	 	 
91006	4	88	 	 	 	 	 
91006	5	88	 	 	 	 	 
91006	6	88	 	 	 	 	 
91007	1	1	8	11	8	350	1
91007	2	4	3	11	3	800	1
91007	3	88	 	 	 	 	 
91007	4	88	 	 	 	 	 
91007	5	88	 	 	 	 	 
91007	6	88	 	 	 	 	 
91008	1	1	6	11	6	300	1
91008	2	4	2	11	2	600	1
91008	3	88	 	 	 	 	 
91008	4	88	 	 	 	 	 
91008	5	88	 	 	 	 	 
91008	6	88	 	 	 	 	 
91010	1	1	8	11	8	400	1
91010	2	4	1	11	1	300	1
91010	3	88	 	 	 	 	 
91010	4	88	 	 	 	 	 
91010	5	88	 	 	 	 	 
91010	6	88	 	 	 	 	 
91011	1	1	5	11	5	180	1
91011	2	4	2	11	2	700	1
91011	3	88	 	 	 	 	 
91011	4	88	 	 	 	 	 
91011	5	88	 	 	 	 	 
91011	6	88	 	 	 	 	 
91012	1	1	1	11	1	50	1
91012	2	4	2	11	2	60	1
91012	3	22	4	22	4	200	0
91012	4	88	 	 	 	 	 
91012	5	88	 	 	 	 	 
91012	6	88	 	 	 	 	 
91013	1	1	5	11	5	200	1
91013	2	4	1	11	1	350	1
91013	3	88	 	 	 	 	 
91013	4	88	 	 	 	 	 
91013	5	88	 	 	 	 	 
91013	6	88	 	 	 	 	 
91014	1	1	6	11	6	250	0
91014	2	4	2	11	2	240	0
91014	3	88	 	 	 	 	 
91014	4	88	 	 	 	 	 
91014	5	88	 	 	 	 	 
91014	6	88	 	 	 	 	 
91015	1	1	5	11	5	300	1
91015	2	4	1	11	1	80	1
91015	3	8	3	11	3	200	1
91015	4	88	 	 	 	 	 
91015	5	88	 	 	 	 	 
91015	6	88	 	 	 	 	 
91017	1	1	6	11	6	250	1
91017	2	4	1	11	1	350	1
91017	3	15	4	12	4	350	1
91017	4	88	 	 	 	 	 
91017	5	88	 	 	 	 	 
91017	6	88	 	 	 	 	 
91018	1	1	8	11	8	400	1
91018	2	4	2	11	2	100	1
91018	3	8	4	11	4	370	1
91018	4	88	 	 	 	 	 
91018	5	88	 	 	 	 	 
91018	6	88	 	 	 	 	 
91019	1	1	4	11	4	150	1
91019	2	4	2	11	2	180	1
91019	3	88	 	 	 	 	 
91019	4	88	 	 	 	 	 
91019	5	88	 	 	 	 	 
91019	6	88	 	 	 	 	 
91020	1	 	 	 	 	 	 
91020	2	 	 	 	 	 	 
91020	3	 	 	 	 	 	 
91020	4	 	 	 	 	 	 
91020	5	 	 	 	 	 	 
91020	6	 	 	 	 	 	 
91021	1	4	1	11	1	200	1
91021	2	1	5	11	5	150	1
91021	3	30	1	12	1	100	1
91021	4	88	 	 	 	 	 
91021	5	88	 	 	 	 	 
91021	6	88	 	 	 	 	 
91022	1	1	6	11	6	470	1
91022	2	4	2	11	2	180	1
91022	3	88	 	 	 	 	 
91022	4	88	 	 	 	 	 
91022	5	88	 	 	 	 	 
91022	6	88	 	 	 	 	 
91023	1	4	1	11	1	200	1
91023	2	1	7	11	7	450	1
91023	3	88	 	 	 	 	 
91023	4	88	 	 	 	 	 
91023	5	88	 	 	 	 	 
91023	6	88	 	 	 	 	 
91024	1	1	3	11	3	200	1
91024	2	4	2	11	2	150	0
91024	3	88	 	 	 	 	 
91024	4	88	 	 	 	 	 
91024	5	88	 	 	 	 	 
91024	6	88	 	 	 	 	 
91025	1	1	6	11	6	125	1
91025	2	4	2	11	2	90	1
91025	3	88	 	 	 	 	 
91025	4	88	 	 	 	 	 
91025	5	88	 	 	 	 	 
91025	6	88	 	 	 	 	 
91026	1	1	2	11	0	 	 
91026	2	4	1	11	0	 	 
91026	3	88	 	 	 	 	 
91026	4	88	 	 	 	 	 
91026	5	88	 	 	 	 	 
91026	6	88	 	 	 	 	 
91027	1	1	8	11	8	250	1
91027	2	4	1	11	1	300	1
91027	3	88	 	 	 	 	 
91027	4	88	 	 	 	 	 
91027	5	88	 	 	 	 	 
91027	6	88	 	 	 	 	 
91028	1	1	1	11	0	 	 
91028	2	4	1	11	0	 	 
91028	3	88	 	 	 	 	 
91028	4	88	 	 	 	 	 
91028	5	88	 	 	 	 	 
91028	6	88	 	 	 	 	 
91029	1	4	1	11	1	300	1
91029	2	1	7	11	7	200	1
91029	3	88	 	 	 	 	 
91029	4	88	 	 	 	 	 
91029	5	88	 	 	 	 	 
91029	6	88	 	 	 	 	 
91030	1	 	 	 	 	 	 
91030	2	 	 	 	 	 	 
91030	3	 	 	 	 	 	 
91030	4	 	 	 	 	 	 
91030	5	 	 	 	 	 	 
91030	6	 	 	 	 	 	 
91031	1	4	2	11	2	700	1
91031	2	1	10	11	10	600	1
91031	3	3	1	11	1	800	1
91031	4	88	 	 	 	 	 
91031	5	88	 	 	 	 	 
91031	6	88	 	 	 	 	 
91032	1	1	2	11	2	100	0
91032	2	4	1	11	1	50	0
91032	3	88	 	 	 	 	 
91032	4	88	 	 	 	 	 
91032	5	88	 	 	 	 	 
91032	6	88	 	 	 	 	 
91033	1	1	4	11	4	250	1
91033	2	4	1	11	1	80	1
91033	3	88	 	 	 	 	 
91033	4	88	 	 	 	 	 
91033	5	88	 	 	 	 	 
91033	6	88	 	 	 	 	 
91034	1	1	5	11	5	300	1
91034	2	4	1	11	1	100	1
91034	3	88	 	 	 	 	 
91034	4	88	 	 	 	 	 
91034	5	88	 	 	 	 	 
91034	6	88	 	 	 	 	 
91035	1	1	4	11	4	250	1
91035	2	4	1	11	1	350	1
91035	3	88	 	 	 	 	 
91035	4	88	 	 	 	 	 
91035	5	88	 	 	 	 	 
91035	6	88	 	 	 	 	 
91036	1	1	8	11	8	800	1
91036	2	8	4	11	4	190	1
91036	3	88	 	 	 	 	 
91036	4	88	 	 	 	 	 
91036	5	88	 	 	 	 	 
91036	6	88	 	 	 	 	 
91037	1	1	14	11	14	625	1
91037	2	4	5	11	5	250	1
91037	3	16	1	20	0	 	 
91037	4	88	 	 	 	 	 
91037	5	88	 	 	 	 	 
91037	6	88	 	 	 	 	 
91038	1	1	12	11	8	750	1
91038	2	4	3	11	3	300	1
91038	3	8	6	11	6	360	1
91038	4	88	 	 	 	 	 
91038	5	88	 	 	 	 	 
91038	6	88	 	 	 	 	 
91039	1	4	4	11	4	1200	1
91039	2	1	17	11	17	400	1
91039	3	88	 	 	 	 	 
91039	4	88	 	 	 	 	 
91039	5	88	 	 	 	 	 
91039	6	88	 	 	 	 	 
91040	1	1	2	11	2	160	1
91040	2	4	2	11	2	120	1
91040	3	88	 	 	 	 	 
91040	4	88	 	 	 	 	 
91040	5	88	 	 	 	 	 
91040	6	88	 	 	 	 	 
91041	1	4	1	11	1	350	1
91041	2	1	8	11	8	500	1
91041	3	88	 	 	 	 	 
91041	4	88	 	 	 	 	 
91041	5	88	 	 	 	 	 
91041	6	88	 	 	 	 	 
91042	1	4	1	11	1	250	1
91042	2	1	5	11	5	150	1
91042	3	88	 	 	 	 	 
91042	4	88	 	 	 	 	 
91042	5	88	 	 	 	 	 
91042	6	88	 	 	 	 	 
91043	1	1	6	11	6	300	1
91043	2	4	2	11	2	200	1
91043	3	8	5	11	3	330	1
91043	4	3	1	11	1	1000	1
91043	5	88	 	 	 	 	 
91043	6	88	 	 	 	 	 
91044	1	4	1	11	1	300	1
91044	2	1	8	11	8	300	1
91044	3	88	 	 	 	 	 
91044	4	88	 	 	 	 	 
91044	5	88	 	 	 	 	 
91044	6	88	 	 	 	 	 
91045	1	1	4	11	4	120	1
91045	2	4	1	11	1	200	1
91045	3	88	 	 	 	 	 
91045	4	88	 	 	 	 	 
91045	5	88	 	 	 	 	 
91045	6	88	 	 	 	 	 
91046	1	1	1	11	1	300	1
91046	2	4	1	11	1	300	1
91046	3	88	 	 	 	 	 
91046	4	88	 	 	 	 	 
91046	5	88	 	 	 	 	 
91046	6	88	 	 	 	 	 
91047	1	1	5	11	5	300	1
91047	2	4	1	11	1	150	1
