CHILDCODE	ASSTIDR4	ASSETR4	NUMASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
161005	4	88	 	 	 	 	 
161005	5	88	 	 	 	 	 
161005	6	88	 	 	 	 	 
161006	1	4	2	11	2	70	0
161006	2	1	6	11	5	85	0
161006	3	88	 	 	 	 	 
161006	4	88	 	 	 	 	 
161006	5	88	 	 	 	 	 
161006	6	88	 	 	 	 	 
161007	1	4	4	11	4	260	0
161007	2	8	8	11	8	180	0
161007	3	88	 	 	 	 	 
161007	4	88	 	 	 	 	 
161007	5	88	 	 	 	 	 
161007	6	88	 	 	 	 	 
161008	1	4	3	11	3	180	1
161008	2	1	5	11	5	80	1
161008	3	88	 	 	 	 	 
161008	4	88	 	 	 	 	 
161008	5	88	 	 	 	 	 
161008	6	88	 	 	 	 	 
161009	1	1	6	11	6	250	0
161009	2	4	1	11	1	150	0
161009	3	88	 	 	 	 	 
161009	4	88	 	 	 	 	 
161009	5	88	 	 	 	 	 
161009	6	88	 	 	 	 	 
161010	1	1	5	11	5	170	0
161010	2	6	3	11	3	75	0
161010	3	4	1	11	0	 	 
161010	4	88	 	 	 	 	 
161010	5	88	 	 	 	 	 
161010	6	88	 	 	 	 	 
161011	1	1	8	11	8	500	0
161011	2	4	1	11	1	250	0
161011	3	88	 	 	 	 	 
161011	4	88	 	 	 	 	 
161011	5	88	 	 	 	 	 
161011	6	88	 	 	 	 	 
161016	1	1	6	11	6	180	0
161016	2	4	1	11	1	160	1
161016	3	88	 	 	 	 	 
161016	4	88	 	 	 	 	 
161016	5	88	 	 	 	 	 
161016	6	88	 	 	 	 	 
161017	1	 	 	 	 	 	 
161017	2	 	 	 	 	 	 
161017	3	 	 	 	 	 	 
161017	4	 	 	 	 	 	 
161017	5	 	 	 	 	 	 
161017	6	 	 	 	 	 	 
161018	1	4	1	11	1	150	1
161018	2	1	7	11	7	400	1
161018	3	88	 	 	 	 	 
161018	4	88	 	 	 	 	 
161018	5	88	 	 	 	 	 
161018	6	88	 	 	 	 	 
161019	1	1	10	11	10	450	1
161019	2	4	1	11	1	150	0
161019	3	6	5	11	5	120	1
161019	4	88	 	 	 	 	 
161019	5	88	 	 	 	 	 
161019	6	88	 	 	 	 	 
161021	1	6	1	11	1	20	0
161021	2	1	2	11	2	60	0
161021	3	88	 	 	 	 	 
161021	4	88	 	 	 	 	 
161021	5	88	 	 	 	 	 
161021	6	88	 	 	 	 	 
161022	1	1	6	11	6	300	0
161022	2	88	 	 	 	 	 
161022	3	88	 	 	 	 	 
161022	4	88	 	 	 	 	 
161022	5	88	 	 	 	 	 
161022	6	88	 	 	 	 	 
161023	1	1	8	11	8	350	0
161023	2	4	1	11	1	200	0
161023	3	88	 	 	 	 	 
161023	4	88	 	 	 	 	 
161023	5	88	 	 	 	 	 
161023	6	88	 	 	 	 	 
161024	1	4	1	11	1	190	1
161024	2	1	7	11	7	340	1
161024	3	88	 	 	 	 	 
161024	4	88	 	 	 	 	 
161024	5	88	 	 	 	 	 
161024	6	88	 	 	 	 	 
161025	1	4	1	11	1	260	0
161025	2	1	8	11	8	300	0
161025	3	6	3	11	3	90	0
161025	4	88	 	 	 	 	 
161025	5	88	 	 	 	 	 
161025	6	88	 	 	 	 	 
161026	1	6	2	11	2	80	0
161026	2	1	7	11	7	400	0
161026	3	88	 	 	 	 	 
161026	4	88	 	 	 	 	 
161026	5	88	 	 	 	 	 
161026	6	88	 	 	 	 	 
161029	1	4	1	11	0	 	 
161029	2	1	8	11	6	280	1
161029	3	6	3	11	3	120	1
161029	4	88	 	 	 	 	 
161029	5	88	 	 	 	 	 
161029	6	88	 	 	 	 	 
161030	1	4	1	11	1	200	0
161030	2	1	5	11	5	500	1
161030	3	88	 	 	 	 	 
161030	4	88	 	 	 	 	 
161030	5	88	 	 	 	 	 
161030	6	88	 	 	 	 	 
161031	1	1	6	11	6	200	0
161031	2	4	1	11	1	120	0
161031	3	6	3	11	3	75	0
161031	4	88	 	 	 	 	 
161031	5	88	 	 	 	 	 
161031	6	88	 	 	 	 	 
161032	1	4	1	11	1	75	0
161032	2	1	5	11	5	300	0
161032	3	6	2	11	2	30	0
161032	4	88	 	 	 	 	 
161032	5	88	 	 	 	 	 
161032	6	88	 	 	 	 	 
161033	1	 	 	 	 	 	 
161033	2	 	 	 	 	 	 
161033	3	 	 	 	 	 	 
161033	4	 	 	 	 	 	 
161033	5	 	 	 	 	 	 
161033	6	 	 	 	 	 	 
161034	1	4	1	11	1	70	0
161034	2	1	15	11	15	1000	0
161034	3	6	4	11	4	50	0
161034	4	3	1	11	1	400	0
161034	5	88	 	 	 	 	 
161034	6	88	 	 	 	 	 
161035	1	4	1	11	1	110	0
161035	2	1	5	11	5	140	0
161035	3	88	 	 	 	 	 
161035	4	88	 	 	 	 	 
161035	5	88	 	 	 	 	 
161035	6	88	 	 	 	 	 
161036	1	1	7	11	7	350	1
161036	2	6	3	11	3	70	0
161036	3	88	 	 	 	 	 
161036	4	88	 	 	 	 	 
161036	5	88	 	 	 	 	 
161036	6	88	 	 	 	 	 
161037	1	1	10	11	10	450	0
161037	2	4	1	11	1	150	0
161037	3	6	3	11	3	74	0
161037	4	88	 	 	 	 	 
161037	5	88	 	 	 	 	 
161037	6	88	 	 	 	 	 
161038	1	4	1	11	1	150	0
161038	2	1	6	11	6	250	1
161038	3	6	3	11	3	100	0
161038	4	88	 	 	 	 	 
161038	5	88	 	 	 	 	 
161038	6	88	 	 	 	 	 
161039	1	4	1	11	1	50	0
161039	2	1	4	11	4	75	0
161039	3	6	1	11	1	15	0
161039	4	88	 	 	 	 	 
161039	5	88	 	 	 	 	 
161039	6	88	 	 	 	 	 
161040	1	 	 	 	 	 	 
161040	2	 	 	 	 	 	 
161040	3	 	 	 	 	 	 
161040	4	 	 	 	 	 	 
161040	5	 	 	 	 	 	 
161040	6	 	 	 	 	 	 
161041	1	1	9	11	9	500	0
161041	2	4	1	11	1	200	0
161041	3	88	 	 	 	 	 
161041	4	88	 	 	 	 	 
161041	5	88	 	 	 	 	 
161041	6	88	 	 	 	 	 
161042	1	1	7	11	7	300	0
161042	2	4	1	11	1	150	0
161042	3	88	 	 	 	 	 
161042	4	88	 	 	 	 	 
161042	5	88	 	 	 	 	 
161042	6	88	 	 	 	 	 
161043	1	1	8	11	8	300	0
161043	2	4	1	11	1	300	0
161043	3	88	 	 	 	 	 
161043	4	88	 	 	 	 	 
161043	5	88	 	 	 	 	 
161043	6	88	 	 	 	 	 
161044	1	4	1	11	1	130	0
161044	2	1	8	11	8	450	0
161044	3	88	 	 	 	 	 
161044	4	88	 	 	 	 	 
161044	5	88	 	 	 	 	 
161044	6	88	 	 	 	 	 
161046	1	4	1	11	1	40	1
161046	2	6	2	11	2	50	1
161046	3	1	2	11	2	100	1
161046	4	88	 	 	 	 	 
161046	5	88	 	 	 	 	 
161046	6	88	 	 	 	 	 
161047	1	4	1	11	1	170	0
161047	2	1	5	11	5	200	0
161047	3	88	 	 	 	 	 
161047	4	88	 	 	 	 	 
161047	5	88	 	 	 	 	 
161047	6	88	 	 	 	 	 
161048	1	4	1	11	1	300	0
161048	2	1	5	11	5	400	0
161048	3	6	3	11	3	100	0
161048	4	88	 	 	 	 	 
161048	5	88	 	 	 	 	 
161048	6	88	 	 	 	 	 
161049	1	4	1	11	1	150	0
161049	2	1	12	11	12	300	0
161049	3	6	2	11	2	100	0
161049	4	88	 	 	 	 	 
161049	5	88	 	 	 	 	 
161049	6	88	 	 	 	 	 
161050	1	1	10	11	10	1200	0
161050	2	4	1	11	1	500	0
161050	3	6	4	11	4	140	0
161050	4	3	1	11	1	600	0
161050	5	88	 	 	 	 	 
161050	6	88	 	 	 	 	 
171001	1	 	 	 	 	 	 
171001	2	 	 	 	 	 	 
171001	3	 	 	 	 	 	 
171001	4	 	 	 	 	 	 
171001	5	 	 	 	 	 	 
171001	6	 	 	 	 	 	 
171002	1	1	3	11	3	40	1
171002	2	88	 	 	 	 	 
171002	3	88	 	 	 	 	 
171002	4	88	 	 	 	 	 
171002	5	88	 	 	 	 	 
171002	6	88	 	 	 	 	 
171003	1	 	 	 	 	 	 
171003	2	 	 	 	 	 	 
171003	3	 	 	 	 	 	 
171003	4	 	 	 	 	 	 
171003	5	 	 	 	 	 	 
171003	6	 	 	 	 	 	 
171005	1	1	2	11	2	20	0
171005	2	4	1	11	1	100	0
171005	3	2	1	11	1	100	0
171005	4	8	2	11	2	200	0
171005	5	88	 	 	 	 	 
171005	6	88	 	 	 	 	 
171006	1	1	4	11	4	120	1
171006	2	2	1	7	1	60	1
171006	3	4	1	11	1	80	1
171006	4	8	2	11	1	240	1
171006	5	88	 	 	 	 	 
171006	6	88	 	 	 	 	 
171007	1	1	4	11	4	120	0
171007	2	4	2	11	2	200	0
171007	3	8	10	11	10	500	0
171007	4	2	1	7	1	150	0
171007	5	13	4	7	4	240	0
171007	6	88	 	 	 	 	 
171008	1	1	4	11	4	100	1
171008	2	4	1	11	1	70	1
171008	3	8	2	11	2	200	1
171008	4	13	3	5	3	180	1
171008	5	88	 	 	 	 	 
171008	6	88	 	 	 	 	 
171010	1	1	3	11	3	25	1
171010	2	4	2	11	2	100	1
171010	3	2	2	24	2	200	1
171010	4	8	2	11	2	180	1
171010	5	88	 	 	 	 	 
171010	6	88	 	 	 	 	 
171011	1	1	2	11	2	20	0
171011	2	2	1	11	1	60	0
171011	3	4	1	11	1	50	0
171011	4	8	2	11	2	200	0
171011	5	16	1	20	0	 	 
171011	6	88	 	 	 	 	 
171012	1	1	2	11	2	70	0
171012	2	4	1	11	1	80	0
171012	3	8	8	11	8	500	0
171012	4	2	1	7	1	200	0
171012	5	13	5	7	5	600	0
171012	6	88	 	 	 	 	 
171014	1	 	 	 	 	 	 
171014	2	 	 	 	 	 	 
171014	3	 	 	 	 	 	 
171014	4	 	 	 	 	 	 
171014	5	 	 	 	 	 	 
171014	6	 	 	 	 	 	 
171015	1	 	 	 	 	 	 
171015	2	 	 	 	 	 	 
171015	3	 	 	 	 	 	 
171015	4	 	 	 	 	 	 
171015	5	 	 	 	 	 	 
171015	6	 	 	 	 	 	 
171016	1	1	6	11	6	62	1
171016	2	2	1	11	1	65	1
171016	3	4	1	11	1	50	1
171016	4	8	2	11	2	200	1
171016	5	88	 	 	 	 	 
171016	6	88	 	 	 	 	 
171017	1	1	6	11	6	150	1
171017	2	2	2	7	2	250	1
171017	3	4	1	11	1	60	1
171017	4	8	2	11	2	300	1
171017	5	88	 	 	 	 	 
171017	6	88	 	 	 	 	 
171018	1	1	5	11	5	120	1
171018	2	2	1	8	1	150	1
171018	3	4	1	11	1	70	1
171018	4	8	2	11	2	300	1
171018	5	88	 	 	 	 	 
171018	6	88	 	 	 	 	 
171019	1	1	2	11	2	40	1
171019	2	88	 	 	 	 	 
171019	3	88	 	 	 	 	 
171019	4	88	 	 	 	 	 
171019	5	88	 	 	 	 	 
171019	6	88	 	 	 	 	 
171020	1	1	5	11	5	80	1
171020	2	2	1	7	1	80	1
171020	3	4	2	11	2	160	1
171020	4	8	2	11	2	200	1
171020	5	88	 	 	 	 	 
171020	6	88	 	 	 	 	 
171021	1	1	4	11	4	140	1
171021	2	4	3	11	3	300	1
171021	3	8	4	11	4	650	1
171021	4	13	2	5	2	140	1
171021	5	88	 	 	 	 	 
171021	6	88	 	 	 	 	 
171022	1	1	3	11	3	75	1
171022	2	4	2	11	2	160	1
171022	3	8	2	11	2	220	1
171022	4	13	1	6	1	65	1
171022	5	88	 	 	 	 	 
171022	6	88	 	 	 	 	 
171023	1	1	2	11	2	30	1
171023	2	5	1	11	1	100	1
171023	3	8	2	11	2	300	1
171023	4	88	 	 	 	 	 
171023	5	88	 	 	 	 	 
171023	6	88	 	 	 	 	 
171024	1	1	10	11	10	100	0
171024	2	4	4	11	4	400	0
171024	3	8	5	11	5	250	0
171024	4	2	2	11	2	100	0
171024	5	88	 	 	 	 	 
171024	6	88	 	 	 	 	 
171025	1	1	4	11	4	80	1
171025	2	4	1	11	1	50	1
171025	3	8	1	11	1	150	1
171025	4	13	2	7	2	110	1
171025	5	88	 	 	 	 	 
171025	6	88	 	 	 	 	 
171026	1	1	7	11	7	120	0
171026	2	4	2	11	2	300	0
171026	3	8	2	11	2	700	0
171026	4	88	 	 	 	 	 
171026	5	88	 	 	 	 	 
171026	6	88	 	 	 	 	 
171027	1	 	 	 	 	 	 
171027	2	 	 	 	 	 	 
171027	3	 	 	 	 	 	 
171027	4	 	 	 	 	 	 
171027	5	 	 	 	 	 	 
171027	6	 	 	 	 	 	 
171028	1	1	3	11	3	45	0
171028	2	4	2	11	2	200	0
171028	3	8	4	11	4	400	0
171028	4	88	 	 	 	 	 
171028	5	88	 	 	 	 	 
171028	6	88	 	 	 	 	 
171029	1	1	2	11	2	40	1
171029	2	4	1	11	1	200	1
171029	3	8	3	11	3	280	1
171029	4	13	3	7	3	500	1
171029	5	5	1	11	1	11000	1
171029	6	88	 	 	 	 	 
171030	1	1	3	11	3	75	0
171030	2	4	1	11	1	80	0
171030	3	8	9	11	9	500	0
171030	4	13	2	7	2	40	0
171030	5	88	 	 	 	 	 
171030	6	88	 	 	 	 	 
171031	1	1	3	11	3	30	0
171031	2	4	2	11	2	160	0
171031	3	2	1	11	1	70	0
171031	4	8	3	11	3	150	0
171031	5	88	 	 	 	 	 
171031	6	88	 	 	 	 	 
171032	1	1	4	11	2	80	1
171032	2	4	3	11	3	150	1
171032	3	8	5	11	5	1000	1
171032	4	13	5	5	5	700	1
171032	5	88	 	 	 	 	 
171032	6	88	 	 	 	 	 
171033	1	 	 	 	 	 	 
171033	2	 	 	 	 	 	 
171033	3	 	 	 	 	 	 
171033	4	 	 	 	 	 	 
171033	5	 	 	 	 	 	 
171033	6	 	 	 	 	 	 
171034	1	1	1	11	1	10	0
171034	2	88	 	 	 	 	 
171034	3	88	 	 	 	 	 
171034	4	88	 	 	 	 	 
171034	5	88	 	 	 	 	 
171034	6	88	 	 	 	 	 
171035	1	1	6	11	6	150	1
171035	2	2	1	7	1	100	1
171035	3	4	1	11	1	80	1
171035	4	8	2	11	2	350	1
171035	5	88	 	 	 	 	 
171035	6	88	 	 	 	 	 
171036	1	 	 	 	 	 	 
171036	2	 	 	 	 	 	 
171036	3	 	 	 	 	 	 
171036	4	 	 	 	 	 	 
171036	5	 	 	 	 	 	 
171036	6	 	 	 	 	 	 
171037	1	1	2	11	2	30	0
171037	2	88	 	 	 	 	 
171037	3	88	 	 	 	 	 
171037	4	88	 	 	 	 	 
171037	5	88	 	 	 	 	 
171037	6	88	 	 	 	 	 
171038	1	1	4	11	4	40	1
171038	2	4	1	11	1	50	1
171038	3	8	1	11	1	200	1
171038	4	88	 	 	 	 	 
171038	5	88	 	 	 	 	 
171038	6	88	 	 	 	 	 
171039	1	1	2	11	2	60	0
171039	2	4	1	11	1	100	0
171039	3	8	8	11	8	650	0
171039	4	88	 	 	 	 	 
171039	5	88	 	 	 	 	 
171039	6	88	 	 	 	 	 
171040	1	1	5	11	5	100	0
171040	2	4	1	11	1	150	0
171040	3	8	10	11	10	600	0
171040	4	2	2	7	2	700	0
171040	5	13	4	7	4	300	0
171040	6	88	 	 	 	 	 
171041	1	1	1	11	1	10	1
171041	2	4	1	11	1	80	1
171041	3	2	1	11	1	100	1
171041	4	8	2	11	2	120	1
171041	5	88	 	 	 	 	 
171041	6	88	 	 	 	 	 
171042	1	1	2	11	2	24	1
171042	2	4	2	11	2	200	1
171042	3	2	2	7	2	140	1
171042	4	8	2	11	2	200	1
171042	5	88	 	 	 	 	 
171042	6	88	 	 	 	 	 
171043	1	 	 	 	 	 	 
171043	2	 	 	 	 	 	 
171043	3	 	 	 	 	 	 
171043	4	 	 	 	 	 	 
171043	5	 	 	 	 	 	 
171043	6	 	 	 	 	 	 
171044	1	1	3	11	3	75	0
171044	2	4	1	11	1	80	0
171044	3	8	9	11	9	500	0
171044	4	13	2	7	2	40	0
171044	5	88	 	 	 	 	 
171044	6	88	 	 	 	 	 
171045	1	1	2	11	2	20	1
171045	2	2	1	7	1	60	1
171045	3	4	2	11	2	160	1
171045	4	8	2	11	2	200	1
171045	5	88	 	 	 	 	 
171045	6	88	 	 	 	 	 
171046	1	1	3	11	3	35	1
171046	2	4	1	11	1	90	1
171046	3	8	3	11	3	320	1
171046	4	13	3	5	3	300	1
171046	5	88	 	 	 	 	 
171046	6	88	 	 	 	 	 
171047	1	1	1	11	1	20	1
171047	2	2	1	11	1	200	1
171047	3	4	1	11	1	100	1
171047	4	8	2	11	1	-77	1
171047	5	88	 	 	 	 	 
171047	6	88	 	 	 	 	 
171048	1	1	5	11	5	100	0
171048	2	4	2	11	2	200	0
171048	3	8	2	11	2	200	0
171048	4	13	1	7	1	50	0
171048	5	2	1	8	1	60	0
171048	6	88	 	 	 	 	 
171049	1	1	4	11	4	130	1
171049	2	2	1	7	1	200	1
171049	3	4	1	11	1	100	1
171049	4	8	2	11	2	300	1
171049	5	88	 	 	 	 	 
171049	6	88	 	 	 	 	 
171050	1	1	2	11	2	30	0
171050	2	88	 	 	 	 	 
171050	3	88	 	 	 	 	 
171050	4	88	 	 	 	 	 
171050	5	88	 	 	 	 	 
171050	6	88	 	 	 	 	 
181001	1	1	5	11	3	20	0
181001	2	4	1	11	1	100	0
181001	3	8	1	11	1	50	0
181001	4	88	 	 	 	 	 
181001	5	88	 	 	 	 	 
181001	6	88	 	 	 	 	 
181002	1	24	5	11	5	100	0
181002	2	4	1	11	1	50	0
181002	3	8	1	11	1	100	0
181002	4	88	 	 	 	 	 
181002	5	88	 	 	 	 	 
181002	6	88	 	 	 	 	 
181003	1	1	4	11	4	80	0
181003	2	4	1	11	1	80	0
181003	3	8	1	11	1	80	0
181003	4	88	 	 	 	 	 
181003	5	88	 	 	 	 	 
181003	6	88	 	 	 	 	 
181004	1	1	7	11	7	200	0
181004	2	4	1	11	1	100	0
181004	3	8	1	11	1	150	0
181004	4	88	 	 	 	 	 
181004	5	88	 	 	 	 	 
181004	6	88	 	 	 	 	 
181005	1	 	 	 	 	 	 
181005	2	 	 	 	 	 	 
181005	3	 	 	 	 	 	 
181005	4	 	 	 	 	 	 
181005	5	 	 	 	 	 	 
181005	6	 	 	 	 	 	 
181006	1	15	10	12	10	900	1
181006	2	88	 	 	 	 	 
181006	3	88	 	 	 	 	 
181006	4	88	 	 	 	 	 
181006	5	88	 	 	 	 	 
181006	6	88	 	 	 	 	 
181007	1	1	4	11	4	50	0
181007	2	4	1	11	1	60	0
181007	3	8	1	11	1	70	0
181007	4	88	 	 	 	 	 
181007	5	88	 	 	 	 	 
181007	6	88	 	 	 	 	 
181008	1	 	 	 	 	 	 
181008	2	 	 	 	 	 	 
181008	3	 	 	 	 	 	 
181008	4	 	 	 	 	 	 
181008	5	 	 	 	 	 	 
181008	6	 	 	 	 	 	 
181009	1	1	4	11	3	40	0
181009	2	4	2	11	1	50	0
181009	3	8	1	11	1	100	0
181009	4	88	 	 	 	 	 
181009	5	88	 	 	 	 	 
181009	6	88	 	 	 	 	 
181010	1	1	5	11	5	65	0
181010	2	4	1	11	1	30	0
181010	3	8	1	11	1	30	0
181010	4	88	 	 	 	 	 
181010	5	88	 	 	 	 	 
181010	6	88	 	 	 	 	 
181011	1	 	 	 	 	 	 
181011	2	 	 	 	 	 	 
181011	3	 	 	 	 	 	 
181011	4	 	 	 	 	 	 
181011	5	 	 	 	 	 	 
181011	6	 	 	 	 	 	 
181012	1	 	 	 	 	 	 
181012	2	 	 	 	 	 	 
181012	3	 	 	 	 	 	 
181012	4	 	 	 	 	 	 
181012	5	 	 	 	 	 	 
181012	6	 	 	 	 	 	 
181013	1	1	5	11	5	155	1
181013	2	2	1	11	1	200	1
181013	3	8	1	11	1	200	1
181013	4	4	1	11	1	125	1
181013	5	88	 	 	 	 	 
181013	6	88	 	 	 	 	 
181014	1	23	1	23	1	800	0
181014	2	24	1	23	1	36000	0
181014	3	88	 	 	 	 	 
181014	4	88	 	 	 	 	 
181014	5	88	 	 	 	 	 
181014	6	88	 	 	 	 	 
181015	1	1	7	11	7	305	1
181015	2	4	1	11	1	300	1
181015	3	8	2	11	2	360	1
181015	4	2	1	11	1	300	1
181015	5	88	 	 	 	 	 
181015	6	88	 	 	 	 	 
181016	1	1	4	11	1	60	0
181016	2	4	1	11	1	80	0
181016	3	8	1	11	1	200	0
181016	4	13	1	7	1	50	0
181016	5	88	 	 	 	 	 
181016	6	88	 	 	 	 	 
181017	1	1	6	11	6	35	0
181017	2	4	1	11	1	60	0
181017	3	8	1	11	1	100	0
181017	4	88	 	 	 	 	 
181017	5	88	 	 	 	 	 
181017	6	88	 	 	 	 	 
181018	1	1	6	11	6	20	0
181018	2	4	1	11	1	50	0
181018	3	8	1	11	1	100	0
181018	4	88	 	 	 	 	 
181018	5	88	 	 	 	 	 
181018	6	88	 	 	 	 	 
181019	1	1	6	11	6	150	0
181019	2	2	1	11	1	250	0
181019	3	4	1	11	1	150	0
181019	4	8	1	11	1	180	0
181019	5	88	 	 	 	 	 
181019	6	88	 	 	 	 	 
181020	1	1	3	11	0	 	 
181020	2	4	1	11	0	 	 
181020	3	8	1	11	0	 	 
181020	4	88	 	 	 	 	 
181020	5	88	 	 	 	 	 
181020	6	88	 	 	 	 	 
181021	1	1	5	11	5	100	0
181021	2	4	2	11	2	200	0
181021	3	8	1	11	1	130	0
181021	4	88	 	 	 	 	 
181021	5	88	 	 	 	 	 
181021	6	88	 	 	 	 	 
181022	1	1	5	11	3	15	0
181022	2	4	2	11	1	50	0
181022	3	8	2	11	1	50	0
181022	4	88	 	 	 	 	 
181022	5	88	 	 	 	 	 
181022	6	88	 	 	 	 	 
181023	1	1	6	11	3	15	0
181023	2	4	1	11	0	 	 
181023	3	8	1	11	0	 	 
181023	4	5	1	11	0	 	 
181023	5	88	 	 	 	 	 
181023	6	88	 	 	 	 	 
181024	1	23	1	23	1	53000	0
181024	2	24	1	23	1	20000	0
181024	3	88	 	 	 	 	 
181024	4	88	 	 	 	 	 
181024	5	88	 	 	 	 	 
181024	6	88	 	 	 	 	 
181025	1	 	 	 	 	 	 
181025	2	 	 	 	 	 	 
181025	3	 	 	 	 	 	 
181025	4	 	 	 	 	 	 
181025	5	 	 	 	 	 	 
181025	6	 	 	 	 	 	 
181026	1	1	8	11	8	200	0
181026	2	4	1	11	1	40	0
181026	3	8	1	11	1	120	0
181026	4	88	 	 	 	 	 
181026	5	88	 	 	 	 	 
181026	6	88	 	 	 	 	 
181027	1	1	5	11	5	105	0
181027	2	4	1	11	0	 	 
181027	3	8	1	11	0	 	 
181027	4	88	 	 	 	 	 
181027	5	88	 	 	 	 	 
181027	6	88	 	 	 	 	 
181028	1	1	5	11	5	60	0
181028	2	4	1	11	0	 	 
181028	3	8	1	11	0	 	 
181028	4	13	3	7	3	100	0
181028	5	88	 	 	 	 	 
181028	6	88	 	 	 	 	 
181029	1	1	7	11	7	130	0
181029	2	4	1	11	1	90	0
181029	3	8	1	11	1	100	0
181029	4	13	1	7	1	90	0
181029	5	30	1	11	1	5000	0
181029	6	88	 	 	 	 	 
181030	1	1	4	11	4	60	0
181030	2	4	1	11	1	90	0
181030	3	8	1	11	1	50	0
181030	4	88	 	 	 	 	 
181030	5	88	 	 	 	 	 
181030	6	88	 	 	 	 	 
181031	1	1	9	11	9	380	1
181031	2	4	1	11	1	200	1
181031	3	8	2	11	2	400	1
181031	4	2	1	11	1	125	1
181031	5	88	 	 	 	 	 
181031	6	88	 	 	 	 	 
181032	1	 	 	 	 	 	 
181032	2	 	 	 	 	 	 
181032	3	 	 	 	 	 	 
181032	4	 	 	 	 	 	 
181032	5	 	 	 	 	 	 
181032	6	 	 	 	 	 	 
181033	1	23	1	23	1	20000	1
181033	2	24	1	23	1	0	1
181033	3	88	 	 	 	 	 
181033	4	88	 	 	 	 	 
181033	5	88	 	 	 	 	 
181033	6	88	 	 	 	 	 
181034	1	1	9	11	9	430	1
181034	2	4	2	11	2	300	1
181034	3	8	2	11	2	350	1
181034	4	88	 	 	 	 	 
181034	5	88	 	 	 	 	 
181034	6	88	 	 	 	 	 
181035	1	 	 	 	 	 	 
181035	2	 	 	 	 	 	 
181035	3	 	 	 	 	 	 
181035	4	 	 	 	 	 	 
181035	5	 	 	 	 	 	 
181035	6	 	 	 	 	 	 
181036	1	1	5	11	4	100	1
181036	2	4	1	11	1	70	1
181036	3	2	1	11	1	150	1
181036	4	8	1	11	1	160	1
181036	5	88	 	 	 	 	 
181036	6	88	 	 	 	 	 
181037	1	1	3	11	3	30	0
181037	2	4	1	11	1	50	0
181037	3	8	1	11	1	100	0
181037	4	88	 	 	 	 	 
181037	5	88	 	 	 	 	 
181037	6	88	 	 	 	 	 
181038	1	1	8	11	8	50	0
181038	2	5	2	11	2	100	0
181038	3	8	1	11	1	50	0
181038	4	88	 	 	 	 	 
181038	5	88	 	 	 	 	 
181038	6	88	 	 	 	 	 
181039	1	1	5	11	5	170	0
181039	2	4	1	11	1	120	0
181039	3	8	1	11	1	200	0
181039	4	88	 	 	 	 	 
181039	5	88	 	 	 	 	 
181039	6	88	 	 	 	 	 
181040	1	1	2	11	2	50	0
181040	2	88	 	 	 	 	 
181040	3	88	 	 	 	 	 
181040	4	88	 	 	 	 	 
181040	5	88	 	 	 	 	 
181040	6	88	 	 	 	 	 
181041	1	1	7	11	7	300	1
181041	2	4	3	11	3	300	1
181041	3	8	1	11	1	180	1
181041	4	88	 	 	 	 	 
181041	5	88	 	 	 	 	 
181041	6	88	 	 	 	 	 
181042	1	21	3	21	2	18000	0
181042	2	88	 	 	 	 	 
181042	3	88	 	 	 	 	 
181042	4	88	 	 	 	 	 
181042	5	88	 	 	 	 	 
181042	6	88	 	 	 	 	 
181043	1	1	6	11	6	70	0
181043	2	4	1	11	1	120	0
181043	3	8	1	11	1	80	0
181043	4	88	 	 	 	 	 
181043	5	88	 	 	 	 	 
181043	6	88	 	 	 	 	 
181045	1	1	4	11	3	45	0
181045	2	4	1	11	1	50	0
181045	3	8	1	11	0	 	 
181045	4	88	 	 	 	 	 
181045	5	88	 	 	 	 	 
181045	6	88	 	 	 	 	 
181046	1	 	 	 	 	 	 
181046	2	 	 	 	 	 	 
181046	3	 	 	 	 	 	 
181046	4	 	 	 	 	 	 
181046	5	 	 	 	 	 	 
181046	6	 	 	 	 	 	 
181047	1	1	5	11	1	40	1
181047	2	4	1	11	1	30	1
181047	3	8	5	11	1	80	1
181047	4	88	 	 	 	 	 
181047	5	88	 	 	 	 	 
181047	6	88	 	 	 	 	 
181048	1	 	 	 	 	 	 
181048	2	 	 	 	 	 	 
181048	3	 	 	 	 	 	 
181048	4	 	 	 	 	 	 
181048	5	 	 	 	 	 	 
181048	6	 	 	 	 	 	 
181049	1	1	2	11	2	50	0
181049	2	88	 	 	 	 	 
181049	3	88	 	 	 	 	 
181049	4	88	 	 	 	 	 
181049	5	88	 	 	 	 	 
181049	6	88	 	 	 	 	 
181050	1	1	6	11	6	30	0
181050	2	4	2	11	2	80	0
181050	3	8	1	11	1	100	0
181050	4	13	2	7	2	40	0
181050	5	30	1	11	1	200	0
181050	6	88	 	 	 	 	 
191001	1	1	1	11	0	 	 
191001	2	4	1	11	0	 	 
191001	3	8	1	11	0	 	 
191001	4	23	1	23	1	25000	0
191001	5	24	1	23	1	0	0
191001	6	88	 	 	 	 	 
191002	1	15	21	23	21	210	0
191002	2	88	 	 	 	 	 
191002	3	88	 	 	 	 	 
191002	4	88	 	 	 	 	 
191002	5	88	 	 	 	 	 
191002	6	88	 	 	 	 	 
191003	1	1	5	11	0	 	 
191003	2	4	1	11	0	 	 
191003	3	8	1	11	0	 	 
191003	4	88	 	 	 	 	 
191003	5	88	 	 	 	 	 
191003	6	88	 	 	 	 	 
