CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET060003	7	1	7	4	5	0	0	2	88
ET060003	8	.5	7	4	5	0	0	2	88
ET060004	1	1.5	7	1	2	1	1	2	88
ET060004	2	1	7	1	5	1	1	2	88
ET060004	3	2	7	1	5	1	1	2	88
ET060004	4	1	7	1	5	1	1	2	88
ET060004	5	1000	17	1	5	1	1	2	88
ET060004	6	1	7	4	5	0	0	2	88
ET060004	7	1	7	4	5	0	0	2	88
ET060005	1	.5	7	1	2	1	1	2	88
ET060005	2	.2	7	1	5	1	1	2	88
ET060005	3	.2	7	4	5	0	0	2	88
ET060006	1	.25	7	1	1	1	1	1	1
ET060006	2	.25	7	1	5	1	1	1	1
ET060006	3	.25	7	1	5	1	1	1	1
ET060006	4	.25	7	1	5	1	1	1	1
ET060006	5	2.25	7	1	5	1	1	1	1
ET060006	6	2	7	4	5	0	0	2	88
ET060006	7	2	7	4	5	0	0	2	88
ET060006	8	.25	7	4	5	0	0	2	88
ET060007	1	2	7	1	2	0	1	2	88
ET060007	2	1.5	7	1	5	0	1	2	88
ET060007	3	1.5	7	1	5	0	1	2	88
ET060007	4	2	7	1	5	0	1	2	88
ET060007	5	.5	7	1	5	0	1	2	88
ET060008	1	.5	4	1	2	0	1	2	88
ET060008	2	1	4	1	5	0	1	1	1
ET060008	3	1	4	1	5	0	1	1	1
ET060008	4	1	4	1	5	0	1	1	1
ET060008	5	2	4	4	5	0	0	2	88
ET060008	6	2	4	4	5	0	0	2	88
ET060009	1	.5	7	1	2	1	1	1	1
ET060009	2	.5	7	1	5	1	1	1	1
ET060009	3	1	7	1	5	1	1	1	1
ET060009	4	1	7	1	5	1	1	1	1
ET060009	5	1	7	1	5	1	1	1	1
ET060009	6	1	7	1	5	1	1	1	1
ET060009	7	1	7	1	5	1	1	1	1
ET060009	8	1	7	4	5	88	0	2	88
ET060009	9	.2	7	4	5	88	0	2	88
ET060009	10	.13	7	1	6	1	1	1	1
ET060010	1	.5	4	1	2	0	1	1	1
ET060010	2	1	4	1	5	0	3	1	1
ET060010	3	2	4	1	5	0	3	1	1
ET060010	4	1.5	4	1	5	0	3	1	1
ET060010	5	1	4	4	5	0	0	2	88
ET060010	6	1	4	4	5	0	0	2	88
ET060010	7	2	4	1	10	0	3	1	2
ET060010	8	.5	4	1	10	0	3	1	2
ET060010	9	1	4	1	13	0	3	1	2
ET060011	1	.5	7	1	2	1	1	2	88
ET060011	2	2	7	1	5	1	1	2	88
ET060011	3	1	7	1	5	1	1	2	88
ET060011	4	1	7	1	5	1	1	2	88
ET060011	5	.5	7	1	13	1	1	2	88
ET060012	1	.25	4	1	1	1	1	1	1
ET060012	2	1.5	4	1	5	1	1	1	1
ET060012	3	1	4	1	5	1	1	1	1
ET060012	4	.5	4	1	5	1	1	1	1
ET060012	5	3	4	1	5	1	1	1	1
ET060012	6	1	4	1	13	1	1	1	1
ET060012	7	1.5	4	4	5	0	0	2	88
ET060012	8	1	4	4	5	0	0	2	88
ET060013	1	1	7	1	2	0	1	1	1
ET060013	2	1	7	1	5	0	3	1	1
ET060013	3	.5	7	1	5	0	3	1	1
ET060013	4	1	7	1	5	0	3	1	1
ET060014	1	.5	4	3	2	0	0	2	88
ET060014	2	.5	4	3	5	0	0	2	88
ET060014	3	1.5	4	3	13	0	0	2	88
ET060014	4	1	4	3	5	0	0	2	88
ET060014	5	.25	4	3	5	0	0	2	88
ET060014	6	1	4	4	5	0	0	2	88
ET060016	1	1	7	1	2	1	1	1	1
ET060016	2	2	7	1	5	1	1	1	1
ET060016	3	2	7	1	5	1	1	1	1
ET060016	4	1000	17	1	5	1	1	1	1
ET060016	5	1000	17	1	13	1	1	1	1
ET060016	6	.5	7	1	13	1	1	1	1
ET060016	7	1.5	7	4	5	0	0	2	88
ET060017	1	.25	7	1	2	0	1	1	1
ET060017	2	.25	7	1	5	0	1	1	1
ET060017	3	2	7	1	5	0	1	1	1
ET060017	4	2	7	1	5	0	1	1	1
ET060018	1	1.5	4	1	2	1	1	1	1
ET060018	2	.5	4	1	5	1	1	1	1
ET060018	3	2.5	4	1	5	1	1	1	1
ET060018	4	1	4	1	5	1	1	1	1
ET060018	5	.25	4	1	5	1	1	1	1
ET060018	6	1.5	4	4	5	0	0	2	88
ET060018	7	1	4	4	5	0	0	2	88
ET060019	1	.25	4	1	2	0	1	2	88
ET060019	2	1.5	4	1	5	0	0	2	88
ET060019	3	.75	4	1	5	0	0	2	88
ET060019	4	1000	4	1	5	0	0	2	88
ET060019	5	2	4	4	5	0	0	2	88
ET060019	6	.75	4	4	5	0	0	2	88
ET060020	1	1	7	1	2	0	1	1	2
ET060020	2	3	7	1	5	0	1	1	2
ET060020	3	2	7	1	5	0	1	1	2
ET060020	4	2	7	1	5	0	1	1	2
ET060020	5	1	7	4	5	88	0	2	88
ET060020	6	1080	17	4	5	88	0	2	88
ET060021	1	.5	4	3	2	0	0	2	88
ET060021	2	2	4	3	5	0	0	2	88
ET060021	3	3	4	4	5	0	0	2	88
ET060021	4	1	4	4	5	0	0	2	88
ET060022	1	.5	4	1	2	0	1	1	1
ET060022	2	1	4	1	5	0	1	1	1
ET060022	3	.5	4	1	5	0	1	1	1
ET060022	4	.5	4	1	5	0	1	1	1
ET060022	5	.5	4	1	5	0	1	1	1
ET060022	6	.25	4	1	5	0	1	1	1
ET060022	7	.25	4	1	5	0	1	1	1
ET060022	8	.25	4	1	5	0	1	1	1
ET060022	9	80	11	1	5	0	1	1	1
ET060022	10	64	11	1	5	0	1	1	1
ET060022	11	9	11	1	20	0	1	1	1
ET060022	12	.25	4	1	13	0	1	1	1
ET060022	13	.25	4	1	13	0	1	1	1
ET060022	14	.25	4	1	13	0	1	1	1
ET060022	15	2	4	4	5	0	0	2	88
ET060023	1	1	7	1	2	1	1	2	88
ET060023	2	1.5	7	1	5	1	1	1	1
ET060023	3	.33	7	1	5	1	1	1	1
ET060023	4	.25	7	1	5	1	1	1	1
ET060023	5	2	7	4	5	0	0	2	88
ET060024	1	.1	7	1	2	1	1	1	1
ET060024	2	.1	7	1	6	1	1	1	1
ET060024	3	.2	7	1	5	1	1	1	1
ET060024	4	.1	7	1	5	1	1	1	1
ET060024	5	.1	7	1	5	1	1	1	1
ET060024	6	.1	7	1	5	1	1	1	1
ET060025	1	1	7	3	2	0	0	2	88
ET060025	2	1	7	1	10	1	1	1	2
ET060025	3	1000	17	1	10	1	1	1	2
ET060025	4	.5	7	1	10	1	1	1	2
ET060025	5	.5	7	1	10	1	1	1	2
ET060025	6	1	7	1	10	1	1	1	2
ET060026	1	.5	7	1	2	0	0	2	88
ET060026	2	2	7	1	5	0	0	2	88
ET060026	3	2	7	1	5	0	0	2	88
ET060026	4	1	7	1	5	0	0	2	88
ET060027	1	1	7	1	2	0	0	2	88
ET060027	2	2	7	1	5	0	0	2	88
ET060027	3	2	7	4	5	0	0	2	88
ET060027	4	1	7	4	5	0	0	2	88
ET060027	5	1	7	1	5	0	0	2	88
ET060027	6	2	7	4	5	0	0	2	88
ET060027	7	400	17	4	5	0	0	2	88
ET060028	1	4	7	1	2	0	0	2	88
ET060028	2	5	7	1	10	0	0	2	88
ET060028	3	1	7	1	10	0	0	2	88
ET060028	4	1	7	1	10	0	0	2	88
ET060029	1	2	4	1	10	0	0	1	1
ET060029	2	.25	4	1	1	0	0	1	1
ET060030	1	.5	7	1	2	1	1	1	1
ET060030	2	.25	7	1	5	1	1	1	1
ET060030	3	.25	7	1	5	1	1	1	1
ET060030	4	.25	7	1	5	1	1	1	1
ET060030	5	.25	7	1	5	1	1	1	1
ET060030	6	1.5	7	1	5	1	1	1	1
ET060030	7	1.5	7	1	5	1	1	1	1
ET060030	8	1	7	4	5	0	0	2	88
ET060030	9	1.5	7	4	5	0	0	2	88
ET060030	10	.5	7	4	5	0	0	2	88
ET060030	11	2.5	7	4	5	0	0	2	88
ET060030	12	.5	7	4	5	0	0	2	88
ET060031	1	.5	7	1	2	0	0	2	88
ET060031	2	3	7	1	5	0	0	2	88
ET060031	3	2	7	1	5	0	0	2	88
ET060031	4	1	7	1	5	0	0	2	88
ET060031	5	2	7	4	5	0	0	2	88
ET060032	1	1	4	1	2	1	1	1	1
ET060032	2	.5	4	1	5	1	1	1	1
ET060032	3	.5	4	1	5	1	1	1	1
ET060032	4	.25	4	1	13	1	1	1	1
ET060032	5	.5	4	1	5	1	1	1	1
ET060032	6	1	4	1	5	1	1	1	1
ET060032	7	2	4	4	5	0	0	2	88
ET060032	8	2	4	4	5	0	0	2	88
ET060033	1	.5	4	1	2	1	1	1	2
ET060033	2	1	4	1	5	1	1	1	2
ET060033	3	1	4	1	5	1	1	1	2
ET060033	4	2	4	4	5	0	0	2	88
ET060033	5	.5	4	4	5	0	0	2	88
ET060034	1	.5	4	1	2	0	1	1	1
ET060034	2	2	4	1	5	0	1	1	1
ET060034	3	2	4	1	5	0	1	1	1
ET060034	4	2	4	1	5	0	1	1	1
ET060034	5	.5	4	1	5	0	1	1	1
ET060034	6	1	4	1	5	0	1	1	1
ET060034	7	3	4	4	5	0	0	2	88
ET060035	1	.5	7	1	1	1	1	1	2
ET060035	2	1.5	7	1	5	1	1	1	2
ET060035	3	2	7	1	5	1	1	1	2
ET060035	4	1	7	1	5	1	1	1	2
ET060035	5	.5	7	1	5	1	1	1	2
ET060035	6	.5	7	1	5	1	1	1	2
ET060035	7	1	7	1	5	1	1	1	2
ET060035	8	1.5	7	1	5	1	1	1	2
ET060035	9	1.5	7	1	5	1	1	1	2
ET060035	10	.5	7	1	6	1	1	1	2
ET060035	11	2	7	4	5	0	0	88	88
ET060035	12	1	7	1	9	1	1	1	2
ET060036	1	.25	4	1	2	0	0	1	1
ET060036	2	.5	4	1	5	0	0	1	1
ET060036	3	.5	4	1	5	0	0	1	1
ET060036	4	1	4	4	5	0	0	2	88
ET060037	1	2	7	1	2	1	1	1	1
ET060037	2	2	7	1	5	1	1	1	1
ET060038	1	1.5	7	1	2	1	1	1	1
ET060038	2	.5	7	1	5	1	1	1	1
ET060038	3	.5	7	1	5	1	1	1	1
ET060038	4	.25	7	1	5	1	1	1	1
ET060038	5	.13	7	1	5	1	1	1	1
ET060038	6	1	7	1	5	1	1	1	1
ET060038	7	1	7	1	5	1	1	1	1
ET060038	8	3	7	1	5	1	1	1	1
ET060038	9	.5	7	4	5	0	0	2	88
ET060039	1	1000	17	1	2	0	1	1	1
ET060039	2	1000	17	1	5	0	1	1	1
ET060039	3	.14	7	1	6	0	1	1	1
ET060039	4	1000	17	1	5	0	1	1	1
ET060039	5	1000	17	1	5	0	1	1	1
ET060039	6	1	7	1	5	0	1	1	1
ET060039	7	1	7	1	5	0	1	1	1
ET060039	8	1	7	4	5	88	0	2	88
ET060039	9	1000	17	2	5	88	0	2	88
ET060040	1	.5	4	1	2	0	1	1	1
ET060040	2	.25	4	1	10	0	3	1	1
ET060040	3	.25	4	1	10	0	3	1	1
ET060041	1	.75	7	1	2	0	1	1	1
ET060041	2	1	7	1	5	0	1	1	1
ET060041	3	3	7	1	5	0	1	1	1
ET060041	4	.75	7	1	5	0	1	1	1
ET060041	5	2	7	1	13	0	1	1	1
ET060041	6	1	7	1	6	0	1	1	1
ET060041	7	.75	7	1	5	0	1	1	1
ET060041	8	1	7	1	5	0	1	1	1
ET060042	1	.25	4	1	1	1	1	1	1
ET060042	2	1.5	4	1	5	1	1	1	1
ET060042	3	.5	4	1	5	1	1	1	1
ET060042	4	5	4	1	5	1	1	1	1
ET060042	5	.25	4	1	7	1	1	1	1
ET060043	1	.25	4	1	2	0	1	1	1
ET060043	2	1	4	1	5	0	1	1	1
ET060043	3	2	4	4	5	0	0	2	88
ET060043	4	1	4	4	5	0	0	2	88
ET060043	5	.25	4	4	5	0	1	2	88
ET060045	1	.5	4	1	1	1	1	1	2
ET060045	2	3	4	1	5	1	1	1	2
ET060045	3	2	4	1	5	1	1	1	2
ET060045	4	.5	4	1	5	1	1	1	2
ET060045	5	.5	4	1	5	1	1	1	2
ET060045	6	1	4	4	5	0	0	2	88
ET060046	1	.5	7	1	2	1	1	1	1
ET060046	2	1	7	1	5	1	1	1	1
ET060046	3	1	7	1	5	1	1	1	1
ET060046	4	1.5	7	1	13	1	1	1	1
ET060046	5	3	7	4	5	0	0	2	88
ET060047	1	.5	7	1	2	1	1	2	88
ET060047	2	2	7	1	5	1	1	2	88
ET060047	3	2	7	4	5	0	0	2	88
ET060047	4	2	7	4	5	0	0	2	88
ET060047	5	1	7	4	5	0	0	2	88
ET060048	1	1	7	1	2	0	0	2	88
ET060048	2	2	7	1	5	0	0	2	88
ET060048	3	3	7	4	5	0	0	2	88
ET060049	1	.5	4	1	1	1	1	1	2
ET060049	2	3.5	4	1	5	1	1	1	2
ET060049	3	2	4	1	5	1	1	1	2
ET060049	4	1	4	1	5	1	1	1	2
ET060050	1	.5	7	1	2	1	1	2	88
ET060050	2	2	7	1	5	1	1	2	88
ET060050	3	3	7	4	5	0	0	2	88
ET060050	4	2	7	4	5	0	0	2	88
ET060050	5	1	7	4	5	0	0	2	88
ET060051	1	.5	7	1	2	0	0	2	88
ET060051	2	2	7	4	5	0	0	2	88
ET060051	3	2	7	4	5	0	0	2	88
ET060052	1	1	7	1	3	1	1	1	1
ET060052	2	2	7	1	10	1	1	1	1
ET060052	3	2	7	1	10	1	1	1	1
ET060052	4	1	7	1	5	1	1	1	1
ET060053	1	1.25	4	1	2	0	1	1	1
ET060053	2	.25	4	1	5	0	1	1	1
ET060053	3	2	4	1	5	0	1	1	1
ET060053	4	1	4	1	5	0	1	1	1
ET060053	5	.25	4	1	5	0	1	1	1
ET060053	6	.25	4	1	5	0	1	1	1
ET060053	7	1	4	4	5	0	0	2	88
ET060053	8	.25	4	4	5	0	0	2	88
ET060053	9	1	4	4	5	0	0	2	88
ET060054	1	1.5	4	1	2	0	1	1	1
ET060054	2	2	4	1	5	0	1	1	1
ET060054	3	1	4	4	5	0	0	2	88
ET060054	4	1	4	4	5	0	0	2	88
ET060054	5	1.5	4	4	5	0	0	2	88
ET060055	1	.5	7	1	2	1	1	2	88
ET060055	2	3	7	1	5	1	1	1	1
ET060055	3	1.5	7	1	5	1	1	1	1
ET060055	4	1.5	7	1	5	1	1	1	1
ET060055	5	1.5	7	1	5	1	1	1	1
ET060055	6	.5	4	1	5	0	0	2	88
ET060056	1	1	7	1	2	1	1	1	1
ET060056	2	1.5	7	1	5	1	1	1	1
ET060056	3	1.5	7	1	10	1	1	1	1
ET060056	4	.5	7	1	5	1	1	1	1
ET060056	5	.5	7	1	13	1	1	1	1
ET060056	6	1.5	7	1	5	1	1	1	1
ET060056	7	1.5	7	1	5	1	1	1	1
ET060058	1	36	17	2	1	0	0	2	88
ET060058	2	2	4	1	10	0	1	1	2
ET060058	3	2	4	1	10	0	1	1	2
ET060058	4	.5	4	1	10	0	1	1	2
ET060059	1	1	4	1	2	1	1	1	1
ET060059	2	1	4	1	5	1	1	1	1
ET060059	3	.5	4	1	5	1	1	1	1
ET060059	4	3	4	4	5	0	0	2	88
ET060060	1	4	7	1	2	0	1	2	88
ET060060	2	1	7	1	5	0	1	2	88
ET060060	3	.5	7	1	11	0	1	2	88
ET060060	4	.5	7	1	6	0	1	2	88
ET060060	5	5	7	1	5	0	1	2	88
ET060060	6	1	7	1	5	0	1	2	88
ET060060	7	.5	7	1	5	0	1	2	88
ET060060	8	.5	7	1	13	0	1	2	88
ET060061	1	.25	4	1	2	1	1	1	1
ET060061	2	1.5	4	1	20	1	1	1	1
ET060061	3	1	4	1	5	1	1	1	1
ET060061	4	.5	4	1	10	1	1	1	1
ET060062	1	.25	4	1	1	1	1	1	2
ET060062	2	1.5	4	1	5	1	1	1	2
ET060062	3	1	4	1	5	1	1	1	2
ET060062	4	.5	4	1	5	1	1	1	2
ET060062	5	1	4	1	5	1	1	1	2
ET060062	6	2	4	4	5	0	0	2	88
ET060062	7	1	4	4	5	0	0	2	88
ET060062	8	1	4	4	5	0	0	2	88
ET060063	1	1000	17	1	2	1	1	2	88
ET060063	2	1	7	1	10	1	1	1	1
ET060063	3	1	7	1	10	1	1	1	1
ET060063	4	1	7	1	5	1	1	1	1
ET060063	5	1	7	1	5	1	1	1	1
ET060063	6	1.5	7	4	5	0	0	2	88
ET060063	7	.5	7	4	5	0	0	2	88
ET060064	1	1	4	1	2	0	1	1	1
ET060064	2	1	4	1	5	0	1	1	1
ET060064	3	1	4	1	5	0	1	1	1
ET060064	4	.5	4	1	5	0	1	1	1
ET060064	5	.5	4	1	5	0	1	1	1
ET060064	6	2.5	4	1	5	0	1	1	1
ET060064	7	.5	4	1	6	0	1	1	1
ET060064	8	.5	4	1	5	0	0	1	1
ET060064	9	.5	4	1	5	0	0	1	1
ET060064	10	1	4	4	5	0	0	2	88
ET060064	11	1	4	4	5	0	0	2	88
ET060064	12	.5	4	4	5	0	0	2	88
ET060065	1	.5	7	1	2	0	1	1	1
ET060065	2	1	7	1	5	0	1	1	1
ET060065	3	.5	7	1	5	0	1	1	1
ET060065	4	.25	7	1	5	0	1	1	1
ET060065	5	1000	17	1	5	0	1	1	1
ET060065	6	.5	7	1	5	0	1	1	1
ET060065	7	1	7	1	5	0	1	1	1
ET060065	8	.5	7	4	5	88	0	2	88
ET060065	9	.5	7	4	5	88	0	2	88
ET060065	10	120	17	4	5	88	0	2	88
ET060065	11	120	17	2	5	88	0	2	88
ET060066	1	.25	7	1	2	1	1	1	1
ET060066	2	.25	7	1	5	1	1	1	1
ET060066	3	.25	7	1	6	1	1	1	1
ET060066	4	3.25	7	1	5	1	1	1	1
ET060066	5	2	7	1	6	1	1	1	1
ET060066	6	.5	7	1	5	1	1	1	1
ET060066	7	.5	7	1	5	1	1	1	1
ET060066	8	.5	7	1	5	1	1	1	1
ET060066	9	1	7	1	10	1	1	2	88
ET060067	1	.25	7	1	2	1	1	1	1
ET060067	2	.25	7	1	5	1	1	1	1
ET060067	3	.25	7	1	5	1	1	2	88
ET060067	4	.25	7	1	5	1	1	2	88
ET060067	5	120	17	4	5	0	0	2	88
ET060068	1	.25	4	1	2	0	1	1	1
ET060068	2	1.5	4	1	5	0	3	1	1
ET060068	3	1	4	1	5	0	3	1	1
ET060068	4	2	4	1	5	0	3	1	1
ET060068	5	1	4	1	5	0	3	1	1
ET060068	6	.25	4	1	5	0	3	1	1
ET060068	7	.25	4	2	5	0	0	2	88
ET060070	1	1	7	1	2	0	0	2	88
ET060070	2	4	7	1	5	0	0	2	88
ET060070	3	2	7	4	5	0	0	2	88
ET060071	1	.5	7	1	2	1	1	2	88
ET060071	2	1.5	7	1	5	1	1	2	88
ET060071	3	2	7	1	5	1	1	2	88
ET060071	4	2	7	4	5	0	0	2	88
ET060071	5	1	7	4	5	0	0	2	88
ET060072	1	.25	7	1	2	1	1	1	1
ET060072	2	.5	7	1	5	1	1	1	1
ET060072	3	.25	7	1	11	1	1	1	1
ET060072	4	.25	7	1	5	1	1	1	1
ET060072	5	.5	7	1	5	1	1	1	1
ET060072	6	.25	7	1	5	1	1	1	1
ET060072	7	.25	7	1	11	1	1	1	1
ET060072	8	.25	7	1	11	1	1	1	1
ET060072	9	.5	7	1	5	1	1	1	1
ET060072	10	25	17	1	5	1	1	1	1
ET060072	11	1	7	4	5	0	0	88	88
ET060073	1	.5	7	1	2	1	1	2	88
ET060073	2	1	7	1	10	1	1	2	88
ET060073	3	.5	7	1	10	1	1	2	88
ET060073	4	1	7	1	10	1	1	2	88
ET060073	5	1	7	1	10	1	1	2	88
ET060074	1	.5	7	1	2	1	1	1	1
ET060074	2	1	7	1	5	1	1	1	1
ET060074	3	.5	7	1	5	1	1	1	1
ET060074	4	1	7	1	5	1	1	1	1
ET060074	5	1	7	1	5	1	1	1	1
ET060074	6	1	7	1	5	1	1	1	1
ET060074	7	.25	7	1	5	1	1	1	1
ET060074	8	1	7	4	5	0	0	2	88
ET060075	1	1	4	1	2	0	1	1	2
ET060075	2	1	4	1	5	0	3	1	2
ET060075	3	4	4	1	5	0	3	1	2
ET060075	4	4	4	1	5	0	3	1	2
ET060075	5	2	4	4	5	0	3	2	88
ET060076	1	.5	7	1	1	1	1	2	88
ET060076	2	2	7	1	5	1	1	2	88
ET060076	3	2	7	1	5	1	1	2	88
ET060077	1	.5	7	1	2	1	1	1	1
ET060077	2	1.5	7	1	5	1	1	1	1
ET060077	3	1	7	1	5	1	1	1	1
ET060077	4	1.5	7	1	5	1	1	1	1
ET060077	5	.25	7	1	5	1	1	1	1
ET060077	6	.25	7	1	6	1	1	1	1
ET060077	7	.25	7	1	5	1	1	1	1
ET060077	8	.25	7	1	5	1	1	1	1
ET060077	9	.5	7	1	5	1	1	1	1
ET060078	1	9	17	2	1	0	0	2	88
ET060080	1	.25	7	1	2	0	1	2	88
ET060080	2	2	7	1	5	1	1	1	1
ET060080	3	2	7	1	5	1	1	1	1
ET060080	4	4	7	4	5	0	0	2	88
ET060080	5	.5	7	4	5	0	0	2	88
ET060081	1	.75	4	1	1	1	1	1	1
ET060081	2	2	4	1	5	1	1	1	1
ET060081	3	2	4	1	5	1	1	1	1
ET060081	4	.5	4	1	10	1	1	1	1
ET060081	5	1	4	1	10	1	1	1	1
ET060082	1	2	7	1	2	1	1	2	88
ET060082	2	1	7	1	5	1	1	2	88
ET060082	3	1	7	1	5	1	1	2	88
ET060082	4	1	7	1	10	1	1	2	88
ET060082	5	1	7	1	10	1	1	2	88
ET060083	1	.5	4	1	2	1	1	1	1
ET060083	2	2	4	1	5	1	1	1	1
ET060083	3	1	4	1	5	1	1	1	1
ET060083	4	2	4	4	5	0	0	2	88
ET060083	5	1	4	4	5	0	0	2	88
ET060084	1	.25	7	1	2	1	3	1	1
ET060084	2	1.5	7	1	5	1	3	1	1
ET060084	3	2	7	1	5	1	3	1	1
ET060084	4	.5	7	1	5	1	3	1	1
ET060084	5	.75	7	1	5	1	3	1	1
ET060084	6	.5	7	1	5	1	3	1	1
ET060085	1	.5	7	1	2	1	1	1	1
ET060085	2	1.5	7	1	5	1	1	1	1
ET060085	3	1	7	1	5	1	1	1	1
ET060085	4	1	7	1	5	1	1	1	1
ET060085	5	1	7	4	5	0	0	2	88
ET060085	6	1	7	4	5	0	0	2	88
ET060086	1	.5	7	1	2	1	1	1	1
ET060086	2	1.5	7	1	5	1	1	1	1
ET060086	3	3	7	1	5	1	1	1	1
ET060086	4	.25	7	1	5	1	1	1	1
ET060086	5	.25	7	1	5	1	1	1	1
ET060087	1	.5	7	1	2	0	0	2	88
ET060087	2	2.5	7	6	5	0	0	2	88
ET060087	3	1	7	6	5	0	0	2	88
ET060087	4	1	7	4	5	0	0	2	88
ET060088	1	.5	7	1	2	1	1	1	1
ET060088	2	3	7	1	5	1	1	1	1
ET060088	3	2	7	1	5	1	1	1	1
ET060088	4	2	7	1	5	1	1	1	1
ET060089	1	.75	7	1	1	1	1	2	88
ET060089	2	1	7	1	5	1	1	2	88
ET060089	3	2	7	4	5	0	0	2	88
ET060089	4	2	7	4	5	0	0	2	88
ET060091	1	.25	4	1	2	1	1	1	2
ET060091	2	.5	4	1	11	1	1	1	2
ET060091	3	1	4	1	5	1	1	1	2
ET060091	4	1	4	1	5	1	1	1	2
ET060091	5	1	4	1	5	1	1	1	2
ET060091	6	.5	4	1	5	1	1	1	2
ET060091	7	.25	4	1	5	1	1	1	2
ET060091	8	2	4	4	5	0	0	2	88
ET060091	9	1	4	4	5	0	0	2	88
ET060092	1	2	4	1	2	1	1	1	2
ET060092	2	1	4	1	10	1	1	1	2
ET060092	3	1	4	1	5	1	1	1	2
ET060092	4	.5	4	1	11	1	1	1	2
ET060092	5	2	4	4	5	0	0	2	88
ET060093	1	2.5	4	1	2	0	1	1	1
ET060093	2	1	4	1	11	0	1	1	1
ET060093	3	1.5	4	1	10	0	1	1	1
ET060094	1	.25	4	1	2	0	0	1	1
ET060094	2	1.5	4	1	10	0	0	1	1
ET060094	3	1	4	1	10	0	0	1	1
ET060094	4	2	4	1	11	0	0	1	1
ET060094	5	.25	4	1	5	0	0	1	1
ET060094	6	.25	4	1	10	0	0	1	1
ET060094	7	.5	4	1	10	0	0	1	1
ET060095	1	.25	7	2	1	0	0	2	88
ET060095	2	2	7	1	9	1	1	1	1
ET060095	3	.25	7	1	10	1	1	1	1
ET060095	4	1.5	7	1	13	1	1	1	1
ET060095	5	.5	4	2	8	0	0	2	88
ET060096	1	.25	4	1	2	1	1	2	88
ET060096	2	1	4	1	5	1	1	2	88
ET060096	3	3	4	1	5	1	1	2	88
ET060096	4	1	4	1	5	1	1	2	88
ET060096	5	.13	4	1	5	1	1	2	88
ET060096	6	.2	4	1	6	1	1	2	88
ET060096	7	.13	4	2	5	88	0	2	88
ET060096	8	2	4	4	5	88	0	2	88
ET060097	1	3	7	1	2	0	1	2	88
ET060097	2	1.5	7	1	5	0	1	2	88
ET060097	3	1.5	7	1	5	0	1	2	88
ET060098	1	.5	4	1	2	1	1	2	88
ET060098	2	.25	7	1	5	1	1	2	88
ET060098	3	.5	7	1	5	1	1	2	88
ET060098	4	.25	7	1	5	1	1	2	88
ET060098	5	.25	7	1	11	1	1	2	88
ET060098	6	2	7	1	5	1	1	2	88
ET060098	7	.5	7	1	5	1	1	2	88
ET060098	8	1	7	1	13	1	1	2	88
ET060098	9	1	7	1	5	1	1	2	88
ET060098	10	1	7	1	5	1	1	2	88
ET060100	1	.5	4	1	2	1	1	2	88
ET060100	2	.5	4	1	5	1	1	2	88
ET060100	3	.5	4	1	5	1	1	2	88
ET060100	4	1	4	1	5	1	1	2	88
ET060100	5	.5	4	1	5	1	1	2	88
ET060100	6	.25	4	1	5	1	1	2	88
ET060100	7	.125	4	1	5	1	1	2	88
ET060100	8	1	4	1	5	1	1	2	88
ET060100	9	1	4	1	5	1	1	2	88
ET060100	10	1	4	1	13	1	1	2	88
ET060100	11	.5	4	1	5	1	1	2	88
ET060100	12	1	4	4	5	1	1	2	88
ET070001	1	200	17	1	1	1	1	2	88
ET070001	2	720	17	1	5	1	1	2	88
ET070001	3	1	4	4	5	0	0	2	88
ET070001	4	1	4	4	5	0	0	2	88
ET070001	5	1	4	4	5	0	0	2	88
ET070001	6	2	4	1	5	1	1	2	88
ET070002	1	.5	4	1	1	0	1	1	1
ET070002	2	3	4	1	5	0	1	1	1
ET070002	3	1	4	1	5	0	1	1	1
ET070002	4	.5	4	1	5	0	1	1	1
ET070002	5	.5	4	1	5	0	1	1	1
ET070002	6	1	4	4	5	0	0	2	88
ET070002	7	1	4	4	5	0	0	2	88
ET070002	8	1	4	4	5	0	0	2	88
ET070002	9	1	4	4	5	0	0	2	88
ET070002	10	1	4	4	5	0	0	2	88
ET070002	11	1	4	4	5	0	0	2	88
ET070003	1	.5	4	3	1	0	0	1	1
ET070003	2	2	4	1	5	1	1	1	1
ET070003	3	.5	4	1	5	1	1	1	1
ET070003	4	1	4	1	10	1	1	1	1
ET070003	5	1	4	1	5	1	1	1	1
ET070003	6	.5	4	1	5	1	1	1	1
ET070004	1	.5	4	1	2	1	1	1	1
ET070004	2	2	4	1	5	1	1	1	1
ET070004	3	1	4	1	5	1	1	1	1
ET070004	4	1	4	4	5	0	0	2	88
ET070004	5	.5	4	4	5	0	0	2	88
ET070005	1	.5	4	1	1	1	1	2	88
ET070005	2	.5	4	1	5	1	1	2	88
ET070005	3	.5	4	1	5	1	1	2	88
ET070005	4	1	4	4	5	0	0	2	88
ET070005	5	1	4	4	5	0	0	2	88
ET070006	1	.5	4	1	2	0	0	2	88
ET070006	2	2	4	4	5	0	0	2	88
ET070007	1	.5	4	1	2	1	1	1	1
ET070007	2	.2	4	3	5	1	1	2	88
ET070007	3	1	4	1	5	1	1	2	88
