CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET190026	1	200	17	1	1	0	0	2	88
ET190026	2	.5	4	1	5	1	1	2	88
ET190028	1	200	17	1	3	0	0	1	2
ET190029	1	150	17	1	3	1	1	1	1
ET190029	2	1	4	1	10	0	0	2	88
ET190029	3	75	17	1	13	0	0	2	88
ET190030	1	32	17	2	3	0	0	1	2
ET190030	2	150	17	1	9	1	1	1	1
ET190031	1	270	17	1	1	1	1	1	2
ET190032	1	16	17	2	3	0	0	1	2
ET190033	1	20	17	1	3	1	1	2	88
ET190033	2	1	4	1	10	0	0	2	88
ET190033	3	200	17	1	13	0	0	2	88
ET190034	1	168	17	1	3	1	1	1	1
ET190034	2	2	4	1	5	0	1	2	88
ET190035	1	175	17	1	1	1	1	1	2
ET190035	2	175	17	1	11	1	1	1	2
ET190035	3	9	17	2	8	0	0	2	88
ET190035	4	20	17	2	8	0	0	77	88
ET190036	1	280	17	1	1	1	1	1	1
ET190037	1	16	17	2	1	0	0	2	88
ET190038	1	250	17	1	1	1	1	1	2
ET190039	1	25	17	2	1	0	0	77	88
ET190039	2	2	4	1	10	1	1	2	88
ET190040	1	400	17	1	1	1	1	2	88
ET190040	2	2	4	1	5	1	1	2	88
ET190041	1	9	17	2	1	0	0	77	88
ET190042	1	25	17	2	1	0	0	77	88
ET190043	1	1	4	1	5	0	1	2	88
ET190043	2	25	17	2	1	0	0	77	88
ET190044	1	270	17	3	1	0	0	1	1
ET190044	2	2	4	1	10	0	1	2	88
ET190045	1	200	17	1	2	1	1	1	2
ET190046	1	180	17	1	1	1	1	2	88
ET190047	1	200	17	1	1	1	1	1	2
ET190048	1	16	17	3	1	0	0	77	88
ET190049	1	250	17	1	1	1	1	1	1
ET190049	2	20	17	2	8	0	0	77	88
ET190050	1	500	17	1	1	1	1	1	2
ET190050	2	200	17	2	8	0	0	77	88
ET190051	1	250	17	1	3	1	1	1	1
ET190051	2	2	4	1	5	1	1	2	88
ET190052	1	30	17	2	1	0	0	77	88
ET190053	1	45	17	1	1	1	1	2	88
ET190054	1	100	17	1	1	1	1	2	88
ET190054	2	1	4	1	10	1	1	2	88
ET190055	1	20	17	1	1	1	1	1	1
ET190055	2	2	4	1	10	1	3	2	88
ET190055	3	.25	4	1	10	1	3	2	88
ET190055	4	.25	4	1	13	1	3	2	88
ET190056	1	200	17	1	1	1	1	2	88
ET190056	2	2	4	4	5	0	0	2	88
ET190057	1	250	17	1	3	1	1	1	2
ET190057	2	30	17	1	8	1	1	1	2
ET190058	1	12	17	2	3	0	0	2	88
ET190059	1	20	17	2	3	0	0	77	88
ET190060	1	150	17	1	3	1	1	2	88
ET190060	2	250	17	1	11	1	1	1	1
ET190061	1	.5	4	1	3	0	1	2	88
ET190062	1	20	17	2	1	0	0	77	88
ET190063	1	500	17	1	3	1	1	1	1
ET190063	2	80	17	1	8	1	1	1	1
ET190063	3	40	17	2	8	0	0	2	88
ET190064	1	16	17	2	3	0	0	1	2
ET190065	1	200	17	1	1	1	1	1	2
ET190066	1	20	17	2	1	0	0	77	88
ET190067	1	25	17	3	1	0	0	2	88
ET190068	1	2	4	1	5	1	1	2	88
ET190068	2	.12	4	1	13	1	1	2	88
ET190068	3	12	17	2	1	0	0	2	88
ET190069	1	70	17	1	3	1	1	2	88
ET190069	2	1	4	1	5	0	1	2	88
ET190070	1	20	17	2	1	0	0	77	88
ET190070	2	1	4	4	5	0	0	2	88
ET190071	1	25	17	2	1	0	0	77	88
ET190072	1	12	17	2	1	0	0	2	88
ET190072	2	.12	4	1	13	1	1	2	88
ET190072	3	1	4	1	5	1	1	2	88
ET190073	1	12	17	2	3	0	0	2	88
ET190076	1	16	17	2	1	0	0	2	88
ET190079	1	175	17	1	3	1	1	1	1
ET190079	2	1	4	1	10	1	1	2	88
ET190079	3	1	4	1	13	1	1	2	88
ET190080	1	12	17	2	1	0	0	1	2
ET190082	1	250	17	1	1	1	1	1	1
ET190082	2	1	4	1	5	1	1	2	88
ET190083	1	20	17	2	1	0	0	77	88
ET190084	1	16	17	2	1	0	0	77	88
ET190085	1	16	17	2	1	0	0	77	88
ET190086	1	61	17	1	1	1	1	1	1
ET190087	1	400	17	1	1	1	1	1	1
ET190087	2	200	17	1	20	1	1	1	1
ET190088	1	451	17	1	3	1	1	1	1
ET190089	1	16	17	2	1	0	0	1	2
ET190090	1	175	17	1	1	1	1	1	2
ET190091	1	500	17	1	1	1	1	1	1
ET190091	2	16	17	2	8	0	0	77	88
ET190091	3	12	17	2	8	0	0	77	88
ET190092	1	320	17	1	1	1	1	1	1
ET190093	1	50	17	3	1	0	0	1	2
ET190093	2	1	4	1	5	1	1	2	88
ET190093	3	.12	4	1	13	0	1	2	88
ET190094	1	1000	17	1	1	1	1	1	1
ET190094	2	2	4	1	10	0	1	2	88
ET190095	1	206	17	1	3	1	1	1	1
ET190096	1	500	17	1	1	1	1	1	2
ET190097	1	8	17	2	3	0	0	2	88
ET190098	1	40	17	2	3	0	0	77	88
ET190098	2	1	4	1	5	1	1	2	88
ET190098	3	1	4	1	5	1	1	2	88
ET190099	1	100	17	1	1	0	0	2	88
ET190099	2	.5	4	1	10	0	0	2	88
ET190099	3	.5	4	1	10	0	0	2	88
ET190099	4	.5	4	1	11	0	0	2	88
ET190099	5	15	17	1	13	0	0	2	88
ET190100	1	500	17	1	1	1	1	1	2
ET190100	2	2	4	1	5	1	1	2	88
ET190100	3	200	17	1	13	1	1	2	88
ET200001	1	314	17	1	11	1	1	2	88
ET200001	2	2	4	1	10	0	0	2	88
ET200001	3	2	4	1	10	0	0	2	88
ET200001	4	250	17	2	1	0	0	77	88
ET200002	1	200	17	1	3	0	1	2	88
ET200002	2	.5	4	1	10	0	3	2	88
ET200002	3	1	4	1	10	0	3	2	88
ET200002	4	.5	4	1	10	0	3	2	88
ET200003	1	1.5	4	1	2	0	0	2	88
ET200003	2	1	4	1	5	0	0	2	88
ET200003	3	1	4	1	5	0	0	2	88
ET200003	4	1	4	4	5	0	0	77	88
ET200003	5	1	4	4	11	0	0	77	88
ET200003	6	1	4	4	5	0	0	77	88
ET200003	7	40	4	1	6	0	0	2	88
ET200003	8	300	17	1	9	1	1	2	88
ET200004	1	250	17	1	1	0	1	2	88
ET200004	2	1	4	1	5	0	3	2	88
ET200004	3	.25	4	1	5	0	3	2	88
ET200004	4	1	4	1	11	0	3	2	88
ET200004	5	1	4	4	5	0	0	2	88
ET200005	1	1	4	4	2	0	0	77	88
ET200005	2	1	4	4	5	0	0	77	88
ET200005	3	.5	4	4	5	0	0	77	88
ET200006	1	300	17	2	1	0	0	2	88
ET200007	1	150	17	1	3	0	1	2	88
ET200008	1	-77	88	1	1	1	1	2	88
ET200009	1	400	17	2	1	0	0	77	88
ET200009	2	.5	4	1	10	1	1	2	88
ET200009	3	.5	4	1	10	1	1	2	88
ET200009	4	.5	4	1	10	1	1	2	88
ET200010	1	175	17	1	1	1	1	1	1
ET200011	1	.5	4	1	2	1	1	2	88
ET200011	2	1	4	1	11	1	1	2	88
ET200011	3	.5	4	1	5	1	1	2	88
ET200011	4	1	4	1	5	1	1	2	88
ET200011	5	1	4	4	5	0	0	2	88
ET200012	1	.25	4	1	1	1	3	2	88
ET200012	2	.5	4	1	5	1	3	2	88
ET200012	3	.5	4	1	5	1	3	2	88
ET200012	4	.5	4	1	5	1	3	2	88
ET200012	5	.25	4	1	5	1	3	2	88
ET200012	6	1	4	1	5	1	3	2	88
ET200012	7	1	4	1	11	1	3	2	88
ET200013	1	400	17	1	1	1	1	2	88
ET200013	2	1	4	4	5	0	0	2	88
ET200013	3	1	4	4	5	0	0	2	88
ET200014	1	.5	4	1	2	1	1	2	88
ET200014	2	1	4	1	5	1	1	2	88
ET200014	3	1	4	1	11	1	1	2	88
ET200014	4	.25	4	1	5	1	1	2	88
ET200015	1	.25	4	1	2	1	1	2	88
ET200015	2	-77	88	1	5	1	1	2	88
ET200015	3	.25	4	1	10	1	1	2	88
ET200015	4	.25	4	1	10	1	1	2	88
ET200016	1	16	17	2	1	0	0	77	88
ET200016	2	2	4	4	5	0	0	77	88
ET200016	3	2	4	4	5	0	0	77	88
ET200016	4	1	4	4	5	0	0	77	88
ET200018	1	3	4	1	2	1	3	2	88
ET200018	2	.5	4	1	5	1	3	2	88
ET200018	3	.25	4	1	5	1	3	2	88
ET200018	4	.5	4	1	5	1	3	2	88
ET200018	5	2	4	1	10	1	3	2	88
ET200018	6	1	4	1	5	0	0	77	88
ET200019	1	120	17	1	2	0	1	2	88
ET200019	2	1	4	1	5	0	3	2	88
ET200019	3	2	4	4	5	0	0	2	88
ET200020	1	.5	4	1	2	1	1	2	88
ET200020	2	1	4	1	5	1	1	2	88
ET200020	3	1.5	4	1	5	1	1	2	88
ET200020	4	1	4	1	5	1	1	2	88
ET200021	1	1.5	4	1	2	0	1	2	88
ET200021	2	1	4	1	10	0	3	2	88
ET200021	3	.5	4	1	5	0	3	2	88
ET200021	4	.25	4	1	11	0	3	2	88
ET200021	5	.25	4	1	9	0	1	2	88
ET200022	1	.5	4	1	2	1	1	2	88
ET200022	2	1	4	1	5	1	1	2	88
ET200022	3	1	4	1	5	1	1	2	88
ET200022	4	.5	4	1	5	1	1	2	88
ET200022	5	2	4	4	5	0	0	2	88
ET200022	6	.5	4	1	5	1	1	2	88
ET200023	1	.5	4	1	1	1	3	2	88
ET200023	2	2	4	1	10	1	3	2	88
ET200023	3	.5	4	1	10	1	3	2	88
ET200023	4	.5	4	1	10	1	3	2	88
ET200024	1	200	17	1	2	0	1	2	88
ET200024	2	1	4	1	5	0	3	2	88
ET200024	3	1.5	4	1	5	0	3	2	88
ET200025	1	.5	4	1	1	1	2	2	88
ET200025	2	.5	4	1	10	1	2	2	88
ET200025	3	.5	4	1	10	1	2	2	88
ET200026	1	400	17	1	2	1	1	2	88
ET200026	2	1	4	4	5	0	0	77	88
ET200026	3	1	4	4	5	0	0	77	88
ET200026	4	.5	4	4	5	0	0	77	88
ET200026	5	.25	4	4	5	0	0	77	88
ET200027	1	.25	4	1	2	0	1	2	88
ET200027	2	1	4	1	10	0	1	2	88
ET200027	3	.5	4	1	10	0	1	2	88
ET200027	4	.5	4	1	10	0	1	2	88
ET200027	5	1	4	1	10	0	1	2	88
ET200027	6	1	4	1	10	0	1	2	88
ET200027	7	.5	4	1	10	0	1	2	88
ET200028	1	200	17	1	1	1	1	2	88
ET200028	2	1	4	1	10	1	1	2	88
ET200028	3	.25	4	1	10	1	1	2	88
ET200028	4	1	4	1	10	1	1	2	88
ET200028	5	.5	4	1	10	1	1	2	88
ET200029	1	.5	4	1	2	1	3	2	88
ET200029	2	2.5	4	1	5	1	3	2	88
ET200029	3	1	4	4	5	0	0	77	88
ET200029	4	1	4	4	5	0	0	77	88
ET200030	1	.5	4	1	1	1	1	2	88
ET200030	2	.25	4	1	5	1	1	2	88
ET200030	3	1	4	4	5	0	0	2	88
ET200031	1	200	17	1	1	0	1	2	88
ET200031	2	2.5	4	1	5	0	3	2	88
ET200032	1	900	17	1	1	1	1	2	88
ET200032	2	.5	4	1	5	0	0	2	88
ET200032	3	1	4	1	5	0	0	2	88
ET200033	1	400	17	1	1	1	1	2	88
ET200033	2	.5	4	1	10	1	0	2	88
ET200033	3	.5	4	1	10	1	0	2	88
ET200033	4	.3	4	1	5	1	0	2	88
ET200033	5	400	17	2	12	0	0	2	88
ET200035	1	1	4	1	2	1	1	2	88
ET200035	2	1	4	1	5	1	3	2	88
ET200035	3	1.25	4	1	5	1	3	2	88
ET200035	4	2	4	1	5	1	3	2	88
ET200035	5	2	4	4	11	0	0	77	88
ET200035	6	1	4	4	5	0	0	77	88
ET200035	7	1.25	4	4	5	0	0	77	88
ET200036	1	1.5	4	1	2	1	3	2	88
ET200036	2	2	4	1	5	1	3	2	88
ET200036	3	2	4	1	11	1	3	2	88
ET200036	4	1	4	1	5	1	3	2	88
ET200036	5	.5	4	1	5	1	3	2	88
ET200037	1	.5	4	1	2	1	1	2	88
ET200037	2	.5	4	1	5	1	1	2	88
ET200037	3	1.5	4	1	5	1	1	2	88
ET200037	4	1	4	1	5	1	1	2	88
ET200037	5	.5	4	4	5	0	0	77	88
ET200038	1	250	17	1	1	0	1	2	88
ET200038	2	.5	4	1	5	0	3	2	88
ET200038	3	1	4	1	5	0	3	2	88
ET200038	4	1	4	1	5	0	3	2	88
ET200039	1	.25	4	1	1	1	1	2	88
ET200039	2	.25	4	1	11	1	1	2	88
ET200039	3	.75	4	1	10	1	1	2	88
ET200039	4	.5	4	1	10	1	1	2	88
ET200040	1	24	17	3	1	0	0	77	88
ET200040	2	.5	4	1	10	1	0	2	88
ET200040	3	.5	4	1	5	1	0	2	88
ET200040	4	1	4	1	10	1	0	2	88
ET200041	1	.25	4	1	1	1	1	2	88
ET200041	2	.5	4	1	11	1	0	2	88
ET200041	3	.5	4	1	5	1	0	2	88
ET200041	4	.5	4	1	11	1	0	2	88
ET200042	1	1	4	1	2	1	3	2	88
ET200042	2	.5	4	1	5	1	3	2	88
ET200042	3	.5	4	1	5	1	3	2	88
ET200042	4	.5	4	1	5	1	3	2	88
ET200043	1	1	4	1	10	1	1	2	88
ET200043	2	.5	4	1	10	1	1	2	88
ET200043	3	.5	4	1	10	1	1	2	88
ET200043	4	.25	4	1	1	1	1	2	88
ET200044	1	100	17	1	1	0	1	2	88
ET200044	2	.5	4	1	10	0	3	2	88
ET200044	3	.5	4	1	10	0	3	2	88
ET200044	4	.5	4	1	10	0	3	2	88
ET200045	1	.5	4	1	1	1	1	2	88
ET200045	2	1	4	1	5	1	1	2	88
ET200045	3	2	4	1	5	1	1	2	88
ET200045	4	1	4	1	5	1	1	2	88
ET200045	5	1	4	1	11	1	1	2	88
ET200046	1	.5	4	1	1	1	1	2	88
ET200046	2	1	4	1	5	1	1	2	88
ET200046	3	.25	4	1	5	1	1	2	88
ET200046	4	.5	4	1	5	1	1	2	88
ET200047	1	.5	4	1	2	0	3	2	88
ET200047	2	.5	4	1	5	0	3	2	88
ET200047	3	.5	4	1	5	0	3	2	88
ET200047	4	1	4	1	11	0	3	2	88
ET200048	1	1.5	4	1	2	1	3	2	88
ET200048	2	.5	4	1	5	1	3	2	88
ET200049	1	.5	4	5	1	77	0	2	88
ET200049	2	1	4	1	5	77	0	2	88
ET200049	3	1	4	1	11	77	0	2	88
ET200049	4	.25	4	1	5	77	0	2	88
ET200049	5	1	4	4	5	0	0	2	88
ET200050	1	1	4	1	2	1	1	2	88
ET200050	2	.25	4	1	5	1	1	2	88
ET200050	3	.5	4	1	5	1	1	2	88
ET200050	4	.5	4	1	5	1	1	2	88
ET200050	5	2	4	4	11	0	0	2	88
ET200050	6	.5	4	4	5	0	0	2	88
ET200051	1	.5	4	1	1	1	1	2	88
ET200051	2	1	4	1	5	0	3	2	88
ET200051	3	1	4	1	5	0	3	2	88
ET200051	4	1	4	1	5	0	3	2	88
ET200051	5	.25	4	1	5	0	3	2	88
ET200052	1	.5	4	1	2	1	1	2	88
ET200052	2	1	4	1	5	1	1	2	88
ET200052	3	2	4	1	5	1	1	2	88
ET200052	4	.5	4	1	5	1	1	2	88
ET200052	5	.5	4	1	5	1	1	2	88
ET200053	1	1	4	1	2	1	1	2	88
ET200053	2	.5	4	1	5	1	1	2	88
ET200053	3	.25	4	1	5	1	1	2	88
ET200053	4	2	4	1	5	1	1	2	88
ET200053	5	1	4	4	5	0	0	77	88
ET200054	1	250	17	1	1	0	1	2	88
ET200054	2	.5	4	1	5	0	3	2	88
ET200054	3	1	4	1	5	0	3	2	88
ET200054	4	1	4	1	5	0	3	2	88
ET200055	1	2	4	1	2	1	1	2	88
ET200055	2	1	4	1	5	1	1	2	88
ET200055	3	1	4	1	5	1	1	2	88
ET200056	1	1.5	4	1	2	1	1	2	88
ET200056	2	.33	4	1	5	0	3	2	88
ET200056	3	1	4	1	11	0	3	2	88
ET200056	4	.5	4	1	5	0	3	2	88
ET200056	5	1	4	4	11	0	0	77	88
ET200056	6	35	17	1	6	1	3	2	88
ET200057	1	2.5	4	1	2	1	1	2	88
ET200057	2	.5	4	1	5	1	1	2	88
ET200057	3	.5	4	1	5	1	1	2	88
ET200057	4	1.5	4	1	11	1	1	2	88
ET200057	5	1.5	4	1	5	1	1	2	88
ET200057	6	1.5	4	4	5	0	0	77	88
ET200057	7	.25	4	1	5	1	1	2	88
ET200058	1	500	17	1	1	0	1	2	88
ET200058	2	1.5	4	1	5	0	3	2	88
ET200058	3	.5	4	1	5	0	3	2	88
ET200058	4	.25	4	1	5	0	3	2	88
ET200058	5	1	4	1	11	0	3	2	88
ET200059	1	.5	4	1	1	1	0	2	88
ET200059	2	1	4	1	5	1	0	2	88
ET200059	3	1	4	1	5	1	0	2	88
ET200059	4	.5	4	1	5	1	0	2	88
ET200060	1	1	4	1	2	1	3	2	88
ET200060	2	1	4	1	11	1	3	2	88
ET200060	3	.5	4	1	5	1	3	2	88
ET200060	4	1	4	1	11	1	3	2	88
ET200060	5	1	4	4	5	0	0	77	88
ET200061	1	1.5	4	1	2	1	3	2	88
ET200061	2	1	4	1	5	1	3	2	88
ET200061	3	.25	4	1	5	1	3	2	88
ET200061	4	1	4	4	5	0	0	77	88
ET200061	5	2	4	4	5	0	0	77	88
ET200062	1	1	4	1	2	1	1	2	88
ET200062	2	2	4	1	5	1	1	2	88
ET200062	3	1.5	4	1	5	1	1	2	88
ET200062	4	1	4	1	5	1	1	2	88
ET200062	5	2	4	4	5	0	0	77	88
ET200062	6	.5	4	1	5	1	1	2	88
ET200063	1	400	17	1	1	1	3	2	88
ET200063	2	1	4	1	11	1	3	2	88
ET200063	3	1	4	1	11	1	3	2	88
ET200063	4	.5	4	4	5	0	0	77	88
ET200064	1	.5	4	1	2	0	1	2	88
ET200064	2	.5	4	4	5	0	0	77	88
ET200064	3	.5	4	4	5	0	0	77	88
ET200064	4	.5	4	1	5	0	3	2	88
ET200064	5	.5	4	1	5	0	3	2	88
ET200065	1	175	17	1	1	0	1	2	88
ET200065	2	.5	4	1	5	0	3	2	88
ET200066	1	.25	4	1	2	0	1	2	88
ET200066	2	.5	4	1	5	0	1	2	88
ET200066	3	.5	4	1	5	0	1	2	88
ET200066	4	.5	4	1	5	0	1	2	88
ET200067	1	.5	4	1	2	1	1	2	88
ET200067	2	.5	4	1	5	0	0	2	88
ET200067	3	.5	4	1	5	1	0	2	88
ET200067	4	1	4	1	5	1	0	2	88
ET200067	5	1	4	2	5	0	0	2	88
ET200068	1	.5	4	1	2	1	1	2	88
ET200069	1	450	17	1	2	0	1	2	88
ET200069	2	1	4	1	5	0	3	2	88
ET200069	3	.5	4	1	5	0	3	2	88
ET200069	4	.25	4	1	5	0	3	2	88
ET200069	5	.25	4	1	5	0	3	2	88
ET200070	1	1.5	4	1	2	0	1	2	88
ET200070	2	.75	4	1	10	0	1	2	88
ET200070	3	.5	4	1	10	0	1	2	88
ET200071	1	2	4	1	2	1	1	2	88
ET200071	2	1	4	1	5	1	1	2	88
ET200071	3	1	4	1	5	1	1	2	88
ET200071	4	1	4	1	5	1	1	2	88
ET200071	5	.5	4	4	5	1	1	2	88
ET200072	1	200	17	3	1	0	0	2	88
ET200072	2	2	4	1	5	0	3	2	88
ET200073	1	.5	4	1	2	1	1	2	88
ET200073	2	1	4	1	5	1	1	2	88
ET200073	3	.25	4	1	5	1	1	2	88
ET200074	1	.25	4	1	1	1	1	2	88
ET200074	2	.5	4	1	5	1	1	2	88
ET200074	3	.25	4	1	5	1	1	2	88
ET200074	4	.25	4	1	5	1	1	2	88
ET200075	1	.5	4	1	2	0	1	2	88
ET200075	2	1	4	1	5	0	1	2	88
ET200075	3	2	4	1	5	0	1	2	88
ET200075	4	1.5	4	1	5	0	1	2	88
ET200075	5	1	4	4	5	0	1	2	88
ET200075	6	.2	17	1	5	0	1	2	88
ET200076	1	1	4	1	1	1	1	2	88
ET200076	2	1	4	1	5	1	1	2	88
ET200076	3	1	4	1	5	1	1	2	88
ET200076	4	.5	4	1	11	1	1	2	88
ET200077	1	1	4	1	2	1	1	2	88
ET200077	2	1	4	1	5	1	1	2	88
ET200078	1	.25	4	1	2	1	1	2	88
ET200078	2	1	4	1	10	1	1	2	88
ET200078	3	1	4	1	10	1	1	2	88
ET200078	4	1	4	1	10	1	1	2	88
ET200079	1	140	17	1	1	1	1	2	88
ET200079	2	.5	4	1	10	1	0	2	88
ET200079	3	.5	4	1	10	1	0	2	88
ET200080	1	2	4	1	1	1	1	2	88
ET200080	2	1.5	4	1	5	1	2	2	88
ET200080	3	.5	4	1	5	1	2	2	88
ET200080	4	1	4	4	5	0	0	77	88
ET200080	5	.5	4	4	5	0	0	77	88
ET200080	6	1	4	6	6	1	2	2	88
ET200080	7	195	17	1	5	1	2	2	88
ET200080	8	.5	4	4	5	77	0	2	88
ET200081	1	175	17	1	2	0	1	2	88
ET200081	2	1	4	1	5	0	3	2	88
ET200081	3	2	4	1	5	0	3	2	88
ET200082	1	.5	4	1	2	1	1	2	88
ET200082	2	1	4	1	5	1	1	2	88
ET200082	3	.5	4	1	5	1	1	2	88
ET200083	1	400	17	1	1	1	1	2	88
ET200083	2	1	4	1	5	1	2	2	88
ET200083	3	1	4	1	5	1	2	2	88
ET200083	4	.5	4	1	11	1	2	2	88
ET200084	1	2	4	1	1	1	1	2	88
ET200084	2	2	4	1	11	1	1	2	88
ET200085	1	.5	4	1	1	1	1	2	88
ET200085	2	1	4	4	5	0	0	2	88
ET200085	3	.5	4	4	5	0	0	2	88
ET200086	1	2	4	1	2	1	1	2	88
ET200086	2	1	4	1	11	1	1	2	88
ET200086	3	1	4	1	11	1	1	2	88
ET200086	4	1	4	1	11	1	1	2	88
ET200087	1	1.5	4	1	2	1	1	2	88
ET200087	2	1	4	1	11	1	2	2	88
ET200087	3	.5	4	1	5	1	2	2	88
ET200087	4	.5	4	1	5	1	2	2	88
ET200087	5	1.5	4	4	11	0	0	77	88
ET200087	6	.25	4	4	5	0	0	1	88
ET200087	7	400	17	1	5	1	2	2	88
ET200088	1	.5	4	1	1	1	1	2	88
ET200088	2	1	4	1	5	1	1	2	88
ET200088	3	.5	4	1	5	1	1	2	88
ET200089	1	2	4	1	2	1	3	2	88
ET200089	2	.5	4	1	5	1	3	2	88
ET200089	3	1	4	1	5	1	3	2	88
ET200089	4	.5	4	1	5	1	3	2	88
ET200089	5	1	4	4	5	0	0	88	88
ET200090	1	.5	4	1	2	1	1	2	88
ET200090	2	3	4	1	5	1	1	2	88
ET200090	3	1	4	1	5	1	1	2	88
ET200090	4	.5	4	1	5	1	1	2	88
ET200090	5	1	4	1	5	1	1	2	88
ET200091	1	.5	4	1	2	1	1	2	88
ET200091	2	1	4	1	5	1	1	2	88
ET200091	3	1	4	1	5	1	1	2	88
ET200091	4	1	4	1	5	1	1	2	88
ET200092	1	3	4	1	2	1	1	2	88
ET200092	2	2	4	1	5	1	1	2	88
ET200092	3	1	4	1	5	1	1	2	88
ET200092	4	.5	4	1	5	1	1	2	88
ET200092	5	.25	17	1	5	1	1	2	88
ET200093	1	150	17	1	1	0	1	2	88
ET200093	2	2	4	1	5	0	3	2	88
ET200094	1	.5	4	1	2	1	1	2	88
ET200094	2	1	4	1	5	0	1	2	88
ET200094	3	2	4	1	5	0	1	2	88
ET200095	1	400	17	1	1	1	1	2	88
ET200095	2	4	4	1	5	1	1	2	88
ET200095	3	.5	4	1	5	1	1	2	88
ET200095	4	100	17	1	6	1	1	2	88
ET200096	1	.25	4	1	2	1	1	2	88
ET200096	2	1	4	1	5	1	1	2	88
ET200096	3	1	4	1	5	1	1	2	88
ET200096	4	1	4	1	5	1	1	2	88
ET200096	5	1	4	4	5	0	0	77	88
ET200097	1	.5	4	1	2	1	1	2	88
ET200097	2	1.5	4	1	5	1	1	2	88
ET200097	3	.5	4	1	5	1	1	2	88
ET200098	1	.5	4	1	2	77	1	2	88
ET200098	2	3	4	1	5	77	1	2	88
ET200098	3	.5	4	1	5	77	1	2	88
ET200098	4	.25	4	1	5	77	1	2	88
ET200099	1	2	4	1	2	1	3	2	88
ET200099	2	2	4	1	5	1	3	2	88
ET200100	1	.5	4	1	2	1	1	2	88
ET200100	2	2	4	1	5	1	1	2	88
ET200100	3	.5	4	1	10	1	1	2	88
