childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET190019	1	43	1	1	4	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190019	2	31	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	6	6	 	 	 	 	 	 	 	 	1	 	1	18	 	10	9	11	10
ET190019	3	13	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	10	0	15	12	7	6	8	2	6	1	0	5	1	1	 	 	 	 	 	 	 	 	 
ET190019	4	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	0	8	1	0	1	 	 	8	1	2001	1	1	1	 	 	2	10	0	17	 	 	 	10	0	0	0	0	5	2	7	 	 	 	 	 	 	 	 	 
ET190018	1	49	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	2	38	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	3	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	3	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	4	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	5	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	6	15	2	7	1	 	 	 	1	1995	1	6	1	 	 	2	10	0	15	12	7	2	9	1	2	0	0	6	3	3	 	 	 	 	 	 	 	 	 
ET190018	7	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	14	0	0	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET190018	8	16	2	8	1	 	 	 	1	1994	1	8	1	 	 	2	0	0	15	12	7	4	9	2	4	0	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190018	9	2	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190018	10	0	2	7	1	 	 	13	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190017	0	8	1	0	1	 	 	2	1	2001	1	1	1	 	 	2	10	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190017	1	44	1	1	4	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190017	2	34	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190017	3	16	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190017	4	13	2	7	1	 	 	 	1	1996	1	5	1	 	 	3	10	0	15	12	7	5	9	1	5	0	0	5	3	1	 	 	 	 	 	 	 	 	 
ET190017	15	11	2	7	1	 	 	 	1	1998	1	4	1	 	 	3	0	0	15	12	7	4	9	1	4	0	0	6	2	2	 	 	 	 	 	 	 	 	 
ET190017	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190017	17	16	1	14	1	 	 	 	1	1994	1	8	1	 	 	1	0	0	17	 	 	 	8	0	0	0	0	6	6	4	 	 	 	 	 	 	 	 	 
ET190016	0	8	2	0	1	 	 	0	0	 	 	 	 	29	 	 	88	0	15	12	7	4	12	1	4	1	0	0	0	6	 	 	 	 	 	 	 	 	 
ET190016	1	43	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	11	12	4	8	 	 	 	 	 	 	 	 	1	 	1	15	 	3	9	11	10
ET190016	2	39	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	1	 	1	15	 	3	9	11	10
ET190016	3	65	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190016	4	25	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190016	5	16	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190016	6	14	2	7	1	 	 	 	1	1995	1	4	1	 	 	4	5	0	15	12	7	5	8	1	5	2	0	6	1	1	 	 	 	 	 	 	 	 	 
ET190016	7	12	1	7	1	 	 	 	1	1997	1	5	1	 	 	2	5	0	15	12	7	4	8	1	4	2	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190016	8	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190016	9	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190015	0	8	2	0	1	 	 	 	1	1999	1	3	1	 	 	3	4	0	15	12	7	3	10	0	3	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET190015	1	42	2	1	1	 	 	2	 	 	 	 	 	 	 	 	 	0	10	12	2	6	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	15	10
ET190015	2	24	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET190015	3	23	2	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET190015	4	21	1	9	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190015	5	15	1	9	1	 	 	 	1	1995	1	7	1	 	 	2	3	0	10	12	7	4	9	0	1	4	0	5	3	2	0	10	 	88	 	 	 	 	88
ET190015	6	13	1	9	1	 	 	 	1	1995	1	7	1	 	 	3	3	0	10	12	7	4	9	0	1	4	0	5	2	3	 	 	 	 	 	 	 	 	 
ET190014	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	1	3	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190014	1	36	1	1	1	 	 	1	 	 	 	 	 	 	 	 	 	1	12	7	4	5	 	 	 	 	 	 	 	 	0	2	 	88	 	 	 	 	88
ET190014	2	35	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	1	 	1	12	 	2	1	8	10
ET190014	3	14	2	7	1	 	 	 	1	1995	1	7	1	 	 	3	3	0	15	12	7	4	9	2	4	0	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190014	15	10	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	4	0	17	 	 	 	11	0	0	0	0	6	1	6	 	 	 	 	 	 	 	 	 
ET190014	16	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET190014	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190012	0	7	1	0	1	 	 	2	1	2001	1	1	1	 	 	3	5	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190012	1	37	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	4	4	 	 	 	 	 	 	 	 	1	 	1	18	 	10	1	9	10
ET190012	2	15	1	9	1	 	 	 	1	1995	1	7	0	21	 	 	88	0	12	12	7	8	11	1	0	0	8	0	0	4	0	10	 	88	 	 	 	 	88
ET190012	15	11	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	5	0	15	12	7	3	11	1	3	0	0	6	1	2	 	 	 	 	 	 	 	 	 
ET190012	16	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190012	17	1	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190011	0	8	2	0	1	 	 	9	1	2001	1	1	1	 	 	2	10	0	15	12	7	3	8	2	3	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET190011	1	47	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190011	2	27	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET190011	3	6	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	3	10	2	3	0	0	4	0	5	 	 	 	 	 	 	 	 	 
ET190011	4	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190011	5	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190010	0	7	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	13	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190010	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190010	2	39	2	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190010	3	13	2	9	1	 	 	 	1	1997	1	5	1	 	 	3	13	0	15	12	7	4	8	1	4	0	0	6	3	2	 	 	 	 	 	 	 	 	 
ET190010	15	11	2	7	1	 	 	 	1	1997	1	5	1	 	 	2	13	0	15	12	7	4	8	0	4	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET190010	16	6	1	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	17	 	 	 	9	0	0	0	0	9	1	5	 	 	 	 	 	 	 	 	 
ET190010	17	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190009	0	7	1	0	1	 	 	3	1	2001	1	1	1	 	 	1	10	0	15	12	7	4	9	2	4	0	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190009	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	13	12	3	8	 	 	 	 	 	 	 	 	0	2	 	88	 	 	 	 	88
ET190009	2	27	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	1	 	1	12	 	3	9	11	10
ET190009	3	6	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	4	12	4	4	0	0	0	0	4	 	 	 	 	 	 	 	 	 
ET190009	4	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190008	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	1	5	0	17	 	 	 	8	2	0	0	0	6	5	3	 	 	 	 	 	 	 	 	 
ET190008	1	49	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	12	6	5	8	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET190008	2	44	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET190008	3	22	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190008	4	20	1	7	2	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET190008	5	17	1	7	1	 	 	 	1	1992	1	2	0	24	9	 	88	2	4	12	7	5	8	2	0	5	0	0	0	9	0	2	 	88	 	 	 	 	88
ET190008	6	12	2	7	1	 	 	 	1	1997	1	5	1	 	 	1	5	0	4	12	7	3	7	1	2	3	0	6	4	1	 	 	 	 	 	 	 	 	 
ET190008	7	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	2	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190007	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	15	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190007	1	39	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190007	2	31	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190007	3	6	1	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	17	 	 	 	12	0	0	0	0	8	0	4	 	 	 	 	 	 	 	 	 
ET190007	4	37	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	9	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190007	5	1	2	9	1	 	 	12	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190007	6	18	2	22	1	 	 	14	 	 	 	 	 	 	 	 	 	0	19	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190006	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	7	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190006	1	40	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	1	 	1	12	 	2	3	10	10
ET190006	2	33	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET190006	3	15	1	7	1	 	 	 	1	1993	1	7	1	 	 	3	7	0	12	12	7	3	7	0	0	0	3	6	4	4	0	6	 	88	 	 	 	 	88
ET190006	15	11	2	7	1	 	 	 	1	1998	1	4	1	 	 	1	7	0	15	12	7	3	8	0	3	0	0	6	4	3	 	 	 	 	 	 	 	 	 
ET190005	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	8	0	17	 	 	 	10	0	0	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET190005	1	45	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	10	12	7	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190005	2	32	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	5	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190005	3	17	2	7	1	 	 	 	1	1992	1	10	1	 	 	2	8	0	10	12	7	4	10	1	1	4	0	6	1	1	 	 	 	 	 	 	 	 	 
ET190005	4	15	1	7	1	 	 	 	1	1994	1	8	1	 	 	2	8	0	10	12	7	4	10	1	0	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190005	5	13	1	7	1	 	 	 	1	1995	1	7	1	 	 	2	8	0	10	12	7	4	10	0	0	4	0	6	2	2	 	 	 	 	 	 	 	 	 
ET190005	15	10	1	7	1	 	 	 	1	1999	1	3	1	 	 	2	8	0	10	12	7	4	10	1	0	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET190005	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190004	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	10	0	15	12	7	4	10	1	4	1	0	6	1	1	 	 	 	 	 	 	 	 	 
ET190004	1	47	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190004	2	43	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	1	 	1	12	 	3	9	11	10
ET190004	3	20	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190004	4	3	2	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190003	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	20	0	15	12	7	4	8	2	4	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET190003	1	35	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET190003	2	18	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190003	3	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190002	0	8	1	0	1	 	 	 	1	2001	1	1	1	 	 	3	20	0	15	12	7	3	8	2	3	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET190002	1	42	1	1	4	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190002	2	31	2	1	1	 	 	6	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	12	 	2	3	10	10
ET190002	3	5	2	7	1	 	 	 	0	 	 	 	 	30	 	 	88	0	17	 	 	 	10	0	0	0	0	4	0	10	 	 	 	 	 	 	 	 	 
ET190001	0	8	2	0	1	 	 	0	1	2000	1	1	1	 	 	3	5	0	15	12	7	4	10	1	4	0	0	6	1	2	 	 	 	 	 	 	 	 	 
ET190001	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	4	17	 	 	 	 	 	 	 	 	 	 	 	0	2	 	88	 	 	 	 	 
ET190001	2	31	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	5	8	 	 	 	 	 	 	 	 	1	 	1	12	 	1	2	 	10
ET190001	3	17	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190001	4	14	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190001	5	15	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190001	15	11	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	5	0	15	12	7	4	10	1	4	0	0	6	1	2	 	 	 	 	 	 	 	 	 
ET190001	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	2	12	2	0	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET190001	17	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET190001	18	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180100	0	8	2	0	1	 	 	 	1	2001	1	0	1	 	 	2	20	0	15	12	7	4	10	0	4	0	0	6	0	4	 	 	 	 	 	 	 	 	 
ET180100	1	37	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180100	2	22	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180100	3	19	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180100	4	15	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180100	5	73	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180097	0	7	2	0	1	 	 	29	0	 	 	 	 	24	 	 	88	0	4	12	7	5	10	2	0	5	0	0	0	7	 	 	 	 	 	 	 	 	 
ET180097	1	55	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	7	4	9	 	 	 	 	 	 	 	 	1	 	1	10	 	2	3	10	10
ET180097	2	35	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	10	 	2	3	10	10
ET180097	3	19	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180097	4	16	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	7	0	4	12	7	4	7	0	0	4	0	6	5	2	0	10	0	88	 	 	 	 	88
ET180097	5	14	1	7	1	 	 	 	1	1998	1	4	1	 	 	3	7	0	4	12	7	4	8	0	0	4	0	6	4	2	 	 	 	 	 	 	 	 	 
ET180097	15	11	2	7	1	 	 	 	1	1999	1	3	1	 	 	3	7	0	15	12	7	4	7	2	4	0	0	6	3	2	 	 	 	 	 	 	 	 	 
ET180097	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET180097	17	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180096	0	8	1	0	1	 	 	4	1	2001	1	1	1	 	 	2	5	0	4	12	7	3	10	0	2	3	0	6	0	3	 	 	 	 	 	 	 	 	 
ET180096	1	47	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	1	7	4	8	 	 	 	 	 	 	 	 	1	 	1	9	 	2	10	15	10
ET180096	2	37	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	9	 	2	10	15	10
ET180096	3	17	2	7	1	 	 	 	1	1994	1	8	1	 	 	1	0	0	15	12	7	3	8	0	2	1	0	8	2	3	0	10	0	88	 	 	 	 	88
ET180096	4	14	1	7	1	 	 	 	1	1996	1	6	1	 	 	2	5	0	4	12	7	4	8	0	2	2	0	7	1	4	 	 	 	 	 	 	 	 	 
ET180096	5	12	1	7	1	 	 	 	1	1998	1	4	1	 	 	2	5	0	4	12	7	4	8	0	2	3	0	6	1	4	 	 	 	 	 	 	 	 	 
ET180096	6	12	1	14	1	 	 	 	1	1999	1	3	1	 	 	2	5	0	4	12	7	2	8	0	2	4	0	6	2	2	 	 	 	 	 	 	 	 	 
ET180095	0	7	2	0	1	 	 	 	1	2002	1	0	1	 	 	 	7	0	4	12	7	4	8	2	0	4	0	6	1	3	 	 	 	 	 	 	 	 	 
ET180095	1	32	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180095	2	28	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180095	3	4	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180095	4	43	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	18	 	2	3	10	10
ET180095	5	13	2	13	1	 	 	 	1	1995	1	6	1	 	 	3	7	0	15	12	7	5	7	1	5	2	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180095	6	11	2	13	1	 	 	10	1	1997	1	5	1	 	 	3	7	0	4	12	7	4	7	2	2	4	0	6	2	1	 	 	 	 	 	 	 	 	 
ET180095	7	5	1	14	1	 	 	0	0	 	 	 	 	29	 	 	88	0	4	12	7	5	10	4	0	5	0	0	0	5	 	 	 	 	 	 	 	 	 
ET180095	8	3	1	14	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180094	0	7	2	0	1	 	 	4	1	2001	1	1	1	 	 	3	4	0	4	12	7	2	10	0	0	2	0	7	2	3	 	 	 	 	 	 	 	 	 
ET180094	1	52	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	6	3	7	 	 	 	 	 	 	 	 	1	 	1	12	 	17	 	 	10
ET180094	2	43	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	1	 	1	12	 	11	3	2	10
ET180094	3	27	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180094	4	24	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180094	5	21	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180094	6	18	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	4	 	 	 	 	 	 	 	 	0	10	 	88	 	 	 	 	88
ET180094	7	15	1	7	1	 	 	 	1	1994	1	6	1	 	 	4	4	0	4	12	7	4	10	0	0	4	0	7	2	1	0	10	 	88	 	 	 	 	88
ET180094	8	12	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	4	0	15	12	7	4	10	2	2	1	0	7	1	1	 	 	 	 	 	 	 	 	 
ET180094	15	10	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	4	0	4	12	7	4	10	1	0	4	0	7	1	1	 	 	 	 	 	 	 	 	 
ET180094	16	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET180094	17	11	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	4	0	4	12	7	4	10	0	0	4	0	7	2	1	 	 	 	 	 	 	 	 	 
