childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET040094	2	35	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	2	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040094	3	25	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040094	4	63	2	6	1	 	 	 	 	 	 	 	 	 	 	 	 	1	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040094	5	26	1	19	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040094	6	18	1	22	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	1	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040093	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	125	0	17	 	 	 	10	0	0	0	0	7	2	5	 	 	 	 	 	 	 	 	 
ET040093	1	29	2	1	4	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040093	2	22	2	22	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040093	3	25	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040093	4	68	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040093	5	16	2	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040092	0	8	2	0	1	 	 	 	1	2000	1	1	1	 	 	4	10	0	15	12	4	4	10	2	2	0	0	5	1	4	 	 	 	 	 	 	 	 	 
ET040092	1	87	2	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040092	2	45	1	1	1	 	 	13	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040092	3	35	2	1	1	 	 	13	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040092	4	6	2	7	1	 	 	 	1	2002	1	0	1	 	 	4	10	0	15	12	2	2	10	2	2	0	0	5	1	4	 	 	 	 	 	 	 	 	 
ET040092	5	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040092	6	20	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040091	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	1	0	0	15	12	7	2	10	0	2	0	0	6	1	5	 	 	 	 	 	 	 	 	 
ET040091	1	43	1	1	1	 	 	3	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040091	2	30	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	10	12	1	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040091	15	12	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	0	0	15	12	7	3	10	0	3	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET040090	0	7	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	12	0	15	12	7	2	10	0	2	0	0	4	2	6	 	 	 	 	 	 	 	 	 
ET040090	1	47	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	13	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040090	2	37	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040090	3	21	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040090	4	15	2	7	1	 	 	 	1	1994	1	6	1	 	 	4	12	0	15	12	7	4	9	0	4	0	0	4	3	4	 	 	 	 	 	 	 	 	 
ET040090	5	23	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040090	6	6	1	13	1	 	 	 	1	2002	1	0	1	 	 	2	0	0	15	12	7	1	9	0	1	0	0	4	1	9	 	 	 	 	 	 	 	 	 
ET040089	0	7	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	7	0	15	12	4	3	10	0	2	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET040089	1	62	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040089	2	52	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040089	3	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040089	4	17	2	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040089	5	15	1	7	1	 	 	 	1	1995	1	5	1	 	 	2	7	0	15	12	5	4	8	3	4	0	0	5	3	1	 	 	 	 	 	 	 	 	 
ET040089	6	13	2	7	1	 	 	 	1	1996	1	5	1	 	 	2	7	0	15	12	7	3	9	2	3	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET040089	15	10	1	7	1	 	 	 	1	1996	1	4	1	 	 	2	7	0	15	12	4	4	9	1	2	0	0	5	3	4	 	 	 	 	 	 	 	 	 
ET040088	0	7	1	0	1	 	 	 	1	2002	1	0	1	 	 	 	0	0	15	12	7	2	9	0	2	0	0	6	2	5	 	 	 	 	 	 	 	 	 
ET040088	1	67	2	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040088	2	32	1	13	4	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040088	3	28	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040088	15	10	2	9	1	 	 	 	1	1997	1	4	1	 	 	2	0	0	15	12	7	3	9	1	2	0	0	6	3	3	 	 	 	 	 	 	 	 	 
ET040088	16	27	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	0	8	1	0	1	 	 	29	1	1999	1	1	1	 	 	2	7	0	15	12	7	1	8	0	1	0	0	5	1	9	 	 	 	 	 	 	 	 	 
ET040087	1	47	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	2	35	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	3	77	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	4	28	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	5	17	2	7	1	 	 	 	1	1991	1	9	1	 	 	2	20	0	15	12	7	3	8	1	2	0	0	5	4	4	 	 	 	 	 	 	 	 	 
ET040087	6	13	1	7	1	 	 	 	1	1995	1	5	1	 	 	3	7	0	15	12	7	2	8	1	1	0	0	5	1	8	 	 	 	 	 	 	 	 	 
ET040087	7	24	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040087	8	27	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	7	6	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	0	8	2	0	1	 	 	 	1	2002	1	0	1	 	 	4	7	0	15	12	3	2	10	0	3	0	0	5	1	5	 	 	 	 	 	 	 	 	 
ET040086	1	37	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	2	27	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	3	18	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	4	55	2	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	5	61	1	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	6	28	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	7	22	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040086	8	12	2	13	1	 	 	 	1	1995	1	6	1	 	 	2	10	0	15	12	4	3	7	3	4	1	0	5	3	1	 	 	 	 	 	 	 	 	 
ET040086	9	30	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040085	0	7	2	0	1	 	 	10	1	2000	1	2	1	 	 	2	0	0	15	12	7	1	10	0	1	0	0	6	2	5	 	 	 	 	 	 	 	 	 
ET040085	1	42	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040085	2	30	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040085	3	14	2	7	1	 	 	 	1	1993	1	8	1	 	 	3	0	0	15	12	7	2	8	1	1	0	0	5	3	6	 	 	 	 	 	 	 	 	 
ET040085	15	9	2	7	1	 	 	 	1	1997	1	5	1	 	 	3	7	0	15	12	7	1	9	1	2	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET040085	16	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040084	0	8	2	0	1	 	 	 	1	1999	1	3	1	 	 	2	30	0	15	12	7	2	10	1	1	0	0	4	1	7	 	 	 	 	 	 	 	 	 
ET040084	1	45	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	1	10	6	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040084	2	37	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040084	3	17	1	7	1	 	 	 	1	1994	1	8	1	 	 	2	25	0	15	12	7	4	10	2	1	1	0	5	1	4	 	 	 	 	 	 	 	 	 
ET040084	4	13	2	7	1	 	 	 	1	1996	1	4	1	 	 	3	10	0	15	12	7	5	10	1	3	1	0	5	1	3	 	 	 	 	 	 	 	 	 
ET040084	5	5	1	7	1	 	 	 	0	 	 	 	 	29	 	 	 	0	17	 	 	 	10	0	0	0	0	0	0	14	 	 	 	 	 	 	 	 	 
ET040083	0	8	2	0	1	 	 	 	1	1999	1	2	1	 	 	2	0	0	15	12	4	2	10	0	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET040083	1	39	1	1	1	 	 	13	 	 	 	 	 	 	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040083	2	34	2	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040083	3	22	2	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040083	15	9	1	7	1	 	 	 	1	1999	1	2	1	 	 	2	0	0	15	12	4	3	10	0	3	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET040082	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	1	0	0	15	12	7	2	10	0	2	0	0	6	1	5	 	 	 	 	 	 	 	 	 
ET040082	1	65	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	11	12	2	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040082	2	32	2	1	4	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040082	3	13	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040082	4	4	1	9	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040081	0	7	1	0	1	 	 	 	1	2001	1	1	1	 	 	2	10	0	15	12	2	2	9	0	2	0	0	6	1	6	 	 	 	 	 	 	 	 	 
ET040081	1	42	1	1	1	 	 	10	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040081	2	36	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040081	3	17	2	7	1	 	 	 	1	1990	1	10	1	 	 	3	10	0	15	12	7	2	8	1	2	0	0	7	4	2	 	 	 	 	 	 	 	 	 
ET040081	4	14	2	7	1	 	 	 	1	1993	1	8	1	 	 	2	10	0	15	12	7	2	8	0	2	0	0	7	3	4	 	 	 	 	 	 	 	 	 
ET040081	15	11	2	7	1	 	 	 	1	1996	1	5	1	 	 	4	10	0	15	12	7	1	8	0	1	0	0	6	1	8	 	 	 	 	 	 	 	 	 
ET040081	16	5	1	7	1	 	 	 	0	 	 	 	 	30	 	 	 	4	17	 	 	 	11	0	0	0	0	8	1	4	 	 	 	 	 	 	 	 	 
ET040080	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	19	0	15	12	7	1	10	0	1	0	0	4	1	8	 	 	 	 	 	 	 	 	 
ET040080	1	37	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040080	2	24	2	1	1	 	 	9	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040080	3	15	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040080	4	50	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040079	0	8	2	0	1	 	 	 	1	1999	1	3	1	 	 	3	0	0	15	12	7	2	9	1	1	0	0	5	2	6	 	 	 	 	 	 	 	 	 
ET040079	1	45	1	1	1	 	 	12	 	 	 	 	 	 	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040079	2	30	2	1	1	 	 	10	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040079	3	26	2	21	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040079	4	17	2	8	1	 	 	 	1	1991	1	7	1	 	 	3	0	0	15	12	7	4	9	1	3	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET040079	5	13	1	9	1	 	 	 	1	1994	1	7	1	 	 	2	0	0	15	12	7	1	8	0	1	0	0	6	5	4	 	 	 	 	 	 	 	 	 
ET040079	6	20	1	8	2	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040079	7	3	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	0	8	2	0	1	 	 	28	1	1999	1	3	1	 	 	2	7	0	15	12	7	2	9	2	0	0	0	4	1	8	 	 	 	 	 	 	 	 	 
ET040078	1	59	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	12	12	4	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	2	45	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	4	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	3	28	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	4	23	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	5	21	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	6	19	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040078	7	17	2	7	1	 	 	 	1	1992	1	8	1	 	 	4	7	0	15	12	7	2	8	3	2	0	0	4	2	5	 	 	 	 	 	 	 	 	 
ET040078	8	15	1	7	1	 	 	 	1	1993	1	10	1	 	 	2	25	0	15	12	7	3	8	0	3	0	0	4	2	7	 	 	 	 	 	 	 	 	 
ET040078	9	13	1	7	1	 	 	 	1	1995	1	5	1	 	 	4	7	0	15	12	7	1	8	0	3	0	0	4	2	7	 	 	 	 	 	 	 	 	 
ET040078	10	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040077	0	7	2	0	1	 	 	13	1	2001	1	1	1	 	 	3	20	0	15	12	7	2	10	2	0	0	0	4	1	7	 	 	 	 	 	 	 	 	 
ET040077	1	37	1	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040077	2	27	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040077	15	11	1	7	1	 	 	 	1	1996	1	4	1	 	 	2	20	0	15	12	7	3	10	3	0	0	0	4	1	6	 	 	 	 	 	 	 	 	 
ET040077	16	5	2	7	1	 	 	 	0	 	 	 	 	29	 	 	0	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET040077	17	25	2	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040077	18	13	2	19	1	 	 	 	1	2001	1	2	1	 	 	1	20	0	15	12	7	3	8	1	3	0	0	4	3	5	 	 	 	 	 	 	 	 	 
ET040076	0	8	2	0	1	 	 	 	1	1999	1	2	1	 	 	4	10	0	15	12	4	1	10	3	1	0	0	4	2	4	 	 	 	 	 	 	 	 	 
ET040076	1	37	1	1	1	 	 	13	 	 	 	 	 	 	 	 	 	0	13	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040076	2	32	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040076	3	25	1	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040076	15	11	1	7	1	 	 	 	1	1996	1	6	1	 	 	3	10	0	15	12	7	3	9	3	3	0	0	4	3	2	 	 	 	 	 	 	 	 	 
ET040076	16	4	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040075	0	7	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	7	0	15	12	7	2	9	2	1	0	0	4	2	6	 	 	 	 	 	 	 	 	 
ET040075	1	65	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	10	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040075	2	26	1	19	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040075	3	25	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040075	4	17	2	14	1	 	 	 	1	1995	1	6	1	 	 	3	7	0	15	12	7	3	7	4	3	0	0	4	3	3	 	 	 	 	 	 	 	 	 
ET040075	5	24	2	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040075	6	4	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040074	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	0	0	15	12	7	2	12	0	2	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET040074	1	35	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	11	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040074	2	34	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040074	3	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	0	0	15	12	7	1	12	0	1	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET040073	0	8	1	0	1	 	 	 	1	2000	1	2	1	 	 	2	10	0	15	12	7	2	10	0	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
ET040073	1	34	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040073	2	24	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040073	3	17	2	13	1	 	 	 	1	1994	1	8	1	 	 	3	25	0	15	12	7	6	8	1	5	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET040072	0	7	1	0	1	 	 	 	1	2002	1	0	1	 	 	2	0	0	15	12	7	2	10	0	2	0	0	4	1	7	 	 	 	 	 	 	 	 	 
ET040072	1	47	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	10	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040072	2	24	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040072	3	22	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040072	4	20	1	9	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040072	5	12	1	9	1	 	 	 	1	1996	1	3	1	 	 	4	0	0	15	12	7	2	10	0	2	0	0	4	1	7	 	 	 	 	 	 	 	 	 
ET040071	0	7	1	0	1	 	 	 	1	2000	1	2	1	 	 	2	10	0	15	12	4	3	10	0	3	0	0	6	1	4	 	 	 	 	 	 	 	 	 
ET040071	1	28	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040071	2	13	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040071	3	30	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040071	4	0	1	9	1	 	 	0	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040070	0	8	2	0	1	 	 	 	1	2001	1	1	1	 	 	2	10	0	15	12	7	1	9	0	1	0	0	6	2	6	 	 	 	 	 	 	 	 	 
ET040070	1	39	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	12	12	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040070	2	18	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	0	8	2	0	1	 	 	0	1	2000	1	1	1	 	 	3	10	0	15	12	7	4	9	2	2	0	0	6	2	3	 	 	 	 	 	 	 	 	 
ET040068	1	45	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	12	12	6	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	2	42	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	3	39	1	13	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	4	22	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	5	17	2	7	1	 	 	 	1	1991	1	9	1	 	 	3	25	0	15	12	7	5	9	2	3	0	0	6	3	1	 	 	 	 	 	 	 	 	 
ET040068	6	15	1	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET040068	7	11	1	7	1	 	 	 	1	1996	1	3	1	 	 	3	10	0	15	12	7	3	9	1	2	0	0	6	2	4	 	 	 	 	 	 	 	 	 
