CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET090058	2	5	2	2	875	320
ET090058	3	50	54	2	10800	5860
ET090058	4	75	28	2	14000	2800
ET090058	5	76	5	2	4500	350
ET090058	6	125	4	2	2000	180
ET090059	1	64	13	2	5590	75
ET090059	2	35	7	2	3150	150
ET090059	3	75	12	2	6600	540
ET090059	4	5	12	2	2600	2140
ET090060	1	44	4	2	1200	27
ET090060	2	75	18	2	5400	1713
ET090060	3	35	15	2	4250	1863
ET090060	4	43	.5	2	490	0
ET090060	5	42	.6	2	360	10
ET090060	6	76	1	2	1000	0
ET090062	1	44	3	2	1200	0
ET090062	2	76	4	2	3800	450
ET090062	3	35	3	2	600	0
ET090062	4	75	12	2	4840	685
ET090063	1	44	1.5	2	450	0
ET090063	2	75	8	2	4000	1216
ET090063	3	5	4	2	1200	120
ET090063	4	35	5	2	1900	1300
ET090063	5	76	4	2	4000	1400
ET090064	1	44	3	2	750	0
ET090064	2	76	4	2	4000	285
ET090064	3	75	25	2	12500	970
ET090064	4	5	10	2	5000	145
ET090064	5	35	10	2	4200	400
ET090064	6	43	.5	2	400	30
ET090064	7	7	2	2	6000	0
ET090065	1	44	4.5	2	1800	96
ET090065	2	35	3	2	990	100
ET090065	3	76	4	2	2400	360
ET090065	4	5	5	2	1500	400
ET090066	1	44	1	2	350	10
ET090066	2	76	4	2	3200	30
ET090067	1	44	1.5	2	450	48
ET090067	2	35	12	2	3600	250
ET090067	3	75	40	2	12000	9150
ET090068	1	44	2	2	600	0
ET090068	2	35	23	2	7130	1750
ET090068	3	75	25	2	10000	4247
ET090069	1	76	3	2	3000	580
ET090069	2	75	4	2	2000	885
ET090070	1	44	5	2	2000	0
ET090070	2	35	7	2	2450	0
ET090070	3	75	3	2	1500	64
ET090071	1	75	60	2	15000	9220
ET090072	1	44	1	2	370	0
ET090072	2	75	17	2	6800	1556
ET090072	3	35	14	2	4620	1568
ET090072	4	76	13	2	10400	525
ET090073	1	44	.5	2	180	32
ET090073	2	35	1	2	350	45
ET090074	1	44	6	2	450	150
ET090074	2	48	2	2	0	25
ET090074	3	96	4	2	0	80
ET090074	4	64	15	2	2000	525
ET090074	5	60	1.5	2	1600	70
ET090075	1	44	3	2	750	0
ET090075	2	7	5	1	110	0
ET090075	3	75	13	2	5200	1802
ET090075	4	35	4	2	1600	60
ET090075	5	76	1	2	1000	125
ET090076	1	44	4	2	1320	20
ET090076	2	35	4	2	1360	360
ET090076	3	5	3	2	750	0
ET090076	4	75	6	2	3600	670
ET090077	1	44	4	2	1200	0
ET090077	2	75	5	2	2000	600
ET090077	3	5	2	2	600	100
ET090077	4	8	1.5	2	900	100
ET090077	5	35	2	2	700	150
ET090078	1	44	6.5	2	1950	90
ET090078	2	79	1	2	400	0
ET090078	3	75	6	2	2140	850
ET090078	4	5	3	2	900	90
ET090078	5	35	1	2	370	0
ET090078	6	76	4	2	1800	650
ET090079	1	44	12	2	4800	0
ET090079	2	35	18	2	6120	0
ET090079	3	75	4	2	2000	224
ET090079	4	5	5	2	1500	12
ET090079	5	76	1	2	800	0
ET090080	1	44	1.5	2	600	0
ET090080	2	35	1.5	2	480	0
ET090080	3	76	.5	2	500	0
ET090081	1	44	5	2	2000	800
ET090081	2	75	15	2	7500	4500
ET090081	3	35	5	2	1000	134
ET090082	1	44	4	2	1360	90
ET090082	2	75	17	2	7790	1210
ET090082	3	5	9	2	2700	400
ET090082	4	35	9	2	3060	570
ET090084	1	44	8	2	2400	910
ET090084	2	76	5	2	5000	603
ET090084	3	75	11	2	5500	1481
ET090084	4	5	4	2	1200	220
ET090084	5	35	11	2	3150	1440
ET090085	1	35	6	2	2280	436
ET090085	2	44	1	2	320	0
ET090086	1	35	3.75	2	1500	244
ET090086	2	44	4	2	1600	64
ET090086	3	64	1	2	500	16
ET090086	4	75	3	2	1500	658
ET090087	1	76	5	2	5000	500
ET090087	2	75	20	2	9000	2400
ET090087	3	35	4	2	1600	650
ET090087	4	44	2	2	800	180
ET090088	1	7	50	1	100	2
ET090088	2	44	4	2	1600	0
ET090088	3	35	6	2	1800	0
ET090088	4	75	18	2	6840	1975
ET090089	1	75	30	2	12000	5200
ET090089	2	44	2	2	800	0
ET090089	3	5	2	2	900	60
ET090089	4	76	4	2	3200	330
ET090089	5	50	13	2	2600	2190
ET090089	6	35	9	2	3600	2155
ET090090	1	35	6.5	2	1625	165
ET090090	2	5	5	2	1500	134
ET090090	3	44	4	2	1200	32
ET090092	1	44	2.5	2	900	250
ET090092	2	35	2	2	800	30
ET090092	3	75	3	2	1200	80
ET090092	4	79	1	2	400	20
ET090093	1	76	3	2	2640	498
ET090094	1	44	6	2	2040	675
ET090094	2	75	23	2	11500	3000
ET090094	3	76	10	2	9000	600
ET090094	4	35	8	2	2240	1330
ET090095	1	44	7	2	1400	240
ET090095	2	35	4.5	2	1470	350
ET090095	3	75	11	2	3850	240
ET090096	1	44	2	2	600	775
ET090096	2	76	6	2	6000	938
ET090096	3	35	8	2	2720	420
ET090096	4	75	30	2	12000	5784
ET090096	5	5	7	2	1750	1600
ET100005	1	8	3	2	0	450
ET100005	2	75	5	2	0	2400
ET100005	3	63	10	2	0	0
ET100015	1	63	8	4	0	280
ET100016	1	125	2	2	800	400
ET100016	2	26	2	1	20	10
ET100017	1	21	0	88	0	0
ET100019	1	21	0	88	88	0
ET100021	1	21	0	88	-88	100
ET100023	1	10	10	10	0	2
ET100023	2	50	30	1	0	40
ET100023	3	21	0	88	-88	0
ET100026	1	21	0	88	-88	0
ET100026	2	5	6	2	2400	1200.88
ET100030	1	76	50	1	500	50
ET100030	2	63	8	2	2000	300
ET100030	3	43	50	1	0	70
ET100032	1	21	100	60	0	0
ET100038	1	10	5	10	20	3
ET100038	2	96	4	10	20	3
ET100041	1	63	8	2	0	350
ET100041	2	75	5	2	0	1500
ET100041	3	50	3.5	2	0	200
ET100041	4	125	1	2	0	200
ET100050	1	8	50	1	400	137
ET100050	2	125	100	1	400	150
ET100052	1	96	0	88	-88	180
ET100052	2	8	2	2	835	0
ET100052	3	124	.5	1	275	0
ET100055	1	10	4	41	100	0
ET100055	2	55	1	41	20	5
ET100055	3	75	6	2	2400	1500
ET100055	4	8	5	2	4000	1650
ET100055	5	125	1.5	2	200	380
ET100055	6	15	1	2	200	850
ET100057	1	75	5	2	1500	2000
ET100057	2	8	2.5	2	2000	600
ET100057	3	21	0	88	-88	88
ET100059	1	10	12	1	36	1.5
ET100059	2	12	10	1	40	1.5
ET100059	3	6	70	1	200	1
ET100063	1	75	1	2	450	100
ET100064	1	8	3	2	2200	200
ET100071	1	8	200	1	1600	400
ET100071	2	63	200	1	800	100
ET100072	1	125	5	2	2000	400
ET100072	2	75	4	2	1200	200
ET100075	1	21	30	60	0	0
ET100077	1	5	3	2	1800	400
ET100077	2	8	2	20	1500	650
ET100077	3	75	1	2	650	500
ET100077	4	35	3	2	1140	600
ET100077	5	19	1	2	850	500
ET100080	1	125	.5	2	900	0
ET100083	1	21	0	88	-88	0
ET100086	1	19	2	2	1000	300
ET100097	1	63	2	2	680	50
ET110002	1	44	100	1	400	25
ET110003	1	27	35	41	300	0
ET110003	2	76	30	2	25000	5360
ET110003	3	75	30	2	15000	3690
ET110003	4	19	4	2	1800	0
ET110003	5	5	5	2	1500	40
ET110003	6	8	10	2	8000	3000
ET110004	1	44	50	1	200	0
ET110004	2	76	7	2	3000	1000
ET110004	3	75	5	2	2000	550
ET110004	4	8	6	2	6000	600
ET110004	5	125	1	2	300	0
ET110004	6	35	1	2	200	0
ET110006	1	44	100	1	400	15
ET110006	2	8	24	2	18000	210
ET110006	3	75	500	1	2000	3600
ET110006	4	76	800	1	9840	1000
ET110006	5	125	300	1	1200	185
ET110007	1	76	2	2	1600	160
ET110007	2	75	2	2	700	120
ET110007	3	35	50	1	200	20
ET110008	1	21	4	60	80	0
ET110009	1	76	2	2	2000	170
ET110009	2	76	5	2	10000	800
ET110009	3	75	6	2	3000	670
ET110009	4	8	3	2	2100	415
ET110009	5	75	3	2	2400	760
ET110011	1	76	15	2	13600	1300
ET110011	2	125	1	2	400	38
ET110011	3	75	350	1	1200	750
ET110012	1	44	50	1	0	20
ET110013	1	27	6	40	90	0
ET110013	2	17	10	1	300	0
ET110013	3	75	4	2	1600	586
ET110014	1	44	2	2	900	0
ET110014	2	42	1	2	700	66
ET110014	3	76	8	2	7000	5700
ET110014	4	75	6	2	1400	1410
ET110014	5	8	3	2	2100	1470
ET110015	1	8	18	2	13500	870
ET110015	2	75	10	2	4000	950
ET110015	3	76	15	2	10000	1000
ET110015	4	44	3	2	1200	80
ET110015	5	27	10	2	400	50
ET110016	1	75	13.5	2	6200	1034
ET110016	2	44	1	2	400	29
ET110016	3	125	2	2	700	75
ET110016	4	76	9	2	7704	2590
ET110016	5	5	2	2	800	110
ET110017	1	76	250	1	2500	600
ET110017	2	8	150	1	1350	400
ET110017	3	125	100	1	470	70
ET110017	4	44	100	1	400	24
ET110019	1	75	19	2	8000	1530
ET110019	2	76	10	2	10000	800
ET110019	3	125	3	2	800	80
ET110019	4	19	3	2	1200	100
ET110019	5	5	2	2	700	50
ET110020	1	76	2	2	2400	1019
ET110020	2	75	18	2	12600	2698
ET110020	3	125	1	2	400	120
ET110021	1	8	5	2	4600	785
ET110021	2	75	3.5	2	1200	260
ET110021	3	76	15	2	15600	1385
ET110021	4	125	2.5	2	700	75
ET110021	5	5	3	2	1200	150
ET110022	1	21	43	56	0	0
ET110022	2	44	35	1	100	12
ET110022	3	76	25	2	30100	7203
ET110022	4	75	9	2	3600	1697
ET110022	5	15	11	2	4100	347.5
ET110022	6	5	1	2	300	200
ET110022	7	8	6.5	2	4200	2745
ET110022	8	63	0	88	-88	341
ET110022	9	125	2.5	2	700	335
ET110023	1	76	6	2	6000	500
ET110023	2	8	2	2	1600	320
ET110024	1	21	60	60	1000	0
ET110024	2	76	10	2	10400	1118
ET110024	3	75	5	2	1600	312
ET110024	4	50	3	2	1350	70
ET110024	5	72	3	2	450	0
ET110024	6	8	7	2	6800	1080
ET110024	7	59	6	40	500	0
ET110025	1	76	25	2	18800	5960
ET110025	2	75	10	2	4000	1430
ET110025	3	125	4	2	1400	150
ET110026	1	76	20	2	16000	1200
ET110026	2	5	4	2	1600	700
ET110026	3	125	3	2	1200	50
ET110026	4	75	3	2	1200	800
ET110026	5	8	2	2	1600	300
ET110026	6	19	6	2	1800	150
ET110027	1	75	4	2	1250	700
ET110028	1	125	1	5	60	10
ET110028	2	35	1	5	40	10
ET110028	3	76	3	2	3000	190
ET110029	1	44	2	40	400	0
ET110029	2	26	4	40	150	20
ET110030	1	44	50	1	200	50
ET110030	2	75	4	2	3000	700
ET110030	3	75	3	2	1200	300
ET110030	4	125	50	1	200	30
ET110031	1	21	800	30	800	0
ET110031	2	76	4	2	3600	849
ET110031	3	8	.5	2	400	420
ET110031	4	5	2	2	800	80
ET110031	5	125	1.5	2	900	60
ET110031	6	44	3	2	1100	50
ET110032	1	76	7	2	6000	3243
ET110032	2	75	3.5	2	900	1187
ET110032	3	8	1.5	2	1200	1836
ET110032	4	5	1.5	2	600	306
ET110032	5	125	1.5	2	500	0
ET110033	1	44	50	1	200	20
ET110034	1	76	3	2	1800	580
ET110034	2	75	4	2	2000	630
ET110035	1	75	7	2	1520	873
ET110035	2	8	4	2	800	533
ET110036	1	125	5	2	1600	200
ET110036	2	76	12	2	8600	1640
ET110036	3	44	1	2	400	25
ET110036	4	75	8	2	3600	572
ET110036	5	15	15	2	6000	400
ET110036	6	42	1	2	800	40
ET110036	7	125	1	2	350	36
ET110037	1	44	4	2	1600	0
ET110037	2	21	22	56	240	0
ET110037	3	125	1	41	400	18
ET110037	4	27	2	40	60	0
ET110037	5	35	1	40	200	14.5
ET110038	1	44	50	1	200	12
ET110038	2	76	3	2	3000	355
ET110038	3	75	4	2	1200	135
ET110039	1	76	7	2	2000	900
ET110039	2	125	50	1	200	0
ET110039	3	75	2	2	800	155
ET110042	1	8	20	2	13000	2500
ET110042	2	15	4	2	1600	600
ET110042	3	75	1	2	400	400
ET110042	4	44	2	2	700	100
ET110043	1	8	5	2	4600	785
ET110043	2	75	3.5	2	1200	260
ET110043	3	76	15	2	15600	1385
ET110043	4	125	2.5	2	700	75
ET110043	5	5	3	2	1200	150
ET110045	1	44	10	1	40	15
ET110045	2	76	3	2	3000	2125
ET110045	3	8	2	2	1400	515
ET110047	1	44	25	1	100	15
ET110047	2	8	200	1	1500	250
ET110047	3	8	300	1	2250	2538
ET110048	1	76	3.75	2	3000	2450
ET110048	2	8	4	2	2600	600
ET110048	3	75	6	2	2000	600
ET110048	4	15	2	2	800	0
ET110048	5	125	1	1	300	155
ET110049	1	44	5	2	2000	28
ET110049	2	76	10	2	18000	2680
ET110049	3	75	7.5	2	2800	620
ET110049	4	8	6.5	2	4200	1450
ET110049	5	125	3	2	1200	450
ET110049	6	19	2	2	800	470
ET110049	7	35	1	2	300	70
ET110051	1	27	7	41	126	30
ET110051	2	76	181	2	18000	6438
ET110051	3	15	4	2	1200	270
ET110051	4	8	3.2	2	2240	954
ET110051	5	5	1.5	2	225	40
ET110051	6	75	8.5	2	3825	1131
ET110052	1	75	3	2	1200	300
ET110052	2	125	1.5	2	500	140
ET110052	3	8	4	2	1600	400
ET110052	4	76	2	2	1600	400
ET110053	1	75	6	2	2400	368
ET110053	2	76	3	2	2800	602
ET110053	3	8	5	2	3500	668
ET110054	1	44	50	1	200	25
ET110055	1	27	10	40	350	0
ET110055	2	75	610	2	3600	1492
ET110055	3	76	5	2	4800	1000
ET110055	4	8	2.5	2	2250	5000
ET110055	5	15	3	2	1260	125
ET110055	6	44	2	2	780	100
ET110056	1	21	36	60	1200	20
ET110056	2	44	4	2	1300	57
ET110056	3	76	30	2	30000	3500
ET110056	4	75	5	2	1500	650
ET110057	1	76	4.5	2	3680	1196
ET110057	2	8	90	1	600	159
ET110057	3	125	1.5	2	600	55
ET110059	1	44	50	1	200	30
ET110059	2	75	3	2	900	150
ET110059	3	8	8	2	7000	500
ET110063	1	8	2.5	2	2000	530
ET110063	2	125	25	1	100	20
ET110063	3	35	25	1	50	20
ET110063	4	21	15	60	240	0
ET110064	1	5	2	2	700	100
ET110064	2	75	2.5	2	1000	470
ET110064	3	76	3	2	3000	520
ET110064	4	125	1	2	400	50
ET110064	5	19	1	2	500	50
ET110064	6	35	.5	2	100	8
ET110064	7	44	1	2	400	20
ET110064	8	8	2	2	1600	470
ET110065	1	44	4	2	2000	34.5
ET110065	2	21	35	56	450	0
ET110065	3	8	4	2	3000	450.5
ET110065	4	76	5	2	5800	370
ET110065	5	75	4	2	2000	350
ET110065	6	35	3	2	600	15
ET110065	7	125	1	2	350	40
ET110066	1	75	1.5	2	600	96
ET110066	2	76	1.25	2	1250	546
ET110066	3	8	2	2	1400	570
ET110066	4	15	3	2	1200	40
ET110067	1	8	100	1	1000	200
ET110067	2	75	500	1	2500	300
ET110068	1	76	3.5	2	3800	150
ET110069	1	44	25	1	100	10
ET110069	2	76	9	2	9000	2780
ET110069	3	5	1.5	2	500	330
ET110069	4	75	2.5	2	800	565
ET110070	1	44	2	2	900	150
ET110070	2	125	2.5	2	1000	200
ET110070	3	31	20	3	500	50
ET110070	4	76	5	2	5000	1000
ET110070	5	8	10	2	10000	2000
ET110070	6	75	1.5	2	900	150
ET110070	7	23	1	2	300	50
ET110071	1	76	22	2	13600	4244
ET110071	2	75	11	2	4900	2031
ET110071	3	15	4	2	1400	360
ET110071	4	5	3	2	1500	145
ET110071	5	8	2.5	2	1750	540
ET110071	6	44	1	2	600	36
ET110071	7	19	6	2	3300	325
ET110071	8	125	4	2	1600	150
ET110071	9	21	70	56	800	0
ET110072	1	76	4	1	4000	1742.5
ET110072	2	15	2.5	1	1000	100
ET110073	1	44	1	2	400	0
ET110073	2	75	5	2	2250	1200
ET110073	3	8	5	2	3250	1100
ET110073	4	76	9.5	2	10000	3030
ET110074	1	125	150	1	600	125
ET110074	2	8	175	1	1200	400
ET110074	3	75	50	1	200	100
ET110074	4	44	50	1	200	20
ET110075	1	44	100	1	400	50
ET110075	2	15	20	2	4000	1230
ET110075	3	8	13	2	1000	1400
ET110075	4	75	3	2	1200	750
ET110077	1	125	50	1	150	-88
ET110077	2	76	3	2	3000	800
ET110077	3	8	2	2	1600	100
ET110077	4	15	2	2	900	200
ET110077	5	44	2	2	800	33
ET110077	6	5	1	2	350	20
ET110078	1	76	45	2	40000	3470
ET110078	2	27	3	2	100	0
ET110078	3	75	10	2	4000	1800
ET110078	4	15	5	2	1600	640
ET110079	1	125	2	2	700	0
ET110079	2	76	12	2	13500	3915
ET110079	3	75	3	2	1000	615
ET110079	4	27	7	41	200	0
ET110079	5	19	3	2	1200	0
ET110081	1	76	550	1	5500	1040
ET110081	2	75	350	1	130	310
ET110081	3	8	250	1	1600	275
ET110082	1	44	1	2	300	25
ET110082	2	15	2	2	800	542
ET110082	3	75	7	2	4000	123
ET110082	4	8	6	2	4000	360
ET110082	5	76	3	2	2000	930
ET110083	1	44	50	1	200	20
ET110083	2	8	350	1	2400	230
ET110083	3	76	850	1	7600	425
ET110083	4	75	200	1	900	175
ET110083	5	15	300	1	1400	110
ET110084	1	76	1	2	700	400
ET110085	1	44	25	1	100	28
ET110085	2	75	4	2	1250	470
ET110085	3	125	50	1	200	35
ET110086	1	44	50	1	200	0
ET110086	2	75	3	2	1200	355
ET110086	3	8	2	2	1500	355
ET110086	4	76	1.5	2	1500	355
ET110088	1	76	2	2	2000	830
ET110088	2	75	3	2	1350	492
ET110089	1	44	50	1	200	30
ET110089	2	76	9	2	6200	1846
ET110089	3	75	12	2	9500	1321
ET110091	1	44	0	2	0	100
ET110091	2	125	1	2	300	100
ET110091	3	75	2.5	2	900	360
ET110091	4	76	2	2	2000	360
ET110091	5	8	1.5	2	1200	360
ET110092	1	75	6	2	2200	522.5
ET110092	2	76	5	2	4000	455.75
ET110092	3	8	2	2	1600	289.25
ET110092	4	5	2	2	800	212.25
ET110093	1	76	53	2	47000	7950
ET110093	2	75	30	2	8500	3605
ET110093	3	42	5	2	4000	1160
ET110093	4	123	7	2	1800	2060
ET110093	5	125	3.5	2	675	1300
ET110094	1	44	50	1	200	15
ET110094	2	76	8	2	6300	3345
ET110094	3	75	6	2	1440	1250
ET110096	1	27	3	41	60	0
ET110096	2	75	10	2	4000	936.25
ET110096	3	76	20	2	16800	3228
ET110096	4	15	1	2	400	0
ET110096	5	8	5	2	3500	437.55
ET110096	6	44	4	2	1600	75
ET110096	7	125	2	2	800	750
ET110098	1	8	2	2	1600	309
ET110098	2	76	5.5	2	4800	926
ET110098	3	125	3	2	1000	150
ET110098	4	15	4	2	1600	370
ET110098	5	42	.75	2	600	56
ET110098	6	75	1	2	400	249
ET110098	7	50	4	2	1760	710
ET110099	1	76	1.5	2	1350	500
ET110099	2	44	1	2	450	40
ET110100	1	15	20	2	11251	2470
ET110100	2	8	8	2	6000	1080
ET110100	3	76	25	2	18000	9250
ET110100	4	75	25	2	14000	2150
ET120001	1	76	30	1	250	120
ET120001	2	44	50	1	200	10
ET120001	3	41	0	88	-88	-88
ET120002	1	41	18	60	450	150
ET120002	2	14	10	47	300	120
ET120002	3	76	1	2	1000	180
ET120004	1	41	20	60	500	100
ET120004	2	14	0	88	-88	0
ET120004	3	44	1	2	450	30
ET120005	1	8	1	2	1200	0
ET120005	2	44	4	2	2800	100
ET120005	3	79	.5	2	200	0
ET120005	4	14	40	47	1300	300
ET120005	5	41	0	88	-88	-88
ET120006	1	14	10	47	700	65
ET120006	2	8	3.5	2	2800	200
ET120006	3	75	3	2	1200	150
ET120006	4	79	3	2	1050	0
ET120006	5	41	10	60	500	0
ET120007	1	44	50	1	260	30
ET120007	2	41	0	88	-88	0
ET120008	1	14	25	47	2300	300
ET120008	2	41	20	60	400	200
ET120008	3	76	2	2	1600	530
ET120008	4	75	2	2	1200	485
ET120009	1	14	60	47	4000	200
ET120009	2	44	2	2	1000	70
ET120009	3	76	1	2	800	50
ET120009	4	41	10	60	500	50
ET120010	1	14	145	47	8700	1000
ET120010	2	76	3	2	3300	900
ET120010	3	44	8	2	2400	450
ET120010	4	41	30	60	1500	200
ET120010	5	17	.5	2	500	0
ET120010	6	35	3	2	450	200
ET120010	7	51	500	56	100	10
ET120010	8	96	400	56	200	0
ET120011	1	14	20	47	500	150
ET120011	2	41	20	60	500	100
ET120011	3	79	2	2	600	50
ET120012	1	125	2	2	800	400
ET120012	2	44	3	2	1200	40
ET120012	3	17	.5	2	400	0
ET120012	4	14	7	47	280	30
ET120014	1	64	70	1	210	0
ET120014	2	44	1	2	350	0
ET120014	3	14	20	47	400	50
ET120015	1	41	15	60	200	50
ET120015	2	44	6.5	2	3250	880
ET120015	3	14	20	47	2000	250
ET120016	1	76	4	2	3200	670
ET120016	2	75	5	2	1500	500
ET120016	3	50	2	2	600	300
ET120016	4	44	3	2	1200	120
ET120016	5	14	20	47	1500	150
ET120016	6	41	15	60	800	30
ET120017	1	79	1.5	2	250	0
ET120017	2	44	1	2	700	0
ET120017	3	19	.5	2	450	0
ET120017	4	41	10	60	400	0
ET120017	5	75	1.5	2	900	0
ET120018	1	125	50	1	150	20
ET120018	2	79	1	2	300	40
ET120018	3	14	8	10	400	0
ET120018	4	41	0	88	0	0
ET120019	1	44	20	2	8000	300
ET120019	2	56	60	56	180	0
ET120019	3	76	4	2	4800	2450
ET120019	4	75	6.5	2	3250	400
ET120019	5	79	7	2	3500	150
ET120019	6	41	35	60	1050	300
ET120019	7	14	40	47	7000	2000
ET120020	1	44	2	2	700	50
ET120021	1	14	10	47	350	80
ET120021	2	41	0	88	-88	120
ET120021	3	44	2	2	600	136
ET120024	1	76	70	1	170	0
ET120024	2	64	2	2	600	0
ET120024	3	14	7	47	270	40
ET120024	4	41	30	60	300	0
ET120025	1	10	50	10	500	100
ET120025	2	41	10	60	400	100
ET120025	3	76	2	2	180	350
ET120025	4	17	50	24	500	200
ET120026	1	44	2	2	1000	80
ET120026	2	14	80	47	5000	400
ET120026	3	76	2	2	2000	170
ET120027	1	41	15	60	450	125
ET120027	2	14	30	47	750	100
ET120027	3	17	10	1	300	0
ET120027	4	3	130	56	150	0
ET120027	5	10	45	10	45	0
ET120027	6	51	75	56	40	0
ET120027	7	44	4	2	1150	200
ET120027	8	31	10	55	120	75
ET120027	9	75	3	2	1200	200
ET120028	1	14	10	47	200	80
ET120028	2	41	15	60	600	90
ET120028	3	75	1	2	400	35
ET120028	4	8	1	2	800	50
ET120029	1	41	40	60	600	50
ET120029	2	44	3	2	1100	40
ET120029	3	14	25	47	600	200
ET120029	4	8	1	2	950	210
ET120029	5	19	1.5	2	900	100
ET120029	6	79	1	2	700	0
ET120031	1	14	19	47	1900	160
ET120031	2	41	9	60	415	0
ET120031	3	76	1	2	900	120
ET120031	4	44	3	2	1100	150
ET120032	1	14	80	47	4000	1500
ET120032	2	41	50	60	1250	100
ET120032	3	44	10	2	3500	500
ET120032	4	75	4	2	2000	500
ET120032	5	51	2500	56	500	25
ET120032	6	125	1	2	300	0
ET120032	7	76	3	2	2550	500
ET120032	8	10	1000	10	1000	0
ET120032	9	72	.75	40	200	10
ET120032	10	96	50	56	150	0
ET120033	1	14	8	47	240	30
ET120033	2	41	10	60	250	50
ET120033	3	79	1	2	400	20
ET120034	1	8	5	2	6000	1600
ET120034	2	44	8	2	4000	400
ET120034	3	26	6	2	3900	0
ET120034	4	79	4	2	3000	0
ET120034	5	14	100	47	8000	2000
ET120034	6	41	15	60	400	0
ET120034	7	17	4	2	2900	0
ET120034	8	51	1	2	300	0
ET120035	1	41	20	60	1400	130
ET120035	2	44	3	2	1000	200
ET120036	1	41	30	56	1200	200
ET120036	2	14	25	47	750	100
ET120036	3	17	2	24	20	0
ET120036	4	21	80	56	1000	300
ET120036	5	10	32	10	32	0
ET120037	1	41	15	60	375	50
ET120037	2	44	50	1	150	0
ET120037	3	14	10	47	500	100
ET120037	4	10	25	10	25	0
ET120038	1	14	12	47	300	50
ET120038	2	44	4	2	1200	150
ET120038	3	75	5	2	2000	350
ET120038	4	41	15	60	280	80
ET120038	5	10	40	10	40	2
ET120039	1	41	30	60	1500	70
ET120039	2	17	.5	2	1200	0
ET120039	3	8	1.5	2	1100	200
ET120039	4	75	1.5	2	1000	120
ET120039	5	79	2	2	700	0
ET120039	6	14	10	47	600	50
ET120039	7	44	2	2	800	0
ET120040	1	44	2	2	600	0
ET120040	2	41	10	60	500	0
ET120040	3	76	2	2	2000	0
ET120040	4	14	30	47	1200	200
ET120041	1	14	44	47	1800	300
ET120041	2	44	2	2	800	100
ET120041	3	41	7	60	210	40
ET120041	4	10	20	10	20	0
ET120041	5	79	50	24	100	20
ET120041	6	76	100	1	800	150
ET120042	1	44	4	2	1600	500
ET120042	2	14	50	47	2000	500
ET120042	3	41	50	60	2500	0
ET120042	4	64	0	88	-88	0
ET120042	5	76	3	2	2500	450
ET120042	6	7	6	2	6000	500
ET120043	1	44	7	2	3000	120
ET120043	2	79	4	2	1080	0
ET120043	3	76	3	2	3000	0
ET120043	4	14	20	47	1500	250
ET120043	5	41	20	60	1000	100
ET120043	6	21	70	56	3000	400
ET120044	1	76	2	2	1800	400
ET120044	2	79	1.5	2	300	0
ET120044	3	14	10	47	300	150
ET120044	4	41	0	88	-88	0
ET120045	1	76	1	2	800	200
ET120045	2	44	50	1	200	60
ET120045	3	7	30	1	200	50
ET120045	4	79	50	1	175	20
ET120045	5	41	15	60	500	150
ET120045	6	17	10	1	300	0
ET120046	1	14	30	47	1200	250
ET120046	2	41	15	60	750	0
ET120046	3	44	3	2	1200	330
ET120046	4	79	2	2	1000	0
ET120046	5	8	1	2	800	100
ET120046	6	125	1.5	2	775	0
ET120046	7	7	.5	2	650	0
ET120046	8	75	1	2	550	0
ET120046	9	76	1	2	1000	100
ET120046	10	17	50	1	500	0
ET120047	1	14	30	47	1500	100
ET120047	2	41	20	60	500	100
ET120047	3	75	2	2	1100	250
ET120047	4	79	4	2	1000	20
ET120047	5	76	3	2	2400	300
ET120047	6	44	0	88	-88	-88
ET120048	1	8	3	2	2400	400
ET120048	2	125	1	2	400	100
ET120048	3	75	5	2	5000	250
ET120048	4	44	2	2	700	180
ET120048	5	14	200	47	4200	500
ET120048	6	41	25	60	1025	100
ET120048	7	19	1	2	450	200
ET120049	1	44	2	2	800	132
ET120049	2	79	1.5	2	600	10
ET120050	1	44	50	1	200	70
ET120050	2	41	0	1	0	200
ET120050	3	14	20	47	1400	150
ET120050	4	76	1	2	1100	250
ET120050	5	75	2	2	1000	200
ET120051	1	79	1	2	300	0
ET120051	2	44	1	2	450	0
ET120051	3	14	25	47	650	100
ET120051	4	41	15	60	300	75
ET120051	5	76	1	2	1000	0
ET120052	1	76	1.5	2	1350	350
ET120052	2	44	2	2	600	150
ET120052	3	41	23	60	575	30
ET120053	1	41	15	60	450	100
ET120053	2	17	15	1	350	0
ET120053	3	51	70	56	30	0
ET120053	4	44	2	2	600	120
ET120053	5	10	60	10	60	0
ET120054	1	44	30	1	100	10
ET120054	2	41	0	88	-88	-88
ET120055	1	14	25	47	1700	250
ET120055	2	41	20	60	650	170
ET120055	3	76	2.5	2	2300	300
ET120055	4	75	3	2	2010	180
ET120055	5	44	3	2	1650	200
ET120055	6	64	2	2	660	140
ET120055	7	17	20	1	80	35
ET120055	8	51	60	1	70	25
ET120055	9	96	30	1	40	8
ET120056	1	41	15	60	500	100
ET120056	2	14	50	46	1800	150
ET120056	3	76	2.5	2	2000	160
ET120056	4	64	4	2	2000	0
ET120056	5	44	6	2	2400	230
ET120057	1	41	15	60	750	0
ET120057	2	79	1.5	2	525	15
ET120057	3	14	15	47	900	0
