CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET180080	5	5	888	72	888	1	4
ET180080	6	11	888	888	888	0	88
ET180081	2	75	888	888	888	0	88
ET180082	2	5	75	5	75	1	4
ET180082	3	130	123	5	75	1	4
ET180082	4	11	888	888	888	0	88
ET180082	6	21	888	21	888	0	88
ET180083	2	11	888	888	888	0	88
ET180083	3	75	888	888	888	0	88
ET180083	4	5	888	888	888	0	88
ET180083	5	130	888	888	888	0	88
ET180083	7	21	888	21	888	0	88
ET180084	2	75	888	888	888	0	88
ET180084	3	123	888	888	888	0	88
ET180084	4	125	5	888	888	0	88
ET180085	2	11	888	888	888	0	88
ET180085	3	75	888	888	888	0	88
ET180086	2	21	888	21	888	0	88
ET180086	3	123	888	888	888	0	88
ET180086	4	75	888	888	888	0	88
ET180087	2	11	888	888	888	0	88
ET180087	4	130	888	888	888	0	88
ET180087	5	75	123	888	888	0	88
ET180087	6	75	130	888	888	0	88
ET180087	7	21	888	21	888	0	88
ET180088	2	75	888	888	888	0	88
ET180088	3	130	888	888	888	0	88
ET180088	4	123	888	888	888	0	88
ET180088	5	11	888	888	888	0	88
ET180090	2	11	888	888	888	0	88
ET180090	3	75	888	888	888	0	88
ET180090	4	130	888	888	888	0	88
ET180091	2	11	888	888	888	0	88
ET180091	3	130	888	888	888	0	88
ET180091	4	75	888	888	888	0	88
ET180092	2	125	5	888	888	0	88
ET180092	3	123	888	888	888	0	88
ET180092	4	75	888	888	888	0	88
ET180092	5	11	888	888	888	0	88
ET180092	6	21	888	21	888	0	88
ET180093	2	5	888	888	888	0	88
ET180093	3	5	888	888	888	0	88
ET180094	2	125	888	72	888	1	3
ET180094	3	75	888	888	888	0	88
ET180094	4	5	888	888	888	0	88
ET180094	5	11	888	888	888	0	88
ET180094	6	888	888	10	55	1	4
ET180095	2	11	888	888	888	0	88
ET180096	2	11	888	888	888	0	88
ET180096	3	75	888	888	888	0	88
ET180096	4	130	888	888	888	0	88
ET180096	5	123	888	888	888	0	88
ET180096	6	5	888	888	888	0	88
ET180097	2	130	888	888	888	0	88
ET180097	3	123	888	888	888	0	88
ET180097	4	130	75	888	888	0	88
ET180100	2	75	888	888	888	0	88
ET190017	5	5	888	888	888	0	88
ET190024	2	5	888	888	888	0	88
ET190024	3	5	888	888	888	0	88
ET190024	4	11	888	888	888	0	88
ET190025	2	75	888	888	888	0	88
ET190026	2	5	888	888	888	0	88
ET190034	2	75	5	888	888	0	88
ET190040	2	5	888	888	888	0	88
ET190043	1	130	888	888	888	0	88
ET190045	1	21	888	21	888	0	88
ET190051	2	75	5	888	888	0	88
ET190056	2	75	5	888	888	0	88
ET190068	1	75	888	888	888	0	88
ET190069	2	130	888	888	888	0	88
ET190070	2	72	888	888	888	1	4
ET190072	3	123	888	888	888	0	88
ET190082	2	5	888	888	888	0	88
ET190087	2	11	888	888	888	0	88
ET190093	2	75	888	888	888	0	88
ET190098	2	130	888	888	888	0	88
ET190098	3	5	888	888	888	0	88
ET190100	2	75	888	888	888	0	88
ET200003	1	44	33	72	888	1	4
ET200003	2	79	888	888	888	0	88
ET200003	3	79	888	888	888	0	88
ET200003	4	76	888	888	888	0	88
ET200003	6	15	888	888	888	0	88
ET200004	2	20	888	888	888	0	88
ET200004	3	8	888	888	888	0	88
ET200004	5	75	888	888	888	0	88
ET200005	1	76	75	888	888	0	88
ET200005	2	8	888	888	888	0	88
ET200005	3	130	888	888	888	0	88
ET200011	1	11	888	888	888	0	88
ET200011	3	76	888	888	888	0	88
ET200011	4	20	888	888	888	0	88
ET200011	5	76	888	888	888	0	88
ET200012	2	8	888	888	888	0	88
ET200012	3	123	888	123	888	1	4
ET200012	4	5	888	888	888	0	88
ET200012	5	8	888	888	888	0	88
ET200012	6	8	888	888	888	0	88
ET200013	2	8	888	888	888	0	88
ET200013	3	75	888	888	888	0	88
ET200014	1	75	888	888	888	0	88
ET200014	2	79	888	888	888	0	88
ET200014	4	76	888	888	888	0	88
ET200015	1	64	5	888	888	0	88
ET200015	2	76	888	888	888	0	88
ET200016	2	8	888	888	888	0	88
ET200016	3	76	888	888	888	0	88
ET200016	4	44	888	123	888	1	4
ET200018	1	15	888	888	888	0	88
ET200018	2	75	888	888	888	0	88
ET200018	3	76	888	888	888	0	88
ET200018	4	76	888	888	888	0	88
ET200018	6	75	888	888	888	0	88
ET200019	1	11	888	888	888	0	88
ET200019	2	75	888	888	888	0	88
ET200019	3	76	888	888	888	0	88
ET200020	1	11	8	888	888	0	88
ET200020	2	8	888	888	888	0	88
ET200020	3	123	888	888	888	0	88
ET200020	4	8	888	888	888	0	88
ET200021	1	8	5	51	96	1	4
ET200021	3	76	888	888	888	0	88
ET200022	1	11	888	888	888	0	88
ET200022	2	76	888	888	888	0	88
ET200022	3	76	888	888	888	0	88
ET200022	4	76	888	888	888	0	88
ET200022	5	75	888	888	888	0	88
ET200022	6	79	888	7	888	0	88
ET200024	1	11	888	888	888	0	88
ET200024	2	75	888	888	888	0	88
ET200024	3	8	888	888	888	0	88
ET200026	1	44	888	888	888	0	88
ET200026	2	8	888	888	888	0	88
ET200026	3	8	888	888	888	0	88
ET200026	4	8	888	888	888	0	88
ET200026	5	75	888	888	888	0	88
ET200027	1	11	888	888	888	0	88
ET200029	1	44	888	888	888	0	88
ET200029	2	8	888	888	888	0	88
ET200029	3	75	888	888	888	0	88
ET200029	4	123	888	888	888	0	88
ET200030	2	76	888	888	888	0	88
ET200030	3	75	888	888	888	0	88
ET200031	2	75	76	888	888	0	88
ET200032	2	76	888	888	888	0	88
ET200032	3	76	888	888	888	0	88
ET200033	4	76	888	888	888	0	88
ET200035	1	33	51	888	888	0	88
ET200035	2	8	888	888	888	0	88
ET200035	3	8	888	888	888	0	88
ET200035	4	130	75	888	888	0	88
ET200035	6	8	888	888	888	0	88
ET200035	7	5	888	888	888	0	88
ET200036	1	8	44	888	888	0	88
ET200036	2	123	888	888	888	0	88
ET200036	4	130	888	888	888	0	88
ET200036	5	130	888	888	888	0	88
ET200037	1	5	888	888	888	0	88
ET200037	2	8	75	888	888	0	88
ET200037	3	79	8	888	888	0	88
ET200037	4	15	888	888	888	0	88
ET200037	5	8	888	888	888	0	88
ET200038	2	130	888	888	888	0	88
ET200038	3	8	888	888	888	0	88
ET200038	4	75	888	888	888	0	88
ET200040	3	8	888	888	888	0	88
ET200041	3	8	888	888	888	0	88
ET200042	1	76	15	888	888	0	88
ET200042	2	76	888	888	888	0	88
ET200042	3	5	888	888	888	0	88
ET200042	4	76	888	888	888	0	88
ET200045	2	5	27	888	888	0	88
ET200045	3	76	888	888	888	0	88
ET200045	4	75	130	888	888	0	88
ET200046	2	20	888	888	888	0	88
ET200046	3	76	888	888	888	0	88
ET200046	4	76	888	888	888	0	88
ET200047	1	5	888	888	888	0	88
ET200047	2	8	888	888	888	0	88
ET200047	3	75	888	888	888	0	88
ET200048	1	75	888	888	888	0	88
ET200048	2	76	888	888	888	0	88
ET200049	2	5	888	888	888	0	88
ET200049	4	8	888	888	888	0	88
ET200049	5	75	888	888	888	0	88
ET200050	1	11	39	888	888	1	4
ET200050	2	130	888	888	888	0	88
ET200050	3	76	888	888	888	0	88
ET200050	4	76	888	888	888	0	88
ET200050	6	43	42	888	888	0	88
ET200051	2	76	888	888	888	0	88
ET200051	3	75	888	888	888	0	88
ET200051	4	130	888	888	888	0	88
ET200051	5	27	888	888	888	1	4
ET200052	1	11	33	888	888	0	88
ET200052	2	5	44	72	888	1	1
ET200052	3	8	130	888	888	0	88
ET200052	4	8	888	888	888	0	88
ET200052	5	75	888	888	888	0	88
ET200053	1	64	5	888	888	0	88
ET200053	2	8	888	888	888	0	88
ET200053	3	15	888	888	888	0	88
ET200053	4	8	75	888	888	0	88
ET200053	5	75	888	888	888	0	88
ET200054	2	76	888	888	888	0	88
ET200054	3	76	888	888	888	0	88
ET200054	4	75	888	888	888	0	88
ET200055	1	76	5	72	888	1	4
ET200055	2	76	888	888	888	0	88
ET200055	3	76	888	888	888	0	88
ET200056	1	76	27	888	888	0	88
ET200056	2	76	888	888	888	0	88
ET200056	4	76	888	888	888	0	88
ET200057	1	15	130	888	888	0	88
ET200057	2	76	888	888	888	0	88
ET200057	3	75	888	888	888	0	88
ET200057	5	76	888	888	888	0	88
ET200057	6	76	888	888	888	0	88
ET200057	7	39	888	888	888	1	4
ET200058	2	123	888	888	888	0	88
ET200058	3	76	888	888	888	0	88
ET200058	4	76	888	888	888	0	88
ET200059	2	75	888	888	888	0	88
ET200059	3	75	888	888	888	0	88
ET200059	4	888	55	96	888	1	1
ET200060	1	125	888	888	888	0	88
ET200060	3	15	888	888	888	0	88
ET200060	5	130	888	888	888	0	88
ET200061	1	75	888	888	888	0	88
ET200061	2	76	888	888	888	0	88
ET200061	3	76	888	888	888	0	88
ET200061	4	76	888	888	888	0	88
ET200061	5	75	888	888	888	0	88
ET200062	1	33	11	888	888	1	1
ET200062	2	76	888	50	888	1	1
ET200062	3	130	888	888	888	0	88
ET200062	4	75	888	888	888	0	88
ET200062	5	130	888	888	888	0	88
ET200062	6	123	888	888	888	0	88
ET200063	4	130	888	888	888	0	88
ET200064	1	7	10	27	33	1	4
ET200064	2	76	888	888	888	0	88
ET200064	3	76	888	888	888	0	88
ET200064	4	75	888	888	888	0	88
ET200064	5	76	888	888	888	0	88
ET200065	2	130	888	888	888	0	88
ET200066	1	11	888	888	888	0	88
ET200066	2	8	888	888	888	0	88
ET200066	3	130	888	888	888	0	88
ET200066	4	8	888	888	888	0	88
ET200067	1	11	888	888	888	0	88
ET200067	2	8	888	888	888	0	88
ET200067	3	125	888	888	888	0	88
ET200067	4	5	888	888	888	0	88
ET200067	5	8	888	888	888	0	88
ET200068	1	130	888	888	888	0	88
ET200069	1	11	888	888	888	0	88
ET200069	2	130	888	888	888	0	88
ET200069	3	76	888	888	888	0	88
ET200069	4	75	888	888	888	0	88
ET200069	5	5	888	888	888	0	88
ET200070	1	75	11	888	888	0	88
ET200071	1	11	888	888	888	0	88
ET200071	2	15	888	888	888	0	88
ET200071	3	130	8	888	888	0	88
ET200071	4	8	888	888	888	0	88
ET200071	5	76	888	888	888	0	88
ET200072	2	64	888	888	888	0	88
ET200073	1	11	888	888	888	0	88
ET200073	2	75	888	888	888	0	88
ET200073	3	8	888	888	888	0	88
ET200074	2	75	888	888	888	0	88
ET200074	3	8	888	888	888	0	88
ET200074	4	75	72	888	888	1	2
ET200075	1	11	888	888	888	0	88
ET200075	2	20	888	888	888	0	88
ET200075	3	130	888	888	888	0	88
ET200075	4	75	888	888	888	0	88
ET200075	5	8	888	888	888	0	88
ET200075	6	27	33	7	72	1	4
ET200076	2	64	76	888	888	0	88
ET200076	3	130	888	888	888	0	88
ET200077	1	11	888	888	888	0	88
ET200077	2	5	888	888	888	0	88
ET200078	1	11	888	888	888	0	88
ET200080	2	76	75	888	888	0	88
ET200080	3	75	888	888	888	0	88
ET200080	4	8	888	888	888	0	88
ET200080	5	130	888	888	888	0	88
ET200080	7	9	10	888	888	1	4
ET200080	8	15	888	888	888	1	4
ET200081	1	11	888	888	888	0	88
ET200081	2	5	888	888	888	0	88
ET200081	3	75	76	888	888	0	88
ET200082	1	11	888	888	888	0	88
ET200082	2	5	888	888	888	0	88
ET200082	3	76	888	888	888	0	88
ET200083	2	76	888	888	888	0	88
ET200083	3	75	888	888	888	0	88
ET200085	2	8	888	888	888	0	88
ET200085	3	8	888	888	888	0	88
ET200086	1	11	888	888	888	0	88
ET200087	1	11	888	11	888	0	88
ET200087	3	130	888	888	888	0	88
ET200087	4	75	130	888	888	0	88
ET200087	6	8	888	888	888	0	88
ET200087	7	39	10	39	96	1	4
ET200088	2	5	888	888	888	0	88
ET200088	3	79	888	55	888	0	88
ET200089	1	75	888	888	888	0	88
ET200089	2	76	888	888	888	0	88
ET200089	3	75	888	888	888	0	88
ET200089	4	20	888	888	888	0	88
ET200089	5	15	888	888	888	0	88
ET200090	1	11	888	888	888	0	88
ET200090	2	8	64	888	888	0	88
ET200090	3	8	888	888	888	0	88
ET200090	4	79	888	888	888	0	88
ET200090	5	75	888	888	888	0	88
ET200091	1	11	888	888	888	0	88
ET200091	2	130	888	888	888	0	88
ET200091	3	76	888	888	888	0	88
ET200091	4	20	888	33	888	1	4
ET200092	1	20	79	11	888	0	88
ET200092	2	130	888	888	888	0	88
ET200092	3	20	79	888	888	0	88
ET200092	4	888	888	7	44	1	4
ET200092	5	33	888	888	888	0	88
ET200093	2	76	20	888	888	0	88
ET200094	1	11	888	888	888	0	88
ET200094	2	8	888	888	888	0	88
ET200094	3	8	888	888	888	0	88
ET200095	2	76	20	888	888	0	88
ET200095	3	33	72	72	888	1	4
ET200096	1	11	888	888	888	0	88
ET200096	2	20	888	888	888	0	88
ET200096	3	8	44	888	888	0	88
ET200096	4	75	5	888	888	0	88
ET200096	5	130	888	888	888	0	88
ET200097	1	8	888	888	888	0	88
ET200097	2	76	75	888	888	0	88
ET200097	3	72	888	888	888	1	4
ET200098	1	11	888	888	888	0	88
ET200098	2	64	8	888	888	0	88
ET200098	3	5	888	888	888	0	88
ET200098	4	75	888	7	72	1	4
ET200099	1	20	5	888	888	0	88
ET200099	2	64	15	888	888	0	88
ET200100	1	11	27	888	888	0	88
ET200100	2	8	79	888	888	0	88
