CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET060100	6	76	888	888	888	0	88
ET060100	7	76	888	888	888	0	88
ET060100	8	76	888	888	888	0	88
ET060100	9	50	888	888	888	0	88
ET060100	11	47	888	888	888	0	88
ET070001	1	55	5	888	888	88	88
ET070001	3	5	42	888	888	88	88
ET070001	4	130	888	888	888	88	88
ET070001	5	5	888	888	888	88	88
ET070001	6	55	5	888	888	88	88
ET070002	1	55	50	888	888	0	88
ET070002	2	130	125	888	888	0	88
ET070002	3	125	888	888	888	0	88
ET070002	4	125	888	888	888	0	88
ET070002	5	125	888	888	888	0	88
ET070002	6	5	888	888	888	0	88
ET070002	7	5	888	888	888	0	88
ET070002	8	5	888	888	888	0	88
ET070002	9	5	888	888	888	0	88
ET070002	10	43	888	888	888	0	88
ET070002	11	19	888	888	888	0	88
ET070003	2	75	5	888	888	0	88
ET070003	3	31	888	888	888	0	88
ET070003	5	5	888	888	888	0	88
ET070003	6	31	888	888	888	0	88
ET070004	1	125	888	888	888	0	88
ET070004	2	75	888	888	888	0	88
ET070004	3	5	888	888	888	0	88
ET070004	4	55	888	888	888	0	88
ET070004	5	125	888	888	888	0	88
ET070005	2	130	43	888	888	0	88
ET070005	3	5	888	888	888	0	88
ET070005	4	5	55	888	888	0	88
ET070005	5	5	888	888	888	0	88
ET070006	1	10	26	888	888	0	88
ET070006	2	130	5	888	888	0	88
ET070007	1	50	888	888	888	0	88
ET070007	2	125	75	888	888	0	88
ET070007	3	55	75	888	888	0	88
ET070007	4	5	888	888	888	0	88
ET070007	5	5	888	888	888	0	88
ET070007	6	43	888	888	888	0	88
ET070007	7	31	888	888	888	0	88
ET070008	1	55	888	888	888	0	88
ET070008	2	75	5	888	888	0	88
ET070008	3	55	43	888	888	0	88
ET070008	4	75	888	888	888	0	88
ET070008	5	125	888	888	888	0	88
ET070008	6	5	888	888	888	0	88
ET070009	2	5	888	888	888	0	88
ET070009	3	75	888	888	888	0	88
ET070009	4	31	888	888	888	0	88
ET070010	2	55	888	888	888	0	88
ET070010	3	19	888	888	888	0	88
ET070010	4	75	888	888	888	0	88
ET070011	2	75	888	888	888	0	88
ET070011	3	43	888	888	888	0	88
ET070011	4	55	888	888	888	0	88
ET070013	1	55	888	888	888	0	88
ET070013	2	75	5	888	888	0	88
ET070014	2	75	888	888	888	0	88
ET070014	3	5	43	888	888	0	88
ET070014	4	75	888	888	888	0	88
ET070014	5	5	888	888	888	0	88
ET070014	6	55	888	888	888	0	88
ET070015	2	75	125	888	888	0	88
ET070015	3	5	55	888	888	0	88
ET070015	4	55	888	888	888	0	88
ET070015	5	5	888	888	888	0	88
ET070016	1	50	55	888	888	0	88
ET070016	2	5	888	888	888	0	88
ET070016	3	75	124	888	888	0	88
ET070016	4	43	130	888	888	0	88
ET070017	1	55	888	888	888	0	88
ET070017	2	75	125	888	888	0	88
ET070017	3	5	888	888	888	0	88
ET070017	4	5	888	888	888	0	88
ET070017	5	43	5	888	888	0	88
ET070018	1	10	888	888	888	0	88
ET070018	2	75	888	888	888	0	88
ET070018	3	130	888	888	888	0	88
ET070018	4	55	888	888	888	0	88
ET070018	5	75	888	888	888	0	88
ET070019	2	75	888	888	888	0	88
ET070019	3	5	888	888	888	0	88
ET070019	4	55	888	888	888	0	88
ET070019	5	130	888	888	888	0	88
ET070019	6	43	888	888	888	0	88
ET070020	2	55	888	888	888	0	88
ET070020	3	43	888	888	888	0	88
ET070020	4	125	888	888	888	0	88
ET070020	5	125	888	888	888	0	88
ET070020	6	75	888	888	888	0	88
ET070021	2	75	125	888	888	0	88
ET070021	3	5	888	888	888	0	88
ET070021	4	5	75	888	888	0	88
ET070021	5	75	888	888	888	0	88
ET070022	1	5	888	888	888	0	88
ET070022	2	75	888	888	888	0	88
ET070022	3	55	888	888	888	0	88
ET070022	4	43	888	888	888	0	88
ET070023	1	75	888	888	888	0	88
ET070023	2	130	888	888	888	0	88
ET070023	3	43	888	888	888	0	88
ET070023	4	130	888	888	888	0	88
ET070023	5	31	888	888	888	0	88
ET070023	6	31	888	888	888	0	88
ET070024	2	125	19	888	888	0	88
ET070024	3	130	888	888	888	0	88
ET070024	4	55	888	888	888	0	88
ET070024	5	130	125	888	888	0	88
ET070024	6	75	888	888	888	0	88
ET070025	1	26	888	888	888	0	88
ET070025	2	75	888	888	888	0	88
ET070025	3	55	888	888	888	0	88
ET070026	1	75	888	888	888	0	88
ET070026	2	19	888	888	888	0	88
ET070026	3	75	888	888	888	0	88
ET070026	4	75	888	888	888	0	88
ET070026	5	55	888	888	888	0	88
ET070026	6	26	888	888	888	0	88
ET070030	2	43	75	888	888	0	88
ET070030	3	130	888	888	888	0	88
ET070031	2	125	888	888	888	0	88
ET070031	3	5	888	888	888	0	88
ET070031	4	55	888	888	888	0	88
ET070031	5	125	888	888	888	0	88
ET070031	6	19	888	888	888	0	88
ET070031	7	5	888	888	888	0	88
ET070032	1	10	888	10	888	1	1
ET070032	2	125	888	888	888	0	88
ET070032	3	5	888	888	888	0	88
ET070032	4	19	888	888	888	0	88
ET070032	5	130	888	888	888	0	88
ET070032	6	75	888	888	888	0	88
ET070032	7	19	888	888	888	0	88
ET070033	2	75	125	888	888	0	88
ET070033	3	19	888	888	888	0	88
ET070033	4	5	888	888	888	0	88
ET070033	5	55	888	888	888	0	88
ET070033	6	5	888	888	888	0	88
ET070033	7	31	888	888	888	0	88
ET070034	2	75	55	888	888	0	88
ET070034	3	5	55	888	888	0	88
ET070034	4	130	888	888	888	0	88
ET070034	5	43	75	888	888	0	88
ET070034	6	75	888	888	888	0	88
ET070034	7	43	888	888	888	0	88
ET070035	2	75	888	888	888	0	88
ET070035	3	130	888	888	888	0	88
ET070035	4	5	888	888	888	0	88
ET070035	5	75	888	888	888	0	88
ET070036	2	55	75	888	888	0	88
ET070036	3	43	75	888	888	0	88
ET070036	4	75	888	888	888	0	88
ET070036	5	55	5	888	888	0	88
ET070038	1	75	888	888	888	0	88
ET070038	2	75	888	888	888	0	88
ET070038	3	43	125	888	888	0	88
ET070038	4	55	5	888	888	0	88
ET070038	5	75	5	888	888	0	88
ET070039	1	75	888	888	888	0	88
ET070039	2	75	888	888	888	0	88
ET070039	3	55	888	888	888	0	88
ET070039	8	75	888	888	888	0	88
ET070041	1	55	59	888	888	0	88
ET070041	2	75	888	888	888	0	88
ET070041	3	19	888	888	888	0	88
ET070041	4	75	888	888	888	0	88
ET070041	5	43	888	888	888	0	88
ET070041	6	130	888	888	888	0	88
ET070041	7	75	888	888	888	0	88
ET070042	2	130	43	888	888	0	88
ET070042	3	125	888	888	888	0	88
ET070042	4	130	888	888	888	0	88
ET070043	1	43	888	888	888	0	88
ET070043	2	124	888	888	888	0	88
ET070043	3	75	888	888	888	0	88
ET070044	2	125	888	888	888	0	88
ET070044	3	55	888	888	888	0	88
ET070044	4	43	888	888	888	0	88
ET070044	5	75	888	888	888	0	88
ET070045	1	55	888	888	888	0	88
ET070045	2	130	888	888	888	0	88
ET070045	3	75	888	888	888	0	88
ET070045	4	55	43	888	888	0	88
ET070046	2	5	888	888	888	0	88
ET070046	3	130	125	888	888	0	88
ET070047	1	75	888	888	888	0	88
ET070047	2	75	888	888	888	0	88
ET070047	3	43	888	888	888	0	88
ET070047	4	75	888	888	888	0	88
ET070048	1	50	10	888	888	0	88
ET070048	2	55	43	888	888	0	88
ET070048	3	49	5	888	888	0	88
ET070048	4	55	888	888	888	0	88
ET070049	2	5	888	888	888	0	88
ET070049	3	125	19	888	888	0	88
ET070049	4	75	55	888	888	0	88
ET070049	5	5	888	888	888	0	88
ET070050	2	75	43	888	888	0	88
ET070050	3	55	5	888	888	0	88
ET070050	4	5	888	888	888	0	88
ET070050	5	5	888	888	888	0	88
ET070050	6	130	888	888	888	0	88
ET070050	7	43	125	888	888	0	88
ET070051	1	50	888	888	888	0	88
ET070051	2	55	75	888	888	0	88
ET070051	3	75	43	888	888	0	88
ET070051	4	75	19	888	888	0	88
ET070051	5	75	888	888	888	0	88
ET070052	1	75	888	888	888	0	88
ET070052	2	125	43	888	888	0	88
ET070052	3	5	43	888	888	0	88
ET070054	1	50	888	888	888	0	88
ET070054	2	125	888	888	888	0	88
ET070054	3	130	888	888	888	0	88
ET070054	4	75	888	55	888	1	2
ET070054	5	5	888	888	888	0	88
ET070054	6	50	888	888	888	0	88
ET070055	2	31	888	888	888	0	88
ET070055	3	75	888	888	888	0	88
ET070055	4	5	888	888	888	0	88
ET070055	5	5	888	888	888	0	88
ET070055	7	125	888	888	888	0	88
ET070055	8	5	888	888	888	0	88
ET070055	9	55	888	888	888	0	88
ET070056	1	55	888	888	888	0	88
ET070056	2	125	5	888	888	0	88
ET070056	3	5	888	888	888	0	88
ET070056	4	130	888	888	888	0	88
ET070057	2	55	125	888	888	0	88
ET070057	3	55	888	888	888	0	88
ET070057	4	75	888	888	888	0	88
ET070057	5	125	888	888	888	0	88
ET070057	6	43	888	888	888	0	88
ET070057	7	130	888	888	888	0	88
ET070058	1	125	888	888	888	0	88
ET070058	2	5	888	888	888	0	88
ET070058	3	130	888	888	888	0	88
ET070059	1	5	888	888	888	0	88
ET070059	2	75	888	55	26	1	2
ET070059	3	130	888	888	888	0	88
ET070059	4	5	888	888	888	0	88
ET070059	5	5	888	888	888	0	88
ET070060	1	5	888	888	888	0	88
ET070060	2	5	888	888	888	0	88
ET070060	3	75	55	888	888	0	88
ET070060	4	55	888	888	888	0	88
ET070061	2	75	5	55	888	1	2
ET070061	3	5	888	888	888	0	88
ET070061	4	125	75	888	888	0	88
ET070062	2	55	888	888	888	0	88
ET070062	3	5	55	888	888	0	88
ET070062	4	43	888	5	888	1	2
ET070062	5	75	888	888	888	0	88
ET070063	1	26	75	888	888	0	88
ET070063	2	125	888	888	888	0	88
ET070063	3	75	888	888	888	0	88
ET070063	4	130	888	888	888	0	88
ET070063	5	125	888	888	888	0	88
ET070064	2	5	888	888	888	0	88
ET070064	3	55	888	888	888	0	88
ET070064	4	130	888	888	888	0	88
ET070065	1	64	44	888	888	0	88
ET070065	2	64	888	888	888	0	88
ET070065	3	60	888	888	888	0	88
ET070066	1	50	888	888	888	0	88
ET070066	2	5	55	888	888	0	88
ET070067	2	75	888	888	888	0	88
ET070067	3	130	888	888	888	0	88
ET070067	4	43	888	888	888	0	88
ET070067	5	43	888	888	888	0	88
ET070068	2	55	888	888	888	0	88
ET070068	3	75	888	888	888	0	88
ET070068	4	75	888	888	888	0	88
ET070068	5	75	888	888	888	0	88
ET070069	1	55	888	888	888	0	88
ET070069	2	5	55	888	888	0	88
ET070069	3	5	888	888	888	0	88
ET070069	4	19	888	888	888	0	88
ET070070	2	75	888	888	888	0	88
ET070070	3	5	888	888	888	0	88
ET070071	2	130	43	888	888	0	88
ET070071	3	55	19	888	888	0	88
ET070071	4	5	888	888	888	0	88
ET070071	5	55	888	55	888	1	4
ET070071	6	5	888	888	888	0	88
ET070072	1	8	888	888	888	0	88
ET070072	2	75	888	888	888	0	88
ET070073	2	75	43	888	888	0	88
ET070073	3	125	888	888	888	0	88
ET070073	4	5	888	888	888	0	88
ET070074	1	130	55	888	888	0	88
ET070074	2	5	125	888	888	0	88
ET070074	3	5	888	888	888	0	88
ET070074	4	75	888	888	888	0	88
ET070074	5	5	888	888	888	0	88
ET070075	2	125	888	888	888	0	88
ET070075	3	5	888	888	888	0	88
ET070075	4	130	888	888	888	0	88
ET070075	5	5	888	888	888	0	88
ET070076	1	55	888	888	888	0	88
ET070076	2	75	888	55	888	1	2
ET070076	3	5	888	888	888	0	88
ET070076	4	130	888	888	888	0	88
ET070077	2	75	888	888	888	0	88
ET070077	3	42	43	888	888	0	88
ET070077	4	130	124	888	888	0	88
ET070079	2	66	10	66	50	1	4
ET070080	2	130	888	888	888	0	88
ET070080	3	130	888	888	888	0	88
ET070080	4	125	888	888	888	0	88
ET070081	1	130	888	888	888	0	88
ET070081	2	19	76	888	888	0	88
ET070081	4	19	888	888	888	0	88
ET070081	5	43	888	888	888	0	88
ET070082	1	55	888	888	888	0	88
ET070082	2	75	8	888	888	0	88
ET070082	3	75	19	888	888	0	88
ET070082	5	49	888	888	888	0	88
ET070082	6	125	55	888	888	0	88
ET070083	1	55	888	888	888	0	88
ET070083	2	43	888	888	888	0	88
ET070083	3	75	888	888	888	0	88
ET070083	4	19	888	888	888	0	88
ET070083	5	130	888	888	888	0	88
ET070084	2	125	130	888	888	0	88
ET070084	4	75	130	888	888	0	88
ET070085	1	75	888	888	888	0	88
ET070085	2	125	888	888	888	0	88
ET070085	3	75	888	888	888	0	88
ET070086	2	43	888	888	888	0	88
ET070086	3	75	888	888	888	0	88
ET070086	4	125	888	888	888	0	88
ET070086	5	19	888	888	888	0	88
ET070088	2	130	888	888	888	0	88
ET070088	3	125	888	888	888	0	88
ET070088	4	130	888	888	888	0	88
ET070088	5	55	888	888	888	0	88
ET070088	6	130	888	888	888	0	88
ET070088	7	75	888	888	888	0	88
ET070088	8	130	888	888	888	0	88
ET070089	2	75	888	888	888	0	88
ET070089	3	5	888	888	888	0	88
ET070089	4	55	888	888	888	0	88
ET070090	1	10	27	888	888	0	88
ET070090	2	130	888	888	888	0	88
ET070090	3	5	125	888	888	0	88
ET070091	2	130	888	888	888	0	88
ET070091	3	75	888	888	888	0	88
ET070094	1	55	888	888	888	0	88
ET070094	2	125	888	888	888	0	88
ET070094	3	43	888	888	888	0	88
ET070094	4	130	888	888	888	0	88
ET070094	5	19	75	888	888	0	88
ET070094	6	5	888	888	888	0	88
ET070095	2	125	888	888	888	0	88
ET070095	3	130	888	888	888	0	88
ET070096	1	19	888	888	888	0	88
ET070096	2	130	888	888	888	0	88
ET070096	3	130	888	888	888	0	88
ET070096	4	130	888	888	888	0	88
ET070097	2	125	130	888	888	0	88
ET070097	3	43	888	888	888	0	88
ET070097	4	75	888	888	888	0	88
ET070098	2	75	888	888	888	0	88
ET070098	5	55	5	888	888	0	88
ET070099	1	5	55	888	888	0	88
ET070099	2	130	888	888	888	0	88
ET070099	3	43	888	888	888	0	88
ET070099	4	130	888	888	888	0	88
ET070099	5	5	888	888	888	0	88
ET070100	1	50	59	888	888	0	88
ET070100	2	43	888	888	888	0	88
ET070100	3	75	888	888	888	0	88
ET070100	4	55	888	888	888	0	88
ET070100	5	75	888	888	888	0	88
ET080001	1	44	888	888	888	0	88
ET080001	2	35	44	888	888	0	88
ET080001	4	75	888	888	888	0	88
ET080002	2	44	888	888	888	0	88
ET080002	3	44	888	888	888	0	88
ET080003	2	44	888	888	888	0	88
ET080003	3	44	888	888	888	0	88
ET080003	4	76	888	888	888	0	88
ET080004	1	44	888	888	888	0	88
ET080004	2	44	888	888	888	0	88
ET080005	1	44	888	888	888	0	88
ET080005	2	44	75	888	888	0	88
ET080006	2	44	888	888	888	0	88
ET080006	3	76	888	888	888	0	88
ET080006	4	75	888	888	888	0	88
ET080007	1	44	888	888	888	0	88
ET080007	2	35	888	888	888	0	88
ET080007	3	8	44	888	888	0	88
ET080008	2	76	888	888	888	0	88
ET080008	3	76	888	888	888	0	88
ET080009	1	44	888	888	888	0	88
ET080009	2	44	888	888	888	0	88
ET080009	3	44	888	888	888	0	88
ET080010	1	44	888	888	888	0	88
ET080011	1	44	888	888	888	0	88
ET080011	2	44	888	888	888	0	88
ET080011	3	44	888	888	888	0	88
ET080012	2	75	64	888	888	0	88
ET080012	3	44	76	888	888	0	88
ET080012	6	44	888	888	888	0	88
ET080013	1	76	888	888	888	0	88
ET080013	2	44	888	888	888	0	88
ET080013	3	44	888	888	888	0	88
ET080014	1	44	888	888	888	0	88
ET080014	3	44	888	888	888	0	88
ET080014	4	44	888	888	888	0	88
ET080014	5	35	888	888	888	0	88
ET080015	1	44	888	888	888	0	88
ET080015	2	44	888	888	888	0	88
ET080016	1	44	888	888	888	0	88
ET080016	2	44	888	888	888	0	88
ET080016	3	8	76	888	888	0	88
ET080017	1	44	888	888	888	0	88
ET080017	2	44	888	888	888	0	88
ET080017	3	44	888	888	888	0	88
ET080017	4	5	35	888	888	0	88
ET080018	1	44	888	888	888	0	88
ET080018	2	75	888	888	888	0	88
ET080018	3	75	888	888	888	0	88
ET080019	1	44	888	888	888	0	88
ET080019	3	44	888	888	888	0	88
ET080019	4	44	888	888	888	0	88
ET080020	1	44	888	888	888	0	88
ET080020	2	44	888	888	888	0	88
ET080020	3	44	35	888	888	0	88
ET080020	4	10	888	10	888	1	4
ET080021	2	8	888	888	888	0	88
ET080021	3	35	5	888	888	0	88
ET080021	4	44	888	888	888	0	88
ET080021	5	44	888	888	888	0	88
ET080022	1	44	888	888	888	0	88
ET080023	1	44	888	888	888	0	88
ET080023	2	44	888	888	888	0	88
ET080023	3	35	888	888	888	0	88
ET080023	4	8	44	888	888	0	88
ET080023	5	44	888	888	888	0	88
ET080024	1	44	888	888	888	0	88
ET080024	2	44	888	888	888	0	88
ET080025	1	44	888	888	888	0	88
ET080025	2	44	888	888	888	0	88
ET080025	3	8	888	888	888	0	88
ET080027	1	44	888	888	888	0	88
ET080027	2	44	888	888	888	0	88
ET080028	2	44	888	888	888	0	88
ET080028	3	8	888	888	888	0	88
ET080028	4	44	888	888	888	0	88
ET080029	2	44	888	888	888	0	88
ET080029	3	44	888	888	888	0	88
ET080030	2	44	888	888	888	0	88
ET080030	3	75	888	50	10	1	2
ET080030	4	50	10	9	888	1	2
ET080031	1	44	888	888	888	0	88
ET080031	2	44	75	888	888	0	88
ET080031	3	76	888	888	888	0	88
ET080032	1	44	888	888	888	0	88
ET080032	2	35	888	888	888	0	88
ET080032	3	76	888	888	888	0	88
ET080032	4	76	888	888	888	0	88
ET080032	5	8	888	888	888	0	88
ET080033	2	44	75	888	888	0	88
ET080033	3	76	888	888	888	0	88
ET080033	4	44	888	888	888	0	88
ET080034	1	44	888	888	888	0	88
ET080034	2	76	888	888	888	0	88
ET080034	3	44	888	888	888	0	88
ET080034	4	35	888	888	888	0	88
ET080034	5	44	888	888	888	0	88
ET080035	2	44	888	888	888	0	88
ET080035	3	72	888	50	888	1	4
ET080035	4	72	888	50	888	1	4
ET080035	5	75	888	50	888	1	4
ET080036	1	44	888	888	888	0	88
ET080036	2	44	888	888	888	0	88
ET080037	1	44	888	888	888	0	88
ET080037	2	76	888	888	888	0	88
ET080037	3	44	888	888	888	0	88
ET080038	2	44	888	888	888	0	88
ET080038	3	8	888	888	888	0	88
ET080039	2	44	888	888	888	0	88
ET080040	1	44	888	888	888	0	88
ET080040	2	44	888	888	888	0	88
ET080040	3	8	888	888	888	0	88
ET080041	1	44	888	888	888	0	88
ET080041	2	44	888	888	888	0	88
ET080042	1	44	888	888	888	0	88
ET080042	2	44	888	888	888	0	88
ET080042	3	44	75	888	888	0	88
ET080042	4	44	8	888	888	0	88
ET080042	5	75	35	888	888	0	88
ET080043	1	44	888	888	888	0	88
ET080043	2	44	76	888	888	0	88
ET080043	3	35	888	888	888	0	88
ET080043	4	75	888	888	888	0	88
ET080043	5	35	888	888	888	0	88
ET080045	2	44	888	888	888	0	88
ET080045	3	44	888	888	888	0	88
ET080045	4	76	888	888	888	0	88
ET080046	1	44	888	888	888	0	88
ET080046	2	75	888	888	888	0	88
ET080046	3	44	888	888	888	0	88
ET080046	4	44	888	888	888	0	88
ET080047	1	44	888	888	888	0	88
ET080047	2	888	888	10	888	1	4
ET080047	3	35	888	888	888	0	88
ET080048	1	44	888	888	888	0	88
ET080048	2	76	888	888	888	0	88
ET080049	1	44	888	888	888	0	88
ET080049	2	44	888	888	888	0	88
ET080049	3	44	888	888	888	0	88
ET080049	4	44	888	888	888	0	88
ET080049	5	76	888	888	888	0	88
ET080050	1	44	888	888	888	0	88
ET080050	2	44	888	888	888	0	88
ET080051	1	76	888	888	888	0	88
ET080051	2	44	75	888	888	0	88
ET080051	3	44	888	888	888	0	88
ET080051	4	5	888	888	888	0	88
ET080052	1	44	888	888	888	0	88
ET080053	1	44	888	888	888	0	88
ET080053	2	44	76	888	888	0	88
ET080054	1	44	888	888	888	0	88
ET080054	2	35	888	888	888	0	88
ET080054	4	44	888	888	888	0	88
ET080054	5	35	888	888	888	0	88
ET080054	6	44	888	888	888	0	88
ET080055	1	44	888	888	888	0	88
ET080055	2	75	888	888	888	0	88
ET080056	1	44	888	888	888	0	88
ET080056	2	44	888	888	888	0	88
ET080057	1	44	888	888	888	0	88
ET080058	1	44	888	888	888	0	88
ET080058	2	35	44	888	888	0	88
ET080059	1	44	888	888	888	0	88
ET080059	2	44	888	888	888	0	88
ET080060	1	44	75	888	888	0	88
ET080060	2	7	10	10	50	1	4
ET080060	3	44	75	50	10	1	4
ET080060	4	75	888	10	888	1	4
ET080060	5	76	888	888	888	0	88
ET080060	7	44	888	888	888	0	88
ET080061	1	44	888	888	888	0	88
ET080061	2	44	888	888	888	0	88
ET080061	3	44	75	50	888	1	4
ET080062	1	44	888	888	888	0	88
ET080062	2	44	888	888	888	0	88
ET080062	3	35	888	888	888	0	88
ET080063	1	44	888	888	888	0	88
ET080063	2	44	888	888	888	0	88
ET080063	3	76	35	888	888	0	88
ET080065	1	44	888	888	888	0	88
ET080065	2	44	75	888	888	0	88
ET080066	1	44	888	888	888	0	88
ET080066	2	44	888	888	888	0	88
ET080067	2	44	888	888	888	0	88
ET080068	2	44	888	888	888	0	88
ET080068	3	35	888	888	888	0	88
ET080068	4	5	888	888	888	0	88
ET080068	5	8	888	888	888	0	88
ET080069	1	44	888	888	888	0	88
ET080069	2	75	35	888	888	0	88
ET080069	4	75	888	888	888	0	88
ET080069	5	35	888	50	888	1	4
ET080070	2	44	888	888	888	0	88
ET080070	3	44	888	888	888	0	88
ET080072	1	44	888	888	888	0	88
ET080072	2	44	50	888	888	1	1
ET080072	3	72	888	10	888	1	4
ET080072	7	44	888	888	888	0	88
ET080072	8	75	888	888	888	0	88
ET080072	9	8	888	888	888	0	88
ET080073	1	44	10	888	888	0	88
ET080073	2	44	10	888	888	1	1
ET080074	1	44	888	888	888	0	88
ET080074	2	44	888	888	888	0	88
ET080074	3	44	888	888	888	0	88
ET080074	8	35	888	888	888	0	88
ET080075	1	44	888	888	888	0	88
ET080075	2	76	888	888	888	0	88
ET080076	2	44	888	888	888	0	88
ET080076	3	44	888	888	888	0	88
ET080078	1	44	888	888	888	0	88
ET080078	2	76	888	888	888	0	88
ET080079	2	44	888	888	888	0	88
ET080079	3	35	44	888	888	0	88
ET080079	4	44	888	888	888	0	88
ET080080	1	44	888	888	888	0	88
ET080081	2	44	5	888	888	0	88
ET080081	3	35	888	888	888	0	88
ET080081	4	35	888	888	888	0	88
ET080082	1	44	888	888	888	0	88
ET080082	2	44	888	888	888	0	88
ET080082	3	76	888	888	888	0	88
ET080082	4	76	888	888	888	0	88
ET080083	1	44	888	888	888	0	88
ET080083	2	44	888	888	888	0	88
ET080083	3	35	888	888	888	0	88
ET080083	4	76	888	888	888	0	88
ET080084	1	44	888	888	888	0	88
ET080084	2	44	888	888	888	0	88
ET080085	1	44	888	888	888	0	88
ET080085	2	75	888	888	888	0	88
ET080085	3	76	888	888	888	0	88
ET080085	4	44	888	888	888	0	88
ET080085	5	35	888	888	888	0	88
ET080086	1	44	888	888	888	0	88
ET080086	2	76	888	888	888	0	88
ET080086	3	44	888	888	888	0	88
ET080086	4	5	888	888	888	0	88
ET080087	2	44	888	888	888	0	88
ET080087	3	8	888	888	888	0	88
ET080088	1	44	888	888	888	0	88
ET080088	2	44	888	888	888	0	88
ET080088	3	44	888	888	888	0	88
ET080088	4	76	888	888	888	0	88
ET080088	5	35	888	888	888	0	88
ET080089	1	44	888	888	888	0	88
ET080089	3	76	44	888	888	0	88
ET080091	2	44	888	888	888	0	88
ET080091	3	76	35	888	888	0	88
ET080091	4	44	888	888	888	0	88
ET080092	1	44	888	888	888	0	88
ET080092	2	35	44	888	888	0	88
ET080092	3	76	75	888	888	0	88
ET080092	4	76	888	888	888	0	88
ET080093	1	44	888	888	888	0	88
ET080093	2	76	888	888	888	0	88
ET080094	2	44	888	888	888	0	88
ET080095	2	44	888	888	888	0	88
ET080095	3	44	35	888	888	0	88
ET080095	4	44	888	888	888	0	88
ET080095	5	44	888	10	888	1	4
ET080095	7	44	888	888	888	0	88
ET080096	1	44	888	888	888	0	88
ET080096	2	75	888	888	888	0	88
ET080096	3	44	888	888	888	0	88
ET080097	2	44	888	888	888	0	88
ET080097	3	76	888	888	888	0	88
ET080097	4	44	888	888	888	0	88
ET080097	5	76	888	888	888	0	88
ET080097	6	44	888	888	888	0	88
ET080098	2	76	50	9	72	1	4
ET080098	3	44	888	888	888	0	88
ET080099	2	44	888	888	888	0	88
ET080099	3	44	888	888	888	0	88
ET080099	4	8	888	888	888	0	88
ET080099	5	35	888	888	888	0	88
ET080100	2	44	888	888	888	0	88
ET080100	3	44	888	888	888	0	88
ET090001	1	44	888	888	888	0	88
ET090001	2	76	888	888	888	0	88
ET090001	3	35	888	888	888	0	88
ET090001	4	35	888	888	888	0	88
ET090001	5	75	888	888	888	0	88
ET090002	1	44	888	888	888	0	88
ET090002	2	35	888	888	888	0	88
ET090002	3	5	35	888	888	0	88
ET090002	4	75	888	888	888	0	88
ET090002	5	75	888	888	888	0	88
ET090002	6	75	888	888	888	0	88
ET090002	7	75	888	888	888	0	88
ET090002	8	75	888	888	888	0	88
ET090002	9	75	888	888	888	0	88
ET090003	1	44	888	888	888	0	88
ET090003	2	75	76	888	888	0	88
ET090003	3	5	35	888	888	0	88
ET090003	5	44	888	888	888	0	88
ET090004	2	76	888	888	888	0	88
ET090004	3	75	35	888	888	0	88
ET090004	4	75	888	888	888	0	88
ET090004	5	75	888	888	888	0	88
ET090004	6	35	888	888	888	0	88
ET090005	1	44	888	888	888	0	88
ET090005	2	75	888	888	888	0	88
ET090005	3	35	888	888	888	0	88
ET090005	4	35	5	888	888	0	88
ET090005	5	35	888	888	888	0	88
ET090005	6	75	888	888	888	0	88
ET090005	7	75	888	888	888	0	88
ET090005	8	75	888	888	888	0	88
ET090005	9	75	888	888	888	0	88
ET090005	10	35	888	888	888	0	88
ET090005	11	76	888	888	888	0	88
ET090005	12	76	888	888	888	0	88
ET090005	13	44	888	888	888	0	88
ET090006	1	44	888	888	888	0	88
ET090006	2	44	888	888	888	0	88
ET090006	3	75	35	888	888	0	88
ET090006	4	76	888	888	888	0	88
ET090006	5	76	888	888	888	0	88
ET090006	6	75	35	888	888	0	88
ET090006	7	76	888	888	888	0	88
ET090007	2	55	7	888	888	0	88
ET090007	3	44	888	888	888	0	88
ET090007	4	44	888	888	888	0	88
ET090007	5	35	888	888	888	0	88
ET090007	6	75	888	888	888	0	88
ET090007	7	75	888	888	888	0	88
ET090007	8	75	888	888	888	0	88
ET090007	9	75	888	888	888	0	88
ET090007	10	75	888	888	888	0	88
ET090007	11	5	888	888	888	0	88
ET090007	12	76	42	888	888	0	88
ET090007	13	75	888	888	888	0	88
ET090007	14	75	888	888	888	0	88
ET090008	2	44	888	888	888	0	88
ET090008	3	35	76	888	888	0	88
ET090008	4	44	75	888	888	0	88
ET090008	5	75	51	888	888	0	88
ET090008	7	75	888	888	888	0	88
ET090009	1	44	888	888	888	0	88
ET090009	2	75	35	888	888	0	88
ET090010	1	44	888	888	888	0	88
ET090010	2	44	888	888	888	0	88
ET090010	3	75	5	888	888	0	88
ET090010	4	35	888	888	888	0	88
ET090010	5	75	888	888	888	0	88
ET090011	1	44	888	888	888	0	88
ET090011	2	44	888	888	888	0	88
ET090011	3	75	35	888	888	0	88
ET090011	4	76	888	888	888	0	88
ET090011	8	75	888	888	888	0	88
ET090011	9	75	888	888	888	0	88
ET090012	1	76	888	888	888	0	88
ET090012	2	75	888	888	888	0	88
ET090012	3	44	888	888	888	0	88
