CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET070007	4	5	33	1999	-99	1	80	4	2	88
ET070008	1	5	13	1998	-99	2	80	5	2	1
ET070009	1	4	39	1998	-99	4	80	4	2	88
ET070009	2	3	39	1998	-99	5	80	4	2	88
ET070012	1	3	39	1997	-99	5	80	4	1	2
ET070012	2	4	39	1997	-99	4	80	4	1	2
ET070015	1	5	13	1999	2000	4	2	4	2	1
ET070015	2	5	13	2000	2001	4	2	4	9	88
ET070016	1	3	39	1998	-99	5	80	5	2	4
ET070016	2	4	39	1998	-99	4	80	4	2	4
ET070016	3	5	13	1998	-99	1	1	4	2	88
ET070017	1	19	15	1998	2001	2	1	4	1	88
ET070018	1	3	39	1998	-99	5	80	4	2	4
ET070018	2	4	39	1998	-99	4	80	4	2	4
ET070018	3	5	15	2001	2003	2	1	1	2	88
ET070019	1	3	39	1998	-99	5	80	4	2	88
ET070019	2	4	39	1998	-99	4	80	4	2	88
ET070024	1	4	39	1999	-99	2	80	4	2	4
ET070024	2	3	39	1998	-99	5	80	4	2	88
ET070024	3	4	39	1998	-99	4	80	4	4	88
ET070026	1	4	39	1998	-99	5	80	4	1	88
ET070026	2	5	13	1999	-99	2	80	5	4	1
ET070026	3	3	39	1998	-99	4	80	4	2	88
ET070028	1	19	39	1999	-99	2	80	4	2	4
ET070028	2	3	39	1998	-99	5	80	4	2	4
ET070028	3	4	39	1998	-99	4	80	4	4	88
ET070031	1	5	13	2001	-99	4	1	4	1	2
ET070032	1	5	15	2001	-99	2	80	4	8	88
ET070032	2	4	39	1998	-99	5	80	5	1	4
ET070032	3	3	39	1998	-99	4	80	4	1	4
ET070033	1	5	15	2001	-99	2	80	4	4	2
ET070033	2	3	39	1997	-99	5	80	3	3	88
ET070033	3	4	39	1997	-99	4	80	4	2	88
ET070039	1	3	39	1998	-99	5	80	4	1	88
ET070039	2	4	39	1998	-99	4	80	4	1	88
ET070039	3	5	5	2000	-99	2	80	4	1	88
ET070039	4	12	30	2000	-99	10	4	4	1	88
ET070040	1	5	13	2001	-99	3	80	2	9	88
ET070043	1	5	15	1997	1999	3	80	5	2	7
ET070045	1	5	13	1999	-99	2	1	4	1	4
ET070046	1	4	39	1998	-99	4	80	4	2	88
ET070046	2	3	39	1998	-99	5	80	4	2	4
ET070048	1	3	39	1998	-99	5	80	5	1	2
ET070048	2	4	39	1998	-99	4	80	5	1	2
ET070048	3	5	15	1998	-99	2	80	5	4	6
ET070049	1	5	13	1998	-99	1	80	4	1	4
ET070052	1	4	39	1998	-99	4	80	2	2	88
ET070052	2	3	39	1998	-99	5	80	2	2	88
ET070052	3	19	39	2000	2001	2	1	3	2	88
ET070053	1	14	39	1998	-99	7	80	5	1	88
ET070054	1	19	15	2001	2001	11	80	4	2	88
ET070054	2	5	15	1998	2001	2	80	3	2	88
ET070055	1	3	39	1997	-99	4	80	4	2	1
ET070055	2	4	39	1997	-99	5	80	4	2	4
ET070055	3	5	39	2000	-99	1	80	3	2	4
ET070055	4	5	15	1997	2000	2	80	3	4	2
ET070056	1	5	13	2001	-99	2	80	5	1	2
ET070056	2	5	15	2000	-99	2	80	5	8	2
ET070057	1	4	39	1998	-99	4	80	5	1	2
ET070057	2	3	39	1998	-99	5	80	2	1	2
ET070057	3	5	15	1998	2001	2	80	5	4	88
ET070059	1	5	13	2001	-99	4	80	4	2	4
ET070059	2	19	36	2001	2001	4	80	4	2	88
ET070060	1	3	39	1997	-99	4	80	4	1	4
ET070060	2	4	39	1997	-99	5	80	4	1	4
ET070060	3	5	15	2000	-99	2	80	4	4	2
ET070062	1	3	39	1997	-99	4	80	4	1	2
ET070062	2	4	39	1997	-99	5	80	4	1	2
ET070062	3	19	39	1999	-99	2	1	4	1	2
ET070063	1	3	39	1997	-99	5	80	4	1	2
ET070063	2	4	39	1997	-99	4	80	4	1	2
ET070063	3	5	15	1999	-99	2	2	4	1	2
ET070064	1	4	39	1998	-99	4	80	4	2	88
ET070064	2	3	39	1998	-99	5	80	4	4	2
ET070065	1	5	13	1998	1999	4	1	2	1	2
ET070065	2	5	13	1999	2000	4	1	2	1	2
ET070065	3	5	13	2000	2001	4	1	2	1	2
ET070067	1	4	39	1998	-99	4	80	4	2	88
ET070067	2	3	39	1998	-99	5	80	4	2	88
ET070067	3	5	15	1999	2001	2	80	4	2	88
ET070068	1	4	39	1998	-99	4	80	4	2	88
ET070068	2	3	39	1998	-99	5	80	4	2	88
ET070068	3	5	13	2001	2001	2	80	4	2	88
ET070069	1	4	39	1998	-99	4	80	4	4	2
ET070069	2	5	15	2001	-99	4	80	2	2	9
ET070069	3	3	39	1998	-99	5	80	4	4	2
ET070071	1	5	13	2000	2001	4	80	3	2	88
ET070072	1	3	39	1998	-99	5	80	2	1	88
ET070072	2	4	39	1998	-99	4	80	2	1	88
ET070073	1	3	39	2000	-99	5	80	3	2	88
ET070073	2	4	39	2000	-99	4	80	3	2	88
ET070073	3	5	15	2000	-99	2	80	3	2	88
ET070074	1	5	15	2001	-99	4	80	5	1	2
ET070075	1	3	39	1997	-99	4	80	3	2	1
ET070075	2	4	39	1997	-99	5	80	3	2	4
ET070076	1	3	39	1998	-99	5	80	3	1	88
ET070076	2	4	39	1998	-99	4	80	3	1	88
ET070077	1	5	15	1998	-99	1	3	4	4	88
ET070079	1	14	39	1998	-99	5	80	4	2	88
ET070080	1	3	39	2000	-99	7	1	4	2	1
ET070080	2	4	39	2000	-99	7	1	4	1	2
ET070080	3	5	13	2000	2002	2	1	4	2	88
ET070085	1	3	39	1998	-99	5	80	4	1	2
ET070085	2	4	39	1998	-99	4	80	4	1	2
ET070086	1	5	15	1998	2001	2	80	4	9	88
ET070087	1	4	39	1997	-99	4	80	1	1	2
ET070087	2	17	6	1998	-99	4	80	4	5	88
ET070087	3	5	15	2001	-99	4	80	4	2	88
ET070087	4	3	39	1997	-99	5	80	1	1	2
ET070089	1	5	13	2001	-99	2	80	4	4	1
ET070089	2	3	39	1998	-99	4	80	5	1	4
ET070089	3	4	39	1998	-99	5	80	4	2	4
ET070090	1	3	39	1999	-99	5	80	4	1	2
ET070090	2	4	39	1999	-99	4	80	4	1	2
ET070090	3	5	15	2000	-99	1	80	4	2	88
ET070091	1	1	5	2001	2003	2	1	4	2	88
ET070092	1	3	39	1998	-99	5	80	3	9	2
ET070092	2	4	39	1998	-99	4	80	3	9	2
ET070092	3	6	15	1998	2000	2	80	2	9	88
ET070094	1	3	39	1998	-99	5	80	4	4	2
ET070094	2	4	39	1998	-99	4	80	4	1	2
ET070095	1	4	39	1998	-99	4	80	2	2	88
ET070095	2	3	39	1998	-99	5	80	2	2	88
ET070096	1	4	39	1999	-99	4	80	4	2	1
ET070096	2	3	39	1999	-99	5	80	4	2	88
ET070097	1	19	39	1998	-99	2	80	4	2	4
ET070097	2	3	39	1998	-99	5	80	4	2	4
ET070097	3	4	39	1998	-99	4	80	4	4	88
ET070098	1	3	39	1997	-99	4	80	4	1	2
ET070098	2	4	39	1997	-99	5	80	4	1	2
ET070100	1	13	11	2001	2001	4	80	4	1	2
ET080001	1	3	39	1998	-99	9	80	4	9	2
ET080003	1	3	39	1999	-99	8	80	4	2	88
ET080003	2	8	6	2002	-99	8	2	4	9	88
ET080004	1	3	39	1999	-99	8	80	5	2	88
ET080005	1	3	39	1997	-99	9	80	2	1	2
ET080006	1	3	39	1998	-99	9	80	4	2	9
ET080006	2	17	6	2000	-99	4	80	4	5	88
ET080006	3	9	6	1998	-99	4	2	4	1	88
ET080007	1	3	39	1998	-99	8	80	4	1	2
ET080007	2	8	6	1995	-99	8	1	5	5	88
ET080007	3	10	15	1997	-99	1	1	4	9	88
ET080008	1	1	5	1999	-99	7	80	3	2	3
ET080008	2	9	6	1999	-99	9	80	4	5	3
ET080008	3	17	6	1999	-99	9	80	4	5	3
ET080009	1	3	39	1998	-99	7	80	4	2	88
ET080010	1	3	39	1998	-99	7	80	4	2	88
ET080010	2	8	6	1999	-99	10	2	4	9	88
ET080011	1	3	39	1997	-99	8	80	5	2	88
ET080011	2	9	6	1997	-99	7	5	5	9	88
ET080012	1	9	6	1997	-99	8	1	4	3	5
ET080013	1	3	39	1998	-99	9	80	4	2	88
ET080013	2	8	6	1999	-99	8	2	4	5	88
ET080014	1	3	39	1999	-99	8	80	4	2	5
ET080014	2	8	6	1999	-99	10	2	4	3	5
ET080014	3	9	6	1999	-99	4	80	4	5	3
ET080014	4	10	5	2001	-99	4	1	4	3	88
ET080015	1	3	39	1998	-99	7	80	4	1	88
ET080018	1	3	39	1999	-99	10	80	4	2	3
ET080018	2	9	6	1999	-99	4	80	4	5	88
ET080019	1	3	39	1997	-99	8	80	4	2	5
ET080019	2	1	15	1991	-99	1	1	5	3	88
ET080020	1	1	5	1998	-99	7	1	4	4	1
ET080020	2	9	6	1999	2001	5	80	4	5	77
ET080020	3	3	39	1997	2000	10	80	4	2	1
ET080021	1	3	39	1999	2000	9	80	4	9	88
ET080024	1	3	39	1998	-99	7	2	4	2	88
ET080024	2	8	6	1999	-99	4	2	4	5	88
ET080025	1	3	39	1998	-99	7	80	5	2	88
ET080027	1	3	39	1999	-99	9	80	4	2	1
ET080027	2	1	5	1998	-99	8	80	4	9	88
ET080027	3	17	6	2000	-99	7	80	4	5	88
ET080028	1	3	39	1998	-99	7	80	4	2	88
ET080029	1	3	39	1999	-99	9	80	4	2	88
ET080031	1	3	39	1997	2001	9	80	4	1	2
ET080031	2	1	5	1997	-99	11	80	4	2	88
ET080031	3	9	6	1997	-99	11	80	4	5	88
ET080032	1	3	39	1998	-99	8	80	5	2	88
ET080032	2	1	5	1990	-99	5	1	5	1	88
ET080033	1	3	39	1998	-99	8	80	1	1	2
ET080034	1	3	39	1998	-99	9	80	5	2	9
ET080034	2	1	5	1999	2000	4	1	4	2	88
ET080034	3	9	6	1999	-99	4	80	4	5	88
ET080035	1	13	36	1998	-99	2	6	88	3	88
ET080036	1	3	39	1998	-99	8	80	5	2	9
ET080036	2	9	6	1999	-99	5	80	4	5	88
ET080037	1	7	6	2000	2001	8	80	4	5	88
ET080037	2	8	6	2000	2001	4	2	4	5	88
ET080037	3	3	39	1998	2000	10	80	4	2	1
ET080038	1	3	39	1999	-99	7	80	4	2	88
ET080038	2	8	15	1997	-99	5	8	4	5	88
ET080039	1	8	6	1997	1998	10	2	4	3	88
ET080039	2	3	39	1998	2000	8	80	4	2	1
ET080039	3	13	5	2000	2000	7	1	2	9	88
ET080040	1	3	39	1999	-99	9	80	4	2	88
ET080041	1	3	39	1997	2001	9	80	4	2	1
ET080041	2	8	6	1999	-99	7	2	5	5	88
ET080041	3	9	6	1999	-99	5	80	5	5	88
ET080042	1	1	5	1998	-99	5	80	4	9	88
ET080042	2	17	6	2000	-99	7	80	4	5	88
ET080043	1	3	39	1997	-99	8	80	5	2	9
ET080043	2	9	6	2000	-99	5	80	5	5	88
ET080043	3	5	15	2001	-99	4	1	4	2	88
ET080045	1	3	39	1999	-99	8	80	4	5	88
ET080047	1	3	39	1998	-99	9	80	5	5	2
ET080047	2	9	6	1999	-99	5	80	2	5	88
ET080048	1	3	39	1997	-99	7	80	4	2	88
ET080049	1	3	39	1999	-99	8	80	2	2	88
ET080050	1	3	39	1998	-99	9	80	2	2	9
ET080050	2	9	6	1999	-99	2	80	4	5	88
ET080050	3	1	5	1999	-99	5	2	4	2	88
ET080051	1	1	5	1999	-99	7	80	4	2	88
ET080051	2	8	6	1999	-99	10	2	4	5	88
ET080051	3	7	6	1999	-99	8	80	4	5	88
ET080052	1	3	39	1998	-99	8	80	4	2	5
ET080052	2	8	6	1997	-99	7	1	5	88	9
ET080052	3	14	39	1998	-99	8	1	5	9	88
ET080053	1	3	39	1999	1999	9	80	2	2	88
ET080053	2	17	24	1997	-99	4	80	4	5	88
ET080053	3	5	24	2001	2002	4	2	2	9	88
ET080054	1	1	5	1999	-99	5	80	4	3	88
ET080054	2	8	6	1999	-99	10	2	4	4	5
ET080054	3	9	6	1999	-99	10	2	5	4	5
ET080055	1	3	39	1999	-99	9	80	4	2	3
ET080055	2	9	6	1999	-99	5	80	4	3	5
ET080055	3	17	6	1999	2000	5	80	4	3	5
ET080056	1	13	6	2001	-99	4	6	4	9	88
ET080056	2	3	39	1998	1999	9	80	4	1	2
ET080057	1	3	39	1999	-99	10	80	4	2	88
ET080057	2	17	6	1998	2001	7	80	4	5	88
ET080057	3	9	6	1997	2001	10	2	4	3	88
ET080058	1	3	39	1998	-99	8	80	4	2	4
ET080058	2	8	6	1997	-99	7	1	4	9	88
ET080059	1	1	5	1999	-99	4	80	4	2	88
ET080059	2	3	39	1999	-99	8	80	4	3	5
ET080059	3	17	6	1999	-99	5	80	4	3	5
ET080060	1	1	5	1999	-99	5	1	4	2	88
ET080060	2	9	6	1998	-99	7	80	4	5	88
ET080060	3	3	39	1998	2001	8	80	4	2	1
ET080060	4	10	15	1998	-99	10	80	4	2	1
ET080061	1	19	15	1999	-99	5	80	1	1	5
ET080062	1	3	39	1998	-99	7	80	4	2	88
ET080062	2	9	6	1994	-99	5	80	4	5	88
ET080063	1	3	39	1997	-99	8	80	5	2	88
ET080063	2	9	6	1997	-99	7	1	5	9	88
ET080063	3	10	15	2002	-99	4	1	4	2	3
ET080065	1	3	39	1999	-99	4	80	4	2	4
ET080065	2	17	6	1999	-99	5	80	4	3	5
ET080066	1	3	39	1998	-99	8	80	2	2	3
ET080067	1	3	39	1998	-99	9	80	2	2	88
ET080067	2	9	6	1999	-99	11	80	4	5	88
ET080067	3	2	12	1999	-99	5	80	2	2	88
ET080068	1	5	5	2000	-99	4	8	4	9	88
ET080068	2	17	6	1997	-99	4	80	4	5	88
ET080069	1	1	5	1997	-99	5	80	4	2	1
ET080069	2	9	6	2000	-99	7	80	4	5	88
ET080069	3	7	6	2000	-99	8	80	5	5	88
ET080069	4	3	39	1998	2000	9	80	4	2	88
ET080070	1	3	39	1998	2002	7	80	4	2	88
ET080070	2	8	6	1998	-99	5	4	4	5	88
ET080071	1	3	5	1998	-99	9	80	4	1	2
ET080071	2	9	6	1999	2001	7	80	4	5	88
ET080072	1	1	15	1999	2001	2	1	5	1	9
ET080072	2	8	6	1999	2000	7	2	4	5	88
ET080072	3	5	13	2002	-99	4	1	3	4	88
ET080072	4	13	15	1999	-99	5	1	5	4	88
ET080073	1	3	39	1997	-99	7	80	4	2	88
ET080073	2	17	6	1998	-99	9	80	4	5	88
ET080073	3	9	6	1998	-99	8	2	4	5	88
ET080074	1	9	6	1999	-99	4	80	5	5	88
ET080074	2	17	6	1999	-99	10	80	4	5	88
ET080074	3	3	39	1998	2001	9	80	5	2	9
ET080075	1	19	36	1998	-99	10	80	5	1	2
ET080076	1	3	39	1999	-99	7	80	4	2	88
ET080076	2	8	6	2002	-99	10	2	3	9	88
ET080078	1	3	39	1998	-99	8	80	4	2	5
ET080079	1	3	39	1994	-99	9	80	4	9	88
ET080080	1	3	39	1998	-99	7	80	5	2	88
ET080080	2	8	6	1999	-99	4	2	4	5	88
ET080081	1	3	 	 	 	 	 	 	 	 
ET080082	1	1	5	1999	-99	4	1	4	2	3
ET080082	2	3	39	1999	-99	8	80	4	2	3
ET080082	3	8	6	1999	-99	9	80	4	3	5
ET080082	4	9	6	1999	-99	9	80	4	3	5
ET080083	1	8	6	1999	-99	4	2	4	77	88
ET080083	2	9	6	1999	-99	4	80	4	5	88
ET080083	3	3	39	1999	2001	10	80	4	2	88
ET080084	1	3	39	1998	-99	9	80	2	2	9
ET080084	2	9	6	2002	-99	4	80	1	5	88
ET080084	3	9	6	2000	-99	2	80	2	5	88
ET080085	1	3	39	1997	-99	9	80	2	2	9
ET080085	2	9	6	1997	-99	10	80	5	5	88
ET080086	1	3	39	1998	-99	7	80	4	2	88
ET080086	2	8	6	1998	-99	5	3	4	5	88
ET080087	1	3	39	1999	-99	9	80	1	1	2
ET080088	1	1	5	1999	-99	4	80	4	3	88
ET080088	2	3	39	1999	-99	10	80	4	2	3
ET080088	3	8	6	1999	-99	5	2	4	3	5
ET080088	4	9	6	1999	-99	5	2	4	3	5
ET080089	1	3	39	1998	-99	7	80	5	2	88
ET080091	1	3	39	1999	-99	9	80	4	1	88
ET080092	1	3	39	1999	-99	9	80	4	2	9
ET080093	1	7	6	1998	-99	7	80	4	5	88
ET080093	2	1	5	1997	-99	4	1	4	2	88
ET080093	3	3	39	1999	-99	8	80	4	2	1
ET080094	1	9	6	1999	-99	10	80	5	5	88
ET080094	2	17	6	1999	-99	10	80	5	5	88
ET080095	1	3	39	1998	-99	8	80	4	5	2
ET080095	2	10	15	1998	-99	4	1	5	2	88
ET080096	1	1	5	1997	-99	5	80	4	2	88
ET080096	2	3	39	1998	-99	9	80	4	2	88
ET080096	3	8	6	1998	-99	8	2	4	5	88
ET080097	1	3	39	1998	-99	9	80	4	2	9
ET080098	1	3	39	1999	-99	9	80	4	2	9
ET080098	2	10	15	1998	-99	8	80	5	2	1
ET080099	1	3	39	1999	-99	8	80	4	2	88
ET090001	1	3	8	2001	-99	9	80	5	2	88
ET090001	2	4	8	1997	-99	9	80	5	2	88
ET090001	3	1	5	1996	-99	8	80	5	1	88
ET090001	4	8	6	1999	-99	9	80	4	5	88
ET090002	1	5	13	2000	-99	4	2	4	1	2
ET090002	2	8	6	1998	-99	8	2	4	3	5
ET090002	3	17	6	1998	-99	10	80	4	3	5
ET090003	1	9	6	1999	-99	10	80	5	5	88
ET090003	2	8	6	2001	-99	8	2	5	5	88
ET090004	1	9	6	1998	-99	10	80	5	5	88
ET090004	2	3	8	1997	-99	9	80	5	2	1
ET090004	3	4	8	1997	-99	9	80	5	1	2
ET090004	4	8	6	2000	-99	8	2	5	3	88
ET090005	1	9	6	1999	-99	10	80	5	5	88
ET090005	2	1	5	1999	-99	5	1	5	2	88
ET090005	3	8	6	1997	-99	8	2	5	5	3
ET090006	1	4	8	1998	-99	10	80	4	2	88
ET090006	2	3	8	1998	-99	10	80	4	2	88
ET090006	3	9	6	1999	-99	10	80	4	5	88
ET090006	4	1	5	1999	-99	4	2	5	2	9
ET090007	1	1	5	2000	-99	8	1	5	5	88
ET090007	2	9	6	2000	-99	8	1	5	1	88
ET090008	1	1	5	2000	-99	10	80	4	1	2
ET090008	2	17	6	2000	-99	10	80	4	3	88
ET090008	3	7	6	2000	-99	10	80	4	3	88
ET090008	4	8	6	1998	-99	10	2	4	5	88
ET090009	1	17	6	2000	-99	10	80	4	3	88
ET090009	2	8	6	2000	-99	8	2	4	5	88
ET090010	1	1	5	2000	-99	8	1	3	3	88
ET090010	2	9	6	2001	-99	9	1	3	3	88
ET090011	1	1	5	1999	-99	8	80	5	2	88
ET090011	2	3	8	1997	-99	10	80	5	2	6
ET090011	3	4	8	1997	-99	10	80	5	2	6
ET090011	4	8	6	1998	-99	8	2	5	9	88
ET090012	1	4	8	1998	-99	10	80	5	2	4
ET090012	2	8	6	2001	-99	8	2	5	5	88
ET090012	3	9	6	2000	-99	2	80	4	5	88
ET090013	1	9	6	2000	-99	9	80	4	5	88
ET090013	2	1	5	1998	-99	4	80	4	2	1
ET090013	3	14	8	1995	2002	10	80	4	2	1
ET090014	1	4	8	1998	2001	5	80	5	2	88
ET090014	2	1	5	1999	-99	5	80	5	1	88
ET090014	3	8	6	2000	-99	8	80	5	5	88
ET090015	1	17	6	2000	2001	10	80	5	5	88
ET090015	2	5	13	1998	2001	4	1	2	1	2
ET090015	3	5	13	1999	-99	4	2	4	1	2
ET090016	1	1	5	1999	-99	8	80	4	1	88
ET090016	2	8	6	1999	-99	8	80	4	5	88
ET090017	1	1	5	1999	-99	9	80	4	2	3
ET090017	2	8	6	1999	-99	10	16	4	3	5
ET090018	1	4	8	1998	-99	10	80	5	2	88
ET090018	2	9	6	1999	-99	2	80	5	5	88
ET090018	3	8	6	1999	-99	8	2	5	3	5
ET090018	4	13	6	2000	-99	5	1	5	5	88
ET090019	1	8	6	1999	-99	5	2	4	3	5
ET090020	1	1	5	1999	-99	8	80	4	2	3
ET090020	2	8	6	1999	-99	8	2	4	3	5
ET090021	1	8	6	1995	2001	8	2	4	5	88
ET090021	2	9	6	2000	-99	10	80	4	5	88
ET090021	3	3	8	2001	-99	10	80	4	2	1
ET090021	4	4	8	2001	-99	10	80	4	1	2
ET090022	1	8	6	1997	-99	7	80	5	5	88
ET090022	2	5	13	1996	-99	10	1	4	2	88
ET090022	3	7	6	1997	-99	1	80	5	5	88
ET090023	1	7	6	2000	-99	6	80	5	5	88
ET090023	2	8	6	1998	-99	8	2	5	9	88
ET090023	3	9	6	1999	-99	7	80	5	5	88
ET090024	1	1	5	2000	-99	5	80	5	1	88
ET090024	2	8	6	1999	-99	8	80	5	5	88
ET090025	1	1	5	1998	-99	10	1	4	2	1
ET090025	2	9	6	1998	-99	8	80	5	5	88
ET090025	3	8	6	1999	-99	10	2	5	5	88
ET090026	1	8	6	1999	-99	8	2	5	9	88
ET090026	2	9	6	2001	-99	7	80	5	5	88
ET090027	1	7	6	1997	-99	10	80	5	5	88
ET090027	2	8	6	1997	-99	8	2	5	5	88
ET090027	3	1	5	1995	-99	5	1	3	3	5
ET090027	4	13	28	2002	-99	9	80	5	5	88
ET090027	5	5	13	1999	-99	10	1	5	1	3
ET090028	1	3	8	2002	-99	10	80	5	2	5
ET090028	2	4	8	1997	-99	10	80	5	2	5
ET090028	3	5	13	1997	-99	10	80	3	1	88
ET090028	4	7	6	1997	-99	10	80	5	5	88
ET090028	5	8	6	1997	-99	8	3	4	5	88
ET090030	1	8	6	2000	-99	8	2	4	9	88
ET090030	2	1	5	2000	-99	10	80	4	2	88
ET090030	3	9	6	2000	-99	10	80	4	5	88
ET090031	1	1	5	1999	-99	4	80	2	2	3
ET090031	2	8	6	1999	-99	8	4	4	3	5
ET090033	1	1	5	1999	-99	10	80	5	2	1
ET090033	2	8	6	1999	-99	8	2	5	3	88
ET090033	3	9	6	1999	-99	10	80	5	5	88
ET090034	1	3	8	2002	-99	10	80	5	1	2
ET090034	2	4	8	1998	-99	10	80	5	1	2
ET090034	3	17	6	2000	-99	7	80	4	5	88
ET090035	1	3	8	2002	-99	10	80	5	2	88
ET090035	2	4	8	2002	-99	10	80	5	2	88
ET090035	3	17	6	2001	-99	10	80	4	3	88
ET090036	1	1	5	2000	-99	7	80	4	2	88
ET090036	2	8	6	2000	-99	8	2	5	9	88
ET090036	3	9	6	1999	-99	10	80	5	5	88
ET090037	1	3	8	2002	-99	5	80	5	2	88
ET090037	2	4	8	1998	-99	5	80	5	2	88
ET090037	3	1	5	2000	-99	8	80	5	1	88
ET090037	4	8	6	2000	-99	5	80	5	5	88
ET090038	1	7	6	2000	-99	10	80	4	5	88
ET090038	2	8	6	1998	-99	10	4	4	5	88
ET090039	1	3	8	2002	-99	10	80	5	2	5
ET090039	2	4	8	1997	-99	10	80	5	2	5
ET090039	3	7	6	1997	-99	10	80	5	5	88
ET090039	4	8	6	1997	-99	8	2	5	5	88
ET090040	1	1	5	1999	-99	5	1	4	2	1
ET090040	2	9	6	1999	-99	10	80	4	5	88
ET090041	1	1	5	1998	-99	4	1	5	3	88
ET090041	2	9	6	1998	-99	10	1	5	3	88
ET090042	1	1	5	2001	-99	10	1	5	3	88
ET090042	2	9	6	1999	-99	10	1	5	3	88
ET090043	1	1	5	2001	-99	8	2	4	3	88
ET090044	1	1	5	1999	-99	5	80	4	3	4
ET090044	2	8	6	1999	-99	10	2	4	3	5
ET090044	3	3	8	2001	-99	10	80	4	1	2
ET090044	4	4	8	1999	-99	10	80	4	1	2
ET090045	1	8	6	1997	-99	8	3	4	5	88
ET090045	2	7	6	1997	-99	10	80	5	5	88
ET090046	1	1	5	1999	-99	8	80	4	3	2
ET090046	2	8	6	1999	-99	9	2	4	3	5
ET090047	1	4	8	1998	-99	10	80	5	2	9
ET090047	2	9	6	2000	-99	2	80	4	5	88
ET090047	3	17	6	2000	-99	9	80	4	5	88
ET090047	4	5	8	1998	-99	2	1	4	2	88
ET090048	1	3	8	2002	-99	10	80	5	2	5
ET090048	2	4	8	1997	-99	10	80	5	2	5
ET090048	3	8	6	1997	-99	8	2	4	5	88
ET090048	4	1	5	1997	1999	4	1	4	9	88
ET090049	1	3	8	2002	-99	10	80	5	2	5
ET090049	2	4	8	1997	-99	10	80	5	2	5
ET090049	3	8	6	1997	-99	6	2	5	5	88
ET090049	4	7	6	1997	-99	7	80	4	5	88
ET090050	1	8	6	2000	-99	8	2	4	5	88
ET090050	2	9	6	2000	-99	10	80	4	5	88
ET090050	3	1	5	1999	-99	10	80	4	1	2
ET090050	4	3	8	1997	-99	10	80	4	2	1
ET090050	5	4	8	1997	-99	10	80	4	1	2
ET090051	1	1	5	1995	-99	7	1	5	2	1
ET090051	2	9	6	1998	-99	10	80	5	5	88
ET090051	3	7	6	1998	-99	10	80	5	5	88
ET090051	4	5	13	1998	-99	10	2	4	5	88
ET090052	1	1	5	1999	-99	9	80	5	2	88
ET090052	2	9	6	2000	-99	10	80	5	5	88
ET090052	3	5	8	1997	-99	4	2	5	1	88
ET090052	4	8	6	1995	-99	8	2	5	3	88
ET090053	1	1	5	2001	-99	3	1	3	3	88
ET090054	1	1	5	1999	-99	9	80	4	2	3
ET090054	2	8	6	1999	-99	10	3	4	3	5
ET090055	1	3	8	2002	-99	10	80	5	1	2
ET090055	2	4	8	1997	-99	10	80	5	1	2
ET090055	3	17	6	1998	-99	11	80	4	3	88
ET090055	4	5	13	1997	-99	4	2	4	2	88
ET090056	1	1	5	2000	-99	10	80	5	2	88
ET090056	2	9	6	2000	-99	10	80	5	5	88
ET090057	1	1	5	2001	-99	10	80	4	9	88
ET090057	2	17	6	1999	-99	10	80	5	5	3
ET090057	3	8	6	2000	-99	8	2	4	5	88
ET090058	1	1	5	1997	-99	10	16	4	1	3
ET090058	2	7	8	1997	-99	10	80	5	5	88
ET090058	3	5	13	1997	1999	10	80	5	3	5
ET090059	1	3	8	2002	-99	10	80	4	1	88
ET090059	2	4	8	1998	-99	10	80	5	1	2
ET090059	3	8	6	1996	-99	7	2	5	3	88
ET090059	4	17	6	2001	-99	10	80	4	5	88
ET090060	1	3	8	2002	-99	9	80	5	2	88
ET090060	2	4	8	1995	-99	9	80	5	2	88
ET090060	3	1	5	2000	-99	8	80	5	1	88
ET090060	4	8	6	1998	-99	8	80	5	5	88
ET090062	1	3	8	1997	2001	10	80	4	2	1
ET090062	2	4	8	1997	2001	10	80	4	1	2
ET090062	3	1	5	1996	-99	7	80	4	2	88
ET090062	4	9	6	2000	-99	10	80	4	5	1
ET090062	5	8	6	1999	-99	8	2	4	5	88
ET090063	1	1	5	1999	-99	5	80	4	2	3
ET090063	2	8	6	1999	-99	8	2	4	3	5
ET090065	1	3	8	2002	-99	9	80	5	2	88
ET090065	2	4	8	1998	-99	9	80	5	2	88
ET090065	3	8	6	1999	-99	5	80	4	5	88
ET090066	1	3	8	1997	-99	10	80	5	2	5
ET090066	2	4	8	1997	-99	10	80	5	2	5
ET090066	3	8	6	1998	-99	8	2	5	9	88
ET090066	4	9	6	2000	-99	10	80	5	5	88
ET090067	1	1	5	2000	-99	10	80	5	1	2
ET090067	2	9	6	2000	-99	10	80	5	5	88
ET090067	3	8	6	1999	2001	8	2	5	3	88
ET090068	1	1	5	1999	-99	8	1	4	3	88
ET090068	2	9	6	1999	-99	8	1	4	3	88
ET090069	1	8	6	1994	-99	5	80	4	5	88
ET090069	2	13	23	1990	2000	4	80	4	5	88
ET090070	1	3	8	2002	-99	10	80	4	2	88
ET090070	2	4	8	2000	-99	10	80	4	2	88
ET090070	3	5	13	1999	-99	4	2	4	2	88
ET090070	4	17	6	1998	-99	11	80	4	3	88
