CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUIMR301	SUIMR302
ET150052	1	1	5	2000	-99	77	1	4	2	3
ET150052	2	9	6	1999	-99	77	80	4	5	88
ET150052	3	8	6	2001	-99	8	3	5	5	3
ET150052	4	19	36	1999	-99	8	80	2	1	2
ET150053	1	1	5	2001	-99	4	1	4	2	88
ET150053	2	8	6	1999	-99	7	2	5	5	88
ET150053	3	17	6	1999	-99	77	80	5	5	88
ET150054	1	3	5	2000	-99	11	80	2	5	88
ET150054	2	19	5	2001	-99	7	80	2	2	88
ET150056	1	3	5	1999	-99	11	80	5	1	4
ET150057	1	19	5	2001	-99	8	80	4	2	1
ET150059	1	19	36	2000	-99	7	80	3	1	2
ET150060	1	19	5	2001	-99	8	80	2	2	88
ET150061	1	7	15	2001	-99	4	80	4	5	88
ET150061	2	13	15	2002	2002	4	1	5	9	88
ET150062	1	19	5	2001	-99	8	80	3	2	88
ET150062	2	13	6	2001	2001	5	1	5	5	3
ET150063	1	19	5	2001	-99	4	80	4	2	1
ET150064	1	19	36	1999	-99	7	80	4	2	88
ET150065	1	19	36	1999	-99	8	80	4	2	1
ET150066	1	19	36	2001	-99	8	80	4	2	88
ET150067	1	19	36	1999	-99	5	80	2	9	88
ET150068	1	9	36	1999	-99	5	80	4	5	88
ET150068	2	19	36	1999	-99	4	80	4	2	88
ET150069	1	19	15	1990	-99	8	80	2	2	88
ET150069	2	9	15	1997	-99	5	80	4	5	88
ET150070	1	19	36	1999	-99	7	80	4	1	2
ET150071	1	9	6	1999	-99	77	80	4	3	5
ET150071	2	1	5	1999	-99	77	1	4	2	88
ET150071	3	19	36	1999	-99	77	80	2	1	2
ET150072	1	19	36	1999	-99	8	80	2	2	88
ET150074	1	19	36	1999	-99	3	80	4	1	2
ET150076	1	19	15	1996	-99	7	80	2	2	88
ET150077	1	9	6	1999	-99	77	80	4	5	3
ET150077	2	8	6	1999	-99	8	2	5	3	88
ET150077	3	19	36	1999	-99	8	80	2	1	2
ET150078	1	19	77	1996	-99	7	80	1	2	88
ET150078	2	1	15	1999	-99	8	1	4	2	88
ET150078	3	9	15	1999	-99	10	80	4	5	88
ET150079	1	9	15	1999	-99	77	80	4	3	5
ET150079	2	19	15	1999	2002	5	80	1	2	88
ET150080	1	19	36	2000	-99	7	80	4	1	2
ET150082	1	19	36	1999	-99	7	80	4	2	88
ET150082	2	3	36	1999	-99	4	1	3	9	88
ET150082	3	7	36	2001	-99	5	2	4	3	88
ET150084	1	19	5	2001	-99	8	80	2	2	88
ET150085	1	1	5	1999	-99	77	1	4	2	88
ET150085	2	9	6	1999	-99	77	80	5	5	3
ET150085	3	8	6	1999	-99	8	2	5	5	5
ET150085	4	19	36	2000	-99	8	80	2	2	1
ET150086	1	9	6	1998	-99	4	80	4	9	88
ET150086	2	19	36	2001	-99	7	80	3	2	88
ET150087	1	19	36	1999	-99	7	80	2	9	88
ET150088	1	19	36	1999	-99	5	80	1	1	2
ET150089	1	19	5	2001	-99	8	80	5	1	2
ET150090	1	3	39	1997	2002	11	80	3	2	1
ET150091	1	7	6	2000	2001	5	80	1	9	88
ET150091	2	8	6	1998	2001	8	2	4	2	88
ET150091	3	11	6	2001	-99	8	2	4	9	88
ET150091	4	19	36	2001	-99	8	80	3	2	88
ET150093	1	19	5	2001	2001	8	80	2	2	88
ET150094	1	1	15	1999	-99	11	80	5	2	88
ET150094	2	9	15	1999	-99	11	80	5	5	88
ET150095	1	7	6	1998	-99	7	80	4	9	88
ET150095	2	9	6	1998	-99	4	80	4	9	88
ET150095	3	19	36	2001	-99	7	80	3	2	1
ET150096	1	17	6	2001	-99	8	80	4	9	88
ET150096	2	7	15	1998	-99	77	80	4	9	88
ET150096	3	8	6	1998	-99	8	2	4	2	4
ET150097	1	1	5	2001	-99	5	1	4	2	88
ET150097	2	7	6	1998	-99	5	80	4	9	88
ET150097	3	8	6	2000	-99	8	2	4	4	2
ET150097	4	19	36	2001	-99	77	80	3	1	2
ET150098	1	19	5	2001	-99	8	80	1	1	88
ET150099	1	19	5	2001	-99	7	80	4	2	1
ET150099	2	19	77	2001	2001	4	80	4	2	88
ET150100	1	19	5	2001	-99	8	80	3	2	1
ET160001	1	7	6	1998	-99	5	80	5	5	88
ET160001	2	8	6	1998	-99	5	80	5	5	88
ET160001	3	1	5	1994	-99	5	80	5	1	88
ET160001	4	9	6	1998	-99	5	80	5	5	88
ET160002	1	1	5	1985	-99	10	80	4	1	88
ET160002	2	9	6	1998	-99	10	80	5	5	88
ET160002	3	8	6	2000	-99	10	80	5	5	88
ET160003	1	1	1	1985	-99	10	80	5	2	88
ET160003	2	8	6	2002	-99	9	80	5	3	5
ET160003	3	9	6	1998	-99	9	80	4	5	88
ET160003	4	7	6	1986	-99	8	80	5	4	6
ET160003	5	19	15	2000	-99	4	80	5	1	2
ET160004	1	8	6	2000	-99	1	2	5	2	88
ET160005	1	7	6	1998	-99	10	80	4	5	88
ET160005	2	8	6	1998	-99	10	80	4	5	88
ET160005	3	1	5	1985	-99	7	80	4	5	88
ET160006	1	7	6	1998	-99	4	80	4	3	88
ET160006	2	8	6	1998	-99	10	80	5	2	88
ET160006	3	9	6	1998	-99	7	80	4	5	88
ET160006	4	19	15	1997	-99	4	80	4	2	88
ET160007	1	9	6	1996	-99	10	80	3	5	88
ET160007	2	8	6	1996	-99	10	80	3	5	88
ET160007	3	1	5	1985	-99	4	80	4	2	88
ET160008	1	1	5	1985	-99	8	1	3	1	88
ET160008	2	9	6	1998	-99	5	80	3	3	88
ET160008	3	8	6	1998	-99	8	2	4	5	88
ET160008	4	19	15	2001	-99	4	80	4	1	88
ET160009	1	7	6	1998	-99	5	80	4	5	88
ET160009	2	8	6	1998	-99	5	80	4	3	88
ET160009	3	1	5	1986	-99	5	80	4	1	88
ET160010	1	1	5	1985	-99	10	80	4	2	88
ET160010	2	2	6	1988	-99	10	80	4	3	88
ET160010	3	7	6	1988	-99	10	80	4	5	88
ET160010	4	8	6	1988	-99	8	80	4	5	88
ET160010	5	19	15	1997	-99	4	80	4	2	88
ET160011	1	7	6	1998	-99	7	80	4	5	88
ET160011	2	8	6	1998	-99	7	80	4	5	88
ET160011	3	4	4	1997	-99	7	80	4	1	88
ET160011	4	1	5	1985	-99	2	1	4	2	88
ET160012	1	8	6	1999	-99	10	80	4	5	88
ET160012	2	9	6	1998	-99	10	80	4	5	88
ET160012	3	1	5	1985	-99	5	80	5	2	88
ET160012	4	7	6	1999	-99	9	80	4	3	88
ET160013	1	1	5	1985	-99	10	80	4	1	2
ET160013	2	3	39	1997	-99	9	80	4	2	4
ET160013	3	8	6	2000	-99	10	80	4	4	88
ET160013	4	9	6	1998	-99	10	80	4	5	88
ET160013	5	19	15	1998	-99	4	80	4	1	88
ET160014	1	1	5	1985	-99	5	80	4	2	88
ET160014	2	8	6	1998	-99	10	80	5	5	88
ET160014	3	9	6	1999	-99	10	80	4	5	88
ET160014	4	7	6	1999	-99	10	80	5	88	3
ET160015	1	1	5	1985	-99	10	80	5	2	88
ET160015	2	7	6	1998	-99	10	80	5	3	88
ET160015	3	8	6	1998	-99	10	80	5	5	88
ET160015	4	9	6	1998	-99	10	80	5	3	88
ET160016	1	7	9	1999	-99	5	80	4	5	88
ET160016	2	8	9	1999	-99	5	80	4	5	2
ET160016	3	5	36	1999	-99	5	80	2	1	2
ET160016	4	9	6	1998	-99	5	80	4	5	88
ET160017	1	1	5	1985	-99	4	80	4	2	88
ET160017	2	9	6	1999	-99	10	80	4	5	88
ET160017	3	8	6	1999	-99	10	2	5	5	88
ET160018	1	1	5	1985	-99	8	80	4	2	88
ET160018	2	17	6	1998	-99	10	80	4	5	88
ET160018	3	8	6	1998	-99	10	80	4	5	88
ET160018	4	7	6	1998	-99	10	80	4	5	88
ET160019	1	1	5	2000	-99	7	80	4	1	88
ET160019	2	8	6	1998	-99	7	80	4	3	88
ET160019	3	7	6	1998	-99	7	80	4	5	88
ET160019	4	19	15	2001	-99	4	80	4	1	88
ET160020	1	5	13	1991	-99	1	80	4	4	88
ET160020	2	7	6	1998	-99	5	80	4	5	88
ET160020	3	8	6	1998	-99	5	80	4	3	88
ET160020	4	9	6	1998	-99	5	80	4	5	88
ET160021	1	1	5	1985	-99	10	80	3	1	88
ET160021	2	8	6	2000	-99	9	80	4	4	2
ET160021	3	9	6	1998	-99	10	80	3	5	88
ET160021	4	19	15	1998	-99	4	80	4	1	2
ET160022	1	8	6	1998	-99	10	2	5	3	88
ET160022	2	9	6	1998	-99	10	80	5	3	88
ET160022	3	14	5	2001	-99	7	1	2	1	88
ET160022	4	19	15	2001	-99	4	80	4	1	88
ET160023	1	9	6	1998	-99	10	80	5	3	88
ET160023	2	8	6	1998	-99	3	2	4	3	88
ET160023	3	1	5	1995	-99	8	1	3	1	88
ET160023	4	13	6	2001	-99	4	1	4	5	88
ET160024	1	1	5	2001	-99	5	80	5	2	88
ET160024	2	9	6	1998	-99	10	80	5	5	88
ET160024	3	7	6	1998	-99	5	80	3	5	88
ET160025	1	1	5	1999	-99	9	80	5	1	88
ET160025	2	19	15	2000	-99	4	80	5	1	88
ET160026	1	1	5	1995	-99	10	80	1	2	1
ET160026	2	7	6	1998	-99	10	80	1	5	3
ET160026	3	8	6	2000	-99	10	80	1	5	88
ET160026	4	9	6	1998	-99	10	80	1	5	88
ET160027	1	1	5	1985	-99	10	80	3	1	2
ET160027	2	8	6	2000	-99	9	80	4	3	5
ET160027	3	9	6	1998	-99	10	80	4	5	3
ET160027	4	19	15	1998	-99	4	80	5	1	88
ET160028	1	1	5	1985	-99	10	80	4	1	2
ET160028	2	8	6	2000	-99	9	80	4	3	88
ET160028	3	9	6	1998	-99	10	80	4	5	88
ET160028	4	3	39	1999	-99	4	80	4	2	88
ET160029	1	9	6	1999	-99	4	80	4	5	88
ET160029	2	11	6	1999	-99	4	80	4	9	88
ET160030	1	8	6	2000	-99	10	80	4	5	88
ET160030	2	2	6	1999	-99	10	80	4	7	88
ET160030	3	9	6	1998	-99	9	80	4	5	88
ET160030	4	15	15	1998	-99	9	80	4	5	88
ET160030	5	1	5	1985	-99	11	80	4	1	2
ET160030	6	19	15	1997	-99	4	80	4	1	88
ET160031	1	1	5	1985	-99	10	80	3	1	88
ET160031	2	8	6	2000	-99	10	80	4	3	88
ET160031	3	9	6	1998	-99	9	80	3	5	88
ET160031	4	19	15	1999	-99	4	80	4	1	88
ET160032	1	1	5	2001	-99	4	80	4	1	88
ET160032	2	7	6	2001	-99	10	80	4	5	88
ET160032	3	8	6	2001	-99	4	80	4	5	88
ET160032	4	17	7	2001	2001	4	80	4	3	88
ET160033	1	1	5	1985	-99	10	80	2	1	88
ET160033	2	9	6	1998	-99	10	80	2	5	88
ET160033	3	8	6	2000	-99	10	80	2	5	88
ET160033	4	11	6	2000	-99	10	80	2	5	88
ET160033	5	19	15	2001	-99	4	80	4	1	88
ET160034	1	1	5	1985	-99	4	80	4	2	88
ET160034	2	8	6	1999	-99	10	80	4	5	88
ET160034	3	7	6	1999	-99	10	80	4	3	88
ET160034	4	9	6	1999	-99	10	80	4	5	88
ET160035	1	8	6	1998	-99	6	80	4	5	2
ET160035	2	7	6	1998	-99	10	80	4	5	88
ET160035	3	9	6	1998	-99	10	80	4	5	88
ET160035	4	1	1	1985	-99	10	80	4	2	88
ET160036	1	1	5	1985	-99	10	80	4	2	88
ET160036	2	7	6	1998	-99	10	80	5	5	88
ET160036	3	8	6	1998	-99	10	80	5	5	88
ET160036	4	9	6	1998	-99	10	80	5	5	88
ET160037	1	1	5	1985	-99	5	80	1	2	88
ET160037	2	7	6	1998	-99	8	80	1	5	88
ET160037	3	8	6	1998	-99	8	80	1	5	88
ET160037	4	9	6	1998	-99	8	80	1	5	88
ET160038	1	7	6	1998	-99	10	80	5	5	88
ET160038	2	8	6	1998	-99	10	80	5	5	88
ET160038	3	1	5	1986	-99	5	80	5	2	88
ET160038	4	17	6	1998	-99	10	80	5	5	88
ET160039	1	1	5	1985	-99	4	80	4	2	88
ET160039	2	7	6	1998	-99	10	80	4	3	88
ET160039	3	8	6	1999	-99	10	80	4	5	88
ET160039	4	9	6	1999	-99	10	80	4	5	88
ET160040	1	1	5	1985	-99	4	80	3	2	88
ET160040	2	8	6	1999	-99	10	80	4	5	88
ET160041	1	1	5	1999	-99	9	80	4	1	88
ET160041	2	9	6	1999	-99	9	80	4	3	88
ET160041	3	8	6	2000	-99	10	80	4	5	88
ET160042	1	1	5	1985	-99	9	80	5	1	88
ET160042	2	9	6	1998	-99	3	80	5	5	88
ET160042	3	8	6	2002	-99	3	80	4	3	88
ET160043	1	1	5	1985	-99	9	80	4	2	88
ET160043	2	7	6	1998	-99	10	80	4	5	3
ET160043	3	8	6	1998	-99	10	80	4	5	88
ET160043	4	9	6	1998	-99	10	80	4	5	3
ET160044	1	1	5	1985	-99	10	80	2	1	2
ET160044	2	3	5	1997	-99	9	80	3	2	88
ET160044	3	8	6	2000	-99	9	80	4	3	5
ET160044	4	9	6	1998	-99	10	80	3	5	88
ET160044	5	19	15	1997	-99	4	80	4	1	88
ET160045	1	4	36	1997	-99	7	80	4	1	88
ET160045	2	7	6	1997	-99	10	80	4	5	88
ET160045	3	1	5	1971	-99	11	80	4	3	88
ET160046	1	1	5	1985	-99	4	17	5	2	1
ET160046	2	9	6	1998	-99	8	80	4	3	5
ET160046	3	8	6	2000	-99	7	80	3	2	88
ET160046	4	19	15	2001	-99	4	80	4	1	88
ET160047	1	17	6	1988	-99	10	80	1	1	88
ET160047	2	7	6	1988	-99	5	80	3	5	88
ET160047	3	8	6	1988	-99	5	80	2	3	88
ET160047	4	19	15	1997	-99	4	80	4	2	88
ET160048	1	1	5	1998	-99	8	80	5	2	88
ET160048	2	8	6	2000	-99	9	80	5	3	88
ET160048	3	9	6	2000	-99	9	80	5	5	88
ET160048	4	7	6	1998	-99	10	80	5	5	3
ET160049	1	7	6	1998	-99	10	80	4	5	88
ET160049	2	8	6	1998	-99	10	80	4	3	88
ET160049	3	1	5	1986	-99	4	80	4	2	1
ET160050	1	1	5	1999	-99	9	80	4	1	88
ET160050	2	9	6	1999	-99	10	80	5	5	88
ET160050	3	7	6	1999	-99	10	80	5	3	88
ET160050	4	3	33	1998	-99	10	80	5	2	88
ET160051	1	1	5	1985	-99	4	80	4	2	88
ET160051	2	8	6	1999	-99	9	80	4	5	88
ET160051	3	9	6	1998	-99	10	80	4	5	88
ET160051	4	19	15	2002	-99	4	80	4	1	2
ET160053	1	1	5	1985	-99	10	80	4	1	2
ET160053	2	8	6	1988	-99	10	80	4	5	88
ET160053	3	9	6	1988	-99	10	80	5	5	88
ET160053	4	7	6	1988	-99	10	80	5	5	88
ET160053	5	19	15	1997	-99	4	80	4	2	88
ET160054	1	1	5	1985	-99	10	80	5	1	2
ET160054	2	8	6	2000	-99	10	80	4	4	3
ET160054	3	9	6	1998	-99	10	80	4	5	88
ET160054	4	7	6	2001	-99	10	80	4	3	88
ET160055	1	1	5	1999	-99	6	80	4	1	2
ET160055	2	9	6	1998	-99	9	80	4	3	5
ET160055	3	11	6	1998	-99	9	80	4	5	3
ET160056	1	1	5	1985	-99	3	80	2	1	88
ET160056	2	8	6	1995	-99	5	2	4	3	88
ET160056	3	9	6	1998	-99	8	80	3	5	88
ET160058	1	1	5	1995	-99	10	80	4	2	88
ET160058	2	8	6	2002	-99	9	80	4	3	88
ET160058	3	9	6	1998	-99	9	80	5	5	88
ET160058	4	7	6	1995	-99	9	80	5	4	88
ET160059	1	1	5	1985	-99	10	1	4	1	88
ET160059	2	7	6	1999	-99	10	80	4	5	88
ET160059	3	8	6	1999	-99	9	2	4	5	88
ET160059	4	17	7	2000	2000	4	80	4	3	88
ET160060	1	1	5	1985	-99	10	80	4	2	88
ET160060	2	8	6	1998	-99	10	80	5	3	88
ET160060	3	9	6	1998	-99	9	80	5	5	88
ET160060	4	7	6	1997	-99	9	80	4	4	88
ET160060	5	19	15	2001	-99	4	80	4	1	88
ET160061	1	3	5	1998	-99	7	80	3	2	88
ET160061	2	17	6	1988	-99	5	80	3	5	88
ET160061	3	7	6	1988	-99	5	80	4	5	88
ET160061	4	8	6	1988	-99	10	80	2	5	88
ET160061	5	19	15	1988	-99	4	80	4	2	88
ET160062	1	7	6	1998	-99	4	80	4	5	88
ET160062	2	8	6	1998	-99	4	80	4	5	88
ET160062	3	1	5	1987	-99	4	80	4	1	88
ET160062	4	17	6	1989	-99	5	80	4	5	88
ET160063	1	9	6	1999	-99	10	80	4	5	88
ET160063	2	8	6	1999	-99	10	80	4	5	88
ET160064	1	9	6	1999	-99	10	80	4	5	88
ET160064	2	1	5	1985	-99	4	80	5	2	88
ET160065	1	1	5	1985	-99	10	80	5	2	88
ET160065	2	8	6	2002	-99	9	80	4	3	5
ET160065	3	9	6	1998	-99	9	80	4	5	3
ET160065	4	7	6	1986	-99	9	80	5	4	88
ET160065	5	19	15	2001	-99	4	80	5	1	88
ET160066	1	7	6	1998	-99	10	80	4	3	88
ET160066	2	8	6	1999	-99	10	80	4	5	88
ET160066	3	1	5	1985	-99	5	80	4	2	88
ET160066	4	9	6	1999	-99	10	80	4	5	88
ET160067	1	8	6	1999	-99	10	80	4	5	88
ET160067	2	7	6	1997	-99	10	80	4	5	88
ET160067	3	4	4	1997	-99	9	80	4	2	88
ET160068	1	1	5	1985	-99	8	80	4	2	88
ET160068	2	7	6	1998	-99	10	80	4	3	5
ET160068	3	8	6	1998	-99	10	80	4	5	88
ET160068	4	9	6	1998	-99	10	80	4	5	3
ET160069	1	8	6	1999	-99	10	80	4	5	88
ET160069	2	9	6	1999	-99	10	80	4	5	88
ET160069	3	1	5	1985	-99	4	80	3	2	88
ET160070	1	17	6	1998	-99	10	80	4	5	88
ET160070	2	8	6	1998	-99	10	80	5	1	88
ET160070	3	9	6	1998	-99	7	80	4	5	88
ET160070	4	11	6	1998	-99	2	80	5	3	88
ET160070	5	19	15	1997	-99	4	80	4	2	88
ET160071	1	9	6	1998	-99	4	80	5	5	88
ET160071	2	7	6	1998	-99	4	80	5	5	88
ET160071	3	8	6	1998	-99	4	80	5	5	88
ET160071	4	17	6	1998	-99	4	80	5	5	88
ET160072	1	1	5	1998	2000	10	80	4	1	88
ET160072	2	9	6	2000	-99	10	80	4	5	88
ET160072	3	7	6	2000	-99	10	80	4	5	88
ET160073	1	1	5	1985	-99	9	80	4	2	88
ET160073	2	7	6	1997	-99	10	80	4	5	88
ET160073	3	8	6	1995	-99	8	80	4	5	88
ET160074	1	1	5	1985	-99	8	80	3	1	88
ET160074	2	9	6	1998	-99	10	2	5	3	88
ET160074	3	3	5	1998	-99	9	80	3	2	88
ET160075	1	9	6	1999	-99	10	80	4	5	88
ET160075	2	8	6	1998	-99	9	80	4	5	88
ET160075	3	7	6	1998	-99	10	80	4	3	88
ET160076	1	9	6	1999	-99	10	80	4	5	88
ET160076	2	1	5	1985	-99	10	80	4	1	88
ET160076	3	8	6	2000	-99	10	80	5	5	88
ET160076	4	11	6	2000	-99	10	80	5	5	88
ET160077	1	8	6	1998	-99	4	80	4	5	88
ET160077	2	9	6	1998	-99	7	80	4	5	88
ET160078	1	7	6	1998	-99	5	80	5	5	88
ET160078	2	8	6	1998	-99	5	80	5	5	88
ET160079	1	1	5	1985	-99	4	80	4	2	88
ET160079	2	9	6	1999	-99	10	80	4	5	88
ET160079	3	8	9	1999	-99	10	2	5	5	88
ET160080	1	7	6	1999	-99	10	80	4	3	88
ET160080	2	8	6	1998	-99	10	80	4	5	88
ET160080	3	1	5	1985	-99	4	80	4	2	88
ET160080	4	9	6	1999	-99	10	80	4	5	88
ET160081	1	1	5	1985	-99	10	80	2	1	88
ET160081	2	9	6	1998	-99	9	80	4	5	88
ET160081	3	8	6	2000	-99	10	80	4	4	88
ET160081	4	19	15	1998	-99	4	80	5	1	88
ET160082	1	1	5	1985	-99	10	80	3	2	88
ET160082	2	8	6	2002	-99	9	80	5	4	88
ET160082	3	9	6	1998	-99	9	80	5	3	4
ET160082	4	7	6	1987	-99	9	80	5	4	88
ET160082	5	19	15	2001	-99	4	80	4	1	88
ET160083	1	1	5	1985	-99	10	80	4	1	88
ET160083	2	8	6	2002	-99	10	80	4	3	88
ET160083	3	9	6	1988	-99	10	80	5	5	88
ET160084	1	1	5	1987	-99	10	80	4	1	2
ET160084	2	17	6	1998	-99	4	80	4	5	88
ET160084	3	7	6	1998	-99	5	80	5	5	88
ET160084	4	8	6	2000	-99	10	80	4	5	88
ET160084	5	19	15	1997	-99	4	80	4	2	88
ET160085	1	1	5	2000	-99	10	80	4	1	88
ET160085	2	7	6	2000	-99	10	80	4	5	88
ET160085	3	8	6	2000	-99	7	80	4	5	88
ET160086	1	1	5	1985	-99	5	80	2	2	88
ET160086	2	7	6	1998	-99	9	80	2	5	3
ET160086	3	8	6	1998	-99	9	80	2	5	88
ET160086	4	9	6	1998	-99	9	80	2	5	3
ET160087	1	1	5	1985	-99	4	80	4	2	88
ET160087	2	8	6	1999	-99	10	80	3	5	88
ET160087	3	9	6	1999	-99	10	80	3	5	88
ET160088	1	1	5	1985	-99	10	80	4	2	88
ET160088	2	8	6	1988	-99	10	80	4	5	88
ET160088	3	9	6	1988	-99	10	80	4	5	88
ET160088	4	19	15	1998	-99	4	80	4	2	88
ET160089	1	1	5	1985	-99	10	80	4	2	88
ET160089	2	8	6	1988	-99	10	80	4	5	88
ET160090	1	1	5	1985	-99	10	80	4	1	88
ET160090	2	8	6	1988	-99	10	80	5	5	88
ET160090	3	9	6	1988	-99	10	80	4	5	88
ET160090	4	19	15	1997	-99	4	80	4	2	88
ET160091	1	1	5	1985	-99	4	80	3	2	88
ET160091	2	9	6	1999	-99	10	80	4	5	88
ET160091	3	8	6	1999	-99	10	80	4	5	88
ET160092	1	1	5	1985	-99	7	1	3	2	88
ET160092	2	9	6	1998	-99	8	80	4	3	88
ET160092	3	8	6	1998	-99	8	2	4	3	88
ET160092	4	19	15	2001	-99	4	80	4	1	88
ET160093	1	1	5	1985	-99	9	80	2	2	88
ET160093	2	8	6	2002	-99	10	80	4	3	88
ET160093	3	9	6	1998	-99	10	80	5	5	3
ET160093	4	7	6	1983	-99	10	80	5	4	88
ET160094	1	1	5	1985	-99	10	80	5	2	88
ET160094	2	8	6	2002	-99	9	80	5	4	3
ET160094	3	9	6	1998	-99	9	80	5	3	5
ET160094	4	7	6	1986	-99	9	80	5	4	88
ET160095	1	9	6	1998	-99	5	80	4	5	88
ET160095	2	1	5	1999	-99	7	80	4	2	88
ET160096	1	9	6	1998	-99	10	80	4	5	88
ET160096	2	8	6	1999	-99	10	80	4	5	88
ET160096	3	7	6	1998	-99	10	80	4	3	88
ET160096	4	1	5	1985	-99	4	80	4	2	88
ET160097	1	1	5	1985	-99	10	80	4	2	88
ET160097	2	7	6	1998	-99	8	80	2	3	88
ET160097	3	8	6	1998	-99	8	80	2	5	88
ET160097	4	9	6	1998	-99	8	80	2	3	5
ET160098	1	7	6	1998	-99	5	80	5	5	88
ET160098	2	8	6	1998	-99	5	80	5	5	88
ET160098	3	9	6	1998	-99	5	80	5	5	88
ET160098	4	17	6	1998	-99	5	80	5	5	88
ET160098	5	19	15	2001	2001	4	80	5	5	88
ET160099	1	9	6	1999	-99	10	80	4	5	88
ET160099	2	8	6	1998	-99	9	80	4	5	88
ET160099	3	7	6	1999	-99	2	80	4	3	88
ET160099	4	1	5	1985	-99	4	80	4	2	88
ET160100	1	8	6	2002	-99	9	80	5	3	88
ET160100	2	9	6	1998	-99	9	80	5	3	5
ET160100	3	1	5	1985	-99	10	80	4	2	88
ET160100	4	7	6	1982	-99	9	80	5	4	88
ET160100	5	19	15	2001	-99	4	80	5	1	88
ET170001	1	3	36	1998	-99	7	80	5	2	88
ET170001	2	4	36	1998	-99	7	80	5	2	88
ET170001	3	5	13	1998	-99	4	80	4	2	88
ET170002	1	4	39	1998	-99	11	3	4	2	88
ET170002	2	3	39	1998	-99	7	3	4	2	88
ET170002	3	14	39	1997	-99	10	19	5	2	88
ET170003	1	3	39	1997	-99	7	80	5	1	2
ET170003	2	4	39	1997	-99	6	80	5	1	2
ET170003	3	5	13	1997	-99	7	80	4	2	88
ET170004	1	3	39	1996	-99	7	80	5	2	88
ET170004	2	4	39	1996	-99	11	80	5	2	88
ET170004	3	7	6	1998	-99	7	2	3	3	88
ET170004	4	8	6	1998	-99	7	2	3	3	88
ET170005	1	3	39	1997	-99	7	80	4	2	88
ET170005	2	4	39	1997	-99	11	80	4	2	88
ET170006	1	5	5	2001	-99	4	1	4	2	88
ET170006	2	3	39	1999	-99	7	80	4	2	88
ET170006	3	4	39	1999	-99	11	80	4	2	88
ET170006	4	8	6	1999	-99	5	2	3	5	88
ET170007	1	19	36	2001	-99	11	80	4	2	4
ET170009	1	3	39	1999	-99	7	1	4	2	88
ET170009	2	4	39	1999	-99	11	1	4	2	88
ET170009	3	9	6	1999	-99	7	2	5	5	88
ET170010	1	18	77	2000	-77	2	0	5	88	88
ET170010	2	4	39	1998	-99	11	80	5	2	88
ET170010	3	3	39	1998	-99	7	80	5	2	88
ET170011	1	3	39	1998	-99	7	80	4	1	2
ET170011	2	4	39	1998	-99	11	80	4	1	2
ET170011	3	5	13	2000	-99	11	80	4	1	88
ET170012	1	3	39	1998	-99	7	80	4	2	88
ET170012	2	4	39	1998	-99	11	80	4	2	88
ET170013	1	3	39	1998	-99	7	80	4	1	2
ET170013	2	4	39	1998	-99	11	80	4	1	2
ET170015	1	3	39	1999	-99	7	80	5	1	2
ET170015	2	4	39	1999	-99	11	80	5	1	2
ET170015	3	1	5	1993	-99	4	80	4	1	2
ET170015	4	5	13	1994	-99	2	80	5	1	2
ET170016	1	3	39	1998	-99	7	80	4	2	88
ET170016	2	4	39	1997	-99	11	80	4	2	88
ET170017	1	3	39	1998	-99	7	80	5	1	88
ET170017	2	4	39	1998	-99	11	80	5	1	2
ET170018	1	19	36	2001	-99	9	80	5	2	88
ET170019	1	3	39	1998	-99	7	80	4	2	88
ET170019	2	4	39	1998	-99	11	80	5	2	88
ET170020	1	3	9	1999	-99	7	80	4	2	88
ET170020	2	4	9	1999	-99	11	80	4	2	88
ET170020	3	9	6	1999	-99	10	80	3	5	88
ET170021	1	3	39	1997	-99	7	80	5	2	4
ET170021	2	4	39	1997	-99	11	80	5	2	6
ET170021	3	8	6	1993	-99	10	2	4	3	88
ET170021	4	9	6	1993	-99	10	80	4	5	88
ET170022	1	3	39	1999	-99	7	80	5	2	88
ET170022	2	4	39	1999	-99	11	80	5	2	88
ET170022	3	1	5	1999	-99	4	80	4	2	88
ET170023	1	14	36	2001	-99	11	80	4	2	88
ET170023	2	8	6	1994	-99	10	2	5	3	5
ET170023	3	7	6	1994	-99	10	2	5	3	5
ET170023	4	17	6	1994	-99	10	2	5	3	5
ET170025	1	3	39	1998	-99	7	80	5	2	88
ET170025	2	4	39	1998	-99	11	80	5	2	88
ET170026	1	3	39	1997	-99	7	80	4	2	1
ET170026	2	5	13	1995	-99	3	80	4	2	88
ET170026	3	9	6	1998	-99	10	80	4	5	88
ET170026	4	4	39	1997	-99	11	80	4	2	1
ET170027	1	19	36	2001	-99	9	80	5	1	2
ET170027	2	1	5	-77	-99	4	80	4	1	2
ET170027	3	5	13	1990	-99	3	80	4	1	2
ET170028	1	3	36	1998	-99	7	80	4	2	88
ET170028	2	4	36	1998	-99	11	80	4	2	88
ET170029	1	19	36	2001	-99	9	80	4	2	4
ET170029	2	8	6	1994	-99	10	2	4	5	88
ET170030	1	3	39	1998	2001	7	80	5	2	88
ET170030	2	4	39	1998	2001	11	80	5	2	88
ET170030	3	19	36	2001	-99	9	80	4	2	88
