CHILDCODE	FOODIDR4	FARMR4	PRSNR4	OWBSR4	PRPYR4	EATR4	FDSPR4	ETALR4	VLOVR4	VLFRR4	VLPRR4	VLOWR4	VLPYR4	VLB4R4
58022	12	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	15	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	19	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	21	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	22	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	25	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	29	 	 	 	 	1	112	1	 	 	 	 	 	 
58022	30	 	 	 	 	0	 	 	 	 	 	 	 	 
58022	32	 	 	 	 	1	20	1	 	 	 	 	 	 
58023	1	Y	 	 	 	1	0	 	 	20	 	 	 	0
58023	3	N	 	 	 	0	 	 	 	 	 	 	 	 
58023	8	N	 	 	 	0	 	 	 	 	 	 	 	 
58023	9	Y	 	 	 	1	17	1	 	25	 	 	 	 
58023	12	N	 	 	 	0	 	 	 	 	 	 	 	 
58023	15	Y	 	 	 	1	0	 	 	5	 	 	 	0
58023	19	Y	 	 	 	1	7,5	1	 	10	 	 	 	0
58023	21	Y	 	 	 	1	8	0	0,4	5	 	 	 	 
58023	22	Y	 	 	 	1	8	1	 	5	 	 	 	 
58023	25	N	 	 	 	1	6	0	0,5	 	 	 	 	1
58023	29	N	 	 	 	0	 	 	 	 	 	 	 	 
58023	30	N	 	 	 	1	20	1	 	 	 	 	 	 
58023	32	N	 	 	 	0	 	 	 	 	 	 	 	 
58025	1	 	 	 	 	1	4	1	 	 	 	 	 	0
58025	3	 	 	 	 	0	 	 	 	 	 	 	 	 
58025	8	 	 	 	 	1	6	1	 	 	 	 	 	 
58025	9	 	 	 	 	1	6	1	 	 	 	 	 	 
58025	12	 	 	 	 	0	 	 	 	 	 	 	 	 
58025	15	 	 	 	 	1	2	1	 	 	 	 	 	0
58025	19	 	 	 	 	1	3	1	 	 	 	 	 	0
58025	21	 	 	 	 	0	 	 	 	 	 	 	 	 
58025	22	 	 	 	 	0	 	 	 	 	 	 	 	 
58025	25	 	 	 	 	1	1,5	0	0,4	 	 	 	 	0
58025	29	 	 	 	 	1	30	1	 	 	 	 	 	 
58025	30	 	 	 	 	1	25	1	 	 	 	 	 	 
58025	32	 	 	 	 	0	 	 	 	 	 	 	 	 
58026	1	N	 	 	 	1	30	1	 	 	 	 	 	0
58026	3	Y	 	 	 	1	0	 	 	3	 	 	 	 
58026	8	N	 	 	 	1	9	1	 	 	 	 	 	 
58026	9	N	 	 	 	1	9	1	 	 	 	 	 	 
58026	12	N	 	 	 	1	12	1	 	 	 	 	 	0
58026	15	Y	 	 	 	1	0	 	 	3	 	 	 	0
58026	19	N	 	 	 	1	7,3	1	 	 	 	 	 	0
58026	21	N	 	 	 	1	6	1	 	 	 	 	 	 
58026	22	N	 	 	 	1	12	1	 	 	 	 	 	 
58026	25	N	 	 	 	1	5,4	1	 	 	 	 	 	0
58026	29	N	 	 	 	0	 	 	 	 	 	 	 	 
58026	30	N	 	 	 	0	 	 	 	 	 	 	 	 
58026	32	N	 	 	 	0	 	 	 	 	 	 	 	 
58027	1	N	N	 	 	1	32	1	 	 	 	 	 	0
58027	3	Y	N	 	 	1	0	 	 	8	 	 	 	 
58027	8	N	N	 	 	0	 	 	 	 	 	 	 	 
58027	9	N	N	 	 	0	 	 	 	 	 	 	 	 
58027	12	N	Y	 	 	1	0	 	 	 	2,4	 	 	0
58027	15	N	N	 	 	1	10	1	 	 	 	 	 	0
58027	19	Y	Y	 	 	1	7,2	1	 	12	12	 	 	0
58027	21	N	N	 	 	1	8	0	1	 	 	 	 	 
58027	22	N	N	 	 	0	 	 	 	 	 	 	 	 
58027	25	N	N	 	 	1	12	0	1	 	 	 	 	1,5
58027	29	N	N	 	 	0	 	 	 	 	 	 	 	 
58027	30	N	Y	 	 	1	0	 	 	 	25	 	 	 
58027	32	N	N	 	 	0	 	 	 	 	 	 	 	 
58028	1	N	N	 	 	1	15	1	 	 	 	 	 	0
58028	3	N	N	 	 	0	 	 	 	 	 	 	 	 
58028	8	N	N	 	 	1	10	1	 	 	 	 	 	 
58028	9	Y	N	 	 	1	0	 	 	20	 	 	 	 
58028	12	N	Y	 	 	1	0	 	 	 	2	 	 	0
58028	15	Y	N	 	 	1	0	 	 	5	 	 	 	0
58028	19	N	Y	 	 	1	4	1	 	 	4	 	 	0
58028	21	N	N	 	 	1	4	1	 	 	 	 	 	 
58028	22	N	Y	 	 	1	0	 	 	 	5	 	 	 
58028	25	N	N	 	 	1	8	1	 	 	 	 	 	0
58028	29	N	N	 	 	0	 	 	 	 	 	 	 	 
58028	30	N	N	 	 	0	 	 	 	 	 	 	 	 
58028	32	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	1	N	N	 	 	1	56	1	 	 	 	 	 	0
58029	3	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	8	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	9	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	12	N	N	 	 	1	6	1	 	 	 	 	 	0
58029	15	Y	N	 	 	1	0	 	 	28	 	 	 	0
58029	19	Y	N	 	 	1	6	1	 	9	 	 	 	0
58029	21	N	N	 	 	1	10	1	 	 	 	 	 	 
58029	22	N	Y	 	 	1	0	 	 	 	5	 	 	 
58029	25	N	N	 	 	1	8	1	 	 	 	 	 	0
58029	29	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	30	N	N	 	 	0	 	 	 	 	 	 	 	 
58029	32	N	N	 	 	0	 	 	 	 	 	 	 	 
58030	1	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	3	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	8	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	9	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	12	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	15	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	19	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	21	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	22	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	25	 	 	 	N	0	 	 	 	 	 	 	 	 
58030	29	 	 	 	Y	1	0	 	 	 	 	 	35	 
58030	30	 	 	 	Y	1	0	 	 	 	 	 	36	 
58030	32	 	 	 	N	0	 	 	 	 	 	 	 	 
68001	1	 	 	 	 	1	30,8	1	 	 	 	 	 	0
68001	3	 	 	 	 	1	12	1	 	 	 	 	 	 
68001	8	 	 	 	 	1	35	1	 	 	 	 	 	 
68001	9	 	 	 	 	1	30	1	 	 	 	 	 	 
68001	12	 	 	 	 	1	18	1	 	 	 	 	 	0
68001	15	 	 	 	 	1	10	1	 	 	 	 	 	0
68001	19	 	 	 	 	1	9	1	 	 	 	 	 	0
68001	21	 	 	 	 	1	30	1	 	 	 	 	 	 
68001	22	 	 	 	 	1	30	1	 	 	 	 	 	 
68001	25	 	 	 	 	1	5	1	 	 	 	 	 	0
68001	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68001	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68001	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	1	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	8	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	9	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	12	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	15	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	19	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	21	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	22	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	25	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68002	30	 	 	 	 	1	450	1	 	 	 	 	 	 
68002	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68003	1	 	 	 	 	1	28	0	1	 	 	 	 	0
68003	3	 	 	 	 	1	2	0	0,2	 	 	 	 	 
68003	8	 	 	 	 	1	11	1	 	 	 	 	 	 
68003	9	 	 	 	 	1	26	1	 	 	 	 	 	 
68003	12	 	 	 	 	1	11,2	1	 	 	 	 	 	0
68003	15	 	 	 	 	1	9	1	 	 	 	 	 	0
68003	19	 	 	 	 	1	7,3	1	 	 	 	 	 	0
68003	21	 	 	 	 	1	17,5	1	 	 	 	 	 	 
68003	22	 	 	 	 	1	10	1	 	 	 	 	 	 
68003	25	 	 	 	 	1	12	0	1	 	 	 	 	0
68003	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68003	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68003	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68004	1	 	 	Y	 	1	0	 	 	 	 	23,1	 	0
68004	3	 	 	Y	 	1	0	 	 	 	 	3,6	 	 
68004	8	 	 	N	 	1	28	1	 	 	 	 	 	 
68004	9	 	 	N	 	1	12	1	 	 	 	 	 	 
68004	12	 	 	Y	 	1	0	 	 	 	 	7,5	 	0
68004	15	 	 	Y	 	1	0	 	 	 	 	9	 	0
68004	19	 	 	Y	 	1	4	1	 	 	 	6	 	0
68004	21	 	 	N	 	1	6,5	1	 	 	 	 	 	 
68004	22	 	 	Y	 	1	8	1	 	 	 	10	 	 
68004	25	 	 	Y	 	1	0	 	 	 	 	5,4	 	0
68004	29	 	 	N	 	1	33	1	 	 	 	 	 	 
68004	30	 	 	N	 	0	 	 	 	 	 	 	 	 
68004	32	 	 	Y	 	1	0	 	 	 	 	21	 	 
68005	1	 	 	 	 	1	6	1	 	 	 	 	 	0
68005	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68005	8	 	 	 	 	1	10	1	 	 	 	 	 	 
68005	9	 	 	 	 	1	10	1	 	 	 	 	 	 
68005	12	 	 	 	 	0	 	 	 	 	 	 	 	 
68005	15	 	 	 	 	1	2	1	 	 	 	 	 	0
68005	19	 	 	 	 	1	5	1	 	 	 	 	 	0
68005	21	 	 	 	 	1	2	1	 	 	 	 	 	 
68005	22	 	 	 	 	1	6	1	 	 	 	 	 	 
68005	25	 	 	 	 	1	3	1	 	 	 	 	 	0
68005	29	 	 	 	 	1	20	1	 	 	 	 	 	 
68005	30	 	 	 	 	1	20	1	 	 	 	 	 	 
68005	32	 	 	 	 	1	35	1	 	 	 	 	 	 
68006	1	 	Y	 	 	1	0	 	 	 	37,5	 	 	0
68006	3	 	N	 	 	0	 	 	 	 	 	 	 	 
68006	8	 	N	 	 	0	 	 	 	 	 	 	 	 
68006	9	 	N	 	 	1	50	1	 	 	 	 	 	 
68006	12	 	N	 	 	1	28	1	 	 	 	 	 	0
68006	15	 	N	 	 	1	10	1	 	 	 	 	 	0
68006	19	 	N	 	 	1	10	1	 	 	 	 	 	0
68006	21	 	N	 	 	1	15	1	 	 	 	 	 	 
68006	22	 	N	 	 	1	9	1	 	 	 	 	 	 
68006	25	 	N	 	 	1	3	1	 	 	 	 	 	0
68006	29	 	N	 	 	0	 	 	 	 	 	 	 	 
68006	30	 	N	 	 	0	 	 	 	 	 	 	 	 
68006	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68007	1	 	N	 	 	1	20	1	 	 	 	 	 	0
68007	3	 	Y	 	 	1	2	1	 	 	2	 	 	 
68007	8	 	N	 	 	0	 	 	 	 	 	 	 	 
68007	9	 	N	 	 	1	20	1	 	 	 	 	 	 
68007	12	 	N	 	 	1	17	1	 	 	 	 	 	0
68007	15	 	N	 	 	1	40	1	 	 	 	 	 	0
68007	19	 	N	 	 	1	6	1	 	 	 	 	 	0
68007	21	 	N	 	 	1	20	1	 	 	 	 	 	 
68007	22	 	N	 	 	1	22	1	 	 	 	 	 	 
68007	25	 	N	 	 	1	6	1	 	 	 	 	 	0
68007	29	 	N	 	 	1	10	1	 	 	 	 	 	 
68007	30	 	N	 	 	0	 	 	 	 	 	 	 	 
68007	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68008	1	 	 	 	 	1	16,8	1	 	 	 	 	 	0
68008	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68008	8	 	 	 	 	1	12	1	 	 	 	 	 	 
68008	9	 	 	 	 	1	31,5	1	 	 	 	 	 	 
68008	12	 	 	 	 	1	11,5	1	 	 	 	 	 	0
68008	15	 	 	 	 	1	5	1	 	 	 	 	 	0
68008	19	 	 	 	 	1	5	1	 	 	 	 	 	0
68008	21	 	 	 	 	1	6	1	 	 	 	 	 	 
68008	22	 	 	 	 	1	10,5	1	 	 	 	 	 	 
68008	25	 	 	 	 	1	6	0	0,4	 	 	 	 	0
68008	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68008	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68008	32	 	 	 	 	1	25	1	 	 	 	 	 	 
68009	1	 	N	Y	 	1	0	 	 	 	 	16	 	0
68009	3	 	N	N	 	1	15	1	 	 	 	 	 	 
68009	8	 	N	N	 	1	40	1	 	 	 	 	 	 
68009	9	 	N	N	 	1	45	1	 	 	 	 	 	 
68009	12	 	Y	Y	 	1	0	 	 	 	8,4	20	 	0
68009	15	 	N	Y	 	1	0	 	 	 	 	5	 	0
68009	19	 	N	Y	 	1	0	 	 	 	 	15	 	0
68009	21	 	N	Y	 	1	0	 	 	 	 	7	 	 
68009	22	 	N	Y	 	1	0	 	 	 	 	15	 	 
68009	25	 	N	Y	 	1	0	 	 	 	 	12	 	0
68009	29	 	N	N	 	1	20	1	 	 	 	 	 	 
68009	30	 	N	N	 	0	 	 	 	 	 	 	 	 
68009	32	 	N	N	 	0	 	 	 	 	 	 	 	 
68010	1	 	 	 	 	1	18	1	 	 	 	 	 	0
68010	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68010	8	 	 	 	 	0	 	 	 	 	 	 	 	 
68010	9	 	 	 	 	0	 	 	 	 	 	 	 	 
68010	12	 	 	 	 	1	19,3	1	 	 	 	 	 	0
68010	15	 	 	 	 	1	12	1	 	 	 	 	 	0
68010	19	 	 	 	 	1	9,6	1	 	 	 	 	 	0
68010	21	 	 	 	 	1	20	1	 	 	 	 	 	 
68010	22	 	 	 	 	1	6	1	 	 	 	 	 	 
68010	25	 	 	 	 	1	9,6	1	 	 	 	 	 	0
68010	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68010	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68010	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68011	1	 	 	Y	 	1	0	 	 	 	 	35	 	0
68011	3	 	 	N	 	0	 	 	 	 	 	 	 	 
68011	8	 	 	N	 	1	18	1	 	 	 	 	 	 
68011	9	 	 	N	 	1	18	1	 	 	 	 	 	 
68011	12	 	 	N	 	1	10	1	 	 	 	 	 	0
68011	15	 	 	Y	 	1	0	 	 	 	 	5	 	0
68011	19	 	 	N	 	1	10	1	 	 	 	 	 	0
68011	21	 	 	N	 	1	5	1	 	 	 	 	 	 
68011	22	 	 	N	 	1	15	1	 	 	 	 	 	 
68011	25	 	 	Y	 	1	0	 	 	 	 	6	 	0
68011	29	 	 	N	 	0	 	 	 	 	 	 	 	 
68011	30	 	 	N	 	0	 	 	 	 	 	 	 	 
68011	32	 	 	N	 	0	 	 	 	 	 	 	 	 
68012	1	 	N	 	 	1	18,8	1	 	 	 	 	 	0
68012	3	 	Y	 	 	1	4	1	 	 	10	 	 	 
68012	8	 	N	 	 	0	 	 	 	 	 	 	 	 
68012	9	 	N	 	 	1	21	1	 	 	 	 	 	 
68012	12	 	N	 	 	0	 	 	 	 	 	 	 	 
68012	15	 	N	 	 	1	10	1	 	 	 	 	 	0
68012	19	 	N	 	 	1	10	1	 	 	 	 	 	0
68012	21	 	N	 	 	1	10	1	 	 	 	 	 	 
68012	22	 	N	 	 	1	30	1	 	 	 	 	 	 
68012	25	 	N	 	 	1	6	1	 	 	 	 	 	0
68012	29	 	N	 	 	0	 	 	 	 	 	 	 	 
68012	30	 	N	 	 	1	50	1	 	 	 	 	 	 
68012	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68013	1	 	 	 	 	1	13,2	1	 	 	 	 	 	0
68013	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68013	8	 	 	 	 	0	 	 	 	 	 	 	 	 
68013	9	 	 	 	 	1	29	1	 	 	 	 	 	 
68013	12	 	 	 	 	1	15	1	 	 	 	 	 	0
68013	15	 	 	 	 	1	16	1	 	 	 	 	 	0
68013	19	 	 	 	 	1	12	1	 	 	 	 	 	0
68013	21	 	 	 	 	1	30	1	 	 	 	 	 	 
68013	22	 	 	 	 	1	20	1	 	 	 	 	 	 
68013	25	 	 	 	 	1	8	1	 	 	 	 	 	0
68013	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68013	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68013	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68015	1	 	 	 	 	1	20	1	 	 	 	 	 	0
68015	3	 	 	 	 	1	5	1	 	 	 	 	 	 
68015	8	 	 	 	 	1	60	1	 	 	 	 	 	 
68015	9	 	 	 	 	1	120	1	 	 	 	 	 	 
68015	12	 	 	 	 	1	21	1	 	 	 	 	 	0
68015	15	 	 	 	 	1	10	1	 	 	 	 	 	0
68015	19	 	 	 	 	1	18	1	 	 	 	 	 	0
68015	21	 	 	 	 	1	15	1	 	 	 	 	 	 
68015	22	 	 	 	 	1	15	1	 	 	 	 	 	 
68015	25	 	 	 	 	1	4	1	 	 	 	 	 	0
68015	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68015	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68015	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68016	1	N	 	 	 	1	8	1	 	 	 	 	 	0
68016	3	N	 	 	 	1	5	1	 	 	 	 	 	 
68016	8	N	 	 	 	1	19	1	 	 	 	 	 	 
68016	9	N	 	 	 	1	17	1	 	 	 	 	 	 
68016	12	N	 	 	 	1	10,5	1	 	 	 	 	 	0
68016	15	Y	 	 	 	1	6	1	 	8	 	 	 	0
68016	19	N	 	 	 	1	4	1	 	 	 	 	 	0
68016	21	N	 	 	 	1	15	1	 	 	 	 	 	 
68016	22	N	 	 	 	1	10	1	 	 	 	 	 	 
68016	25	N	 	 	 	1	3,8	0	1	 	 	 	 	0
68016	29	N	 	 	 	1	84	1	 	 	 	 	 	 
68016	30	N	 	 	 	1	43,5	1	 	 	 	 	 	 
68016	32	N	 	 	 	0	 	 	 	 	 	 	 	 
68017	1	 	N	 	 	1	40	0	20	 	 	 	 	0
68017	3	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	8	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	9	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	12	 	N	 	 	1	42	1	 	 	 	 	 	0
68017	15	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	19	 	N	 	 	1	20	1	 	 	 	 	 	0
68017	21	 	N	 	 	1	8	1	 	 	 	 	 	 
68017	22	 	Y	 	 	1	0	 	 	 	2	 	 	 
68017	25	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	29	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	30	 	N	 	 	0	 	 	 	 	 	 	 	 
68017	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68018	1	 	N	 	 	1	9	1	 	 	 	 	 	0
68018	3	 	N	 	 	0	 	 	 	 	 	 	 	 
68018	8	 	N	 	 	0	 	 	 	 	 	 	 	 
68018	9	 	N	 	 	1	26,6	1	 	 	 	 	 	 
68018	12	 	N	 	 	0	 	 	 	 	 	 	 	 
68018	15	 	Y	 	 	1	0	 	 	 	6	 	 	0
68018	19	 	N	 	 	1	3,5	1	 	 	 	 	 	0
68018	21	 	N	 	 	1	5	0	0,5	 	 	 	 	 
68018	22	 	N	 	 	1	5	1	 	 	 	 	 	 
68018	25	 	N	 	 	1	6	0	1	 	 	 	 	2
68018	29	 	N	 	 	1	10	1	 	 	 	 	 	 
68018	30	 	N	 	 	0	 	 	 	 	 	 	 	 
68018	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68019	1	N	 	 	 	1	3	1	 	 	 	 	 	0
68019	3	N	 	 	 	1	2	1	 	 	 	 	 	 
68019	8	N	 	 	 	0	 	 	 	 	 	 	 	 
68019	9	N	 	 	 	1	6	1	 	 	 	 	 	 
68019	12	N	 	 	 	1	20	1	 	 	 	 	 	0
68019	15	Y	 	 	 	1	0	 	 	15	 	 	 	0
68019	19	N	 	 	 	1	6	1	 	 	 	 	 	0
68019	21	N	 	 	 	1	3	1	 	 	 	 	 	 
68019	22	N	 	 	 	1	15	1	 	 	 	 	 	 
68019	25	N	 	 	 	1	9	1	 	 	 	 	 	0
68019	29	N	 	 	 	1	6	1	 	 	 	 	 	 
68019	30	N	 	 	 	1	267	1	 	 	 	 	 	 
68019	32	N	 	 	 	1	6	1	 	 	 	 	 	 
68020	1	N	 	 	 	1	20	0	4	 	 	 	 	2
68020	3	Y	 	 	 	1	0	 	 	5	 	 	 	 
68020	8	N	 	 	 	1	26	1	 	 	 	 	 	 
68020	9	Y	 	 	 	1	0	 	 	80	 	 	 	 
68020	12	N	 	 	 	1	10	1	 	 	 	 	 	0
68020	15	Y	 	 	 	1	0	 	 	10	 	 	 	2
68020	19	N	 	 	 	1	4	1	 	 	 	 	 	0
68020	21	N	 	 	 	1	10	1	 	 	 	 	 	 
68020	22	N	 	 	 	1	20	1	 	 	 	 	 	 
68020	25	N	 	 	 	1	12	1	 	 	 	 	 	1
68020	29	N	 	 	 	0	 	 	 	 	 	 	 	 
68020	30	N	 	 	 	0	 	 	 	 	 	 	 	 
68020	32	N	 	 	 	0	 	 	 	 	 	 	 	 
68021	1	 	 	 	 	1	21	1	 	 	 	 	 	0
68021	3	 	 	 	 	0	 	 	 	 	 	 	 	 
68021	8	 	 	 	 	1	7	1	 	 	 	 	 	 
68021	9	 	 	 	 	1	42	0	3	 	 	 	 	 
68021	12	 	 	 	 	1	12	1	 	 	 	 	 	0
68021	15	 	 	 	 	1	7	1	 	 	 	 	 	0
68021	19	 	 	 	 	1	3	1	 	 	 	 	 	0
68021	21	 	 	 	 	1	4	1	 	 	 	 	 	 
68021	22	 	 	 	 	1	42	1	 	 	 	 	 	 
68021	25	 	 	 	 	1	8	0	1	 	 	 	 	0
68021	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68021	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68021	32	 	 	 	 	0	 	 	 	 	 	 	 	 
68022	1	 	 	N	 	1	16	1	 	 	 	 	 	0
68022	3	 	 	N	 	1	3	1	 	 	 	 	 	 
68022	8	 	 	N	 	1	7	1	 	 	 	 	 	 
68022	9	 	 	N	 	1	25	1	 	 	 	 	 	 
68022	12	 	 	N	 	1	42	1	 	 	 	 	 	0
68022	15	 	 	N	 	1	7,3	1	 	 	 	 	 	0
68022	19	 	 	N	 	1	12	1	 	 	 	 	 	0
68022	21	 	 	N	 	1	14	1	 	 	 	 	 	 
68022	22	 	 	N	 	1	15	1	 	 	 	 	 	 
68022	25	 	 	N	 	1	10	1	 	 	 	 	 	0
68022	29	 	 	N	 	0	 	 	 	 	 	 	 	 
68022	30	 	 	N	 	0	 	 	 	 	 	 	 	 
68022	32	 	 	N	 	0	 	 	 	 	 	 	 	 
68023	1	 	 	 	 	1	16	1	 	 	 	 	 	0
68023	3	 	 	 	 	1	5	1	 	 	 	 	 	 
68023	8	 	 	 	 	1	20	1	 	 	 	 	 	 
68023	9	 	 	 	 	1	30	1	 	 	 	 	 	 
68023	12	 	 	 	 	0	 	 	 	 	 	 	 	 
68023	15	 	 	 	 	1	7	1	 	 	 	 	 	0
68023	19	 	 	 	 	1	5	1	 	 	 	 	 	0
68023	21	 	 	 	 	1	3	1	 	 	 	 	 	 
68023	22	 	 	 	 	1	6	1	 	 	 	 	 	 
68023	25	 	 	 	 	1	12	1	 	 	 	 	 	0
68023	29	 	 	 	 	0	 	 	 	 	 	 	 	 
68023	30	 	 	 	 	0	 	 	 	 	 	 	 	 
68023	32	 	 	 	 	1	10	1	 	 	 	 	 	 
68024	1	 	N	 	 	1	28	1	 	 	 	 	 	0
68024	3	 	N	 	 	1	15	1	 	 	 	 	 	 
68024	8	 	N	 	 	1	30	1	 	 	 	 	 	 
68024	9	 	N	 	 	1	36	1	 	 	 	 	 	 
68024	12	 	N	 	 	1	16,8	1	 	 	 	 	 	0
68024	15	 	Y	 	 	1	0	 	 	 	15	 	 	0
68024	19	 	Y	 	 	1	0	 	 	 	20	 	 	0
68024	21	 	Y	 	 	1	0	 	 	 	30	 	 	 
68024	22	 	N	 	 	1	30	1	 	 	 	 	 	 
68024	25	 	N	 	 	1	6	1	 	 	 	 	 	0
68024	29	 	N	 	 	0	 	 	 	 	 	 	 	 
68024	30	 	N	 	 	0	 	 	 	 	 	 	 	 
68024	32	 	N	 	 	0	 	 	 	 	 	 	 	 
68025	1	 	 	N	 	1	25	0	8	 	 	 	 	0
68025	3	 	 	N	 	0	 	 	 	 	 	 	 	 
68025	8	 	 	N	 	1	15	1	 	 	 	 	 	 
68025	9	 	 	N	 	1	30	0	6,5	 	 	 	 	 
68025	12	 	 	Y	 	1	5	1	 	 	 	2,5	 	 
68025	15	 	 	Y	 	1	0	 	 	 	 	4	 	 
68025	19	 	 	N	 	1	3	0	0,8	 	 	 	 	 
68025	21	 	 	N	 	1	10	1	 	 	 	 	 	 
68025	22	 	 	N	 	1	35	1	 	 	 	 	 	 
68025	25	 	 	N	 	1	8,5	0	2,4	 	 	 	 	 
68025	29	 	 	N	 	1	12	1	 	 	 	 	 	 
68025	30	 	 	N	 	0	 	 	 	 	 	 	 	 
68025	32	 	 	N	 	0	 	 	 	 	 	 	 	 
78001	1	 	 	 	 	1	24	1	 	 	 	 	 	0
78001	3	 	 	 	 	1	6	1	 	 	 	 	 	 
78001	8	 	 	 	 	1	33	1	 	 	 	 	 	 
78001	9	 	 	 	 	1	55	1	 	 	 	 	 	 
78001	12	 	 	 	 	1	42	0	6	 	 	 	 	0
78001	15	 	 	 	 	1	10,8	1	 	 	 	 	 	0
78001	19	 	 	 	 	1	25,2	1	 	 	 	 	 	0
78001	21	 	 	 	 	1	5	1	 	 	 	 	 	 
78001	22	 	 	 	 	1	50	1	 	 	 	 	 	 
78001	25	 	 	 	 	1	10	1	 	 	 	 	 	0
78001	29	 	 	 	 	1	20	1	 	 	 	 	 	 
78001	30	 	 	 	 	0	 	 	 	 	 	 	 	 
78001	32	 	 	 	 	0	 	 	 	 	 	 	 	 
78002	1	 	 	N	 	1	12	0	1	 	 	 	 	1
78002	3	 	 	N	 	1	5	1	 	 	 	 	 	 
78002	8	 	 	N	 	1	16	1	 	 	 	 	 	 
78002	9	 	 	N	 	1	48	1	 	 	 	 	 	 
78002	12	 	 	N	 	1	19,6	1	 	 	 	 	 	0
78002	15	 	 	N	 	1	9	0	2	 	 	 	 	0
78002	19	 	 	N	 	1	17	1	 	 	 	 	 	0
78002	21	 	 	N	 	1	5	1	 	 	 	 	 	 
78002	22	 	 	N	 	1	27	1	 	 	 	 	 	 
78002	25	 	 	Y	 	1	0	 	 	 	 	2	 	0
78002	29	 	 	N	 	1	72	1	 	 	 	 	 	 
78002	30	 	 	N	 	0	 	 	 	 	 	 	 	 
78002	32	 	 	N	 	0	 	 	 	 	 	 	 	 
78003	1	 	 	 	 	1	28	0	8,4	 	 	 	 	0
78003	3	 	 	 	 	1	3,5	1	 	 	 	 	 	 
78003	8	 	 	 	 	1	29	1	 	 	 	 	 	 
78003	9	 	 	 	 	1	40	1	 	 	 	 	 	 
78003	12	 	 	 	 	1	36	0	4	 	 	 	 	0
