childid	id	age	sex	relate	still	yrschool	disabled	support
ET131032	5	10	2	5	1	3	2	2
ET131032	6	5	2	5	2	0	2	2
ET131033	1	42	2	1	2	0	2	1
ET131033	2	16	1	5	1	5	2	2
ET131033	3	13	2	5	1	4	2	2
ET131033	4	5	1	5	2	0	2	2
ET131034	1	45	1	2	2	0	2	2
ET131034	2	30	2	1	2	3	2	2
ET131034	3	17	1	5	1	3	2	2
ET131034	4	12	2	5	1	1	2	2
ET131034	5	10	2	5	1	0	2	2
ET131035	1	30	2	1	2	7	2	1
ET131035	2	15	2	5	1	6	2	2
ET131035	3	13	1	5	1	5	2	2
ET131035	4	12	1	5	1	4	2	2
ET131035	5	9	2	5	1	3	2	2
ET131035	6	6	1	5	2	0	2	2
ET131036	1	35	1	1	1	12	2	1
ET131036	2	30	2	1	1	6	2	2
ET131036	3	11	1	5	1	3	2	2
ET131036	4	9	1	5	1	2	2	2
ET131036	5	5	2	5	2	0	2	2
ET131036	15	3	2	5	 	 	2	 
ET131037	1	50	1	1	2	8	2	1
ET131037	2	45	2	1	2	 	2	1
ET131037	3	22	2	5	2	10	2	2
ET131037	4	20	1	5	2	12	2	2
ET131037	5	17	1	5	1	6	2	2
ET131037	6	12	2	5	1	4	2	2
ET131037	7	5	1	5	2	0	2	2
ET131038	1	26	1	1	2	3	2	1
ET131038	2	22	2	1	2	0	2	2
ET131038	3	18	2	4	2	2	2	2
ET131038	15	0	1	4	 	 	2	 
ET131038	16	2	1	4	 	 	2	 
ET131039	1	45	1	1	2	 	2	1
ET131039	2	38	2	1	2	 	2	1
ET131039	3	22	1	5	1	8	2	2
ET131039	4	15	2	5	1	4	2	2
ET131039	5	13	2	5	2	0	2	2
ET131039	6	8	2	5	2	0	2	2
ET131040	1	24	1	1	1	7	2	1
ET131040	2	21	2	1	1	8	2	1
ET131040	3	15	2	4	1	7	2	2
ET131040	15	2	2	5	 	 	2	 
ET131041	1	50	1	1	2	0	2	1
ET131041	2	33	2	1	1	3	2	1
ET131041	3	20	2	4	2	0	2	2
ET131041	4	15	2	5	1	8	2	2
ET131041	5	15	2	5	1	7	2	2
ET131041	6	13	1	5	1	5	2	2
ET131041	7	10	2	5	1	2	2	2
ET131041	8	5	2	5	 	 	2	 
ET131041	15	3	2	5	 	 	2	 
ET131042	1	40	1	1	1	5	2	1
ET131042	2	30	2	1	2	0	2	1
ET131042	3	17	2	4	1	8	2	2
ET131042	4	20	1	5	1	6	2	2
ET131042	5	13	2	5	1	4	2	2
ET131042	6	5	2	5	2	0	2	2
ET131042	15	3	1	5	 	 	2	 
ET131042	16	0	1	5	 	 	2	 
ET131043	1	90	2	3	2	0	1	2
ET131043	2	48	1	1	2	7	2	1
ET131043	3	30	2	2	2	0	2	2
ET131043	4	27	1	5	2	9	2	2
ET131043	5	23	1	5	2	6	2	2
ET131043	6	20	2	12	2	6	2	2
ET131043	7	16	2	5	1	10	2	2
ET131043	8	16	2	5	1	10	2	2
ET131043	9	16	2	5	1	10	2	2
ET131043	10	15	1	5	1	10	2	2
ET131043	11	16	1	5	1	9	2	2
ET131043	12	23	1	5	1	10	2	2
ET131043	13	14	2	5	1	9	2	2
ET131043	14	12	1	5	1	6	2	2
ET131043	15	9	2	5	1	2	2	2
ET131044	1	40	1	1	1	13	2	1
ET131044	2	25	2	1	2	12	2	2
ET131044	3	10	2	5	1	3	2	2
ET131044	4	6	1	5	2	1	2	2
ET131044	15	4	2	5	 	 	2	 
ET131045	1	35	1	1	2	12	2	1
ET131045	2	28	2	1	2	8	2	2
ET131045	3	6	2	5	1	0	2	2
ET131045	15	0	1	5	 	 	2	 
ET131045	16	2	2	5	 	 	2	 
ET131045	17	4	2	5	 	 	2	 
ET131046	1	40	1	1	2	6	2	1
ET131046	2	30	2	1	2	8	2	2
ET131046	3	22	1	4	2	12	2	2
ET131046	4	18	2	4	2	2	2	2
ET131046	5	5	2	5	 	0	2	2
ET131047	1	47	1	1	1	3	2	1
ET131047	2	40	2	1	2	2	2	2
ET131047	3	10	2	5	1	2	2	2
ET131047	15	3	1	5	 	 	2	 
ET131048	1	41	1	1	1	12	2	1
ET131048	2	30	2	1	2	12	2	2
ET131048	3	16	2	4	1	7	2	2
ET131048	4	15	2	4	1	9	2	2
ET131048	5	14	1	4	1	3	2	2
ET131048	6	13	1	5	1	4	2	2
ET131048	7	12	1	5	1	2	2	2
ET131048	8	10	1	5	1	2	2	2
ET131048	9	5	2	5	2	0	2	2
ET131049	1	28	1	1	2	2	2	1
ET131049	2	20	2	1	2	6	2	1
ET131049	3	5	2	5	2	0	2	2
ET131049	15	0	2	5	 	 	2	 
ET131049	16	2	2	5	 	 	2	 
ET131050	1	32	1	1	1	10	2	1
ET131050	2	25	2	1	1	7	2	1
ET131050	3	24	1	4	1	12	2	2
ET131050	4	24	1	4	1	12	2	2
ET131050	5	6	2	5	2	0	2	2
ET141001	1	37	1	1	2	7	1	1
ET141001	2	28	2	1	2	1	1	1
ET141002	1	40	1	1	2	0	2	1
ET141002	2	35	2	1	2	1	1	1
ET141002	3	20	1	5	2	8	2	2
ET141002	4	15	1	5	1	3	2	2
ET141002	5	10	1	5	1	3	2	2
ET141002	6	25	1	13	2	6	2	2
ET141003	1	37	2	13	2	2	2	1
ET141003	2	24	1	13	1	14	2	1
ET141003	3	19	2	13	2	2	2	1
ET141003	4	15	1	13	2	3	2	2
ET141003	5	14	2	13	2	3	2	1
ET141003	6	13	2	13	2	0	2	1
ET141003	7	13	2	13	2	4	2	2
ET141003	15	 	2	13	 	 	2	 
ET141004	1	45	1	1	2	3	2	1
ET141004	2	35	2	1	2	3	2	1
ET141004	3	17	2	5	1	9	2	2
ET141004	4	12	2	5	1	6	2	2
ET141004	5	11	1	5	1	5	2	2
ET141004	6	9	1	5	1	3	2	2
ET141005	1	30	1	1	1	8	2	1
ET141005	2	27	2	1	2	5	2	1
ET141005	3	16	1	4	1	9	2	2
ET141005	4	15	2	13	1	7	2	2
ET141005	5	10	2	13	2	0	2	2
ET141005	7	9	1	5	1	3	2	2
ET141005	15	3	2	5	 	 	2	 
ET141006	1	37	1	1	2	6	2	1
ET141006	2	28	2	1	2	6	1	2
ET141006	3	14	2	5	1	7	2	2
ET141006	4	12	1	5	1	5	2	2
ET141006	15	0	1	5	 	 	2	 
ET141007	1	45	1	1	2	2	2	1
ET141007	2	40	2	1	2	0	2	1
ET141007	3	20	2	5	1	8	2	2
ET141007	4	18	1	5	1	6	2	2
ET141007	5	16	2	5	1	8	2	2
ET141007	6	13	1	5	1	4	2	2
ET141007	7	11	1	5	1	6	2	2
ET141007	8	24	1	6	2	12	2	2
ET141007	15	2	2	9	 	 	2	 
ET141008	1	29	1	1	2	14	2	1
ET141008	2	30	2	1	2	13	2	1
ET141008	3	16	2	4	1	9	2	2
ET141008	15	4	2	5	 	 	2	 
ET141009	1	48	1	13	2	5	2	1
ET141009	2	38	2	4	2	8	2	1
ET141009	3	24	2	6	2	8	2	2
ET141009	4	22	1	6	2	4	2	2
ET141009	5	19	2	6	1	12	2	2
ET141009	6	18	1	6	2	0	2	2
ET141009	7	15	2	5	1	5	2	2
ET141009	8	14	2	6	1	7	2	2
ET141009	9	11	2	7	1	1	2	2
ET141009	10	6	1	6	1	1	2	2
ET141010	1	42	1	1	2	3	2	1
ET141010	2	40	2	1	2	0	2	1
ET141010	3	20	2	5	1	8	2	2
ET141010	4	17	1	5	1	6	2	2
ET141010	5	15	1	5	1	5	2	2
ET141010	6	13	1	5	1	4	2	2
ET141010	7	11	1	5	1	2	2	2
ET141010	15	3	2	5	 	 	2	 
ET141011	1	25	2	1	2	4	2	1
ET141012	1	45	1	1	2	0	2	1
ET141012	2	38	2	1	2	0	1	2
ET141012	3	26	2	5	2	6	2	2
ET141012	4	23	1	5	2	7	2	1
ET141012	5	20	2	5	1	6	2	2
ET141012	6	18	1	5	1	5	2	1
ET141012	7	15	2	5	1	4	2	2
ET141012	8	12	2	5	1	2	2	2
ET141012	15	3	2	5	 	 	2	 
ET141013	1	30	2	1	2	3	2	1
ET141013	2	15	2	5	1	6	2	2
ET141013	3	10	1	5	1	4	2	2
ET141013	4	5	2	5	1	0	2	2
ET141014	1	32	1	1	2	12	2	1
ET141014	2	30	2	1	2	2	2	 
ET141014	3	17	2	4	2	7	2	1
ET141014	4	13	1	5	1	5	2	2
ET141014	5	11	2	5	1	4	2	2
ET141015	1	37	1	1	2	8	1	1
ET141015	2	33	2	1	2	9	2	1
ET141015	3	16	2	4	1	5	2	2
ET141015	4	10	2	5	1	3	2	2
ET141015	5	5	2	5	2	0	2	2
ET141016	1	46	1	1	2	3	1	1
ET141016	2	30	2	1	2	12	2	1
ET141016	3	16	2	5	1	10	2	2
ET141016	4	14	1	5	2	3	2	2
ET141016	5	7	2	5	1	0	2	2
ET141017	1	35	1	1	2	9	2	1
ET141017	2	30	2	1	2	7	2	1
ET141017	3	10	1	5	1	2	2	2
ET141017	4	6	1	5	1	1	2	2
ET141017	15	4	2	5	 	 	 	 
ET141018	1	38	1	1	2	8	2	1
ET141018	2	30	2	1	2	9	2	2
ET141018	3	9	1	5	1	3	2	2
ET141018	4	7	1	5	1	0	2	2
ET141018	15	4	1	5	 	 	2	 
ET141019	1	38	1	1	2	6	1	1
ET141019	2	29	2	1	2	12	2	2
ET141019	3	11	2	5	1	6	2	2
ET141019	4	5	2	5	2	0	2	2
ET141020	1	35	2	1	2	0	2	1
ET141020	2	18	1	5	2	0	2	2
ET141020	3	16	1	5	2	0	2	2
ET141020	15	3	1	5	 	 	2	 
ET141021	1	55	1	1	2	7	2	1
ET141021	2	48	2	1	2	0	2	1
ET141021	3	22	1	5	2	12	2	2
ET141021	4	20	1	5	2	5	2	2
ET141021	5	20	2	5	2	12	2	2
ET141021	6	18	1	5	2	12	2	2
ET141021	7	15	1	5	1	7	2	2
ET141022	1	90	2	3	2	0	1	2
ET141022	2	47	2	1	2	4	2	1
ET141022	3	29	2	5	1	7	1	2
ET141022	4	11	2	5	1	2	2	2
ET141022	5	5	1	5	2	0	2	2
ET141022	15	2	1	5	 	 	2	 
ET141023	1	39	2	1	2	3	2	1
ET141023	2	23	2	5	2	12	2	2
ET141023	3	21	1	5	2	12	2	2
ET141023	4	19	2	5	1	10	2	2
ET141023	5	17	1	5	1	10	2	2
ET141023	6	14	2	5	1	9	2	2
ET141023	7	10	1	5	1	4	2	2
ET141023	15	4	2	5	 	 	2	 
ET141024	1	40	1	1	2	6	2	1
ET141024	2	35	2	1	2	0	2	1
ET141024	3	22	2	5	1	12	2	2
ET141024	4	20	1	5	1	14	2	2
ET141024	5	18	1	5	1	10	2	2
ET141024	6	16	2	5	1	9	2	2
ET141024	7	14	2	5	1	6	2	1
ET141024	8	12	2	5	1	7	2	1
ET141024	9	11	1	13	1	1	2	2
ET141024	10	10	1	5	1	6	2	2
ET141025	1	40	1	1	2	4	1	1
ET141025	2	32	2	1	1	5	2	1
ET141025	3	18	2	5	2	12	2	2
ET141025	4	17	1	5	1	10	2	2
ET141025	5	13	1	5	1	7	2	2
ET141025	6	11	2	5	1	4	2	2
ET141026	1	35	2	1	2	13	2	1
ET141026	2	20	1	5	1	10	2	2
ET141026	3	16	1	5	1	10	2	2
ET141026	4	13	2	5	1	7	2	2
ET141027	1	60	2	3	2	0	2	1
ET141027	2	23	1	4	1	14	2	1
ET141027	3	21	1	4	2	14	2	1
ET141027	4	20	2	7	2	0	2	2
ET141028	1	32	1	1	1	6	1	1
ET141028	2	29	2	1	2	8	2	1
ET141028	15	4	1	5	 	 	2	 
ET141029	1	45	1	1	1	13	2	1
ET141029	2	30	2	1	2	12	2	2
ET141029	3	10	1	5	1	2	2	2
ET141029	4	5	2	5	2	0	2	2
ET141030	1	35	1	1	2	12	2	1
ET141030	2	32	2	1	2	7	2	1
ET141030	3	6	2	5	1	0	2	2
ET141030	15	2	2	5	 	 	2	 
ET141031	1	34	2	1	2	5	2	1
ET141031	2	25	2	4	2	12	2	2
ET141032	1	36	1	1	2	12	2	1
ET141032	2	33	2	1	2	12	2	2
ET141032	3	10	1	5	1	3	2	2
ET141033	1	37	1	1	1	14	2	1
ET141033	2	29	2	1	2	9	2	1
ET141033	3	10	1	5	1	3	2	2
ET141033	15	4	1	5	 	 	2	 
ET141034	1	65	2	3	2	0	2	2
ET141034	2	40	1	2	2	6	2	1
ET141034	3	35	2	1	2	12	2	1
ET141034	4	12	1	5	1	5	2	2
ET141034	15	4	2	5	 	 	2	 
ET141035	1	35	1	1	2	9	2	1
ET141035	2	28	2	1	2	7	2	1
ET141035	3	15	1	5	1	1	2	2
ET141035	4	13	2	5	1	4	2	2
ET141035	5	10	2	5	1	4	2	2
ET141035	6	6	1	5	1	1	2	2
ET141035	15	3	1	5	 	 	2	 
ET141036	1	45	1	1	2	14	2	1
ET141036	2	38	2	1	2	12	2	1
ET141036	3	22	2	5	1	10	2	2
ET141036	4	21	1	6	1	6	2	1
ET141036	5	20	2	5	1	8	2	2
ET141036	6	18	1	5	1	6	2	2
ET141036	7	14	1	7	1	6	2	1
ET141036	8	12	2	5	1	5	2	2
ET141036	9	10	2	6	1	2	2	2
ET141036	10	5	2	13	1	 	1	2
ET141037	1	30	1	1	2	10	2	1
ET141037	2	28	2	1	2	8	1	1
ET141037	3	11	2	5	1	3	2	2
ET141037	4	6	1	5	1	1	2	2
ET141037	15	2	2	5	 	 	2	 
ET141038	1	70	2	3	2	0	2	1
ET141038	2	25	1	4	1	14	2	2
ET141039	1	28	1	1	2	12	2	1
ET141039	2	25	2	1	2	2	2	1
ET141039	3	22	1	4	2	7	2	2
ET141039	4	10	1	5	1	6	2	2
ET141039	5	7	1	5	1	1	2	2
ET141039	15	4	1	5	 	 	2	 
ET141040	1	38	1	1	2	3	2	1
ET141040	2	28	2	1	2	0	1	1
ET141040	3	14	2	5	1	5	2	2
ET141040	4	10	1	5	1	2	2	2
ET141040	15	4	1	5	 	 	2	 
ET141041	1	35	1	1	2	6	2	1
ET141041	2	25	2	1	2	8	2	1
ET141041	3	10	2	5	1	3	2	2
ET141041	15	2	2	5	 	 	2	 
ET141042	1	40	1	1	2	0	2	1
ET141042	2	31	2	1	2	0	2	1
ET141042	3	25	1	4	1	2	2	1
ET141042	4	12	1	4	1	1	2	2
ET141042	5	9	1	5	1	1	2	2
ET141042	6	5	2	5	2	0	2	2
ET141043	1	30	1	1	2	7	2	1
ET141043	2	25	2	1	2	4	2	1
ET141043	3	17	2	6	2	0	2	2
ET141043	4	16	1	6	2	4	2	1
ET141043	5	5	2	5	2	0	2	2
ET141043	15	3	2	5	 	 	2	 
ET141044	1	53	1	13	2	3	2	1
ET141044	2	45	2	13	2	3	2	2
ET141044	3	25	1	13	2	12	2	2
ET141044	4	22	1	13	2	8	2	2
ET141044	5	20	1	13	2	12	2	2
ET141044	6	18	1	13	1	10	2	2
ET141044	7	15	2	13	1	6	2	2
ET141044	8	13	2	13	1	6	2	2
ET141045	1	60	1	13	2	0	2	1
ET141045	2	58	2	3	2	0	2	2
ET141045	3	40	2	13	2	0	2	1
ET141045	4	18	1	13	1	8	2	2
ET141045	5	12	2	13	2	0	2	2
ET141046	1	45	1	1	2	5	2	1
ET141046	2	35	2	1	2	0	1	1
ET141046	3	24	1	5	2	12	2	2
ET141046	4	18	2	5	1	7	2	2
ET141046	5	11	2	5	1	5	2	2
ET141047	1	47	2	1	2	 	1	1
ET141047	2	20	1	5	1	7	2	2
ET141047	3	13	1	5	1	7	2	2
ET141047	4	11	1	5	1	3	2	2
ET141048	1	60	2	3	2	0	2	1
ET141048	2	20	2	4	2	12	2	2
ET141048	3	18	1	4	2	12	2	2
ET141048	4	18	2	6	2	10	2	2
ET141048	5	16	1	6	2	7	2	2
ET141049	1	90	1	3	2	0	2	2
ET141049	2	45	1	1	2	4	1	1
ET141049	3	35	2	1	2	4	1	1
ET141049	4	24	1	6	1	9	2	2
ET141049	5	22	1	5	2	12	2	2
ET141049	6	18	2	5	1	9	2	2
ET141049	7	15	1	5	1	5	2	2
ET141049	8	5	2	5	2	0	2	2
ET141050	1	45	1	1	2	7	2	1
ET141050	2	35	2	1	2	0	1	1
ET141050	3	13	1	5	1	4	2	2
ET141050	4	9	1	5	1	2	2	2
ET141050	5	10	2	5	1	1	2	2
ET151001	1	40	1	1	2	4	2	2
ET151001	2	35	2	1	2	0	2	2
ET151001	3	17	2	5	2	3	2	2
ET151001	4	15	2	5	1	4	2	2
ET151001	5	13	1	5	1	2	2	2
ET151001	6	11	1	5	1	1	2	2
ET151001	15	4	1	5	 	 	2	 
ET151002	1	75	2	3	2	0	2	2
ET151002	2	35	1	1	2	8	2	2
ET151002	3	29	2	1	2	4	2	2
ET151002	4	10	2	5	1	4	2	2
ET151002	15	4	2	5	 	 	2	 
ET151002	16	3	2	5	 	 	2	 
ET151002	17	0	1	5	 	 	2	 
ET151004	1	41	1	1	2	7	2	2
ET151004	2	30	2	1	2	4	2	2
ET151004	3	14	2	5	1	6	2	2
ET151004	4	12	1	5	1	4	2	2
ET151004	5	5	2	5	2	0	2	2
ET151004	15	3	1	5	 	 	2	 
ET151005	1	30	1	1	2	7	2	2
ET151005	2	25	2	1	2	6	2	2
ET151005	3	9	2	5	2	1	2	2
ET151005	4	6	1	5	2	0	2	2
ET151005	15	4	1	5	 	 	2	 
ET151005	16	2	1	5	 	 	2	 
ET151005	17	0	1	5	 	 	2	 
ET151008	1	70	2	3	2	0	1	2
ET151008	2	38	1	1	2	8	2	2
ET151008	3	32	2	1	2	6	2	2
ET151008	4	14	2	5	1	6	2	2
ET151008	5	12	2	5	1	1	2	2
ET151008	6	10	2	5	1	1	2	2
ET151008	15	4	1	5	 	 	2	 
ET151008	16	0	1	5	 	 	2	 
ET151009	1	40	1	1	2	9	2	2
ET151009	2	38	2	1	2	0	2	2
ET151009	3	18	1	5	2	5	2	2
ET151009	4	15	2	5	2	3	2	2
ET151009	5	12	2	5	1	1	2	2
ET151009	6	9	1	5	2	0	2	2
ET151009	15	4	1	5	 	 	2	 
ET151010	1	57	1	1	2	3	2	2
ET151010	2	40	2	1	2	0	2	2
ET151010	3	18	2	5	1	8	2	2
ET151010	4	16	1	5	1	6	2	2
ET151010	5	12	2	5	1	5	2	2
ET151010	6	5	2	5	2	0	2	2
ET151010	15	3	2	5	 	 	2	 
ET151011	1	55	1	1	2	5	2	2
ET151011	2	38	2	1	2	0	2	2
ET151011	3	20	1	5	1	6	2	2
ET151011	4	17	1	5	1	4	2	2
ET151011	5	14	1	5	1	4	2	2
ET151011	6	12	2	5	1	1	2	2
ET151012	1	44	1	1	2	7	2	2
ET151012	2	34	2	1	2	3	2	2
ET151012	3	16	1	5	2	5	2	2
ET151012	4	14	1	5	1	2	2	2
ET151012	5	12	2	5	2	0	2	2
ET151012	15	3	2	5	 	 	2	 
ET151012	16	1	2	5	 	 	2	 
ET151014	1	30	1	1	2	4	2	2
ET151014	2	27	2	1	2	2	2	2
ET151014	3	5	2	5	2	0	2	2
ET151014	15	2	1	5	 	 	2	 
ET151015	1	35	1	1	2	6	2	2
ET151015	2	34	2	1	2	0	2	2
ET151015	3	16	2	5	1	6	2	2
ET151015	4	10	2	5	1	4	2	2
ET151015	5	5	2	5	2	0	2	2
ET151015	15	3	2	5	 	 	2	 
ET151015	16	0	1	5	 	 	2	 
ET151016	1	32	1	1	2	5	2	2
ET151016	2	27	2	2	2	6	2	2
ET151016	15	3	2	5	 	 	2	 
ET151018	1	55	2	3	2	0	2	2
ET151018	2	17	2	6	2	0	2	2
ET151019	1	40	1	1	2	6	2	2
ET151019	2	35	2	1	2	0	2	2
ET151019	3	16	1	5	1	7	2	2
ET151019	4	10	1	5	1	1	2	2
ET151019	5	6	1	5	2	0	2	2
ET151019	15	3	1	5	 	 	2	 
ET151019	16	0	2	5	 	 	2	 
ET151020	1	30	1	1	2	9	2	2
ET151020	2	23	2	1	2	4	2	2
ET151020	3	15	2	4	1	0	2	2
ET151020	4	5	2	5	1	0	2	2
ET151020	15	1	1	5	 	 	2	 
ET151021	1	45	1	1	2	9	2	2
ET151021	2	38	2	1	2	2	2	2
ET151021	3	14	1	5	1	3	2	2
ET151021	4	12	2	5	1	4	2	2
ET151021	5	10	1	5	1	1	2	2
ET151021	6	6	2	5	2	0	2	2
ET151021	15	4	2	5	 	 	2	 
ET151021	16	2	1	5	 	 	2	 
ET151023	1	30	1	1	2	3	2	2
ET151023	2	26	2	1	2	0	2	2
ET151023	15	4	2	5	 	 	2	 
ET151023	16	2	1	5	 	 	2	 
ET151024	1	30	1	1	2	12	2	2
ET151024	2	26	2	1	2	9	2	2
ET151024	3	14	2	4	1	7	2	2
ET151024	4	12	2	7	1	2	2	2
ET151024	5	12	2	4	1	6	2	2
ET151024	6	6	1	5	2	0	2	2
ET151024	15	0	2	5	 	 	2	 
ET151025	1	35	1	1	2	12	2	2
ET151025	2	25	2	1	2	7	2	2
ET151025	3	10	2	4	1	3	2	2
ET151025	15	2	2	5	 	 	2	 
ET151026	1	40	1	1	2	4	2	2
ET151026	2	37	2	1	2	6	2	2
ET151026	3	17	2	6	1	7	2	2
ET151026	4	14	2	5	1	3	2	2
ET151026	5	10	1	5	1	2	2	2
ET151026	6	5	2	5	2	0	2	2
ET151027	1	55	1	1	2	4	2	2
ET151027	2	43	2	1	2	0	2	2
ET151027	3	22	1	5	2	12	2	2
ET151027	4	18	1	5	1	7	2	2
ET151027	5	14	2	5	1	5	2	2
ET151027	6	12	2	5	1	5	2	2
ET151027	7	10	1	5	1	2	2	2
ET151028	1	70	2	13	2	0	2	2
ET151028	2	45	1	1	2	9	2	2
ET151028	3	38	2	1	2	0	2	2
ET151028	4	18	1	5	2	5	2	2
ET151028	5	15	1	5	1	4	2	2
ET151028	6	11	2	5	2	0	2	2
ET151028	7	5	1	5	2	0	2	2
ET151028	15	1	1	5	 	 	2	 
ET151029	1	28	1	1	2	12	2	2
ET151029	2	26	2	1	2	12	2	2
ET151029	3	10	2	5	1	1	2	2
ET151030	1	30	1	1	2	7	1	2
ET151030	2	26	2	1	2	0	1	2
ET151030	3	9	2	5	1	1	2	2
ET151030	15	4	2	5	 	 	1	 
ET151030	16	2	1	5	 	 	1	 
ET151031	1	33	1	1	2	6	2	2
ET151031	2	30	2	1	2	2	2	2
ET151031	3	12	2	5	1	1	2	2
ET151031	4	10	2	5	1	1	2	2
ET151031	15	4	1	5	 	 	2	 
ET151032	1	38	1	1	2	7	2	2
ET151032	2	32	2	1	2	3	2	2
ET151032	3	28	1	6	2	4	2	2
ET151032	4	26	1	6	2	3	2	2
ET151032	5	12	2	5	1	2	2	2
ET151032	6	12	2	5	1	2	2	2
ET151032	7	6	1	5	2	0	2	2
ET151032	15	3	2	5	 	 	2	 
ET151033	1	33	1	1	2	3	2	2
ET151033	2	28	2	1	2	6	2	2
ET151033	3	13	2	6	2	0	2	2
ET151033	4	11	1	5	1	4	2	2
ET151033	5	6	2	5	2	0	2	2
ET151033	15	4	1	5	 	 	2	 
ET151033	16	2	2	5	 	 	2	 
ET151034	1	57	1	1	2	11	2	2
ET151034	2	38	2	1	2	3	2	2
ET151034	3	18	1	5	1	8	2	2
ET151034	4	14	2	5	1	5	2	2
ET151034	5	11	2	5	1	2	2	2
ET151034	6	5	2	5	2	0	2	2
ET151034	15	3	2	5	 	 	2	 
ET151035	1	29	1	1	2	1	2	2
ET151035	2	24	2	1	2	1	2	2
ET151035	3	20	1	7	2	0	2	2
ET151035	4	6	2	5	2	0	2	2
ET151035	15	3	2	5	 	 	2	 
ET151039	1	30	1	1	2	0	2	2
ET151039	2	27	2	1	2	0	1	2
ET151039	3	5	2	5	2	0	2	2
ET151039	15	2	1	5	 	 	2	 
ET151041	1	41	1	1	2	4	1	2
ET151041	2	37	2	1	2	3	2	2
ET151041	3	17	1	5	1	8	2	2
ET151041	4	14	2	5	2	2	2	2
ET151041	5	12	1	5	1	3	2	2
ET151041	6	10	2	5	1	1	2	2
ET151041	7	5	2	6	2	0	2	2
ET151042	1	60	1	1	2	4	2	2
ET151042	2	50	2	1	2	0	2	2
ET151042	3	26	2	5	2	0	2	2
ET151042	4	21	2	5	1	2	2	2
ET151042	5	16	1	5	2	0	2	2
ET151042	6	13	1	5	2	0	2	2
ET151043	1	90	2	3	2	0	2	2
ET151043	2	60	1	1	2	6	2	2
ET151043	3	52	2	1	2	0	2	2
ET151043	4	25	1	5	2	6	2	2
ET151043	5	22	2	5	1	6	2	2
ET151043	6	19	2	5	1	5	2	2
ET151043	7	17	2	5	1	6	2	2
ET151043	8	15	1	5	1	6	2	2
ET151043	9	13	2	5	1	4	2	2
ET151043	10	11	1	5	1	1	2	2
ET151044	1	98	2	3	2	0	2	2
ET151044	2	45	1	1	2	4	2	2
ET151044	3	39	2	1	2	0	2	2
ET151044	4	19	1	5	1	4	2	2
ET151044	5	16	2	5	1	4	2	2
ET151044	6	12	1	5	1	6	2	2
ET151044	7	9	2	5	1	1	2	2
ET151044	8	5	1	5	2	0	2	2
ET151045	1	41	1	1	2	9	2	2
ET151045	2	33	2	1	2	5	2	2
ET151045	3	16	1	5	1	7	2	2
ET151045	4	14	2	5	1	3	2	2
ET151045	5	12	1	5	1	2	2	2
ET151045	6	6	1	5	2	0	2	2
ET151045	15	4	2	5	 	 	2	 
ET151045	16	2	1	5	 	 	2	 
ET151049	1	55	1	1	2	3	2	2
ET151049	2	48	2	1	2	0	2	2
ET151049	3	30	1	5	2	3	2	2
ET151049	4	27	1	5	2	6	2	2
ET151049	5	25	1	5	2	2	2	2
ET151049	6	19	2	5	2	0	2	2
ET151049	7	17	1	5	1	7	2	2
ET151049	8	15	2	5	2	0	2	2
ET151049	9	13	1	5	1	2	2	2
ET151049	10	11	1	5	2	0	2	2
ET151049	15	4	2	5	 	 	2	 
ET151051	1	50	1	1	2	0	2	2
ET151051	2	43	2	1	2	0	2	2
ET151051	3	20	1	5	1	5	2	2
ET151051	4	18	2	5	1	6	2	2
ET151051	5	16	2	5	1	4	2	2
ET151051	6	14	2	5	1	2	2	2
ET151051	7	12	1	5	1	3	2	2
ET151052	1	36	1	1	2	6	2	2
ET151052	2	32	2	1	2	3	2	2
ET151052	3	12	1	5	1	3	2	2
ET151052	4	10	1	5	1	1	2	2
ET151052	15	4	1	5	 	 	2	 
ET151052	16	2	2	5	 	 	2	 
ET151053	1	30	1	1	2	8	2	2
ET151053	2	25	2	1	2	6	2	2
ET151053	3	7	1	5	2	0	2	2
ET151053	15	4	1	5	 	 	2	 
ET151054	1	45	1	1	2	8	2	2
ET151054	2	33	2	1	2	2	2	2
ET151054	3	5	2	5	2	0	2	2
ET151054	15	4	1	5	 	 	2	 
ET151056	1	30	1	1	2	6	2	2
ET151056	2	25	2	2	2	2	2	2
ET151056	3	12	1	5	1	3	2	2
ET151056	4	6	2	5	2	0	2	2
ET151056	5	5	2	13	2	0	2	2
ET151057	1	44	1	1	2	0	2	2
ET151057	2	41	2	1	2	0	2	2
ET151057	3	24	1	5	2	4	2	2
ET151057	5	16	1	5	1	2	2	2
ET151057	6	14	1	5	1	3	2	2
ET151057	7	10	2	5	2	0	2	2
ET151057	15	4	1	5	 	 	2	 
ET151057	16	2	2	5	 	 	2	 
ET151058	1	47	1	1	2	6	1	2
ET151058	2	37	2	1	2	2	2	2
ET151058	3	17	1	5	2	5	2	2
ET151058	4	15	2	5	1	5	2	2
ET151058	5	13	1	5	2	3	2	2
ET151058	6	11	1	5	1	2	1	2
ET151058	7	9	2	5	1	2	2	2
ET151058	8	5	2	5	2	0	2	2
ET151058	15	3	2	5	 	 	2	 
ET151058	16	2	1	5	 	 	2	 
ET151059	1	48	1	1	2	8	2	2
ET151059	2	35	2	1	2	8	2	2
ET151059	3	17	2	5	1	6	2	2
ET151059	4	14	2	5	1	6	2	2
