childid	id	age	sex	relate	still	yrschool	disabled	support
ET081042	2	28	2	1	2	0	2	1
ET081042	3	12	1	5	1	4	2	1
ET081042	4	10	1	5	1	1	2	1
ET081042	5	6	1	5	2	0	2	2
ET081042	15	4	2	5	 	 	2	 
ET081043	1	50	1	1	2	0	2	1
ET081043	2	40	2	1	2	0	1	2
ET081043	3	18	2	5	1	6	2	2
ET081043	4	15	1	5	1	8	2	2
ET081043	5	10	2	5	1	2	2	2
ET081043	6	6	1	5	1	0	2	2
ET081043	15	1	2	5	 	 	2	 
ET081044	1	45	1	1	1	5	2	1
ET081044	2	36	2	1	1	2	2	1
ET081044	3	6	2	5	2	0	2	2
ET081044	15	3	1	5	 	 	2	 
ET081044	16	2	2	5	 	 	2	 
ET081045	1	65	1	1	2	0	2	1
ET081045	2	48	2	1	2	0	1	1
ET081045	3	20	1	5	1	9	2	2
ET081045	4	15	1	5	1	7	2	2
ET081045	5	11	1	5	1	1	2	2
ET081046	1	40	1	1	2	0	2	1
ET081046	2	33	2	1	2	0	2	1
ET081046	3	15	1	5	1	6	2	2
ET081046	4	13	1	5	1	5	2	2
ET081046	5	6	2	5	2	0	2	2
ET081047	1	58	1	1	2	0	1	2
ET081047	2	35	2	1	2	0	2	2
ET081047	3	16	2	5	1	3	2	2
ET081047	4	14	1	5	1	7	2	2
ET081047	5	9	1	5	1	1	2	2
ET081047	15	4	2	5	 	 	2	 
ET081047	16	2	2	5	 	 	2	 
ET081047	17	2	2	5	 	 	2	 
ET081048	1	38	1	1	2	0	2	1
ET081048	2	32	2	1	2	0	2	1
ET081048	3	17	1	5	1	5	2	1
ET081048	4	13	2	5	1	0	2	2
ET081048	5	10	1	5	1	0	2	2
ET081048	15	4	2	5	 	 	2	 
ET081048	16	3	1	5	 	 	2	 
ET081048	17	0	1	5	 	 	2	 
ET081049	1	30	1	1	2	3	2	1
ET081049	2	25	2	1	2	4	2	2
ET081049	3	10	1	5	1	3	2	2
ET081049	4	6	1	5	1	1	2	2
ET081049	15	3	1	5	 	 	2	 
ET081049	16	2	1	5	 	 	2	 
ET081050	1	44	1	1	2	0	2	1
ET081050	2	35	2	1	2	0	2	1
ET081050	3	21	1	5	2	0	2	1
ET081050	4	15	2	5	2	0	2	2
ET081050	5	12	2	5	2	0	2	2
ET091001	1	46	1	1	2	0	2	1
ET091001	2	41	2	1	2	0	2	1
ET091001	3	27	1	4	2	3	2	1
ET091001	4	17	2	5	1	5	2	2
ET091001	5	14	2	5	1	3	2	2
ET091001	6	11	1	5	1	2	1	2
ET091001	7	6	1	5	2	0	2	2
ET091001	15	3	2	5	 	 	2	 
ET091002	1	55	1	1	2	0	1	1
ET091002	2	37	2	1	2	0	2	1
ET091002	3	16	1	5	1	3	2	1
ET091002	4	13	1	5	1	1	2	1
ET091002	5	5	1	5	2	0	2	2
ET091002	15	2	2	5	 	 	2	 
ET091003	1	55	1	1	2	3	2	1
ET091003	2	45	2	1	2	0	2	1
ET091003	3	28	1	5	2	12	2	1
ET091003	4	24	1	5	1	8	2	1
ET091003	5	18	1	5	1	6	2	1
ET091003	6	15	1	5	1	6	2	1
ET091003	7	12	2	5	1	5	2	2
ET091003	8	9	1	5	1	3	2	2
ET091004	1	53	1	1	2	2	2	1
ET091004	2	50	2	1	2	0	2	1
ET091004	3	30	1	5	2	4	2	1
ET091004	4	20	1	5	1	8	2	2
ET091004	5	12	1	5	2	0	1	2
ET091004	6	10	1	5	2	1	2	2
ET091005	1	70	2	3	2	0	2	2
ET091005	2	56	1	1	2	0	2	1
ET091005	3	46	2	1	2	0	2	1
ET091005	4	26	1	5	1	6	2	2
ET091005	5	18	2	5	1	5	2	2
ET091005	6	16	1	5	1	7	2	2
ET091005	7	11	1	5	1	4	2	2
ET091005	8	8	2	5	1	2	2	2
ET091006	1	56	1	1	2	0	2	1
ET091006	2	30	2	1	2	3	2	1
ET091006	3	9	2	5	1	1	2	2
ET091006	15	4	1	5	 	 	2	 
ET091006	16	2	1	5	 	 	2	 
ET091007	1	40	1	1	2	8	2	1
ET091007	2	32	2	1	2	6	2	1
ET091007	3	10	2	5	1	3	2	2
ET091007	4	8	2	5	1	2	2	2
ET091007	5	5	1	5	2	0	2	2
ET091007	15	3	2	5	 	 	2	 
ET091008	1	61	1	3	2	2	2	1
ET091008	2	57	2	3	2	0	2	1
ET091008	3	14	2	6	2	0	2	2
ET091009	1	59	1	1	2	0	1	1
ET091009	2	48	2	1	2	1	1	1
ET091009	3	7	2	5	2	0	2	2
ET091009	4	10	1	5	1	2	2	2
ET091009	5	22	1	12	2	3	2	2
ET091010	1	31	1	1	2	8	2	2
ET091010	2	27	2	1	2	10	2	2
ET091010	3	5	1	5	2	0	2	2
ET091010	15	2	1	5	 	 	1	 
ET091011	1	29	1	1	2	0	2	2
ET091011	2	22	2	1	2	0	1	2
ET091011	3	17	2	4	1	3	2	2
ET091011	15	4	1	5	 	 	2	 
ET091011	16	2	1	5	 	 	2	 
ET091012	1	66	1	3	2	0	2	1
ET091012	2	55	2	3	2	0	2	1
ET091012	3	28	1	4	2	8	2	2
ET091012	4	6	2	5	2	0	2	2
ET091013	1	31	1	1	2	11	1	1
ET091013	2	26	2	1	2	4	2	2
ET091013	3	6	1	5	2	0	2	2
ET091013	15	3	1	5	 	 	2	 
ET091014	1	40	1	1	2	0	2	1
ET091014	2	30	2	1	2	0	2	1
ET091015	1	77	1	1	2	0	1	1
ET091015	2	47	2	1	2	0	2	1
ET091015	3	27	2	5	2	0	2	2
ET091015	4	12	2	5	2	2	2	2
ET091015	5	9	2	5	2	0	2	2
ET091015	6	8	1	4	2	0	2	2
ET091015	15	4	2	4	 	 	2	 
ET091015	16	4	1	4	 	 	2	 
ET091016	1	46	1	1	2	0	2	1
ET091016	2	37	2	1	2	0	2	1
ET091016	3	19	1	5	1	4	2	2
ET091016	4	11	2	5	2	0	2	2
ET091016	5	6	2	5	 	 	2	 
ET091016	15	2	2	5	 	 	2	 
ET091017	1	56	1	1	2	0	2	1
ET091017	2	45	2	1	2	0	2	1
ET091017	3	30	2	5	2	6	2	2
ET091017	4	19	1	5	2	3	2	2
ET091017	5	14	1	5	1	6	2	2
ET091017	6	11	1	5	1	3	2	2
ET091017	7	5	1	5	2	0	2	2
ET091017	15	3	1	5	 	 	2	 
ET091018	1	56	1	1	2	0	2	1
ET091018	2	48	2	1	2	0	2	2
ET091018	3	27	1	5	2	0	2	2
ET091018	4	19	1	5	1	4	2	2
ET091018	5	16	1	5	1	4	2	2
ET091018	6	13	1	5	2	0	2	2
ET091018	7	6	1	5	2	0	2	2
ET091018	15	4	1	6	 	 	2	 
ET091019	1	52	1	1	2	0	2	1
ET091019	2	40	2	1	2	0	2	1
ET091019	3	16	1	5	1	8	2	2
ET091019	4	13	1	5	1	6	2	2
ET091019	5	10	2	5	1	4	2	2
ET091019	15	4	2	5	 	 	2	 
ET091020	1	50	1	1	2	0	2	1
ET091020	2	41	2	1	2	3	2	1
ET091020	3	25	1	5	2	4	2	2
ET091020	4	23	1	5	2	0	2	2
ET091020	5	21	1	5	2	0	2	2
ET091020	6	14	2	5	1	2	2	2
ET091020	7	5	2	5	2	0	2	2
ET091021	1	38	1	1	2	1	2	1
ET091021	2	25	2	1	2	0	2	1
ET091021	15	3	1	5	 	 	2	 
ET091022	1	37	1	1	2	8	2	1
ET091022	2	28	2	1	2	2	2	1
ET091022	3	11	1	5	1	3	2	2
ET091022	4	5	1	5	2	0	2	2
ET091022	15	2	1	5	 	 	2	 
ET091023	1	46	1	1	2	9	2	1
ET091023	2	29	2	1	2	4	2	2
ET091023	3	9	1	5	1	3	2	2
ET091023	4	5	1	5	2	0	2	2
ET091023	15	2	1	5	 	 	2	 
ET091024	1	37	1	1	2	0	2	1
ET091024	2	28	2	1	2	0	2	1
ET091024	15	4	2	5	 	 	2	 
ET091024	16	1	2	5	 	 	2	 
ET091025	1	28	1	1	2	6	2	1
ET091025	2	23	2	1	2	0	2	1
ET091025	3	6	1	5	2	0	2	2
ET091025	15	1	2	5	 	 	2	 
ET091025	16	4	1	5	 	 	2	 
ET091026	1	38	1	1	2	0	2	1
ET091026	2	25	2	1	2	11	2	1
ET091026	3	10	2	5	1	4	2	1
ET091026	4	6	1	5	2	0	2	2
ET091026	5	5	1	5	2	0	2	2
ET091026	15	2	1	5	 	 	2	 
ET091027	1	35	1	1	2	0	2	1
ET091027	2	26	2	1	2	3	2	1
ET091027	3	11	1	5	1	3	2	2
ET091027	15	4	2	5	 	 	2	 
ET091027	16	2	2	5	 	 	2	 
ET091028	1	42	1	1	2	1	2	1
ET091028	2	33	2	1	2	0	1	1
ET091028	3	16	2	5	1	3	2	2
ET091028	4	12	1	5	1	1	2	2
ET091028	5	6	2	5	2	0	2	2
ET091029	1	39	1	1	2	0	2	1
ET091029	2	31	2	1	2	2	2	1
ET091029	3	15	1	5	2	0	2	2
ET091029	4	5	1	5	2	0	2	2
ET091029	15	3	1	5	 	 	2	 
ET091030	1	28	2	1	2	0	2	1
ET091030	15	2	1	5	 	 	2	 
ET091031	1	58	1	1	2	0	2	1
ET091031	2	44	2	1	2	0	2	1
ET091031	3	24	1	5	2	0	2	2
ET091031	4	22	1	5	1	9	2	2
ET091031	5	19	1	5	1	5	2	2
ET091032	1	33	1	1	1	6	2	1
ET091032	2	28	2	1	1	5	2	1
ET091032	3	13	2	5	1	5	2	2
ET091032	4	11	1	5	1	5	2	2
ET091032	5	5	1	5	 	 	2	 
ET091032	15	2	2	5	 	 	2	 
ET091033	1	46	2	1	2	0	1	1
ET091033	2	22	1	5	2	0	2	1
ET091033	3	18	1	5	1	6	2	2
ET091034	1	57	1	1	2	0	2	1
ET091034	2	48	2	1	2	0	2	1
ET091034	3	24	1	5	1	4	2	1
ET091034	4	19	2	5	1	3	2	2
ET091034	5	14	2	5	1	7	2	2
ET091034	6	10	1	5	1	4	2	2
ET091034	7	5	1	5	 	 	2	 
ET091034	15	0	1	5	 	 	2	 
ET091035	1	29	2	1	2	0	2	1
ET091035	2	10	2	5	1	1	2	2
ET091035	3	5	2	5	 	 	2	 
ET091036	1	40	1	1	2	0	2	1
ET091036	2	36	2	1	2	0	2	1
ET091036	3	9	1	5	1	3	2	2
ET091037	1	35	1	1	1	3	2	1
ET091037	2	27	2	1	2	0	2	1
ET091037	3	25	1	7	2	0	2	2
ET091037	4	11	2	5	1	3	2	2
ET091037	5	10	1	5	1	1	2	2
ET091037	6	6	1	5	2	0	2	2
ET091037	15	2	1	5	 	 	2	 
ET091037	16	1	1	5	 	 	2	 
ET091038	1	57	1	1	2	0	2	1
ET091038	2	46	2	1	2	0	2	1
ET091038	3	16	1	5	1	8	2	2
ET091038	4	13	1	5	1	4	2	2
ET091038	5	11	2	5	1	3	2	2
ET091038	6	9	1	5	2	0	2	2
ET091038	15	4	2	5	 	 	2	 
ET091039	1	35	1	2	2	2	2	1
ET091039	2	31	2	1	2	5	2	1
ET091039	3	23	1	4	2	12	2	2
ET091039	4	15	1	5	1	4	2	2
ET091039	5	12	1	5	2	3	2	2
ET091039	6	6	1	5	2	0	2	2
ET091039	15	2	2	5	 	 	2	 
ET091040	1	37	1	2	1	12	2	1
ET091040	2	36	2	1	1	7	2	1
ET091040	3	12	1	5	1	3	2	2
ET091040	4	9	2	5	1	1	2	1
ET091040	15	2	1	5	 	 	2	 
ET091041	1	45	1	2	2	0	2	1
ET091041	2	40	2	1	2	0	2	1
ET091041	3	16	1	5	1	8	2	2
ET091041	4	14	1	5	1	6	2	2
ET091041	5	13	1	13	1	4	2	2
ET091041	6	12	2	13	2	0	2	2
ET091041	7	8	2	13	2	0	2	2
ET091041	8	6	1	5	2	0	2	2
ET091041	9	25	1	5	2	12	2	2
ET091041	10	23	2	5	2	12	2	2
ET091041	15	3	1	5	 	 	2	 
ET091041	16	0	1	5	 	 	2	 
ET091042	1	29	1	1	2	0	2	1
ET091042	2	28	2	1	2	5	1	1
ET091042	3	7	2	5	2	0	2	2
ET091042	15	2	1	5	 	 	2	 
ET091043	1	40	1	1	2	0	2	1
ET091043	2	26	2	2	2	4	2	1
ET091043	3	15	2	5	2	0	2	2
ET091043	4	11	1	5	1	3	2	2
ET091043	5	10	1	5	1	2	2	2
ET091043	6	7	2	5	2	0	2	2
ET091043	15	4	1	5	 	 	2	 
ET091043	16	3	1	5	 	 	1	 
ET091044	1	35	1	1	2	4	2	1
ET091044	2	28	2	1	2	0	2	1
ET091044	3	9	2	5	1	2	2	2
ET091044	4	5	2	5	2	0	2	2
ET091044	15	3	1	5	 	 	2	 
ET091044	16	0	1	5	 	 	2	 
ET091045	1	48	1	1	2	7	2	1
ET091045	2	21	2	2	2	0	2	1
ET091045	3	8	2	5	1	0	2	2
ET091045	15	0	2	5	 	 	2	 
ET091046	1	65	1	1	2	0	2	1
ET091046	2	40	2	1	2	0	1	2
ET091046	3	27	1	5	2	4	2	1
ET091046	4	18	2	5	2	4	2	1
ET091046	5	13	1	5	2	0	2	2
ET091046	6	10	1	5	1	2	2	2
ET091046	15	1	1	5	 	 	2	 
ET091047	1	55	1	1	2	4	2	1
ET091047	2	41	2	1	2	0	1	2
ET091047	3	20	1	5	2	0	2	2
ET091047	4	18	2	5	1	4	2	2
ET091047	5	13	1	5	1	3	2	2
ET091047	15	3	2	5	 	 	2	 
ET091048	1	70	2	3	2	0	2	2
ET091048	2	36	1	1	2	0	2	1
ET091048	3	23	2	1	2	0	2	1
ET091048	4	5	2	5	2	0	2	2
ET091048	15	1	1	5	 	 	2	 
ET091049	1	54	1	1	2	0	2	1
ET091049	2	45	2	1	2	0	2	1
ET091049	3	25	1	5	2	0	2	1
ET091049	4	15	2	5	1	3	2	2
ET091049	5	13	1	6	1	3	2	2
ET091049	6	11	2	5	2	0	2	2
ET091050	1	35	1	1	2	4	1	1
ET091050	2	30	2	1	2	0	2	1
ET091050	3	18	2	5	2	0	1	2
ET091050	4	10	2	5	2	0	1	1
ET091050	5	6	1	5	2	0	1	1
ET091050	15	2	1	5	 	 	2	 
ET101001	1	50	1	1	2	0	2	1
ET101001	2	43	2	1	2	0	2	1
ET101001	3	22	1	5	1	7	2	2
ET101001	4	14	1	5	2	0	2	2
ET101001	5	12	2	5	1	5	2	2
ET101001	15	2	1	5	 	 	2	 
ET101002	1	32	1	1	2	12	2	1
ET101002	2	28	2	1	2	8	2	1
ET101002	3	20	2	4	1	4	1	2
ET101002	4	20	1	7	2	0	2	2
ET101002	5	18	1	7	1	7	2	2
ET101002	6	14	2	4	1	4	2	2
ET101002	15	4	2	5	 	 	2	 
ET101002	16	3	1	5	 	 	2	 
ET101002	17	0	1	5	 	 	2	 
ET101003	1	38	1	1	2	12	2	1
ET101003	2	27	2	1	2	10	2	1
ET101003	3	10	1	5	1	3	2	2
ET101003	15	4	2	5	 	 	 	 
ET101003	16	2	2	5	 	 	 	 
ET101004	1	40	2	1	2	0	1	1
ET101004	2	25	1	5	2	4	2	2
ET101004	3	23	2	5	2	0	2	2
ET101004	4	20	2	5	2	0	2	2
ET101004	5	18	2	5	2	0	2	2
ET101004	6	16	2	5	2	0	2	2
ET101004	7	13	1	5	2	5	2	2
ET101004	8	11	2	5	1	3	2	2
ET101005	1	52	1	3	2	12	2	1
ET101005	2	33	2	3	2	12	2	1
ET101005	3	18	2	4	1	8	2	2
ET101005	4	16	2	4	1	5	2	2
ET101006	1	35	1	1	2	8	2	1
ET101006	2	28	2	1	2	7	2	2
ET101006	3	11	2	5	1	5	2	2
ET101006	4	6	2	5	2	0	2	2
ET101006	15	2	2	5	 	 	2	 
ET101007	1	38	1	1	2	12	2	1
ET101007	2	27	2	1	2	0	2	1
ET101007	3	13	2	4	1	7	2	2
ET101007	15	4	1	5	 	 	2	 
ET101007	16	3	2	5	 	 	2	 
ET101007	17	0	2	5	 	 	2	 
ET101008	1	39	2	1	2	0	1	1
ET101008	2	10	2	5	1	1	2	2
ET101009	1	35	1	1	2	10	2	1
ET101009	2	26	2	1	2	7	2	1
ET101009	3	17	2	7	1	2	2	2
ET101009	4	6	2	5	2	0	2	2
ET101009	15	3	1	5	 	 	2	 
ET101010	1	33	2	1	2	2	2	1
ET101010	2	25	2	4	2	1	2	2
ET101010	3	17	1	4	1	3	2	2
ET101010	4	14	2	4	1	4	2	2
ET101010	5	6	2	5	1	3	2	2
ET101011	1	48	1	1	2	12	2	1
ET101011	2	40	2	1	2	12	2	1
ET101011	3	16	2	7	2	0	2	2
ET101011	4	7	1	5	1	1	2	2
ET101011	5	5	2	5	2	0	2	2
ET101011	15	0	1	5	 	 	 	 
ET101012	1	28	1	1	2	5	2	2
ET101012	2	26	2	1	2	1	2	2
ET101012	3	22	2	7	2	0	2	2
ET101012	4	17	2	5	1	7	2	2
ET101012	15	4	2	5	 	 	2	 
ET101012	16	3	2	5	 	 	2	 
ET101012	17	2	2	5	 	 	2	 
ET101013	1	24	2	13	2	8	2	1
ET101013	2	17	1	 	2	5	2	2
ET101014	1	35	1	1	2	12	2	1
ET101014	2	28	2	13	2	7	2	1
ET101014	3	20	1	6	2	0	2	2
ET101014	4	17	1	7	1	1	2	2
ET101014	5	11	2	5	1	5	2	2
ET101014	6	10	2	6	1	0	2	2
ET101014	7	9	1	5	1	2	2	2
ET101015	1	48	1	1	2	9	1	1
ET101015	2	46	2	1	2	0	2	1
ET101015	3	24	1	5	2	12	2	2
ET101015	4	19	2	6	2	10	2	2
ET101015	5	18	2	5	1	9	2	2
ET101015	6	17	1	6	2	0	2	2
ET101015	7	9	1	5	1	4	2	2
ET101015	8	8	1	7	2	0	2	2
ET101015	15	4	2	7	 	 	2	 
ET101016	1	38	1	1	2	12	2	1
ET101016	2	32	2	7	2	0	2	2
ET101016	3	30	1	4	2	8	2	2
ET101016	4	28	2	1	2	8	2	1
ET101016	5	24	1	7	2	0	2	2
ET101016	6	23	1	7	2	0	2	2
ET101016	15	4	1	 	 	 	2	 
ET101017	1	33	1	1	2	8	2	1
ET101017	2	31	2	1	2	6	2	1
ET101017	3	14	2	5	2	12	2	2
ET101017	4	15	2	5	1	5	2	2
ET101017	5	13	1	5	1	7	 	 
ET101017	15	4	1	5	 	 	2	 
ET101017	16	2	2	5	 	 	2	 
ET101018	1	55	1	1	2	4	2	1
ET101018	2	45	2	1	2	 	2	1
ET101018	3	23	2	5	2	12	2	2
ET101018	4	21	2	5	1	10	2	2
ET101018	5	15	2	5	1	7	2	2
ET101018	6	17	1	5	2	10	2	2
ET101018	7	14	1	5	1	8	2	2
ET101018	8	12	1	7	2	0	2	2
ET101019	1	 	1	1	 	 	2	 
ET101019	2	30	2	1	2	6	2	1
ET101020	1	49	1	1	2	0	2	1
ET101020	2	24	2	1	2	2	2	2
ET101021	1	39	1	1	2	14	2	1
ET101021	2	32	2	1	2	3	2	1
ET101021	3	16	2	5	1	10	2	2
ET101021	4	14	2	5	1	9	2	2
ET101021	5	12	2	5	1	7	2	2
ET101021	6	10	2	5	1	6	2	2
ET101021	7	6	1	5	1	0	2	2
ET101022	1	35	1	1	2	12	2	1
ET101022	2	24	2	1	2	9	2	1
ET101022	3	14	2	7	1	1	2	2
ET101022	4	11	2	5	1	5	2	2
ET101022	15	4	2	5	 	 	2	 
ET101023	1	32	1	1	2	11	2	1
ET101023	2	30	2	1	2	12	2	1
ET101023	3	16	2	5	1	9	2	2
ET101023	4	13	1	5	1	6	2	2
ET101024	1	40	1	1	2	8	2	1
ET101024	2	35	2	1	2	 	2	1
ET101024	3	21	1	5	2	12	2	2
ET101024	4	18	1	5	1	7	2	2
ET101024	5	13	1	5	1	4	2	2
ET101024	6	10	1	5	1	1	2	2
ET101024	15	2	2	5	 	 	2	 
ET101025	1	27	2	1	2	12	2	1
ET101025	2	22	2	7	2	0	2	2
ET101026	1	 	2	13	 	 	2	 
ET101026	2	25	2	1	2	0	2	1
ET101026	3	23	1	13	2	12	2	1
ET101026	4	21	1	13	2	12	2	1
ET101026	5	19	1	13	1	5	2	2
ET101026	6	18	2	13	1	0	2	2
ET101026	7	17	2	13	1	8	2	2
ET101026	8	14	1	13	1	4	2	2
ET101027	1	44	1	1	2	7	2	1
ET101027	2	43	2	1	2	0	2	1
ET101027	3	15	1	5	1	7	2	2
ET101027	4	15	2	5	1	6	2	2
ET101027	5	10	2	5	1	8	2	2
ET101027	6	9	2	5	1	6	 	 
ET101027	15	4	1	4	 	 	2	 
ET101028	1	80	2	3	2	0	2	2
ET101028	2	50	1	1	2	0	2	1
ET101028	3	49	2	1	2	0	2	2
ET101028	4	19	2	5	2	10	2	2
ET101028	5	16	2	5	1	9	2	2
ET101028	6	15	2	7	2	0	2	2
ET101028	7	15	1	6	1	4	2	2
ET101028	8	10	1	7	2	0	2	2
ET101029	1	30	1	1	2	0	 	 
ET101029	2	28	2	1	2	7	 	 
ET101029	3	12	2	5	1	4	 	 
ET101029	4	10	1	5	1	5	 	 
ET101029	5	5	1	5	2	0	 	 
ET101030	1	30	1	1	2	5	2	1
ET101030	2	28	2	1	2	3	2	1
ET101030	3	11	2	5	1	5	2	2
ET101030	4	5	1	5	 	 	2	 
ET101031	1	35	1	1	2	12	2	1
ET101031	2	25	2	1	2	5	2	1
ET101031	15	4	2	5	 	 	2	 
ET101032	1	47	1	1	2	4	2	1
ET101032	2	37	2	1	2	3	2	1
ET101032	3	16	2	5	1	9	2	2
ET101032	4	13	1	5	1	6	2	2
ET101032	5	10	2	5	1	4	2	2
ET101032	6	5	1	5	 	 	2	 
ET101032	15	2	1	5	 	 	2	 
ET101033	1	40	1	1	2	12	2	1
ET101033	2	30	2	1	2	5	2	2
ET101033	3	16	2	5	2	12	2	2
ET101033	4	13	2	5	1	8	2	2
ET101033	5	12	1	5	1	5	2	2
ET101033	6	12	2	12	1	6	2	2
ET101033	7	5	2	5	 	 	2	 
ET101034	1	35	1	1	2	8	2	1
ET101034	2	28	2	1	2	8	2	2
ET101035	1	45	1	1	2	13	2	1
ET101035	2	40	2	1	2	7	2	1
ET101035	3	15	2	5	1	7	2	2
ET101035	4	14	2	5	1	6	2	2
ET101035	5	9	2	5	1	5	2	2
ET101035	6	6	1	5	2	0	2	2
ET101036	1	35	1	1	2	6	2	1
ET101036	2	30	2	1	2	8	2	1
ET101036	3	16	2	4	1	4	2	2
ET101037	1	35	2	1	2	0	2	1
ET101037	2	16	2	5	1	5	2	2
ET101037	3	6	1	5	2	0	2	2
ET101038	1	45	1	1	2	11	2	2
ET101038	2	32	2	1	2	12	2	2
ET101038	3	15	2	4	1	6	2	2
ET101038	4	12	1	5	1	5	2	2
ET101038	5	10	2	5	1	4	2	2
ET101039	1	60	2	3	2	0	2	1
ET101039	2	37	1	1	2	12	2	1
ET101039	3	32	2	1	2	3	2	1
ET101039	4	16	2	5	1	9	2	2
ET101039	5	12	1	5	1	5	2	2
ET101039	15	4	2	5	 	 	2	 
ET101039	16	2	1	5	 	 	1	 
ET101040	1	48	2	3	2	0	2	1
ET101040	2	15	2	6	1	6	2	2
ET101040	3	13	2	6	1	8	2	2
ET101040	4	11	1	6	1	8	2	2
ET101041	1	38	2	1	2	6	2	1
ET101041	2	20	2	5	2	8	2	2
ET101041	3	19	2	5	1	12	2	2
ET101041	4	16	1	5	1	8	2	2
ET101041	5	13	2	5	1	8	2	2
ET101041	6	12	1	5	1	7	2	2
ET101042	1	54	1	1	2	12	2	1
ET101042	2	34	2	1	2	11	2	1
ET101042	3	19	1	5	1	9	2	2
ET101042	4	16	2	5	1	10	2	2
ET101042	5	14	1	5	1	8	2	2
ET101042	6	10	2	5	1	5	2	2
ET101043	1	25	2	1	2	3	2	1
ET101043	15	2	1	5	 	 	2	 
ET101044	1	38	1	1	2	12	2	1
ET101044	2	35	2	1	2	12	2	1
ET101044	15	4	1	5	 	 	2	 
ET101044	16	2	1	5	 	 	2	 
ET101045	1	40	1	1	2	0	2	1
ET101045	2	38	2	1	2	0	2	1
ET101045	3	10	1	5	1	3	2	2
ET101046	1	66	1	1	2	0	2	1
ET101046	2	45	2	1	2	0	1	2
ET101046	3	19	1	7	2	0	2	2
ET101046	4	18	2	5	1	8	2	2
ET101046	5	16	1	5	1	5	1	2
ET101046	6	11	2	5	1	4	2	2
ET101046	7	8	1	7	2	0	2	2
ET101047	1	70	1	1	2	6	2	1
ET101047	2	59	2	1	2	0	2	2
ET101047	3	19	2	7	2	0	2	2
ET101048	1	36	1	1	2	14	2	1
ET101048	2	25	2	1	2	12	2	1
ET101048	15	3	2	5	 	 	2	 
ET101049	1	45	1	1	2	 	2	1
ET101049	2	28	2	1	2	0	2	2
ET101049	15	3	1	5	 	 	2	 
ET101050	1	40	2	1	2	0	2	1
ET101050	2	17	1	5	1	2	1	2
ET101050	3	14	2	5	1	4	2	2
ET101050	15	4	2	5	 	 	2	 
ET111001	1	55	1	1	2	0	2	1
ET111001	2	40	2	1	2	0	2	1
ET111001	3	30	1	5	2	0	2	2
ET111001	4	17	1	5	1	8	2	2
ET111001	5	15	1	5	1	1	2	2
ET111001	6	12	1	5	1	4	2	2
ET111001	7	9	2	5	 	0	2	2
ET111001	8	5	1	5	1	0	2	2
ET111002	1	43	2	1	2	 	2	2
ET111002	2	25	1	5	1	4	2	2
ET111002	3	23	2	5	1	4	2	2
ET111002	4	21	1	5	1	9	2	2
ET111002	5	19	1	5	1	0	2	2
ET111002	6	13	1	5	1	0	2	2
ET111002	8	6	1	5	2	 	2	2
ET111002	15	3	1	5	 	 	2	 
ET111003	1	55	1	1	2	 	 	1
ET111003	2	45	2	1	2	 	 	1
ET111003	3	20	1	5	2	 	 	2
ET111003	4	16	2	5	1	0	 	2
ET111003	5	14	2	5	1	2	 	2
ET111003	6	12	1	5	1	1	 	2
ET111003	7	10	2	5	1	2	 	2
ET111003	8	6	1	5	2	 	1	2
ET111003	15	2	1	5	 	 	2	 
ET111004	1	32	1	1	2	5	2	2
ET111004	2	25	2	1	2	 	2	2
ET111004	3	10	2	5	1	1	2	2
ET111004	15	4	1	5	 	 	2	 
ET111005	1	36	1	1	 	 	2	2
ET111005	2	36	2	5	 	 	2	2
ET111005	3	13	2	5	 	 	2	2
ET111005	4	10	1	5	1	1	2	2
ET111005	15	4	1	5	 	 	1	 
ET111006	1	53	1	4	2	0	2	2
ET111006	2	30	2	1	2	0	2	1
ET111006	3	10	2	5	2	0	2	2
ET111007	1	50	1	1	2	3	2	1
ET111007	2	28	1	5	2	0	1	2
ET111007	3	26	1	5	2	0	2	2
ET111007	4	20	2	5	2	0	2	2
ET111007	5	14	1	5	1	2	2	2
ET111007	6	7	1	5	2	0	2	2
ET111007	15	3	2	5	 	 	2	 
ET111008	1	29	1	1	2	2	1	1
ET111008	2	22	2	1	2	0	2	2
ET111008	3	6	2	5	2	0	2	2
ET111008	15	1	2	5	 	 	2	 
ET111009	1	35	1	1	2	12	2	2
ET111009	2	25	2	1	2	9	2	1
ET111009	3	6	1	5	2	0	2	2
ET111009	15	4	2	5	 	 	2	 
ET111010	1	40	1	1	2	8	2	2
ET111010	2	28	2	1	2	2	2	1
ET111010	3	15	1	5	1	5	2	2
ET111010	4	13	2	5	1	5	2	2
ET111010	5	10	1	5	1	1	1	2
ET111010	15	2	2	5	 	 	2	 
ET111011	1	42	1	1	2	0	2	1
ET111011	2	25	2	13	2	0	2	2
ET111011	3	22	1	5	2	12	2	2
ET111011	4	18	2	5	1	2	2	2
ET111011	5	15	2	5	1	7	2	2
ET111011	6	13	2	5	1	6	2	2
ET111011	7	11	1	5	1	6	2	2
ET111012	1	46	1	1	2	 	2	2
ET111012	2	32	2	1	2	 	2	2
ET111012	3	18	1	5	1	 	2	2
ET111012	4	14	2	5	2	 	2	2
ET111012	5	6	2	5	1	 	1	2
ET111012	15	4	1	5	 	 	2	 
ET111013	1	58	1	1	1	 	1	2
ET111013	2	50	2	1	2	 	1	2
