CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3
VN130017	1	19	2	2002	99	5
VN130019	1	19	2	2002	99	5
VN130020	1	19	2	2002	99	5
VN130023	1	19	2	2002	99	5
VN130024	1	19	2	2002	99	5
VN130025	1	14	1	2007	2002	7
VN130025	2	19	2	2002	99	5
VN130026	1	19	2	2002	99	5
VN130027	1	19	2	2002	99	5
VN130029	1	19	2	2002	99	5
VN130030	1	14	1	2009	2009	7
VN130030	2	19	2	2002	99	5
VN130034	1	19	2	2002	99	5
VN130035	1	19	2	2002	99	5
VN130036	1	19	2	2002	99	5
VN130037	1	19	2	2002	99	5
VN130039	1	19	2	2002	99	5
VN130040	1	19	2	2002	99	5
VN130041	1	19	2	2002	99	5
VN130042	1	19	2	2002	99	5
VN130043	1	19	2	2002	99	5
VN130044	1	19	2	2002	99	5
VN130046	1	19	2	2002	99	5
VN130047	1	19	2	2002	99	5
VN130048	1	19	2	2002	99	5
VN130048	2	77	77	-77	-77	77
VN130049	1	19	2	2002	99	5
VN130050	1	19	2	2002	99	4
VN130051	1	19	2	2002	99	5
VN130052	1	19	2	2002	99	4
VN130053	1	19	2	2002	99	5
VN130054	1	19	2	2002	99	5
VN130055	1	19	2	2002	99	5
VN130056	1	19	2	2002	99	5
VN130057	1	19	2	2002	99	5
VN130059	1	19	2	2002	99	5
VN130061	1	14	1	2009	2009	7
VN130063	1	19	2	2002	99	5
VN130064	1	19	2	2002	99	5
VN130065	1	19	2	2002	99	5
VN130065	2	6	1	2009	99	8
VN130066	1	19	2	2002	99	5
VN130067	1	19	2	2002	99	5
VN130068	1	19	2	2002	99	5
VN130069	1	19	2	2002	99	5
VN130070	1	14	1	2009	2009	7
VN130070	2	19	2	2002	99	5
VN130071	1	19	2	2002	99	5
VN130072	1	19	2	2002	99	5
VN130073	1	14	1	2009	2009	7
VN130073	2	19	2	2002	99	5
VN130075	1	19	2	2002	99	5
VN130076	1	14	2	2002	99	5
VN130077	1	19	2	2002	99	5
VN130079	1	19	2	2002	99	4
VN130080	1	19	2	2002	99	4
VN130081	1	14	1	2007	2007	7
VN130081	2	19	2	2002	99	4
VN130082	1	19	2	2002	99	4
VN130086	1	19	2	2002	99	4
VN130087	1	19	2	2002	99	5
VN130088	1	19	2	2002	99	4
VN130089	1	19	2	2002	99	4
VN130090	1	14	1	2007	2007	7
VN130091	1	19	2	2002	99	4
VN130092	1	14	1	2007	2007	7
VN130093	1	19	2	2002	99	4
VN130095	1	19	2	2002	99	4
VN130096	1	19	2	2002	99	5
VN130097	1	19	2	2002	99	4
VN130100	1	19	2	2002	99	4
VN130101	1	19	2	2002	99	5
VN130102	1	19	2	2002	99	5
VN140001	1	19	2	2002	99	5
VN140002	1	19	2	2002	99	5
VN140003	1	19	2	2002	99	5
VN140004	1	19	2	2002	99	5
VN140005	1	19	2	2002	99	5
VN140006	1	19	2	2002	99	5
VN140007	1	14	1	2008	2008	7
VN140007	2	19	2	2002	99	5
VN140008	1	19	2	2002	99	5
VN140011	1	14	1	2009	2009	7
VN140011	2	14	1	2008	2008	7
VN140011	3	19	2	2002	99	5
VN140013	1	14	1	2008	2008	7
VN140014	1	19	2	2002	99	5
VN140015	1	19	1	2006	2007	7
VN140016	1	1	1	2008	2008	7
VN140018	1	14	1	2008	2008	7
VN140019	1	19	2	2008	99	5
VN140020	1	19	2	2002	99	5
VN140021	1	19	2	2002	99	5
VN140022	1	19	2	2002	99	5
VN140023	1	19	2	2002	99	5
VN140024	1	19	2	2002	99	3
VN140025	1	19	2	2002	99	5
VN140026	1	19	2	2002	99	5
VN140027	1	19	2	2002	99	5
VN140027	2	14	1	2008	2008	7
VN140028	1	19	2	2002	99	5
VN140029	1	19	2	2002	99	5
VN140031	1	14	1	2007	2007	7
VN140031	2	19	2	2002	99	5
VN140032	1	19	2	2002	99	5
VN140033	1	19	2	2002	99	5
VN140034	1	19	2	2002	99	5
VN140036	1	19	2	2002	99	5
VN140037	1	19	2	2002	99	5
VN140038	1	19	1	2002	99	5
VN140039	1	19	2	2002	99	5
VN140040	1	19	2	2002	99	5
VN140041	1	19	2	2002	99	5
VN140041	2	14	1	2007	2007	7
VN140042	1	19	2	2002	99	5
VN140043	1	12	1	2007	99	4
VN140044	1	19	2	2002	99	5
VN140046	1	19	2	2002	99	5
VN140047	1	19	2	2002	99	5
VN140049	1	19	2	2002	99	5
VN140050	1	19	2	2002	99	4
VN140051	1	19	2	2002	99	5
VN140053	1	14	1	2009	2009	7
VN140053	2	19	2	2002	99	5
VN140055	1	14	1	2008	2008	7
VN140055	88	 	 	 	 	 
VN140056	1	19	2	2002	99	5
VN140057	1	19	2	2002	99	5
VN140058	1	19	2	2002	99	5
VN140060	1	19	2	2002	99	5
VN140060	2	14	1	2009	2009	7
VN140061	1	19	2	2002	99	5
VN140062	1	19	2	2002	99	5
VN140064	1	19	2	2002	99	5
VN140065	1	19	2	2002	99	5
VN140066	1	19	2	2002	99	5
VN140067	1	19	2	2002	99	4
VN140068	1	14	1	2008	2008	7
VN140068	2	 	 	 	 	 
VN140069	1	19	2	2002	99	5
VN140070	1	14	1	2009	2009	7
VN140070	2	19	2	2002	99	5
VN140071	1	19	2	2002	99	5
VN140072	1	6	1	2008	99	7
VN140072	2	19	2	2002	99	5
VN140073	1	19	2	2002	99	5
VN140073	2	14	1	2007	2007	7
VN140074	1	19	2	2002	99	5
VN140074	2	14	1	2009	2009	7
VN140076	1	19	2	2002	99	5
VN140077	1	19	2	2002	99	5
VN140077	2	14	1	2009	2009	7
VN140079	1	19	2	2002	99	5
VN140080	1	19	2	2002	99	4
VN140081	1	19	2	2002	99	5
VN140083	1	19	2	2002	99	5
VN140084	1	19	2	2002	99	5
VN140085	1	19	1	2002	99	5
VN140085	2	14	1	2009	2009	7
VN140086	1	19	2	2002	99	6
VN140087	1	19	2	2002	99	5
VN140088	1	19	2	2002	99	5
VN140089	1	14	1	2009	2009	7
VN140089	2	19	2	2002	99	5
VN140090	1	19	2	2002	99	5
VN140091	1	19	2	2002	99	5
VN140092	1	19	2	2002	99	5
VN140093	1	19	2	2002	99	5
VN140095	1	19	2	2002	99	5
VN140096	1	14	1	2008	2008	7
VN140097	1	19	2	2002	99	5
VN140098	1	19	2	2002	99	5
VN140100	1	19	2	2002	99	5
VN140101	1	19	2	2002	99	5
VN140102	1	19	2	2002	99	5
VN140107	1	19	2	2002	99	5
VN150016	1	19	1	2009	99	7
VN150022	1	19	1	2007	99	7
VN150051	1	18	1	2007	-77	4
VN150054	1	18	1	2009	99	4
VN150061	1	19	1	-99	99	99
VN150067	1	12	1	2007	299	4
VN150072	1	19	1	2009	99	4
VN150083	1	19	1	1994	99	7
VN150089	1	6	1	2008	0	4
VN160005	1	18	1	2008	99	7
VN160005	2	19	1	-77	99	7
VN160015	1	19	1	-99	99	7
VN160015	2	19	1	-99	99	7
VN160028	1	12	1	2007	99	4
VN160030	1	18	1	2008	99	4
VN160041	1	18	1	2008	99	99
VN160046	1	12	1	2007	99	4
VN160051	1	19	1	2007	-77	5
VN160052	1	6	1	2007	99	7
VN160052	2	18	1	2008	99	4
VN160055	1	18	1	2008	2009	4
VN160057	1	6	1	2008	-77	5
VN160057	2	18	1	2008	-77	4
VN160058	1	6	1	2008	-77	5
VN160058	2	18	1	2008	-77	4
VN160058	3	19	1	1989	-77	5
VN160064	1	18	1	2004	99	6
VN160065	1	19	1	2005	-99	4
VN160074	1	14	1	2008	99	8
VN160088	1	18	1	2008	99	4
VN160091	1	12	1	2007	99	4
VN160094	1	6	1	2008	99	8
VN160098	1	6	1	2007	99	4
VN160099	1	14	1	2001	2007	4
VN170012	1	12	1	2008	299	4
VN170013	1	14	1	2006	2009	4
VN170057	1	14	1	2008	99	4
VN170076	1	14	1	2007	99	8
VN170082	1	18	1	2006	-77	7
VN170099	1	14	1	2006	99	4
VN170141	1	14	1	2001	99	5
VN180002	1	12	2	2009	2009	4
VN180005	1	12	1	2008	2008	7
VN180037	1	12	1	2006	2009	4
VN180056	1	14	1	2008	99	4
VN180058	1	14	1	2006	2006	4
VN180065	1	14	1	2008	99	4
VN180083	1	14	1	2006	2009	4
VN180094	1	14	1	2006	99	4
VN180096	1	12	1	2008	2008	7
VN180098	1	16	1	2009	2009	7
VN180100	1	12	2	2009	2009	7
VN180104	1	12	1	2009	2009	7
VN180105	1	14	1	2009	99	4
VN180128	1	19	1	2006	2006	4
VN190001	1	14	2	-77	-77	4
VN190002	1	14	1	2006	99	8
VN190008	1	14	1	2006	2006	7
VN190017	1	14	1	2006	99	4
VN190022	1	14	1	2006	99	4
VN190024	1	14	1	2004	99	4
VN190038	1	14	1	2005	99	4
VN190039	1	14	1	2009	2009	4
VN190058	1	14	1	2005	99	4
VN190067	1	14	1	2006	2006	4
VN190074	1	14	1	2006	2006	4
VN190081	1	14	1	2006	99	4
VN190082	1	14	1	2008	99	4
VN190084	1	14	1	2006	2006	4
VN190089	1	14	1	2004	99	3
VN190089	88	 	 	 	 	 
VN190090	1	14	1	2006	2006	4
VN190092	1	14	1	2006	0	2
VN190098	1	14	1	-77	-77	4
VN190100	1	14	1	2006	99	4
VN190123	1	14	1	2000	99	4
VN190123	2	14	1	2000	99	8
VN190123	88	 	 	 	 	 
VN200012	1	14	1	2006	2008	4
VN200017	1	14	1	2006	2009	4
VN200028	1	12	2	2002	99	2
VN200036	1	14	1	2006	2006	7
VN200039	1	14	1	2006	99	4
VN200040	1	14	1	2006	2007	4
VN200042	1	14	1	2008	2008	4
VN200064	1	14	1	2009	-99	7
VN200064	2	14	1	2006	-99	4
VN200066	1	19	1	2008	99	77
VN200066	2	14	1	2001	99	4
VN200066	3	18	1	2001	99	4
VN200067	1	14	1	2006	2006	7
VN200074	1	18	1	2006	2006	4
VN200075	1	19	1	2009	2009	4
VN200081	1	18	1	-88	-88	88
VN200083	1	14	1	2006	2006	7
VN200083	2	14	1	2006	2008	4
VN200115	1	14	1	2008	2008	4
VN200120	1	12	1	2007	299	4
VN200128	1	19	1	2008	99	8
VN200129	1	14	1	2006	-77	4
VN200135	1	14	1	2000	99	4
VN200148	1	14	1	2007	2008	4
