CHILDID	ID	SLEEPR3	NMESLPR3	CHCARER3	HHCHRER3	NMEHHCR3	NPYWRKR3	NMENPYR3	PAYWRKR3	NMEPAYR3	SCHOOLR3	STUDYR3	PLAYR3
IN030022	3	9	88	0	0	88	0	88	0	88	8	3	4
IN030023	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030024	0	8	1	0	0	88	0	88	0	88	9	2	5
IN030024	8	8	88	0	2	88	0	88	0	88	9	2	3
IN030026	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030027	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030027	9	8	88	0	1	88	0	88	0	88	8	3	4
IN030028	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030029	0	8	1	0	0	88	0	88	0	88	7	1	8
IN030029	28	8	88	0	0	88	0	88	0	88	7	2	7
IN030030	0	10	1	0	0	88	0	88	0	88	8	1	5
IN030030	28	9	88	0	0	88	0	88	0	88	8	1	6
IN030031	0	10	1	0	0	88	0	88	0	88	8	2	4
IN030032	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030033	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030034	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030034	7	10	88	0	0	88	0	88	0	88	9	2	3
IN030035	0	8	1	0	0	88	0	88	0	88	0	0	16
IN030035	5	8	88	0	0	88	0	88	0	88	8	2	6
IN030036	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030036	3	9	88	0	0	88	0	88	0	88	8	3	4
IN030037	0	10	1	0	0	88	0	88	0	88	8	3	3
IN030037	4	10	88	0	0	88	0	88	0	88	8	3	3
IN030038	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030038	3	8	88	0	0	88	0	88	0	88	8	3	5
IN030038	6	8	88	0	1	88	0	88	0	88	8	3	4
IN030038	7	8	88	0	1	88	0	88	0	88	8	2	5
IN030038	8	8	88	0	0	88	0	88	0	88	8	2	6
IN030038	9	9	88	0	0	88	0	88	0	88	7	1	7
IN030039	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030039	3	8	88	0	1	88	0	88	0	88	8	3	4
IN030040	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030040	5	8	88	0	0	88	0	88	0	88	8	2	6
IN030042	0	8	1	0	0	88	0	88	0	88	8	1	7
IN030042	3	8	88	0	0	88	0	88	0	88	8	1	7
IN030043	0	9	1	0	0	88	0	88	0	88	8	1	6
IN030045	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030047	0	9	1	0	0	88	0	88	0	88	8	3	4
IN030047	5	9	88	0	0	88	0	88	0	88	8	3	4
IN030048	0	9	1	0	0	88	0	88	0	88	8	2	5
IN030050	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030050	4	9	88	0	0	88	0	88	0	88	10	2	3
IN030051	0	8	1	0	0	88	0	88	0	88	7	2	7
IN030051	3	8	88	0	0	88	0	88	0	88	8	3	5
IN030052	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030053	0	9	1	0	0	88	0	88	0	88	8	2	5
IN030053	28	9	88	0	0	88	0	88	0	88	8	2	5
IN030054	0	9	1	0	0	88	0	88	0	88	8	2	5
IN030054	3	8	88	0	8	88	0	88	0	88	0	0	8
IN030055	0	9	1	0	0	88	0	88	0	88	9	2	4
IN030055	9	9	88	0	0	88	0	88	0	88	9	2	4
IN030055	11	9	88	0	0	88	0	88	0	88	9	2	4
IN030056	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030056	28	8	88	0	0	88	0	88	0	88	8	2	6
IN030057	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030058	0	10	1	0	0	88	0	88	0	88	8	2	4
IN030058	28	10	88	0	0	88	0	88	0	88	9	2	3
IN030058	29	10	88	0	0	88	0	88	0	88	8	2	4
IN030059	0	8	1	0	0	88	0	88	0	88	8	1	7
IN030060	0	9	1	0	0	88	0	88	0	88	8	2	5
IN030060	3	10	88	0	0	88	0	88	0	88	8	2	4
IN030061	0	8	1	0	0	88	0	88	0	88	9	2	5
IN030061	3	8	88	0	0	88	0	88	0	88	8	2	6
IN030063	0	8	1	0	0	88	0	88	0	88	9	3	4
IN030063	28	8	88	0	0	88	0	88	0	88	9	3	4
IN030064	0	10	1	0	0	88	0	88	0	88	8	2	4
IN030064	7	10	88	0	0	88	0	88	0	88	8	2	4
IN030065	0	9	1	0	0	88	0	88	0	88	9	2	4
IN030065	28	9	88	0	0	88	0	88	0	88	9	2	4
IN030065	29	10	88	0	0	88	0	88	0	88	8	2	4
IN030066	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030066	3	8	88	0	0	88	0	88	0	88	8	2	6
IN030067	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030067	4	8	88	0	0	88	0	88	0	88	8	3	5
IN030068	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030068	28	8	88	0	0	88	0	88	0	88	8	3	5
IN030069	0	8	0	0	1	1	0	88	0	88	8	2	5
IN030069	28	8	88	0	1	88	0	88	0	88	8	2	5
IN030069	29	9	88	0	0	88	0	88	0	88	6	0	9
IN030070	0	9	1	0	0	88	0	88	0	88	8	3	4
IN030070	3	10	88	0	0	88	0	88	0	88	8	2	4
IN030071	0	9	1	0	0	88	0	88	0	88	8	0	7
IN030072	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030072	28	8	88	0	2	88	0	88	0	88	8	2	4
IN030073	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030074	0	10	1	0	0	88	0	88	0	88	8	2	4
IN030074	10	8	88	0	1	88	0	88	0	88	8	4	3
IN030074	11	9	88	0	0	88	0	88	0	88	8	3	4
IN030075	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030075	6	8	88	0	0	88	0	88	0	88	9	2	5
IN030075	7	8	88	0	0	88	0	88	0	88	8	2	6
IN030076	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030076	3	8	88	0	0	88	0	88	0	88	8	0	8
IN030078	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030078	8	8	88	0	0	88	0	88	0	88	8	2	6
IN030078	28	7	88	0	0	88	0	88	0	88	8	2	7
IN030079	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030080	0	9	1	0	0	88	0	88	0	88	9	2	4
IN030080	5	9	88	0	0	88	0	88	0	88	9	2	4
IN030080	28	9	88	0	0	88	0	88	0	88	9	2	4
IN030081	0	9	1	0	0	88	0	88	0	88	8	3	4
IN030082	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030082	28	10	88	0	0	88	0	88	0	88	9	2	3
IN030083	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030083	3	10	88	0	0	88	0	88	0	88	9	2	3
IN030084	0	8	1	0	0	88	0	88	0	88	7	2	7
IN030084	4	8	88	0	0	88	0	88	0	88	7	1	8
IN030085	0	10	1	0	0	88	0	88	0	88	8	2	4
IN030085	5	9	88	0	0	88	0	88	0	88	9	2	4
IN030086	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030086	28	8	88	0	0	88	0	88	0	88	8	3	5
IN030087	0	8	1	0	0	88	0	88	0	88	10	2	4
IN030087	28	8	88	0	0	88	0	88	0	88	10	3	3
IN030088	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030089	0	9	1	0	0	88	0	88	0	88	8	2	5
IN030090	0	7	1	0	0	88	0	88	0	88	8	2	7
IN030090	28	7	88	0	0	88	0	88	0	88	9	4	4
IN030091	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030091	3	8	88	0	0	88	0	88	0	88	8	3	5
IN030092	0	8	1	0	0	88	0	88	0	88	8	3	5
IN030092	10	8	88	0	0	88	0	88	0	88	8	3	5
IN030093	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030093	6	8	88	0	0	88	0	88	0	88	8	1	7
IN030094	0	10	1	0	0	88	0	88	0	88	9	2	3
IN030095	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030096	0	8	1	0	0	88	0	88	0	88	10	2	4
IN030096	3	10	88	0	0	88	0	88	0	88	8	2	4
IN030097	0	8	1	0	0	88	0	88	0	88	7	3	6
IN030097	28	8	88	0	0	88	0	88	0	88	7	3	6
IN030098	0	8	1	0	0	88	0	88	1	0	8	1	6
IN030098	28	8	88	0	0	88	0	88	1	88	8	1	6
IN030098	29	9	88	0	0	88	0	88	0	88	8	0	7
IN030099	0	8	0	0	0	88	0	88	0	88	9	0	6
IN030099	6	8	88	0	0	88	1	88	0	88	9	0	6
IN030100	0	8	1	0	0	88	0	88	0	88	8	2	6
IN030100	5	8	88	0	0	88	0	88	0	88	8	1	7
IN040001	0	9	1	0	0	88	0	88	0	88	6	1	8
IN040001	5	8	88	0	0	88	0	88	0	88	8	3	5
IN040002	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040002	5	8	88	1	1	88	0	88	0	88	8	1	5
IN040002	6	8	88	1	1	88	0	88	0	88	8	1	5
IN040003	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040003	5	9	88	0	0	88	0	88	0	88	8	1	6
IN040004	0	8	1	0	1	0	0	88	0	88	8	1	6
IN040004	4	9	88	0	0	88	0	88	0	88	7	1	7
IN040005	0	8	1	0	0	88	0	88	0	88	7	3	6
IN040005	5	8	88	0	0	88	0	88	0	88	8	4	4
IN040006	0	8	1	0	0	88	0	88	0	88	7	1	8
IN040006	5	9	88	0	0	88	0	88	0	88	8	1	6
IN040007	0	10	1	0	0	88	0	88	0	88	8	0	6
IN040007	4	8	88	0	0	88	0	88	0	88	8	4	4
IN040008	0	10	1	1	1	0	0	88	0	88	8	1	3
IN040008	3	9	88	1	1	88	0	88	0	88	7	2	4
IN040008	4	9	88	1	1	88	0	88	0	88	7	1	5
IN040008	5	10	88	0	0	88	0	88	0	88	8	0	6
IN040009	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040009	3	10	88	0	0	88	0	88	0	88	8	3	3
IN040009	4	11	88	0	0	88	0	88	0	88	4	0	9
IN040010	0	10	1	1	0	88	0	88	0	88	6	2	5
IN040010	5	10	88	0	0	88	0	88	0	88	6	1	7
IN040011	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040011	5	9	88	0	0	88	0	88	0	88	7	0	8
IN040012	0	8	1	1	1	0	0	88	0	88	8	1	5
IN040012	8	8	88	0	0	88	0	88	0	88	8	2	6
IN040013	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040013	3	9	88	1	1	88	0	88	0	88	7	1	5
IN040014	0	8	1	0	0	88	0	88	0	88	8	1	7
IN040015	0	10	1	0	0	88	1	1	0	88	7	0	6
IN040015	5	8	88	1	0	88	0	88	6	88	0	0	8
IN040015	6	7	88	0	1	88	0	88	7	88	0	0	9
IN040015	7	10	88	1	1	88	0	88	0	88	7	0	5
IN040016	0	12	1	0	0	88	0	88	0	88	8	1	3
IN040016	8	9	88	1	1	88	0	88	0	88	8	3	2
IN040016	9	12	88	0	0	88	0	88	0	88	8	1	3
IN040017	0	10	1	0	0	88	0	88	0	88	6	0	8
IN040017	3	9	88	0	0	88	0	88	0	88	7	1	7
IN040017	4	9	88	0	0	88	0	88	0	88	6	1	8
IN040018	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040018	5	8	88	0	0	88	0	88	0	88	8	3	5
IN040018	6	8	88	0	0	88	0	88	0	88	8	3	5
IN040019	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040020	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040020	3	9	88	0	0	88	0	88	0	88	8	1	6
IN040021	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040021	4	9	88	0	0	88	0	88	0	88	7	0	8
IN040022	0	9	1	0	1	1	0	88	0	88	7	0	7
IN040022	6	9	88	1	1	88	0	88	0	88	8	2	3
IN040023	0	9	1	0	0	88	0	88	0	88	8	0	7
IN040023	3	9	88	0	0	88	0	88	0	88	8	1	6
IN040023	4	9	88	0	0	88	0	88	0	88	8	0	7
IN040024	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040025	0	11	1	0	0	88	0	88	0	88	7	0	6
IN040025	3	11	88	0	0	88	0	88	0	88	7	0	6
IN040025	4	9	88	1	0	88	0	88	0	88	7	2	4
IN040027	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040027	7	10	88	0	0	88	0	88	0	88	4	0	10
IN040028	0	11	1	0	0	88	0	88	0	88	7	0	6
IN040028	6	11	88	0	0	88	0	88	0	88	7	0	6
IN040029	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040029	6	9	88	1	0	88	0	88	0	88	8	3	3
IN040029	7	9	88	1	0	88	0	88	0	88	8	3	3
IN040030	0	8	1	1	1	1	0	88	0	88	8	1	5
IN040030	3	8	88	1	1	88	1	88	6	88	0	0	7
IN040030	4	7	88	0	0	88	1	88	0	88	8	1	7
IN040030	5	9	88	0	0	88	0	88	0	88	8	1	6
IN040031	0	9	1	0	1	1	0	88	0	88	8	2	4
IN040031	8	9	88	0	0	88	0	88	0	88	8	1	6
IN040032	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040032	5	10	88	0	0	88	0	88	0	88	8	1	5
IN040033	0	9	1	0	0	88	0	88	0	88	8	2	5
IN040034	0	10	1	0	0	88	0	88	0	88	8	3	3
IN040034	3	9	88	1	0	88	0	88	0	88	8	2	4
IN040035	0	9	1	0	0	88	0	88	0	88	8	1	6
IN040035	4	8	88	0	0	88	0	88	0	88	7	1	7
IN040036	0	9	1	0	0	88	0	88	0	88	6	1	8
IN040036	3	9	88	0	0	88	0	88	0	88	6	1	8
IN040037	0	7	1	0	0	88	0	88	0	88	7	3	7
IN040037	4	7	88	0	0	88	0	88	0	88	8	3	6
IN040038	0	8	1	1	1	0	0	88	0	88	8	1	5
IN040038	3	8	88	1	1	88	0	88	0	88	8	2	4
IN040039	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040039	5	10	88	0	0	88	0	88	0	88	8	1	5
IN040040	0	11	1	0	0	88	0	88	0	88	7	0	6
IN040040	3	11	88	0	0	88	0	88	0	88	7	0	6
IN040041	0	10	1	0	0	88	0	88	0	88	8	0	6
IN040041	6	10	88	0	0	88	0	88	0	88	8	0	6
IN040042	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040042	4	10	88	0	0	88	0	88	0	88	7	0	7
IN040043	0	8	1	0	0	88	0	88	0	88	6	0	10
IN040043	4	7	88	2	3	88	0	88	7	88	0	0	5
IN040044	0	9	1	0	0	88	0	88	0	88	8	1	6
IN040044	6	8	88	1	0	88	0	88	0	88	8	2	4
IN040044	7	8	88	0	0	88	0	88	0	88	8	0	8
IN040044	8	8	88	0	0	88	0	88	0	88	8	0	8
IN040044	11	8	88	0	0	88	0	88	0	88	8	0	8
IN040044	12	9	88	0	0	88	0	88	0	88	8	0	7
IN040045	0	9	1	0	0	88	0	88	0	88	6	1	8
IN040045	3	10	88	0	0	88	0	88	6	88	0	0	8
IN040045	4	11	88	0	0	88	0	88	0	88	7	0	6
IN040045	5	11	88	0	0	88	0	88	0	88	7	0	6
IN040046	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040046	5	10	88	0	0	88	0	88	0	88	7	0	7
IN040047	0	11	1	2	0	88	0	88	0	88	0	0	11
IN040048	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040049	0	9	1	0	0	88	0	88	0	88	6	2	7
IN040049	4	8	88	0	1	88	0	88	0	88	8	2	5
IN040050	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040050	3	9	88	0	0	88	0	88	0	88	8	2	5
IN040050	4	9	88	0	2	88	0	88	0	88	7	0	6
IN040051	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040052	0	8	1	0	0	88	0	88	0	88	6	1	9
IN040052	3	7	88	1	1	88	0	88	7	88	0	0	8
IN040052	4	6	88	3	2	88	0	88	7	88	0	0	6
IN040052	5	7	88	0	2	88	0	88	0	88	0	0	15
IN040052	6	7	88	0	0	88	0	88	0	88	6	2	8
IN040053	0	10	1	0	0	88	0	88	0	88	7	0	7
IN040053	4	9	88	0	1	88	0	88	0	88	7	1	6
IN040053	5	9	88	0	1	88	0	88	0	88	7	1	6
IN040053	6	11	88	0	0	88	0	88	0	88	7	0	6
IN040054	0	8	1	0	0	88	0	88	0	88	8	0	8
IN040054	5	8	88	1	0	88	0	88	0	88	8	2	5
IN040055	0	10	1	0	0	88	0	88	0	88	7	1	6
IN040055	3	8	88	0	0	88	0	88	0	88	8	3	5
IN040055	4	9	88	0	0	88	0	88	0	88	7	1	7
IN040056	0	9	1	1	0	88	0	88	0	88	8	2	4
IN040057	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040057	4	10	88	0	0	88	0	88	0	88	7	1	6
IN040058	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040058	3	10	88	1	0	88	0	88	0	88	8	2	3
IN040058	4	10	88	0	0	88	0	88	0	88	8	2	4
IN040059	0	10	1	0	0	88	0	88	0	88	10	2	2
IN040059	3	9	88	0	0	88	0	88	0	88	9	1	5
IN040060	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040060	5	10	88	0	0	88	0	88	0	88	8	1	5
IN040061	0	9	1	0	0	88	0	88	0	88	8	1	6
IN040061	3	9	88	0	0	88	0	88	0	88	8	0	7
IN040062	0	8	1	0	0	88	0	88	0	88	8	2	6
IN040062	3	8	88	0	0	88	0	88	0	88	8	2	6
IN040063	0	9	1	0	0	88	0	88	0	88	7	3	5
IN040063	7	9	88	0	0	88	0	88	0	88	7	2	6
IN040064	0	9	1	0	0	88	0	88	0	88	8	1	6
IN040064	3	9	88	0	1	88	0	88	0	88	8	2	4
IN040065	0	9	1	0	0	88	0	88	0	88	8	2	5
IN040065	5	9	88	1	0	88	0	88	0	88	8	3	3
IN040066	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040066	4	10	88	0	0	88	0	88	0	88	8	1	5
IN040067	0	9	1	0	0	88	0	88	0	88	8	2	5
IN040067	4	9	88	0	0	88	0	88	0	88	8	2	5
IN040067	5	9	88	0	0	88	0	88	0	88	8	1	6
IN040068	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040068	3	8	88	0	0	88	0	88	0	88	7	2	7
IN040068	4	9	88	0	0	88	0	88	0	88	7	1	7
IN040069	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040069	6	9	88	0	0	88	0	88	0	88	5	0	10
IN040070	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040070	5	10	88	0	0	88	0	88	0	88	8	1	5
IN040071	0	8	1	0	0	88	0	88	0	88	8	3	5
IN040071	3	9	88	0	0	88	0	88	0	88	8	3	4
IN040073	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040073	3	8	88	0	0	88	0	88	0	88	8	2	6
IN040073	4	10	88	0	0	88	0	88	0	88	8	1	5
IN040074	0	9	1	0	0	88	0	88	0	88	7	2	6
IN040074	3	10	88	0	0	88	0	88	0	88	7	1	6
IN040075	0	9	1	0	0	88	0	88	0	88	7	2	6
IN040075	7	9	88	0	0	88	0	88	0	88	7	2	6
IN040075	8	9	88	0	0	88	0	88	0	88	7	2	6
IN040076	0	9	1	0	0	88	0	88	0	88	10	1	4
IN040076	4	9	88	1	0	88	0	88	0	88	10	2	2
IN040077	0	10	1	0	0	88	0	88	0	88	7	3	4
IN040077	4	9	88	0	0	88	0	88	0	88	7	3	5
IN040078	0	8	1	1	0	88	0	88	0	88	8	2	5
IN040078	7	9	88	0	0	88	0	88	0	88	8	1	6
IN040079	0	9	1	0	0	88	0	88	0	88	8	3	4
IN040079	3	9	88	0	0	88	0	88	0	88	8	4	3
IN040080	0	10	1	0	0	88	0	88	0	88	8	1	5
IN040080	7	10	88	0	0	88	0	88	0	88	8	1	5
IN040081	0	10	1	0	0	88	0	88	0	88	9	1	4
IN040081	4	8	88	1	0	88	0	88	0	88	9	3	3
IN040082	0	9	1	0	0	88	0	88	0	88	7	0	8
IN040082	7	9	88	1	1	88	 	 	8	88	0	0	5
IN040082	8	9	88	1	1	88	0	88	0	88	7	1	5
IN040082	9	8	88	0	0	88	0	88	0	88	7	2	7
IN040082	10	10	88	0	0	88	0	88	0	88	7	0	7
IN040083	0	10	1	0	0	88	0	88	0	88	7	1	6
IN040083	3	10	1	1	0	88	0	88	0	88	7	2	3
IN040084	0	8	1	1	1	0	0	88	0	88	8	1	5
IN040084	3	12	88	0	0	88	0	88	0	88	0	0	12
IN040085	0	9	1	1	1	1	0	88	0	88	8	2	3
IN040085	7	10	88	0	0	88	0	88	0	88	8	1	5
IN040086	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040086	4	10	88	0	2	88	0	88	0	88	8	3	1
IN040087	0	8	1	1	0	88	0	88	0	88	8	2	5
IN040087	5	9	88	0	0	88	0	88	0	88	8	2	5
IN040088	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040089	0	9	1	0	0	88	0	88	0	88	8	2	5
IN040090	0	9	1	0	0	88	0	88	0	88	7	1	7
IN040090	3	8	88	1	2	88	7	88	0	88	0	0	6
IN040090	4	9	88	0	0	88	0	88	0	88	7	0	8
IN040091	0	11	1	0	0	88	0	88	0	88	6	0	7
IN040091	8	10	88	0	0	88	0	88	0	88	6	2	6
IN040091	9	11	88	0	0	88	0	88	0	88	6	0	7
IN040092	0	11	1	0	0	88	0	88	0	88	7	0	6
IN040092	3	10	88	0	0	88	0	88	0	88	6	3	5
IN040092	4	10	88	0	0	88	0	88	0	88	6	3	5
IN040093	0	9	1	0	1	1	0	88	0	88	8	1	5
IN040093	3	9	88	0	0	88	0	88	0	88	6	0	9
IN040094	0	10	1	0	0	88	0	88	0	88	6	0	8
IN040094	6	11	88	0	0	88	0	88	0	88	6	0	7
IN040095	0	10	1	0	0	88	0	88	0	88	8	2	4
IN040095	5	8	88	1	2	88	0	88	0	88	8	2	3
IN040095	6	10	88	0	0	88	0	88	0	88	8	2	4
IN040096	0	8	1	0	0	88	0	88	0	88	8	2	6
IN040096	4	8	88	0	0	88	0	88	0	88	8	2	6
IN040096	5	8	88	0	0	88	0	88	0	88	8	2	6
IN040097	0	10	1	0	0	88	0	88	0	88	9	0	5
IN040097	4	10	88	0	0	88	0	88	0	88	9	0	5
IN040098	0	9	1	1	1	1	0	88	0	88	7	1	5
IN040099	0	11	1	0	0	88	0	88	0	88	7	0	6
IN040099	3	10	88	3	4	88	0	88	0	88	0	0	7
IN040099	4	9	88	0	0	88	0	88	0	88	8	2	5
IN040100	0	10	1	0	0	88	0	88	0	88	6	0	8
IN040100	8	11	88	0	0	88	0	88	0	88	0	0	13
IN050001	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050001	8	8	88	0	0	88	0	88	0	88	8	2	6
IN050001	9	8	88	0	0	88	0	88	0	88	8	2	6
IN050001	10	9	88	0	0	88	0	88	0	88	6	0	9
IN050002	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050002	3	9	88	0	0	88	0	88	0	88	8	2	5
IN050003	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050004	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050004	10	8	88	0	0	88	0	88	0	88	8	2	6
IN050005	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050005	8	10	88	0	0	88	0	88	0	88	4	0	10
IN050006	0	10	1	0	0	88	0	88	0	88	7	2	5
IN050006	3	9	88	0	0	88	0	88	0	88	7	2	5
IN050007	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050007	3	8	88	0	0	88	0	88	0	88	8	2	6
IN050007	4	8	88	0	0	88	0	88	0	88	8	0	8
IN050008	0	8	1	0	1	1	0	88	0	88	8	2	5
IN050008	5	8	88	0	0	88	0	88	0	88	8	2	6
IN050009	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050010	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050010	8	8	88	0	2	88	0	88	0	88	8	2	4
IN050010	10	8	88	0	1	88	0	88	0	88	8	2	5
IN050011	0	8	1	0	0	88	0	88	0	88	8	0	8
IN050011	5	8	88	0	0	88	0	88	0	88	8	1	7
IN050011	6	10	88	0	0	88	0	88	0	88	0	0	14
IN050012	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050012	5	8	88	0	0	88	0	88	0	88	8	0	8
IN050013	0	8	1	0	0	88	0	88	0	88	10	0	6
IN050013	4	7	88	0	0	88	0	88	0	88	8	2	7
IN050014	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050014	4	10	88	0	0	88	0	88	0	88	8	2	4
IN050015	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050015	3	7	88	0	0	88	0	88	0	88	8	4	5
IN050016	0	10	1	0	0	88	0	88	0	88	8	1	5
IN050016	3	10	88	0	0	88	0	88	0	88	8	1	5
IN050017	0	9	1	0	0	88	0	88	0	88	8	2	5
IN050017	5	9	88	0	0	88	0	88	0	88	8	2	5
IN050018	0	10	1	0	0	88	0	88	0	88	8	1	5
IN050018	5	10	88	0	0	88	0	88	0	88	8	1	5
IN050019	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050019	3	8	88	0	0	88	0	88	0	88	8	1	7
IN050020	0	8	1	0	0	88	0	88	0	88	9	2	5
IN050020	9	8	88	0	0	88	0	88	0	88	9	2	5
IN050021	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050021	4	8	88	0	0	88	0	88	0	88	9	3	4
IN050021	5	8	88	0	0	88	0	88	0	88	8	2	6
IN050022	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050022	3	10	88	2	0	88	6	88	0	88	0	0	6
IN050023	0	11	1	6	0	88	0	88	0	88	0	0	7
IN050023	3	12	88	0	0	88	0	88	0	88	0	0	12
IN050024	0	9	1	5	1	1	0	88	0	88	0	0	9
IN050024	4	10	88	0	0	88	0	88	0	88	0	0	14
IN050025	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050025	5	8	88	0	0	88	0	88	0	88	8	3	5
IN050026	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050026	3	8	88	1	1	88	0	88	0	88	8	2	4
IN050027	0	9	1	0	0	88	0	88	0	88	8	1	6
IN050027	6	9	88	0	0	88	0	88	8	88	0	0	7
IN050027	7	9	88	0	0	88	0	88	8	88	0	0	7
IN050028	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050028	4	8	88	0	2	88	0	88	0	88	10	2	2
IN050029	0	11	1	0	0	88	0	88	0	88	8	1	4
IN050029	3	10	88	0	0	88	0	88	0	88	8	2	4
IN050029	4	10	88	0	0	88	0	88	0	88	8	2	4
IN050030	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050030	10	10	88	0	0	88	0	88	0	88	8	3	3
IN050031	0	10	1	0	0	88	8	1	0	88	0	0	6
IN050031	3	10	88	0	0	88	8	88	0	88	0	0	6
IN050031	4	11	88	0	0	88	0	88	0	88	0	0	13
IN050032	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050032	8	9	88	0	0	88	0	88	0	88	9	2	4
IN050032	9	10	88	0	0	88	0	88	0	88	8	2	4
IN050033	0	8	1	0	0	88	0	88	0	88	8	1	7
IN050033	4	7	88	0	2	88	0	88	8	88	0	0	7
IN050033	5	8	88	0	0	88	0	88	8	88	0	0	9
IN050033	6	8	88	0	1	88	0	88	8	88	0	0	8
IN050034	0	10	1	0	0	88	0	88	0	88	8	1	5
IN050034	3	10	88	2	1	88	0	88	0	88	0	0	11
IN050034	4	10	88	0	0	88	0	88	0	88	0	0	14
IN050035	0	6	1	0	0	88	0	88	0	88	8	3	7
IN050035	5	6	88	0	0	88	0	88	0	88	8	3	7
IN050035	6	6	88	0	0	88	0	88	0	88	8	3	7
IN050036	0	8	1	0	0	88	0	88	0	88	8	2	6
IN050037	0	10	1	0	0	88	0	88	0	88	8	2	4
IN050037	5	10	88	0	0	88	0	88	0	88	8	2	4
IN050038	0	10	1	0	0	88	0	88	0	88	8	1	5
