CHILDID	PASSID	NUMASTR3	ASSETR3	ASTACTR3	NUMOWNR3	VALASTR3
IN190041	1	3	1	11	3	70
IN190041	2	1	7	11	0	-88
IN190042	1	7	1	11	7	500
IN190042	2	2	4	11	2	1500
IN190043	1	4	1	11	4	350
IN190044	1	8	1	11	8	190
IN190044	2	3	4	11	3	350
IN190044	3	1	7	11	0	-88
IN190045	1	7	1	11	7	500
IN190046	1	4	4	11	4	4200
IN190046	2	1	2	11	1	20000
IN190046	3	1	7	11	0	-88
IN190047	1	3	1	11	3	500
IN190047	2	1	4	11	1	500
IN190047	3	1	3	11	1	200
IN190049	1	7	1	11	7	500
IN190049	2	2	4	11	2	2000
IN190050	1	3	1	11	3	400
IN190050	2	1	4	11	1	500
IN190050	3	1	2	11	1	10000
IN190051	1	20	1	11	20	1000
IN190051	2	1	3	11	1	1300
IN190051	3	2	5	11	2	19000
IN190051	4	5	4	11	5	5000
IN190051	5	1	7	11	0	 
IN190052	1	5	1	11	5	150
IN190052	2	1	7	11	0	-88
IN190053	1	3	1	11	3	500
IN190054	1	2	4	11	2	800
IN190054	2	3	1	11	3	400
IN190054	3	1	5	11	1	5000
IN190055	1	10	1	11	10	800
IN190055	2	2	4	11	2	1500
IN190055	3	1	7	11	1	100000
IN190056	1	3	4	11	3	2800
IN190056	2	1	3	11	1	800
IN190056	3	3	1	11	3	350
IN190057	1	5	1	11	5	450
IN190057	2	1	4	11	1	1100
IN190058	1	3	1	11	3	250
IN190058	2	1	4	11	1	800
IN190059	1	8	1	11	8	700
IN190059	2	3	4	11	3	2500
IN190060	1	3	4	11	3	2600
IN190060	2	2	3	11	2	12000
IN190060	3	4	1	11	4	500
IN190061	1	2	25	23	1	530000
IN190062	1	2	30	7	2	1000
IN190063	1	4	1	11	1	400
IN190063	2	1	4	11	1	500
IN190064	1	9	1	11	9	350
IN190064	2	1	7	11	0	-88
IN190065	1	5	1	11	5	75
IN190065	2	3	4	11	3	500
IN190066	1	4	1	11	4	500
IN190066	2	1	4	11	1	1000
IN190067	1	3	1	11	3	800
IN190067	2	1	4	11	1	500
IN190068	1	3	1	11	3	300
IN190068	2	1	4	11	1	600
IN190070	1	3	1	11	3	600
IN190071	1	3	1	11	2	200
IN190072	1	10	1	11	10	350
IN190072	2	8	5	11	8	15000
IN190073	1	1	5	11	1	20000
IN190073	2	1	3	11	1	300
IN190073	3	2	4	11	2	700
IN190073	4	8	1	11	8	850
IN190074	1	6	1	11	6	500
IN190074	2	2	4	11	2	1700
IN190075	1	9	1	11	9	300
IN190075	2	4	4	11	4	550
IN190076	1	10	1	11	10	350
IN190076	2	6	5	11	6	18000
IN190077	1	2	1	29	2	100
IN190078	1	1	5	11	1	22000
IN190078	2	8	1	11	8	700
IN190078	3	1	3	11	1	3000
IN190078	4	2	4	11	2	400
IN190079	1	1	5	11	1	20000
IN190079	2	7	1	11	7	380
IN190080	1	5	1	11	5	450
IN190080	2	2	4	11	2	1200
IN190081	1	5	1	11	5	450
IN190081	2	1	4	11	1	1000
IN190082	1	6	1	11	6	500
IN190082	2	2	4	11	2	1600
IN190083	1	2	4	11	2	350
IN190083	2	8	1	11	8	400
IN190084	1	4	1	11	4	400
IN190084	2	2	4	11	2	1500
IN190085	1	8	1	11	8	350
IN190086	1	3	30	17	3	600
IN190087	1	3	1	11	2	500
IN190087	2	1	4	11	1	500
IN190088	1	1	5	11	1	20000
IN190088	2	7	1	11	7	600
IN190088	3	1	3	11	1	2500
IN190089	1	1	5	11	1	18000
IN190089	2	1	3	11	1	3800
IN190089	3	6	1	11	6	560
IN190090	1	3	1	11	3	500
IN190090	2	1	4	11	1	500
IN190091	1	5	1	11	5	150
IN190092	1	3	4	11	3	2500
IN190092	2	1	3	11	1	3000
IN190092	3	1	7	11	0	-88
IN190093	1	4	1	11	4	400
IN190093	2	2	4	11	2	1500
IN190094	1	3	1	11	3	1500
IN190094	2	1	4	11	1	800
IN190095	1	3	1	11	3	60
IN190096	1	8	1	11	8	600
IN190096	2	2	4	11	2	1200
IN190097	1	4	1	0	4	70
IN190098	1	4	1	11	4	1000
IN190098	2	1	3	11	1	800
IN190099	1	1	3	11	1	1200
IN190100	1	8	1	11	8	350
IN190100	2	1	7	11	0	-88
IN200004	1	5	1	11	5	1200
IN200009	1	1	7	11	0	-77
IN200009	2	10	1	11	10	500
IN200012	1	15	1	11	15	1000
IN200012	2	1	7	11	0	-88
IN200013	1	1	25	24	1	50000
IN200018	1	1	25	24	1	3000
IN200019	1	1	25	24	1	60000
IN200023	1	2	25	23	0	-88
IN200024	1	1	25	24	1	60000
IN200028	1	1	25	24	0	-77
IN200031	1	4	1	5	4	200
IN200035	1	1	23	23	4	10000
IN200038	1	-77	15	12	10	36000
IN200038	2	-77	25	26	18	25000
IN200038	3	-77	23	23	8	20000
IN200040	1	2	25	24	2	400000
IN200042	1	30	13	25	30	4000
IN200045	1	15	30	26	15	50000
IN200051	1	1	25	24	1	40000
IN200051	2	1	2	24	1	12000
IN200053	1	1	23	23	6	20000
IN200054	1	10	13	7	10	500
IN200064	1	10	26	20	8	50000
IN200066	1	10	13	14	10	3000
IN200070	1	15	9	2	15	1000
IN200075	1	2	25	24	2	700000
IN200077	1	1	13	5	4	600
IN200080	1	5	30	26	6	10000
IN200080	2	1	21	21	1	1500
IN200084	1	1	25	24	0	-88
IN200088	1	1	30	26	8	200000
IN200098	1	1	25	24	0	-77
IN200099	1	1	25	24	1	20000
