CHILDID	OUTID	REMRELR3	REMESTR3	REMGODR3
IN180069	1	13	200	800
IN180071	1	17	-88	4000
IN180071	2	5	-77	4000
IN180073	1	13	200	1500
IN180076	1	19	150	-88
IN180076	2	19	51	-88
IN180080	1	13	-88	2000
IN180080	2	19	1200	700
IN180081	1	13	500	300
IN180081	2	19	-88	500
IN180082	1	14	-88	1200
IN180082	2	13	-88	250
IN180084	1	13	1500	2000
IN180087	1	13	-88	500
IN180087	2	19	110	-88
IN180088	1	13	-88	500
IN180089	1	13	-88	1000
IN180090	1	19	100	-88
IN180090	2	13	200	300
IN180091	1	5	-88	1500
IN180094	1	14	500	-88
IN180094	2	16	-88	5000
IN180096	1	13	1000	2000
IN180097	1	13	1000	400
IN180098	1	13	1500	-77
IN180098	2	6	1000	-77
IN180099	1	13	1000	1500
IN180099	2	19	120	400
IN180100	1	19	-88	3000
IN180100	2	19	-88	2000
IN180100	3	19	-88	1000
IN180100	4	19	100	500
IN180100	5	5	200	-88
IN190001	1	13	-88	3200
IN190001	2	19	500	300
IN190003	1	13	500	1500
IN190004	1	19	101	-88
IN190004	2	13	101	-88
IN190005	1	16	101	-88
IN190005	2	19	101	-88
IN190006	1	13	-88	2000
IN190006	2	13	-88	2000
IN190006	3	19	200	-88
IN190007	1	13	600	1700
IN190007	2	19	101	-88
IN190008	1	13	-88	1200
IN190009	1	5	300	-88
IN190009	2	19	101	-88
IN190013	1	13	-88	2000
IN190013	2	13	-88	1500
IN190014	1	13	-88	2000
IN190015	1	13	-88	1000
IN190015	2	5	-88	500
IN190020	1	13	100	500
IN190021	1	13	500	2000
IN190021	2	19	101	-88
IN190022	1	13	200	500
IN190022	2	19	150	-88
IN190023	1	13	-88	1500
IN190023	2	19	200	150
IN190024	1	7	500	2000
IN190024	2	13	-88	1000
IN190025	1	13	-88	600
IN190026	1	13	200	1500
IN190026	2	19	100	-88
IN190027	1	7	-88	2000
IN190029	1	13	-88	3000
IN190029	2	19	200	-88
IN190030	1	13	-88	1000
IN190030	2	13	-88	2000
IN190031	1	19	-88	2000
IN190031	2	16	-88	2000
IN190031	3	16	516	3000
IN190031	4	19	116	-88
IN190033	1	19	101	-88
IN190033	2	13	101	-88
IN190034	1	13	-88	2000
IN190034	2	13	-88	2000
IN190037	1	13	-88	18000
IN190037	2	19	-88	3000
IN190037	3	22	500	-88
IN190038	1	13	-88	600
IN190040	1	1	-88	200
IN190041	1	14	-88	500
IN190042	1	13	200	1500
IN190042	2	19	101	-88
IN190044	1	19	1000	-88
IN190044	2	13	-88	2500
IN190045	1	13	200	700
IN190046	1	13	-88	800
IN190046	2	14	-88	250
IN190047	1	13	-88	2000
IN190049	1	7	200	500
IN190049	2	13	100	500
IN190051	1	13	-88	3000
IN190051	2	13	-88	3000
IN190052	1	14	51	-88
IN190052	2	19	101	-88
IN190054	1	13	-88	1200
IN190054	2	13	-88	1200
IN190054	3	13	-88	1200
IN190054	4	13	-88	1200
IN190054	5	19	500	-88
IN190055	1	13	2000	16000
IN190055	2	19	1200	-88
IN190056	1	13	-88	500
IN190056	2	13	-88	600
IN190056	3	13	-88	500
IN190056	4	13	-88	500
IN190057	1	13	200	500
IN190058	1	13	8000	1000
IN190059	1	13	1000	1500
IN190060	1	13	-88	500
IN190060	2	13	-88	500
IN190060	3	13	-88	500
IN190061	1	5	-88	1500
IN190061	2	19	101	-88
IN190062	1	13	-88	1000
IN190062	2	6	2000	-88
IN190062	3	19	200	-88
IN190063	1	13	-88	2000
IN190063	2	19	500	-88
IN190064	1	13	-88	1200
IN190064	2	13	-88	250
IN190065	1	19	-88	250
IN190065	2	13	-88	500
IN190066	1	13	-88	1000
IN190071	1	19	101	-88
IN190071	2	5	300	-88
IN190073	1	13	400	850
IN190073	2	19	450	-88
IN190074	1	13	300	1200
IN190074	2	5	500	-88
IN190075	1	16	101	-88
IN190075	2	13	-88	350
IN190076	1	13	-88	500
IN190076	2	13	-88	500
IN190076	3	13	-88	500
IN190076	4	13	-88	500
IN190077	1	13	-88	700
IN190078	1	13	-77	1500
IN190079	1	14	-88	350
IN190080	1	13	500	2000
IN190080	2	5	-88	500
IN190081	1	13	200	1500
IN190082	1	13	-88	1000
IN190082	2	5	500	-88
IN190083	1	13	-88	2000
IN190084	1	13	200	1500
IN190084	2	19	100	-88
IN190085	1	19	400	-88
IN190086	1	1	-88	3000
IN190087	1	13	-88	1000
IN190088	1	13	100	400
IN190089	1	14	400	300
IN190089	2	19	200	-88
IN190090	1	13	-88	3000
IN190091	1	16	-88	600
IN190091	2	13	-88	300
IN190092	1	13	-88	300
IN190092	2	13	-88	300
IN190092	3	19	-88	400
IN190092	4	19	-88	400
IN190093	1	13	500	8000
IN190094	1	19	216	-88
IN190094	2	13	-88	7500
IN190095	1	14	-88	1100
IN190095	2	19	200	100
IN190096	1	13	500	2000
IN190097	1	13	-88	4500
IN190097	2	13	-88	250
IN190098	1	13	-88	1000
IN190099	1	19	101	-88
IN190099	2	19	101	300
IN190100	1	13	-88	16000
IN200001	1	6	5000	-88
IN200002	1	13	-88	10000
IN200005	1	14	0	10000
IN200006	1	13	4500	2000
IN200009	1	6	2000	300
IN200013	1	13	-88	1000
IN200015	1	13	400	-88
IN200016	1	13	0	400
IN200017	1	13	25000	0
IN200020	1	13	0	400
IN200021	1	19	2000	4500
IN200022	1	13	0	150
IN200024	1	13	1500	0
IN200025	1	14	-88	7000
IN200026	1	13	1000	0
IN200027	1	13	-88	200
IN200028	1	13	2500	0
IN200032	1	13	7000	0
IN200033	1	13	20000	0
IN200035	1	13	0	300
IN200035	2	22	100	0
IN200036	1	13	0	2000
IN200038	1	22	5000	0
IN200039	1	6	10000	-88
IN200040	1	10	0	600
IN200040	2	22	500	0
IN200041	1	13	0	1200
IN200042	1	13	500	0
IN200042	2	22	200	0
IN200044	1	13	500	1000
IN200045	1	13	50000	0
IN200047	1	13	-88	400
IN200052	1	13	-88	1500
IN200053	1	13	500	0
IN200057	1	13	1000	-88
IN200062	1	13	1000	600
IN200063	1	22	1500	0
IN200063	2	13	0	600
IN200064	1	14	0	400
IN200070	1	6	4000	0
IN200077	1	13	0	600
IN200079	1	13	-88	450
IN200080	1	16	0	1560
IN200080	2	13	0	2000
IN200080	3	22	600	0
IN200082	1	13	300	2000
IN200083	1	19	500	-88
IN200085	1	13	500	0
IN200087	1	13	0	200
IN200087	2	22	200	0
IN200088	1	22	5000	0
IN200088	2	22	1000	0
IN200098	1	13	500	1000
IN200100	1	6	1500	0
IN200101	1	22	1000	0
