CHILDID	ID	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3
IN080009	0	0	17	9	24	8
IN080009	2	0	5	6	20	6
IN080010	0	0	17	9	26	8
IN080010	1	0	12	12	30	10
IN080010	2	0	5	3	20	6
IN080010	3	0	17	9	26	8
IN080010	4	0	17	9	26	8
IN080011	0	0	17	9	24	7
IN080011	1	0	13	12	30	10
IN080011	2	0	15	12	30	6
IN080011	3	0	17	9	24	24
IN080011	4	0	17	9	24	24
IN080012	0	0	17	10	23	7
IN080012	1	0	5	5	18	8
IN080012	2	0	5	4	13	8
IN080012	3	0	17	10	25	8
IN080013	0	0	17	9	24	8
IN080013	1	0	12	12	30	10
IN080013	2	0	13	12	30	8
IN080013	3	0	17	12	30	8
IN080013	4	0	15	12	30	4
IN080014	0	0	17	9	22	7
IN080014	1	0	1	6	13	6
IN080014	2	0	5	7	18	8
IN080014	3	0	5	9	15	8
IN080014	4	0	17	9	20	7
IN080015	0	0	17	10	23	7
IN080015	1	0	9	12	18	8
IN080015	2	0	9	12	17	7
IN080015	4	0	9	12	18	6
IN080015	5	0	17	10	21	7
IN080015	6	0	17	88	88	88
IN080016	0	0	17	10	20	8
IN080016	1	0	13	10	25	8
IN080016	2	0	15	12	29	8
IN080016	28	0	17	10	20	8
IN080017	0	0	17	10	26	9
IN080017	1	0	11	12	23	10
IN080017	2	0	5	11	25	10
IN080017	3	0	17	10	26	9
IN080018	0	0	17	9	26	8
IN080018	1	0	17	88	88	88
IN080018	2	0	5	3	24	6
IN080018	3	0	5	6	24	6
IN080018	4	0	17	9	26	8
IN080019	0	0	17	10	28	9
IN080019	1	0	17	88	88	88
IN080019	2	0	17	88	88	88
IN080019	3	0	1	11	20	10
IN080019	4	0	1	10	22	10
IN080019	5	4	4	6	28	9
IN080019	6	4	4	5	20	8
IN080019	7	0	17	10	26	9
IN080019	8	0	17	10	25	8
IN080019	9	0	17	88	88	88
IN080020	0	0	17	10	20	8
IN080020	1	0	9	10	15	8
IN080020	2	0	9	10	15	8
IN080020	3	0	17	88	88	88
IN080021	0	0	17	10	24	8
IN080021	2	0	15	12	20	2
IN080021	3	0	13	12	30	13
IN080021	4	0	1	8	20	8
IN080021	5	0	17	10	24	9
IN080022	0	0	17	9	26	8
IN080022	1	0	19	12	20	10
IN080022	2	0	19	12	20	10
IN080022	3	0	19	12	20	10
IN080022	4	0	17	9	26	8
IN080023	0	0	17	10	24	7
IN080023	1	0	19	12	25	10
IN080023	2	0	19	12	25	10
IN080023	3	4	17	88	88	88
IN080023	5	0	17	10	24	9
IN080023	6	0	17	88	88	88
IN080024	0	0	17	10	24	7
IN080024	1	0	5	7	20	7
IN080024	2	0	5	8	25	8
IN080025	0	0	17	10	25	9
IN080025	1	0	5	8	23	10
IN080025	2	0	15	12	28	11
IN080025	3	0	5	8	20	10
IN080025	4	0	17	10	26	8
IN080025	5	0	17	88	88	88
IN080026	0	0	17	10	20	8
IN080026	1	0	1	6	15	8
IN080026	2	0	5	7	15	8
IN080026	3	0	17	10	20	8
IN080026	4	0	17	10	20	8
IN080027	0	0	17	10	25	9
IN080027	1	0	10	12	26	10
IN080027	2	0	15	12	28	8
IN080027	3	0	17	10	25	9
IN080028	0	0	17	10	25	9
IN080028	1	0	5	11	24	7
IN080028	2	0	9	6	20	9
IN080028	3	0	5	10	22	7
IN080028	4	0	17	10	25	10
IN080029	0	0	17	10	26	9
IN080029	1	0	17	88	88	88
IN080029	2	0	9	4	25	10
IN080029	3	0	1	5	20	10
IN080029	4	0	17	10	25	9
IN080029	5	0	17	10	26	9
IN080030	0	0	17	10	26	9
IN080030	1	0	1	6	12	6
IN080030	2	0	4	12	26	4
IN080030	3	0	17	10	26	10
IN080030	4	0	17	10	26	10
IN080030	5	0	17	10	26	10
IN080031	0	0	17	10	24	8
IN080031	1	0	4	10	28	5
IN080031	2	0	1	6	18	6
IN080031	3	0	5	8	18	6
IN080031	7	0	5	8	20	6
IN080031	8	0	17	10	24	10
IN080032	0	0	17	10	22	8
IN080032	1	4	17	88	88	88
IN080032	2	0	12	12	23	9
IN080032	3	0	5	8	20	10
IN080032	28	0	17	10	24	9
IN080033	0	0	17	9	24	8
IN080033	1	0	5	6	20	8
IN080033	2	0	5	6	25	8
IN080033	3	0	17	9	24	9
IN080033	4	0	17	9	24	8
IN080034	0	0	17	10	25	9
IN080034	1	0	13	12	22	10
IN080034	2	0	12	8	18	5
IN080035	0	0	17	9	22	7
IN080035	1	0	13	12	30	8
IN080035	2	0	1	5	18	6
IN080035	3	0	1	6	13	4
IN080035	4	0	17	88	88	88
IN080036	0	0	17	10	26	9
IN080036	1	0	5	3	15	5
IN080036	2	0	1	8	20	6
IN080036	3	0	4	12	26	4
IN080037	0	0	17	10	25	9
IN080037	1	0	17	88	88	88
IN080037	2	0	5	7	15	5
IN080037	3	0	12	10	24	8
IN080037	4	0	5	8	20	7
IN080037	6	0	17	9	20	7
IN080037	7	0	17	88	88	88
IN080038	0	0	17	9	24	8
IN080038	1	0	5	6	20	6
IN080038	2	0	5	6	25	9
IN080038	3	0	5	6	25	9
IN080038	4	0	17	88	88	88
IN080039	0	0	17	10	26	9
IN080039	2	0	5	10	20	10
IN080039	5	0	1	4	15	10
IN080039	6	0	4	12	25	9
IN080040	0	0	17	10	26	9
IN080040	3	0	1	5	20	10
IN080040	4	0	4	9	28	10
IN080040	5	0	5	10	25	9
IN080040	6	0	5	9	25	9
IN080040	7	0	17	10	26	9
IN080041	0	0	17	10	26	8
IN080041	2	0	5	6	25	7
IN080041	3	0	5	6	25	6
IN080041	4	0	15	12	30	6
IN080041	5	0	17	88	88	88
IN080042	0	0	17	9	26	8
IN080042	3	0	12	10	20	10
IN080042	4	0	12	12	26	6
IN080042	7	0	17	88	88	88
IN080043	0	0	17	10	22	7
IN080043	1	0	1	6	20	7
IN080043	2	0	4	9	23	6
IN080043	28	0	17	10	24	7
IN080044	0	0	17	10	25	9
IN080044	2	0	17	12	26	10
IN080044	3	0	5	10	20	10
IN080044	4	0	5	6	25	10
IN080044	28	0	17	10	25	9
IN080045	0	0	17	10	23	7
IN080045	3	0	10	12	30	9
IN080045	5	0	1	5	13	4
IN080045	6	0	17	10	24	8
IN080045	28	0	17	10	23	7
IN080046	0	0	17	10	25	8
IN080046	1	0	13	9	28	10
IN080046	2	0	1	6	28	10
IN080046	3	0	17	5	15	5
IN080047	0	0	17	10	25	9
IN080047	1	0	5	8	25	10
IN080047	28	0	17	10	26	8
IN080047	29	0	5	6	20	9
IN080047	31	0	17	5	16	5
IN080048	0	0	17	10	28	8
IN080048	1	0	9	12	25	10
IN080048	2	0	10	10	28	9
IN080048	3	0	17	6	18	3
IN080049	0	0	17	10	24	9
IN080049	1	0	13	12	20	12
IN080049	2	0	15	12	28	10
IN080049	3	0	17	10	24	9
IN080049	4	0	17	88	88	88
IN080050	0	0	17	9	26	8
IN080050	1	0	17	88	88	88
IN080050	2	0	1	8	15	4
IN080050	3	0	15	12	30	4
IN080050	4	0	1	8	10	2
IN080050	28	0	17	9	26	8
IN080050	29	0	17	9	26	8
IN080051	0	0	17	9	24	8
IN080051	1	0	5	8	25	6
IN080051	2	0	5	8	20	6
IN080051	3	0	5	8	20	6
IN080052	0	0	17	9	22	7
IN080052	2	0	15	10	20	5
IN080052	3	0	1	6	18	6
IN080052	4	0	1	5	15	5
IN080052	28	0	17	9	23	7
IN080053	0	0	17	10	25	9
IN080053	1	4	17	88	88	88
IN080053	2	0	5	6	20	10
IN080053	3	0	4	10	28	10
IN080053	4	0	5	10	25	10
IN080053	5	0	17	10	25	9
IN080054	0	0	17	10	25	9
IN080054	4	0	1	5	20	10
IN080054	5	0	5	8	20	10
IN080054	10	0	17	10	25	9
IN080055	0	0	17	10	25	9
IN080055	2	0	17	88	88	88
IN080055	3	0	1	6	14	7
IN080055	5	0	5	6	20	6
IN080055	6	0	5	6	22	6
IN080056	0	0	17	10	24	8
IN080056	1	0	1	6	20	7
IN080056	2	0	5	8	18	7
IN080056	28	0	17	10	24	9
IN080056	29	0	17	10	25	10
IN080057	0	0	17	10	20	8
IN080057	1	0	17	88	88	88
IN080057	2	0	5	7	20	8
IN080057	3	0	12	10	25	8
IN080057	28	0	17	10	20	8
IN080058	0	0	17	9	24	8
IN080058	1	0	4	6	20	6
IN080058	2	0	5	6	20	8
IN080058	3	0	5	6	20	8
IN080058	6	0	5	6	20	8
IN080058	7	0	17	9	24	8
IN080058	8	5	17	88	88	88
IN080059	0	0	17	9	22	7
IN080059	1	0	1	4	15	4
IN080059	2	0	1	4	12	5
IN080059	28	0	17	9	22	7
IN080059	29	0	17	9	21	7
IN080060	0	0	17	10	25	9
IN080060	3	0	12	10	20	10
IN080060	4	0	5	8	25	9
IN080060	28	0	17	10	26	9
IN080061	0	0	17	10	25	9
IN080061	3	0	1	5	20	10
IN080061	4	0	5	10	23	10
IN080061	28	0	17	10	25	9
IN080062	0	0	17	9	21	7
IN080062	1	0	5	4	18	8
IN080062	2	0	5	5	20	8
IN080062	3	0	17	9	22	7
IN080062	4	0	17	88	88	88
IN080063	0	0	17	9	24	8
IN080063	1	0	5	4	20	6
IN080063	2	0	5	6	25	8
IN080063	3	0	17	9	24	8
IN080064	0	0	17	9	22	7
IN080064	1	0	5	10	20	8
IN080064	2	0	5	9	18	8
IN080064	3	0	17	88	88	88
IN080065	0	0	17	10	25	9
IN080065	1	0	11	4	23	10
IN080065	2	0	5	8	20	10
IN080065	3	0	5	6	20	9
IN080065	4	0	15	9	15	4
IN080066	0	0	17	10	20	8
IN080066	1	0	17	88	88	88
IN080066	2	0	12	9	15	10
IN080066	3	0	5	7	20	8
IN080066	4	0	12	9	15	10
IN080066	5	0	17	88	88	88
IN080066	6	0	15	3	10	3
IN080067	0	0	17	9	24	8
IN080067	3	0	5	6	25	8
IN080067	4	0	5	6	26	8
IN080067	6	0	17	9	24	8
IN080068	0	0	17	10	25	9
IN080068	1	0	17	88	88	88
IN080068	2	0	17	88	88	88
IN080068	3	0	1	6	12	6
IN080068	4	0	12	10	24	9
IN080068	5	0	5	6	18	6
IN080068	6	0	15	12	26	6
IN080068	7	0	17	10	25	9
IN080068	28	0	17	88	88	88
IN080069	0	0	17	9	26	8
IN080069	1	0	13	12	20	10
IN080069	2	0	5	3	15	6
IN080069	3	0	17	9	26	8
IN080069	4	0	17	9	26	6
IN080070	0	0	17	10	25	9
IN080070	1	0	17	88	88	88
IN080070	2	0	5	8	15	10
IN080070	3	0	1	6	20	10
IN080070	4	0	13	12	30	8
IN080070	5	0	17	10	23	10
IN080070	6	0	17	10	25	9
IN080071	0	0	17	10	24	8
IN080071	1	0	1	6	20	7
IN080071	2	0	4	10	25	6
IN080071	28	0	17	10	24	8
IN080072	0	0	17	10	25	9
IN080072	1	0	1	8	20	10
IN080072	2	0	5	10	22	10
IN080072	3	0	17	10	24	9
IN080072	4	0	17	10	24	9
IN080073	0	0	17	9	23	7
IN080073	4	0	1	4	13	5
IN080073	5	0	5	6	15	6
IN080073	6	0	17	9	20	7
IN080073	7	0	17	88	88	88
IN080074	0	5	17	88	88	88
IN080074	1	0	13	10	30	10
IN080074	2	0	15	12	30	4
IN080074	3	0	17	9	26	8
IN080075	0	0	17	10	24	7
IN080075	1	0	19	11	23	12
IN080075	2	0	5	8	12	6
IN080075	28	0	17	10	24	10
IN080076	0	0	17	9	24	8
IN080076	1	0	1	8	25	6
IN080076	2	0	5	5	20	8
IN080076	3	0	17	9	24	8
IN080076	4	5	17	88	88	88
IN080076	5	5	17	88	88	88
IN080077	0	0	17	10	25	9
IN080077	1	4	17	88	88	88
IN080077	2	0	11	10	20	10
IN080077	3	0	4	11	25	10
IN080077	4	0	17	10	25	9
IN080078	0	0	17	10	24	9
IN080078	3	0	1	6	15	6
IN080078	4	0	5	6	20	8
IN080078	10	0	17	10	24	9
IN080079	0	0	17	10	24	8
IN080079	3	0	13	12	24	9
IN080079	4	0	15	12	26	7
IN080079	5	0	17	10	24	8
IN080080	0	0	17	10	23	8
IN080080	2	0	17	88	88	88
IN080080	3	0	5	8	22	6
IN080080	4	0	13	12	28	7
IN080081	0	0	17	10	26	9
IN080081	1	0	17	88	88	88
IN080081	2	0	17	88	88	88
IN080081	3	0	9	10	25	10
IN080081	4	0	1	4	15	9
IN080081	28	0	17	10	25	10
IN080082	0	0	17	10	25	9
IN080082	1	0	4	12	28	4
IN080082	2	0	4	12	28	6
IN080082	3	0	17	10	25	9
IN080083	0	0	17	9	26	8
IN080083	1	0	1	6	20	4
IN080083	2	0	5	3	15	4
IN080083	3	0	17	9	26	8
IN080083	4	0	17	9	26	8
IN080084	0	0	17	10	25	9
IN080084	1	0	1	6	12	6
IN080084	2	0	4	12	28	6
IN080084	3	0	17	10	25	9
IN080085	0	0	17	10	25	9
IN080085	1	0	1	6	20	10
IN080085	2	0	5	10	25	10
IN080085	3	0	13	12	30	8
IN080085	4	0	17	10	25	9
IN080086	0	0	17	9	24	8
IN080086	3	0	10	6	30	6
IN080086	4	0	13	12	30	6
IN080086	28	0	17	9	24	8
IN080087	0	0	17	9	24	8
IN080087	1	0	5	6	25	6
IN080087	2	0	5	6	20	8
IN080087	3	0	5	6	25	6
IN080087	28	0	17	9	24	8
IN080088	0	0	17	9	26	8
IN080088	1	0	17	88	88	88
IN080088	2	0	1	8	20	4
IN080088	3	0	15	12	30	4
IN080088	4	0	17	9	26	8
IN080089	0	0	17	9	26	8
IN080089	4	0	13	12	28	10
IN080089	5	0	5	3	24	6
IN080089	28	0	17	9	26	8
IN080090	0	0	17	10	24	9
IN080090	8	0	12	9	25	8
IN080090	9	0	12	9	25	8
IN080090	10	0	15	12	26	4
IN080091	0	0	17	10	25	9
IN080091	1	0	1	6	18	7
IN080091	2	0	10	10	20	6
IN080091	3	0	15	12	28	6
IN080091	4	0	14	88	88	88
IN080091	5	0	17	10	25	9
IN080092	0	0	17	9	24	8
IN080092	2	0	5	3	15	6
IN080092	3	0	5	6	24	6
IN080092	4	0	5	6	20	6
IN080092	28	0	17	9	24	8
IN080093	0	0	17	9	23	7
IN080093	2	0	15	10	20	5
IN080093	3	0	1	6	13	6
IN080093	4	0	5	5	15	8
IN080093	6	0	17	9	22	7
IN080094	0	0	17	9	26	8
IN080094	1	3	17	88	88	88
IN080094	2	3	17	88	88	88
IN080094	3	0	1	3	20	4
IN080094	4	0	5	3	15	6
IN080094	28	0	17	9	26	8
IN080095	0	0	17	9	24	8
IN080095	1	0	1	6	20	6
IN080095	2	0	5	6	25	6
IN080095	3	0	17	9	24	9
IN080095	28	0	17	9	24	8
IN080095	29	0	5	6	20	6
IN080096	0	0	17	10	26	9
IN080096	1	0	17	88	88	88
IN080096	2	0	17	88	88	88
IN080096	3	0	1	7	25	10
IN080096	4	0	4	11	28	10
IN080096	5	0	1	10	15	10
IN080096	28	0	17	10	26	9
IN080096	29	0	4	10	25	6
IN080096	30	0	17	88	88	88
IN080096	31	0	17	88	88	88
IN080097	0	0	17	9	21	7
IN080097	1	0	1	6	15	7
IN080097	2	0	13	12	30	6
IN080097	3	0	5	5	12	8
IN080097	4	0	17	9	23	7
IN080097	28	0	17	9	22	7
IN080099	0	0	17	10	25	9
IN080099	1	0	12	12	20	10
IN080099	2	0	5	4	22	10
IN080099	3	0	17	10	25	9
IN080099	4	0	17	88	88	88
IN080100	0	0	17	9	24	8
IN080100	1	4	17	88	88	88
IN080100	2	0	15	12	25	2
IN080100	3	0	1	6	30	10
IN080100	4	0	4	10	20	6
IN080100	28	0	17	9	24	8
IN090001	0	0	17	10	20	8
IN090001	1	0	5	6	10	5
IN090001	2	2	17	88	88	88
IN090001	3	0	13	11	25	3
IN090001	4	0	15	10	22	6
IN090001	5	0	17	10	20	8
IN090002	0	0	17	10	23	8
IN090002	1	0	5	12	18	6
IN090002	3	0	5	12	20	6
IN090003	0	0	17	10	25	7
IN090003	2	0	1	10	30	10
IN090003	4	0	5	10	30	10
IN090003	5	0	13	2	30	12
IN090003	6	0	1	12	30	12
IN090003	7	0	4	12	30	10
IN090003	28	0	15	12	30	10
IN090003	29	4	17	88	88	88
IN090003	30	0	17	10	26	9
IN090003	31	0	15	10	30	10
IN090004	0	0	17	10	23	7
IN090004	3	0	10	12	30	7
IN090004	4	0	1	6	20	6
IN090004	28	0	17	10	24	7
IN090005	0	0	17	10	28	10
IN090005	1	4	17	12	30	15
IN090005	2	3	11	12	30	10
IN090005	3	1	11	12	30	10
IN090005	28	0	17	10	28	10
IN090006	0	0	17	10	23	9
IN090006	1	0	1	8	18	4
IN090006	2	0	4	12	30	4
IN090006	28	0	17	10	23	9
IN090007	0	0	17	10	23	8
IN090007	3	0	9	12	25	7
IN090007	4	0	13	9	9	2
IN090007	28	0	17	10	26	8
IN090008	0	0	17	9	26	8
IN090008	1	0	17	88	88	88
IN090008	2	0	17	88	88	88
IN090008	3	0	17	88	88	88
IN090008	4	0	13	10	20	12
IN090008	5	0	1	8	20	10
IN090008	6	0	1	10	20	10
IN090008	7	0	15	12	30	6
IN090008	8	0	1	9	20	10
IN090008	9	0	17	9	26	8
IN090008	10	0	17	9	26	8
IN090008	11	0	15	12	30	6
IN090008	12	0	17	88	88	88
IN090008	13	0	17	9	26	8
IN090008	14	0	17	88	88	88
IN090008	15	0	17	88	88	88
IN090009	0	0	17	10	25	9
IN090009	1	0	17	88	88	88
IN090009	2	0	1	6	28	6
IN090009	3	0	15	12	30	6
IN090009	4	0	17	10	25	9
IN090009	5	0	17	10	24	9
IN090010	0	0	17	10	20	8
IN090010	2	0	17	88	88	88
IN090010	3	0	17	88	88	88
IN090010	4	0	1	10	20	8
IN090010	5	0	15	11	23	7
IN090010	6	0	5	8	15	8
IN090010	7	3	17	88	88	88
IN090010	28	0	17	10	20	8
IN090010	29	0	17	10	20	8
IN090011	0	0	17	10	23	7
IN090011	1	0	15	9	20	5
IN090011	2	0	12	5	15	8
IN090011	3	0	5	4	12	8
IN090012	0	0	17	10	25	7
IN090012	1	0	13	12	30	10
IN090012	2	0	9	12	15	6
IN090012	3	0	17	10	24	7
IN090012	28	0	17	10	26	7
IN090013	0	0	17	10	26	7
IN090013	1	0	17	88	88	88
IN090013	2	0	1	7	22	13
IN090013	3	0	5	9	20	6
IN090013	4	0	17	9	26	8
IN090013	5	0	17	10	5	4
IN090013	28	0	17	9	26	7
IN090014	0	0	17	9	26	8
IN090014	1	0	5	5	20	9
IN090014	2	0	5	3	20	9
IN090014	3	0	17	9	26	9
IN090014	4	0	17	9	26	8
IN090015	0	0	17	10	24	8
IN090015	3	0	5	6	22	6
IN090015	28	0	17	10	24	8
IN090016	0	0	17	10	25	10
IN090016	1	0	5	11	26	8
IN090016	2	0	5	9	20	8
IN090016	4	4	17	9	25	6
IN090016	28	0	17	10	25	10
IN090017	0	0	17	10	20	8
IN090017	1	0	10	10	23	10
IN090017	2	0	15	10	22	8
IN090017	3	0	17	10	20	8
IN090017	28	0	17	10	20	8
IN090017	29	0	17	10	20	8
IN090018	0	0	17	9	25	8
IN090018	1	0	5	7	26	8
IN090018	2	0	15	10	22	4
IN090018	3	0	17	88	88	88
IN090019	0	0	17	10	20	8
IN090019	1	0	17	88	88	88
IN090019	2	0	1	8	20	8
IN090019	3	0	5	6	20	8
IN090019	4	0	19	5	15	9
IN090019	6	0	17	10	20	8
IN090020	0	0	17	10	23	7
IN090020	1	0	15	11	20	6
IN090020	2	0	13	12	30	8
IN090020	3	0	5	6	15	8
IN090020	4	0	17	10	24	8
IN090020	5	0	17	10	23	7
IN090021	0	0	17	10	25	6
IN090021	1	0	5	11	20	8
IN090021	2	0	5	10	16	8
IN090021	3	0	17	10	25	8
IN090021	28	0	17	10	25	8
IN090022	0	0	17	10	23	8
IN090022	1	0	10	12	30	5
IN090022	3	0	5	10	18	6
IN090022	5	0	17	10	23	9
IN090022	6	0	10	12	30	3
IN090023	0	0	17	10	28	8
IN090023	1	0	13	12	25	11
IN090023	2	0	12	2	25	10
IN090023	4	0	17	10	26	8
IN090023	5	0	17	8	20	8
IN090023	6	0	17	88	88	88
IN090024	0	0	17	10	20	8
IN090024	3	0	5	6	15	8
IN090024	5	0	5	6	15	8
IN090024	6	0	5	6	15	8
IN090024	7	0	5	6	15	8
IN090024	8	0	5	6	15	8
IN090024	9	0	5	6	15	8
IN090024	10	0	15	9	20	6
IN090024	11	0	17	88	88	88
IN090024	12	0	17	88	88	88
IN090025	0	0	17	9	24	8
IN090025	1	0	1	8	30	6
IN090025	2	0	15	12	28	8
IN090025	3	0	13	12	30	10
IN090025	4	0	17	9	24	8
IN090025	5	0	17	3	25	8
IN090026	0	0	17	10	20	8
IN090026	1	0	17	88	88	88
IN090026	2	0	1	6	30	7
IN090026	3	0	15	7	20	4
IN090026	4	0	1	9	20	6
IN090026	5	0	15	7	16	3
IN090026	6	0	17	10	20	8
IN090026	7	0	17	10	20	8
IN090026	8	0	17	10	20	8
IN090027	0	0	17	10	23	8
IN090027	1	5	17	88	88	88
IN090027	2	3	15	12	30	6
IN090027	3	0	1	8	20	6
IN090027	4	0	4	12	30	4
IN090027	5	0	9	12	22	8
IN090027	28	0	17	10	24	9
IN090028	0	0	17	10	26	11
IN090028	1	0	17	88	88	88
IN090028	2	0	15	12	30	12
IN090028	3	0	11	3	10	8
IN090028	4	0	11	7	20	4
IN090028	5	0	15	12	20	12
IN090028	6	0	13	12	26	12
IN090028	7	0	17	88	88	88
IN090028	8	0	17	88	88	88
IN090029	0	0	17	10	26	11
IN090029	1	0	11	6	16	10
IN090029	2	0	11	5	15	9
IN090029	3	0	13	9	26	11
IN090029	4	0	11	6	14	6
IN090029	5	0	11	9	20	10
IN090029	6	0	11	4	15	7
IN090029	7	0	17	88	88	88
IN090029	8	0	15	8	20	10
IN090029	9	0	17	88	88	88
IN090030	0	0	17	10	26	11
IN090030	1	0	17	88	88	88
IN090030	2	0	13	12	26	10
IN090030	3	0	13	12	26	10
IN090030	4	0	4	8	19	8
IN090030	5	0	13	12	26	10
IN090030	6	0	15	7	22	7
IN090030	7	0	15	9	20	8
IN090030	9	0	7	8	20	8
IN090030	10	0	15	11	26	11
IN090030	11	0	17	10	26	11
IN090030	12	0	17	10	26	11
IN090030	28	0	17	10	26	11
IN090030	29	0	17	88	88	88
IN090030	30	0	17	88	88	88
IN090031	0	0	17	10	24	7
IN090031	1	0	17	88	88	88
IN090031	2	0	1	5	26	4
IN090031	3	0	13	12	26	8
IN090031	4	0	15	12	30	6
IN090031	6	0	1	5	20	6
IN090031	7	0	13	12	26	8
IN090031	8	0	17	10	20	7
IN090031	9	0	15	5	28	5
IN090032	0	0	17	10	26	7
IN090032	1	0	13	12	30	8
IN090032	2	0	15	12	30	6
IN090032	28	0	17	10	24	7
IN090032	29	0	17	88	88	88
IN090032	30	0	1	10	20	7
IN090032	31	0	1	9	18	6
IN090033	0	0	17	10	25	7
IN090033	1	0	13	12	26	8
IN090033	2	0	1	6	20	6
IN090033	3	0	17	10	23	7
IN090034	0	0	17	10	24	8
IN090034	1	0	17	88	88	88
IN090034	2	0	17	88	88	88
IN090034	3	0	1	8	20	5
IN090034	4	0	5	12	14	6
IN090034	5	0	17	10	24	8
IN090034	6	0	17	88	88	88
IN090035	0	0	17	9	25	6
IN090035	1	0	5	6	20	6
IN090035	2	0	5	6	25	6
IN090035	28	5	17	88	88	88
IN090035	29	5	17	88	88	88
IN090035	30	5	17	88	88	88
IN090036	0	0	17	9	26	7
IN090036	1	0	12	6	10	6
IN090036	2	0	15	12	30	12
IN090037	0	0	17	10	23	8
IN090037	2	0	17	88	88	88
IN090037	3	0	5	12	18	5
IN090037	4	0	5	12	23	5
IN090037	5	0	13	12	23	8
IN090037	28	0	17	10	23	8
IN090037	29	0	17	10	22	7
IN090038	0	0	17	10	20	8
IN090038	1	0	12	10	20	6
IN090038	2	0	5	6	15	7
IN090038	3	0	17	10	20	8
IN090039	0	0	17	10	23	7
IN090039	3	0	9	11	18	8
IN090039	4	0	15	12	30	6
IN090039	6	0	17	10	20	7
IN090040	0	0	17	10	26	9
IN090040	1	0	17	88	88	88
IN090040	2	0	1	6	22	6
IN090040	3	0	5	6	20	6
IN090040	4	0	17	3	25	9
IN090041	0	0	17	10	20	8
IN090041	1	0	1	3	10	4
IN090041	2	0	15	5	10	3
IN090041	3	0	1	6	10	4
IN090041	4	0	12	3	20	8
IN090041	5	0	17	10	20	8
IN090042	0	0	17	9	26	8
IN090042	2	0	17	88	88	88
IN090042	3	0	13	12	30	8
IN090042	4	0	15	12	30	4
IN090042	5	0	17	88	88	88
IN090043	0	0	17	10	26	8
IN090043	1	0	5	8	25	9
IN090043	2	0	5	8	20	9
IN090043	28	0	17	10	26	8
IN090044	0	0	17	10	23	8
IN090044	4	0	4	12	28	10
IN090044	5	0	13	12	30	11
IN090045	0	0	17	10	28	8
IN090045	1	0	8	12	20	6
IN090045	2	0	15	12	29	10
IN090045	3	0	17	10	26	8
IN090045	4	0	15	11	25	10
IN090046	0	0	17	10	20	8
IN090046	1	0	5	6	20	8
IN090046	2	0	15	12	30	5
IN090046	3	0	17	10	20	8
IN090046	28	0	17	10	20	8
IN090047	0	0	17	10	24	7
IN090047	3	0	13	12	30	8
IN090047	4	0	5	6	15	8
IN090047	5	0	17	10	23	7
IN090047	6	0	17	88	88	88
IN090049	0	0	17	10	23	9
IN090049	1	0	9	12	18	5
IN090049	2	0	12	10	20	6
IN090049	3	0	9	12	18	5
IN090049	4	0	12	10	16	6
IN090049	28	0	17	10	23	8
IN090049	29	0	17	10	23	8
IN090049	30	0	17	88	88	88
IN090049	31	0	15	12	30	5
IN090049	32	0	17	10	22	9
IN090049	33	0	17	88	88	88
IN090050	0	0	17	10	28	8
IN090050	1	0	13	12	30	12
IN090050	2	0	15	12	25	10
IN090050	3	0	17	88	88	88
IN090050	4	0	10	12	25	10
IN090050	5	0	10	12	25	6
IN090050	99	0	17	88	88	88
IN090051	0	0	17	10	20	8
IN090051	1	0	13	8	23	8
IN090051	2	0	5	2	15	8
IN090051	3	0	4	10	20	8
IN090051	4	0	15	8	18	4
IN090051	5	0	17	10	20	8
IN090051	6	0	17	10	20	8
IN090051	7	0	17	10	20	8
IN090051	8	0	17	88	88	88
IN090051	9	0	10	12	20	10
IN090051	10	0	17	12	10	10
IN090052	0	0	17	10	28	8
IN090052	2	0	15	12	28	10
IN090052	3	0	17	10	26	9
IN090053	0	0	17	10	25	8
IN090053	1	0	13	12	30	3
IN090053	2	0	15	12	28	10
IN090053	3	0	1	8	25	6
IN090053	4	0	5	10	20	9
IN090053	5	5	17	88	88	88
IN090053	6	0	17	10	25	8
IN090054	0	0	17	10	24	8
IN090054	1	0	15	6	15	8
IN090054	2	0	13	12	20	8
IN090054	3	0	5	12	24	6
IN090054	4	0	17	88	88	88
IN090054	5	0	17	88	88	88
IN090055	0	0	17	10	25	8
IN090055	1	0	12	11	20	10
IN090055	2	0	5	10	20	9
IN090055	3	0	15	12	30	12
IN090055	4	0	17	12	30	10
IN090057	0	0	17	10	23	8
IN090057	1	0	17	88	88	88
IN090057	2	0	4	12	28	5
IN090057	3	0	1	8	12	4
IN090057	4	0	5	12	15	6
IN090057	5	0	17	88	88	88
IN090057	6	0	17	88	88	88
IN090058	0	0	17	10	25	6
IN090058	1	0	5	6	20	6
IN090058	2	0	5	6	10	6
IN090058	3	0	17	88	88	88
IN090058	4	0	17	88	88	88
IN090059	0	0	17	9	24	7
IN090059	1	0	5	9	20	10
IN090059	2	0	15	9	30	7
IN090060	0	0	17	10	23	7
IN090060	1	0	13	12	28	8
IN090060	2	0	15	12	25	6
IN090060	28	0	17	10	24	7
IN090061	0	0	17	10	23	9
IN090061	1	0	5	10	18	6
IN090061	2	0	15	12	30	4
IN090061	3	0	17	88	88	88
IN090062	0	0	17	9	26	8
