CHILDID	ID	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3
IN170082	7	0	17	10	24	8
IN170082	29	0	17	88	88	88
IN170082	30	0	17	88	88	88
IN170083	0	0	17	10	24	8
IN170083	1	0	9	12	25	4
IN170083	2	0	11	7	16	8
IN170083	3	0	13	10	25	8
IN170083	4	0	17	10	24	8
IN170083	28	0	17	10	24	8
IN170084	0	0	17	10	24	7
IN170084	1	0	17	88	88	88
IN170084	2	0	5	8	10	8
IN170084	3	0	5	8	15	8
IN170084	4	0	5	8	20	8
IN170086	0	0	17	10	24	9
IN170086	1	0	1	9	18	8
IN170086	2	0	1	9	16	8
IN170086	3	0	4	12	25	8
IN170086	28	0	17	10	24	8
IN170087	0	0	17	10	25	8
IN170087	1	0	1	11	25	9
IN170087	2	0	1	7	26	10
IN170087	3	0	1	10	27	9
IN170087	4	0	1	8	25	9
IN170087	5	1	1	10	25	8
IN170087	6	0	1	9	20	8
IN170087	7	0	17	7	25	8
IN170087	8	0	15	8	20	7
IN170087	9	0	17	10	25	10
IN170087	10	0	17	88	88	88
IN170087	11	0	17	10	25	8
IN170087	12	0	17	88	88	88
IN170087	28	0	17	10	25	8
IN170088	0	0	17	6	25	8
IN170088	1	0	1	12	26	8
IN170088	2	0	5	10	20	8
IN170088	4	0	4	12	27	9
IN170088	5	0	17	88	88	88
IN170088	6	0	17	88	88	88
IN170088	7	0	17	88	88	88
IN170089	0	0	17	10	24	7
IN170089	1	0	5	8	22	8
IN170089	2	0	5	8	20	8
IN170089	3	0	17	10	24	7
IN170089	4	0	17	10	24	7
IN170091	0	0	17	10	24	8
IN170091	1	5	17	88	88	88
IN170091	3	0	12	6	15	10
IN170091	6	0	17	10	24	9
IN170091	7	0	16	10	24	9
IN170091	8	0	17	10	24	8
IN170092	0	0	17	10	24	7
IN170092	4	0	10	12	28	8
IN170092	5	0	10	12	28	4
IN170092	7	0	17	10	24	7
IN170092	28	0	17	10	24	7
IN170093	0	0	17	10	24	7
IN170093	3	0	1	8	20	8
IN170093	4	0	5	9	15	8
IN170093	6	0	17	10	24	7
IN170093	28	0	17	10	24	7
IN170094	0	0	17	10	25	8
IN170094	2	0	17	88	88	88
IN170094	3	0	5	4	20	9
IN170094	4	0	5	3	18	8
IN170094	7	0	17	88	88	88
IN170095	0	0	17	88	88	88
IN170095	1	0	15	12	26	2
IN170095	2	0	1	8	20	8
IN170095	3	0	1	8	20	8
IN170095	4	0	5	10	12	8
IN170095	7	0	17	10	24	8
IN170095	8	0	17	10	24	8
IN170095	9	0	5	8	15	8
IN170095	10	5	17	88	88	88
IN170095	11	0	17	88	88	88
IN170095	28	0	17	10	24	8
IN170095	30	0	17	88	88	88
IN170095	31	0	17	88	88	88
IN170096	0	0	17	10	23	8
IN170096	1	0	5	3	20	8
IN170096	3	0	5	6	25	8
IN170096	4	0	17	10	23	8
IN170097	0	0	17	10	24	8
IN170097	2	0	17	12	30	10
IN170097	3	0	1	3	20	8
IN170097	4	0	1	10	25	8
IN170097	5	0	5	3	20	8
IN170097	6	0	1	8	25	8
IN170097	7	0	5	4	20	8
IN170097	8	0	5	4	20	8
IN170097	9	0	17	10	24	8
IN170097	10	0	17	10	24	8
IN170097	11	0	17	10	24	8
IN170098	0	0	17	10	25	8
IN170098	1	0	13	12	30	9
IN170098	2	0	5	4	20	8
IN170098	28	0	17	10	25	8
IN170099	0	0	17	10	24	8
IN170099	2	0	1	6	20	9
IN170099	28	0	17	10	24	8
IN170100	0	0	17	10	24	8
IN170100	3	0	1	7	20	7
IN170100	4	0	1	8	18	7
IN170100	5	0	17	10	24	8
IN170100	28	0	17	10	24	8
IN180001	0	0	17	10	24	7
IN180001	1	0	17	88	88	88
IN180001	2	0	3	12	15	4
IN180001	3	0	9	10	15	8
IN180001	4	0	3	8	15	8
IN180001	5	0	9	12	20	5
IN180001	6	0	3	8	15	8
IN180001	7	0	3	12	25	8
IN180001	8	0	1	6	15	8
IN180001	9	0	1	9	26	8
IN180001	10	0	1	6	15	8
IN180001	11	0	9	10	20	5
IN180001	12	0	13	12	30	8
IN180001	13	0	17	10	24	7
IN180001	14	0	17	10	24	7
IN180001	15	0	17	10	24	7
IN180001	16	0	17	10	24	7
IN180001	17	0	17	10	24	7
IN180001	18	0	17	10	24	7
IN180001	19	0	17	10	24	7
IN180001	20	0	17	10	24	7
IN180001	21	0	17	10	24	7
IN180001	22	0	17	10	24	7
IN180001	23	5	17	88	88	88
IN180001	24	0	17	88	88	88
IN180002	0	0	17	10	24	7
IN180002	1	0	17	88	88	88
IN180002	2	0	5	9	20	8
IN180002	3	0	5	10	16	8
IN180002	4	0	13	12	30	8
IN180002	5	0	5	10	12	8
IN180002	6	0	5	10	18	8
IN180002	7	0	11	12	10	5
IN180002	8	0	5	10	14	8
IN180002	9	0	17	10	24	7
IN180002	10	0	17	10	24	7
IN180002	11	0	17	88	88	88
IN180002	12	0	13	12	30	8
IN180003	0	0	17	6	20	8
IN180003	1	0	5	7	20	8
IN180003	2	0	5	7	20	8
IN180003	3	0	17	10	25	8
IN180004	0	0	17	10	24	8
IN180004	2	4	17	88	88	88
IN180004	3	0	5	4	10	8
IN180004	4	0	12	9	15	9
IN180004	5	0	12	9	15	9
IN180004	8	0	17	10	24	9
IN180004	9	0	17	88	88	88
IN180004	11	0	17	10	24	8
IN180005	0	0	17	10	25	8
IN180005	1	2	12	4	20	9
IN180005	2	0	5	3	25	8
IN180005	3	0	11	12	30	8
IN180005	4	0	5	7	25	8
IN180005	5	0	17	10	25	8
IN180005	6	0	17	10	25	8
IN180006	0	0	17	4	24	8
IN180006	1	0	5	7	12	7
IN180006	2	0	12	12	14	7
IN180006	3	0	12	12	16	7
IN180006	4	0	12	6	10	7
IN180006	5	0	17	4	24	8
IN180006	6	0	17	88	88	88
IN180007	0	0	17	10	24	7
IN180007	2	0	6	12	30	8
IN180007	3	0	15	12	28	5
IN180008	0	0	17	10	25	8
IN180008	1	0	17	12	30	8
IN180008	3	0	5	5	20	8
IN180008	4	0	13	10	25	8
IN180008	5	0	17	10	24	8
IN180008	6	0	17	10	24	8
IN180009	0	0	17	10	25	8
IN180009	1	0	4	12	30	8
IN180009	2	0	5	5	25	8
IN180009	3	0	1	10	25	8
IN180009	4	0	17	10	24	8
IN180010	0	0	17	10	25	8
IN180010	2	0	17	88	88	88
IN180010	3	0	11	12	30	9
IN180010	5	0	11	10	26	8
IN180010	7	0	17	10	25	8
IN180010	8	0	17	88	88	88
IN180011	0	0	17	10	25	8
IN180011	1	0	13	12	30	8
IN180011	2	0	5	4	20	8
IN180011	3	0	11	12	25	11
IN180011	4	0	5	4	20	8
IN180011	5	0	13	12	30	9
IN180011	6	0	13	12	30	8
IN180011	7	0	13	12	30	9
IN180011	9	0	17	10	24	8
IN180011	10	0	4	4	25	8
IN180012	0	0	17	10	25	8
IN180012	2	0	5	8	25	8
IN180012	3	0	1	8	26	8
IN180012	4	0	5	7	25	8
IN180012	5	0	17	10	25	8
IN180012	6	0	17	88	88	88
IN180013	0	0	17	10	25	8
IN180013	1	0	13	8	30	8
IN180013	2	0	5	9	25	8
IN180013	3	0	17	10	24	8
IN180014	0	0	17	10	24	8
IN180014	1	0	12	12	20	8
IN180014	2	0	12	5	16	7
IN180014	5	0	17	10	24	8
IN180015	0	0	17	12	24	8
IN180015	2	0	15	10	20	3
IN180015	3	0	4	12	24	10
IN180015	4	0	4	12	24	8
IN180015	5	0	13	12	30	8
IN180015	6	0	13	12	30	8
IN180015	8	0	17	10	24	9
IN180015	9	0	17	10	24	9
IN180015	10	0	17	88	88	88
IN180015	11	0	15	12	24	5
IN180015	12	0	17	88	88	88
IN180015	13	0	17	88	88	88
IN180015	14	0	15	12	20	4
IN180017	0	0	17	10	24	9
IN180017	4	0	11	12	15	6
IN180018	0	0	17	10	24	9
IN180018	1	0	11	12	20	5
IN180018	2	0	15	12	28	6
IN180018	3	0	17	10	24	9
IN180019	0	0	17	10	24	8
IN180019	1	0	17	88	88	88
IN180019	3	0	5	6	15	8
IN180019	4	0	5	6	15	8
IN180019	5	0	17	10	24	9
IN180019	6	0	17	10	24	9
IN180019	7	0	17	10	24	8
IN180019	8	0	17	88	88	88
IN180020	0	0	17	10	24	8
IN180020	2	0	10	12	20	9
IN180020	3	0	11	12	20	9
IN180020	4	0	13	10	30	5
IN180020	5	0	17	88	88	88
IN180021	0	0	17	88	88	88
IN180021	1	0	1	5	20	8
IN180021	2	2	13	10	30	8
IN180021	3	0	13	10	30	8
IN180021	5	2	13	10	30	8
IN180021	7	0	12	6	10	8
IN180021	8	0	17	88	88	88
IN180021	9	0	13	10	30	8
IN180021	10	0	13	10	30	8
IN180022	0	0	17	10	24	8
IN180022	1	0	13	7	20	8
IN180022	2	0	5	6	25	8
IN180023	0	0	17	10	24	8
IN180023	1	0	5	7	20	8
IN180023	2	0	5	7	20	8
IN180023	3	0	17	10	24	8
IN180023	4	0	17	88	88	88
IN180023	5	0	4	12	24	9
IN180024	0	0	17	10	24	7
IN180024	1	0	12	8	25	8
IN180024	2	0	12	8	25	8
IN180024	3	0	17	10	24	7
IN180025	0	0	17	10	23	8
IN180025	1	0	5	3	15	8
IN180025	2	0	12	4	15	8
IN180025	3	0	5	6	20	8
IN180025	4	0	12	5	20	8
IN180025	5	0	17	10	23	8
IN180025	6	0	17	12	30	8
IN180027	0	0	17	10	24	8
IN180027	10	0	6	12	25	9
IN180027	11	0	12	8	15	8
IN180027	12	0	17	7	24	8
IN180027	13	0	17	88	88	88
IN180028	0	0	17	10	24	8
IN180028	1	0	17	6	5	8
IN180028	3	0	12	8	18	8
IN180028	4	0	12	8	15	8
IN180028	6	0	17	6	24	8
IN180028	7	0	17	6	24	8
IN180028	8	0	17	88	88	88
IN180030	0	1	17	10	24	8
IN180030	1	1	12	6	12	13
IN180030	2	1	5	7	15	8
IN180030	3	1	17	10	24	8
IN180031	0	0	17	10	25	8
IN180031	1	0	17	88	88	88
IN180031	2	0	12	5	20	8
IN180031	3	0	5	8	25	8
IN180031	4	0	13	7	30	10
IN180031	6	0	17	10	25	8
IN180031	7	0	17	10	25	8
IN180031	8	0	17	10	24	8
IN180032	0	0	17	10	25	8
IN180032	1	0	17	88	88	88
IN180032	2	0	17	88	88	88
IN180032	3	0	4	12	30	8
IN180032	4	0	5	7	20	9
IN180032	5	0	17	88	88	88
IN180032	6	0	17	88	88	88
IN180033	0	0	1	2	25	8
IN180033	1	0	12	8	20	9
IN180033	2	0	12	8	20	9
IN180033	3	0	12	8	20	9
IN180033	4	0	17	12	30	8
IN180033	5	0	17	2	25	8
IN180033	6	0	17	88	88	88
IN180034	0	0	17	10	24	7
IN180034	1	0	4	8	20	10
IN180034	2	0	17	12	25	4
IN180034	3	0	4	12	20	10
IN180034	4	0	5	8	15	8
IN180034	5	0	4	10	24	8
IN180034	6	0	5	10	20	8
IN180034	7	0	17	10	24	7
IN180034	8	0	17	10	24	7
IN180034	9	0	17	10	24	7
IN180034	10	0	5	8	20	8
IN180034	11	0	10	12	20	8
IN180034	12	0	5	8	15	8
IN180034	13	0	17	88	88	88
IN180034	14	0	17	88	88	88
IN180034	15	0	17	88	88	88
IN180034	16	0	17	88	88	88
IN180034	17	0	17	88	88	88
IN180034	18	0	17	10	24	7
IN180034	19	0	17	10	24	7
IN180035	0	0	17	10	24	8
IN180035	1	0	11	10	20	10
IN180035	2	0	15	12	28	6
IN180035	3	0	17	10	24	8
IN180035	4	4	17	88	88	88
IN180036	0	0	17	10	24	8
IN180036	1	0	17	88	88	88
IN180036	2	0	6	12	30	12
IN180036	3	0	12	8	10	8
IN180036	4	0	17	10	24	8
IN180038	0	0	17	10	23	8
IN180038	1	0	12	6	20	8
IN180038	2	0	5	6	20	8
IN180038	3	0	17	10	23	8
IN180038	4	0	17	10	23	8
IN180038	5	0	1	7	20	8
IN180039	0	0	16	12	15	3
IN180039	4	0	1	7	20	9
IN180039	5	0	1	7	20	8
IN180039	6	0	6	12	30	10
IN180039	7	0	13	12	30	10
IN180039	8	0	13	12	30	10
IN180039	9	0	4	12	30	9
IN180040	0	0	17	10	24	8
IN180040	1	0	15	12	20	5
IN180040	2	0	1	8	25	9
IN180040	3	0	1	8	20	8
IN180040	6	0	17	88	88	88
IN180041	0	0	17	10	24	8
IN180041	1	0	13	12	30	8
IN180041	2	0	5	6	10	8
IN180041	3	0	12	8	24	8
IN180041	4	0	17	10	24	8
IN180041	5	0	17	10	24	8
IN180041	6	0	11	10	15	8
IN180042	0	0	17	88	88	88
IN180042	2	0	12	10	25	8
IN180042	3	0	12	10	20	8
IN180042	4	0	12	10	26	8
IN180042	5	0	12	8	20	8
IN180042	6	0	15	10	25	8
IN180042	7	0	17	88	88	88
IN180043	0	0	17	10	24	8
IN180043	6	0	5	6	15	8
IN180043	7	0	5	6	15	8
IN180043	8	0	17	7	24	8
IN180043	9	0	17	10	24	8
IN180044	0	0	17	10	24	8
IN180044	2	0	5	9	20	8
IN180044	3	0	17	10	24	8
IN180045	0	0	17	10	24	8
IN180045	13	0	17	10	20	8
IN180045	15	0	17	10	24	8
IN180045	18	0	1	6	10	8
IN180045	19	0	13	12	30	12
IN180045	20	0	17	10	23	7
IN180045	21	0	17	10	24	8
IN180045	22	0	17	10	23	8
IN180045	23	0	17	10	25	9
IN180045	24	0	7	6	20	8
IN180045	25	0	1	7	20	8
IN180045	26	0	17	10	24	8
IN180046	0	0	17	10	24	8
IN180046	1	0	17	88	88	88
IN180046	2	0	5	9	20	8
IN180046	3	0	5	9	22	8
IN180046	5	0	4	10	24	8
IN180046	6	0	4	11	22	8
IN180046	7	0	17	10	25	8
IN180047	0	0	17	10	24	8
IN180047	1	0	1	6	15	9
IN180047	2	0	1	6	25	9
IN180047	3	0	1	6	20	8
IN180047	4	0	1	6	20	9
IN180047	7	0	17	88	88	88
IN180047	8	0	17	88	88	88
IN180047	9	0	17	10	24	9
IN180047	10	0	1	6	20	8
IN180047	11	0	15	10	20	5
IN180047	12	0	17	88	88	88
IN180048	0	0	17	10	24	8
IN180048	1	0	12	10	25	10
IN180048	2	0	5	6	20	8
IN180048	3	0	17	10	24	8
IN180048	4	0	13	12	30	9
IN180048	5	0	12	12	29	9
IN180048	6	1	16	9	30	10
IN180048	7	0	13	12	30	9
IN180048	8	0	13	12	30	9
IN180048	9	0	17	10	24	8
IN180048	10	0	17	10	25	8
IN180048	11	0	17	88	88	88
IN180048	12	0	17	88	88	88
IN180048	13	0	5	8	20	8
IN180048	14	0	5	8	20	8
IN180049	0	0	17	10	24	8
IN180049	5	0	12	7	9	7
IN180049	6	0	12	12	13	8
IN180049	7	0	12	9	10	7
IN180049	8	0	17	88	88	88
IN180049	9	0	17	88	88	88
IN180049	10	1	12	9	8	7
IN180049	11	0	17	10	24	8
IN180050	0	0	17	10	23	8
IN180050	3	0	12	6	20	8
IN180050	4	0	5	6	20	8
IN180050	5	0	17	10	23	8
IN180050	6	0	17	10	23	8
IN180051	0	0	17	10	24	8
IN180051	1	0	4	12	25	9
IN180051	2	0	5	6	25	8
IN180051	3	0	12	7	25	8
IN180051	4	0	12	7	20	8
IN180051	6	0	17	10	24	8
IN180051	28	0	17	10	24	8
IN180052	0	0	17	10	25	8
IN180052	1	0	11	12	24	9
IN180052	2	0	15	12	25	4
IN180052	3	0	15	10	15	3
IN180052	4	0	17	10	25	8
IN180052	28	0	17	10	25	8
IN180053	0	0	17	10	24	8
IN180053	1	0	5	10	20	8
IN180053	2	0	5	10	16	8
IN180054	0	0	17	10	20	3
IN180054	1	0	12	12	15	8
IN180054	2	0	5	10	15	8
IN180054	4	0	5	10	18	8
IN180054	7	0	17	12	30	4
IN180054	8	0	17	10	24	7
IN180054	28	0	17	10	24	7
IN180055	0	0	17	10	23	8
IN180055	1	0	17	12	30	8
IN180055	2	0	5	6	25	8
IN180055	3	0	12	8	25	8
IN180055	4	0	12	6	25	8
IN180055	5	0	4	10	25	8
IN180055	6	0	5	5	20	8
IN180055	9	0	17	12	30	8
IN180056	0	0	17	10	24	8
IN180056	1	0	4	8	25	8
IN180056	2	0	5	6	25	8
IN180056	3	0	1	8	25	8
IN180056	4	0	1	7	25	8
IN180056	5	0	5	5	20	8
IN180056	6	0	17	88	88	88
IN180057	0	0	17	10	25	8
IN180057	1	0	17	88	88	88
IN180057	3	0	12	6	20	8
IN180057	4	0	12	6	20	8
IN180057	5	0	14	10	29	8
IN180057	6	0	17	10	25	8
IN180057	28	0	17	10	25	8
IN180058	0	0	17	10	24	7
IN180058	29	0	5	6	15	8
IN180058	30	0	11	6	30	10
IN180058	31	0	11	6	30	8
IN180058	32	0	17	10	24	7
IN180058	33	0	17	10	24	7
IN180058	34	0	17	10	24	7
IN180059	0	0	17	10	24	8
IN180059	1	0	5	6	15	8
IN180059	2	0	5	6	15	8
IN180059	3	0	17	10	24	8
IN180059	4	0	17	10	24	8
IN180060	0	0	17	10	23	8
IN180060	1	0	5	6	25	8
IN180060	3	0	17	10	24	8
IN180061	0	0	17	10	23	8
IN180061	1	0	4	8	25	8
IN180061	2	0	5	6	25	8
IN180061	28	0	17	10	25	8
IN180062	0	0	17	10	24	8
IN180062	2	0	17	88	88	88
IN180062	3	0	10	10	25	6
IN180062	4	0	10	10	25	8
IN180062	6	0	17	10	25	8
IN180062	9	0	11	88	88	88
IN180062	10	1	17	88	88	88
IN180062	11	0	17	10	24	8
IN180063	0	0	17	10	24	8
IN180063	1	0	10	10	25	6
IN180063	2	0	10	10	25	6
IN180063	3	0	17	10	24	8
IN180063	28	0	17	10	24	8
IN180063	29	0	15	12	25	6
IN180063	30	0	15	12	20	5
IN180063	31	0	17	10	24	8
IN180064	0	0	17	10	24	8
IN180064	2	0	12	6	20	8
IN180064	3	0	12	5	18	8
IN180064	4	0	17	10	24	8
IN180064	28	0	17	10	24	8
IN180064	29	0	17	10	24	8
IN180065	0	0	17	10	24	8
IN180065	1	0	1	6	25	8
IN180065	2	0	5	4	25	8
IN180065	4	0	13	10	25	8
IN180065	5	0	17	10	25	8
IN180065	28	0	17	10	24	8
IN180066	0	0	17	88	88	88
IN180066	3	0	10	10	20	8
IN180066	4	0	15	12	30	4
IN180066	29	0	17	88	88	88
IN180067	0	0	17	10	25	8
IN180067	1	0	17	88	88	88
IN180067	2	0	12	9	25	8
IN180067	3	0	5	8	25	8
IN180067	5	0	5	8	25	8
IN180067	6	0	17	10	25	8
IN180067	28	0	17	10	25	8
IN180068	0	0	17	10	24	8
IN180068	1	0	1	6	20	8
IN180068	2	0	1	6	15	8
IN180068	7	0	12	6	16	8
IN180068	8	0	5	6	15	8
IN180068	12	0	17	88	88	88
IN180069	0	0	17	10	23	8
IN180069	1	0	13	10	25	8
IN180069	2	0	12	12	25	8
IN180069	3	0	5	6	25	8
IN180069	4	0	17	10	23	8
IN180069	5	0	17	12	30	8
IN180070	0	0	17	10	24	7
IN180070	2	0	13	12	30	8
IN180070	3	0	5	10	16	8
IN180070	4	0	17	10	24	7
IN180070	28	0	17	10	24	7
IN180071	0	0	17	10	25	8
IN180071	1	0	1	4	20	8
IN180071	2	0	17	88	88	88
IN180071	3	0	11	12	30	9
IN180071	4	0	5	6	25	8
IN180071	5	0	1	4	25	8
IN180071	6	0	5	7	20	8
IN180071	7	0	17	10	25	8
IN180071	8	0	17	10	25	8
IN180071	9	0	17	88	88	88
IN180071	28	0	17	10	24	8
IN180072	0	0	17	8	24	8
IN180072	1	0	17	88	88	88
IN180072	2	0	5	7	20	8
IN180072	3	0	5	7	20	8
IN180072	4	0	17	10	24	9
IN180072	5	0	4	12	25	8
IN180072	28	0	17	10	24	8
IN180073	0	0	17	10	23	8
IN180073	1	0	1	6	25	8
IN180073	2	0	5	6	25	8
IN180073	4	0	17	10	25	8
IN180073	5	0	17	10	23	8
IN180073	28	0	17	10	25	8
IN180074	0	0	17	10	24	7
IN180074	1	0	12	8	20	10
IN180074	2	0	12	8	18	10
IN180074	3	0	13	12	30	8
IN180074	4	0	5	8	15	8
IN180074	28	0	17	10	24	7
IN180075	0	0	17	10	25	8
IN180075	2	0	17	88	88	88
IN180075	3	0	10	8	30	8
IN180075	4	0	10	4	25	6
IN180075	5	0	13	9	30	8
IN180076	0	0	17	10	24	8
IN180076	1	0	1	6	20	9
IN180076	2	0	1	6	18	8
IN180076	3	0	1	6	25	9
IN180076	4	0	1	6	20	8
IN180076	5	0	17	10	24	8
IN180076	6	0	17	10	24	9
IN180076	7	0	17	10	24	9
IN180076	8	0	17	10	24	8
IN180076	28	0	17	10	24	8
IN180077	0	0	17	10	25	8
IN180077	2	0	5	6	25	9
IN180077	3	0	5	6	20	7
IN180077	7	0	17	10	26	8
IN180078	0	0	17	10	25	8
IN180078	5	0	12	10	25	9
IN180078	6	0	12	10	25	9
IN180078	9	0	17	10	24	8
IN180078	10	0	17	10	25	8
IN180078	28	0	17	8	24	8
IN180079	0	0	17	10	25	8
IN180079	1	0	17	12	30	8
IN180079	2	0	13	10	20	8
IN180079	3	0	5	6	20	8
IN180079	4	0	17	10	25	8
IN180079	5	0	17	12	30	8
IN180080	0	0	17	10	24	7
IN180080	1	0	1	10	20	8
IN180080	2	0	5	10	15	8
IN180080	3	0	13	12	30	8
IN180080	4	0	17	10	24	7
IN180081	0	0	17	10	24	9
IN180081	1	0	4	8	20	5
IN180081	2	0	15	9	20	3
IN180081	3	0	1	6	26	9
IN180081	7	0	1	6	20	8
IN180081	9	0	4	12	24	8
IN180081	11	0	17	10	24	8
IN180081	16	0	17	10	24	9
IN180082	0	0	17	10	24	8
IN180082	2	0	1	7	25	8
IN180082	4	0	1	6	20	8
IN180082	5	0	17	10	24	8
IN180082	6	0	17	10	24	8
IN180083	0	0	17	10	24	8
IN180083	1	0	10	10	20	8
IN180083	2	0	10	10	20	8
IN180083	3	0	10	10	25	9
IN180083	4	0	10	7	20	8
IN180083	6	0	13	8	30	8
IN180083	7	0	15	12	25	4
IN180083	8	0	17	88	88	88
IN180083	9	0	17	88	88	88
IN180083	10	0	15	12	20	5
IN180083	11	0	17	88	88	88
IN180084	0	0	17	10	25	8
IN180084	4	0	10	10	25	8
IN180084	8	0	10	10	25	8
IN180084	10	0	15	12	30	8
IN180084	11	0	17	10	25	8
IN180084	12	0	17	88	88	88
IN180085	0	0	17	10	24	7
IN180085	3	0	4	12	22	12
IN180085	4	0	5	10	15	8
IN180085	7	0	17	10	24	7
IN180085	8	0	17	88	88	88
IN180086	0	0	17	10	24	7
IN180086	1	0	17	88	88	88
IN180086	2	0	5	10	20	8
IN180086	3	0	12	12	20	8
IN180086	4	0	12	12	21	8
IN180086	5	0	13	12	30	8
IN180086	6	0	13	12	30	8
IN180086	7	0	17	88	88	88
IN180087	0	0	17	10	25	8
IN180087	2	0	13	12	25	8
IN180087	3	0	5	5	25	8
IN180087	4	0	17	10	23	8
IN180088	0	0	17	10	25	8
IN180088	3	0	13	12	30	9
IN180088	4	0	5	6	20	8
IN180088	8	0	17	88	88	88
IN180089	0	0	17	10	24	7
IN180089	1	0	4	12	28	10
IN180089	2	0	5	10	20	8
IN180089	3	0	5	10	12	8
IN180089	4	0	17	10	24	7
IN180089	5	0	17	88	88	88
IN180090	0	0	17	10	24	7
IN180090	4	0	13	12	30	8
IN180090	5	0	15	12	30	4
IN180091	0	0	17	10	25	8
IN180091	2	0	12	7	20	9
IN180091	3	0	12	7	20	9
IN180091	4	0	17	10	24	8
IN180093	0	0	17	10	25	8
IN180093	1	0	10	9	25	8
IN180093	2	0	12	9	25	8
IN180093	3	0	5	8	25	8
IN180093	5	0	17	10	25	8
IN180093	6	0	17	88	88	88
IN180094	0	0	17	10	24	9
IN180094	1	0	12	9	24	8
IN180094	2	0	12	9	20	8
IN180094	3	0	5	6	15	8
IN180094	4	0	13	12	30	5
IN180094	5	0	17	88	88	88
IN180094	6	0	17	88	88	88
IN180095	0	0	17	8	24	7
IN180095	3	0	12	12	20	8
IN180095	7	0	17	8	24	7
IN180095	8	0	15	12	30	4
IN180095	9	0	13	12	26	4
IN180096	0	0	17	10	25	8
IN180096	1	0	17	12	30	8
IN180096	2	0	5	6	25	8
IN180096	3	0	13	8	25	8
IN180096	4	0	5	6	20	8
IN180096	5	0	17	10	23	8
IN180096	7	0	17	10	25	8
IN180096	8	0	17	10	25	8
IN180096	9	0	17	10	25	8
IN180096	10	0	17	12	30	8
IN180097	0	0	17	10	24	8
IN180097	1	0	1	8	8	2
IN180097	2	0	15	11	28	9
IN180097	3	0	1	8	15	8
IN180097	4	0	1	8	15	8
IN180097	5	0	1	8	15	8
IN180097	6	0	1	8	14	8
IN180097	8	0	1	8	15	8
IN180097	9	0	17	88	88	88
IN180097	10	0	17	88	88	88
IN180097	11	0	17	88	88	88
IN180097	12	0	17	88	88	88
IN180097	13	0	1	5	18	8
IN180098	0	0	17	10	25	9
IN180098	2	0	13	12	30	8
IN180098	3	0	15	12	29	10
IN180098	7	0	17	10	25	8
IN180098	8	0	17	10	25	9
IN180098	9	0	17	10	25	9
IN180099	0	0	17	10	25	8
IN180099	2	0	17	12	30	8
IN180099	3	0	1	6	30	8
IN180099	4	0	1	6	30	8
IN180099	5	0	1	4	15	8
IN180099	7	0	17	10	25	8
IN180100	0	0	17	10	24	8
IN180100	1	0	17	88	88	88
IN180100	2	0	17	88	88	88
IN180100	3	0	1	9	20	8
IN180100	4	0	1	9	20	8
IN180100	5	0	11	12	30	10
IN180100	6	0	1	9	15	8
IN180100	7	0	9	12	30	10
IN180100	8	0	1	10	25	9
IN180100	9	0	13	8	30	10
IN180100	10	0	1	10	24	9
IN180100	11	0	17	10	24	8
IN180100	12	0	17	10	24	8
IN180100	13	0	1	8	20	8
IN180100	14	0	17	88	88	88
IN180100	15	0	1	8	20	8
IN180100	16	0	17	88	88	88
IN190001	0	0	17	10	25	8
IN190001	1	0	1	8	25	8
IN190001	2	0	10	12	25	8
IN190001	3	0	10	8	20	8
IN190001	4	0	15	12	30	8
IN190001	5	0	17	10	25	8
IN190001	6	0	17	10	25	8
IN190002	0	0	17	10	24	8
IN190002	3	0	5	7	20	8
IN190002	4	0	5	8	20	8
IN190002	6	0	17	88	88	88
IN190003	0	0	17	10	24	8
IN190003	1	0	5	8	20	8
IN190003	2	0	5	8	30	8
IN190003	3	0	5	7	20	8
IN190003	5	0	5	8	25	8
IN190003	6	0	17	10	24	8
IN190003	7	0	17	88	88	88
IN190004	0	0	17	10	24	8
IN190004	5	0	12	8	20	8
IN190004	6	0	5	7	20	8
IN190004	12	0	17	6	24	8
IN190004	13	0	17	88	88	88
IN190005	0	0	17	10	24	8
IN190005	1	0	1	10	25	8
IN190005	2	0	1	8	20	8
IN190005	3	0	1	10	25	8
IN190005	4	0	1	8	25	8
IN190005	5	0	17	10	24	8
IN190006	0	0	17	10	24	8
IN190006	1	0	17	88	88	88
IN190006	2	0	1	6	25	9
IN190006	3	0	1	6	20	8
IN190006	10	0	1	6	20	8
IN190006	11	0	1	6	15	8
IN190006	12	0	17	10	24	8
IN190007	0	0	17	10	24	8
IN190007	2	0	5	6	25	8
IN190007	3	0	5	8	30	8
IN190007	4	0	5	6	25	8
IN190007	5	0	17	10	24	8
IN190007	6	0	17	10	23	8
IN190008	0	0	17	10	24	8
IN190008	3	0	1	7	23	8
IN190008	4	0	1	7	20	8
IN190008	6	0	1	5	16	8
IN190008	7	0	17	88	88	88
IN190008	8	0	17	10	24	8
IN190009	0	0	17	10	25	8
IN190009	3	0	12	9	24	8
IN190009	4	0	12	9	24	8
IN190009	7	0	17	88	88	88
IN190009	8	0	17	88	88	88
IN190010	0	0	17	10	26	8
IN190010	1	0	12	10	25	9
IN190010	2	0	12	10	25	9
IN190010	3	0	15	9	26	4
IN190010	4	0	17	10	26	8
IN190010	5	0	17	88	88	88
IN190011	0	0	17	6	24	7
