childid	id	age	memsex	relate	livhse	dthunexp	adultedc	grade	hsstrtr3	strtyrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	hrewrkr3	nohrer3	wrkprjr3	numdysr3	rsnfewr3	tywrkr31	tywrkr32	tywrkr33	wgercdr3
ET091041	5	20	1	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091041	6	17	2	15	1	 	 	 	1	1997	1	5	1	 	 	2	12	0	15	12	7	5	7	2	3	0	0	7	3	2	 	 	 	 	 	 	 	 	 
ET091041	7	15	2	15	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091041	8	13	1	7	1	 	 	 	1	1998	1	4	1	 	 	1	3	0	4	12	2	8	7	0	0	8	0	7	1	1	 	 	 	 	 	 	 	 	 
ET091041	9	28	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091041	10	26	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091041	15	9	1	7	1	 	 	 	0	 	 	 	 	20	 	 	88	0	4	12	7	9	12	0	0	9	0	0	0	3	 	 	 	 	 	 	 	 	 
ET091041	16	7	1	7	1	 	 	 	1	2002	1	0	1	 	 	3	3	0	15	3	3	1	12	0	1	0	0	6	0	5	 	 	 	 	 	 	 	 	 
ET091041	17	3	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091042	0	14	2	0	1	 	 	 	1	1993	1	7	1	 	 	2	15	0	15	12	3	3	7	1	2	0	6	6	1	1	 	 	 	 	 	 	 	 	 
ET091042	1	36	1	1	1	 	 	1	 	 	 	 	 	 	 	 	 	0	1	9	6	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091042	2	33	2	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091042	3	12	2	7	1	 	 	 	1	1997	1	5	1	 	 	1	15	0	15	12	4	3	10	1	2	0	0	6	4	1	 	 	 	 	 	 	 	 	 
ET091042	15	9	1	7	1	 	 	 	1	2001	1	1	1	 	 	1	3	0	4	12	7	2	10	0	0	2	0	7	2	3	 	 	 	 	 	 	 	 	 
ET091042	16	6	1	7	1	 	 	 	0	 	 	 	 	5	 	 	88	0	15	12	7	1	12	0	1	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET091042	17	3	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	0	15	1	0	1	 	 	 	1	1997	1	4	1	 	 	2	15	0	1	9	5	4	9	0	1	4	0	7	1	2	 	 	 	 	 	 	 	 	 
ET091043	1	47	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	1	10	5	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	2	33	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	3	26	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	4	21	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	5	17	1	7	1	 	 	 	1	1993	1	8	1	 	 	2	80	0	1	9	5	4	9	0	0	4	0	7	2	2	 	 	 	 	 	 	 	 	 
ET091043	6	15	2	8	1	 	 	 	1	1996	1	5	1	 	 	1	15	0	15	12	4	8	8	2	6	0	0	7	0	1	 	 	 	 	 	 	 	 	 
ET091043	15	11	1	8	1	 	 	 	1	2002	1	0	1	 	 	2	5	0	4	7	7	9	8	0	0	9	0	6	0	1	 	 	 	 	 	 	 	 	 
ET091043	16	9	1	8	1	 	 	 	0	 	 	 	 	8	 	 	88	0	15	12	7	8	9	2	6	4	0	0	0	3	 	 	 	 	 	 	 	 	 
ET091043	17	7	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091043	18	6	2	8	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	8	2	3	12	2	3	0	0	0	0	7	 	 	 	 	 	 	 	 	 
ET091043	19	2	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091044	0	14	1	0	1	 	 	 	1	1995	1	6	1	 	 	3	30	0	1	7	4	5	8	0	1	5	0	8	1	1	 	 	 	 	 	 	 	 	 
ET091044	1	42	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	1	10	6	10	 	 	 	 	 	 	 	 	1	 	1	8	 	2	9	15	14
ET091044	2	35	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	8	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091044	3	16	2	7	1	 	 	 	1	1994	1	6	1	 	 	3	25	0	15	12	7	4	8	1	4	0	0	8	1	2	0	6	 	88	 	 	 	 	88
ET091044	4	12	2	7	1	 	 	 	1	1998	1	4	1	 	 	2	5	0	15	12	7	5	8	1	5	0	0	8	1	1	 	 	 	 	 	 	 	 	 
ET091044	15	10	1	7	1	 	 	 	1	2002	1	0	1	 	 	2	5	0	4	8	7	5	9	1	1	5	0	6	1	1	 	 	 	 	 	 	 	 	 
ET091044	16	7	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	6	10	1	6	1	0	0	0	6	 	 	 	 	 	 	 	 	 
ET091044	17	1	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091045	0	14	2	0	1	 	 	 	1	1996	1	5	1	 	 	2	11	0	15	12	7	3	9	1	3	0	0	7	1	3	 	 	 	 	 	 	 	 	 
ET091045	1	55	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	1	7	5	4	 	 	 	 	 	 	 	 	1	 	1	8	 	2	3	9	37
ET091045	2	24	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	7	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091045	3	15	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091045	15	7	2	8	1	 	 	 	1	2001	1	0	0	6	6	 	88	0	15	12	7	2	10	2	2	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET091045	16	5	2	8	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	9	7	2	11	1	1	0	0	0	0	11	 	 	 	 	 	 	 	 	 
ET091045	17	2	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091045	18	0	2	8	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	0	14	1	0	1	 	 	 	1	1998	1	2	0	20	12	 	88	0	1	10	5	8	9	1	4	8	0	0	0	2	 	 	 	 	 	 	 	 	 
ET091046	1	72	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	1	10	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	2	47	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	3	15	12	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	3	34	1	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	4	25	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	5	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	4	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091046	6	17	1	7	2	 	 	 	1	1995	1	6	1	 	 	1	12	0	15	12	7	4	7	0	4	0	0	6	4	3	 	 	 	 	 	 	 	 	 
ET091046	15	8	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	4	12	7	8	10	0	2	8	0	0	0	4	 	 	 	 	 	 	 	 	 
ET091046	16	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	15	12	7	2	10	0	2	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET091047	0	14	1	0	1	 	 	 	1	1997	1	5	1	 	 	2	35	0	4	5	7	2	10	0	1	2	0	7	2	2	 	 	 	 	 	 	 	 	 
ET091047	1	62	1	1	1	 	 	4	 	 	 	 	 	 	 	 	 	0	1	8	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091047	2	48	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091047	3	27	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091047	4	25	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091047	5	20	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091047	15	10	2	7	1	 	 	 	1	1999	1	3	1	 	 	2	13	0	15	12	7	2	10	0	2	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET091048	0	14	1	0	1	 	 	 	1	1997	1	4	0	3	14	 	88	0	5	4	7	8	8	1	1	0	8	0	0	6	 	 	 	 	 	 	 	 	 
ET091048	1	77	2	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	0	3	 	88	 	 	 	 	88
ET091048	2	52	1	1	1	 	 	5	 	 	 	 	 	 	 	 	 	0	5	4	7	8	 	 	 	 	 	 	 	 	1	 	1	8	 	3	9	 	6
ET091048	3	35	2	1	1	 	 	3	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091048	4	12	2	7	1	 	 	 	0	 	 	 	 	2	 	 	88	0	15	12	7	4	8	2	4	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET091048	15	9	1	7	1	 	 	 	0	 	 	 	 	2	 	 	88	0	15	12	7	1	10	3	1	0	0	0	0	10	 	 	 	 	 	 	 	 	 
ET091048	16	6	2	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET091048	17	2	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091048	18	0	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091049	0	14	2	0	1	 	 	 	1	1998	1	4	1	 	 	1	10	0	15	12	7	3	10	0	3	0	0	7	1	3	 	 	 	 	 	 	 	 	 
ET091049	1	59	1	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	1	9	5	5	 	 	 	 	 	 	 	 	1	 	1	8	 	1	2	 	69
ET091049	2	52	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091049	3	32	1	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091049	4	22	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091049	5	20	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	1	12	4	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091049	6	18	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	2	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091049	7	60	1	20	1	 	 	 	 	 	 	 	 	 	 	 	 	0	6	12	7	6	 	 	 	 	 	 	 	 	0	6	 	88	 	 	 	 	88
ET091050	0	15	2	0	1	 	 	 	1	1998	1	3	1	 	 	3	3	0	15	12	7	4	9	0	4	0	0	7	1	3	 	 	 	 	 	 	 	 	 
ET091050	1	43	1	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	1	8	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091050	2	37	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	0	15	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091050	3	21	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091050	4	18	2	8	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET091050	5	13	1	7	1	 	 	 	1	1999	1	2	1	 	 	3	3	0	1	6	5	4	9	0	1	2	0	7	0	5	 	 	 	 	 	 	 	 	 
ET091050	15	10	1	7	1	 	 	 	1	2002	1	0	0	8	10	 	88	0	4	12	7	8	10	0	0	8	0	0	0	6	 	 	 	 	 	 	 	 	 
ET091050	16	6	1	7	1	 	 	 	0	 	 	 	 	29	 	 	88	0	17	 	 	 	12	0	0	0	0	0	0	12	 	 	 	 	 	 	 	 	 
ET091050	17	12	2	8	1	 	 	 	1	2002	1	0	1	 	 	 	3	0	15	12	7	3	9	0	3	0	0	7	0	5	 	 	 	 	 	 	 	 	 
ET101001	0	15	2	0	1	 	 	 	1	1994	1	6	1	 	 	3	0	0	15	12	7	5	9	0	5	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET101001	1	63	1	1	1	 	 	29	 	 	 	 	 	 	 	 	 	0	10	12	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101001	2	51	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	15	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101001	3	26	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101001	4	21	1	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101001	5	20	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101001	15	9	1	7	1	 	 	 	1	1998	1	3	1	 	 	1	0	0	4	9	7	3	10	0	0	3	0	5	2	4	 	 	 	 	 	 	 	 	 
ET101001	16	12	2	19	1	 	 	 	1	2002	1	0	1	 	 	2	0	0	15	5	7	3	9	0	3	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET101002	0	15	2	0	1	 	 	 	1	1995	1	6	1	 	 	3	200	0	15	12	7	1	11	1	1	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET101002	1	39	1	1	1	 	 	12	 	 	 	 	 	 	 	 	 	0	13	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	2	35	2	1	1	 	 	8	 	 	 	 	 	 	 	 	 	0	10	12	7	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	3	27	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	4	27	1	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	5	25	1	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	6	19	2	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	15	11	2	7	1	 	 	 	1	1996	1	6	1	 	 	2	200	0	15	12	7	1	11	1	1	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET101002	16	10	1	7	1	 	 	 	1	1999	1	3	1	 	 	3	200	0	15	12	7	1	12	0	1	0	0	5	1	5	 	 	 	 	 	 	 	 	 
ET101002	17	8	1	7	1	 	 	 	1	2002	1	0	1	 	 	3	150	0	17	 	 	 	12	0	0	0	0	5	1	6	 	 	 	 	 	 	 	 	 
ET101002	18	19	2	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	19	53	2	20	1	 	 	 	 	 	 	 	 	 	 	 	 	0	19	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	20	15	2	20	1	 	 	 	1	1996	1	4	0	20	 	 	 	0	19	1	7	10	8	4	10	0	0	0	0	2	 	 	 	 	 	 	 	 	 
ET101002	21	18	2	20	1	 	 	 	 	 	 	 	 	 	 	 	 	0	19	12	7	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101002	22	24	1	20	1	 	 	 	 	 	 	 	 	 	 	 	 	0	19	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101003	0	14	1	0	1	 	 	 	1	1995	1	7	1	 	 	3	0	0	15	12	7	2	9	0	2	0	0	5	3	5	 	 	 	 	 	 	 	 	 
ET101003	1	45	1	1	1	 	 	13	 	 	 	 	 	 	 	 	 	0	13	12	5	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101003	2	34	2	1	1	 	 	11	 	 	 	 	 	 	 	 	 	0	13	10	5	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101003	3	17	1	7	1	 	 	 	1	1990	1	9	1	 	 	3	384	0	15	12	7	2	9	0	2	0	0	5	5	3	 	 	 	 	 	 	 	 	 
ET101003	15	11	2	7	1	 	 	 	1	1999	1	2	1	 	 	4	0	0	15	12	7	3	9	0	3	0	0	5	2	5	 	 	 	 	 	 	 	 	 
ET101003	16	9	2	7	1	 	 	 	1	2002	1	0	1	 	 	2	0	0	15	12	7	2	9	0	2	0	0	5	2	6	 	 	 	 	 	 	 	 	 
ET101003	17	68	2	6	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	0	15	2	0	1	 	 	 	1	1996	1	4	1	 	 	3	25	0	15	12	7	4	10	2	2	0	0	6	2	2	 	 	 	 	 	 	 	 	 
ET101004	1	47	2	1	1	 	 	0	 	 	 	 	 	 	 	 	 	1	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	2	32	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	3	25	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	4	27	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	5	22	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	6	19	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	7	20	1	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	8	18	2	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101004	9	2	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	0	15	2	0	1	 	 	 	1	1994	1	8	1	 	 	2	0	0	15	12	7	4	8	0	4	1	0	5	3	3	 	 	 	 	 	 	 	 	 
ET101005	1	54	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	0	4	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	2	50	2	1	1	 	 	9	 	 	 	 	 	 	 	 	 	0	10	12	7	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	3	25	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	4	23	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	5	19	1	19	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	7	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101005	6	17	2	14	1	 	 	 	1	1992	1	9	1	 	 	1	0	0	15	12	7	4	8	0	4	1	0	5	3	3	 	 	 	 	 	 	 	 	 
ET101005	7	14	2	19	1	 	 	 	1	1994	1	6	1	 	 	2	0	0	15	12	7	3	10	0	3	0	0	5	2	4	 	 	 	 	 	 	 	 	 
ET101005	8	18	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	7	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	0	15	2	0	1	 	 	 	1	1994	1	5	1	 	 	3	0	0	15	12	2	2	10	1	2	0	0	5	1	5	 	 	 	 	 	 	 	 	 
ET101006	1	38	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	2	35	2	1	1	 	 	7	 	 	 	 	 	 	 	 	 	0	10	12	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	3	18	2	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	12	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	4	13	2	7	1	 	 	 	1	1996	1	4	1	 	 	2	0	0	15	12	7	3	9	2	3	0	0	5	2	3	 	 	 	 	 	 	 	 	 
ET101006	15	9	2	7	1	 	 	 	1	1999	1	2	1	 	 	1	0	0	15	12	7	2	11	2	2	0	0	5	1	3	 	 	 	 	 	 	 	 	 
ET101006	16	5	1	7	1	 	 	 	0	 	 	 	 	30	 	 	 	1	17	 	 	 	10	0	0	0	0	0	0	14	 	 	 	 	 	 	 	 	 
ET101006	17	19	2	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	18	3	2	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	19	19	1	13	1	 	 	 	 	 	 	 	 	 	 	 	 	0	12	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101006	20	1	1	19	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	0	14	1	0	1	 	 	 	1	1994	1	8	1	 	 	2	0	0	15	4	5	4	8	0	3	3	0	6	2	2	 	 	 	 	 	 	 	 	 
ET101007	1	45	1	1	1	 	 	12	 	 	 	 	 	 	 	 	 	0	4	12	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	2	34	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	15	12	6	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	3	20	2	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	15	11	1	7	1	 	 	 	1	2000	1	1	1	 	 	2	0	0	15	4	4	3	9	0	3	2	0	6	2	2	 	 	 	 	 	 	 	 	 
ET101007	16	10	2	7	1	 	 	 	1	2001	1	1	1	 	 	2	0	0	15	4	3	3	10	0	2	2	0	6	2	2	 	 	 	 	 	 	 	 	 
ET101007	17	7	2	7	1	 	 	 	0	 	 	 	 	30	 	 	 	0	15	3	4	3	10	0	3	0	0	6	1	4	 	 	 	 	 	 	 	 	 
ET101007	18	4	1	7	1	 	 	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	19	60	2	17	1	 	 	 	 	 	 	 	 	 	 	 	 	0	15	4	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101007	20	14	1	19	1	 	 	 	1	2001	1	1	1	 	 	2	0	0	15	4	5	4	8	0	2	3	0	6	2	3	 	 	 	 	 	 	 	 	 
ET101008	0	14	2	0	1	 	 	 	1	1995	1	6	1	 	 	3	0	0	15	12	7	2	10	0	2	0	0	6	3	3	 	 	 	 	 	 	 	 	 
ET101008	1	46	2	1	1	 	 	28	 	 	 	 	 	 	 	 	 	0	10	12	4	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101008	2	18	2	9	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101008	3	41	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	0	13	12	4	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101008	4	17	2	10	1	 	 	 	1	1	1995	6	1	 	 	2	0	0	15	12	7	5	8	0	5	0	0	6	1	4	 	 	 	 	 	 	 	 	 
ET101008	5	12	2	10	1	 	 	 	0	 	 	 	 	20	 	 	 	0	4	12	7	7	9	0	0	7	0	0	0	8	 	 	 	 	 	 	 	 	 
ET101008	6	88	2	22	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101008	7	11	1	10	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ET101009	0	14	2	0	1	 	 	 	1	1994	1	8	1	 	 	3	0	0	15	6	5	4	9	0	4	0	0	6	2	3	 	 	 	 	 	 	 	 	 
