CHILDID	PLOTID	CRPRNR31	CRPRNR32	CRPDYR31	CRPDYR32	IRRIGTR3	PERIRRGR3
ET091020	1	44	888	888	888	0	88
ET091020	9	44	888	888	888	0	88
ET091020	10	44	888	888	888	0	88
ET091020	11	75	888	888	888	0	88
ET091020	12	35	888	888	888	0	88
ET091020	13	64	888	888	888	0	88
ET091020	14	75	35	888	888	0	88
ET091020	15	44	888	888	888	0	88
ET091021	2	44	888	888	888	0	88
ET091021	3	35	76	888	888	0	88
ET091021	4	75	5	888	888	0	88
ET091022	2	75	35	888	888	0	88
ET091022	3	35	888	888	888	0	88
ET091022	5	35	888	888	888	0	88
ET091022	6	76	5	888	888	0	88
ET091022	8	75	888	888	888	0	88
ET091022	9	44	888	888	888	0	88
ET091023	1	44	888	888	888	0	88
ET091023	2	35	888	888	888	0	88
ET091023	3	75	888	888	888	0	88
ET091023	4	35	888	888	888	0	88
ET091023	5	75	888	888	888	0	88
ET091023	6	35	888	888	888	0	88
ET091024	1	44	888	888	888	0	88
ET091024	2	75	888	888	888	0	88
ET091024	3	35	75	888	888	0	88
ET091025	1	44	888	888	888	0	88
ET091025	2	35	888	888	888	0	88
ET091025	3	75	888	888	888	0	88
ET091025	4	75	888	888	888	0	88
ET091025	5	5	888	888	888	0	88
ET091025	6	76	888	888	888	0	88
ET091025	7	35	888	888	888	0	88
ET091026	2	44	888	888	888	0	88
ET091026	3	35	888	888	888	0	88
ET091026	4	44	888	888	888	0	88
ET091026	5	75	888	888	888	0	88
ET091026	6	76	888	888	888	0	88
ET091026	7	75	888	888	888	0	88
ET091026	8	5	888	888	888	0	88
ET091027	1	44	888	888	888	0	88
ET091027	2	76	35	888	888	0	88
ET091027	3	35	888	888	888	0	88
ET091028	1	44	888	888	888	0	88
ET091028	2	5	888	888	888	0	88
ET091028	3	75	888	888	888	0	88
ET091028	4	35	44	888	888	0	88
ET091028	5	44	888	888	888	0	88
ET091029	1	44	888	888	888	0	88
ET091029	2	5	888	888	888	0	88
ET091029	3	76	888	888	888	0	88
ET091029	4	75	888	888	888	0	88
ET091029	5	75	888	888	888	0	88
ET091029	6	75	888	888	888	0	88
ET091029	7	35	888	888	888	0	88
ET091029	8	75	888	888	888	0	88
ET091030	1	44	35	888	888	0	88
ET091031	1	44	888	888	888	0	88
ET091031	2	44	888	888	888	0	88
ET091031	3	76	888	888	888	0	88
ET091031	4	75	888	888	888	0	88
ET091031	5	75	35	888	888	0	88
ET091031	6	5	35	888	888	0	88
ET091031	7	75	35	888	888	0	88
ET091031	8	75	888	888	888	0	88
ET091031	9	75	888	888	888	0	88
ET091031	10	35	75	888	888	0	88
ET091031	11	75	888	888	888	0	88
ET091031	12	35	888	888	888	0	88
ET091031	13	75	888	888	888	0	88
ET091032	2	44	888	888	888	0	88
ET091032	3	75	888	888	888	0	88
ET091032	4	35	888	888	888	0	88
ET091032	5	75	888	888	888	0	88
ET091032	6	5	888	888	888	0	88
ET091032	7	75	888	888	888	0	88
ET091032	8	75	888	888	888	0	88
ET091032	9	75	888	888	888	0	88
ET091033	1	75	888	888	888	0	88
ET091033	2	35	888	888	888	0	88
ET091033	3	44	888	888	888	0	88
ET091033	4	75	888	888	888	0	88
ET091033	5	75	888	888	888	0	88
ET091033	6	76	888	888	888	0	88
ET091034	1	44	888	888	888	0	88
ET091034	2	75	888	888	888	0	88
ET091034	3	5	888	888	888	0	88
ET091034	4	35	888	888	888	0	88
ET091034	5	75	888	888	888	0	88
ET091035	1	44	888	888	888	0	88
ET091035	2	76	35	888	888	0	88
ET091035	3	75	888	888	888	0	88
ET091036	1	44	888	888	888	0	88
ET091036	2	35	75	888	888	0	88
ET091036	3	76	888	888	888	0	88
ET091036	4	5	888	888	888	0	88
ET091036	5	44	888	888	888	0	88
ET091037	1	44	888	888	888	0	88
ET091037	2	44	5	888	888	0	88
ET091037	3	76	888	888	888	0	88
ET091037	4	75	76	888	888	0	88
ET091037	5	76	888	888	888	0	88
ET091037	6	35	888	888	888	0	88
ET091037	7	35	44	888	888	0	88
ET091037	8	76	888	888	888	0	88
ET091037	9	35	888	888	888	0	88
ET091038	1	44	888	888	888	0	88
ET091038	2	5	888	888	888	0	88
ET091038	3	5	888	888	888	0	88
ET091038	4	76	888	888	888	0	88
ET091038	5	75	888	888	888	0	88
ET091038	6	35	888	888	888	0	88
ET091038	7	75	888	888	888	0	88
ET091039	1	44	888	888	888	0	88
ET091039	2	35	888	888	888	0	88
ET091039	3	75	888	888	888	0	88
ET091039	4	35	888	888	888	0	88
ET091039	5	44	888	888	888	0	88
ET091039	6	8	888	888	888	0	88
ET091039	7	75	5	888	888	0	88
ET091039	8	35	888	888	888	0	88
ET091039	9	35	888	888	888	0	88
ET091039	10	75	888	888	888	0	88
ET091039	11	76	888	888	888	0	88
ET091040	1	44	888	888	888	0	88
ET091040	2	35	888	888	888	0	88
ET091040	3	75	888	888	888	0	88
ET091040	4	76	888	888	888	0	88
ET091040	5	75	888	888	888	0	88
ET091041	1	44	888	888	888	0	88
ET091041	2	75	44	888	888	0	88
ET091041	3	75	888	888	888	0	88
ET091041	4	75	888	888	888	0	88
ET091041	6	75	35	888	888	0	88
ET091041	7	35	888	888	888	0	88
ET091041	8	35	888	888	888	0	88
ET091042	1	44	888	888	888	0	88
ET091042	2	75	5	888	888	0	88
ET091042	3	35	888	888	888	0	88
ET091042	4	75	888	888	888	0	88
ET091042	5	75	888	888	888	0	88
ET091043	1	44	888	888	888	0	88
ET091043	2	76	5	888	888	0	88
ET091043	3	75	888	888	888	0	88
ET091043	4	50	888	888	888	0	88
ET091043	5	35	44	888	888	0	88
ET091043	6	75	888	888	888	0	88
ET091043	7	35	888	888	888	0	88
ET091043	8	35	888	888	888	0	88
ET091043	9	75	888	888	888	0	88
ET091043	10	75	888	888	888	0	88
ET091044	2	44	888	888	888	0	88
ET091044	3	75	888	888	888	0	88
ET091044	4	44	35	888	888	0	88
ET091044	5	75	888	888	888	0	88
ET091044	6	35	888	888	888	0	88
ET091044	7	75	888	888	888	0	88
ET091044	8	35	888	888	888	0	88
ET091044	9	75	888	888	888	0	88
ET091045	1	44	888	888	888	0	88
ET091045	2	75	888	888	888	0	88
ET091045	3	75	35	888	888	0	88
ET091045	4	35	888	888	888	0	88
ET091045	5	35	888	888	888	0	88
ET091045	6	35	888	888	888	0	88
ET091046	1	44	888	888	888	0	88
ET091046	2	5	35	888	888	0	88
ET091046	3	75	888	888	888	0	88
ET091046	5	76	888	888	888	0	88
ET091046	6	35	888	888	888	0	88
ET091046	7	75	8	888	888	0	88
ET091047	2	44	888	888	888	0	88
ET091047	3	44	888	888	888	0	88
ET091047	4	44	888	888	888	0	88
ET091047	5	75	888	888	888	0	88
ET091047	6	75	888	888	888	0	88
ET091047	7	75	888	888	888	0	88
ET091047	8	5	35	888	888	0	88
ET091048	1	44	35	888	888	0	88
ET091048	5	44	888	888	888	0	88
ET091049	1	44	888	888	888	0	88
ET091049	2	44	888	888	888	0	88
ET091049	3	35	888	888	888	0	88
ET091049	4	35	75	888	888	0	88
ET091050	1	44	888	888	888	0	88
ET091050	2	75	888	888	888	0	88
ET091050	3	5	888	888	888	0	88
ET091050	4	76	888	888	888	0	88
ET091050	5	35	888	888	888	0	88
ET091050	6	44	888	888	888	0	88
ET101005	1	21	26	21	50	0	88
ET101006	1	21	888	21	888	0	88
ET101007	2	63	888	888	888	0	88
ET101019	1	26	10	50	888	0	88
ET101020	3	125	888	888	888	0	88
ET101028	1	26	10	50	888	0	88
ET101031	1	12	26	96	888	0	88
ET101031	3	21	888	21	888	0	88
ET101032	1	10	55	888	888	0	88
ET101034	1	21	888	21	888	0	88
ET101034	2	8	7	888	888	0	88
ET101034	3	8	888	888	888	0	88
ET101034	4	76	888	888	888	0	88
ET101034	5	31	888	888	888	0	88
ET101034	6	21	888	21	888	0	88
ET101037	2	75	8	888	888	0	88
ET101037	3	75	8	888	888	0	88
ET101037	4	8	888	888	888	0	88
ET101037	5	21	888	21	888	0	88
ET101044	1	21	888	21	888	0	88
ET101045	2	21	888	21	888	0	88
ET101046	2	63	888	888	888	0	88
ET101047	1	21	10	21	888	0	88
ET111001	1	21	44	21	888	0	88
ET111001	2	8	888	888	888	0	88
ET111001	3	76	888	888	888	0	88
ET111001	4	19	888	888	888	0	88
ET111001	5	75	125	888	888	0	88
ET111002	1	21	888	21	888	0	88
ET111003	1	44	75	888	888	0	88
ET111003	2	76	15	888	888	0	88
ET111003	3	76	888	888	888	0	88
ET111003	4	125	8	888	888	0	88
ET111003	5	75	76	888	888	0	88
ET111004	1	44	31	21	888	0	88
ET111004	2	76	888	888	888	0	88
ET111004	3	8	75	888	888	0	88
ET111004	4	19	888	888	888	0	88
ET111005	2	44	888	888	888	0	88
ET111005	3	15	125	888	888	0	88
ET111005	4	76	888	888	888	0	88
ET111005	5	76	888	888	888	0	88
ET111005	6	76	888	888	888	0	88
ET111005	7	8	75	888	888	0	88
ET111005	9	8	75	888	888	0	88
ET111006	1	44	35	888	888	0	88
ET111006	2	125	888	888	888	0	88
ET111007	1	21	31	21	888	0	88
ET111007	2	76	35	888	888	0	88
ET111007	3	76	888	888	888	0	88
ET111007	4	75	888	888	888	0	88
ET111007	5	8	888	888	888	0	88
ET111007	6	76	888	888	888	0	88
ET111008	1	21	888	21	888	0	88
ET111008	2	76	125	27	888	0	88
ET111008	3	19	888	888	888	0	88
ET111008	4	76	888	888	888	0	88
ET111008	5	75	888	888	888	0	88
ET111008	6	76	888	888	888	0	88
ET111008	7	76	888	888	888	0	88
ET111008	8	76	888	888	888	0	88
ET111009	1	75	888	888	888	0	88
ET111009	2	76	888	888	888	0	88
ET111009	3	125	124	888	888	0	88
ET111009	4	76	888	888	888	0	88
ET111010	1	44	21	888	888	0	88
ET111010	2	76	888	888	888	0	88
ET111010	3	76	888	888	888	0	88
ET111010	4	76	888	888	888	0	88
ET111010	5	75	888	888	888	0	88
ET111011	1	44	96	888	888	0	88
ET111011	2	15	76	888	888	0	88
ET111011	3	76	888	888	888	0	88
ET111011	4	8	888	888	888	0	88
ET111011	5	8	888	888	888	0	88
ET111012	2	76	888	888	888	0	88
ET111012	3	76	888	888	888	0	88
ET111012	4	76	888	888	888	0	88
ET111012	5	125	888	888	888	0	88
ET111012	6	76	888	888	888	0	88
ET111012	7	75	888	888	888	0	88
ET111012	8	15	76	888	888	0	88
ET111012	9	8	888	888	888	0	88
ET111012	10	5	888	888	888	0	88
ET111013	1	76	888	888	888	0	88
ET111013	2	76	125	888	888	0	88
ET111013	3	76	888	888	888	0	88
ET111013	4	8	888	888	888	0	88
ET111013	5	44	888	888	888	0	88
ET111015	1	125	888	888	888	0	88
ET111015	2	76	888	888	888	0	88
ET111015	4	8	888	888	888	0	88
ET111016	1	44	21	888	888	0	88
ET111016	2	76	75	888	888	0	88
ET111016	3	8	888	888	888	0	88
ET111016	4	15	8	888	888	0	88
ET111017	1	44	888	888	888	0	88
ET111018	1	76	888	888	888	0	88
ET111018	2	15	888	888	888	0	88
ET111018	3	75	888	888	888	0	88
ET111018	4	76	888	888	888	0	88
ET111018	5	76	888	888	888	0	88
ET111018	6	76	888	888	888	0	88
ET111018	8	75	888	888	888	0	88
ET111019	1	21	888	888	888	0	88
ET111019	2	75	888	888	888	0	88
ET111019	3	76	888	888	888	0	88
ET111019	4	44	888	888	888	0	88
ET111019	5	76	888	888	888	0	88
ET111019	6	8	888	888	888	0	88
ET111019	7	5	888	888	888	0	88
ET111020	1	21	888	21	888	0	88
ET111020	2	44	888	888	888	0	88
ET111020	3	8	888	888	888	0	88
ET111020	4	75	888	888	888	0	88
ET111020	5	15	888	888	888	0	88
ET111020	6	76	888	888	888	0	88
ET111020	7	125	888	888	888	0	88
ET111020	8	35	888	888	888	0	88
ET111020	9	76	888	888	888	0	88
ET111021	2	75	888	888	888	0	88
ET111021	3	76	888	888	888	0	88
ET111021	4	8	888	888	888	0	88
ET111021	5	15	888	888	888	0	88
ET111021	6	76	75	888	888	0	88
ET111021	7	15	888	888	888	0	88
ET111021	8	15	888	888	888	0	88
ET111022	1	44	21	21	888	0	88
ET111022	2	8	888	888	888	0	88
ET111022	3	76	888	888	888	0	88
ET111022	4	75	888	888	888	0	88
ET111022	5	15	888	888	888	0	88
ET111022	6	125	5	888	888	0	88
ET111022	7	76	888	888	888	0	88
ET111022	8	27	888	27	888	0	88
ET111022	9	76	888	888	888	0	88
ET111023	3	44	888	888	888	0	88
ET111023	4	27	888	27	888	0	88
ET111023	5	75	888	888	888	0	88
ET111023	6	5	888	888	888	0	88
ET111023	7	76	888	888	888	0	88
ET111023	8	76	888	888	888	0	88
ET111023	9	76	888	888	888	0	88
ET111023	10	76	888	888	888	0	88
ET111023	11	15	888	888	888	0	88
ET111023	12	33	888	888	888	0	88
ET111023	13	76	888	888	888	0	88
ET111023	14	8	888	888	888	0	88
ET111023	15	76	888	888	888	0	88
ET111023	16	125	888	888	888	0	88
ET111023	17	76	888	888	888	0	88
ET111023	18	21	888	888	888	0	88
ET111024	1	44	31	21	888	0	88
ET111024	2	76	888	888	888	0	88
ET111024	3	125	888	888	888	0	88
ET111024	4	5	888	888	888	0	88
ET111025	1	44	888	888	888	0	88
ET111025	2	76	888	888	888	0	88
ET111025	3	76	75	888	888	0	88
ET111025	4	76	888	888	888	0	88
ET111025	5	15	888	888	888	0	88
ET111028	1	15	888	888	888	0	88
ET111028	2	76	888	888	888	0	88
ET111028	3	76	888	888	888	0	88
ET111028	4	8	888	888	888	0	88
ET111028	5	75	888	888	888	0	88
ET111029	3	76	888	888	888	0	88
ET111029	4	76	888	888	888	0	88
ET111029	5	8	888	888	888	0	88
ET111029	6	8	888	888	888	0	88
ET111029	7	76	888	888	888	0	88
ET111030	1	8	44	888	888	0	88
ET111030	2	75	888	888	888	0	88
ET111030	3	75	888	888	888	0	88
ET111030	4	76	888	888	888	0	88
ET111030	5	76	888	888	888	0	88
ET111030	6	75	888	888	888	0	88
ET111031	1	21	888	21	27	0	88
ET111031	2	75	888	888	888	0	88
ET111031	3	76	888	888	888	0	88
ET111031	4	8	888	888	888	0	88
ET111031	5	15	888	888	888	0	88
ET111031	6	75	888	888	888	0	88
ET111031	7	44	888	888	888	0	88
ET111032	4	15	888	888	888	0	88
ET111032	5	5	888	888	888	0	88
ET111032	6	76	888	888	888	0	88
ET111032	7	76	888	888	888	0	88
ET111032	8	8	888	888	888	0	88
ET111032	9	44	888	888	888	0	88
ET111032	11	125	888	888	888	0	88
ET111032	13	31	888	888	888	0	88
ET111032	14	21	888	21	888	0	88
ET111033	1	21	44	21	888	0	88
ET111034	1	21	888	21	888	0	88
ET111034	2	75	76	888	888	0	88
ET111034	3	15	888	888	888	0	88
ET111034	4	76	888	888	888	0	88
ET111034	5	8	888	888	888	0	88
ET111034	6	125	888	888	888	0	88
ET111034	7	8	888	888	888	0	88
ET111034	8	75	888	888	888	0	88
ET111034	9	75	888	888	888	0	88
ET111034	10	31	888	888	888	0	88
ET111034	11	55	888	50	72	1	4
ET111035	1	21	888	21	888	0	88
ET111035	2	76	888	888	888	0	88
ET111035	3	75	5	888	888	0	88
ET111035	4	44	888	888	888	0	88
ET111036	2	76	888	888	888	0	88
ET111036	3	76	888	888	888	0	88
ET111036	4	75	888	888	888	0	88
ET111037	1	44	888	888	888	0	88
ET111037	2	76	49	888	888	0	88
ET111037	3	76	75	888	888	0	88
ET111037	4	76	888	888	888	0	88
ET111037	5	76	888	888	888	0	88
ET111037	6	76	75	888	888	0	88
ET111037	7	15	888	888	888	0	88
ET111037	8	76	75	888	888	0	88
ET111037	9	76	888	888	888	0	88
ET111037	10	76	888	888	888	0	88
ET111037	11	76	888	888	888	0	88
ET111037	12	76	888	888	888	0	88
ET111038	1	44	888	888	888	0	88
ET111038	2	76	888	888	888	0	88
ET111038	3	76	888	888	888	0	88
ET111038	4	15	888	888	888	0	88
ET111038	5	76	888	888	888	0	88
ET111038	6	8	888	888	888	0	88
ET111038	7	75	888	888	888	0	88
ET111038	8	5	888	888	888	0	88
ET111038	9	19	888	888	888	0	88
ET111038	11	15	888	888	888	0	88
ET111038	12	75	888	888	888	0	88
ET111038	13	75	888	888	888	0	88
ET111038	14	76	888	888	888	0	88
ET111038	15	76	888	888	888	0	88
ET111038	16	8	888	888	888	0	88
ET111040	1	5	888	888	888	0	88
ET111040	2	75	888	888	888	0	88
ET111040	3	76	8	888	888	0	88
ET111040	4	125	888	888	888	0	88
ET111040	5	19	35	888	888	0	88
ET111040	6	44	888	888	888	0	88
ET111040	7	76	888	888	888	0	88
ET111041	1	44	21	888	888	0	88
ET111041	2	76	888	888	888	0	88
ET111041	5	76	888	888	888	0	88
ET111041	7	5	75	888	888	0	88
ET111042	1	21	27	21	27	0	88
ET111042	2	44	888	888	888	0	88
ET111042	3	125	888	888	888	0	88
ET111042	4	75	125	888	888	0	88
ET111042	5	15	888	888	888	0	88
ET111042	6	75	888	888	888	0	88
ET111042	7	75	888	888	888	0	88
ET111042	8	75	888	888	888	0	88
ET111042	9	75	888	888	888	0	88
ET111042	10	31	888	888	888	0	88
ET111043	2	76	23	888	888	0	88
ET111043	3	75	888	888	888	0	88
ET111043	4	15	888	888	888	0	88
ET111043	5	75	888	888	888	0	88
ET111043	6	8	888	888	888	0	88
ET111043	7	44	888	888	888	0	88
ET111046	1	44	888	888	888	0	88
ET111046	2	75	888	888	888	0	88
ET111046	3	8	888	888	888	0	88
ET111047	1	21	27	21	27	0	88
ET111047	2	31	888	888	888	0	88
ET111047	3	76	888	888	888	0	88
ET111047	4	76	888	888	888	0	88
ET111047	5	76	888	888	888	0	88
ET111047	6	76	888	888	888	0	88
ET111047	7	76	21	21	888	0	88
ET111048	1	44	888	888	888	0	88
ET111048	2	76	888	888	888	0	88
ET111048	4	76	888	888	888	0	88
ET111048	5	76	888	888	888	0	88
ET111048	6	76	888	888	888	0	88
ET111048	7	75	888	888	888	0	88
ET111048	8	15	125	888	888	0	88
ET121001	1	44	8	888	888	0	88
ET121002	1	41	17	41	17	1	2
ET121002	2	76	888	888	888	0	88
ET121002	3	31	888	888	888	0	88
ET121003	1	44	41	41	14	0	88
ET121004	1	14	41	14	41	1	4
ET121004	2	76	44	888	888	0	88
ET121004	3	888	7	888	888	0	88
ET121005	1	14	17	14	17	1	1
ET121005	2	75	76	888	888	0	88
ET121007	1	44	14	14	41	0	88
ET121007	2	64	888	888	888	0	88
ET121007	3	76	888	888	888	0	88
ET121007	4	79	888	888	888	0	88
ET121008	1	14	888	14	888	0	88
ET121009	1	41	14	41	14	1	2
ET121010	1	44	888	888	888	0	88
ET121010	2	79	888	888	888	0	88
ET121010	3	79	41	14	41	0	88
ET121011	1	41	10	41	888	0	88
ET121011	2	76	888	888	888	0	88
ET121012	1	41	44	41	14	0	88
ET121013	1	44	41	41	14	1	1
ET121013	2	44	888	888	888	0	88
ET121013	3	79	23	888	888	0	88
ET121014	1	44	14	14	41	1	1
ET121014	2	76	888	888	888	0	88
ET121015	1	14	3	14	3	1	2
ET121017	1	14	41	14	41	1	1
ET121018	1	14	44	41	14	1	1
ET121018	2	76	3	3	888	0	88
ET121020	1	14	41	14	41	1	4
ET121020	2	125	888	888	888	0	88
ET121020	3	76	5	888	888	0	88
ET121020	4	76	75	888	888	0	88
ET121021	1	44	41	41	888	0	88
ET121021	2	76	888	888	888	0	88
ET121022	1	41	51	41	888	0	88
ET121022	2	44	888	888	888	0	88
ET121023	1	41	888	41	888	0	88
ET121025	1	14	41	14	41	1	2
ET121026	1	14	41	14	41	0	88
ET121026	2	8	44	888	888	0	88
ET121027	1	19	44	41	14	1	1
ET121027	2	76	888	888	888	0	88
ET121028	1	41	14	41	14	0	88
ET121028	2	75	8	888	888	0	88
ET121031	1	41	14	41	14	1	2
ET121031	2	76	888	888	888	0	88
ET121032	1	14	41	14	17	1	1
ET121032	2	76	44	888	888	0	88
ET121032	3	79	888	888	888	0	88
ET121033	1	41	14	41	14	0	88
ET121033	2	79	76	888	888	0	88
ET121033	3	76	888	888	888	0	88
ET121033	4	76	888	888	888	0	88
ET121033	5	44	76	41	14	0	88
ET121034	1	14	41	14	41	1	4
ET121034	2	44	888	888	888	0	88
ET121034	3	76	888	888	888	0	88
ET121036	1	76	75	41	14	0	88
ET121036	2	79	44	888	888	0	88
ET121036	3	31	888	888	888	0	88
ET121036	4	79	888	888	888	0	88
ET121037	1	41	14	41	14	0	88
ET121037	2	8	44	888	888	0	88
ET121038	1	41	14	41	14	1	1
ET121038	2	44	79	888	888	0	88
ET121038	3	8	888	888	888	0	88
ET121040	1	44	41	14	41	0	88
ET121040	2	76	888	888	888	0	88
ET121040	3	79	888	888	888	0	88
ET121041	1	41	14	41	14	1	1
ET121041	2	79	75	888	888	0	88
ET121046	1	41	14	41	14	1	2
ET121046	2	44	76	888	888	0	88
ET121046	3	7	75	888	888	0	88
ET121046	4	21	888	21	888	0	88
ET121047	1	44	79	14	41	1	1
ET121047	2	76	888	888	888	0	88
ET121047	3	76	888	888	888	0	88
ET121048	1	41	14	41	14	0	88
ET121048	2	44	888	888	888	0	88
ET121048	3	79	888	888	888	0	88
ET121048	4	31	888	888	888	0	88
ET121048	5	8	888	888	888	0	88
ET121048	6	75	888	888	888	0	88
ET121049	1	44	79	41	14	0	88
ET121050	1	41	14	41	14	1	1
ET121050	2	44	888	888	888	0	88
ET121050	3	76	888	888	888	0	88
ET121050	4	79	888	888	888	0	88
ET121050	5	75	34	888	888	0	88
ET121053	1	44	79	41	14	0	88
ET121053	2	79	888	888	888	0	88
ET121053	3	79	888	888	888	0	88
ET121054	1	44	41	41	51	0	88
ET121054	2	44	888	888	888	0	88
ET121054	3	8	888	888	888	0	88
ET121055	1	124	125	888	888	0	88
ET121056	1	41	14	41	14	1	4
ET121056	2	76	44	888	888	0	88
ET121056	3	31	888	888	888	0	88
ET121057	1	14	41	14	41	0	88
ET121057	2	44	888	888	888	0	88
ET131012	1	44	64	69	888	0	88
ET131012	2	21	888	21	888	0	88
ET131013	1	35	44	35	44	0	88
ET131016	2	35	44	35	44	0	88
ET131020	2	41	69	41	69	0	88
ET131020	3	21	888	21	888	0	88
ET131023	3	125	44	888	888	0	88
ET131029	1	44	888	888	888	0	88
ET131030	1	41	888	41	888	0	88
ET131032	2	44	888	888	888	0	88
ET131036	2	44	888	888	888	0	88
ET131038	1	41	80	80	41	0	88
ET131039	1	41	888	41	44	0	88
ET131043	3	44	55	55	888	0	88
ET141043	1	41	17	41	17	0	88
ET141043	2	888	888	44	35	0	88
ET141043	3	888	888	44	888	0	88
ET141044	1	17	41	17	41	0	88
ET141044	2	44	35	888	888	0	88
ET141044	3	64	888	888	888	0	88
ET151001	2	44	69	17	41	0	88
ET151001	4	35	44	41	17	0	88
ET151001	5	17	69	4	21	0	88
ET151002	2	17	41	17	41	0	88
ET151002	3	17	41	17	41	0	88
ET151004	2	41	17	44	17	0	88
ET151004	3	14	17	14	17	0	88
ET151004	4	17	21	17	21	0	88
ET151004	5	4	31	4	31	0	88
ET151005	3	17	41	17	41	0	88
ET151005	4	17	888	17	888	0	88
ET151005	5	17	41	17	41	0	88
ET151008	2	17	41	41	17	0	88
ET151008	3	76	35	41	17	0	88
ET151008	4	69	44	17	888	0	88
ET151009	2	17	41	17	41	0	88
ET151009	3	17	41	17	41	0	88
ET151009	4	21	31	21	888	0	88
ET151009	5	21	888	21	888	0	88
ET151010	2	41	17	41	17	0	88
ET151010	3	69	44	888	888	0	88
ET151011	2	17	41	17	41	0	88
ET151011	3	44	4	4	888	0	88
ET151012	2	44	41	17	888	0	88
ET151014	2	69	44	69	888	0	88
ET151014	4	41	17	41	17	0	88
ET151015	2	17	888	17	888	0	88
ET151015	3	17	41	17	41	0	88
ET151016	2	17	41	17	41	0	88
ET151018	3	41	17	41	17	0	88
ET151018	4	41	17	41	17	0	88
ET151019	3	41	17	41	17	0	88
ET151019	4	41	17	41	17	0	88
ET151020	2	44	35	17	41	0	88
ET151020	3	10	44	41	17	0	88
ET151021	2	17	41	17	41	0	88
ET151023	2	41	17	41	17	0	88
ET151024	3	41	888	41	888	0	88
ET151024	4	44	35	41	21	0	88
ET151024	5	17	888	17	17	0	88
ET151025	2	41	44	41	888	0	88
ET151025	3	17	44	17	888	0	88
ET151025	4	44	76	17	55	0	88
ET151026	2	41	17	14	55	0	88
ET151026	3	41	44	41	888	0	88
ET151027	2	41	17	41	17	0	88
ET151027	3	44	76	4	69	0	88
ET151027	4	41	17	41	17	0	88
ET151027	5	17	888	17	888	0	88
ET151027	6	17	888	17	888	0	88
ET151028	2	17	41	17	41	0	88
ET151028	3	76	44	888	888	0	88
ET151029	2	35	44	17	41	0	88
ET151029	3	44	17	4	41	0	88
ET151030	2	17	41	17	41	0	88
ET151030	3	41	44	41	888	0	88
ET151031	2	17	76	17	888	0	88
ET151031	3	17	44	69	17	0	88
ET151032	2	17	41	17	41	0	88
ET151032	3	44	888	888	888	0	88
ET151033	2	17	41	17	41	0	88
ET151034	2	17	41	17	888	0	88
ET151035	2	44	41	41	888	0	88
ET151035	3	17	888	17	888	0	88
ET151039	2	41	17	17	41	0	88
ET151039	3	41	17	17	41	0	88
ET151041	2	41	17	14	31	0	88
ET151041	3	44	76	888	888	0	88
ET151041	4	44	76	888	888	0	88
ET151042	2	41	17	41	17	0	88
ET151042	3	21	888	21	888	0	88
ET151043	4	17	41	17	41	0	88
ET151043	5	17	41	17	41	0	88
ET151044	2	41	10	3	17	0	88
ET151044	3	17	41	17	3	0	88
ET151044	4	44	35	21	17	0	88
ET151045	2	17	41	17	41	0	88
ET151045	3	17	41	17	41	0	88
ET151045	4	44	69	888	888	0	88
ET151045	5	76	35	888	888	0	88
ET151049	2	44	35	41	17	0	88
ET151049	3	44	35	888	888	0	88
ET151051	2	41	44	41	17	0	88
ET151052	2	76	41	41	17	0	88
ET151053	2	44	69	35	888	0	88
ET151053	3	17	41	41	17	0	88
ET151054	2	44	76	69	888	0	88
ET151056	2	44	69	17	41	0	88
ET151056	3	35	888	888	888	0	88
ET151057	2	44	41	41	888	0	88
ET151057	3	44	69	888	888	0	88
ET151057	4	17	41	17	41	0	88
ET151058	2	44	41	41	888	0	88
ET151059	2	17	41	17	41	0	88
ET151059	4	44	76	888	888	0	88
ET151064	2	17	41	17	41	0	88
ET151064	3	44	125	888	888	0	88
ET151064	4	17	44	17	888	0	88
ET151066	3	41	17	41	17	0	88
ET151067	3	17	41	17	41	0	88
ET151068	2	17	41	17	41	0	88
ET151069	2	17	41	17	41	0	88
ET151070	2	41	17	41	17	0	88
ET161001	1	41	8	64	44	0	88
ET161001	2	124	75	888	888	0	88
ET161002	1	44	41	41	10	0	88
ET161003	1	125	888	888	888	0	88
ET161003	2	14	41	14	41	0	88
ET161004	1	44	41	55	41	0	88
ET161004	2	125	888	75	888	0	88
ET161005	1	41	125	41	888	0	88
ET161005	2	75	888	888	888	0	88
ET161006	1	41	10	41	888	0	88
ET161006	2	125	888	888	888	0	88
ET161007	1	41	14	41	14	0	88
ET161007	2	75	888	888	888	0	88
ET161007	3	75	888	888	888	0	88
ET161008	1	75	76	888	888	0	88
ET161008	2	41	21	41	21	0	88
ET161008	3	75	76	888	888	0	88
ET161009	1	44	41	55	41	0	88
ET161009	2	75	19	888	888	0	88
ET161009	3	5	76	888	888	0	88
ET161009	4	75	888	888	888	0	88
ET161010	1	55	50	72	12	0	88
ET161010	2	75	124	888	888	0	88
ET161010	3	75	888	888	888	0	88
ET161010	4	888	888	55	888	0	88
ET161010	5	64	888	888	888	0	88
ET161011	1	41	888	41	888	0	88
ET161011	2	75	888	888	888	0	88
ET161011	3	21	888	888	888	0	88
ET161011	4	75	888	888	888	0	88
ET161012	1	44	41	888	41	0	88
ET161012	2	75	888	888	888	0	88
