CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET201007	1	.25	4	1	1	1	1	2	88
ET201007	2	.5	4	1	10	77	77	2	88
ET201007	3	.25	4	1	10	77	77	2	88
ET201007	4	1	4	1	11	77	77	2	88
ET201008	1	2	4	1	2	0	1	2	88
ET201008	2	.75	4	1	5	0	1	2	88
ET201008	3	.75	4	1	5	0	1	2	88
ET201008	4	3	4	1	5	0	1	2	88
ET201008	5	1	4	4	5	0	0	2	88
ET201009	1	1	4	1	2	1	1	2	88
ET201009	2	2	4	1	11	0	3	2	88
ET201009	3	2	4	1	5	0	3	2	88
ET201009	4	.5	4	1	5	0	3	2	88
ET201010	1	.5	4	1	2	1	1	2	88
ET201010	2	1	4	1	5	1	1	2	88
ET201010	3	.25	4	1	5	1	1	2	88
ET201011	1	1	4	1	1	0	1	2	88
ET201011	2	1	4	4	5	0	0	2	88
ET201011	3	.5	4	1	11	0	1	2	88
ET201011	4	.5	4	1	11	0	1	2	88
ET201012	1	1	4	1	2	0	1	2	88
ET201012	2	.5	4	1	5	0	1	2	88
ET201012	3	1	4	1	5	0	1	2	88
ET201012	4	1	4	1	5	0	1	2	88
ET201013	1	.5	4	1	2	1	1	2	88
ET201013	2	.5	4	1	5	1	1	2	88
ET201013	3	.5	4	1	5	1	1	2	88
ET201013	4	1.5	4	1	11	1	1	2	88
ET201013	5	1	4	4	11	0	0	77	88
ET201013	6	1	4	4	5	0	0	77	88
ET201014	1	400	17	1	3	0	1	2	88
ET201014	2	1	4	1	10	0	1	2	88
ET201015	1	400	17	1	1	0	1	2	88
ET201015	2	2	4	1	10	0	0	2	88
ET201015	3	2	4	1	10	0	0	2	88
ET201016	1	.5	4	1	1	0	1	2	88
ET201016	2	2	4	1	5	0	1	2	88
ET201016	3	2	4	1	5	0	1	2	88
ET201016	4	.5	4	1	5	0	1	2	88
ET201016	5	.5	4	1	5	0	1	2	88
ET201016	6	2	4	4	5	0	0	77	88
ET201017	1	.5	4	1	1	1	1	2	88
ET201017	2	1.5	4	1	5	1	1	2	88
ET201017	3	1	4	1	5	1	1	2	88
ET201017	4	2	4	1	5	1	1	2	88
ET201018	1	1	4	1	2	1	3	2	88
ET201018	2	1	4	1	5	1	3	2	88
ET201018	3	.25	4	1	5	1	3	2	88
ET201019	1	.5	4	1	1	1	1	2	88
ET201019	2	.5	4	4	5	0	0	2	88
ET201019	3	.5	4	4	5	0	0	2	88
ET201019	4	.25	4	4	5	0	0	2	88
ET201020	1	.5	4	1	2	1	1	2	88
ET201020	2	.5	4	1	5	1	1	2	88
ET201021	1	1	4	1	2	1	3	2	88
ET201021	2	2	4	1	10	1	3	2	88
ET201021	3	.25	4	1	10	1	3	2	88
ET201022	1	150	17	2	1	0	0	77	88
ET201023	1	400	17	1	1	0	1	2	88
ET201023	2	1.5	4	1	5	0	1	2	88
ET201023	3	1	4	1	5	0	1	2	88
ET201024	1	400	17	1	2	0	1	2	88
ET201024	2	.25	4	1	5	0	1	2	88
ET201024	3	1	4	1	10	0	1	2	88
ET201024	4	.75	4	1	10	0	1	2	88
ET201026	1	.5	4	1	2	1	1	2	88
ET201026	2	2	4	1	5	1	1	2	88
ET201026	3	.5	4	1	5	1	1	2	88
ET201026	4	.25	4	1	5	1	1	2	88
ET201027	1	.5	4	1	2	1	1	2	88
ET201027	2	1	4	1	5	1	1	2	88
ET201027	3	.5	4	1	5	1	1	2	88
ET201027	4	.5	4	1	5	1	1	2	88
ET201028	1	.25	4	1	1	0	1	2	88
ET201028	2	.5	4	1	5	0	3	2	88
ET201028	3	.5	4	1	5	0	3	2	88
ET201028	4	.5	4	1	5	0	3	2	88
ET201028	5	.5	4	1	5	0	3	2	88
ET201029	1	1	4	1	2	1	1	2	88
ET201029	2	2	4	1	5	1	1	2	88
ET201029	3	1	4	1	5	1	1	2	88
ET201029	4	1.25	4	4	11	0	0	2	88
ET201029	5	1	4	4	11	0	0	2	88
ET201030	1	400	17	1	2	0	77	2	88
ET201030	2	1	4	1	10	0	77	2	88
ET201030	3	.25	4	1	10	0	77	2	88
ET201030	4	.25	4	1	10	0	77	2	88
ET201030	5	.5	4	1	10	0	77	2	88
ET201031	1	1	4	1	2	1	1	2	88
ET201031	2	1	4	1	5	1	1	2	88
ET201031	3	1	4	1	5	1	1	2	88
ET201031	4	.5	4	1	5	1	1	2	88
ET201031	5	1	4	4	5	0	0	77	88
ET201031	6	.5	4	4	5	0	0	2	88
ET201031	7	1	4	1	11	1	1	2	88
ET201032	1	1	4	1	2	1	1	2	88
ET201032	2	1	4	1	5	1	1	2	88
ET201032	3	.5	4	1	5	1	1	2	88
ET201033	1	.25	4	1	2	0	1	2	88
ET201033	2	1	4	1	5	0	1	2	88
ET201033	3	1	4	1	5	0	1	2	88
ET201033	4	1	4	1	11	0	1	2	88
ET201033	5	1	4	4	5	0	0	2	88
ET201034	1	.25	4	1	2	0	1	2	88
ET201034	2	.5	4	1	5	0	1	2	88
ET201034	3	.5	4	1	5	0	1	2	88
ET201034	4	.5	4	4	5	0	0	2	88
ET201034	5	1	4	4	11	0	0	2	88
ET201034	6	.5	4	4	11	0	0	2	88
ET201035	1	.5	4	1	2	1	1	2	88
ET201035	2	1	4	1	5	1	1	2	88
ET201035	3	1.5	4	1	5	1	1	2	88
ET201035	4	1	4	1	5	1	1	2	88
ET201035	5	.5	4	1	5	1	1	2	88
ET201035	6	1	4	4	5	0	0	77	88
ET201035	7	.5	4	4	5	0	0	77	88
ET201036	1	1.5	4	1	2	1	1	2	88
ET201036	2	1	4	1	5	0	3	2	88
ET201036	3	1	4	1	5	0	3	2	88
ET201037	1	200	17	1	1	0	1	2	88
ET201037	2	.5	4	1	10	0	3	2	88
ET201037	3	.5	4	1	10	0	3	2	88
ET201038	1	.5	4	1	2	1	1	2	88
ET201038	2	.5	4	4	5	1	1	2	88
ET201038	3	.5	4	4	5	1	1	2	88
ET201038	4	.5	4	4	5	1	1	2	88
ET201039	1	300	17	1	2	0	1	2	88
ET201039	2	1	4	1	5	0	3	2	88
ET201039	3	.5	4	1	5	0	3	2	88
ET201039	4	2	4	1	11	0	3	2	88
ET201040	1	.5	4	1	2	0	0	2	88
ET201040	2	1	4	1	5	0	0	2	88
ET201040	3	1	4	1	5	0	0	2	88
ET201040	4	1	4	1	11	0	0	2	88
ET201041	1	.25	4	1	2	0	1	2	88
ET201041	2	2	4	1	10	0	1	2	88
ET201041	3	.5	4	1	10	0	1	2	88
ET201041	4	.5	4	1	10	0	1	2	88
ET201041	5	1	4	1	10	0	1	2	88
ET201041	6	1	4	1	10	0	1	2	88
ET201041	7	.5	4	1	10	0	1	2	88
ET201042	1	2	4	1	2	1	2	2	88
ET201042	2	1	4	1	10	1	2	2	88
ET201042	3	2	4	1	5	1	2	2	88
ET201042	4	1	4	1	5	1	2	2	88
ET201042	5	.5	4	1	5	1	2	2	88
ET201042	6	1	4	1	11	1	2	2	88
ET201043	1	.5	4	1	2	1	1	2	88
ET201043	2	2	4	1	10	1	1	2	88
ET201044	1	400	17	1	1	0	1	2	88
ET201044	2	.5	4	1	5	0	1	2	88
ET201044	3	.5	4	1	5	0	1	2	88
ET201044	4	.5	4	1	5	0	1	2	88
ET201044	5	1	4	4	5	0	0	2	88
ET201044	6	25	17	1	5	0	1	2	88
ET201045	1	.5	4	1	2	1	1	2	88
ET201045	2	1	4	1	5	1	0	2	88
ET201045	3	1	4	1	5	1	0	2	88
ET201045	4	1	4	1	5	1	0	2	88
ET201045	5	1	4	1	10	1	0	2	88
ET201045	6	.25	4	1	5	1	0	2	88
ET201046	1	.5	4	1	2	1	1	2	88
ET201046	2	3	4	1	5	1	1	2	88
ET201046	3	1	4	1	5	1	1	2	88
ET201046	4	.25	4	1	5	1	1	2	88
ET201047	1	2	4	1	2	1	3	2	88
ET201047	2	1	4	1	5	1	3	2	88
ET201047	3	1	4	1	5	1	3	2	88
ET201047	4	1	4	4	5	0	0	77	88
ET201048	1	1	4	1	2	1	1	2	88
ET201048	2	1	4	1	5	1	1	2	88
ET201048	3	.5	4	1	5	1	1	2	88
ET201048	4	.5	4	1	5	1	1	2	88
ET201049	1	1	4	1	2	0	1	2	88
ET201049	2	1	4	1	5	0	1	2	88
ET201049	3	1	4	1	5	0	1	2	88
ET201049	4	1	4	1	5	0	1	2	88
ET201049	5	.5	4	1	5	0	1	2	88
ET201050	1	.25	4	1	1	1	1	2	88
ET201050	2	1	4	1	10	1	1	2	88
ET201050	3	1	4	1	10	1	1	2	88
