CHILDID	PLOTID	LAREAR3	LUNITR3	LOWNR3	LUSER3	COLLATR3	TRANSR3	LNDCRTR3	SEECRTR3
ET071010	1	2	4	1	5	1	1	1	1
ET071010	2	1	4	1	10	1	1	1	1
ET071010	3	1	4	1	1	1	1	1	1
ET071010	4	.5	4	1	6	1	1	1	1
ET071011	1	2	4	1	5	1	1	1	1
ET071011	2	1	4	1	5	1	1	1	1
ET071011	3	1	4	1	1	1	1	1	1
ET071012	1	.25	4	1	1	1	1	2	88
ET071012	2	1.5	4	4	5	0	0	2	88
ET071012	3	.25	4	1	5	1	1	2	88
ET071012	4	3	4	1	5	1	1	2	88
ET071013	1	1	4	1	5	1	1	1	1
ET071013	2	1	4	1	10	1	1	1	1
ET071013	3	24	17	3	1	88	0	88	88
ET071014	1	.25	4	1	2	1	1	1	1
ET071014	2	2	4	1	10	1	1	1	1
ET071014	3	.5	4	1	10	1	1	1	1
ET071014	4	1	4	1	10	1	1	1	1
ET071014	5	.5	4	1	11	1	1	1	1
ET071015	1	.25	4	1	1	0	1	1	1
ET071015	2	1	4	1	5	0	3	1	1
ET071015	3	1	4	1	5	0	3	1	1
ET071015	4	1	4	1	5	0	3	1	1
ET071015	5	1	4	1	5	0	3	1	1
ET071015	6	1	4	1	5	0	3	1	1
ET071016	1	.25	4	1	1	1	1	1	1
ET071016	2	1	4	1	5	1	1	1	1
ET071016	3	1	4	1	5	1	1	1	1
ET071016	4	1	4	1	5	1	1	1	1
ET071016	5	1	4	1	5	1	1	1	1
ET071016	6	.5	4	1	5	1	1	1	1
ET071017	1	.5	4	1	2	0	1	1	1
ET071017	2	.25	4	1	6	0	1	1	1
ET071017	3	1	4	1	5	0	1	1	1
ET071017	4	2	4	1	5	0	1	2	88
ET071018	1	.5	4	1	2	1	1	1	1
ET071018	2	1.5	4	1	5	1	1	1	1
ET071018	3	1	4	1	5	1	1	1	1
ET071018	4	.25	4	1	5	1	1	1	1
ET071019	1	.5	4	1	2	1	1	1	1
ET071019	2	2	4	4	10	1	1	1	1
ET071019	3	.5	4	4	10	1	1	1	1
ET071020	1	.5	4	1	1	0	1	1	1
ET071020	2	3	4	1	5	0	1	1	1
ET071020	3	3	4	1	5	0	1	1	1
ET071020	4	1	4	1	5	0	1	1	1
ET071020	5	1	4	1	5	0	1	1	1
ET071021	1	3	4	1	5	0	1	1	1
ET071021	2	1	4	1	5	0	1	1	1
ET071021	3	.5	4	1	5	0	1	1	1
ET071021	4	.5	4	1	1	0	1	1	1
ET071021	5	2	4	1	5	0	1	2	88
ET071021	6	1	4	1	5	0	1	2	88
ET071021	7	1	4	1	1	0	0	2	88
ET071022	1	.5	4	1	2	1	1	1	1
ET071022	2	3	4	1	5	1	1	1	1
ET071022	3	1	4	1	5	1	1	1	1
ET071022	4	.5	4	1	5	1	1	1	1
ET071022	5	.25	4	1	6	1	1	2	88
ET071024	1	.5	4	1	2	1	1	1	1
ET071024	2	2	4	1	5	0	3	1	1
ET071024	3	.5	4	1	5	0	3	1	1
ET071024	4	.5	4	1	5	0	3	1	1
ET071024	5	.5	4	1	5	0	3	1	1
ET071024	6	.5	4	1	11	0	3	1	2
ET071025	1	1.5	4	1	2	1	1	1	1
ET071025	2	2	4	1	5	1	1	1	1
ET071025	3	1.5	4	1	5	1	1	1	1
ET071025	4	2	4	1	5	1	1	1	1
ET071025	5	1	4	1	2	1	1	1	1
ET071025	6	1.5	4	1	5	1	1	1	1
ET071025	7	2	4	4	5	0	0	2	88
ET071025	8	2	4	1	11	0	1	1	1
ET071026	1	.5	4	1	2	1	1	1	1
ET071026	2	1	4	1	5	0	3	1	1
ET071026	3	.5	4	1	5	0	3	1	1
ET071026	4	.5	4	1	5	0	3	1	1
ET071026	5	2	4	1	5	0	3	1	1
ET071026	6	1	4	1	5	0	3	1	1
ET071027	1	.5	4	1	1	1	1	1	1
ET071027	2	2	4	1	5	1	1	1	1
ET071027	3	1.5	4	1	5	1	1	1	1
ET071028	1	.5	4	1	1	1	1	1	1
ET071028	2	.3	4	1	5	1	1	1	1
ET071028	3	.2	4	1	5	1	1	1	1
ET071029	1	.25	4	1	2	1	1	1	1
ET071029	2	1.5	4	1	5	1	1	1	1
ET071029	3	.25	4	1	5	1	1	1	1
ET071029	4	.25	4	1	5	1	1	1	1
ET071029	5	.25	4	1	5	1	1	1	1
ET071029	6	.5	4	1	5	1	1	1	1
ET071029	7	.25	4	1	5	1	1	1	1
ET071029	8	2	4	4	10	0	0	2	88
ET071029	9	2	4	4	10	0	0	2	88
ET071030	1	.5	4	1	1	1	1	2	88
ET071030	2	3	4	1	10	1	1	2	88
ET071030	3	2	4	1	10	1	1	2	88
ET071030	4	1	4	1	10	1	1	2	88
ET071031	1	.5	4	1	2	1	1	1	1
ET071031	2	.5	4	1	5	1	1	1	1
ET071031	3	1	4	1	5	1	1	1	1
ET071031	4	.5	4	1	5	1	1	1	1
ET071031	5	3	4	1	5	1	1	1	1
ET071031	6	2	4	4	5	0	0	2	88
ET071031	7	2	4	4	5	0	0	2	88
ET071031	8	1	4	4	5	0	0	2	88
ET071031	9	1	4	4	5	0	0	2	88
ET071032	1	.5	4	1	1	0	1	1	1
ET071032	2	.5	4	1	11	0	1	1	1
ET071032	3	2	4	1	10	0	1	1	1
ET071032	4	.5	4	1	10	0	1	1	1
ET071032	5	.25	4	1	10	0	1	1	1
ET071032	6	.25	4	1	10	0	1	1	1
ET071032	7	1	4	3	10	0	0	1	1
ET071032	8	.5	4	3	10	0	0	1	1
ET071032	9	.5	4	3	10	0	0	1	1
ET071033	1	.5	4	1	2	0	1	1	1
ET071033	2	1.5	4	1	5	0	1	1	1
ET071033	3	1	4	1	5	0	1	1	1
ET071033	4	.25	4	1	5	0	1	1	1
ET071033	5	.25	4	1	13	0	1	1	1
ET071033	6	.75	4	1	5	0	1	1	1
ET071033	7	.25	4	1	5	0	1	1	1
ET071033	8	.25	4	1	5	0	1	1	1
ET071034	1	.25	4	1	1	1	1	1	1
ET071034	2	1.5	4	1	10	1	1	1	1
ET071034	3	.5	4	1	10	1	1	1	1
ET071034	4	.5	4	1	10	1	1	1	1
ET071035	1	.5	4	1	1	0	0	1	1
ET071035	2	1	4	1	5	0	0	1	1
ET071035	3	1	4	1	5	0	0	1	1
ET071035	4	.5	4	1	5	0	0	1	1
ET071036	1	.5	4	1	1	0	1	1	1
ET071036	2	1	4	1	5	0	1	1	1
ET071036	3	1	4	1	5	0	1	1	1
ET071036	4	1	4	1	5	0	1	1	1
ET071036	5	.5	4	1	5	0	1	1	1
ET071037	1	.5	4	1	1	1	1	1	1
ET071037	2	3	4	1	5	1	1	1	1
ET071037	3	1	4	1	5	1	1	1	1
ET071037	4	2	4	4	5	0	0	2	88
ET071038	1	.5	4	1	2	0	1	1	1
ET071038	2	2	4	1	5	0	3	1	1
ET071038	3	1	4	1	5	0	3	1	1
ET071038	4	1	4	1	5	0	3	1	1
ET071038	5	2	4	1	5	0	3	1	1
ET071039	1	.5	4	1	1	1	1	1	1
ET071039	2	1	4	1	5	1	1	1	1
ET071039	3	1	4	1	5	1	1	1	1
ET071039	4	2	4	1	5	1	1	1	1
ET071039	5	1.5	4	4	5	0	0	2	88
ET071040	1	.5	4	1	10	1	1	1	1
ET071040	2	1.5	4	1	10	1	1	1	1
ET071040	3	.5	4	1	10	1	1	1	1
ET071040	4	.5	4	1	11	1	1	1	1
ET071040	5	.25	4	1	1	0	0	2	2
ET071041	1	.5	4	1	1	1	1	1	2
ET071041	2	1.5	4	1	10	1	1	1	2
ET071042	1	.5	4	1	1	1	1	2	88
ET071043	1	.5	4	1	2	1	1	2	88
ET071043	2	.5	4	1	10	1	1	2	88
ET071044	1	.5	4	1	1	1	1	1	1
ET071044	2	2	4	1	5	1	1	1	1
ET071044	3	4	4	1	5	1	1	1	1
ET071044	4	2	4	4	5	0	0	2	88
ET071044	5	2	4	2	5	0	0	2	88
ET071045	1	1	4	1	5	1	0	1	1
ET071045	2	1	4	1	5	1	1	1	1
ET071045	3	1	4	1	5	1	0	1	1
ET071045	4	.5	4	1	1	0	0	1	1
ET071045	5	.25	4	5	6	0	0	2	88
ET071046	1	.5	4	1	1	1	1	1	1
ET071046	2	1	4	1	10	1	1	1	1
ET071046	3	1	4	1	5	1	1	1	1
ET071047	1	1.5	4	1	5	1	1	1	1
ET071047	2	1.5	4	1	5	1	1	1	1
ET071047	3	.5	4	1	5	1	1	1	1
ET071047	4	.5	4	1	5	1	1	1	1
ET071047	5	.5	4	1	2	1	1	1	1
ET071047	6	2	4	4	5	88	0	77	88
ET071048	1	.5	4	1	1	1	1	2	88
ET071048	2	1	4	1	5	1	1	1	1
ET071048	3	.25	4	1	6	1	1	1	1
ET071049	1	.5	4	1	2	0	3	1	1
ET071049	2	1	4	1	5	0	3	1	1
ET071049	3	1	4	1	5	0	3	1	1
ET071049	4	3	4	1	5	0	3	1	1
ET071049	5	1.5	4	4	5	0	88	1	1
ET071050	1	.5	4	1	1	1	1	1	1
ET071050	2	2	4	1	10	1	1	1	1
ET071050	3	1	4	1	5	1	1	1	1
ET071050	4	1	4	1	5	1	1	1	1
ET071050	5	.5	4	1	5	1	1	1	1
ET071050	6	.5	4	1	5	1	1	1	1
ET071050	7	.5	4	1	5	1	1	1	1
ET081001	1	350	17	1	3	1	1	2	88
ET081001	2	4	5	1	5	1	1	2	88
ET081001	3	2	5	2	5	0	0	2	88
ET081001	4	4	5	2	5	0	0	2	88
ET081001	5	2	5	1	5	1	1	2	88
ET081001	6	360	17	1	3	1	1	2	88
ET081001	7	140	17	1	11	1	1	2	88
ET081002	1	3	5	1	5	1	1	1	1
ET081002	2	2.25	5	1	5	1	1	1	1
ET081002	3	.5	5	1	9	1	1	1	1
ET081002	4	1	5	1	2	1	1	1	1
ET081002	5	1	5	1	5	1	1	1	1
ET081003	1	800	17	1	2	0	2	2	88
ET081003	2	1	5	1	9	0	2	2	88
ET081003	3	1	5	1	9	0	2	2	88
ET081003	4	1	5	1	9	0	2	2	88
ET081003	5	1.75	5	1	9	0	2	2	88
ET081003	6	3	5	1	5	0	2	2	88
ET081003	7	1	5	1	5	0	2	2	88
ET081003	8	1	5	1	5	0	2	2	88
ET081003	9	2	5	1	5	0	2	2	88
ET081004	1	.5	5	1	2	1	1	2	88
ET081004	2	2	5	1	5	1	1	2	88
ET081004	3	1	5	1	5	1	1	2	88
ET081005	1	.25	5	1	3	1	1	1	2
ET081005	2	.5	5	1	5	1	1	1	2
ET081005	3	2	5	1	5	1	1	1	2
ET081006	1	1	5	1	2	1	1	2	88
ET081006	2	2	5	1	10	1	1	2	88
ET081006	3	2	5	1	10	1	1	2	88
ET081006	4	2	5	1	9	1	1	2	88
ET081006	5	3	5	4	5	0	0	2	88
ET081007	1	2.5	5	1	2	1	1	2	88
ET081007	2	4	5	1	9	1	1	2	88
ET081007	3	4	5	1	5	1	1	2	88
ET081007	4	.5	5	1	5	1	1	2	88
ET081007	5	.1	14	1	3	1	1	2	88
ET081008	1	.25	5	1	1	1	1	1	1
ET081008	2	3	5	1	5	1	1	1	1
ET081008	3	2	5	1	5	1	1	1	1
ET081008	4	2	5	1	5	1	1	1	1
ET081008	5	4	5	1	9	1	1	1	2
ET081008	6	250	17	1	3	1	1	1	1
ET081009	1	.5	5	1	1	1	1	2	88
ET081009	2	1	5	1	5	1	1	1	1
ET081009	3	1	5	1	5	1	1	1	1
ET081009	4	1	5	4	5	0	0	2	88
ET081010	1	.5	5	1	1	1	1	2	88
ET081010	2	2	5	1	5	1	1	1	1
ET081010	3	1.5	5	1	5	1	1	1	1
ET081010	4	1	5	1	5	1	1	1	1
ET081010	5	1	5	1	9	1	1	1	1
ET081011	1	.25	5	1	1	1	1	1	2
ET081011	2	2.5	5	1	5	1	1	1	2
ET081011	3	2	5	1	5	1	1	1	2
ET081011	4	1	5	1	5	1	1	1	2
ET081011	5	.5	5	1	7	1	1	1	2
ET081011	6	1	2	1	9	1	1	1	2
ET081012	1	.25	5	1	1	1	1	1	2
ET081012	2	1	5	1	5	1	1	1	2
ET081012	3	2	5	4	5	0	0	2	88
ET081012	4	2	5	4	5	0	0	2	88
ET081013	1	.5	5	3	5	0	0	2	88
ET081013	2	20	11	3	3	0	0	2	88
ET081014	1	.25	5	1	1	0	1	1	1
ET081014	2	.5	5	1	5	1	1	1	1
ET081014	3	4.5	5	1	5	1	1	1	1
ET081014	4	2.5	5	1	10	1	1	1	1
ET081014	5	1	5	1	9	1	1	1	1
ET081014	6	.5	5	1	5	1	1	1	1
ET081015	1	.25	5	1	2	1	1	2	88
ET081015	2	.5	5	1	5	1	1	2	88
ET081015	3	3	5	1	9	1	1	2	88
ET081015	4	1	5	2	5	0	0	2	88
ET081016	1	1000	17	1	1	1	1	1	2
ET081016	2	3	5	1	5	1	1	1	2
ET081016	3	4	5	1	5	1	1	1	2
ET081016	4	5	5	1	9	1	1	1	2
ET081017	1	800	17	1	2	1	1	1	2
ET081017	2	4	5	1	5	1	1	1	2
ET081017	3	1	5	4	5	0	0	2	88
ET081017	4	1	5	4	5	0	0	2	88
ET081017	5	2	5	1	5	1	1	1	2
ET081017	6	1	5	1	5	1	1	1	2
ET081018	1	.5	5	1	2	1	2	1	2
ET081018	2	2	5	1	5	1	2	1	2
ET081018	3	.5	5	1	5	1	2	1	2
ET081018	4	2	5	4	5	0	0	2	88
ET081019	1	.5	5	1	2	1	1	1	1
ET081019	2	1.25	5	1	5	1	1	1	1
ET081019	3	1.25	5	1	5	1	1	1	1
ET081019	4	1.125	5	1	5	1	1	1	1
ET081020	1	.5	5	1	2	1	2	2	88
ET081020	2	3	5	1	5	1	2	2	88
ET081020	3	4	5	1	10	1	2	2	88
ET081020	4	1	5	1	13	1	2	2	88
ET081021	1	.5	5	1	2	1	1	1	2
ET081021	2	1	5	1	5	1	1	1	2
ET081021	3	1	5	1	5	1	1	1	2
ET081022	1	.5	5	1	3	1	1	1	2
ET081022	2	2	5	1	5	1	1	1	2
ET081022	3	1	5	1	5	1	1	1	2
ET081022	4	1	5	4	5	0	0	2	88
ET081022	5	1	5	4	5	0	0	2	88
ET081023	1	.5	5	1	2	1	1	2	88
ET081023	2	1	5	2	9	0	0	2	88
ET081023	3	2	5	1	5	1	1	2	88
ET081024	1	250	17	3	1	0	0	2	88
ET081024	2	3	5	1	10	1	1	1	2
ET081024	3	1	5	1	10	1	1	1	2
ET081025	1	200	17	1	1	1	1	1	2
ET081025	2	.5	5	1	2	1	1	1	2
ET081025	3	2.5	5	1	5	1	1	1	2
ET081025	4	1	5	1	5	1	1	1	2
ET081025	5	1	5	1	9	1	1	1	2
ET081025	6	2	5	1	5	1	1	1	2
ET081026	1	.5	5	1	2	1	1	1	1
ET081026	2	1	5	1	5	1	1	1	1
ET081026	3	2	5	4	5	0	0	2	88
ET081027	1	1	5	1	3	1	1	2	88
ET081027	2	1	5	1	9	0	0	2	88
ET081027	3	5	5	1	5	1	1	2	88
ET081028	1	1	5	1	5	1	1	2	88
ET081028	2	50	17	1	1	1	1	2	88
ET081029	1	1	5	1	2	0	2	2	88
ET081029	2	4	5	1	5	0	2	2	88
ET081029	3	3	5	1	9	0	2	2	88
ET081030	1	.5	5	1	2	1	1	1	1
ET081030	2	2	5	1	5	1	1	1	1
ET081030	3	1.5	5	1	5	1	1	1	1
ET081030	4	1	5	1	9	1	1	1	1
ET081031	1	700	17	1	5	1	1	2	88
ET081031	2	2	5	1	9	1	1	2	88
ET081031	3	4	5	1	5	1	1	2	88
ET081031	4	300	17	1	2	1	1	2	88
ET081032	1	.5	5	1	1	1	1	1	2
ET081032	2	1	5	1	5	1	1	1	2
ET081032	3	4	5	1	5	1	1	1	2
ET081033	1	4	5	1	2	1	1	1	2
ET081033	2	4	5	1	9	1	1	1	2
ET081033	3	2	5	1	5	1	1	1	2
ET081033	4	1	5	1	5	1	1	1	2
ET081034	1	.25	5	1	1	1	1	1	2
ET081034	2	1	5	1	5	1	1	1	2
ET081034	3	2	5	1	5	1	1	1	2
ET081034	4	1	5	1	5	1	1	1	2
ET081034	5	1	5	1	10	1	1	1	2
ET081035	1	.5	5	1	1	1	1	1	2
ET081035	2	1	5	1	5	1	1	1	2
ET081035	3	1	5	1	5	1	1	1	2
ET081035	4	1	5	1	9	1	1	1	2
ET081035	5	.5	5	1	5	1	1	1	2
ET081036	1	.5	5	1	2	1	1	2	88
ET081036	2	2	5	1	5	1	1	2	88
ET081036	3	.75	5	1	5	1	1	2	88
ET081036	4	1.5	5	1	5	1	1	2	88
ET081036	5	1	5	1	5	1	1	2	88
ET081036	6	250	17	1	9	1	1	2	88
ET081037	1	1.5	5	1	9	0	0	1	2
ET081037	2	1	5	1	2	0	0	1	2
ET081037	3	1	5	3	5	0	0	2	88
ET081037	4	24	17	1	3	0	0	2	88
ET081038	1	200	17	1	3	1	1	1	1
ET081038	2	1	5	1	5	1	1	1	1
ET081038	3	.5	5	1	5	1	1	1	1
ET081038	4	.5	5	1	5	1	1	1	1
ET081039	1	.25	5	1	5	1	1	2	88
ET081039	2	100	17	1	3	1	1	2	88
ET081040	1	.25	5	1	2	1	1	2	88
ET081040	2	.5	5	1	5	1	1	2	88
ET081040	3	1	5	1	5	1	1	2	88
ET081040	4	1	5	1	5	1	1	2	88
ET081040	5	1.6	5	1	9	1	1	2	88
ET081041	1	.75	5	1	4	1	0	1	2
ET081041	2	1	5	1	5	1	0	1	2
ET081041	3	1	5	1	5	1	0	1	2
ET081041	4	1	5	2	5	0	0	2	88
ET081042	1	800	17	1	3	1	1	2	88
ET081042	2	.5	5	1	5	1	1	2	88
ET081042	3	1.25	5	1	5	1	1	2	88
ET081042	4	.5	5	1	5	1	1	2	88
ET081042	5	1.25	5	1	5	1	1	2	88
ET081043	1	1	5	1	2	1	1	1	1
ET081043	2	3	5	1	5	1	1	1	1
ET081043	3	3	5	1	5	1	1	1	1
ET081044	1	1	5	1	2	1	1	1	1
ET081044	2	1	5	1	10	1	1	1	1
ET081044	3	1	5	1	10	1	1	1	1
ET081045	1	.5	5	1	2	1	1	1	1
ET081045	2	1.5	5	1	5	1	1	1	1
ET081045	3	2.5	5	1	5	1	1	1	1
ET081046	1	250	17	1	2	1	1	1	2
ET081046	2	.5	5	1	5	1	1	1	2
ET081046	3	1	5	1	5	1	1	1	2
ET081046	4	.5	5	1	5	1	1	1	2
ET081046	5	1	5	4	5	0	0	2	88
ET081047	1	.25	5	1	2	1	1	2	88
ET081047	2	4	5	1	10	1	1	2	88
ET081047	3	1	5	1	10	1	1	2	88
ET081047	4	.25	5	1	3	1	1	2	88
ET081048	1	1	5	1	2	1	0	1	1
ET081048	2	2.5	5	1	5	1	0	1	1
ET081048	3	2	5	1	5	1	0	1	1
ET081048	4	2.5	5	1	5	1	0	1	1
ET081048	5	1	5	1	5	1	0	2	88
ET081049	1	250	17	1	1	1	1	1	1
ET081049	2	1	5	1	5	1	1	1	1
ET081049	3	5	5	1	5	1	1	1	1
ET081049	4	1	5	1	5	1	1	1	1
ET081049	5	5	5	1	5	1	1	1	1
ET081050	1	2	5	1	5	1	0	1	1
ET081050	2	2	5	1	5	1	0	1	1
ET081050	3	.5	5	1	2	1	0	1	1
ET091001	1	1000	17	1	4	0	1	2	88
ET091001	2	3	5	1	5	0	1	1	1
ET091001	3	2	5	1	5	0	1	1	1
ET091001	4	2	5	1	5	0	1	1	1
ET091001	5	4	5	1	5	0	1	1	1
ET091001	6	6	5	2	5	0	1	1	1
ET091002	1	.5	5	1	2	1	1	1	2
ET091002	2	.5	5	1	5	1	1	1	2
ET091002	3	2	5	1	5	1	1	1	2
ET091002	4	2.5	5	1	5	1	1	1	2
ET091002	5	3	5	1	5	1	1	1	2
ET091002	6	1	5	1	5	1	1	2	88
ET091002	7	.5	5	1	5	1	1	2	88
ET091003	1	.25	5	1	2	1	1	1	1
ET091003	2	3	5	1	5	1	1	1	1
ET091003	3	2	5	1	5	1	1	1	1
ET091003	4	1	5	1	5	1	1	1	1
ET091003	5	1	5	1	5	1	1	1	1
ET091003	6	1	5	1	5	1	1	1	1
ET091003	7	2	5	2	5	0	0	2	88
ET091003	8	1	5	2	5	0	0	2	88
ET091003	9	1	5	2	5	0	0	2	88
ET091003	10	2	5	2	5	0	0	2	88
ET091004	1	1000	17	1	1	1	1	2	88
ET091004	2	1	5	1	5	1	1	2	88
ET091004	3	3	5	1	5	1	1	2	88
ET091004	4	3	5	1	5	1	1	2	88
ET091004	5	3	5	1	5	1	1	2	88
ET091004	6	1	5	1	5	1	1	2	88
ET091004	7	2.5	5	1	5	0	0	2	88
ET091004	8	2	5	1	5	0	0	2	88
ET091005	1	1	5	1	2	1	1	1	1
ET091005	2	3	5	1	5	1	1	1	1
ET091005	3	.5	5	1	5	1	1	1	1
ET091005	4	1.5	5	1	5	1	1	1	1
ET091005	5	1	5	1	5	1	1	1	1
ET091005	6	1	5	1	5	1	1	1	1
ET091005	7	.5	5	1	5	1	1	1	1
ET091005	8	4	5	2	5	0	0	2	88
ET091005	9	2	5	2	5	0	0	2	88
ET091006	1	1	5	1	2	1	1	1	1
ET091006	2	1	5	1	5	1	1	1	1
ET091006	3	3	5	1	10	1	1	1	1
ET091006	4	1	5	1	9	1	1	1	1
ET091006	5	1	5	1	9	1	1	1	1
ET091007	1	1000	17	1	2	1	1	1	1
ET091007	2	3	4	1	5	1	1	1	1
ET091007	3	1	4	1	5	1	1	1	1
ET091007	4	3	4	1	5	1	1	1	1
ET091007	5	1	4	2	5	0	0	2	88
ET091008	1	.25	5	1	2	1	1	1	1
ET091008	2	1.5	5	1	5	1	1	1	1
ET091008	3	1	5	1	5	1	1	1	1
ET091008	4	1.25	5	1	5	1	1	1	1
ET091009	1	1000	17	1	2	1	1	2	88
ET091009	2	3	4	1	5	1	1	2	88
ET091009	3	2	4	1	5	1	1	2	88
ET091009	4	3	4	1	5	1	1	2	88
ET091009	5	2	4	1	5	1	1	2	88
ET091009	6	1	4	1	5	1	1	2	88
ET091009	7	1	4	1	5	1	1	2	88
ET091009	8	1	4	2	5	0	0	2	88
ET091010	1	1000	17	1	2	1	1	2	88
ET091010	2	2	5	1	5	1	1	2	88
ET091010	3	3	5	1	5	1	1	2	88
ET091010	4	2	5	1	5	1	1	2	88
ET091010	5	2	5	2	5	0	0	2	88
ET091010	6	1.5	5	2	5	0	0	2	88
ET091010	7	2	5	1	5	1	1	2	88
ET091010	8	1	5	1	5	1	1	2	88
ET091011	1	.5	5	1	1	1	1	1	1
ET091011	2	2	5	1	5	1	1	1	1
ET091011	3	2	5	1	5	1	1	1	1
ET091011	4	2	5	1	5	1	1	1	1
ET091012	1	1000	17	1	9	1	1	1	2
ET091012	2	3	4	1	5	1	1	1	2
ET091012	3	1.5	4	1	5	1	1	1	2
ET091012	4	4	4	1	5	1	1	1	2
ET091013	1	400	17	1	1	0	1	1	1
ET091013	2	2	5	1	5	1	1	2	88
ET091013	3	3	5	2	5	0	0	2	88
ET091014	1	2500	17	1	2	1	1	2	88
ET091014	2	2	5	1	5	1	1	2	88
ET091014	3	2	5	1	5	1	1	2	88
ET091014	4	2	5	2	5	0	0	2	88
ET091014	5	2	5	2	5	0	0	2	88
ET091014	6	2	5	1	5	0	0	2	88
ET091015	1	.5	5	1	1	1	1	2	88
ET091015	2	1.5	5	1	5	1	1	2	88
ET091015	3	1	5	1	5	1	1	2	88
ET091015	4	1	5	1	5	1	1	2	88
ET091015	5	1	5	1	5	1	1	2	88
ET091015	6	1.5	5	1	5	1	1	2	88
ET091015	7	1.5	5	1	10	1	1	2	88
ET091015	8	3	5	1	9	1	1	2	88
ET091015	9	2	5	1	9	1	1	2	88
ET091015	10	1	5	1	5	1	1	2	88
ET091015	11	.5	5	1	5	1	1	2	88
ET091016	1	1	5	1	2	1	1	2	88
ET091016	2	2	5	1	5	1	1	1	1
ET091016	3	1	5	5	5	1	1	2	88
ET091016	4	1.5	5	5	5	1	1	2	88
ET091016	5	1	5	3	5	1	1	2	88
ET091016	6	4	5	4	5	0	0	2	88
ET091016	7	2.5	5	2	5	0	0	2	88
ET091017	1	.25	5	1	2	1	1	1	1
ET091017	2	4	5	1	5	1	1	1	1
ET091017	3	2	5	1	5	1	1	1	1
ET091017	4	1	5	1	5	1	1	1	1
ET091017	5	.5	5	1	5	1	1	1	1
ET091017	6	2	5	1	5	1	1	1	1
ET091017	7	2	5	2	5	0	0	2	88
ET091018	1	1000	17	1	2	1	1	2	88
ET091018	2	2	5	1	5	1	1	2	88
ET091018	3	4	5	1	5	1	1	2	88
ET091018	4	3	5	1	5	1	1	2	88
ET091019	1	1000	17	1	2	1	1	2	88
ET091019	2	4	5	1	5	1	1	2	88
ET091019	3	1	5	1	5	1	1	2	88
ET091019	4	1	5	1	5	1	1	2	88
ET091019	5	2	5	3	5	1	1	2	88
ET091019	6	1	5	2	5	0	0	2	88
ET091019	7	1	5	2	5	0	0	2	88
ET091019	8	1	5	3	5	1	1	2	88
ET091019	9	1	5	5	5	0	0	2	88
ET091020	1	1000	17	1	2	1	1	1	2
ET091020	2	2	5	1	9	1	1	1	2
ET091020	3	2.5	5	1	10	1	1	1	2
ET091020	4	2	5	1	10	1	1	1	2
ET091020	5	1	5	1	9	1	1	1	2
ET091020	6	1	5	1	10	1	1	1	2
ET091020	7	1	5	1	10	1	1	1	2
ET091020	8	1	5	1	10	1	1	1	2
ET091020	9	.5	5	1	5	1	1	1	2
ET091020	10	.5	5	1	5	1	1	1	2
ET091020	11	4	5	4	5	0	0	2	88
ET091020	12	1	5	4	5	0	0	2	88
ET091020	13	3	5	4	5	0	0	2	88
ET091020	14	5	5	4	5	0	0	2	88
ET091020	15	1	5	4	5	0	0	2	88
ET091021	1	250	17	1	3	1	1	2	88
ET091021	2	750	17	1	5	1	1	2	88
ET091021	3	2	4	1	5	1	1	2	88
ET091021	4	2.5	4	1	5	1	1	2	88
ET091021	5	2	4	1	9	1	1	2	88
ET091022	1	500	17	1	3	1	1	1	1
ET091022	2	500	17	1	5	1	1	1	1
ET091022	3	4	5	1	5	1	1	1	1
ET091022	4	1	5	1	9	1	1	1	1
ET091022	5	2	5	1	5	1	1	1	1
ET091022	6	3	5	1	5	1	1	1	1
ET091022	7	1	5	1	9	1	1	1	1
ET091022	8	1	5	1	5	1	1	1	1
ET091022	9	1	5	1	5	1	1	1	1
ET091023	1	.5	5	1	2	1	1	1	2
ET091023	2	1	5	1	5	1	1	1	2
ET091023	3	1	5	1	5	1	1	1	2
ET091023	4	1	5	1	5	1	1	1	2
ET091023	5	1.5	5	1	5	1	1	1	2
ET091023	6	1	5	1	5	1	1	1	2
ET091023	7	1	5	1	9	1	1	1	2
ET091024	1	1	5	1	2	1	1	1	2
ET091024	2	1.5	5	1	5	1	1	1	2
ET091024	3	4	5	1	5	1	1	1	2
ET091025	1	1000	17	1	2	0	0	2	88
ET091025	2	1.25	5	1	5	1	1	2	88
ET091025	3	1.25	5	1	5	1	1	2	88
ET091025	4	1.25	5	1	5	1	1	2	88
ET091025	5	1	5	1	5	1	1	2	88
ET091025	6	1	5	3	5	0	0	2	88
ET091025	7	1.25	5	2	5	0	0	2	88
ET091026	1	200	17	1	1	1	1	1	1
ET091026	2	.5	5	1	2	1	1	1	1
ET091026	3	3	5	1	5	1	1	1	1
ET091026	4	1	5	1	5	1	1	1	1
ET091026	5	4	5	1	5	1	1	1	1
ET091026	6	1	5	2	5	0	0	2	88
ET091026	7	1	5	2	5	0	0	2	88
ET091026	8	1	5	2	5	0	0	2	88
ET091027	1	1	4	1	2	1	1	2	88
ET091027	2	6	4	1	5	1	1	2	88
ET091027	3	1	4	1	5	1	1	2	88
ET091027	4	1	4	1	9	1	1	2	88
ET091027	5	2	4	1	9	1	1	2	88
ET091027	6	2	4	1	9	1	1	2	88
