CHILDID	CROPID	CROPR3	QNTHRVR3	QNTUNTR3	VLSLDR3	CRPCSTR3
ET151051	1	41	9	3	1350	140
ET151051	2	44	3	2	900	470
ET151051	3	76	1	2	800	200
ET151051	4	69	5	2	500	0
ET151051	5	17	1.5	2	300	0
ET151051	6	35	50	1	200	0
ET151051	7	4	20	30	20	0
ET151051	8	21	500	30	500	0
ET151051	9	10	10	30	10	0
ET151052	1	76	100	1	1000	250
ET151052	2	41	5	3	900	260
ET151052	3	44	100	1	500	200
ET151052	4	69	6	2	600	0
ET151052	5	17	40	1	800	0
ET151052	6	35	30	1	150	0
ET151052	7	4	15	30	15	0
ET151052	8	21	400	30	400	0
ET151052	9	10	30	30	30	0
ET151052	10	80	80	30	80	0
ET151053	1	44	2	2	300	150
ET151053	2	69	10	3	400	100
ET151053	3	35	5	1	200	30
ET151053	4	17	1	95	600	25
ET151053	5	41	4	3	400	50
ET151053	6	80	50	56	100	35
ET151053	7	76	80	1	640	100
ET151054	1	44	2	2	1000	200
ET151054	2	76	300	1	3000	200
ET151054	3	69	10	2	1000	100
ET151054	4	17	2	2	800	100
ET151054	5	35	5	2	1500	400
ET151054	6	41	2	3	500	100
ET151056	1	44	2	2	400	700
ET151056	2	69	8	2	800	50
ET151056	3	17	1	2	450	150
ET151056	4	41	3	3	600	50
ET151056	5	80	800	56	400	50
ET151056	6	10	3	3	120	40
ET151056	7	4	3	50	30	5
ET151056	8	35	2	3	80	30
ET151057	1	41	2	3	240	290
ET151057	2	17	3	2	750	250
ET151057	3	44	4	2	400	60
ET151057	4	69	2	2	160	10
ET151057	5	10	4	3	60	10
ET151057	6	35	40	1	280	10
ET151057	7	14	10	46	20	10
ET151057	8	56	20	56	10	55
ET151057	9	80	400	56	250	50
ET151058	1	44	2	2	600	150
ET151058	2	76	25	1	200	100
ET151058	3	41	3	3	660	120
ET151059	1	17	2	40	800	0
ET151059	2	41	4	70	1000	0
ET151059	3	44	3	40	1050	50
ET151059	4	76	50	1	600	100
ET151059	5	69	2	40	220	20
ET151059	6	51	2	40	100	0
ET151059	7	3	1	41	30	0
ET151059	8	10	10	10	200	0
ET151064	1	17	2	2	700	30
ET151064	2	41	5	70	0	20
ET151064	3	44	3	2	0	100
ET151064	4	125	1	2	0	50
ET151066	1	41	15	3	3000	130
ET151066	2	17	2	2	800	100
ET151066	3	44	1	2	400	0
ET151066	4	35	15	1	90	12
ET151066	5	69	3	2	300	0
ET151066	6	3	5	2	750	0
ET151066	7	4	22	50	88	0
ET151066	8	10	10	10	100	0
ET151066	9	21	300	56	2000	88
ET151067	1	17	50	1	150	0
ET151067	2	41	4	70	0	20
ET151067	3	44	1	2	300	6
ET151067	4	35	4	1	28	7
ET151068	1	17	2	41	180	0
ET151068	2	41	4	70	500	0
ET151068	3	44	2	2	120	0
ET151068	4	69	4	2	400	40
ET151068	5	125	5	1	30	10
ET151068	6	10	20	10	200	0
ET151069	1	17	2	2	200	20
ET151069	2	41	2	70	400	0
ET151069	3	44	1	1	300	20
ET151069	4	10	3	10	45	0
ET151070	1	41	2	3	500	150
ET151070	2	17	1	2	560	60
ET151070	3	44	1	2	400	200
ET151070	4	14	4	46	40	10
ET151070	5	31	1	2	160	20
ET151070	6	4	4	50	20	20
ET161001	1	41	10	3	800	70
ET161001	2	8	25	1	150	20
ET161001	3	64	25	1	50	40
ET161001	4	44	50	1	100	70
ET161001	5	124	1	2	200	150
ET161001	6	75	4	2	1200	600
ET161002	1	44	2	2	1000	300
ET161002	2	10	1	3	50	12
ET161002	3	41	12	56	250	78
ET161003	1	125	3	2	1800	400
ET161003	2	14	4	3	500	40
ET161003	3	41	60	56	600	110
ET161004	1	44	2	2	700	30
ET161004	2	41	30	3	2000	40
ET161004	3	125	1	2	800	100
ET161004	4	55	2	2	140	75
ET161004	5	75	4	2	2800	200
ET161005	1	41	150	56	2250	100
ET161005	2	75	5	2	2500	780
ET161005	3	125	.5	2	200	150
ET161006	1	41	60	60	800	100
ET161006	2	10	3	3	60	0
ET161006	3	125	2	3	1200	800
ET161007	1	41	90	56	1800	100
ET161007	2	14	5	55	650	40
ET161007	3	75	7	41	1750	669
ET161007	4	125	1	2	550	0
ET161008	1	75	3.5	2	1800	620
ET161008	2	76	1	2	800	400
ET161008	3	41	20	3	5000	300
ET161008	4	21	70	60	1400	0
ET161009	1	44	3	2	840	240
ET161009	2	41	24	56	600	150
ET161009	3	55	2	2	200	120
ET161009	4	19	2	2	1000	400
ET161009	5	5	4	2	1200	400
ET161009	6	76	1	2	800	300
ET161009	7	75	11	2	4400	850
ET161010	1	55	9	2	900	250
ET161010	2	75	6	2	3600	800
ET161010	3	50	1	2	300	20
ET161010	4	72	8	2	2000	50
ET161010	5	12	2.5	2	250	10
ET161010	6	124	2	2	1200	350
ET161010	7	64	2	2	400	30
ET161010	8	41	300	56	4500	200
ET161011	1	41	120	60	1200	150
ET161011	2	75	7	2	2800	1600
ET161011	3	21	200	56	700	0
ET161012	1	41	6	3	900	350
ET161012	2	44	4	2	1000	220
ET161012	3	75	6	2	3000	300
ET161013	1	75	8	2	3200	840
ET161013	2	125	1	41	250	100
ET161013	3	125	1	41	250	100
ET161013	4	41	30	56	750	150
ET161014	1	75	6	3	2400	900
ET161014	2	125	40	1	200	150
ET161014	3	41	150	60	2000	200
ET161014	4	10	40	3	360	10
ET161015	1	41	200	56	3000	200
ET161015	2	44	1	2	300	50
ET161015	3	75	5	2	2000	550
ET161015	4	5	1	2	300	250
ET161015	5	124	1	2	600	100
ET161015	6	55	4.5	2	675	210
ET161015	7	56	10	56	60	0
ET161015	8	17	.5	2	200	0
ET161016	1	75	10	2	5000	400
ET161016	2	125	4	2	800	400
ET161016	3	41	50	56	700	200
ET161016	4	44	2	2	250	60
ET161017	1	75	1	2	600	400
ET161017	2	44	1	2	300	50
ET161017	3	55	1	2	100	150
ET161018	1	41	40	60	600	200
ET161018	2	76	25	1	150	100
ET161019	1	14	1	3	300	75
ET161019	2	41	70	56	350	75
ET161019	3	75	4	2	1600	450
ET161019	4	19	2	2	1600	400
ET161020	1	41	20	56	300	50
ET161020	2	14	2	3	300	120
ET161022	1	41	20	56	300	150
ET161022	2	10	15	3	300	0
ET161023	1	41	200	15	2000	60
ET161023	2	10	4	3	200	30
ET161023	3	72	1	2	100	30
ET161023	4	55	4	2	200	70
ET161023	5	75	4	2	800	450
ET161023	6	76	2	2	1000	500
ET161024	1	41	25	56	2600	90
ET161024	2	75	3	2	1200	450
ET161024	3	76	1.5	2	750	125
ET161025	1	75	3	41	600	316
ET161025	2	41	40	56	800	100
ET161026	1	41	25	60	250	34
ET161026	2	75	1	2	450	250
ET161027	1	41	40	56	800	50
ET161027	2	14	3	55	600	50
ET161027	3	75	4	2	2400	400
ET161028	1	75	3	5	100	30
ET161028	2	41	20	56	310	103
ET161028	3	55	1.05	3	45	18
ET161029	1	41	80	60	2000	120
ET161029	2	75	1	2	600	270
ET161029	3	21	90	60	1000	150
ET161030	1	14	2	55	200	20
ET161030	2	44	6	2	2400	400
ET161030	3	76	2	2	2000	400
ET161031	1	41	10	3	600	110
ET161031	2	75	5	2	2000	460
ET161031	3	5	1.5	2	225	115
ET161031	4	14	3	10	250	3
ET161032	1	41	40	56	250	30
ET161032	2	10	2	55	40	0
ET161032	3	75	1.5	2	500	200
ET161032	4	44	1	41	300	100
ET161033	1	44	2	2	400	30
ET161033	2	41	10	60	300	50
ET161033	3	125	1	2	400	50
ET161034	1	14	25	3	30000	5000
ET161034	2	41	65	56	1950	105
ET161034	3	125	5	2	4000	850
ET161034	4	21	300	56	4000	500
ET161035	1	41	13	56	260	0
ET161035	2	44	1	2	400	0
ET161035	3	125	3	2	1200	100
ET161035	4	75	4	2	1600	200
ET161036	1	44	2	2	600	150
ET161036	2	10	4	3	120	15
ET161036	3	124	1	2	800	200
ET161037	1	10	8	3	400	150
ET161037	2	41	60	56	900	220
ET161037	3	75	6	2	3600	550
ET161038	1	75	3	2	1050	235
ET161038	2	76	1	41	400	110
ET161038	3	41	45	56	675	100
ET161038	4	14	3	3	1500	100
ET161039	1	41	30	56	800	150
ET161039	2	14	2	3	800	200
ET161039	3	44	2	2	140	0
ET161039	4	75	6	2	2400	600
ET161039	5	7	2	2	600	150
ET161039	6	21	300	56	600	0
ET161041	1	41	32	56	960	100
ET161041	2	44	1	2	500	50
ET161041	3	125	3	41	405	200
ET161042	1	41	60	56	900	100
ET161042	2	55	3	2	150	30
ET161042	3	75	6	2	2700	600
ET161042	4	125	1	2	300	40
ET161043	1	41	35	56	400	70
ET161043	2	44	2	2	700	150
ET161043	3	5	4	2	2400	300
ET161043	4	75	2.5	2	850	250
ET161043	5	21	500	56	250	0
ET161044	1	41	80	56	1600	1200
ET161044	2	14	4	55	1600	80
ET161044	3	124	3	2	1800	210
ET161044	4	75	3.05	2	1225	105
ET161045	1	75	2	2	800	200
ET161045	2	41	17	56	170	20
ET161045	3	10	5	55	50	0
ET161046	1	41	30	56	600	90
ET161046	2	44	1	2	300	85
ET161046	3	75	5	2	3500	395
ET161047	1	14	2	3	600	40
ET161047	2	41	45	56	800	105
ET161047	3	75	2	2	600	130
ET161047	4	76	.5	2	270	110
ET161048	1	41	20	56	200	0
ET161048	2	10	3	55	60	0
ET161048	3	125	1	41	360	0
ET161049	1	75	12	3	5400	2000
ET161049	2	76	1	2	1000	230
ET161049	3	41	60	60	1000	150
ET161049	4	14	5	3	2000	100
ET161049	5	125	1.5	2	672	300
ET161049	6	5	1	40	300	80
ET161050	1	41	40	56	400	100
ET161050	2	14	6	55	1800	0
ET161050	3	75	8.55	2	3400	1200
ET171001	1	11	10	54	180	0
ET171003	1	42	.5	2	750	250
ET171003	2	76	15	1	144	250
ET171003	3	5	2	2	1300	500
ET171003	4	75	3	2	1800	300
ET171005	1	5	11	2	7150	0
ET171005	2	75	3	2	1800	0
ET171005	3	123	1.5	2	570	0
ET171006	1	5	4	2	2600	800
ET171006	2	75	3	2	1800	1060
ET171007	1	8	.25	2	206.25	900
ET171007	2	123	.5	2	190	600
ET171007	3	5	3.5	2	2275	1500
ET171007	4	50	2	2	900	400
ET171008	1	75	3	2	1800	560
ET171008	2	76	.5	2	480	180
ET171008	3	5	2	2	1300	700
ET171008	4	123	1	2	380	30
ET171009	1	11	10	54	180	0
ET171009	2	75	5	2	3000	550
ET171009	3	5	3	2	1950	280
ET171010	1	5	2	2	1300	450
ET171010	2	76	.5	2	480	100
ET171010	3	75	3.5	2	2100	300
ET171010	4	43	6	67	0	100
ET171010	5	123	1	2	380	100
ET171011	1	11	4	54	72	0
ET171011	2	76	1	2	960	80
ET171011	3	75	2	2	1200	300
ET171011	4	5	3	2	1950	300
ET171012	1	5	4	2	2600	100
ET171012	2	75	2	2	1200	150
ET171012	3	125	3	2	1140	80
ET171013	1	75	1	2	600	0
ET171013	2	5	1	2	650	0
ET171013	3	123	50	1	190	0
ET171013	4	11	20	5	600	0
ET171015	1	11	30	54	540	0
ET171015	2	75	4	2	2400	1200
ET171015	3	5	2	2	1300	450
ET171016	1	75	5	2	3000	180
ET171016	2	5	3	2	1950	180
ET171016	3	76	1.5	2	1440	230
ET171016	4	42	2	2	3000	150
ET171017	1	5	4	2	2600	400
ET171017	2	5	3	2	1950	600
ET171017	3	123	3	2	1140	300
ET171017	4	10	-77	88	77	88
ET171017	5	11	10	5	300	0
ET171018	1	5	1	2	650	0
ET171018	2	130	1	2	650	150
ET171018	3	75	3	2	1800	300
ET171018	4	15	20	1	120	0
ET171018	5	49	.5	2	600	0
ET171019	1	5	2	2	1300	300
ET171019	2	75	1.5	2	900	200
ET171019	3	49	1	2	1200	100
ET171020	1	5	1.5	2	975	200
ET171020	2	75	3	2	1800	350
ET171020	3	76	50	1	480	150
ET171021	1	5	700	1	4550	700
ET171021	2	75	100	1	600	280
ET171021	3	76	600	1	5760	1200
ET171022	1	5	4	2	2600	1600
ET171022	2	76	1	2	960	400
ET171022	3	11	40	54	720	0
ET171023	1	5	700	1	4550	1000
ET171023	2	75	1700	1	10200	2000
ET171024	1	11	10	25	0	0
ET171024	2	5	6	2	3900	500
ET171024	3	75	4	2	2400	1040
ET171024	4	8	2	2	1650	200
ET171024	5	123	2	2	760	550
ET171024	6	12	3	4	100	50
ET171025	1	5	2	2	1300	500
ET171025	2	75	3	2	1800	390
ET171025	3	123	1	2	380	120
ET171026	1	11	25	54	450	0
ET171026	2	8	3.5	2	2887.5	250
ET171026	3	5	4	2	2600	450
ET171026	4	123	2	2	760	200
ET171026	5	44	4	2	1600	150
ET171028	1	5	4	2	2600	900
ET171028	2	8	4	2	3300	160
ET171028	3	44	10	2	4000	120
ET171028	4	75	6	2	3600	1500
ET171028	5	123	2	2	760	50
ET171029	1	8	3	2	2475	200
ET171029	2	5	4	2	2600	600
ET171029	3	75	3	2	1800	600
ET171029	4	123	1.5	2	570	150
ET171030	1	11	0	88	-88	0
ET171030	2	75	2	2	1200	250
ET171030	3	123	2	2	760	120
ET171030	4	43	1.5	2	547.5	60
ET171030	5	5	4	2	2600	300
ET171030	6	76	1	2	960	100
ET171031	1	11	140	1	350	0
ET171031	2	75	5	2	3000	750
ET171031	3	123	3	2	1140	250
ET171031	4	5	4	2	2600	600
ET171031	5	76	1	2	960	70
ET171031	6	44	2	2	800	25
ET171032	1	11	120	54	2160	0
ET171032	2	76	16	2	15360	1200
ET171032	3	5	7	2	4550	600
ET171032	4	123	2.5	2	1500	170
ET171032	5	44	-77	88	200	12
ET171032	6	12	-77	88	280	60
ET171033	1	5	4	2	2600	0
ET171033	2	75	50	1	300	0
ET171035	1	75	3	2	1800	1300
ET171035	2	5	3	2	1950	900
ET171037	1	11	0	88	88	0
ET171037	2	75	7	2	4200	750
ET171037	3	5	3	2	1950	200
ET171038	1	76	.5	2	480	105
ET171038	2	5	3.5	2	2275	350
ET171038	3	75	1	2	600	300
ET171039	1	11	0	88	-88	0
ET171039	2	75	4.5	2	2700	1100
ET171039	3	5	5	2	3250	900
ET171040	1	11	0	88	0	-88
ET171040	2	75	0	88	0	690
ET171040	3	5	1	2	650	200
ET171042	1	5	2	2	1300	500
ET171042	2	75	2	2	1200	500
ET171042	3	123	2	2	760	400
ET171043	1	123	50	1	190	40
ET171043	2	5	5	2	3250	770
ET171043	3	75	2	2	1200	175
ET171044	1	11	0	88	-88	0
ET171044	2	75	2	2	1200	250
ET171044	3	123	2	2	760	120
ET171044	4	43	1.5	2	5475	60
ET171044	5	5	4	2	2600	300
ET171044	6	76	1	2	960	100
ET171045	1	11	50	54	900	0
ET171045	2	5	2	2	1300	300
ET171045	3	75	4	2	2400	600
ET171045	4	76	.5	2	480	200
ET171046	1	75	2.75	2	1650	700
ET171046	2	11	0	88	-88	0
ET171047	1	5	3	2	1950	800
ET171047	2	75	4	2	2400	1000
ET171047	3	123	1.5	2	570	450
ET171047	4	8	1	2	825	80
ET171048	1	75	3	2	1800	780
ET171048	2	8	1	2	825	80
ET171049	1	5	3	2	1950	900
ET171049	2	75	4	2	2400	700
ET171049	3	43	15	1	54.75	200
ET171049	4	123	0	88	-88	300
ET171049	5	11	50	5	1500	0
ET171049	6	26	80	1	800	300
ET171049	7	12	300	1	1800	60
ET171050	1	11	0	88	80	0
ET181001	1	130	100	2	630	50
ET181001	2	5	25	1	163	50
ET181002	1	5	600	1	3900	0
ET181002	2	75	200	1	1200	0
ET181002	3	123	100	1	380	0
ET181002	4	11	50	54	900	0
ET181003	1	125	75	1	563	0
ET181003	2	130	300	1	1890	0
ET181003	3	75	50	1	300	0
ET181003	4	11	14	54	252	0
ET181004	1	130	2	2	1260	65
ET181004	2	5	2	2	1300	65
ET181005	1	75	1.5	2	900	100
ET181005	2	130	2	2	1260	50
ET181005	3	5	1	2	650	0
ET181005	4	123	50	2	190	0
ET181005	5	21	-99	88	500	0
ET181006	1	75	400	1	2400	0
ET181006	2	123	200	1	720	0
ET181006	3	130	300	1	1890	0
ET181006	4	15	200	1	1200	0
ET181006	5	11	30	54	540	0
ET181007	1	75	200	1	1200	120
ET181007	2	5	300	1	1950	0
ET181007	3	130	300	1	1890	0
ET181007	4	123	150	1	570	0
ET181007	5	125	150	1	1125	0
ET181007	6	11	40	54	720	0
ET181008	1	76	100	1	960	120
ET181008	2	130	550	1	3465	0
ET181008	3	123	400	1	1520	0
ET181008	4	11	0	88	-88	0
ET181009	1	5	2	2	1300	180
ET181009	2	75	2	2	1200	150
ET181009	3	130	3	2	1890	250
ET181009	4	123	1	2	380	120
ET181009	5	125	1.5	2	1125	80
ET181010	1	123	150	1	570	0
ET181010	2	5	250	1	1625	0
ET181010	3	75	350	1	2100	0
ET181010	4	130	300	1	1890	0
ET181010	5	11	30	54	540	0
ET181010	6	21	-99	88	500	0
ET181011	1	130	300	1	1890	100
ET181011	2	75	400	1	2400	170
ET181011	3	125	100	1	750	0
ET181011	4	5	50	1	325	0
ET181011	5	11	20	54	360	0
ET181012	1	75	500	1	3000	0
ET181012	2	130	300	1	1890	0
ET181012	3	123	500	1	1900	0
ET181012	4	5	300	1	1950	0
ET181012	5	11	30	54	540	0
ET181012	6	72	2700	1	8100	1000
ET181012	7	55	1000	1	2500	500
ET181013	1	125	100	1	750	0
ET181013	2	5	250	1	1625	0
ET181013	3	123	150	1	570	60
ET181013	4	75	100	1	600	120
ET181013	5	11	35	54	630	0
ET181014	1	123	400	1	1520	0
ET181014	2	130	600	1	3780	0
ET181014	3	75	50	1	300	135
ET181015	1	11	30	54	540	0
ET181015	2	130	4	2	2520	0
ET181015	3	123	3	2	1140	0
ET181015	4	75	4	2	2400	267
ET181016	1	75	2	2	1200	0
ET181016	2	5	2	2	1300	115
ET181016	3	130	1	2	630	60
ET181016	4	123	3	2	1140	0
ET181016	5	11	15	54	270	0
ET181016	6	21	-99	88	1200	0
ET181017	1	130	3	2	1890	180
ET181017	2	5	4	2	2600	0
ET181017	3	11	20	54	360	0
ET181018	1	11	8	54	144	0
ET181018	2	75	200	1	1200	0
ET181018	3	130	200	1	1260	0
ET181018	4	125	400	1	3000	0
ET181018	5	123	100	1	380	0
ET181018	6	21	-99	88	600	0
ET181019	1	11	15	54	270	0
ET181019	2	123	4	2	1520	0
ET181019	3	75	2	2	1200	178
ET181019	4	125	2	2	1500	0
ET181019	5	130	3	2	1890	0
ET181020	1	5	200	1	1300	0
ET181020	2	130	100	1	630	0
ET181021	1	130	2	2	1260	0
ET181021	2	75	5	2	3000	300
ET181021	3	11	15	54	270	0
ET181022	1	11	0	54	0	0
ET181022	2	130	400	1	2520	0
ET181022	3	125	500	1	3750	0
ET181022	4	75	200	1	1200	0
ET181022	5	21	-99	88	0	0
ET181023	1	75	2	2	1200	0
ET181023	2	5	2	2	1300	0
ET181023	3	125	200	1	1500	0
ET181023	4	130	3	2	1890	0
ET181023	5	123	200	1	760	0
ET181023	6	11	10	54	180	0
ET181023	7	55	500	1	1500	25
ET181023	8	72	750	1	2250	150
ET181024	1	11	16	54	288	0
ET181024	2	75	500	1	3000	270
ET181024	3	125	400	1	3000	135
ET181024	4	123	300	1	1140	0
ET181024	5	130	400	1	2520	135
ET181024	6	21	-99	88	300	0
ET181025	1	11	65	54	1170	0
ET181025	2	130	300	1	1890	0
ET181025	3	123	150	1	570	0
ET181025	4	75	150	1	900	300
ET181025	5	76	50	1	540	0
ET181026	1	5	1.5	2	975	200
ET181026	2	123	1.5	2	570	150
ET181026	3	75	1.5	2	900	0
ET181026	4	76	1	2	960	0
ET181026	5	21	-99	88	100	0
ET181027	1	125	2	2	1500	0
ET181027	2	75	150	1	900	0
ET181027	3	64	150	1	645	0
ET181028	1	11	9	54	162	0
ET181028	2	21	-99	88	0	0
ET181029	1	11	8	54	144	0
ET181029	2	130	2	2	1260	0
ET181029	3	75	5	2	3000	280
ET181029	4	76	1	2	960	0
ET181029	5	72	500	1	1000	315
ET181029	6	20	.5	2	187.5	0
ET181030	1	5	2.5	2	1625	0
ET181030	2	75	1.5	2	900	0
ET181030	3	123	1	2	380	85
ET181030	4	21	-99	88	0	0
ET181031	1	123	50	1	190	0
ET181031	2	125	400	1	3000	0
ET181031	3	130	400	1	2520	0
ET181031	4	5	200	1	1300	0
ET181032	1	130	3	2	1890	0
ET181032	2	75	1.75	2	1050	0
ET181032	3	5	1	2	650	0
ET181033	1	11	6	54	108	0
ET181033	2	75	100	1	600	0
ET181033	3	130	150	1	945	0
ET181033	4	123	300	1	1140	0
ET181033	5	21	-99	88	1000	0
ET181034	1	123	100	1	380	0
ET181034	2	125	600	1	4500	0
ET181034	3	130	500	1	3150	280
ET181034	4	5	300	1	1950	0
ET181034	5	11	30	54	540	0
ET181035	1	11	100	54	1800	0
ET181035	2	5	400	1	2600	160
ET181035	3	76	450	1	4320	200
ET181035	4	55	1	2	370	0
ET181035	5	21	-99	88	0	0
ET181036	1	130	3	2	1890	220
ET181036	2	75	2	2	1200	0
ET181036	3	5	50	1	325	0
ET181036	4	125	1	2	750	50
ET181036	5	21	-99	88	400	0
ET181037	1	11	0	54	0	0
ET181037	2	125	4	41	1500	0
ET181037	3	75	3	41	900	0
ET181037	4	130	6	41	1890	0
ET181038	1	125	2	2	1500	0
ET181038	2	75	150	1	900	0
ET181038	3	130	2	2	1260	0
ET181038	4	5	1	2	650	0
ET181038	5	11	15	54	270	0
ET181038	6	21	-99	88	300	0
ET181039	1	123	100	1	380	0
ET181039	2	75	150	1	900	70
ET181039	3	11	20	54	360	0
ET181040	1	5	500	1	3250	200
ET181040	2	75	300	1	1800	100
ET181040	3	123	300	1	1140	0
ET181040	4	11	20	54	360	0
ET181041	1	75	3	2	1800	50
ET181041	2	130	1.5	2	945	100
ET181041	3	123	2	2	800	250
ET181041	4	11	4	54	72	0
ET181041	5	21	-99	88	150	0
ET181042	1	75	700	1	4200	100
ET181042	2	130	900	1	5670	270
ET181042	3	123	200	1	760	60
ET181042	4	11	30	54	240	0
ET181042	5	55	900	1	2700	230
ET181042	6	72	600	1	3000	400
ET181043	1	11	20	54	360	0
ET181043	2	27	3	41	1500	0
ET181043	3	75	4	2	2400	230
ET181043	4	130	4.5	2	2835	250
ET181043	5	123	2	2	760	0
ET181044	1	11	2	54	36	0
ET181044	2	75	300	1	1800	131
ET181044	3	130	300	1	1890	131
ET181045	1	11	0	54	2520	0
ET181045	2	130	400	1	2520	0
ET181045	3	21	-99	88	0	0
ET181046	1	11	20	54	360	0
ET181046	2	75	300	1	1800	131
ET181046	3	130	300	1	1890	131
ET181047	1	5	300	1	1950	150
ET181047	2	75	250	1	1500	160
ET181047	3	125	200	1	1500	0
ET181047	4	130	300	1	1140	0
ET181047	5	11	80	54	1440	0
ET181048	1	75	200	1	1200	0
ET181048	2	123	100	1	400	190
ET181048	3	5	100	1	650	0
ET181048	4	11	52	54	936	0
ET181049	1	123	150	1	570	0
ET181049	2	75	200	1	1200	133.5
ET181049	3	130	100	1	380	133.5
ET181049	4	21	-99	88	0	0
ET181050	1	11	12	54	216	0
ET181050	2	125	400	1	3000	0
ET181050	3	75	550	1	3300	0
ET181050	4	130	900	1	5670	0
ET181050	5	6	50	56	200	0
ET181050	6	10	60	56	720	0
ET181050	7	39	50	95	3360	20
ET181050	8	21	-99	88	0	0
ET191018	1	123	100	1	380	0
ET191029	1	5	1	2	650	60
ET191029	2	130	1	2	380	30
ET191034	1	75	200	1	1200	135.5
ET191034	2	5	300	1	1950	135.5
ET191037	1	5	1.5	2	975	0
ET191037	2	130	2	2	1260	140
ET191041	1	5	200	1	1300	0
ET191051	1	75	6	2	3600	347
ET191051	2	130	6	2	3700	120
ET201001	1	33	140	1	420	0
ET201001	2	96	150	1	1440	0
ET201001	3	50	30	1	135	120
ET201001	4	7	800	1	5200	60
ET201001	5	75	10	2	6000	480
ET201001	6	76	5	2	4800	520
ET201002	1	8	5	4	150	260
ET201002	2	130	6	4	180	900
ET201003	1	11	3	54	54	0
ET201004	1	11	5	54	90	0
ET201004	2	8	1.5	2	1237.5	150
ET201004	3	5	1	2	650	600
ET201005	1	130	3	2	1890	300
ET201005	2	75	2	2	1200	200
ET201005	3	8	.5	2	412.5	100
ET201005	4	5	1.5	2	975	100
ET201006	1	44	2	2	800	20
ET201006	2	5	2	2	1300	160
ET201006	3	75	1.5	2	900	400
ET201006	4	130	3	2	1890	80
ET201008	1	75	5	2	3000	500
ET201008	2	76	2	2	1920	250
ET201008	3	44	5	2	2000	150
ET201008	4	11	10	54	180	0
ET201009	1	11	180	54	3240	0
ET201009	2	8	2	2	1650	180
ET201009	3	76	1	2	960	160
ET201010	1	76	1.25	2	1200	600
ET201010	2	75	1	2	600	450
ET201011	1	8	1	2	825	200
ET201012	1	11	35	54	630	0
ET201012	2	8	2	2	1650	200
ET201012	3	5	2	2	1300	300
ET201012	4	123	2.5	2	950	250
ET201013	1	11	3	54	54	0
ET201013	2	75	1.5	2	900	535
ET201013	3	76	50	1	480	35
ET201016	1	5	1	2	650	60
ET201016	2	76	3	2	2880	180
ET201016	3	20	1	2	750	70
ET201017	1	124	3	2	2250	500
ET201017	2	75	4	2	2400	680
ET201018	1	8	1.5	2	1237.5	350
ET201019	1	75	2	2	1200	450
ET201020	1	5	50	1	325	100
ET201020	2	75	50	1	300	80
ET201021	1	8	20	1	165	30
ET201023	1	75	1	2	600	200
ET201023	2	76	1	2	960	30
ET201024	1	8	1	2	825	80
ET201024	2	17	3	1	90	0
ET201024	3	27	25	1	375	0
ET201024	4	33	20	1	60	0
ET201024	5	51	30	1	150	0
ET201026	1	5	1	2	650	150
ET201026	2	20	2	2	1500	50
ET201026	3	75	1	2	600	150
ET201026	4	8	.5	2	412.5	24
ET201027	1	11	0	1	0	0
ET201027	2	76	50	1	480	20
ET201027	3	75	50	1	300	60
ET201027	4	43	10	1	36.5	10
ET201027	5	5	2	2	1300	50
ET201028	1	8	50	1	412.5	140
ET201028	2	130	1.5	2	945	80
ET201028	3	15	75	1	1200	60
ET201028	4	75	2	2	1200	100
ET201029	1	11	2	54	36	0
ET201029	2	7	1	2	650	14
ET201029	3	51	50	1	250	0
ET201029	4	50	0	88	-88	5
ET201029	5	123	1	2	380	275
ET201029	6	76	1	2	960	500
ET201030	1	11	15	54	270	0
ET201030	2	17	0	88	-88	0
ET201031	1	33	600	1	3000	2000
ET201031	2	57	150	1	0	500
ET201031	3	5	2	2	1300	225
ET201031	4	76	150	1	1440	156
ET201031	5	123	80	1	304	600
ET201031	6	51	100	1	500	300
ET201032	1	76	2	2	1920	50
ET201032	2	5	1	2	650	80
ET201032	3	75	1.5	2	900	30
ET201033	1	11	4	5	72	0
ET201033	2	75	1	2	600	150
ET201033	3	5	2.5	2	1625	150
ET201033	4	20	25	1	187.5	70
ET201033	5	76	50	1	480	70
ET201034	1	11	5	54	90	0
ET201034	2	76	.5	2	480	300
ET201034	3	42	.5	2	750	60
ET201034	4	20	.8	2	600	48
ET201034	5	5	1	2	650	156
ET201035	1	11	5	9	150	0
ET201035	2	5	2	2	1300	125
ET201035	3	75	5	2	3000	300
ET201035	4	76	2.5	2	2400	130
ET201036	1	8	1	2	825	200
ET201036	2	123	3	2	1140	350
ET201036	3	33	0	88	-88	-88
ET201036	4	27	40	1	600	0
ET201036	5	125	.5	1	375	40
ET201038	1	11	10	1	25	0
ET201038	2	8	30	1	247.5	0
ET201038	3	76	50	1	480	0
ET201039	1	11	10	95	800	0
ET201039	2	75	300	1	1800	380
ET201039	3	76	100	1	960	250
ET201040	1	11	15	54	270	0
ET201040	2	75	2	2	1200	250
ET201040	3	5	1.25	2	812.5	120
ET201041	1	11	0	88	-88	0
ET201042	1	130	3	2	1950	130
ET201042	2	8	3.5	2	2187.5	90
ET201043	1	64	75	1	322.5	15
ET201044	1	64	1	2	430	80
ET201044	2	76	.5	2	480	180
ET201044	3	75	2	2	1200	400
