CHILDCODE	SIBFNDR5	DINT	SIBWGHBR	SIBWGDOC	ENRSIBR5	SIBCARR5	SIBDOMR5	SIBFRMR5	SIBOUTR5	SIBPARR5	SIB20R5	FEAS01R5	FEAS02R5	FEAS03R5	FEAS04R5	FEAS05R5	FEAS06R5	FEAS07R5	FEAS08R5	FEAS09R5	FEAS10R5	FEAS11R5	FEAS12R5	FEAS13R5	FEAS14R5	FEAS15R5	FEAS16R5	FEAS17R5	FEAS18R5	FEAS19R5	FEAS20R5	FEAS21R5	FEAS22R5	FEAS23R5	FEAS24R5	SASHCLR5	SASHWKR5	SPLDECR5	SNOCHCR5	SCLTRGR5	STRYHDR5	SFTRWRR5	SEMBBKR5	SASHSHR5	SBRJOBR5	SWRUNIR5
140093	1	17/03/2017 12:01:45	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	3	3	3	4	3	3	3	4	2	3	3	3	3	3	3	4	3	4	4	4	2	4	4	5	4	3	5	4
140097	0	27/11/2016 14:45:02	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140098	1	20/11/2016 11:28:39	 	 	1	0	0	0	0	1	0	2	3	2	3	3	3	2	3	2	1	4	2	3	4	3	3	4	3	3	4	2	3	4	3	4	 	3	 	4	5	4	2	3	5	4
140101	1	13/11/2016 10:43:09	 	 	1	0	1	0	0	1	0	3	4	3	4	3	4	3	3	3	2	3	3	3	3	4	3	4	3	3	4	2	3	4	3	4	3	2	2	4	5	5	3	3	4	4
140102	1	02/11/2016 12:25:08	 	 	1	0	1	0	0	1	0	4	4	4	4	4	4	4	4	4	3	4	4	3	4	3	3	3	3	3	4	2	3	4	2	3	5	5	1	2	5	5	4	3	5	5
140107	1	13/11/2016 09:29:41	 	 	1	0	1	0	0	1	0	4	4	3	4	3	4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	1	1	4	4	5	5	4	5	4
150014	1	06/11/2016 14:07:43	 	 	1	0	1	0	0	1	0	3	4	2	3	2	4	3	3	2	3	4	2	3	3	4	2	4	2	3	4	2	3	4	2	4	4	3	2	3	3	5	4	2	5	4
150073	0	19/11/2016 09:05:56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150145	1	01/03/2017 08:06:30	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	2	3	3	3	3	3	3	3	3	2	4	3	3	4	2	3	4	2	5	4	4	4	4	5	4	5	4	5	5
160040	0	21/03/2017 12:28:21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170002	1	11/12/2016 16:31:16	 	 	1	0	1	0	1	1	0	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	2	4	3	3	3	2	3	4	3	4	4	3	2	3	5	4	5	5	5	3
170003	1	09/01/2017 15:59:01	 	 	1	0	1	0	0	1	0	3	4	77	3	2	4	3	3	3	3	4	3	3	3	4	3	4	3	3	3	2	3	3	3	3	3	2	2	4	4	4	4	4	5	4
170004	1	23/11/2016 11:07:28	 	 	1	0	1	0	0	1	0	3	3	2	3	2	3	2	3	2	2	3	2	3	2	3	2	3	2	3	3	2	3	3	2	3	3	3	3	3	3	3	4	4	4	3
170005	1	12/12/2016 11:02:04	 	 	1	0	1	0	0	1	0	3	3	2	2	3	4	2	3	3	2	3	3	3	3	3	2	3	3	3	3	2	2	3	3	3	3	2	3	4	5	5	4	3	4	3
170006	0	23/01/2017 16:00:26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170007	1	24/11/2016 16:06:30	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	2	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3
170008	1	22/11/2016 11:19:32	 	 	1	0	1	0	0	1	1	3	 	2	2	2	 	2	 	3	2	 	3	3	3	 	2	 	3	3	 	2	3	 	3	2	3	2	2	2	4	4	4	 	4	 
170010	1	23/11/2016 17:57:18	 	 	1	0	0	0	0	1	0	3	3	2	3	2	4	3	2	3	3	2	2	2	2	3	2	2	2	3	2	2	3	2	2	3	 	4	 	3	4	4	3	3	4	4
170011	1	09/12/2016 17:30:56	 	 	0	0	1	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	3	3	4	4	3	3	3	 	4	 
170013	1	22/11/2016 18:08:35	 	 	0	0	1	1	0	1	1	3	 	3	2	3	 	2	 	3	2	 	4	2	3	 	3	 	4	2	 	3	3	 	4	3	4	2	3	3	5	5	3	 	5	 
170015	1	19/12/2016 13:27:07	 	 	1	1	1	0	0	1	0	3	3	2	3	2	4	2	3	3	3	3	2	2	2	3	2	3	79	3	4	2	3	3	2	3	3	3	3	2	4	4	2	3	4	4
170017	1	23/12/2016 14:30:52	 	 	1	0	1	1	0	1	0	3	3	3	4	4	4	3	4	3	3	4	3	4	3	4	3	4	4	4	4	3	4	4	3	4	5	5	3	4	5	4	5	4	5	5
170020	1	03/12/2016 19:47:35	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	3	3	3	2	3	2	2	3	3	2	3	3	3	3	2	3	3	3	3	 	4	 	3	4	4	4	4	4	4
170021	1	04/12/2016 18:04:43	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	3	3	 	3	 	3	4	4	3	4	4	4
170024	1	22/12/2016 19:14:10	 	 	1	0	0	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	3	3	3	4	3	3	3	 	3	 
170027	1	18/12/2016 13:04:25	 	 	1	0	0	0	0	1	0	3	4	2	3	2	3	3	2	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	 	3	 	2	4	4	4	3	5	4
170028	1	24/11/2016 17:20:22	 	 	1	0	1	1	0	1	1	3	 	2	3	3	 	2	 	3	3	 	3	3	3	 	2	 	3	3	 	2	3	 	3	4	3	1	2	3	5	5	4	 	5	 
170029	1	26/11/2016 18:11:04	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	2	3	3	2	3	3	3	2	2	2	3	3	3	3	2	3	3	2	3	4	4	1	2	4	4	4	4	4	4
170033	1	21/12/2016 20:46:11	 	 	1	0	1	0	0	1	0	3	4	2	3	2	4	2	3	3	3	4	3	3	3	3	2	4	2	3	3	2	3	3	3	3	3	4	2	4	4	4	3	3	4	4
170035	1	01/01/2017 20:48:34	 	 	1	0	0	0	0	1	0	3	3	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	 	3	 	3	3	3	4	3	4	4
170036	1	30/12/2016 13:08:52	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	2	3	2	3	3	3	4	3	3	2	2	2	3	3	2	2	4	2	3	 	2	 	3	4	4	3	4	5	4
170037	1	15/12/2016 11:42:09	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	3	4	3	3	3	4	4	4	3	4	4	3
170041	1	24/11/2016 17:58:21	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	2	2	3	3	3	2	2	3	3	2	2	3	3	3	2	3	3	3	3	4	3	3	4	4	4	4	4	4	4
170043	1	27/11/2016 19:11:10	 	 	1	0	0	0	0	1	0	2	4	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	 	3	 	3	3	3	4	4	3	3
170045	1	04/12/2016 18:58:03	 	 	1	1	1	0	0	1	0	3	3	2	3	2	3	2	3	2	2	3	2	3	2	4	2	3	3	2	4	2	3	4	3	4	3	3	3	4	3	4	2	3	4	4
170046	1	30/11/2016 17:45:33	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 	3	 	3	3	3	4	4	4	4
170047	0	25/11/2016 20:04:08	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170048	1	28/11/2016 08:11:58	 	 	0	0	0	0	1	1	1	3	 	3	3	2	 	2	 	2	3	 	3	2	3	 	2	 	3	3	 	2	3	 	3	4	4	1	3	4	4	3	4	 	4	 
170052	1	13/12/2016 19:11:39	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	4	3	 	4	 	4	4	4	4	4	3	3
170055	1	04/12/2016 12:56:22	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	3	3	4	3	3	3	3	4	3	3	2	4	4	5	3	3	4	3
170056	1	03/12/2016 10:40:06	 	 	0	0	1	0	1	1	1	3	 	3	3	3	 	2	 	3	3	 	3	3	3	 	2	 	4	3	 	3	4	 	4	4	4	2	2	5	5	5	4	 	4	 
170057	1	08/12/2016 19:20:09	 	 	1	0	0	0	0	1	0	3	3	2	3	2	4	2	4	3	2	3	2	3	3	3	2	3	2	3	4	3	3	3	3	3	 	3	 	3	4	4	4	4	4	4
170059	1	22/12/2016 17:36:09	 	 	1	1	1	0	0	1	0	3	4	3	3	3	3	3	3	4	3	3	3	4	3	4	2	3	3	4	3	3	2	3	3	4	4	3	2	4	4	5	3	3	5	4
170062	1	20/12/2016 13:21:45	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	4	3	3	3	2	3	3	3	2	2	3	3	4	2	3	3	3	3	2	2	4	4	4	4	4	4	3	4
170063	1	12/12/2016 10:04:46	 	 	1	0	0	0	0	1	0	3	4	2	3	2	4	3	3	3	3	3	2	2	3	4	2	3	3	3	3	2	3	3	3	3	 	3	 	3	4	4	4	4	4	4
170066	1	05/12/2016 17:15:00	 	 	1	0	0	0	0	1	0	3	3	2	3	2	3	2	3	2	2	3	3	2	2	3	2	3	2	3	3	3	3	3	3	3	 	3	 	3	3	3	3	3	3	3
170069	1	07/12/2016 17:18:00	 	 	1	0	0	1	0	1	0	3	4	3	2	3	4	2	2	3	2	4	3	2	3	4	3	2	3	3	3	3	3	3	2	3	4	3	2	3	4	4	3	3	3	4
170070	1	19/12/2016 17:59:35	 	 	1	0	1	0	0	1	0	4	3	2	4	3	3	2	3	3	4	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	2	4	3	2	3	4	3
170071	1	15/12/2016 14:40:54	 	 	0	0	1	1	0	1	1	2	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	4	2	2	4	4	4	4	 	4	 
170072	1	05/12/2016 09:55:20	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	3	2	3	4	2	3	3	4	3	3	3	4	3	3	3	4	2	3	4	3	2	3	4	4	2	4	5	4
170073	1	04/12/2016 20:06:02	 	 	1	0	1	0	0	1	0	2	4	2	1	2	4	2	2	3	2	4	2	4	2	4	2	2	2	3	3	2	2	4	2	2	4	3	4	4	3	5	5	3	5	3
170076	1	10/12/2016 15:13:27	 	 	1	0	0	0	0	1	0	3	4	2	3	2	4	2	4	3	3	4	3	3	3	3	2	3	2	3	3	3	3	4	3	3	 	3	 	3	4	4	4	3	4	4
170080	1	07/12/2016 09:10:08	 	 	1	0	0	0	0	1	0	3	3	3	79	2	3	2	3	2	2	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	 	3	 	3	3	3	4	4	4	4
170082	1	25/12/2016 16:10:59	 	 	1	0	1	0	0	1	0	3	4	2	3	2	4	2	3	3	2	4	3	3	3	4	3	3	3	3	4	2	3	3	3	3	3	3	3	4	3	4	4	4	4	3
170083	1	20/01/2017 18:51:55	 	 	1	0	0	0	0	1	0	3	3	2	3	2	4	2	3	3	3	3	3	3	3	4	3	4	3	3	3	2	3	3	3	4	 	4	 	3	4	4	4	3	4	4
170084	1	16/12/2016 13:36:39	 	 	0	0	0	0	1	1	1	2	 	2	2	2	 	2	 	3	3	 	3	3	3	 	2	 	3	2	 	2	3	 	3	4	4	1	2	3	4	4	3	 	4	 
170085	1	11/01/2017 19:14:18	 	 	1	0	0	0	0	1	0	3	3	2	3	3	4	3	3	3	2	4	2	2	2	3	2	3	3	3	3	2	3	3	2	2	 	1	 	2	5	3	3	3	2	3
170086	1	13/12/2016 17:50:30	 	 	1	0	0	0	0	1	0	3	3	2	3	2	3	2	3	3	3	4	3	3	3	3	2	3	3	3	3	2	3	3	3	4	 	4	 	3	4	4	3	4	4	4
170087	1	15/01/2017 14:40:56	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	3	3	3	2	4	2	3	3	4	3	3	3	3	4	2	3	4	3	4	 	2	 	4	4	5	3	4	5	4
170088	1	18/12/2016 19:52:06	 	 	1	0	1	0	0	1	0	3	4	2	3	3	4	3	4	3	3	4	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4
170089	1	20/12/2016 19:54:44	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	2	3	3	2	4	3	3	3	4	3	3	3	2	3	2	3	3	2	3	3	4	2	3	4	4	4	3	4	3
170090	1	20/12/2016 14:34:14	 	 	1	0	0	0	0	1	0	3	4	2	3	3	3	2	4	3	2	3	3	3	3	4	3	4	3	3	3	2	3	4	3	4	 	4	 	3	4	5	3	4	5	4
170091	1	21/12/2016 08:38:06	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	3	3	3	3	4	3	3	3	4	2	3	3	3	3	2	3	3	3	4	 	2	 	3	4	4	3	3	4	4
170092	1	20/12/2016 11:36:43	 	 	1	0	0	0	0	1	0	3	4	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	2	3	3	3	4	 	2	 	4	4	4	3	3	4	4
170093	1	22/12/2016 15:58:09	 	 	1	0	1	0	0	1	0	3	3	2	3	2	4	3	3	3	3	4	2	3	3	4	2	4	3	3	3	2	3	4	2	3	4	3	2	3	4	4	3	4	4	4
170094	1	24/12/2016 20:15:50	 	 	0	0	1	1	1	1	1	3	 	3	3	2	 	3	 	4	3	 	3	3	3	 	4	 	2	3	 	3	3	 	4	3	3	3	4	4	4	5	3	 	4	 
170096	1	09/12/2016 16:08:05	 	 	0	0	0	0	1	1	0	4	3	4	4	3	3	3	2	4	3	2	3	3	2	2	4	3	2	4	3	2	3	3	4	5	4	2	1	5	5	5	5	5	4	3
170097	1	12/12/2016 15:44:47	 	 	1	0	0	0	0	1	0	4	4	2	3	3	3	3	4	3	3	4	3	4	3	4	3	4	4	3	4	3	3	4	3	4	 	4	 	4	4	4	4	4	4	4
170099	1	10/12/2016 08:25:26	 	 	1	0	0	0	0	1	0	3	4	2	3	3	4	3	3	3	3	3	2	3	3	4	3	3	3	3	3	2	3	3	3	4	 	4	 	3	3	4	4	4	4	4
170101	1	06/12/2016 16:51:57	 	 	1	0	0	0	0	1	0	3	3	2	3	2	3	2	3	3	2	3	2	3	2	3	2	3	3	3	3	2	3	3	3	3	 	3	 	3	3	3	3	3	3	3
170104	1	26/11/2016 08:13:49	 	 	1	0	1	0	0	1	1	3	 	3	3	3	 	2	 	3	2	 	3	3	3	 	2	 	3	3	 	3	3	 	3	4	4	2	2	4	4	4	4	 	4	 
170109	1	11/12/2016 18:21:51	 	 	1	0	1	0	0	1	0	1	4	2	1	2	3	3	4	3	4	4	3	3	3	3	2	3	2	3	4	2	3	3	3	4	5	2	2	5	5	4	5	3	4	3
170112	1	27/12/2016 21:02:19	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	2	4	3	3	3	2	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3
170114	1	14/12/2016 17:08:40	 	 	0	0	1	0	1	1	1	2	 	2	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	4	4	2	4	4	4	4	4	 	4	 
170118	1	26/12/2016 08:48:00	 	 	1	0	1	0	0	1	0	2	4	1	3	2	3	1	3	3	2	4	1	2	3	4	1	3	3	2	3	1	2	4	2	2	4	3	1	3	5	3	1	4	5	5
170126	0	20/12/2016 16:45:32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180001	1	15/11/2016 17:30:43	 	 	1	0	0	0	0	1	0	3	3	2	3	2	3	2	3	3	2	4	2	3	3	3	2	3	3	2	3	2	3	3	2	4	 	2	 	2	5	5	4	4	4	4
180004	1	01/11/2016 08:39:45	 	 	1	1	1	1	0	1	0	4	4	3	3	3	3	2	3	4	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	4	3	3	3	5	5	5	3	5	4
180007	1	16/11/2016 11:15:50	 	 	1	1	1	0	0	1	0	2	3	3	3	3	3	2	4	3	3	4	3	3	2	4	2	4	3	2	4	2	3	4	2	3	3	3	4	2	4	4	5	2	5	3
180008	1	19/11/2016 18:49:07	 	 	1	0	1	0	0	1	0	3	3	2	3	2	3	2	3	3	79	3	2	3	2	4	2	4	2	3	3	2	2	3	2	3	2	3	2	3	4	3	4	3	4	3
180016	1	22/11/2016 17:45:19	 	 	0	1	1	1	0	1	0	3	3	2	3	2	3	2	3	3	3	3	2	3	3	3	2	4	2	2	3	2	3	3	3	3	3	2	2	4	4	4	4	2	4	4
180021	1	27/11/2016 08:57:06	 	 	1	0	0	0	0	1	0	3	4	2	3	2	4	2	3	3	3	4	2	3	3	4	2	3	3	3	4	3	3	4	3	3	 	3	 	3	2	4	3	3	5	4
180024	0	17/11/2016 11:19:07	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180029	1	21/11/2016 15:20:57	 	 	1	0	1	0	0	1	0	3	4	2	2	2	3	2	2	3	2	3	2	2	2	2	1	2	3	2	3	2	2	2	3	4	4	2	2	3	3	3	3	3	4	3
180035	1	24/11/2016 21:10:40	 	 	1	1	1	1	0	1	0	3	4	2	3	3	4	3	4	3	3	4	3	3	3	4	4	3	3	3	4	3	3	4	3	4	3	2	2	4	5	4	4	4	5	4
180036	1	23/11/2016 17:12:22	 	 	1	0	1	0	0	1	0	4	4	3	4	3	4	3	3	4	3	3	3	4	3	3	3	4	3	3	3	3	3	3	2	4	4	3	4	3	4	4	3	4	4	4
180039	1	13/11/2016 19:29:50	 	 	1	1	1	0	1	1	0	3	3	3	3	3	3	3	3	2	3	3	2	2	3	2	2	2	3	2	3	3	3	3	2	2	4	2	2	3	5	4	4	3	5	3
180040	1	13/11/2016 10:50:48	 	 	1	1	1	1	0	1	0	1	3	2	1	2	3	3	3	3	3	3	2	3	2	2	3	3	2	3	2	3	1	2	2	4	4	4	2	4	2	1	4	4	4	4
180044	1	20/11/2016 15:38:44	 	 	1	0	0	0	0	1	0	3	4	3	3	4	4	3	3	4	3	4	3	3	3	3	3	4	3	3	3	4	3	3	3	4	 	4	 	4	4	5	4	4	4	4
180045	0	28/11/2016 11:41:32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180046	1	27/11/2016 20:59:07	 	 	1	0	1	0	0	1	0	2	4	3	2	3	4	3	4	3	2	4	3	3	3	3	3	3	2	3	4	3	3	4	3	5	3	2	2	5	5	5	4	4	4	5
180047	1	20/11/2016 15:54:06	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	4	3	2	4	3	3	3	4	4	4	3	3	3	2	3	4	3	3	4	4	3	3	4	4	3	3	5	4
180050	1	13/11/2016 14:27:32	 	 	1	1	1	1	0	1	0	3	4	2	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	4	2	2	3	4	5	4	4	4	4
180051	1	04/11/2016 12:54:28	 	 	1	0	1	0	0	1	0	4	4	3	4	4	4	1	3	3	1	4	3	2	4	4	1	2	4	4	4	3	3	3	3	3	5	1	5	4	5	5	3	4	5	5
180056	1	05/11/2016 10:43:04	 	 	0	0	1	1	1	1	1	3	 	2	4	3	 	3	 	2	3	 	2	3	4	 	3	 	3	3	 	3	3	 	3	4	3	2	2	4	4	4	2	 	5	 
180057	0	16/11/2016 02:48:55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180058	0	06/11/2016 13:38:42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180064	1	23/11/2016 17:05:53	 	 	1	0	1	0	0	1	0	3	4	3	3	2	4	2	3	3	3	4	3	2	2	4	2	4	3	3	4	2	3	4	3	3	4	5	1	4	2	3	5	3	5	4
180066	1	05/11/2016 11:08:55	 	 	1	0	0	0	1	1	0	4	4	2	4	3	4	2	3	3	4	4	3	3	3	4	3	3	3	3	3	3	4	3	3	3	5	3	2	3	4	4	4	3	4	3
180067	1	07/11/2016 18:44:23	 	 	1	0	1	0	1	1	0	4	4	3	4	3	4	3	3	3	2	3	3	3	2	3	2	4	3	2	3	3	3	3	3	4	4	2	2	3	4	4	3	3	4	4
180075	1	26/11/2016 19:39:26	 	 	0	0	1	1	1	1	0	3	4	2	4	3	4	3	3	2	3	4	3	3	3	3	2	3	3	2	3	3	3	3	3	3	5	2	1	4	5	5	4	3	4	4
180083	1	12/11/2016 16:16:00	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	2	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	2	3	4	4	4	3	5	4
180084	1	05/11/2016 14:47:09	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	2	3	2	3	4	3	3	3	2	2	3	2	2	2	2	3	3	3	3	1	1	3	5	5	4	3	5	3
180090	1	09/11/2016 10:00:19	 	 	0	1	1	0	0	1	1	3	 	2	3	3	 	2	 	3	2	 	3	2	3	 	3	 	3	3	 	3	3	 	3	3	4	4	2	3	4	4	4	 	4	 
180091	1	22/11/2016 20:29:59	 	 	1	1	1	0	1	1	1	3	 	3	2	4	 	3	 	2	3	 	4	3	2	 	2	 	3	2	 	3	3	 	4	4	4	1	1	4	5	4	5	 	5	 
180092	1	12/12/2016 16:59:04	 	 	1	0	0	1	1	1	1	2	 	2	3	3	 	3	 	3	3	 	3	3	3	 	2	 	3	3	 	3	3	 	3	4	4	2	2	4	4	4	4	 	4	 
180094	1	08/11/2016 19:07:40	 	 	1	0	0	0	0	1	0	4	3	3	2	3	4	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	2	4	 	4	 	4	4	4	4	4	4	4
180096	1	08/11/2016 21:35:36	 	 	1	0	1	0	0	1	0	4	4	3	4	3	4	3	4	2	2	4	3	3	3	3	3	3	2	4	3	3	1	3	3	4	4	2	4	3	4	4	4	3	5	4
180099	0	15/11/2016 22:41:31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180100	1	01/11/2016 09:52:25	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	4	3	3	3	4	3	4	3	4	4	2	3	4	3	5	4	3	1	5	5	3	3	5	5	5
180104	1	30/11/2016 19:12:59	 	 	0	0	0	0	1	1	1	3	 	3	3	3	 	2	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	4	2	2	3	4	4	3	 	4	 
180107	1	12/11/2016 10:25:25	 	 	1	0	0	0	0	1	0	4	4	1	3	4	4	2	3	2	2	4	3	3	3	4	2	4	3	3	2	2	2	3	3	5	 	3	 	4	5	5	5	5	5	5
180118	0	21/11/2016 20:02:15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180121	1	06/11/2016 09:57:47	 	 	1	0	1	0	0	1	0	2	4	1	3	4	3	2	3	2	1	3	4	3	2	3	1	3	2	3	4	3	4	3	4	3	4	2	5	3	1	4	2	3	5	4
180128	1	20/12/2016 20:27:28	 	 	0	1	1	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	3	3	3	3	4	4	4	 	3	 
190005	1	04/12/2016 17:00:42	 	 	1	0	1	0	0	1	0	3	3	3	3	2	4	3	3	3	2	3	3	3	3	3	2	3	2	3	2	2	3	3	2	4	3	3	2	2	2	4	3	4	4	4
190007	0	09/12/2016 18:04:55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
190009	1	29/11/2016 14:05:14	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	2	2	2	2	3	3	3	3	2	2	2	3	3	2	3	2	2	3	3	4	1	3	2	5	4	4	3	5	3
190011	1	01/12/2016 10:32:48	 	 	0	0	1	0	1	1	0	3	3	3	3	3	4	3	4	3	4	4	3	4	4	4	3	4	3	3	4	2	3	4	3	4	5	2	3	4	5	5	5	4	5	4
190012	1	01/12/2016 13:25:07	 	 	1	0	1	0	0	1	0	2	4	1	2	3	3	2	3	3	2	4	2	3	3	4	2	3	3	3	3	2	3	4	3	4	4	4	2	4	2	2	5	4	4	4
190014	1	11/12/2016 23:43:53	 	 	0	0	1	0	1	1	1	2	 	2	2	2	 	77	 	3	3	 	3	77	77	 	2	 	3	2	 	2	77	 	3	3	3	2	2	3	4	4	4	 	4	 
190018	1	10/12/2016 17:21:24	 	 	0	0	0	0	1	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	4	3	2	4	4	4	4	4	4	4
190019	1	04/12/2016 14:26:02	 	 	0	1	1	1	1	1	0	3	4	3	3	3	3	3	3	3	3	4	4	3	3	4	3	4	4	3	4	4	3	4	3	3	3	3	4	3	5	4	1	3	5	3
190020	1	02/12/2016 08:30:28	 	 	1	0	1	1	0	1	0	3	4	3	3	2	4	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	2	2	3	4	4	4	4	5	4
190021	1	28/11/2016 18:02:29	 	 	1	0	0	0	0	1	0	4	4	2	3	3	4	3	3	4	4	4	3	4	4	3	3	3	3	4	2	2	3	4	3	5	 	2	 	4	5	5	5	5	5	5
190022	1	29/11/2016 17:17:50	 	 	0	1	0	0	1	1	0	3	3	2	3	3	4	3	3	3	3	4	3	3	3	3	2	3	3	3	3	2	3	3	3	3	4	4	2	4	4	4	4	4	4	4
190023	1	30/11/2016 13:58:40	 	 	1	0	1	0	0	1	0	3	3	2	3	2	3	77	2	2	3	3	3	3	77	2	77	2	3	3	2	2	3	3	3	3	3	2	2	3	4	4	4	3	5	4
190025	0	29/11/2016 15:00:28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
