CHILDCODE	SIBFNDR5	DINT	SIBWGHBR	SIBWGDOC	ENRSIBR5	SIBCARR5	SIBDOMR5	SIBFRMR5	SIBOUTR5	SIBPARR5	SIB20R5	FEAS01R5	FEAS02R5	FEAS03R5	FEAS04R5	FEAS05R5	FEAS06R5	FEAS07R5	FEAS08R5	FEAS09R5	FEAS10R5	FEAS11R5	FEAS12R5	FEAS13R5	FEAS14R5	FEAS15R5	FEAS16R5	FEAS17R5	FEAS18R5	FEAS19R5	FEAS20R5	FEAS21R5	FEAS22R5	FEAS23R5	FEAS24R5	SASHCLR5	SASHWKR5	SPLDECR5	SNOCHCR5	SCLTRGR5	STRYHDR5	SFTRWRR5	SEMBBKR5	SASHSHR5	SBRJOBR5	SWRUNIR5
50078	0	01/12/2016 13:52:19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
50079	1	04/12/2016 09:50:55	 	 	1	1	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	4	3	4	3	2	3	2	3	4	3	2	3	4	3	3	3	4	3	3	3	4	3	3	5	5
50082	1	30/11/2016 12:28:47	 	 	1	1	0	0	0	1	0	2	3	2	3	2	3	2	3	3	2	3	2	3	2	4	2	3	2	3	3	2	3	3	2	3	4	3	2	4	4	4	4	4	4	4
50083	0	01/12/2016 13:11:17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
50084	1	02/12/2016 13:25:46	 	 	0	1	0	1	1	1	0	4	4	3	4	4	4	4	4	4	4	4	4	3	4	3	3	4	4	3	4	3	3	4	3	5	4	3	3	4	4	4	3	3	4	3
50086	0	07/12/2016 17:55:55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
50091	1	07/12/2016 14:05:40	 	 	1	0	0	0	0	1	0	2	4	2	2	2	4	3	3	2	3	3	2	4	3	4	2	3	4	3	2	4	2	4	2	1	 	2	 	4	4	4	3	3	4	4
50097	1	27/11/2016 17:27:46	 	 	0	0	1	0	1	1	0	3	3	2	1	3	3	2	2	3	3	3	2	3	2	2	2	3	3	3	3	2	2	2	3	3	3	4	2	3	4	4	4	3	2	3
50098	1	03/12/2016 13:30:44	 	 	0	0	0	0	0	1	0	3	3	2	3	2	2	2	2	2	3	2	3	3	3	2	3	2	3	3	2	3	3	2	3	3	 	4	 	3	4	3	79	3	4	79
50100	1	04/12/2016 17:10:32	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	4	2	4	4	4	4	4	4	4
50108	1	22/12/2016 18:56:05	 	 	0	1	1	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	4	2	2	4	4	4	4	 	3	 
50115	1	01/12/2016 13:50:15	 	 	1	0	0	0	0	1	0	3	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	4	 	4	 	4	3	4	5	5	4	5
50117	1	03/12/2016 12:22:36	 	 	0	0	1	0	1	1	0	3	3	3	3	3	3	2	2	2	3	2	3	3	3	2	3	2	3	3	2	2	3	3	3	4	4	3	2	4	5	5	4	4	5	4
50118	1	29/11/2016 12:04:46	 	 	1	0	1	0	0	1	0	2	3	2	2	3	3	2	2	4	2	3	4	2	2	3	2	3	3	3	2	2	2	3	2	4	3	3	1	2	4	4	4	3	4	4
60003	0	24/12/2016 15:32:00	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60004	1	24/12/2016 12:04:33	 	 	0	0	1	1	0	1	1	3	 	3	3	2	 	3	 	3	3	 	2	3	3	 	3	 	3	3	 	3	3	 	3	4	3	4	4	4	5	5	4	 	4	 
60007	1	28/12/2016 12:15:58	 	 	0	0	0	0	1	1	0	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	2	3	3	2	3	3	3	4	4	4	2	4	5	4	4	3	4	4
60015	0	15/12/2016 18:33:12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60019	1	17/03/2017 14:40:38	 	 	1	1	1	0	0	1	0	3	3	3	4	2	2	2	1	2	3	2	3	3	3	1	2	1	3	2	1	2	3	1	3	3	4	2	2	3	4	4	2	2	4	3
60020	0	21/12/2016 15:45:49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60023	0	16/12/2016 12:11:34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60025	1	22/12/2016 18:28:59	 	 	1	1	1	0	0	1	0	3	4	3	3	3	4	3	3	3	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	5	5	4	2	4	4	5	5	5	5	4
60031	1	15/12/2016 14:01:39	 	 	0	0	1	0	1	1	0	3	4	3	3	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	79	3	3	3	3	4	3	4	3	4	4	3	3	5	3
60036	1	16/12/2016 18:21:29	 	 	0	0	0	0	1	1	0	3	4	3	3	3	3	4	4	4	3	4	3	3	2	3	3	4	3	3	4	3	3	4	3	4	5	4	2	4	5	4	4	4	4	4
60039	1	19/12/2016 19:01:36	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	3	3	2	4	3	3	3	4	1	4	3	3	4	3	3	4	3	3	4	4	1	3	4	5	1	3	5	4
60040	1	18/12/2016 15:51:21	 	 	0	0	1	0	0	1	0	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	4	4	2	4	4	4	4	4	4	4	3
60041	1	29/12/2016 14:15:45	 	 	0	0	0	0	1	1	0	2	4	3	1	2	3	1	2	3	2	3	3	3	2	3	1	4	3	1	3	2	3	3	3	3	3	1	1	4	5	2	3	4	2	2
60048	1	14/12/2016 11:29:28	 	 	0	0	0	0	1	1	1	3	 	3	3	2	 	3	 	3	3	 	3	3	3	 	3	 	2	3	 	2	3	 	3	4	4	4	2	4	5	4	4	 	5	 
60050	0	14/12/2016 15:28:08	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60051	1	13/12/2016 17:35:37	 	 	0	0	0	0	1	1	0	4	3	3	3	2	4	3	1	4	3	3	2	3	3	2	2	1	3	3	2	2	3	2	3	3	4	4	3	3	4	5	3	3	4	5
60052	1	13/12/2016 10:44:41	 	 	1	0	1	1	0	1	0	3	4	2	3	2	3	2	3	2	2	3	3	3	3	3	2	3	2	3	4	2	2	3	2	3	2	3	2	3	2	4	2	2	3	4
60054	0	12/12/2016 13:48:38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60061	1	11/12/2016 09:27:33	 	 	1	0	1	1	0	1	0	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	3	3	3	4	3	3	3	4	4	3	4	4	4	4
60063	1	01/12/2016 09:25:05	 	 	0	1	1	0	0	1	1	3	 	3	3	3	 	3	 	4	3	 	3	3	3	 	3	 	3	3	 	2	3	 	3	4	3	2	3	3	5	4	3	 	4	 
60064	0	06/12/2016 11:43:51	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60065	0	09/12/2016 19:25:34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60067	1	09/03/2017 16:09:43	 	 	1	0	1	0	0	1	0	3	3	3	2	2	4	4	2	3	3	3	3	3	3	3	2	4	3	2	3	2	2	3	3	4	3	5	1	1	5	3	1	3	4	4
60068	0	08/12/2016 12:24:16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60071	0	04/12/2016 21:00:52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60076	1	03/12/2016 17:05:33	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	4	2	2	3	3	2	4	4	2	4	4	5	5	3	3	5	4
60077	0	06/12/2016 17:25:19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60084	1	01/12/2016 10:56:47	 	 	0	0	0	0	1	1	0	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	4	4	2	2	4	5	4	4	4	5	4
60094	0	04/12/2016 10:56:07	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60100	1	05/12/2016 20:43:13	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	4	4	4	4	4	4	5	5	4	4	4
60103	1	14/12/2016 10:59:39	 	 	1	0	1	0	0	1	0	3	4	3	4	3	4	3	3	3	3	4	3	4	3	4	2	4	3	3	3	2	3	4	3	4	3	4	1	5	4	5	5	4	5	4
60104	0	18/12/2016 10:03:17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60106	1	21/12/2016 12:36:52	 	 	0	1	1	0	1	1	0	3	4	3	4	3	3	2	2	3	3	4	3	3	3	4	4	3	3	3	3	2	3	2	3	3	4	4	2	4	5	4	4	4	4	4
60111	1	29/12/2016 11:15:03	 	 	0	0	1	0	0	1	0	3	3	3	3	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	4	4	4	4	4	4	2
60119	0	07/12/2016 18:55:34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60127	1	09/12/2016 17:40:41	 	 	0	1	1	0	1	1	1	3	 	2	3	3	 	2	 	3	3	 	3	3	3	 	2	 	3	3	 	3	3	 	3	3	4	4	2	4	4	2	4	 	4	 
70001	1	19/11/2016 16:05:41	 	 	1	0	1	0	0	1	0	3	4	3	3	3	4	3	4	4	3	3	3	3	3	4	3	4	3	3	3	3	3	4	3	4	4	4	4	4	4	4	5	4	4	4
70003	1	22/11/2016 19:30:48	 	 	1	0	1	0	0	1	0	3	4	2	3	2	3	2	2	3	2	4	4	3	2	3	2	4	2	3	4	2	2	4	2	3	3	4	3	2	4	5	4	2	4	4
70009	1	18/11/2016 14:12:37	 	 	1	0	0	0	0	1	0	3	4	2	2	3	4	3	4	3	2	4	2	3	3	4	2	4	3	3	4	2	3	4	2	3	 	2	 	4	4	4	4	3	5	3
70011	1	30/11/2016 17:16:43	 	 	1	0	1	1	0	1	0	3	3	3	3	2	3	3	3	2	3	2	2	3	2	3	3	3	2	3	3	2	2	3	3	4	4	4	4	4	3	4	4	4	4	4
70012	1	23/11/2016 16:21:23	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	4	3	3	4	4
70013	1	23/11/2016 19:25:45	 	 	0	0	0	0	1	1	0	3	4	3	3	3	4	3	2	3	3	3	2	3	3	3	2	3	3	3	2	2	3	2	2	4	4	2	2	3	4	4	3	3	4	3
70017	1	26/11/2016 08:37:42	 	 	1	0	0	0	0	1	0	3	3	2	2	1	3	2	2	4	2	2	2	3	2	3	2	3	2	3	2	2	2	4	2	4	 	2	 	2	3	1	5	5	4	4
70021	1	19/11/2016 17:16:31	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	2	3	3	4	4	4	4	3	4	2	3	3	3	3	4	4	3	4	5	3	2	3	5	5	3	5	5	5
70023	1	27/11/2016 07:31:43	 	 	0	0	0	0	1	1	1	3	 	2	3	3	 	3	 	3	3	 	3	3	3	 	3	 	2	3	 	2	3	 	3	4	4	4	2	4	4	4	4	 	4	 
70025	1	18/11/2016 20:16:43	 	 	0	0	1	0	1	1	1	3	 	2	3	2	 	2	 	3	3	 	2	3	3	 	3	 	3	3	 	2	3	 	3	4	3	2	4	4	4	4	4	 	4	 
70029	1	25/11/2016 11:23:54	 	 	1	0	0	0	0	1	0	2	4	2	1	2	4	2	3	2	3	4	2	3	2	3	3	3	3	2	3	2	3	4	2	2	 	2	 	3	2	3	4	4	4	4
70032	1	24/11/2016 11:03:15	 	 	0	0	0	0	1	1	0	3	4	3	3	3	4	3	3	3	2	4	3	3	3	4	3	4	3	2	4	3	3	4	3	3	3	2	5	3	5	5	4	4	5	4
70036	0	21/11/2016 14:57:21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70041	1	12/11/2016 10:08:48	 	 	0	0	1	0	1	1	0	3	4	2	3	3	3	3	4	3	3	4	3	2	3	4	3	4	3	3	4	3	3	4	3	4	4	5	2	4	4	4	2	4	4	3
70046	1	12/11/2016 11:03:30	 	 	1	0	1	0	0	1	0	1	3	2	2	1	3	2	3	3	2	3	2	1	2	3	2	3	2	2	2	2	2	3	1	3	2	1	1	4	3	4	4	3	4	4
70052	1	07/11/2016 17:32:12	 	 	1	0	1	0	1	1	1	3	 	3	3	2	 	3	 	2	2	 	4	3	2	 	2	 	3	3	 	2	3	 	3	2	4	4	3	4	4	4	4	 	2	 
70063	1	03/11/2016 12:42:46	 	 	1	0	1	0	0	1	0	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	4	3	4	4	3	3	4	4	4	5	4	4	4
70064	1	03/11/2016 17:49:39	 	 	1	0	0	0	0	1	0	3	4	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	4	 	4	 	4	4	4	4	4	4	4
70065	1	13/03/2017 10:01:26	 	 	1	0	0	0	0	1	0	3	4	2	3	1	3	2	2	4	1	3	2	2	3	3	3	4	2	3	3	3	3	3	3	4	 	3	 	4	4	3	4	4	3	4
70067	1	01/11/2016 11:15:15	 	 	1	0	1	0	0	1	0	3	3	3	3	2	3	2	3	3	4	4	3	3	3	4	2	3	2	3	3	2	3	4	3	3	3	1	1	4	5	5	4	4	5	4
70070	1	03/11/2016 10:50:24	 	 	0	0	1	1	1	1	1	3	 	3	3	3	 	2	 	3	3	 	3	3	3	 	2	 	3	3	 	2	3	 	3	4	4	3	3	3	4	4	4	 	4	 
70071	1	02/11/2016 15:44:58	 	 	0	0	1	0	1	1	1	3	 	2	3	3	 	3	 	3	2	 	3	3	2	 	2	 	2	3	 	2	3	 	3	4	2	2	4	4	5	2	3	 	4	 
70073	1	02/11/2016 19:05:37	 	 	1	1	1	1	0	1	0	3	4	3	3	4	4	3	4	4	4	4	4	4	4	4	3	3	4	4	4	4	3	4	4	5	5	3	2	3	4	5	5	5	5	5
70077	1	12/11/2016 17:57:07	 	 	0	0	1	0	1	1	0	3	4	2	3	2	3	3	2	2	3	4	2	3	2	3	2	2	2	2	3	2	3	4	3	3	4	2	2	2	4	4	4	2	4	4
70078	1	10/11/2016 16:30:37	 	 	1	1	0	0	0	1	0	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	4	3	4	3	4	4	4	3	4	3	3
70079	1	10/11/2016 12:51:03	 	 	0	0	0	0	1	1	1	3	 	3	3	3	 	2	 	3	3	 	3	3	3	 	2	 	3	2	 	2	3	 	3	4	4	3	2	2	4	4	3	 	4	 
70086	0	05/03/2017 19:27:57	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70087	1	10/11/2016 01:00:50	 	 	1	0	1	0	0	1	0	2	3	2	2	3	3	2	2	3	2	3	2	2	2	77	2	3	2	3	3	2	3	2	2	3	3	3	4	3	3	3	4	4	4	4
70093	1	05/11/2016 14:31:41	 	 	0	0	0	0	1	1	1	3	 	2	2	2	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	3	3	2	4	3	5	3	3	 	4	 
70098	0	15/11/2016 21:05:53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70099	0	15/11/2016 11:47:25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70102	0	05/11/2016 23:52:39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70118	0	08/11/2016 11:26:55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70123	0	19/11/2016 11:58:18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70126	0	21/11/2016 14:08:10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80003	1	07/11/2016 08:18:06	 	 	0	0	1	0	1	1	1	3	 	2	3	2	 	2	 	2	2	 	3	3	2	 	2	 	2	3	 	2	3	 	3	4	3	4	4	4	4	4	4	 	4	 
80009	1	15/11/2016 12:57:39	 	 	1	0	0	0	0	1	0	3	3	3	3	3	4	3	3	4	3	4	3	3	3	4	3	4	3	3	4	3	3	4	3	4	 	5	 	4	4	5	4	4	5	4
80011	0	08/11/2016 08:40:04	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80012	1	16/11/2016 08:42:22	 	 	0	0	0	1	1	1	1	3	 	3	3	2	 	3	 	3	3	 	3	2	3	 	3	 	3	3	 	2	3	 	3	3	3	2	4	4	4	3	4	 	4	 
80013	1	16/11/2016 13:23:58	 	 	0	0	0	0	0	1	0	3	4	2	3	3	4	3	4	3	2	3	3	2	3	3	2	4	2	3	3	2	3	3	2	4	 	1	 	4	1	4	3	3	3	3
80014	0	09/03/2017 19:48:19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80020	1	21/11/2016 18:22:15	 	 	1	0	1	0	0	1	0	3	2	2	3	1	3	2	3	3	3	3	3	3	3	3	3	4	2	3	3	2	3	4	2	3	2	3	4	4	4	5	4	3	5	3
80021	1	21/11/2016 18:55:12	 	 	1	0	1	0	0	1	0	2	4	3	2	3	4	2	3	3	2	4	3	2	3	3	2	3	3	2	3	3	3	4	3	3	4	2	2	3	5	4	4	3	4	3
80029	1	22/11/2016 00:14:56	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	3	3	2	2	2	2	3	3	2	4	3	2	2	4	4	4	4	4	4	4
80036	1	21/12/2016 08:31:42	 	 	0	0	1	0	1	1	1	3	 	3	3	3	 	2	 	3	3	 	3	3	3	 	2	 	3	2	 	3	3	 	3	3	4	2	2	2	4	4	4	 	4	 
80038	0	16/03/2017 21:16:50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80048	1	14/11/2016 11:58:14	 	 	1	0	1	1	0	1	0	3	4	3	3	3	4	3	4	3	3	4	3	3	3	4	3	4	3	3	4	2	3	4	3	5	5	3	1	5	4	5	5	5	5	4
80053	0	14/11/2016 09:57:12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80056	1	26/11/2016 08:36:28	 	 	0	0	1	0	1	1	1	3	 	3	3	3	 	3	 	3	3	 	3	3	3	 	3	 	3	3	 	3	3	 	3	4	4	2	3	4	4	3	4	 	4	 
80062	1	23/11/2016 10:07:26	 	 	0	0	1	0	1	1	1	3	 	2	2	2	 	2	 	3	3	 	2	3	2	 	2	 	2	2	 	2	2	 	3	3	3	2	4	3	5	4	4	 	4	 
80064	0	28/11/2016 09:43:12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80065	0	31/12/2016 13:18:36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80068	0	22/11/2016 18:21:18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80071	1	09/11/2016 11:16:52	 	 	1	0	0	0	0	1	0	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	77	3	3	3	2	3	3	3	4	 	4	 	4	5	3	4	3	4	3
80079	1	04/11/2016 16:42:18	 	 	1	0	1	0	0	1	0	3	4	3	3	2	4	3	2	3	3	3	2	3	3	3	2	3	2	3	3	2	3	3	2	4	3	3	4	4	4	3	4	4	5	4
80081	1	04/11/2016 05:32:16	 	 	1	0	1	0	0	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	3	3	3	4	3	3	2	4	3	4	4	4	4	4
80082	1	 	 	 	1	0	0	0	0	1	0	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	2	2	2	3	4	3	2	3	3	3	 	3	 	4	5	5	2	2	5	5
80086	0	09/11/2016 20:40:18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80088	1	08/11/2016 10:18:56	 	 	0	0	1	0	1	1	1	2	 	2	2	2	 	2	 	3	3	 	3	3	3	 	3	 	3	2	 	2	3	 	3	3	3	2	2	4	4	4	4	 	4	 
80096	1	07/11/2016 16:22:23	 	 	1	0	1	0	0	1	0	4	4	3	4	3	4	3	4	3	3	4	3	4	3	4	3	4	3	3	4	2	3	3	3	3	4	3	4	3	5	5	2	4	3	4
80120	0	15/11/2016 14:00:38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80124	1	18/11/2016 11:46:18	 	 	0	1	1	0	1	1	0	2	4	2	3	3	4	2	3	3	2	3	3	3	3	3	3	4	3	3	3	2	3	3	3	4	5	3	2	4	5	4	4	3	5	4
80132	1	18/11/2016 14:22:22	 	 	1	0	0	0	0	1	0	2	3	2	2	3	4	2	3	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	 	2	 	3	4	4	3	3	4	4
90002	1	02/11/2016 17:31:34	 	 	1	0	1	0	0	1	0	3	3	2	3	3	3	3	4	3	3	4	3	3	2	3	3	3	2	2	2	3	2	3	2	3	4	3	4	3	4	3	4	3	4	3
90005	1	01/11/2016 14:36:36	 	 	1	0	1	0	0	1	0	3	3	3	3	3	2	3	2	2	3	2	3	2	3	2	3	2	3	2	2	3	3	3	3	2	77	2	3	3	3	2	3	3	2	4
90006	1	07/11/2016 16:29:10	 	 	1	0	1	1	0	1	0	3	4	2	3	2	4	2	3	3	3	4	2	3	3	4	3	3	3	3	3	2	3	3	3	3	4	3	2	4	4	4	4	3	4	4
90007	0	01/11/2016 10:30:12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90008	1	01/12/2016 15:08:33	 	 	0	0	1	0	0	1	0	3	3	3	3	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	2	3	3	3	3	2	3	3	4	2	3	3	3	4	4	4
90009	1	05/11/2016 08:53:50	 	 	1	0	0	0	0	1	0	3	3	2	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	4	 	4	 	2	3	4	2	4	4	4
90010	1	03/11/2016 18:18:35	 	 	0	0	1	1	0	1	0	3	3	2	3	2	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	2	3	2	3	4	4	4	5	4
90011	1	02/11/2016 16:38:01	 	 	0	0	1	1	1	1	0	3	4	3	3	2	4	3	3	4	3	4	4	3	3	3	2	2	3	3	3	2	3	4	3	3	4	2	4	4	5	4	5	5	2	4
90012	1	03/11/2016 14:10:27	 	 	0	0	1	1	1	1	0	3	3	2	3	2	4	2	3	3	3	4	3	3	3	2	2	2	3	3	3	2	3	3	3	3	3	2	3	4	4	4	4	2	4	3
90014	1	06/11/2016 16:48:21	 	 	1	1	1	1	0	1	0	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	3	4	4	4	3	4	4
90015	0	01/11/2016 16:00:33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90016	1	07/11/2016 08:08:45	 	 	0	0	1	1	0	1	0	3	3	4	4	4	4	3	4	3	4	4	3	4	4	3	4	3	3	3	3	4	3	4	3	3	4	2	2	3	4	5	4	4	3	4
90018	1	07/11/2016 16:02:13	 	 	1	0	1	0	0	1	0	3	2	3	3	2	3	3	2	3	3	2	3	3	3	2	3	2	4	3	2	3	3	2	3	2	3	3	4	4	4	3	3	4	3	3
90019	1	10/11/2016 20:13:51	 	 	0	1	1	1	1	1	1	3	 	3	3	3	 	77	 	3	3	 	3	2	3	 	2	 	3	2	 	3	3	 	3	3	3	3	3	4	3	2	2	 	3	 
90020	1	06/11/2016 11:54:54	 	 	1	0	1	1	0	1	0	3	2	4	3	2	4	3	4	3	3	4	2	3	3	4	2	3	3	3	3	2	3	3	4	3	4	4	4	3	5	5	3	3	4	4
