CHILDCODE	MEMIDR5	EXISTHH	ALIVE	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	AGEMTHR5	MEMSEXR5	RELATER5	MTHBRNR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	GETMOMBIRTH	GETCHILDBIRTH	THSDISR5	BRNDISR5	GRADER5	STILLR5	WHYNOTR5	AGEGRDR5	SCHTYPR5	LSTTYPR5
48005	1	1	1	 	4	 	64	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	2	1	1	 	4	 	60	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	3	1	1	 	4	 	30	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	4	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	5	1	1	 	4	 	90	 	1	5	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	6	1	1	 	4	 	35	 	1	9	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	7	1	1	 	4	 	38	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	8	1	1	 	4	 	12	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	9	1	1	 	4	 	6	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48005	10	1	1	 	4	 	3	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48006	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	11	1	 	 	4	 
48006	1	1	1	 	1	 	48	 	1	1	 	1	3	0	6	98	0	0	 	 	6	0	 	 	 	4
48006	2	1	1	 	1	 	46	 	2	1	 	2	3	0	98	98	0	0	 	 	6	0	 	 	 	4
48006	3	1	1	 	2	 	27	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48006	4	1	1	 	4	 	26	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48006	5	1	1	 	1	 	24	 	1	7	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	4
48006	6	1	1	 	1	 	66	 	2	6	 	6	2	0	98	98	0	0	 	 	 	 	 	 	 	 
48007	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	98	0	0	 	 	6	0	 	 	 	4
48007	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48007	2	1	1	 	1	 	44	 	2	1	 	1	4	0	98	98	0	0	 	 	3	0	 	 	 	4
48007	3	1	1	 	1	 	20	 	2	7	 	3	6	0	2	98	0	0	 	 	10	1	 	 	1	 
48007	4	1	1	 	2	 	66	 	2	6	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48007	15	1	1	 	1	 	17	 	2	7	3	3	6	0	2	98	0	0	 	 	7	0	6	13	 	4
48007	16	1	1	 	1	 	14	 	2	7	12	3	6	0	2	98	0	0	 	 	7	1	 	 	4	 
48008	0	1	1	 	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
48008	1	1	1	 	4	 	49	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48008	2	1	1	 	4	 	45	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48008	3	1	1	 	4	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48008	4	1	1	 	4	 	23	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48008	5	1	1	 	1	 	33	 	1	25	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
48009	0	1	1	 	1	 	21	 	2	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
48009	1	1	1	 	1	 	63	 	1	1	 	3	3	1	98	98	0	0	 	 	6	0	 	 	 	4
48009	2	1	1	 	1	 	57	 	2	1	 	2	3	0	98	98	0	0	 	 	0	0	 	 	 	 
48009	3	1	1	 	4	 	28	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48009	4	1	1	 	4	 	25	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48009	5	1	1	 	4	 	24	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48009	6	1	1	 	4	 	18	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48009	7	1	1	 	1	 	2	 	1	27	 	5	 	0	0	98	0	0	 	 	 	 	 	 	 	 
48010	0	1	1	 	2	 	21	 	2	0	 	 	 	 	 	 	0	0	 	 	11	0	 	 	 	4
48010	1	1	1	 	1	 	55	 	1	1	 	3	6	0	98	98	0	0	 	 	5	0	 	 	 	4
48010	2	1	1	 	1	 	45	 	2	1	 	2	3	0	98	98	0	0	 	 	3	0	 	 	 	4
48010	3	1	1	 	2	 	26	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48010	4	1	1	 	2	 	25	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48010	5	1	1	 	2	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48010	6	1	1	 	1	 	23	 	1	7	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
48010	7	1	1	 	2	 	20	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	0	1	1	 	1	 	22	 	2	0	 	3	6	1	2	1	0	0	 	 	0	0	 	 	 	 
48011	1	1	1	 	1	 	56	 	1	1	 	1	3	0	98	98	0	0	 	 	7	0	 	 	 	4
48011	2	1	1	 	1	 	56	 	2	1	 	2	3	0	98	98	0	0	 	 	7	0	 	 	 	4
48011	3	1	1	 	4	 	34	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	4	1	1	 	4	 	30	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	5	1	1	 	4	 	26	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	6	1	1	 	4	 	24	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	15	1	1	 	1	 	16	 	2	7	1	3	6	0	2	1	0	0	 	 	7	0	23	14	 	4
48011	16	1	1	 	1	 	14	 	1	7	7	3	6	0	2	1	0	0	 	 	7	1	 	 	4	 
48011	17	1	1	 	4	 	25	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48011	18	1	1	 	4	 	3	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	13	0	 	 	 	1
48013	1	1	1	 	1	 	59	 	1	1	 	1	3	0	98	98	0	0	 	 	5	0	 	 	 	4
48013	2	1	1	 	1	 	53	 	2	1	 	2	3	0	98	98	0	0	 	 	3	0	 	 	 	4
48013	3	1	1	 	4	 	29	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	4	1	1	 	4	 	30	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	5	1	 	 	4	 	32	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	6	1	 	 	4	 	26	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	15	1	1	 	1	 	15	 	2	7	2	3	6	0	2	1	0	0	 	 	10	1	 	 	4	 
48013	16	1	1	 	4	 	48	 	1	21	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	17	1	1	 	4	 	43	 	2	19	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	18	1	1	 	4	 	25	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	19	1	1	 	4	 	15	 	1	14	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48013	20	1	1	 	4	 	7	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48014	0	1	1	 	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	10	0	 	 	 	4
48014	1	1	1	 	4	 	48	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48014	2	1	1	 	4	 	38	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48014	3	1	1	 	4	 	20	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48014	15	1	1	 	4	 	17	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48014	16	 	 	 	1	 	22	 	1	25	 	1	1	0	98	98	 	 	 	 	10	0	 	 	 	4
48014	17	 	 	 	1	 	2	 	1	27	 	3	 	0	0	16	 	 	 	 	 	 	 	 	 	 
48015	0	1	1	1	1	 	21	 	1	0	 	1	3	0	98	98	0	0	 	 	11	0	 	 	 	4
48015	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48015	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48015	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48015	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48015	16	 	 	1	1	 	28	 	2	25	 	2	3	0	98	98	 	 	 	 	11	0	 	 	 	4
48015	17	 	 	1	1	 	0	3	1	27	 	3	 	0	16	0	 	 	 	 	 	 	 	 	 	 
48016	0	1	1	 	1	 	22	 	2	0	 	3	6	0	98	1	0	0	 	 	11	0	 	 	 	4
48016	1	1	1	 	1	 	61	 	1	1	 	1	4	0	98	98	0	0	 	 	9	0	 	 	 	4
48016	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48016	3	1	1	 	4	 	33	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48016	4	1	1	 	4	 	30	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48016	5	1	1	 	1	 	28	 	1	7	 	3	6	0	98	1	0	0	 	 	11	0	 	 	 	4
48016	6	1	1	 	1	 	25	 	1	7	 	3	6	0	98	1	0	0	 	 	6	0	 	 	 	4
48016	7	1	1	 	4	 	20	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48016	8	1	1	 	1	 	4	 	1	27	 	5	 	0	0	98	0	0	 	 	20	1	 	 	4	 
48017	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	98	0	0	 	 	15	1	 	 	4	 
48017	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	2	1	1	 	1	 	60	 	2	1	 	1	4	0	98	98	0	0	 	 	1	0	 	 	 	4
48017	3	1	1	 	4	 	36	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	4	1	1	 	4	 	29	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	5	1	1	 	4	 	27	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	6	1	1	 	1	 	23	 	2	7	 	3	6	0	2	98	0	0	 	 	16	0	 	 	 	4
48017	7	1	1	 	4	 	36	 	2	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	8	1	1	 	4	 	16	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	9	1	1	 	4	 	12	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48017	10	1	1	 	4	 	13	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	0	1	1	 	1	 	22	 	2	0	 	2	1	0	98	98	0	0	 	 	7	0	 	 	 	4
48018	1	1	1	 	4	 	55	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	2	1	1	 	4	 	55	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	3	1	1	 	4	 	34	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	4	1	1	 	4	 	27	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	5	1	1	 	4	 	24	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	6	1	1	 	4	 	40	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	15	1	1	 	4	 	17	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	16	1	1	 	4	 	13	 	1	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	17	1	1	 	4	 	12	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	18	1	1	 	4	 	27	 	1	16	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	19	1	1	 	4	 	13	 	2	15	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48018	20	1	1	 	1	 	34	 	1	25	 	1	1	0	98	98	0	0	 	 	13	0	 	 	 	4
48018	21	1	1	 	1	 	4	 	2	27	 	3	 	0	0	20	0	0	 	 	20	1	 	 	1	 
48018	22	 	 	 	1	 	1	 	1	27	 	3	 	0	0	20	 	 	 	 	 	 	 	 	 	 
48019	0	1	1	 	1	 	22	 	1	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
48019	1	1	1	 	1	 	60	 	1	1	 	1	3	0	98	98	0	0	 	 	6	0	 	 	 	4
48019	2	1	1	 	1	 	56	 	2	1	 	2	3	0	98	98	0	0	 	 	4	0	 	 	 	4
48019	3	1	1	 	1	 	31	 	2	7	 	3	1	0	2	1	0	0	 	 	6	0	 	 	 	4
48019	4	1	1	 	1	 	27	 	1	7	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	1
48019	5	1	1	 	1	 	25	 	2	7	 	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
48019	15	1	1	 	1	 	15	 	2	7	11	3	6	0	2	1	0	0	 	 	10	1	 	 	4	 
48019	16	1	1	 	1	 	11	 	1	15	10	5	 	0	3	98	0	0	 	 	 	 	 	 	 	 
48020	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
48020	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	3	1	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	4	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48020	7	 	 	1	1	 	21	 	1	25	 	1	1	0	98	98	 	 	 	 	13	1	 	 	1	 
48020	8	 	 	1	1	 	0	8	2	27	 	3	 	0	0	7	 	 	 	 	 	 	 	 	 	 
48021	0	1	1	 	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	11	0	 	 	 	4
48021	1	1	1	 	4	 	44	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48021	2	1	1	 	4	 	43	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48021	3	1	1	 	4	 	20	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48021	15	1	1	 	4	 	14	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48021	16	 	 	 	1	 	24	 	2	25	 	2	1	0	98	98	 	 	 	 	13	0	 	 	 	1
48021	17	 	 	 	1	 	0	0	2	27	 	3	 	0	16	0	 	 	 	 	 	 	 	 	 	 
48022	0	1	1	1	1	 	22	 	2	0	 	4	1	0	98	98	0	1	0	 	11	0	 	 	 	4
48022	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48022	7	 	 	1	1	 	19	 	1	25	 	3	1	0	10	9	 	 	 	 	10	0	 	 	 	4
48022	8	 	 	1	1	 	2	 	1	27	 	5	 	1	0	7	 	 	 	 	 	 	 	 	 	 
48022	9	 	 	1	1	 	40	 	1	26	 	1	1	0	98	98	 	 	 	 	11	0	 	 	 	4
48022	10	 	 	1	1	 	40	 	2	26	 	2	1	0	98	98	 	 	 	 	11	0	 	 	 	4
48022	11	 	 	1	1	 	9	 	1	16	4	3	 	0	10	9	 	 	 	 	 	 	 	 	 	 
48023	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	10	0	 	 	 	4
48023	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	17	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	18	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	19	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	20	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	21	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	22	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	23	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	24	1	1	1	1	 	30	 	1	25	 	1	1	0	98	98	0	0	 	 	10	0	 	 	 	4
48023	25	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	26	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48023	27	 	 	1	1	 	0	8	2	27	 	3	 	0	0	24	 	 	 	 	 	 	 	 	 	 
48024	0	1	1	 	1	 	22	 	1	0	 	1	1	0	98	98	0	0	 	 	9	0	 	 	 	4
48024	1	1	1	 	4	 	52	 	1	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	2	1	1	 	4	 	53	 	2	1	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	3	1	1	 	4	 	31	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	4	1	1	 	4	 	26	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	5	1	1	 	4	 	24	 	1	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	6	1	1	 	4	 	20	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	15	1	1	 	4	 	16	 	2	7	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48024	16	1	1	 	1	 	20	 	2	25	 	2	1	0	98	98	0	0	 	 	11	0	 	 	 	4
48024	17	1	1	 	1	 	3	 	1	27	 	3	 	0	16	0	0	0	 	 	20	1	 	 	4	 
48024	18	 	 	 	1	 	1	 	1	27	 	3	 	0	16	0	 	 	 	 	 	 	 	 	 	 
48025	0	1	1	1	1	 	21	 	2	0	 	2	1	0	98	98	0	0	 	 	7	0	 	 	 	4
48025	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	9	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	10	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	11	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48025	12	 	 	1	1	 	21	 	1	25	 	1	1	0	98	98	 	 	 	 	7	0	 	 	 	4
48025	13	 	 	1	1	 	0	8	2	27	 	3	 	0	0	12	 	 	 	 	 	 	 	 	 	 
48026	0	1	1	1	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	13	1	 	 	1	 
48026	1	1	1	1	1	 	44	 	1	1	 	1	3	0	98	98	0	0	 	 	10	0	 	 	 	4
48026	2	1	1	1	1	 	40	 	2	1	 	2	3	0	98	98	0	0	 	 	6	0	 	 	 	4
48026	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
48026	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58002	0	1	1	1	1	 	21	 	1	0	 	1	6	0	98	98	0	0	 	 	11	0	 	 	 	4
58002	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58002	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58002	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58002	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58003	0	1	1	 	1	 	22	 	2	0	 	3	6	0	2	1	0	0	 	 	15	0	 	 	 	1
58003	1	1	1	 	1	 	72	 	1	1	 	1	3	0	98	98	0	0	 	 	5	0	 	 	 	4
58003	2	1	1	 	1	 	56	 	2	1	 	2	3	0	98	98	0	0	 	 	5	0	 	 	 	4
58003	3	1	1	 	1	 	25	 	1	7	 	3	6	0	2	1	0	0	 	 	14	0	 	 	 	4
58003	4	1	 	 	4	 	33	 	2	8	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58003	5	1	 	 	4	 	35	 	1	8	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58003	6	1	 	 	4	 	29	 	1	8	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	0	1	1	1	1	 	22	 	2	0	 	1	6	0	98	1	0	0	 	 	15	1	 	 	1	 
58004	1	1	1	1	1	 	52	 	1	1	 	6	1	1	98	98	0	0	 	 	6	0	 	 	 	4
58004	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	15	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	16	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	17	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	18	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	19	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58004	20	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	0	1	1	1	1	 	21	 	1	0	 	3	6	0	2	98	0	0	 	 	11	1	 	 	5	 
58007	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	2	1	1	1	1	 	54	 	2	1	 	1	1	0	98	98	0	0	 	 	5	0	 	 	 	4
58007	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	7	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58007	8	1	1	1	1	 	10	 	2	15	3	5	 	0	98	98	0	0	 	 	 	 	 	 	 	 
58007	9	 	 	1	1	 	24	 	2	16	 	11	1	0	98	98	 	 	 	 	 	 	 	 	 	 
58007	10	 	 	1	1	 	0	3	1	15	 	5	 	0	9	98	 	 	 	 	 	 	 	 	 	 
58008	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	14	1	 	 	4	 
58008	1	1	1	 	1	 	46	 	1	1	 	1	1	0	98	98	0	0	 	 	8	0	 	 	 	4
58008	2	1	1	 	1	 	49	 	2	1	 	2	1	0	98	98	0	0	 	 	6	0	 	 	 	4
58008	3	1	1	 	1	 	19	 	2	7	 	3	6	0	2	1	0	0	 	 	13	1	 	 	4	 
58008	4	1	1	 	1	 	8	 	2	7	9	3	 	0	2	1	0	0	 	 	2	1	 	 	4	 
58011	0	1	1	1	1	 	21	 	2	0	 	1	6	0	98	98	0	0	 	 	11	0	 	 	 	4
58011	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58011	2	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58011	3	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58011	4	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58011	5	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58011	6	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 
58012	0	1	1	 	1	 	21	 	1	0	 	3	6	0	2	1	0	0	 	 	11	0	 	 	 	4
