CHILDCODE	DINT	R4HSEHLD	HEADIDR5	IDvar1	IDvar7	ASTWRKR5	IDvar3	DSCCURR5	DSCAGOR5	WHYCHR51	WHYCHR52	CMPHHR5	IDvar5	IDvar6	OWNHSER5	MRTGR5	NUMRMR5	ELECR5	WALLR5	ROOFR5	FLOORR5	DRWTRR5	WTRTRMR5	TOILETR5	COOKR5	HTUSDR5	TYPHTR5	RURICKR5	INVESTR5	INVSTR51	INVSTR52	INVSTR53	HRDJNTR5	APPJNTR5	SMTJNTR5	SYRJNTR5	EMTJNTR5	EYRJNTR5	TIMJNTR5	EXPJNTR5	AFFJNTR5	NUMJNTR5	EVLJNTR5	HRDBONR5	AFFBONR5	NUMBONR5	MTBONOR5	YRBONOR5	ENDDINT	hhsize	elecq	drwaterq	toiletq	cookingq	hq	cd	sv	wi
38021	22/01/2017 11:01:02	0	0	0	0	0	0	3	3	 	 	4	0	0	0	1	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/01/2017 11:12:34	1	1	1	1	1	.750445902347565	.333333343267441	1	.694593131542206
38022	23/09/2016 11:54:22	1	1	2	2	1	2	5	5	 	 	5	2	2	1	0	4	1	1	6	4	1	1	6	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	23/09/2016 12:09:39	5	1	1	1	0	.250345557928085	.0833333358168602	.75	.361226290464401
38023	23/09/2016 10:28:35	1	1	2	2	1	2	3	4	35	88	4	2	2	1	0	9	1	3	4	1	1	1	1	8	0	 	88	1	7	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	23/09/2016 10:54:25	4	1	1	1	1	.751072883605957	.666666686534882	1	.805913209915161
38024	17/07/2016 13:05:21	1	3	0	0	0	0	3	4	22	88	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/07/2016 13:22:04	2	1	1	1	1	.75019508600235	.5	1	.75006502866745
38025	05/10/2016 20:30:35	0	0	3	3	0	3	3	3	 	 	4	3	3	1	0	2	1	3	6	4	1	1	1	8	0	 	88	1	9	11	12	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	05/10/2016 20:50:48	4	1	1	1	1	.50019508600235	.5	1	.666731655597687
48001	10/01/2017 16:34:43	0	9	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/01/2017 16:58:47	3	1	1	1	1	.75011146068573	.416666656732559	1	.722259342670441
48002	26/10/2016 12:13:48	0	7	0	0	1	0	4	4	 	 	5	0	0	1	0	7	1	8	6	4	1	1	1	16	0	 	1	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/10/2016 12:13:59	3	1	1	1	0	.251114696264267	.16666667163372	.75	.389260441064835
48003	26/10/2016 00:49:35	1	6	7	7	1	7	3	3	 	 	4	7	6	1	0	4	1	1	15	1	1	1	6	16	0	 	1	1	12	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/10/2016 00:49:52	9	1	1	1	0	.500167191028595	.416666656732559	.75	.555611312389374
48004	26/10/2016 09:04:23	0	0	0	0	0	0	4	4	 	 	5	0	0	0	0	1	1	1	15	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/10/2016 09:23:42	1	1	1	1	1	.500445902347565	.416666656732559	1	.639037549495697
48005	24/07/2016 09:59:40	1	0	0	0	0	0	3	3	 	 	4	0	0	0	0	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/07/2016 10:17:58	1	1	1	1	1	.75094747543335	.416666656732559	1	.72253805398941
48006	15/10/2016 23:02:19	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	6	1	3	4	1	1	5	1	16	0	 	88	1	6	1	88	1	0	 	 	 	 	 	 	 	 	 	1	1	1	9	2016	15/10/2016 11:22:08	5	1	1	1	0	.750546216964722	.5	.75	.666848719120026
48007	20/10/2016 06:52:35	1	2	2	2	1	2	3	3	 	 	5	2	2	1	0	2	1	1	15	4	10	5	6	8	0	 	1	0	 	 	 	1	3	5	2012	8	2012	120	10	0	 	 	1	0	 	 	 	20/10/2016 07:07:48	5	1	0	1	1	.250144898891449	.416666656732559	.75	.472270518541336
48008	07/11/2016 15:39:27	1	5	0	0	1	0	3	3	 	 	4	0	0	0	0	2	1	3	4	1	1	1	6	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	07/11/2016 15:51:30	2	1	1	1	1	.750445902347565	.5	1	.750148594379425
48009	20/10/2016 08:00:34	1	1	0	0	1	0	3	4	1	19	4	0	0	1	0	3	1	1	15	4	1	1	6	16	0	 	1	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/10/2016 08:18:50	4	1	1	1	0	.250320464372635	.416666656732559	.75	.472329050302505
48010	20/10/2016 10:01:55	1	1	2	2	1	2	3	3	 	 	6	2	2	1	0	2	1	1	15	11	1	1	1	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	20/10/2016 10:28:45	4	1	1	1	0	.25019508600235	.16666667163372	.75	.388953924179077
48011	06/11/2016 11:25:17	1	1	1	1	1	1	4	4	 	 	4	1	1	1	0	3	1	3	6	4	1	1	6	8	1	8	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 11:52:29	5	1	1	1	1	.500245213508606	.333333343267441	1	.611192882061005
48013	14/11/2016 18:02:14	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	2	0	3	6	4	9	1	6	16	0	 	88	1	6	1	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/11/2016 18:27:25	4	0	0	1	0	.50019508600235	.416666656732559	.25	.388953924179077
48014	27/10/2016 11:34:25	1	16	0	0	1	0	3	4	3	19	4	0	0	1	0	2	1	1	15	4	1	1	6	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	27/10/2016 12:06:15	3	1	1	1	0	.250278681516647	.333333343267441	.75	.444537311792374
48015	17/12/2016 23:19:48	0	0	0	0	0	0	3	3	 	 	4	0	0	0	77	2	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/12/2016 23:35:20	3	1	1	1	1	.750278651714325	.5	1	.750092923641205
48016	17/10/2016 14:46:21	1	1	1	1	1	1	4	4	 	 	5	1	1	1	0	5	1	1	15	21	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/10/2016 15:02:50	5	1	1	1	1	.250445872545242	.25	1	.500148594379425
48017	19/10/2016 12:57:54	1	2	2	2	1	2	4	4	 	 	5	2	2	1	1	1	1	9	15	4	1	1	1	16	0	 	1	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	19/10/2016 13:20:24	3	1	1	1	0	.25011146068573	.16666667163372	.75	.388926029205322
48018	17/07/2016 18:20:28	1	20	20	20	0	20	4	4	 	 	5	20	20	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/07/2016 18:44:56	4	1	1	1	1	.750069677829742	.25	1	.666689872741699
48019	08/11/2016 16:10:54	1	1	2	2	1	2	3	4	31	88	4	2	2	1	1	4	1	23	6	4	1	1	6	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/11/2016 16:30:32	8	1	1	1	0	.25019508600235	.16666667163372	.75	.388953924179077
48020	26/10/2016 12:08:57	0	7	0	0	0	0	3	3	 	 	4	0	0	0	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	26/10/2016 12:32:53	3	1	1	1	1	.750445902347565	.333333343267441	1	.694593131542206
48021	15/10/2016 21:50:14	1	0	0	0	0	0	3	3	 	 	4	0	0	0	77	1	1	1	18	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	15/10/2016 22:21:55	3	1	1	1	1	.25011146068573	.25	1	.500037133693695
48022	07/11/2016 10:03:25	0	9	0	0	1	0	5	3	58	71	4	0	0	0	77	4	1	23	6	4	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	07/11/2016 10:28:44	6	1	1	1	1	.250278681516647	.5	1	.583426237106323
48023	22/10/2016 16:58:00	0	24	0	0	1	0	3	3	 	 	4	0	0	0	77	1	1	1	15	4	10	1	1	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/10/2016 17:07:11	3	1	0	1	0	.25011146068573	.25	.5	.333370476961136
48024	17/10/2016 10:44:26	1	0	0	0	1	0	3	4	16	22	4	0	0	0	77	1	1	1	6	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/10/2016 11:04:08	4	1	1	1	1	.500069677829742	.25	1	.583356559276581
48025	21/07/2016 10:47:43	0	0	0	0	0	0	3	4	26	36	6	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/07/2016 11:15:20	3	1	1	1	1	.75011146068573	.25	1	.666703879833221
48026	17/07/2016 10:22:39	0	2	2	2	0	2	3	3	 	 	4	2	2	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/07/2016 12:51:04	3	1	1	1	1	.75011146068573	.333333343267441	1	.694481611251831
58002	08/11/2016 17:32:58	0	0	0	0	0	0	3	4	16	88	4	0	0	0	0	1	1	3	4	1	1	1	1	88	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/11/2016 17:51:30	1	1	1	1	0	.750445902347565	.0833333358168602	.75	.527926385402679
58003	21/08/2016 10:11:57	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	3	1	1	6	4	1	1	1	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	1	1	2	2013	21/08/2016 10:44:19	4	1	1	1	0	.250320464372635	.416666656732559	.75	.472329050302505
58004	16/07/2016 18:08:00	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/07/2016 18:23:57	2	1	1	1	1	.75019508600235	.416666656732559	1	.722287237644196
58007	06/11/2016 16:39:47	0	2	2	2	1	2	4	4	 	 	4	2	2	0	0	1	1	23	6	4	1	1	6	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 17:21:39	5	1	1	1	1	.250044584274292	.416666656732559	1	.555570423603058
58008	06/11/2016 07:23:16	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	2	1	23	6	4	7	5	6	16	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 07:44:27	5	1	0	1	0	.250144898891449	.16666667163372	.5	.305603861808777
58011	12/01/2017 14:22:18	0	0	0	0	0	0	3	3	 	 	4	0	0	0	0	1	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/01/2017 14:32:16	1	1	1	1	1	.750445902347565	.16666667163372	1	.639037549495697
58012	07/11/2016 15:18:50	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	3	0	23	6	4	1	5	6	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	07/11/2016 15:43:50	4	0	1	1	0	.250320464372635	.333333343267441	.5	.361217945814133
58013	09/11/2016 09:03:22	1	1	2	2	1	2	4	4	 	 	5	2	2	1	0	4	0	2	6	4	1	1	6	16	0	 	0	0	 	 	 	1	1	5	2014	 	 	15	6	0	 	 	1	0	 	 	 	09/11/2016 09:25:31	6	0	1	1	0	.250278681516647	.5	.5	.416759580373764
58014	29/11/2016 12:53:22	0	0	0	0	1	0	3	3	 	 	4	0	0	0	0	3	0	23	6	4	1	5	6	8	0	 	1	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/11/2016 13:15:25	1	0	1	1	1	.251449108123779	.333333343267441	.75	.444927483797073
58015	06/11/2016 11:25:14	1	21	0	0	1	0	3	3	 	 	5	0	0	1	0	1	0	21	6	4	6	1	6	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 11:45:22	5	0	0	1	0	.250044584274292	0	.25	.166681528091431
58016	06/11/2016 14:23:30	1	1	2	1	1	2	3	3	 	 	4	2	2	1	0	4	1	23	6	4	1	1	1	8	0	 	0	0	 	 	 	1	2	 	 	 	 	 	 	 	 	 	1	0	 	 	 	06/11/2016 14:57:53	7	1	1	1	1	.25023090839386	.75	1	.666743576526642
58017	07/11/2016 18:30:35	1	2	3	3	1	3	3	3	 	 	4	3	3	1	0	3	1	3	4	1	1	1	1	8	0	 	88	1	12	16	17	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	07/11/2016 18:48:20	4	1	1	1	1	.750320494174957	.666666686534882	1	.805662393569946
58019	02/11/2016 11:29:56	1	1	2	2	1	2	4	5	1	2	5	2	2	1	0	2	1	23	6	4	1	1	6	16	0	 	0	0	 	 	 	1	1	11	2015	 	 	10	1	0	 	 	1	0	 	 	 	02/11/2016 11:57:16	4	1	1	1	0	.25019508600235	.666666686534882	.75	.555620610713959
58020	30/01/2017 10:03:57	1	1	0	0	1	0	3	3	 	 	4	0	0	1	0	3	1	23	6	1	1	1	6	16	0	 	0	0	 	 	 	1	1	77	-77	 	 	10	2	0	 	 	1	0	 	 	 	30/01/2017 10:32:10	7	1	1	1	0	.50015926361084	.333333343267441	.75	.527830898761749
58021	27/11/2016 15:40:10	1	2	2	2	1	2	4	3	72	88	5	2	2	1	0	2	0	23	6	4	4	1	2	16	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	27/11/2016 16:02:52	7	0	0	0	0	.250087589025497	.25	0	.16669587790966
58022	01/11/2016 12:47:26	1	0	0	0	1	0	3	3	 	 	4	0	0	1	0	1	1	3	6	1	1	5	1	8	0	 	0	1	6	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	01/11/2016 13:06:47	1	1	1	1	1	.750445902347565	.25	1	.666815280914307
58025	10/07/2016 12:00:37	1	2	2	2	1	2	3	3	 	 	4	2	2	0	77	2	1	23	6	1	1	1	1	8	0	 	88	1	1	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/07/2016 12:32:28	6	1	1	1	1	.50011146068573	.583333313465118	1	.694481611251831
58026	14/01/2017 08:37:39	0	0	0	0	0	0	3	3	 	 	4	0	0	1	0	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/01/2017 08:57:56	5	1	1	1	1	.750345587730408	.583333313465118	1	.777893006801605
58027	04/11/2016 07:43:47	1	1	2	2	1	2	4	4	 	 	5	2	2	1	1	3	1	23	6	4	1	1	6	16	0	 	1	0	 	 	 	1	1	10	2014	 	 	5	1	0	 	 	1	0	 	 	 	04/11/2016 08:15:07	9	1	1	1	0	.25011146068573	.25	.75	.416703820228577
58028	03/11/2016 11:07:23	0	0	0	0	1	0	4	4	 	 	4	0	0	0	0	4	1	23	6	4	1	1	6	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	03/11/2016 11:35:06	3	1	1	1	1	.25061309337616	.333333343267441	1	.527982175350189
58029	18/12/2016 11:32:16	0	0	0	0	0	0	3	3	 	 	4	0	0	0	77	1	1	23	6	1	5	1	6	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	18/12/2016 11:42:25	1	1	0	1	1	.500445902347565	.333333343267441	.75	.527926385402679
58030	03/11/2016 08:31:28	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	3	1	3	4	1	1	5	6	16	0	 	0	0	 	 	 	1	3	6	2014	5	2016	10	3	0	 	 	1	0	 	 	 	03/11/2016 08:47:25	3	1	1	1	0	.750445902347565	.416666656732559	.75	.639037549495697
68001	16/11/2016 21:48:53	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	3	1	3	4	1	1	1	1	8	0	 	88	1	7	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/11/2016 22:09:19	4	1	1	1	1	.750320494174957	.666666686534882	1	.805662393569946
68002	16/11/2016 16:02:33	1	5	0	0	0	0	3	3	 	 	4	0	0	0	0	2	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	16/11/2016 16:32:14	3	1	1	1	1	.750278651714325	.583333313465118	1	.777870655059814
68004	17/11/2016 19:07:42	1	1	2	2	1	2	3	3	 	 	4	1	2	1	0	7	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 19:30:08	5	1	1	1	1	.750646531581879	.833333313465118	1	.861326634883881
68005	29/11/2016 22:34:10	0	26	0	0	1	0	3	3	 	 	4	0	0	0	0	2	1	3	4	1	1	1	1	8	0	 	0	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	29/11/2016 22:48:46	2	1	1	1	1	.750445902347565	.666666686534882	1	.805704176425934
68006	18/11/2016 17:35:29	1	2	0	0	0	0	3	3	 	 	4	0	0	1	0	5	1	3	6	1	1	1	1	8	0	 	88	1	6	5	88	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/11/2016 17:49:31	2	1	1	1	1	.751198291778564	.666666686534882	1	.805954992771149
68007	17/11/2016 08:15:09	1	0	0	0	0	0	4	5	16	88	4	0	0	0	0	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 08:47:08	2	1	1	1	1	.75019508600235	.333333343267441	1	.694509506225586
68008	18/11/2016 13:27:31	1	1	2	2	1	2	4	5	16	12	4	2	2	1	0	3	1	3	6	4	10	1	1	8	0	 	0	1	1	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/11/2016 13:45:14	4	1	0	1	1	.500320494174957	.416666656732559	.75	.555662393569946
68009	17/11/2016 12:31:13	1	1	2	2	1	2	3	4	31	88	4	2	2	1	0	4	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 12:20:49	5	1	1	1	1	.750345587730408	.666666686534882	1	.805670738220215
68010	08/10/2016 13:17:58	1	2	2	2	1	2	3	3	 	 	5	2	2	1	1	6	1	3	22	1	1	1	1	8	0	 	88	1	6	88	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/10/2016 13:48:20	5	1	1	1	1	.500546216964722	.583333313465118	1	.69462651014328
68011	18/11/2016 10:15:39	1	6	0	0	1	0	3	3	 	 	4	0	0	1	0	2	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/11/2016 10:19:53	2	1	1	1	1	.750445902347565	.25	1	.666815280914307
68012	25/11/2016 14:31:30	1	7	0	0	1	0	3	4	16	18	4	0	0	0	0	2	1	1	6	1	1	1	1	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	25/11/2016 15:43:47	3	1	1	1	1	.500278651714325	.583333313465118	1	.694537341594696
68013	17/11/2016 11:24:11	1	1	1	1	1	1	5	4	49	88	6	1	1	1	0	3	1	3	6	1	1	5	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 11:45:26	5	1	1	1	1	.750245213508606	.583333313465118	1	.777859508991241
68015	25/11/2016 10:36:27	1	1	2	2	1	2	4	4	 	 	4	2	2	1	0	4	1	3	6	21	1	1	1	8	0	 	0	1	8	88	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	25/11/2016 11:09:03	4	1	1	1	1	.500445902347565	.583333313465118	1	.694593131542206
68016	19/11/2016 18:57:25	1	1	1	1	0	1	3	3	 	 	4	1	1	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	7	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	19/11/2016 19:14:48	4	1	1	1	1	.750571310520172	.75	1	.833523750305176
68017	24/11/2016 12:00:37	1	16	0	0	0	0	3	3	 	 	5	0	0	1	0	2	1	23	6	4	9	1	7	8	0	 	0	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/11/2016 12:18:29	4	1	0	0	1	.25019508600235	.25	.5	.333398342132568
68019	17/11/2016 08:50:38	1	1	2	2	0	2	4	4	 	 	4	2	2	1	1	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 09:03:55	3	1	1	1	1	.75061309337616	.583333313465118	1	.777982175350189
68020	21/11/2016 17:12:51	1	3	4	3	0	3	3	3	 	 	4	4	4	1	0	7	1	3	6	1	1	5	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/11/2016 17:21:01	4	1	1	1	1	.750822067260742	.583333313465118	1	.778051793575287
68021	28/11/2016 18:21:12	1	7	2	2	1	2	4	5	10	9	5	2	2	1	0	4	1	3	6	1	1	1	1	8	0	 	88	1	16	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	28/11/2016 18:50:48	6	1	1	1	1	.750278651714325	.416666656732559	1	.722315073013306
68022	14/07/2016 19:09:21	0	0	0	0	0	0	3	3	 	 	4	0	0	0	77	1	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	14/07/2016 19:20:14	1	1	1	1	1	.750445902347565	.25	1	.666815280914307
68023	17/11/2016 16:12:41	1	4	2	2	1	2	4	4	 	 	4	5	0	1	0	4	1	3	6	1	1	5	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	17/11/2016 16:26:53	5	1	1	1	1	.750345587730408	.5	1	.750115215778351
68024	18/11/2016 14:11:51	1	1	2	0	1	2	4	4	 	 	5	2	2	1	1	2	1	3	6	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	18/11/2016 14:25:55	5	1	1	1	1	.750144898891449	.666666686534882	1	.805603802204132
68025	19/11/2016 10:10:28	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	3	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	19/11/2016 10:31:08	4	1	1	1	1	.750320494174957	.666666686534882	1	.805662393569946
78001	09/08/2016 19:43:30	1	2	1	1	1	1	3	3	 	 	4	1	1	1	0	6	1	3	4	1	1	1	1	8	0	 	88	1	8	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/08/2016 20:07:43	7	1	1	1	1	.7503741979599	.833333313465118	1	.861235857009888
78002	21/08/2016 11:49:19	1	1	1	1	1	1	3	3	 	 	4	1	1	0	0	3	1	3	4	20	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/08/2016 12:06:32	2	1	1	1	1	.50069671869278	.666666686534882	1	.722454488277435
78003	09/08/2016 09:04:33	1	1	1	1	1	1	3	3	 	 	4	1	1	1	1	3	1	3	4	11	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/08/2016 09:35:04	3	1	1	1	1	.500445902347565	.583333313465118	1	.694593131542206
78005	09/08/2016 08:01:26	1	0	0	0	0	0	5	3	65	50	4	2	2	0	1	6	1	3	4	1	1	1	1	2	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/08/2016 09:07:22	3	1	1	1	0	.75094747543335	.25	.75	.583649158477783
78006	08/10/2016 12:18:41	1	2	2	2	1	2	3	4	19	88	4	2	2	0	0	6	1	3	3	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	08/10/2016 12:34:56	3	1	1	1	1	.50094747543335	.583333313465118	1	.694760262966156
78008	09/08/2016 11:07:32	1	1	1	1	1	1	3	3	 	 	4	1	1	1	0	5	1	3	4	1	1	1	1	8	0	 	88	1	6	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	09/08/2016 11:38:20	3	1	1	1	1	.750780284404755	.583333313465118	1	.778037846088409
78009	24/08/2016 19:53:45	1	4	1	1	1	1	4	5	12	14	6	1	1	1	0	3	1	1	18	4	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	24/08/2016 20:30:37	9	1	1	1	1	.000111470297269989	.666666686534882	1	.555592715740204
78010	12/08/2016 12:33:01	1	1	2	2	0	2	2	3	35	88	3	2	2	1	0	4	1	3	4	1	1	1	1	8	0	 	88	1	3	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	12/08/2016 13:22:24	4	1	1	1	1	.750445902347565	.916666686534882	1	.889037549495697
78011	22/08/2016 21:04:46	1	7	5	5	1	5	3	2	49	88	4	5	5	1	0	5	1	3	19	1	1	1	1	8	0	 	88	1	1	7	8	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	22/08/2016 21:54:00	6	1	1	1	1	.500362277030945	.75	1	.75012081861496
78012	10/08/2016 08:35:20	1	7	7	7	0	7	3	3	 	 	4	7	7	1	0	3	1	1	6	1	1	1	1	8	0	 	88	1	2	88	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/08/2016 09:38:15	2	1	1	1	1	.50069671869278	.5	1	.666898906230927
78013	10/08/2016 17:08:44	1	1	2	2	1	2	3	3	 	 	4	2	2	1	0	4	1	8	4	1	1	1	1	8	0	 	88	1	18	6	88	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	10/08/2016 17:25:46	4	1	1	1	1	.500445902347565	.666666686534882	1	.722370862960815
78014	12/08/2016 11:47:56	1	1	2	2	0	2	3	3	 	 	4	2	2	1	0	4	1	1	15	1	1	1	1	8	0	 	88	0	 	 	 	0	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	12/08/2016 12:28:56	5	1	1	1	1	.500345587730408	.5	1	.666781902313232
78015	21/08/2016 12:13:43	1	1	2	2	0	2	3	3	 	 	4	2	2	0	1	4	1	3	4	1	1	1	1	8	0	 	88	0	 	 	 	1	0	 	 	 	 	 	 	 	 	 	1	0	 	 	 	21/08/2016 12:35:48	5	1	1	1	1	.750345587730408	.833333313465118	1	.861226320266724
