CHILDCODE	SRMNIDR5	RMTR5	AMNTCAR5	AMNTKIR5
20014	6	N	 	 
20014	7	N	 	 
20014	8	N	 	 
20014	9	N	 	 
20014	10	N	 	 
20014	11	N	 	 
20014	12	N	 	 
20014	13	N	 	 
20015	1	N	 	 
20015	2	N	 	 
20015	3	N	 	 
20015	4	N	 	 
20015	5	N	 	 
20015	6	N	 	 
20015	7	N	 	 
20015	8	Y	12000	0
20015	9	N	 	 
20015	10	Y	10000	2500
20015	11	N	 	 
20015	12	N	 	 
20015	13	N	 	 
20018	1	Y	6600	0
20018	2	N	 	 
20018	3	N	 	 
20018	4	N	 	 
20018	5	N	 	 
20018	6	N	 	 
20018	7	N	 	 
20018	8	N	 	 
20018	9	N	 	 
20018	10	N	 	 
20018	11	N	 	 
20018	12	N	 	 
20018	13	N	 	 
20019	1	Y	6036	0
20019	2	N	 	 
20019	3	N	 	 
20019	4	N	 	 
20019	5	N	 	 
20019	6	N	 	 
20019	7	N	 	 
20019	8	N	 	 
20019	9	N	 	 
20019	10	N	 	 
20019	11	N	 	 
20019	12	N	 	 
20019	13	N	 	 
20020	1	N	 	 
20020	2	N	 	 
20020	3	N	 	 
20020	4	N	 	 
20020	5	N	 	 
20020	6	N	 	 
20020	7	N	 	 
20020	8	N	 	 
20020	9	N	 	 
20020	10	N	 	 
20020	11	N	 	 
20020	12	N	 	 
20020	13	N	 	 
20022	1	N	 	 
20022	2	N	 	 
20022	3	N	 	 
20022	4	N	 	 
20022	5	N	 	 
20022	6	N	 	 
20022	7	N	 	 
20022	8	N	 	 
20022	9	N	 	 
20022	10	N	 	 
20022	11	N	 	 
20022	12	N	 	 
20022	13	N	 	 
20023	1	N	 	 
20023	2	N	 	 
20023	3	N	 	 
20023	4	N	 	 
20023	5	N	 	 
20023	6	N	 	 
20023	7	N	 	 
20023	8	Y	0	3000
20023	9	N	 	 
20023	10	N	 	 
20023	11	N	 	 
20023	12	Y	7200	0
20023	13	N	 	 
20024	1	N	 	 
20024	2	N	 	 
20024	3	N	 	 
20024	4	Y	0	263
20024	5	N	 	 
20024	6	N	 	 
20024	7	N	 	 
20024	8	N	 	 
20024	9	N	 	 
20024	10	N	 	 
20024	11	N	 	 
20024	12	Y	24000	0
20024	13	Y	10000	6000
20025	1	Y	2400	0
20025	2	N	 	 
20025	3	N	 	 
20025	4	N	 	 
20025	5	N	 	 
20025	6	N	 	 
20025	7	N	 	 
20025	8	Y	24000	0
20025	9	N	 	 
20025	10	N	 	 
20025	11	N	 	 
20025	12	N	 	 
20025	13	N	 	 
20026	1	N	 	 
20026	2	N	 	 
20026	3	N	 	 
20026	4	Y	0	280
20026	5	N	 	 
20026	6	N	 	 
20026	7	N	 	 
20026	8	Y	1200	0
20026	9	N	 	 
20026	10	N	 	 
20026	11	Y	200	0
20026	12	N	 	 
20026	13	N	 	 
20027	1	Y	1700	0
20027	2	N	 	 
20027	3	N	 	 
20027	4	N	 	 
20027	5	N	 	 
20027	6	N	 	 
20027	7	N	 	 
20027	8	Y	0	700
20027	9	N	 	 
20027	10	N	 	 
20027	11	N	 	 
20027	12	N	 	 
20027	13	Y	4000	0
20028	1	N	 	 
20028	2	N	 	 
20028	3	N	 	 
20028	4	N	 	 
20028	5	Y	0	2250
20028	6	N	 	 
20028	7	N	 	 
20028	8	N	 	 
20028	9	N	 	 
20028	10	N	 	 
20028	11	N	 	 
20028	12	N	 	 
20028	13	Y	3000	0
20029	1	N	 	 
20029	2	N	 	 
20029	3	N	 	 
20029	4	N	 	 
20029	5	N	 	 
20029	6	N	 	 
20029	7	N	 	 
20029	8	N	 	 
20029	9	N	 	 
20029	10	N	 	 
20029	11	N	 	 
20029	12	N	 	 
20029	13	N	 	 
20030	1	N	 	 
20030	2	N	 	 
20030	3	N	 	 
20030	4	N	 	 
20030	5	N	 	 
20030	6	Y	600	600
20030	7	N	 	 
20030	8	N	 	 
20030	9	N	 	 
20030	10	N	 	 
20030	11	N	 	 
20030	12	N	 	 
20030	13	Y	9000	0
20031	1	N	 	 
20031	2	N	 	 
20031	3	N	 	 
20031	4	N	 	 
20031	5	N	 	 
20031	6	N	 	 
20031	7	N	 	 
20031	8	Y	2000	750
20031	9	N	 	 
20031	10	N	 	 
20031	11	N	 	 
20031	12	N	 	 
20031	13	N	 	 
20032	1	N	 	 
20032	2	N	 	 
20032	3	N	 	 
20032	4	N	 	 
20032	5	N	 	 
20032	6	Y	1300	1000
20032	7	N	 	 
20032	8	N	 	 
20032	9	N	 	 
20032	10	N	 	 
20032	11	N	 	 
20032	12	N	 	 
20032	13	N	 	 
20033	1	N	 	 
20033	2	N	 	 
20033	3	N	 	 
20033	4	N	 	 
20033	5	N	 	 
20033	6	N	 	 
20033	7	N	 	 
20033	8	N	 	 
20033	9	N	 	 
20033	10	N	 	 
20033	11	N	 	 
20033	12	N	 	 
20033	13	N	 	 
20034	1	Y	2400	0
20034	2	N	 	 
20034	3	N	 	 
20034	4	N	 	 
20034	5	N	 	 
20034	6	N	 	 
20034	7	N	 	 
20034	8	N	 	 
20034	9	N	 	 
20034	10	N	 	 
20034	11	N	 	 
20034	12	N	 	 
20034	13	N	 	 
20035	1	N	 	 
20035	2	N	 	 
20035	3	N	 	 
20035	4	N	 	 
20035	5	N	 	 
20035	6	N	 	 
20035	7	N	 	 
20035	8	N	 	 
20035	9	N	 	 
20035	10	N	 	 
20035	11	N	 	 
20035	12	N	 	 
20035	13	N	 	 
20036	1	N	 	 
20036	2	N	 	 
20036	3	N	 	 
20036	4	N	 	 
20036	5	N	 	 
20036	6	N	 	 
20036	7	N	 	 
20036	8	N	 	 
20036	9	N	 	 
20036	10	Y	2600	0
20036	11	Y	-77	0
20036	12	N	 	 
20036	13	N	 	 
20037	1	N	 	 
20037	2	N	 	 
20037	3	N	 	 
20037	4	N	 	 
20037	5	N	 	 
20037	6	N	 	 
20037	7	N	 	 
20037	8	N	 	 
20037	9	N	 	 
20037	10	N	 	 
20037	11	N	 	 
20037	12	N	 	 
20037	13	N	 	 
20038	1	N	 	 
20038	2	N	 	 
20038	3	N	 	 
20038	4	N	 	 
20038	5	N	 	 
20038	6	Y	900	150
20038	7	N	 	 
20038	8	N	 	 
20038	9	N	 	 
20038	10	N	 	 
20038	11	N	 	 
20038	12	N	 	 
20038	13	N	 	 
20039	1	Y	3000	0
20039	2	N	 	 
20039	3	N	 	 
20039	4	Y	0	175
20039	5	N	 	 
20039	6	N	 	 
20039	7	N	 	 
20039	8	N	 	 
20039	9	N	 	 
20039	10	N	 	 
20039	11	N	 	 
20039	12	N	 	 
20039	13	N	 	 
20040	1	Y	982	0
20040	2	N	 	 
20040	3	N	 	 
20040	4	N	 	 
20040	5	N	 	 
20040	6	N	 	 
20040	7	N	 	 
20040	8	Y	500	4100
20040	9	N	 	 
20040	10	N	 	 
20040	11	N	 	 
20040	12	N	 	 
20040	13	N	 	 
20041	1	N	 	 
20041	2	N	 	 
20041	3	N	 	 
20041	4	N	 	 
20041	5	N	 	 
20041	6	N	 	 
20041	7	N	 	 
20041	8	Y	500	0
20041	9	N	 	 
20041	10	N	 	 
20041	11	N	 	 
20041	12	N	 	 
20041	13	N	 	 
20042	1	N	 	 
20042	2	N	 	 
20042	3	N	 	 
20042	4	N	 	 
20042	5	N	 	 
20042	6	N	 	 
20042	7	N	 	 
20042	8	N	 	 
20042	9	N	 	 
20042	10	N	 	 
20042	11	N	 	 
20042	12	N	 	 
20042	13	N	 	 
20044	1	N	 	 
20044	2	N	 	 
20044	3	N	 	 
20044	4	N	 	 
20044	5	N	 	 
20044	6	N	 	 
20044	7	N	 	 
20044	8	N	 	 
20044	9	N	 	 
20044	10	N	 	 
20044	11	N	 	 
20044	12	N	 	 
20044	13	N	 	 
20045	1	N	 	 
20045	2	N	 	 
20045	3	N	 	 
20045	4	N	 	 
20045	5	N	 	 
20045	6	N	 	 
20045	7	N	 	 
20045	8	Y	900	1300
20045	9	N	 	 
20045	10	N	 	 
20045	11	N	 	 
20045	12	N	 	 
20045	13	N	 	 
20046	1	Y	6000	0
20046	2	N	 	 
20046	3	N	 	 
20046	4	N	 	 
20046	5	N	 	 
20046	6	N	 	 
20046	7	N	 	 
20046	8	Y	5600	150
20046	9	N	 	 
20046	10	Y	2000	0
20046	11	N	 	 
20046	12	N	 	 
20046	13	N	 	 
20047	1	N	 	 
20047	2	N	 	 
20047	3	N	 	 
20047	4	N	 	 
20047	5	N	 	 
20047	6	N	 	 
20047	7	N	 	 
20047	8	N	 	 
20047	9	N	 	 
20047	10	N	 	 
20047	11	Y	-77	0
20047	12	Y	36000	0
20047	13	N	 	 
20048	1	N	 	 
20048	2	N	 	 
20048	3	N	 	 
20048	4	N	 	 
20048	5	N	 	 
20048	6	N	 	 
20048	7	N	 	 
20048	8	N	 	 
20048	9	N	 	 
20048	10	N	 	 
20048	11	N	 	 
20048	12	N	 	 
20048	13	N	 	 
20049	1	N	 	 
20049	2	N	 	 
20049	3	N	 	 
20049	4	N	 	 
20049	5	N	 	 
20049	6	N	 	 
20049	7	N	 	 
20049	8	N	 	 
20049	9	N	 	 
20049	10	N	 	 
20049	11	N	 	 
20049	12	N	 	 
20049	13	N	 	 
20050	1	N	 	 
20050	2	N	 	 
20050	3	N	 	 
20050	4	N	 	 
20050	5	N	 	 
20050	6	N	 	 
20050	7	N	 	 
20050	8	N	 	 
20050	9	N	 	 
20050	10	N	 	 
20050	11	N	 	 
20050	12	N	 	 
20050	13	N	 	 
20051	1	N	 	 
20051	2	N	 	 
20051	3	N	 	 
20051	4	N	 	 
20051	5	N	 	 
20051	6	N	 	 
20051	7	N	 	 
20051	8	Y	1500	0
20051	9	N	 	 
20051	10	N	 	 
20051	11	N	 	 
20051	12	N	 	 
20051	13	N	 	 
20052	1	N	 	 
20052	2	N	 	 
20052	3	N	 	 
20052	4	N	 	 
20052	5	N	 	 
20052	6	N	 	 
20052	7	N	 	 
20052	8	Y	0	1750
20052	9	Y	12000	1280
20052	10	N	 	 
20052	11	N	 	 
20052	12	N	 	 
20052	13	N	 	 
20053	1	Y	6036	0
20053	2	N	 	 
20053	3	N	 	 
20053	4	N	 	 
20053	5	N	 	 
20053	6	N	 	 
20053	7	N	 	 
20053	8	N	 	 
20053	9	N	 	 
20053	10	N	 	 
20053	11	N	 	 
20053	12	N	 	 
20053	13	N	 	 
20054	1	N	 	 
20054	2	N	 	 
20054	3	N	 	 
20054	4	N	 	 
20054	5	N	 	 
20054	6	N	 	 
20054	7	N	 	 
20054	8	Y	5000	0
20054	9	N	 	 
20054	10	N	 	 
20054	11	N	 	 
20054	12	N	 	 
20054	13	N	 	 
20055	1	Y	6000	0
20055	2	N	 	 
20055	3	N	 	 
20055	4	N	 	 
20055	5	N	 	 
20055	6	N	 	 
20055	7	N	 	 
20055	8	N	 	 
20055	9	N	 	 
20055	10	N	 	 
20055	11	N	 	 
20055	12	N	 	 
20055	13	N	 	 
20056	1	N	 	 
20056	2	N	 	 
20056	3	N	 	 
20056	4	N	 	 
20056	5	N	 	 
20056	6	N	 	 
20056	7	N	 	 
20056	8	Y	0	3300
20056	9	N	 	 
20056	10	N	 	 
20056	11	N	 	 
20056	12	N	 	 
20056	13	N	 	 
20058	1	N	 	 
20058	2	N	 	 
20058	3	N	 	 
20058	4	N	 	 
20058	5	N	 	 
20058	6	N	 	 
20058	7	N	 	 
20058	8	Y	800	0
20058	9	N	 	 
20058	10	N	 	 
20058	11	N	 	 
20058	12	N	 	 
20058	13	Y	6200	0
20059	1	N	 	 
20059	2	N	 	 
20059	3	N	 	 
20059	4	N	 	 
20059	5	N	 	 
20059	6	N	 	 
20059	7	N	 	 
20059	8	N	 	 
20059	9	N	 	 
20059	10	N	 	 
20059	11	N	 	 
20059	12	N	 	 
20059	13	N	 	 
20060	1	N	 	 
20060	2	N	 	 
20060	3	N	 	 
20060	4	N	 	 
20060	5	N	 	 
20060	6	N	 	 
20060	7	N	 	 
20060	8	N	 	 
20060	9	N	 	 
20060	10	N	 	 
20060	11	N	 	 
20060	12	N	 	 
20060	13	Y	2500	0
20061	1	N	 	 
20061	2	N	 	 
20061	3	N	 	 
20061	4	N	 	 
20061	5	N	 	 
20061	6	N	 	 
20061	7	N	 	 
20061	8	N	 	 
20061	9	N	 	 
20061	10	N	 	 
20061	11	Y	4000	0
20061	12	N	 	 
20061	13	N	 	 
20062	1	Y	6050	0
20062	2	N	 	 
20062	3	N	 	 
20062	4	N	 	 
20062	5	N	 	 
20062	6	N	 	 
20062	7	N	 	 
20062	8	Y	8000	4000
20062	9	N	 	 
20062	10	N	 	 
20062	11	N	 	 
20062	12	N	 	 
20062	13	N	 	 
20064	1	N	 	 
20064	2	N	 	 
20064	3	N	 	 
20064	4	N	 	 
20064	5	N	 	 
20064	6	N	 	 
20064	7	N	 	 
20064	8	N	 	 
20064	9	N	 	 
20064	10	N	 	 
20064	11	N	 	 
20064	12	N	 	 
20064	13	N	 	 
20065	1	N	 	 
20065	2	N	 	 
20065	3	N	 	 
20065	4	N	 	 
20065	5	N	 	 
20065	6	N	 	 
20065	7	N	 	 
20065	8	Y	0	1200
20065	9	N	 	 
20065	10	N	 	 
20065	11	N	 	 
20065	12	N	 	 
20065	13	N	 	 
20066	1	Y	6612	0
20066	2	N	 	 
20066	3	N	 	 
20066	4	N	 	 
20066	5	N	 	 
20066	6	N	 	 
20066	7	N	 	 
20066	8	N	 	 
20066	9	N	 	 
20066	10	N	 	 
20066	11	N	 	 
20066	12	N	 	 
20066	13	N	 	 
20067	1	N	 	 
20067	2	N	 	 
20067	3	N	 	 
20067	4	N	 	 
20067	5	N	 	 
20067	6	N	 	 
20067	7	N	 	 
20067	8	N	 	 
20067	9	N	 	 
20067	10	N	 	 
20067	11	N	 	 
20067	12	Y	14400	0
20067	13	N	 	 
20068	1	Y	6468	0
20068	2	N	 	 
20068	3	N	 	 
20068	4	N	 	 
20068	5	N	 	 
20068	6	N	 	 
20068	7	N	 	 
20068	8	Y	4000	1500
20068	9	N	 	 
20068	10	N	 	 
20068	11	N	 	 
20068	12	N	 	 
20068	13	Y	10000	0
20070	1	N	 	 
20070	2	N	 	 
20070	3	N	 	 
20070	4	N	 	 
20070	5	N	 	 
20070	6	N	 	 
20070	7	N	 	 
20070	8	N	 	 
20070	9	N	 	 
20070	10	N	 	 
20070	11	N	 	 
20070	12	Y	23400	0
20070	13	N	 	 
20071	1	N	 	 
20071	2	N	 	 
20071	3	N	 	 
20071	4	N	 	 
20071	5	N	 	 
20071	6	N	 	 
20071	7	N	 	 
20071	8	Y	10000	0
20071	9	N	 	 
20071	10	Y	6000	0
20071	11	N	 	 
20071	12	N	 	 
20071	13	N	 	 
20073	1	N	 	 
20073	2	N	 	 
20073	3	N	 	 
20073	4	N	 	 
20073	5	N	 	 
20073	6	N	 	 
20073	7	N	 	 
20073	8	N	 	 
20073	9	N	 	 
20073	10	N	 	 
20073	11	N	 	 
20073	12	N	 	 
20073	13	N	 	 
20074	1	N	 	 
20074	2	N	 	 
20074	3	N	 	 
20074	4	N	 	 
20074	5	N	 	 
20074	6	N	 	 
20074	7	N	 	 
20074	8	N	 	 
20074	9	N	 	 
20074	10	N	 	 
20074	11	Y	-77	0
20074	12	N	 	 
20074	13	N	 	 
20076	1	Y	150	0
20076	2	N	 	 
20076	3	N	 	 
20076	4	N	 	 
20076	5	N	 	 
20076	6	N	 	 
20076	7	N	 	 
20076	8	N	 	 
20076	9	N	 	 
20076	10	Y	5000	0
20076	11	N	 	 
20076	12	N	 	 
20076	13	N	 	 
20077	1	N	 	 
20077	2	N	 	 
20077	3	N	 	 
20077	4	N	 	 
20077	5	N	 	 
20077	6	N	 	 
20077	7	N	 	 
20077	8	N	 	 
20077	9	N	 	 
20077	10	N	 	 
20077	11	N	 	 
20077	12	N	 	 
20077	13	N	 	 
20078	1	Y	9600	0
20078	2	N	 	 
20078	3	N	 	 
20078	4	N	 	 
20078	5	N	 	 
20078	6	N	 	 
20078	7	N	 	 
20078	8	N	 	 
20078	9	N	 	 
20078	10	N	 	 
20078	11	Y	100	0
20078	12	N	 	 
20078	13	N	 	 
20079	1	Y	17760	0
20079	2	N	 	 
20079	3	N	 	 
20079	4	N	 	 
20079	5	N	 	 
20079	6	N	 	 
20079	7	N	 	 
20079	8	N	 	 
20079	9	N	 	 
20079	10	N	 	 
20079	11	N	 	 
20079	12	N	 	 
20079	13	N	 	 
20080	1	N	 	 
20080	2	N	 	 
20080	3	N	 	 
20080	4	N	 	 
20080	5	N	 	 
20080	6	N	 	 
20080	7	N	 	 
20080	8	N	 	 
20080	9	N	 	 
20080	10	N	 	 
20080	11	N	 	 
20080	12	N	 	 
20080	13	N	 	 
20081	1	N	 	 
20081	2	N	 	 
20081	3	N	 	 
20081	4	N	 	 
20081	5	N	 	 
20081	6	N	 	 
20081	7	N	 	 
20081	8	N	 	 
20081	9	N	 	 
20081	10	N	 	 
20081	11	Y	-77	0
20081	12	N	 	 
20081	13	N	 	 
20082	1	N	 	 
20082	2	N	 	 
20082	3	N	 	 
20082	4	N	 	 
20082	5	N	 	 
20082	6	N	 	 
20082	7	N	 	 
20082	8	N	 	 
20082	9	N	 	 
20082	10	N	 	 
20082	11	N	 	 
20082	12	N	 	 
20082	13	Y	10000	0
20083	1	N	 	 
20083	2	N	 	 
20083	3	N	 	 
20083	4	N	 	 
20083	5	N	 	 
20083	6	N	 	 
20083	7	N	 	 
20083	8	N	 	 
20083	9	N	 	 
20083	10	N	 	 
20083	11	N	 	 
20083	12	N	 	 
20083	13	N	 	 
20084	1	N	 	 
20084	2	N	 	 
20084	3	N	 	 
20084	4	N	 	 
20084	5	N	 	 
20084	6	N	 	 
20084	7	N	 	 
20084	8	N	 	 
20084	9	N	 	 
20084	10	N	 	 
20084	11	N	 	 
20084	12	Y	24000	0
20084	13	N	 	 
20085	1	N	 	 
20085	2	N	 	 
20085	3	N	 	 
20085	4	N	 	 
20085	5	N	 	 
20085	6	N	 	 
20085	7	N	 	 
20085	8	N	 	 
20085	9	N	 	 
20085	10	N	 	 
20085	11	N	 	 
20085	12	N	 	 
20085	13	N	 	 
20087	1	Y	6000	0
20087	2	N	 	 
20087	3	N	 	 
20087	4	N	 	 
20087	5	N	 	 
20087	6	N	 	 
20087	7	N	 	 
20087	8	N	 	 
20087	9	Y	3600	0
20087	10	N	 	 
20087	11	N	 	 
20087	12	N	 	 
20087	13	N	 	 
20088	1	N	 	 
20088	2	N	 	 
20088	3	N	 	 
20088	4	N	 	 
20088	5	N	 	 
20088	6	N	 	 
20088	7	N	 	 
20088	8	Y	550	3000
20088	9	N	 	 
20088	10	Y	1400	0
20088	11	N	 	 
20088	12	N	 	 
20088	13	N	 	 
20089	1	N	 	 
20089	2	N	 	 
20089	3	N	 	 
20089	4	N	 	 
20089	5	N	 	 
20089	6	N	 	 
20089	7	N	 	 
20089	8	N	 	 
20089	9	N	 	 
20089	10	N	 	 
20089	11	N	 	 
20089	12	N	 	 
20089	13	N	 	 
20090	1	Y	6036	0
20090	2	N	 	 
20090	3	N	 	 
20090	4	N	 	 
20090	5	N	 	 
20090	6	N	 	 
20090	7	N	 	 
20090	8	N	 	 
20090	9	N	 	 
20090	10	N	 	 
20090	11	N	 	 
20090	12	Y	7200	0
20090	13	N	 	 
20092	1	N	 	 
20092	2	N	 	 
20092	3	N	 	 
20092	4	N	 	 
20092	5	N	 	 
20092	6	N	 	 
20092	7	N	 	 
20092	8	N	 	 
20092	9	N	 	 
20092	10	N	 	 
20092	11	Y	300	0
20092	12	N	 	 
20092	13	N	 	 
20093	1	N	 	 
20093	2	N	 	 
20093	3	N	 	 
20093	4	N	 	 
20093	5	N	 	 
20093	6	N	 	 
20093	7	N	 	 
20093	8	N	 	 
20093	9	N	 	 
20093	10	N	 	 
20093	11	N	 	 
20093	12	N	 	 
20093	13	N	 	 
20094	1	N	 	 
20094	2	N	 	 
20094	3	N	 	 
20094	4	N	 	 
20094	5	N	 	 
20094	6	N	 	 
20094	7	N	 	 
20094	8	N	 	 
20094	9	N	 	 
20094	10	N	 	 
20094	11	N	 	 
20094	12	N	 	 
20094	13	N	 	 
20095	1	Y	7200	0
20095	2	N	 	 
20095	3	N	 	 
20095	4	N	 	 
20095	5	N	 	 
20095	6	Y	0	10800
20095	7	N	 	 
20095	8	Y	2000	0
20095	9	N	 	 
20095	10	N	 	 
20095	11	N	 	 
20095	12	N	 	 
20095	13	N	 	 
20096	1	N	 	 
20096	2	N	 	 
20096	3	N	 	 
20096	4	N	 	 
20096	5	N	 	 
20096	6	N	 	 
20096	7	N	 	 
20096	8	N	 	 
20096	9	N	 	 
20096	10	N	 	 
20096	11	N	 	 
20096	12	N	 	 
20096	13	N	 	 
20097	1	N	 	 
20097	2	N	 	 
20097	3	N	 	 
20097	4	N	 	 
20097	5	N	 	 
20097	6	Y	0	8260
20097	7	N	 	 
20097	8	N	 	 
20097	9	N	 	 
20097	10	N	 	 
20097	11	Y	-77	0
20097	12	N	 	 
20097	13	N	 	 
20098	1	N	 	 
20098	2	N	 	 
20098	3	N	 	 
20098	4	N	 	 
20098	5	N	 	 
20098	6	N	 	 
20098	7	N	 	 
20098	8	N	 	 
20098	9	N	 	 
20098	10	N	 	 
20098	11	Y	-77	0
20098	12	Y	33000	0
20098	13	N	 	 
20099	1	N	 	 
20099	2	N	 	 
20099	3	N	 	 
20099	4	N	 	 
20099	5	N	 	 
20099	6	N	 	 
20099	7	N	 	 
20099	8	N	 	 
20099	9	N	 	 
20099	10	N	 	 
20099	11	N	 	 
20099	12	N	 	 
20099	13	N	 	 
20100	1	N	 	 
20100	2	N	 	 
20100	3	N	 	 
20100	4	N	 	 
20100	5	N	 	 
20100	6	N	 	 
20100	7	N	 	 
20100	8	N	 	 
20100	9	N	 	 
20100	10	N	 	 
20100	11	N	 	 
20100	12	N	 	 
20100	13	N	 	 
30001	1	N	 	 
30001	2	N	 	 
30001	3	N	 	 
30001	4	N	 	 
30001	5	N	 	 
30001	6	N	 	 
30001	7	N	 	 
30001	8	Y	1000	0
30001	9	N	 	 
30001	10	N	 	 
30001	11	Y	54	0
30001	12	N	 	 
30001	13	N	 	 
30002	1	N	 	 
30002	2	N	 	 
30002	3	N	 	 
30002	4	N	 	 
30002	5	N	 	 
30002	6	N	 	 
30002	7	N	 	 
30002	8	N	 	 
30002	9	N	 	 
30002	10	Y	2000	0
30002	11	N	 	 
30002	12	N	 	 
30002	13	N	 	 
30003	1	N	 	 
30003	2	N	 	 
30003	3	N	 	 
30003	4	N	 	 
30003	5	N	 	 
30003	6	N	 	 
30003	7	N	 	 
30003	8	Y	2400	0
30003	9	N	 	 
30003	10	N	 	 
30003	11	Y	500	0
30003	12	N	 	 
30003	13	N	 	 
30004	1	N	 	 
30004	2	N	 	 
30004	3	N	 	 
30004	4	Y	0	150
30004	5	Y	200	0
30004	6	Y	0	450
30004	7	N	 	 
30004	8	Y	0	200
30004	9	N	 	 
30004	10	N	 	 
30004	11	N	 	 
30004	12	N	 	 
30004	13	N	 	 
30005	1	N	 	 
30005	2	N	 	 
30005	3	N	 	 
30005	4	N	 	 
30005	5	N	 	 
30005	6	N	 	 
30005	7	N	 	 
30005	8	Y	3000	3000
30005	9	N	 	 
30005	10	N	 	 
30005	11	N	 	 
30005	12	N	 	 
30005	13	Y	6600	0
30006	1	N	 	 
30006	2	N	 	 
30006	3	N	 	 
30006	4	N	 	 
30006	5	N	 	 
30006	6	N	 	 
30006	7	N	 	 
30006	8	N	 	 
30006	9	N	 	 
30006	10	Y	2000	0
30006	11	Y	-77	0
30006	12	N	 	 
30006	13	N	 	 
30007	1	N	 	 
30007	2	N	 	 
30007	3	N	 	 
30007	4	N	 	 
30007	5	N	 	 
30007	6	N	 	 
30007	7	N	 	 
30007	8	N	 	 
30007	9	N	 	 
30007	10	N	 	 
30007	11	N	 	 
30007	12	N	 	 
30007	13	N	 	 
30009	1	N	 	 
30009	2	N	 	 
30009	3	N	 	 
30009	4	N	 	 
30009	5	N	 	 
30009	6	N	 	 
30009	7	N	 	 
30009	8	N	 	 
30009	9	N	 	 
30009	10	N	 	 
30009	11	N	 	 
30009	12	N	 	 
30009	13	N	 	 
30010	1	N	 	 
30010	2	N	 	 
30010	3	N	 	 
30010	4	N	 	 
30010	5	N	 	 
30010	6	N	 	 
30010	7	N	 	 
30010	8	N	 	 
30010	9	N	 	 
30010	10	N	 	 
30010	11	N	 	 
30010	12	N	 	 
30010	13	N	 	 
30011	1	N	 	 
30011	2	N	 	 
30011	3	N	 	 
30011	4	N	 	 
30011	5	N	 	 
30011	6	N	 	 
30011	7	N	 	 
30011	8	Y	3000	0
30011	9	N	 	 
30011	10	N	 	 
30011	11	N	 	 
30011	12	N	 	 
30011	13	N	 	 
30013	1	N	 	 
30013	2	N	 	 
30013	3	N	 	 
30013	4	N	 	 
30013	5	N	 	 
30013	6	N	 	 
30013	7	N	 	 
30013	8	N	 	 
30013	9	N	 	 
30013	10	N	 	 
30013	11	N	 	 
30013	12	Y	19800	0
30013	13	Y	13000	4000
30014	1	N	 	 
30014	2	N	 	 
30014	3	N	 	 
30014	4	N	 	 
30014	5	N	 	 
30014	6	N	 	 
30014	7	N	 	 
30014	8	N	 	 
30014	9	N	 	 
30014	10	N	 	 
30014	11	Y	-77	0
30014	12	N	 	 
30014	13	N	 	 
30015	1	N	 	 
30015	2	N	 	 
30015	3	N	 	 
30015	4	N	 	 
30015	5	Y	0	400
30015	6	N	 	 
30015	7	N	 	 
30015	8	N	 	 
30015	9	N	 	 
30015	10	N	 	 
30015	11	N	 	 
30015	12	N	 	 
30015	13	N	 	 
30016	1	N	 	 
30016	2	N	 	 
30016	3	N	 	 
30016	4	N	 	 
30016	5	N	 	 
30016	6	N	 	 
30016	7	N	 	 
30016	8	N	 	 
30016	9	N	 	 
30016	10	N	 	 
30016	11	N	 	 
30016	12	N	 	 
30016	13	N	 	 
30018	1	N	 	 
30018	2	N	 	 
30018	3	N	 	 
30018	4	Y	0	375
30018	5	N	 	 
30018	6	N	 	 
30018	7	N	 	 
30018	8	N	 	 
30018	9	N	 	 
30018	10	N	 	 
30018	11	N	 	 
30018	12	Y	30500	0
30018	13	Y	15000	4000
30019	1	Y	21600	0
30019	2	N	 	 
30019	3	N	 	 
30019	4	N	 	 
30019	5	N	 	 
30019	6	N	 	 
30019	7	N	 	 
30019	8	N	 	 
30019	9	N	 	 
30019	10	N	 	 
30019	11	N	 	 
30019	12	N	 	 
30019	13	N	 	 
30020	1	N	 	 
30020	2	N	 	 
30020	3	N	 	 
30020	4	N	 	 
30020	5	N	 	 
30020	6	N	 	 
30020	7	N	 	 
30020	8	Y	2000	0
30020	9	N	 	 
30020	10	N	 	 
30020	11	N	 	 
30020	12	N	 	 
30020	13	N	 	 
30021	1	N	 	 
30021	2	N	 	 
30021	3	N	 	 
30021	4	N	 	 
30021	5	N	 	 
30021	6	Y	0	1000
30021	7	N	 	 
30021	8	Y	200	0
30021	9	N	 	 
30021	10	N	 	 
30021	11	N	 	 
30021	12	N	 	 
30021	13	Y	0	600
30022	1	N	 	 
30022	2	N	 	 
30022	3	N	 	 
30022	4	N	 	 
30022	5	N	 	 
30022	6	N	 	 
30022	7	N	 	 
30022	8	Y	800	0
30022	9	N	 	 
30022	10	N	 	 
30022	11	N	 	 
30022	12	N	 	 
30022	13	N	 	 
30023	1	N	 	 
30023	2	N	 	 
30023	3	N	 	 
30023	4	Y	12000	8000
30023	5	N	 	 
30023	6	N	 	 
30023	7	N	 	 
30023	8	N	 	 
30023	9	N	 	 
30023	10	N	 	 
30023	11	N	 	 
30023	12	Y	16800	0
30023	13	N	 	 
30024	1	Y	9600	0
30024	2	N	 	 
30024	3	N	 	 
30024	4	N	 	 
30024	5	N	 	 
30024	6	N	 	 
