CHILDCODE	SRMNIDR5	RMTR5	AMNTCAR5	AMNTKIR5
50032	12	N	 	 
50032	13	N	 	 
50033	1	N	 	 
50033	2	N	 	 
50033	3	N	 	 
50033	4	Y	0	370
50033	5	N	 	 
50033	6	N	 	 
50033	7	N	 	 
50033	8	N	 	 
50033	9	N	 	 
50033	10	Y	600	2800
50033	11	N	 	 
50033	12	N	 	 
50033	13	N	 	 
50034	1	N	 	 
50034	2	N	 	 
50034	3	N	 	 
50034	4	N	 	 
50034	5	N	 	 
50034	6	N	 	 
50034	7	N	 	 
50034	8	N	 	 
50034	9	N	 	 
50034	10	N	 	 
50034	11	N	 	 
50034	12	N	 	 
50034	13	N	 	 
50035	1	N	 	 
50035	2	N	 	 
50035	3	Y	500	2000
50035	4	N	 	 
50035	5	N	 	 
50035	6	N	 	 
50035	7	N	 	 
50035	8	N	 	 
50035	9	N	 	 
50035	10	N	 	 
50035	11	N	 	 
50035	12	Y	0	1100
50035	13	N	 	 
50036	1	N	 	 
50036	2	N	 	 
50036	3	N	 	 
50036	4	N	 	 
50036	5	N	 	 
50036	6	N	 	 
50036	7	N	 	 
50036	8	N	 	 
50036	9	Y	160	600
50036	10	N	 	 
50036	11	N	 	 
50036	12	N	 	 
50036	13	N	 	 
50037	1	N	 	 
50037	2	N	 	 
50037	3	Y	750	1500
50037	4	N	 	 
50037	5	N	 	 
50037	6	N	 	 
50037	7	N	 	 
50037	8	N	 	 
50037	9	N	 	 
50037	10	N	 	 
50037	11	N	 	 
50037	12	Y	0	800
50037	13	N	 	 
50038	1	N	 	 
50038	2	N	 	 
50038	3	Y	0	150
50038	4	N	 	 
50038	5	N	 	 
50038	6	N	 	 
50038	7	N	 	 
50038	8	N	 	 
50038	9	N	 	 
50038	10	N	 	 
50038	11	N	 	 
50038	12	N	 	 
50038	13	N	 	 
50039	1	N	 	 
50039	2	N	 	 
50039	3	N	 	 
50039	4	N	 	 
50039	5	N	 	 
50039	6	N	 	 
50039	7	N	 	 
50039	8	N	 	 
50039	9	Y	160	450
50039	10	Y	0	90
50039	11	N	 	 
50039	12	N	 	 
50039	13	N	 	 
50040	1	N	 	 
50040	2	N	 	 
50040	3	N	 	 
50040	4	N	 	 
50040	5	N	 	 
50040	6	N	 	 
50040	7	N	 	 
50040	8	N	 	 
50040	9	N	 	 
50040	10	N	 	 
50040	11	N	 	 
50040	12	N	 	 
50040	13	N	 	 
50041	1	N	 	 
50041	2	N	 	 
50041	3	N	 	 
50041	4	Y	0	300
50041	5	N	 	 
50041	6	N	 	 
50041	7	Y	0	540
50041	8	Y	400	0
50041	9	N	 	 
50041	10	N	 	 
50041	11	Y	-77	0
50041	12	N	 	 
50041	13	N	 	 
50042	1	N	 	 
50042	2	N	 	 
50042	3	Y	0	2700
50042	4	N	 	 
50042	5	N	 	 
50042	6	N	 	 
50042	7	N	 	 
50042	8	N	 	 
50042	9	N	 	 
50042	10	N	 	 
50042	11	N	 	 
50042	12	Y	1000	0
50042	13	N	 	 
50043	1	N	 	 
50043	2	N	 	 
50043	3	Y	0	180
50043	4	Y	0	120
50043	5	N	 	 
50043	6	N	 	 
50043	7	Y	0	40
50043	8	N	 	 
50043	9	N	 	 
50043	10	N	 	 
50043	11	N	 	 
50043	12	Y	720	200
50043	13	Y	5700	0
50045	1	N	 	 
50045	2	N	 	 
50045	3	Y	0	1800
50045	4	Y	0	230
50045	5	N	 	 
50045	6	N	 	 
50045	7	N	 	 
50045	8	N	 	 
50045	9	N	 	 
50045	10	N	 	 
50045	11	Y	-77	0
50045	12	Y	9600	0
50045	13	N	 	 
50046	1	N	 	 
50046	2	N	 	 
50046	3	N	 	 
50046	4	N	 	 
50046	5	N	 	 
50046	6	N	 	 
50046	7	N	 	 
50046	8	N	 	 
50046	9	N	 	 
50046	10	N	 	 
50046	11	N	 	 
50046	12	Y	0	4900
50046	13	N	 	 
50047	1	N	 	 
50047	2	N	 	 
50047	3	Y	450	1060
50047	4	N	 	 
50047	5	N	 	 
50047	6	N	 	 
50047	7	N	 	 
50047	8	N	 	 
50047	9	N	 	 
50047	10	N	 	 
50047	11	N	 	 
50047	12	N	 	 
50047	13	N	 	 
50048	1	N	 	 
50048	2	N	 	 
50048	3	Y	0	1590
50048	4	N	 	 
50048	5	N	 	 
50048	6	N	 	 
50048	7	N	 	 
50048	8	N	 	 
50048	9	N	 	 
50048	10	N	 	 
50048	11	N	 	 
50048	12	Y	0	595
50048	13	N	 	 
50049	1	N	 	 
50049	2	N	 	 
50049	3	Y	520	1190
50049	4	N	 	 
50049	5	N	 	 
50049	6	N	 	 
50049	7	N	 	 
50049	8	N	 	 
50049	9	N	 	 
50049	10	N	 	 
50049	11	N	 	 
50049	12	Y	0	800
50049	13	N	 	 
50050	1	N	 	 
50050	2	N	 	 
50050	3	Y	750	900
50050	4	N	 	 
50050	5	N	 	 
50050	6	N	 	 
50050	7	N	 	 
50050	8	N	 	 
50050	9	N	 	 
50050	10	N	 	 
50050	11	N	 	 
50050	12	Y	0	1180
50050	13	N	 	 
50051	1	N	 	 
50051	2	N	 	 
50051	3	Y	0	2925
50051	4	Y	0	370
50051	5	N	 	 
50051	6	N	 	 
50051	7	N	 	 
50051	8	N	 	 
50051	9	N	 	 
50051	10	N	 	 
50051	11	N	 	 
50051	12	Y	0	1800
50051	13	N	 	 
50052	1	Y	1480	0
50052	2	N	 	 
50052	3	Y	520	1040
50052	4	N	 	 
50052	5	N	 	 
50052	6	N	 	 
50052	7	N	 	 
50052	8	N	 	 
50052	9	N	 	 
50052	10	N	 	 
50052	11	N	 	 
50052	12	Y	0	1750
50052	13	N	 	 
50053	1	N	 	 
50053	2	N	 	 
50053	3	Y	0	1500
50053	4	N	 	 
50053	5	N	 	 
50053	6	N	 	 
50053	7	N	 	 
50053	8	N	 	 
50053	9	N	 	 
50053	10	N	 	 
50053	11	N	 	 
50053	12	Y	0	2000
50053	13	N	 	 
50054	1	N	 	 
50054	2	N	 	 
50054	3	N	 	 
50054	4	N	 	 
50054	5	N	 	 
50054	6	N	 	 
50054	7	N	 	 
50054	8	Y	600	0
50054	9	N	 	 
50054	10	N	 	 
50054	11	N	 	 
50054	12	Y	0	1400
50054	13	N	 	 
50055	1	N	 	 
50055	2	N	 	 
50055	3	Y	600	1730
50055	4	N	 	 
50055	5	N	 	 
50055	6	N	 	 
50055	7	N	 	 
50055	8	N	 	 
50055	9	N	 	 
50055	10	N	 	 
50055	11	N	 	 
50055	12	N	 	 
50055	13	N	 	 
50056	1	N	 	 
50056	2	N	 	 
50056	3	N	 	 
50056	4	N	 	 
50056	5	N	 	 
50056	6	N	 	 
50056	7	N	 	 
50056	8	N	 	 
50056	9	N	 	 
50056	10	N	 	 
50056	11	N	 	 
50056	12	N	 	 
50056	13	N	 	 
50057	1	N	 	 
50057	2	N	 	 
50057	3	Y	0	1800
50057	4	N	 	 
50057	5	N	 	 
50057	6	Y	0	70
50057	7	N	 	 
50057	8	N	 	 
50057	9	N	 	 
50057	10	N	 	 
50057	11	N	 	 
50057	12	N	 	 
50057	13	N	 	 
50058	1	N	 	 
50058	2	N	 	 
50058	3	Y	0	1920
50058	4	Y	0	290
50058	5	N	 	 
50058	6	N	 	 
50058	7	N	 	 
50058	8	N	 	 
50058	9	N	 	 
50058	10	N	 	 
50058	11	N	 	 
50058	12	Y	3600	0
50058	13	N	 	 
50059	1	N	 	 
50059	2	N	 	 
50059	3	Y	0	1200
50059	4	N	 	 
50059	5	N	 	 
50059	6	N	 	 
50059	7	N	 	 
50059	8	N	 	 
50059	9	N	 	 
50059	10	N	 	 
50059	11	N	 	 
50059	12	N	 	 
50059	13	N	 	 
50060	1	N	 	 
50060	2	N	 	 
50060	3	Y	600	4280
50060	4	Y	0	310
50060	5	N	 	 
50060	6	N	 	 
50060	7	N	 	 
50060	8	N	 	 
50060	9	N	 	 
50060	10	N	 	 
50060	11	N	 	 
50060	12	Y	0	3200
50060	13	N	 	 
50061	1	N	 	 
50061	2	N	 	 
50061	3	Y	300	480
50061	4	Y	0	365
50061	5	N	 	 
50061	6	N	 	 
50061	7	Y	0	80
50061	8	N	 	 
50061	9	N	 	 
50061	10	Y	750	1800
50061	11	N	 	 
50061	12	Y	0	3600
50061	13	N	 	 
50062	1	N	 	 
50062	2	N	 	 
50062	3	N	 	 
50062	4	N	 	 
50062	5	N	 	 
50062	6	N	 	 
50062	7	Y	0	216
50062	8	N	 	 
50062	9	N	 	 
50062	10	N	 	 
50062	11	N	 	 
50062	12	Y	0	1296
50062	13	N	 	 
50063	1	N	 	 
50063	2	N	 	 
50063	3	Y	1000	2000
50063	4	N	 	 
50063	5	N	 	 
50063	6	N	 	 
50063	7	N	 	 
50063	8	N	 	 
50063	9	N	 	 
50063	10	N	 	 
50063	11	N	 	 
50063	12	N	 	 
50063	13	N	 	 
50064	1	N	 	 
50064	2	N	 	 
50064	3	N	 	 
50064	4	Y	0	470
50064	5	N	 	 
50064	6	N	 	 
50064	7	N	 	 
50064	8	Y	0	420
50064	9	N	 	 
50064	10	Y	1000	2480
50064	11	Y	-77	0
50064	12	Y	0	1800
50064	13	N	 	 
50066	1	N	 	 
50066	2	N	 	 
50066	3	Y	0	1760
50066	4	N	 	 
50066	5	N	 	 
50066	6	N	 	 
50066	7	N	 	 
50066	8	N	 	 
50066	9	N	 	 
50066	10	N	 	 
50066	11	N	 	 
50066	12	N	 	 
50066	13	Y	1000	0
50068	1	N	 	 
50068	2	N	 	 
50068	3	Y	0	1017
50068	4	Y	0	340
50068	5	N	 	 
50068	6	N	 	 
50068	7	N	 	 
50068	8	N	 	 
50068	9	N	 	 
50068	10	N	 	 
50068	11	N	 	 
50068	12	N	 	 
50068	13	N	 	 
50070	1	N	 	 
50070	2	N	 	 
50070	3	N	 	 
50070	4	Y	0	130
50070	5	N	 	 
50070	6	N	 	 
50070	7	N	 	 
50070	8	Y	250	80
50070	9	N	 	 
50070	10	N	 	 
50070	11	N	 	 
50070	12	N	 	 
50070	13	N	 	 
50072	1	N	 	 
50072	2	N	 	 
50072	3	N	 	 
50072	4	N	 	 
50072	5	N	 	 
50072	6	N	 	 
50072	7	Y	500	1340
50072	8	N	 	 
50072	9	N	 	 
50072	10	N	 	 
50072	11	Y	-77	0
50072	12	Y	0	500
50072	13	N	 	 
50073	1	N	 	 
50073	2	N	 	 
50073	3	Y	0	1620
50073	4	Y	0	170
50073	5	N	 	 
50073	6	N	 	 
50073	7	Y	0	870
50073	8	N	 	 
50073	9	N	 	 
50073	10	N	 	 
50073	11	N	 	 
50073	12	N	 	 
50073	13	N	 	 
50074	1	N	 	 
50074	2	N	 	 
50074	3	Y	500	1100
50074	4	N	 	 
50074	5	N	 	 
50074	6	N	 	 
50074	7	N	 	 
50074	8	N	 	 
50074	9	N	 	 
50074	10	N	 	 
50074	11	N	 	 
50074	12	Y	0	600
50074	13	N	 	 
50075	1	N	 	 
50075	2	N	 	 
50075	3	Y	1900	4300
50075	4	N	 	 
50075	5	N	 	 
50075	6	N	 	 
50075	7	N	 	 
50075	8	N	 	 
50075	9	N	 	 
50075	10	N	 	 
50075	11	N	 	 
50075	12	Y	0	1448
50075	13	N	 	 
50076	1	N	 	 
50076	2	N	 	 
50076	3	Y	0	310
50076	4	N	 	 
50076	5	N	 	 
50076	6	N	 	 
50076	7	N	 	 
50076	8	N	 	 
50076	9	N	 	 
50076	10	N	 	 
50076	11	N	 	 
50076	12	N	 	 
50076	13	N	 	 
50077	1	N	 	 
50077	2	N	 	 
50077	3	Y	1400	2800
50077	4	N	 	 
50077	5	N	 	 
50077	6	N	 	 
50077	7	N	 	 
50077	8	N	 	 
50077	9	N	 	 
50077	10	N	 	 
50077	11	N	 	 
50077	12	N	 	 
50077	13	N	 	 
50078	1	N	 	 
50078	2	N	 	 
50078	3	N	 	 
50078	4	N	 	 
50078	5	N	 	 
50078	6	N	 	 
50078	7	N	 	 
50078	8	N	 	 
50078	9	N	 	 
50078	10	N	 	 
50078	11	N	 	 
50078	12	N	 	 
50078	13	N	 	 
50079	1	N	 	 
50079	2	N	 	 
50079	3	Y	0	1000
50079	4	N	 	 
50079	5	N	 	 
50079	6	N	 	 
50079	7	N	 	 
50079	8	N	 	 
50079	9	N	 	 
50079	10	N	 	 
50079	11	N	 	 
50079	12	N	 	 
50079	13	Y	3000	0
50081	1	N	 	 
50081	2	N	 	 
50081	3	Y	1600	1800
50081	4	N	 	 
50081	5	N	 	 
50081	6	N	 	 
50081	7	N	 	 
50081	8	N	 	 
50081	9	N	 	 
50081	10	N	 	 
50081	11	N	 	 
50081	12	N	 	 
50081	13	N	 	 
50082	1	N	 	 
50082	2	N	 	 
50082	3	N	 	 
50082	4	Y	0	300
50082	5	N	 	 
50082	6	N	 	 
50082	7	Y	820	1740
50082	8	N	 	 
50082	9	N	 	 
50082	10	Y	0	486
50082	11	N	 	 
50082	12	N	 	 
50082	13	N	 	 
50083	1	N	 	 
50083	2	N	 	 
50083	3	N	 	 
50083	4	Y	0	270
50083	5	N	 	 
50083	6	N	 	 
50083	7	Y	0	65
50083	8	N	 	 
50083	9	N	 	 
50083	10	Y	160	1040
50083	11	N	 	 
50083	12	N	 	 
50083	13	N	 	 
50084	1	N	 	 
50084	2	N	 	 
50084	3	Y	0	2340
50084	4	Y	0	108
50084	5	N	 	 
50084	6	N	 	 
50084	7	N	 	 
50084	8	N	 	 
50084	9	N	 	 
50084	10	N	 	 
50084	11	N	 	 
50084	12	N	 	 
50084	13	N	 	 
50085	1	N	 	 
50085	2	N	 	 
50085	3	Y	0	1000
50085	4	N	 	 
50085	5	N	 	 
50085	6	N	 	 
50085	7	N	 	 
50085	8	N	 	 
50085	9	N	 	 
50085	10	N	 	 
50085	11	N	 	 
50085	12	N	 	 
50085	13	N	 	 
50086	1	N	 	 
50086	2	N	 	 
50086	3	Y	0	900
50086	4	N	 	 
50086	5	N	 	 
50086	6	N	 	 
50086	7	N	 	 
50086	8	N	 	 
50086	9	N	 	 
50086	10	N	 	 
50086	11	N	 	 
50086	12	N	 	 
50086	13	N	 	 
50087	1	N	 	 
50087	2	N	 	 
50087	3	Y	0	900
50087	4	N	 	 
50087	5	N	 	 
50087	6	N	 	 
50087	7	N	 	 
50087	8	N	 	 
50087	9	N	 	 
50087	10	N	 	 
50087	11	N	 	 
50087	12	N	 	 
50087	13	N	 	 
50088	1	N	 	 
50088	2	N	 	 
50088	3	Y	0	1400
50088	4	Y	0	280
50088	5	N	 	 
50088	6	N	 	 
50088	7	N	 	 
50088	8	N	 	 
50088	9	N	 	 
50088	10	N	 	 
50088	11	N	 	 
50088	12	Y	0	1900
50088	13	N	 	 
50089	1	N	 	 
50089	2	N	 	 
50089	3	Y	0	1500
50089	4	N	 	 
50089	5	N	 	 
50089	6	N	 	 
50089	7	N	 	 
50089	8	N	 	 
50089	9	N	 	 
50089	10	N	 	 
50089	11	N	 	 
50089	12	Y	2	1600
50089	13	N	 	 
50090	1	N	 	 
50090	2	N	 	 
50090	3	Y	0	855
50090	4	Y	0	350
50090	5	N	 	 
50090	6	N	 	 
50090	7	N	 	 
50090	8	N	 	 
50090	9	N	 	 
50090	10	N	 	 
50090	11	Y	-77	0
50090	12	N	 	 
50090	13	N	 	 
50091	1	N	 	 
50091	2	N	 	 
50091	3	Y	0	1125
50091	4	N	 	 
50091	5	N	 	 
50091	6	N	 	 
50091	7	N	 	 
50091	8	N	 	 
50091	9	N	 	 
50091	10	N	 	 
50091	11	N	 	 
50091	12	N	 	 
50091	13	N	 	 
50092	1	N	 	 
50092	2	N	 	 
50092	3	Y	0	900
50092	4	N	 	 
50092	5	N	 	 
50092	6	N	 	 
50092	7	N	 	 
50092	8	N	 	 
50092	9	N	 	 
50092	10	N	 	 
50092	11	N	 	 
50092	12	N	 	 
50092	13	N	 	 
50093	1	N	 	 
50093	2	N	 	 
50093	3	Y	0	640
50093	4	N	 	 
50093	5	N	 	 
50093	6	N	 	 
50093	7	N	 	 
50093	8	N	 	 
50093	9	N	 	 
50093	10	N	 	 
50093	11	N	 	 
50093	12	N	 	 
50093	13	N	 	 
50094	1	N	 	 
50094	2	N	 	 
50094	3	Y	500	3375
50094	4	N	 	 
50094	5	N	 	 
50094	6	N	 	 
50094	7	N	 	 
50094	8	N	 	 
50094	9	N	 	 
50094	10	N	 	 
50094	11	N	 	 
50094	12	N	 	 
50094	13	Y	1040	1000
50095	1	N	 	 
50095	2	N	 	 
50095	3	Y	0	1400
50095	4	N	 	 
50095	5	N	 	 
50095	6	N	 	 
50095	7	N	 	 
50095	8	N	 	 
50095	9	N	 	 
50095	10	N	 	 
50095	11	N	 	 
50095	12	Y	2160	0
50095	13	N	 	 
50096	1	N	 	 
50096	2	N	 	 
50096	3	Y	0	840
50096	4	N	 	 
50096	5	N	 	 
50096	6	N	 	 
50096	7	N	 	 
50096	8	N	 	 
50096	9	N	 	 
50096	10	N	 	 
50096	11	N	 	 
50096	12	N	 	 
50096	13	N	 	 
50097	1	N	 	 
50097	2	N	 	 
50097	3	N	 	 
50097	4	N	 	 
50097	5	N	 	 
50097	6	N	 	 
50097	7	N	 	 
50097	8	N	 	 
50097	9	N	 	 
50097	10	N	 	 
50097	11	N	 	 
50097	12	N	 	 
50097	13	N	 	 
50098	1	N	 	 
50098	2	N	 	 
50098	3	N	 	 
50098	4	N	 	 
50098	5	N	 	 
50098	6	N	 	 
50098	7	N	 	 
50098	8	N	 	 
50098	9	N	 	 
50098	10	N	 	 
50098	11	N	 	 
50098	12	N	 	 
50098	13	N	 	 
50099	1	N	 	 
50099	2	N	 	 
50099	3	N	 	 
50099	4	N	 	 
50099	5	N	 	 
50099	6	N	 	 
50099	7	N	 	 
50099	8	N	 	 
50099	9	N	 	 
50099	10	N	 	 
50099	11	N	 	 
50099	12	N	 	 
50099	13	N	 	 
50100	1	N	 	 
50100	2	N	 	 
50100	3	N	 	 
50100	4	Y	0	265
50100	5	N	 	 
50100	6	N	 	 
50100	7	N	 	 
50100	8	Y	0	50
50100	9	N	 	 
50100	10	N	 	 
50100	11	N	 	 
50100	12	N	 	 
50100	13	N	 	 
60002	1	N	 	 
60002	2	N	 	 
60002	3	N	 	 
60002	4	N	 	 
60002	5	N	 	 
60002	6	N	 	 
60002	7	N	 	 
60002	8	N	 	 
60002	9	N	 	 
60002	10	N	 	 
60002	11	N	 	 
60002	12	N	 	 
60002	13	N	 	 
60003	1	N	 	 
60003	2	N	 	 
60003	3	N	 	 
60003	4	N	 	 
60003	5	N	 	 
60003	6	N	 	 
60003	7	N	 	 
60003	8	N	 	 
60003	9	N	 	 
60003	10	N	 	 
60003	11	N	 	 
60003	12	N	 	 
60003	13	N	 	 
60004	1	N	 	 
60004	2	N	 	 
60004	3	N	 	 
60004	4	N	 	 
60004	5	N	 	 
60004	6	N	 	 
60004	7	N	 	 
60004	8	N	 	 
60004	9	N	 	 
60004	10	N	 	 
60004	11	N	 	 
60004	12	N	 	 
60004	13	N	 	 
60005	1	N	 	 
60005	2	N	 	 
60005	3	N	 	 
60005	4	N	 	 
60005	5	N	 	 
60005	6	Y	2000	20
60005	7	N	 	 
60005	8	N	 	 
60005	9	N	 	 
60005	10	N	 	 
60005	11	N	 	 
60005	12	N	 	 
60005	13	N	 	 
60007	1	N	 	 
60007	2	N	 	 
60007	3	N	 	 
60007	4	N	 	 
60007	5	N	 	 
60007	6	N	 	 
60007	7	N	 	 
60007	8	N	 	 
60007	9	N	 	 
60007	10	N	 	 
60007	11	N	 	 
60007	12	N	 	 
60007	13	Y	7000	3000
60008	1	N	 	 
60008	2	N	 	 
60008	3	N	 	 
60008	4	N	 	 
60008	5	N	 	 
60008	6	N	 	 
60008	7	N	 	 
60008	8	N	 	 
60008	9	N	 	 
60008	10	N	 	 
60008	11	N	 	 
60008	12	N	 	 
60008	13	N	 	 
60009	1	N	 	 
60009	2	N	 	 
60009	3	N	 	 
60009	4	N	 	 
60009	5	N	 	 
60009	6	N	 	 
60009	7	N	 	 
60009	8	N	 	 
60009	9	N	 	 
60009	10	N	 	 
60009	11	N	 	 
60009	12	N	 	 
60009	13	N	 	 
60010	1	N	 	 
60010	2	N	 	 
60010	3	N	 	 
60010	4	N	 	 
60010	5	N	 	 
60010	6	N	 	 
60010	7	N	 	 
60010	8	N	 	 
60010	9	N	 	 
60010	10	N	 	 
60010	11	N	 	 
60010	12	N	 	 
60010	13	N	 	 
60011	1	N	 	 
60011	2	N	 	 
60011	3	N	 	 
60011	4	N	 	 
60011	5	N	 	 
60011	6	Y	0	735
60011	7	N	 	 
60011	8	N	 	 
60011	9	N	 	 
60011	10	N	 	 
60011	11	N	 	 
60011	12	N	 	 
60011	13	N	 	 
60012	1	N	 	 
60012	2	N	 	 
60012	3	N	 	 
60012	4	N	 	 
60012	5	N	 	 
60012	6	N	 	 
60012	7	N	 	 
60012	8	N	 	 
60012	9	N	 	 
60012	10	N	 	 
60012	11	N	 	 
60012	12	N	 	 
60012	13	N	 	 
60013	1	N	 	 
60013	2	N	 	 
60013	3	N	 	 
60013	4	N	 	 
60013	5	N	 	 
60013	6	N	 	 
60013	7	N	 	 
60013	8	N	 	 
60013	9	N	 	 
60013	10	N	 	 
60013	11	N	 	 
60013	12	N	 	 
60013	13	N	 	 
60014	1	N	 	 
60014	2	N	 	 
60014	3	N	 	 
60014	4	N	 	 
60014	5	N	 	 
60014	6	N	 	 
60014	7	N	 	 
60014	8	N	 	 
60014	9	N	 	 
60014	10	N	 	 
60014	11	N	 	 
60014	12	N	 	 
60014	13	N	 	 
60016	1	N	 	 
60016	2	N	 	 
60016	3	N	 	 
60016	4	N	 	 
60016	5	N	 	 
60016	6	N	 	 
60016	7	N	 	 
60016	8	Y	3000	4580
60016	9	N	 	 
60016	10	N	 	 
60016	11	N	 	 
60016	12	Y	700	0
60016	13	N	 	 
60017	1	N	 	 
60017	2	N	 	 
60017	3	N	 	 
60017	4	N	 	 
60017	5	N	 	 
60017	6	N	 	 
60017	7	N	 	 
60017	8	N	 	 
60017	9	N	 	 
60017	10	N	 	 
60017	11	N	 	 
60017	12	N	 	 
60017	13	N	 	 
60018	1	N	 	 
60018	2	N	 	 
60018	3	N	 	 
60018	4	N	 	 
60018	5	N	 	 
60018	6	N	 	 
60018	7	N	 	 
60018	8	N	 	 
60018	9	N	 	 
60018	10	N	 	 
60018	11	N	 	 
60018	12	N	 	 
60018	13	N	 	 
60019	1	N	 	 
60019	2	N	 	 
60019	3	N	 	 
60019	4	N	 	 
60019	5	N	 	 
60019	6	N	 	 
60019	7	N	 	 
60019	8	N	 	 
60019	9	N	 	 
60019	10	N	 	 
60019	11	N	 	 
60019	12	N	 	 
60019	13	N	 	 
60020	1	N	 	 
60020	2	N	 	 
60020	3	N	 	 
60020	4	N	 	 
60020	5	N	 	 
60020	6	N	 	 
60020	7	N	 	 
60020	8	N	 	 
60020	9	N	 	 
60020	10	N	 	 
60020	11	N	 	 
60020	12	N	 	 
60020	13	N	 	 
60021	1	N	 	 
60021	2	N	 	 
60021	3	N	 	 
60021	4	N	 	 
60021	5	N	 	 
60021	6	N	 	 
60021	7	N	 	 
60021	8	N	 	 
60021	9	N	 	 
60021	10	N	 	 
60021	11	N	 	 
60021	12	N	 	 
60021	13	N	 	 
60022	1	N	 	 
60022	2	N	 	 
60022	3	N	 	 
60022	4	Y	500	0
60022	5	N	 	 
60022	6	N	 	 
60022	7	N	 	 
60022	8	N	 	 
60022	9	N	 	 
60022	10	N	 	 
60022	11	N	 	 
60022	12	Y	3000	0
60022	13	N	 	 
60023	1	N	 	 
60023	2	N	 	 
60023	3	N	 	 
60023	4	N	 	 
60023	5	N	 	 
60023	6	N	 	 
60023	7	N	 	 
60023	8	Y	1500	0
60023	9	N	 	 
60023	10	N	 	 
60023	11	N	 	 
60023	12	N	 	 
60023	13	N	 	 
60024	1	N	 	 
60024	2	N	 	 
60024	3	N	 	 
60024	4	N	 	 
60024	5	N	 	 
60024	6	N	 	 
60024	7	N	 	 
60024	8	N	 	 
60024	9	N	 	 
60024	10	N	 	 
60024	11	N	 	 
60024	12	N	 	 
60024	13	N	 	 
60025	1	N	 	 
60025	2	N	 	 
60025	3	N	 	 
60025	4	N	 	 
60025	5	N	 	 
60025	6	N	 	 
60025	7	N	 	 
60025	8	N	 	 
60025	9	N	 	 
60025	10	N	 	 
60025	11	N	 	 
60025	12	N	 	 
60025	13	N	 	 
60026	1	N	 	 
60026	2	N	 	 
60026	3	N	 	 
60026	4	N	 	 
60026	5	N	 	 
60026	6	N	 	 
60026	7	N	 	 
60026	8	N	 	 
60026	9	N	 	 
60026	10	N	 	 
60026	11	N	 	 
60026	12	N	 	 
60026	13	N	 	 
60027	1	N	 	 
60027	2	N	 	 
60027	3	N	 	 
60027	4	N	 	 
60027	5	N	 	 
60027	6	N	 	 
60027	7	N	 	 
60027	8	N	 	 
60027	9	N	 	 
60027	10	N	 	 
60027	11	N	 	 
60027	12	N	 	 
60027	13	N	 	 
60028	1	N	 	 
60028	2	N	 	 
60028	3	N	 	 
60028	4	N	 	 
60028	5	N	 	 
60028	6	N	 	 
60028	7	N	 	 
60028	8	N	 	 
60028	9	N	 	 
60028	10	N	 	 
60028	11	N	 	 
60028	12	N	 	 
60028	13	N	 	 
60029	1	N	 	 
60029	2	N	 	 
60029	3	Y	3300	0
60029	4	N	 	 
60029	5	N	 	 
60029	6	N	 	 
60029	7	N	 	 
60029	8	N	 	 
60029	9	N	 	 
60029	10	N	 	 
60029	11	N	 	 
60029	12	N	 	 
60029	13	N	 	 
60030	1	N	 	 
60030	2	N	 	 
60030	3	N	 	 
60030	4	N	 	 
60030	5	N	 	 
60030	6	N	 	 
60030	7	N	 	 
60030	8	N	 	 
60030	9	N	 	 
60030	10	N	 	 
60030	11	N	 	 
60030	12	N	 	 
60030	13	N	 	 
60031	1	N	 	 
60031	2	N	 	 
60031	3	N	 	 
60031	4	N	 	 
60031	5	N	 	 
60031	6	N	 	 
60031	7	N	 	 
60031	8	N	 	 
60031	9	N	 	 
60031	10	N	 	 
60031	11	N	 	 
60031	12	N	 	 
60031	13	N	 	 
60032	1	N	 	 
60032	2	N	 	 
60032	3	N	 	 
60032	4	N	 	 
60032	5	N	 	 
60032	6	N	 	 
60032	7	N	 	 
60032	8	N	 	 
60032	9	N	 	 
60032	10	N	 	 
60032	11	N	 	 
60032	12	Y	3000	0
60032	13	N	 	 
60033	1	N	 	 
60033	2	N	 	 
60033	3	N	 	 
60033	4	N	 	 
60033	5	N	 	 
60033	6	N	 	 
60033	7	N	 	 
60033	8	N	 	 
60033	9	N	 	 
60033	10	N	 	 
60033	11	N	 	 
60033	12	N	 	 
60033	13	N	 	 
60034	1	N	 	 
60034	2	N	 	 
60034	3	N	 	 
60034	4	N	 	 
60034	5	N	 	 
60034	6	N	 	 
60034	7	N	 	 
60034	8	Y	1800	500
60034	9	N	 	 
60034	10	N	 	 
60034	11	N	 	 
60034	12	N	 	 
60034	13	N	 	 
60035	1	N	 	 
60035	2	N	 	 
60035	3	N	 	 
60035	4	N	 	 
60035	5	N	 	 
60035	6	N	 	 
60035	7	N	 	 
60035	8	N	 	 
60035	9	N	 	 
60035	10	N	 	 
60035	11	N	 	 
60035	12	Y	2500	0
60035	13	N	 	 
60037	1	N	 	 
60037	2	N	 	 
60037	3	N	 	 
60037	4	N	 	 
60037	5	N	 	 
60037	6	N	 	 
60037	7	N	 	 
60037	8	N	 	 
60037	9	N	 	 
60037	10	N	 	 
60037	11	N	 	 
60037	12	N	 	 
60037	13	N	 	 
60038	1	N	 	 
60038	2	N	 	 
60038	3	Y	1200	250
60038	4	N	 	 
60038	5	N	 	 
60038	6	Y	0	130
60038	7	N	 	 
60038	8	N	 	 
60038	9	N	 	 
60038	10	N	 	 
60038	11	N	 	 
60038	12	N	 	 
