CHILDCODE	LIDR4	GAVCRDR5	WHORCVR5	TKEOUTR5	LOANMTR5	LOANYRR5	AMTCRDR5	INTRTR5	AMTINTR5	FINPAYR5	PYTIMER5	NOBACKR5
80036	2	10	4	7	2	2009	120	0	 	1	1	 
80037	1	7	2	8	8	2007	6000	-77	700	0	 	 
80038	1	8	2	3	3	2009	200	0	 	0	 	 
80039	1	8	1	1	8	2008	1000	0	 	1	1	 
80040	1	10	2	18	3	2009	200	0	 	1	1	 
80040	2	5	1	4	4	2008	4500	0	 	0	 	 
80041	1	8	15	6	8	2008	100	0	 	1	1	 
80042	1	10	2	10	1	2009	200	0	 	1	1	 
80042	2	9	2	7	11	2008	400	0	 	1	1	 
80042	3	8	2	13	3	2008	500	0	 	1	1	 
80042	4	9	2	7	5	2007	200	0	 	1	1	 
80042	5	8	2	10	6	2007	100	0	 	1	1	 
80042	6	10	2	7	11	2006	150	0	 	1	1	 
80043	1	7	2	14	8	2006	2500	-77	500	1	1	 
80043	2	7	2	14	8	2007	2650	-77	850	0	 	 
80043	3	10	2	2	3	2009	100	0	 	1	1	 
80043	4	8	2	2	3	2008	500	0	 	1	1	 
80045	1	7	2	1	4	2007	5500	10	 	1	1	 
80045	2	8	2	15	2	2009	200	0	 	0	 	 
80045	3	10	2	4	3	2009	600	0	 	0	 	 
80045	4	8	2	4	4	2008	150	0	 	1	1	 
80046	1	7	2	14	9	2008	2500	-77	800	0	 	 
80046	2	10	2	6	5	2008	100	0	 	1	1	 
80046	3	10	2	7	6	2008	100	0	 	1	1	 
80046	4	7	2	14	9	2007	2000	-77	720	1	1	 
80047	1	8	2	6	3	2009	100	0	 	1	1	 
80047	2	8	2	15	1	2009	300	0	 	1	1	 
80047	3	10	2	12	3	2009	200	0	 	1	1	 
80049	1	15	2	1	10	2008	2600	-77	300	1	0	2
80051	1	7	2	1	5	2008	2800	15	 	0	 	 
80051	2	7	2	1	6	2007	2000	15	 	1	1	 
80052	1	8	1	7	2	2009	1300	0	 	1	1	 
80052	2	8	1	6	4	2008	450	0	 	1	1	 
80052	3	8	1	6	1	2008	250	0	 	1	1	 
80052	4	8	1	10	4	2007	550	0	 	1	1	 
80053	1	8	1	4	1	2009	600	0	 	1	1	 
80053	2	15	2	4	5	2007	2000	13	 	0	 	 
80054	1	8	1	1	5	2009	300	0	 	1	1	 
80054	2	9	2	1	7	2008	500	0	 	1	1	 
80054	3	7	2	1	9	2007	1500	16	 	1	1	 
80054	4	10	1	2	12	2007	400	0	 	1	1	 
80054	5	10	2	1	6	2006	700	0	 	1	1	 
80055	1	8	2	2	2	2009	150	0	 	1	1	 
80055	2	9	2	4	12	2008	100	0	 	1	1	 
80056	1	8	6	40	3	2009	1000	0	 	0	 	 
80058	1	8	2	6	10	2008	1000	0	 	1	1	 
80058	2	10	2	4	6	2008	250	0	 	1	1	 
80058	3	8	2	4	8	2008	500	0	 	1	1	 
80059	1	8	2	1	2	2009	200	0	 	1	1	 
80059	2	10	2	4	7	2008	360	0	 	1	1	 
80060	1	7	8	14	3	2008	2600	-77	900	0	 	 
80062	1	9	2	4	5	2008	200	0	 	1	1	 
80063	1	8	2	4	5	2008	500	0	 	0	 	 
80063	2	10	2	4	4	2008	300	0	 	1	1	 
80065	1	8	1	10	3	2009	400	0	 	0	 	 
80066	1	7	2	1	8	2006	3000	15	 	1	1	 
80068	1	10	13	7	2	2009	300	0	 	0	 	 
80068	2	10	13	12	3	2009	300	0	 	0	 	 
80069	1	15	2	14	6	2007	3000	-77	700	0	 	 
80070	1	10	1	6	5	2008	300	0	 	1	1	 
80072	1	10	1	10	3	2009	400	0	 	0	 	 
80072	2	7	2	1	9	2008	2650	-77	550	0	 	 
80072	3	7	2	14	9	2007	2450	-77	650	1	1	 
80072	4	7	1	1	10	2006	6000	-77	960	1	1	 
80074	1	8	2	1	11	2008	100	0	 	1	1	 
80075	1	10	2	2	2	2009	500	0	 	1	1	 
80076	1	15	2	14	9	2007	2647	-77	900	1	1	 
80076	2	15	2	1	9	2008	2547	-77	900	0	 	 
80078	1	8	2	4	2	2009	200	0	 	1	1	 
80078	2	8	2	4	5	2008	300	0	 	1	1	 
80079	1	7	2	1	9	2008	2670	-77	850	1	0	11
80080	1	15	2	4	8	2006	2400	10	 	0	 	 
80080	2	8	1	8	2	2009	400	0	 	0	 	 
80080	3	8	2	4	3	2008	200	0	 	0	 	 
80080	4	8	1	4	5	2008	500	0	 	1	1	 
80084	1	10	1	10	1	2009	100	0	 	1	1	 
80084	2	9	2	7	5	2008	200	0	 	1	1	 
80084	3	9	2	2	6	2007	400	0	 	1	1	 
80085	1	7	1	1	5	2007	4002	-77	1334	1	0	6
80086	1	10	3	5	2	2009	150	0	 	1	1	 
80086	2	10	3	1	3	2009	200	0	 	1	1	 
80086	3	8	3	4	8	2008	500	0	 	1	0	2
80087	1	8	1	1	4	2008	2000	0	 	1	1	 
80088	1	8	2	2	10	2008	600	0	 	1	1	 
80088	2	8	2	6	1	2009	200	0	 	1	1	 
80089	1	9	2	10	1	2009	300	0	 	0	 	 
80089	2	10	1	6	9	2008	200	0	 	1	1	 
80089	3	10	2	7	3	2009	400	0	 	0	 	 
80089	4	7	2	10	8	2007	2547	-77	997	1	0	2
80089	5	7	2	10	8	2006	2500	-77	737	1	1	 
80090	1	10	2	2	1	2009	100	0	 	1	1	 
80090	2	10	2	10	5	2008	200	0	 	1	1	 
80090	3	8	2	15	4	2006	150	0	 	1	1	 
80091	1	9	2	7	2	2009	100	0	 	0	 	 
80091	2	7	2	14	2	2008	2600	-77	600	0	 	 
80091	3	7	2	14	9	2007	2400	-77	600	1	1	 
80091	4	8	3	10	4	2008	100	0	 	0	 	 
80092	1	7	2	7	10	2007	2500	10	 	0	 	 
80092	2	9	2	7	2	2008	7000	0	 	0	 	 
80092	3	8	2	15	1	2009	500	0	 	0	 	 
80093	1	10	3	1	2	2009	850	0	 	1	1	 
80093	2	10	3	1	11	2008	1000	0	 	1	1	 
80093	3	10	3	10	3	2006	1000	0	 	1	1	 
80094	1	9	2	7	2	2009	1000	0	 	1	1	 
80094	2	9	2	16	11	2008	6000	0	 	1	1	 
80094	3	9	2	1	5	2006	600	0	 	1	1	 
80096	1	15	0	1	6	2007	2600	-77	900	0	 	 
80097	1	10	2	10	1	2009	100	0	 	1	1	 
80097	2	7	2	7	9	2007	2600	-77	900	0	 	 
80097	3	7	2	14	10	2006	2400	700	 	1	1	 
80098	1	10	1	10	13	2008	200	0	 	0	 	 
80099	1	7	2	1	9	2008	600	15	 	0	 	 
80100	1	10	1	15	2	2009	200	0	 	1	1	 
80100	2	10	1	4	7	2008	9999	0	 	1	1	 
90001	1	7	1	1	1	2007	7853	10	 	1	1	 
90001	2	7	1	1	1	2008	6000	10	 	1	0	11
90002	1	7	2	1	6	2008	4500	17	 	0	 	 
90002	2	7	2	1	7	2007	3300	17	 	1	1	 
90002	3	7	2	1	6	2006	1500	17	 	1	1	 
90003	1	7	1	1	10	2007	2200	10	 	1	1	 
90003	2	10	2	4	1	2009	150	0	 	1	1	 
90004	1	8	2	2	1	2009	100	0	 	0	 	 
90004	2	10	7	2	2	2008	1200	0	 	1	1	 
90005	1	10	1	1	1	2009	500	0	 	0	 	 
90005	2	10	1	1	2	2008	2000	0	 	1	1	 
90006	1	7	2	1	10	2007	2100	15	 	1	0	2
90006	2	8	2	1	11	2008	400	0	 	1	1	 
90008	1	7	2	1	8	2007	1500	15	 	1	1	 
90008	2	7	2	1	8	2008	4000	15	 	0	 	 
90009	1	8	4	1	9	2008	300	0	 	1	1	 
90009	2	10	4	4	6	2007	200	0	 	1	1	 
90010	1	7	1	1	5	2007	7000	14	 	1	1	 
90010	2	7	1	1	5	2008	7000	14	 	1	1	 
90010	3	15	2	1	10	2007	560	10	 	1	0	12
90011	1	7	1	1	5	2007	4000	-77	680	1	1	 
90011	2	7	1	1	5	2008	4500	-77	765	0	 	 
90011	3	9	1	1	10	2007	200	10	 	0	 	 
90012	1	8	1	1	2	2008	4000	0	 	1	1	 
90015	1	7	2	19	9	2006	8000	17	 	1	1	 
90015	2	7	2	19	9	2007	13000	17	 	1	1	 
90015	3	7	2	19	9	2008	14000	17	 	0	 	 
90016	1	4	1	1	2	2008	3000	0	 	1	1	 
90016	2	4	1	1	2	2009	3000	0	 	1	1	 
90016	3	10	2	2	2	2009	110	0	 	1	1	 
90017	1	8	1	7	12	2008	2000	0	 	0	 	 
90018	1	7	2	1	8	2008	3000	10	 	1	0	11
90018	2	8	2	1	6	2007	1100	0	 	0	 	 
90019	1	10	1	2	1	2008	500	0	 	1	1	 
90020	1	7	2	1	10	2006	4500	-77	450	1	1	 
90021	1	7	2	1	9	2008	5300	17	 	0	 	 
90021	2	7	2	1	10	2008	4000	17	 	1	1	 
90021	3	7	2	2	9	2006	1500	15	 	1	1	 
90022	1	7	2	1	6	2007	4500	8	 	1	1	 
90022	2	7	2	1	10	2008	5200	8	 	0	 	 
90022	3	10	2	4	12	2008	200	0	 	1	1	 
90024	1	15	2	4	9	2008	9400	7	 	0	 	 
90025	1	7	2	1	10	2006	6000	-77	1020	1	1	 
90025	2	7	2	1	10	2007	4000	-77	680	1	1	 
90026	1	7	2	1	10	2007	550	15	 	1	1	 
90026	2	7	2	1	9	2008	800	15	 	0	 	 
90027	1	7	2	1	9	2007	2600	15	 	1	1	 
90027	2	7	2	1	7	2008	3000	15	 	0	 	 
90028	1	8	3	18	7	2008	2000	0	 	1	1	 
90028	2	7	3	1	9	2008	3000	-77	600	0	 	 
90028	3	7	3	1	8	2007	1500	-77	300	1	1	 
90030	1	7	2	1	5	2008	4700	10	 	0	 	 
90030	2	7	2	1	5	2007	3500	10	 	1	1	 
90030	3	10	1	19	4	2008	1500	0	 	1	1	 
90031	1	7	4	19	8	2006	3450	-77	550	1	1	 
90033	1	15	2	1	9	2007	500	10	 	1	1	 
90033	2	7	2	1	7	2008	800	10	 	0	 	 
90033	3	9	1	1	6	2007	200	10	 	0	 	 
90034	1	7	2	1	7	2008	3500	10	 	0	 	 
90034	2	7	2	1	7	2007	2600	10	 	1	1	 
90034	3	10	2	15	2	2008	200	0	 	1	1	 
90035	1	7	2	1	2	2007	3000	10	 	1	1	 
90035	2	7	2	1	4	2008	5000	10	 	1	1	 
90036	1	8	1	1	1	2009	1000	0	 	0	 	 
90036	2	8	1	1	2	2008	500	0	 	1	0	2
90036	3	8	2	2	6	2008	300	0	 	1	0	2
90037	1	10	2	6	1	2009	100	0	 	0	 	 
90037	2	7	2	1	5	2008	3500	-77	525	0	 	 
90037	3	7	2	1	5	2007	3000	-77	450	1	1	 
90037	4	7	2	1	5	2006	1250	-77	200	1	1	 
90038	1	8	4	19	4	2008	2000	0	 	0	 	 
90039	1	7	1	1	4	2007	4000	15	 	1	1	 
90039	2	8	1	6	4	2008	300	0	 	1	1	 
90042	1	7	1	1	5	2007	4000	10	 	1	1	 
90042	2	7	1	1	6	2008	5000	10	 	0	 	 
90042	3	8	2	19	11	2008	500	0	 	0	 	 
90043	1	6	2	1	12	2008	1000	0	 	1	1	 
90043	2	7	2	1	8	2008	3000	-77	540	0	 	 
90043	3	7	2	1	8	2007	2600	-77	400	1	1	 
90043	4	7	2	1	8	2006	2400	-77	360	1	1	 
90044	1	10	1	2	1	2008	1000	0	 	1	1	 
90044	2	10	1	6	2	2008	200	0	 	1	1	 
90044	3	7	1	14	7	2006	1800	-77	230	1	1	 
90045	1	7	1	1	5	2007	3000	15	 	1	1	 
90045	2	7	1	1	5	2006	2000	15	 	1	1	 
90045	3	10	1	1	2	2006	1500	0	 	1	0	2
90046	1	10	2	7	12	2007	300	0	 	0	 	 
90047	1	15	1	1	9	2007	3900	14	 	1	1	 
90047	2	15	1	1	6	2008	4400	16	 	1	1	 
90048	1	8	1	6	1	2009	400	0	 	1	0	12
90049	1	7	2	1	8	2008	5000	12.5	 	0	 	 
90049	2	7	2	1	5	2007	4000	12.5	 	1	1	 
90049	3	7	2	1	5	2006	3000	12.5	 	1	1	 
90050	1	10	1	1	2	2007	1500	0	 	1	0	2
90051	1	7	2	1	9	2007	500	10	 	1	1	 
90052	1	7	1	1	8	2007	5000	-77	750	1	1	 
90052	2	7	1	1	8	2007	6000	-77	900	1	1	 
90052	3	8	1	10	12	2008	1000	0	 	1	1	 
90053	1	7	2	1	10	2006	6000	15	 	1	1	 
90053	2	7	2	1	11	2007	7000	15	 	1	1	 
90053	3	8	1	1	2	2008	600	0	 	1	1	 
90054	1	8	3	1	6	2008	3000	0	 	1	1	 
90055	1	8	2	7	1	2009	1700	0	 	0	 	 
90055	2	7	2	1	7	2008	6600	-77	975	0	 	 
90055	3	10	2	18	7	2008	6300	0	 	1	1	 
90055	4	7	2	1	7	2007	5584	-77	716	1	1	 
90055	5	7	2	1	7	2006	4820	-77	650	1	1	 
90056	1	10	1	41	12	2008	50	0	 	0	 	 
90058	1	7	1	1	9	2007	3000	15	 	1	1	 
90058	2	7	1	1	9	2008	5000	16	 	1	0	2
90059	1	7	1	1	11	2007	3000	15	 	1	1	 
90059	2	7	1	1	11	2008	3000	15	 	1	1	 
90061	1	15	2	19	10	2008	5000	10	 	0	 	 
90062	1	7	2	1	10	2008	4400	13	 	0	 	 
90062	2	7	2	1	9	2007	4000	10	 	1	1	 
90063	1	8	1	1	4	2008	600	0	 	1	1	 
90064	1	7	2	1	4	2007	6000	-77	1020	1	1	 
90064	2	7	2	1	11	2006	4000	-77	680	1	1	 
90065	1	10	16	2	2	2008	350	0	 	0	 	 
90066	1	7	1	4	11	2008	200	0	 	1	0	2
90067	1	7	2	1	7	2007	6000	15	 	1	1	 
90067	2	7	1	1	8	2008	9000	15	 	1	0	11
90069	1	7	1	1	10	2008	6000	9999	 	0	 	 
90070	1	7	2	1	9	2008	4000	12	 	0	 	 
90070	2	7	2	2	8	2007	2920	12	 	1	1	 
90070	3	7	2	1	8	2006	1500	12	 	1	1	 
90070	4	8	2	19	1	2006	500	0	 	1	1	 
90072	1	7	2	1	9	2008	800	0	 	0	 	 
90073	1	10	2	2	8	2007	300	0	 	1	1	 
90075	1	1	2	1	6	2007	4200	10	 	0	 	 
90075	2	8	2	19	2	2008	1000	0	 	1	1	 
90076	1	7	2	1	5	2008	3800	10	 	1	1	 
90076	2	7	2	1	6	2007	3300	10	 	1	1	 
90079	1	7	2	1	2	2008	3500	17	 	0	 	 
90079	2	7	2	1	9	2007	2700	17	 	1	1	 
90079	3	7	2	1	9	2006	2000	17	 	1	1	 
90081	1	8	2	1	2	2008	1200	0	 	1	1	 
90081	2	15	2	1	6	2008	800	10	 	0	 	 
90085	1	10	1	5	3	2008	7000	0	 	1	1	 
90086	1	8	1	1	11	2008	500	0	 	1	1	 
90087	1	7	4	14	7	2008	16000	-77	2560	0	 	 
90087	2	7	4	1	7	2007	13000	-77	2080	1	1	 
90087	3	7	4	1	7	2006	11000	-77	1760	1	1	 
90088	1	7	2	4	4	2008	4000	10	 	1	1	 
90088	2	7	3	12	7	2007	3600	20	 	0	 	 
90088	3	10	1	1	2	2009	1000	0	 	0	 	 
90090	1	7	4	1	5	2007	2000	15	 	1	1	 
90093	1	7	4	1	8	2008	6903	17	 	0	 	 
90093	2	7	4	1	7	2007	5874	17	 	1	1	 
90093	3	8	4	1	7	2006	4500	0	 	1	1	 
90095	1	6	1	1	1	2009	250	-77	25	0	 	 
90095	2	10	1	2	4	2008	200	0	 	1	1	 
90095	3	7	1	1	10	2008	2750	-77	400	0	 	 
90095	4	6	1	2	1	2007	500	0	 	0	 	 
90096	1	8	0	1	8	2007	5000	16	 	1	0	2
90096	2	7	0	1	9	2008	6000	16	 	0	 	 
100009	1	 	 	 	 	 	 	 	 	 	 	 
100011	1	7	2	3	9	2009	3000	15	 	0	 	 
100011	2	7	2	3	9	2006	1000	15	 	1	1	 
100014	1	10	6	2	1	2009	200	0	 	1	1	 
100016	1	8	16	2	12	2008	4000	0	 	0	 	 
100019	1	10	2	2	9	2008	10000	0	 	0	 	 
100023	1	7	1	19	2	2008	100000	-77	20000	1	1	 
100024	1	10	2	4	77	2008	400	0	 	1	1	 
100028	1	7	1	19	12	2008	8000	-77	1600	1	1	 
100031	1	7	2	3	5	2006	1000	10	 	1	1	 
100031	2	7	2	3	5	2007	2000	10	 	1	1	 
100032	1	10	2	2	3	2008	600	0	 	0	 	 
100033	1	10	4	10	10	2009	4000	0	 	0	 	 
100033	2	10	4	10	10	2009	2000	0	 	0	 	 
100034	1	2	2	6	10	2008	35000	1	 	0	 	 
100037	1	2	3	8	12	2008	9000	14400	 	0	 	 
100041	1	8	3	13	9	2008	1000	0	 	1	1	 
100041	2	13	2	2	8	2008	1300	0	 	1	1	 
100042	1	10	2	4	1	2009	300	0	 	0	 	 
100048	1	7	2	12	1	2009	6000	12	 	0	 	 
100048	2	7	2	3	2	2008	6000	12	 	1	1	 
100048	3	7	2	2	2	2007	3000	12	 	1	1	 
100052	1	7	2	8	5	2008	6000	-77	1176	0	 	 
100055	1	10	1	18	12	2006	15000	0	 	1	1	 
100057	1	1	11	1	10	2009	1000	0	 	1	1	 
100060	1	7	2	1	8	2009	6600	10	 	0	 	 
100060	2	8	2	7	5	2007	700	0	 	0	 	 
100061	1	8	2	10	9	2008	2000	0	 	1	0	6
100062	1	4	1	2	5	2007	1000	24	 	0	 	 
100066	1	6	1	3	4	2007	400000	15	 	0	 	 
100068	1	8	1	7	1	2008	5000	6000	 	0	 	 
100071	1	10	2	3	9	2008	200	0	 	1	1	 
100071	2	7	2	18	4	2009	6000	14	 	0	 	 
100071	3	4	2	18	3	2008	3000	-77	500	1	1	 
100071	4	7	2	16	5	2007	3000	14	 	1	1	 
100073	1	7	1	13	9	2008	12000	-77	3600	0	 	 
100074	1	7	3	3	9	2008	10000	18	 	0	 	 
100074	2	10	3	2	1	20009	1000	0	 	0	 	 
100074	3	8	3	4	8	2009	3000	0	 	0	 	 
100075	1	11	2	8	77	2008	35000	3500	 	0	 	 
100076	1	8	0	8	8	2007	1000	0	 	0	 	 
100076	2	7	2	4	4	2008	4000	-77	1040	0	 	 
100077	1	7	4	1	6	2008	6800	17	 	0	 	 
100077	2	7	4	1	7	2007	5000	17	 	1	1	 
100077	3	7	4	2	6	2006	2500	17	 	1	1	 
100078	1	2	3	2	8	2008	50000	10000	 	0	 	 
100080	1	7	1	19	4	2007	20000	15	 	1	1	 
100081	1	7	2	3	2	2008	3000	12	 	1	1	 
100081	2	7	2	4	2	2007	3000	12	 	1	1	 
100081	3	7	2	4	2	2006	3000	12	 	1	1	 
100084	1	8	2	1	2	2008	10000	0	 	1	1	 
100095	1	4	1	3	4	2007	20000	5000	 	0	 	 
100096	1	5	2	3	1	2009	9999	30	 	0	 	 
110001	1	10	1	7	6	2007	1900	0	 	1	1	 
110001	2	10	1	2	2	2008	5000	0	 	1	1	 
110001	3	8	1	6	6	2009	500	0	 	1	1	 
110005	1	7	2	2	5	2008	35000	15	 	0	 	 
110009	1	7	1	1	9	2006	4000	15	 	1	1	 
110009	2	7	1	1	9	2007	450	15	 	1	1	 
110009	3	7	1	1	9	2008	8000	17	 	0	 	 
110012	1	7	2	3	6	2006	2000	-77	600	1	1	 
110012	2	7	2	3	6	2007	2500	800	 	1	1	 
110012	3	7	2	3	6	2008	3500	1000	 	0	 	 
110014	1	7	1	1	7	2008	9000	12	 	0	 	 
110014	2	7	2	3	7	2008	2000	12	 	0	 	 
110014	3	7	1	1	7	2007	7000	23	 	1	1	 
110014	4	7	1	1	7	2006	6000	12	 	1	1	 
110020	1	8	1	1	2	2007	1500	0	 	1	1	 
110023	1	7	1	2	7	2006	5000	-77	1000	1	1	 
110023	2	7	1	1	7	2007	6000	19	 	1	1	 
110023	3	7	1	2	7	2008	8000	19	 	0	 	 
110024	1	7	12	1	7	2008	5000	15	 	0	 	 
110026	1	10	2	2	2	2007	300	0	 	1	1	 
110026	2	10	2	2	5	2008	150	0	 	1	1	 
110029	1	7	2	13	10	2007	2300	-77	3000	1	1	 
110029	2	7	2	13	10	2008	2600	-77	3200	1	1	 
110029	3	7	2	17	10	2009	3700	-77	4732	0	 	 
110030	1	10	2	1	11	2008	3000	-77	4000	0	 	 
110031	1	10	2	2	12	2009	200	0	 	0	 	 
110033	1	7	1	1	6	2007	5000	17	 	0	 	 
110036	1	7	5	2	5	2006	3500	17	 	1	1	 
110036	2	7	5	2	5	2007	4700	17	 	1	1	 
110036	3	7	5	1	5	2008	6800	17	 	0	 	 
110036	4	10	4	2	10	2008	500	40	 	0	 	 
110036	5	10	5	2	12	2008	500	50	 	0	 	 
110039	1	7	2	19	7	2007	2000	2420	 	1	1	 
110045	1	7	2	19	5	2008	2700	15	 	0	 	 
110047	1	7	1	1	7	2006	5500	-77	2090	1	1	 
110047	2	10	1	2	5	2006	150	0	 	1	1	 
110047	3	7	1	1	7	2007	8000	-77	1590	1	1	 
110047	4	7	1	1	7	2008	10000	-77	-77	0	 	 
110049	1	7	2	2	7	2006	6000	-77	720	1	1	 
110049	2	7	2	2	7	2007	8500	-77	1500	1	1	 
110049	3	7	2	2	7	2008	10500	-77	1600	0	 	 
110052	1	7	2	1	7	2006	3000	-77	720	1	1	 
110052	2	7	2	2	7	2007	4000	-77	960	1	1	 
110052	3	7	2	2	7	2008	5000	-77	1200	0	 	 
110053	1	9	16	19	9	2008	800	-77	900	0	 	 
110054	1	9	10	1	3	2009	2800	0	 	1	1	 
110054	2	8	10	1	10	2008	2000	0	 	1	1	 
110055	1	7	1	1	8	2008	3000	13	 	0	 	 
110056	1	9	3	1	10	2007	250	-77	350	0	 	 
110059	1	7	1	1	7	2008	3000	3428	 	0	 	 
110060	1	7	2	2	7	2008	2008	17	 	0	 	 
110063	1	8	16	1	3	2007	2000	0	 	1	1	 
110063	2	8	16	1	3	20008	1500	0	 	1	1	 
110065	1	9	1	1	6	2008	600	5	 	0	 	 
110065	2	10	1	2	9	2008	200	0	 	1	1	 
110066	1	9	2	1	9	2008	1300	-77	1550	0	 	 
110068	1	7	2	8	8	2006	5000	-77	1300	1	1	 
110068	2	7	2	2	8	2007	8000	-77	2580	1	1	 
110068	3	8	1	2	11	2008	1500	0	 	1	1	 
110068	4	8	1	40	2	2009	600	0	 	1	0	6
110069	1	7	2	1	7	2007	2000	-77	2600	1	1	 
110070	1	7	1	1	7	2008	3400	10	 	0	 	 
110070	2	9	1	1	10	2007	350	5	 	0	 	 
110070	3	9	1	1	10	2007	200	5	 	0	 	 
110070	4	9	1	1	10	2007	150	5	 	0	 	 
110071	1	7	1	1	10	2006	20000	17	 	1	1	 
110072	1	8	2	2	1	2009	200	0	 	1	1	 
110072	2	7	2	1	7	2008	4500	10	 	0	 	 
110073	1	9	1	1	10	2006	1200	-77	250	1	1	 
110073	2	9	1	1	10	2007	1400	-77	200	1	77	 
110073	3	9	1	1	10	2008	1400	-77	200	0	 	 
110073	4	9	2	2	10	2007	180	-77	150	1	1	 
110074	1	7	2	18	7	2008	10000	12	 	0	 	 
110074	2	7	2	2	7	2007	8000	12	 	1	1	 
110074	3	7	2	2	7	2006	5000	12	 	1	1	 
110075	1	7	1	2	7	2007	5000	10	 	1	1	 
110076	1	13	1	6	1	2009	2000	0	 	0	 	 
110077	1	9	1	1	9	2008	2000	-77	2300	0	 	 
110079	1	8	2	6	11	2008	500	0	 	0	 	 
110079	2	9	1	2	10	2006	250	50	 	1	1	 
110079	3	9	2	2	10	2006	250	50	 	1	1	 
110079	4	9	1	2	10	2007	250	50	 	1	1	 
110079	5	9	2	2	10	2007	250	50	 	1	1	 
110079	6	9	1	2	10	2008	250	50	 	0	 	 
110079	7	9	2	2	10	2008	250	50	 	0	 	 
110081	1	8	2	1	3	2008	400	0	 	1	1	 
110081	2	10	2	2	2	2009	500	0	 	1	1	 
110082	1	10	1	6	12	2007	300	0	 	1	1	 
110082	2	10	1	7	10	2008	500	0	 	1	1	 
110086	1	10	2	2	13	2007	100	20	 	1	1	 
110089	1	9	1	1	1	2008	500	8	 	1	1	 
110094	1	8	1	2	11	2008	1300	0	 	1	1	 
110094	2	7	1	1	7	2008	3000	12	 	0	 	 
110094	3	8	1	1	11	2008	2000	0	 	0	 	 
110100	1	8	1	1	2	2009	7000	0	 	0	 	 
110100	2	8	1	1	2	2008	5000	0	 	1	1	 
120001	1	10	2	2	1	2009	300	0	 	1	1	 
120001	2	10	1	7	1	2009	100	0	 	1	1	 
120005	1	7	1	1	11	2008	8000	1200	 	0	 	 
120007	1	10	18	3	5	2009	30000	0	 	0	 	 
120007	2	10	18	3	4	2009	30000	0	 	1	1	 
120007	3	10	18	3	2	2009	30000	0	 	1	1	 
120007	4	10	18	3	11	2008	50000	0	 	1	1	 
120007	5	10	18	3	9	2008	50000	0	 	1	1	 
120009	1	8	1	1	2	2008	4000	0	 	1	0	6
120009	2	8	2	19	10	2008	700	0	 	0	 	 
120010	1	10	1	7	4	2008	15000	0	 	1	0	6
120011	1	8	1	2	1	2009	1000	0	 	0	 	 
120011	2	8	1	2	4	2008	500	0	 	1	1	 
120013	1	8	1	2	1	2009	500	0	 	1	1	 
120014	1	2	1	1	11	2008	2400	17	 	0	 	 
120014	2	2	1	1	10	2007	2500	17	 	1	1	 
120014	3	2	1	1	10	2006	1500	17	 	1	1	 
120015	1	3	2	19	1	2008	2000	15	 	0	 	 
120015	2	8	1	2	1	2009	5000	0	 	0	 	 
120016	1	10	2	18	1	2009	500	0	 	0	 	 
120016	2	8	2	2	11	2008	400	0	 	0	 	 
120016	3	10	1	10	7	2008	10000	0	 	0	 	 
120017	1	7	2	19	4	2007	1300	-77	-77	0	 	 
120018	1	8	2	2	11	2006	500	0	 	1	1	 
120018	2	8	2	2	12	2008	300	0	 	0	 	 
120019	1	8	15	1	12	2008	300	0	 	1	1	 
120020	1	8	1	8	1	2009	5000	0	 	0	 	 
120020	2	8	1	8	9	2009	10000	0	 	0	 	 
120021	1	8	1	1	2	2009	300	0	 	0	 	 
120021	2	10	1	1	11	2008	300	0	 	1	1	 
120021	3	10	1	1	5	2008	300	0	 	1	0	11
120023	1	10	1	3	10	2008	60000	0	 	1	1	 
120023	2	10	1	3	11	2006	50000	0	 	1	1	 
120024	1	4	1	6	2	2008	1700	0	 	0	 	 
120024	2	4	1	6	12	2008	800	0	 	1	1	 
120025	1	10	9	2	10	2008	100	0	 	1	1	 
120026	1	10	1	2	1	2009	1000	0	 	0	 	 
120026	2	8	2	2	1	2009	100	0	 	0	 	 
120026	3	2	1	1	11	2008	1400	16	 	0	 	 
120026	4	2	1	1	10	2007	1400	16	 	1	1	 
120032	1	10	2	2	1	2009	100	0	 	1	1	 
120032	2	2	2	1	10	2008	1500	16	 	0	 	 
120032	3	10	2	7	3	2008	200	0	 	1	1	 
120033	1	10	1	2	12	2008	3000	0	 	0	 	 
120034	1	10	6	1	1	2008	800	0	 	1	1	 
120035	1	8	2	2	1	2009	500	0	 	0	 	 
120035	2	8	2	19	1	2008	500	0	 	1	1	 
120036	1	10	2	19	11	2008	500	0	 	1	1	 
120036	2	10	1	10	12	2008	10000	0	 	0	 	 
120036	3	10	2	19	11	2008	300	0	 	1	1	 
120037	1	6	1	1	77	2007	1200	8	 	1	1	 
120039	1	8	2	8	1	2009	7000	0	 	0	 	 
120039	2	2	2	1	11	2008	2500	17	 	0	 	 
120039	3	10	2	8	11	2008	520	0	 	1	0	11
120039	4	10	2	8	11	2008	300	0	 	1	0	11
120039	5	2	2	1	10	2007	1340	17	 	1	1	 
120039	6	2	2	1	10	2006	1450	17	 	1	1	 
120040	1	8	1	7	3	2008	1000	0	 	0	 	 
120040	2	10	1	2	1	2009	500	0	 	1	1	 
120041	1	10	1	1	11	2008	300	0	 	1	1	 
120043	1	8	1	8	10	5000	0	0	 	0	 	 
