CHILDCODE	MEMIDR5	MEMMOVR5	RELATER5	PRMCRER5	LIVHSER5	YRDIEDR5	AGER4	MEMAGER5	MEAGMTR5	MEMSEXR5	CHLBRNR5	RWHLIVR5	RSEECHR5	RCHLVER5	RLNLIVR5	THSVILR5	DOBHHMR5	RELHHR5	MRTLSTR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	STRYRR5	STRMTHR5	GRADER5	STILLR5	WHYNOTR5	PANELSIB	AGEGRDR5	GRDRPR5	TYPLSTR5	PERFR5	TYPATDR5	WHSCHR5	FEESR5	EXTTUTR4	BRDSCHR5	SLEEPR5	CHCARER5	HHCHRER5	NPYWRKR5	PAYWRKR5	SCHOOLR5	STUDYR5	PLAYR5	MEMCNSR5	DISABR5	MEMAFCR5	MEMLNGR5	MLNHLR51	HTSFFR51	SEEKTRR5	WHSEEKR5	MEMSMKR5	MEMTOBR5	OFTSMKR5	OFTALCR5
40007	2	 	1	1	1	 	38	41	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	4	1	1	0	0	 	6
40007	3	 	14	0	4	 	25	28	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40007	4	 	7	0	1	 	19	22	 	2	 	 	 	 	 	 	 	2	0	2	1	1	15	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40007	5	 	7	0	1	 	8	11	 	1	 	 	 	 	 	 	5	2	 	2	1	 	 	 	1	 	 	5	1	 	1	 	 	 	3	3	 	0	0	1	9	0	1	0	0	8	1	5	N	0	 	0	 	 	 	 	 	 	 	 
40008	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	7	0	8	0	12	8	3	 	 	 	 	 	 	9	0	2	0	9	0	0	4	N	 	 	 	 	 	 	 	 	 	 	 
40008	1	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	30	1	1	0	1	5	6
40008	2	 	1	1	1	 	41	44	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40008	3	 	7	0	1	 	19	22	 	2	 	 	 	 	 	 	 	2	0	2	1	1	15	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40008	4	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	2	1	1	8	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40008	5	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	3	2	0	2	1	 	 	 	1	 	 	5	1	 	1	 	 	 	3	3	 	0	0	1	9	0	1	0	0	7	2	5	N	0	 	0	 	 	 	 	0	0	 	6
40009	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	10	1	 	0	 	 	 	2	1	5	8000	0	1	8	0	0	0	0	10	2	4	N	 	 	 	 	 	 	 	 	 	 	 
40009	1	 	1	0	1	 	39	42	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	4	5
40009	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	4	6
40009	3	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	2	1	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40009	4	 	7	0	1	 	9	12	 	2	 	 	 	 	 	 	2	2	0	2	1	 	 	 	1	 	 	4	1	 	1	 	 	 	1	3	 	0	0	0	9	0	1	0	0	9	1	4	N	0	 	0	 	 	 	 	0	0	 	6
40009	5	 	7	0	1	 	1	4	 	2	 	 	 	 	 	 	 	2	 	2	1	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40010	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	6	1	 	0	 	 	 	2	3	3	0	0	1	9	0	2	0	0	9	2	2	N	 	 	 	 	 	 	 	 	 	 	 
40010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40010	2	 	13	0	2	 	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40010	3	 	1	0	1	 	31	34	 	1	 	 	 	 	 	 	 	 	1	99	99	1	10	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40010	4	 	1	1	1	 	29	32	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40010	5	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	1	2	0	4	3	 	 	 	1	 	 	5	1	 	1	 	 	 	1	3	 	0	0	1	9	0	1	0	0	9	1	4	N	0	 	0	 	 	 	 	0	0	 	6
40011	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	4	3	 	 	 	1	 	 	4	0	8	0	10	5	3	 	 	 	 	 	 	9	0	1	6	0	0	0	8	N	 	 	 	 	 	 	 	 	 	 	 
40011	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40011	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40011	3	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	1
40011	4	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	98	1	2	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40011	5	 	7	0	1	 	9	12	 	1	 	 	 	 	 	 	4	2	0	4	3	 	 	 	1	 	 	4	1	 	1	 	 	 	2	3	 	0	0	1	9	0	1	0	0	9	2	3	N	0	 	0	 	 	 	 	0	0	 	6
40011	6	 	7	0	1	 	5	8	 	1	 	 	 	 	 	 	8	2	 	4	3	 	 	 	1	 	 	4	1	 	0	 	 	 	 	 	 	 	 	 	9	0	0	0	0	9	1	5	N	 	 	 	 	 	 	 	 	 	 	 
40012	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	5	8	 	 	 	1	 	 	9	1	 	0	 	 	 	3	3	3	0	0	1	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
40012	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40012	2	 	6	0	1	 	56	59	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40012	3	 	1	0	1	 	36	39	 	1	 	 	 	 	 	 	 	 	1	2	99	1	1	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	4
40012	4	 	13	0	4	 	32	35	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40012	5	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40012	6	 	13	0	4	 	28	31	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40012	7	 	13	0	4	 	26	29	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40012	8	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	7	2	0	5	3	 	 	 	1	 	 	10	0	8	1	16	11	3	 	 	 	 	 	 	8	0	2	0	8	0	0	6	N	0	 	0	 	 	 	 	0	0	 	6
40013	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	8	1	 	0	 	 	 	3	3	3	0	0	1	10	0	1	0	0	9	3	1	N	 	 	 	 	 	 	 	 	 	 	 
40013	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	1	1	1	3
40013	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	99	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	0	 	0	 	 	 	 	1	0	1	6
40013	3	 	7	0	1	 	14	17	 	2	 	 	 	 	 	 	5	2	0	2	1	 	 	 	1	 	 	9	0	1	0	 	 	 	 	 	 	 	 	 	10	1	2	1	6	0	0	4	N	 	 	 	 	 	 	 	 	 	 	 
40013	4	 	7	0	1	 	8	11	 	2	 	 	 	 	 	 	3	2	 	2	1	 	 	 	1	 	 	6	1	 	1	 	 	 	3	3	 	0	0	1	10	0	1	0	0	8	3	2	N	0	 	0	 	 	 	 	 	 	 	 
40013	5	 	7	0	1	 	3	6	 	1	 	 	 	 	 	 	11	2	 	2	1	 	 	 	1	 	 	0	1	 	0	 	 	 	 	 	 	 	 	 	11	0	0	0	0	8	0	5	N	 	 	 	 	 	 	 	 	 	 	 
40014	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	8	1	 	0	 	 	 	3	3	3	0	0	1	8	0	2	0	0	8	3	3	N	 	 	 	 	 	 	 	 	 	 	 
40014	1	 	6	0	3	2014	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40014	2	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	2
40014	3	 	1	1	1	 	38	41	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40014	4	 	13	0	4	 	36	39	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40014	5	 	13	0	4	 	33	36	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40014	6	 	13	0	4	 	23	26	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40014	7	 	7	0	1	 	8	11	 	2	 	 	 	 	 	 	3	2	 	3	2	 	 	 	1	 	 	3	1	 	1	 	 	 	3	3	 	0	0	1	8	0	2	0	0	8	2	4	N	0	 	0	 	 	 	 	 	 	 	 
40015	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	7	1	 	0	 	 	 	2	3	3	0	0	1	8	0	2	0	0	8	2	4	N	 	 	 	 	 	 	 	 	 	 	 
40015	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40015	2	 	1	0	1	 	51	54	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	1	0	 	 	 	 	1	1	1	2
40015	3	 	1	1	1	 	46	49	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	1	1	1	16	3	3	2	0	0	 	6
40015	4	 	7	0	4	 	22	25	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40015	5	 	7	0	4	 	20	23	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40015	6	 	7	0	1	 	18	21	 	2	 	 	 	 	 	 	 	2	0	3	2	1	8	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40015	7	 	7	0	1	 	16	19	 	2	 	 	 	 	 	 	 	2	0	3	2	1	10	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40015	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40016	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	5	4	 	 	 	1	 	 	7	1	 	0	 	 	 	3	3	3	0	0	0	8	0	2	0	0	7	3	4	N	 	 	 	 	 	 	 	 	 	 	 
40016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40016	2	 	6	0	1	 	56	59	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40016	3	 	6	0	1	 	49	52	 	2	 	 	 	 	 	 	 	10	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40016	4	 	1	0	1	 	46	49	 	1	 	 	 	 	 	 	 	 	1	2	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40016	5	 	1	1	1	 	41	44	 	2	0	 	 	 	 	 	 	1	1	98	98	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40016	6	 	13	0	4	 	29	32	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40016	7	 	13	0	4	 	23	26	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40016	8	 	7	0	1	 	16	19	 	2	 	 	 	 	 	 	 	2	0	5	4	1	11	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40016	9	 	7	0	1	 	10	13	 	1	 	 	 	 	 	 	77	2	0	5	4	 	 	 	1	 	 	7	1	 	1	 	 	 	4	3	 	0	0	0	8	0	2	0	0	8	2	4	N	0	 	0	 	 	 	 	0	0	 	6
40017	0	 	0	 	1	 	11	14	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	5	0	8	0	10	6	3	 	 	 	 	 	 	9	0	2	0	8	0	0	5	N	 	 	 	 	 	 	 	 	 	 	 
40017	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	99	98	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	1	5	2
40017	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	6
40017	3	 	7	0	1	 	17	20	 	1	 	 	 	 	 	 	 	2	0	2	1	1	11	1	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40017	4	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	1	2	1	1	11	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40017	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40018	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	10	1	 	0	 	 	 	3	3	3	0	0	1	9	0	1	0	0	8	1	5	N	 	 	 	 	 	 	 	 	 	 	 
40018	1	 	1	0	1	 	51	54	 	1	 	 	 	 	 	 	 	 	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40018	2	 	1	1	1	 	49	52	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40018	3	 	7	0	4	 	27	30	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40018	4	 	7	0	4	 	23	26	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40018	5	 	7	0	1	 	21	24	 	1	 	 	 	 	 	 	 	2	0	2	1	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40018	6	 	7	0	4	 	20	23	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40019	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	7	3	 	0	 	 	 	2	11	2	1300	0	0	8	0	3	0	6	0	3	4	N	 	 	 	 	 	 	 	 	 	 	 
40019	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	28	5	2	2	0	1	1	4
40019	2	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	4	99	1	2	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	18	2	2	2	0	0	 	6
40019	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40019	4	 	5	0	1	 	57	60	 	2	 	 	 	 	 	 	 	7	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40019	5	 	13	0	4	 	39	42	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40019	6	 	13	0	4	 	35	38	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40020	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	99	 	 	 	1	 	 	7	1	 	0	 	 	 	4	3	4	0	0	0	8	1	0	0	0	8	3	4	N	 	 	 	 	 	 	 	 	 	 	 
40020	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40020	2	 	1	1	1	 	34	37	 	2	0	 	 	 	 	 	 	 	3	98	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40020	3	 	7	0	1	 	15	18	 	2	 	 	 	 	 	 	 	2	0	2	99	1	11	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40020	4	 	6	0	1	 	 	58	 	2	 	 	 	 	 	 	 	7	3	99	99	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40021	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	3	2	 	 	 	1	 	 	10	1	 	0	 	 	 	2	3	5	0	0	1	9	0	2	0	0	9	1	3	N	 	 	 	 	 	 	 	 	 	 	 
40021	1	 	6	0	1	 	76	79	 	2	 	 	 	 	 	 	 	3	3	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40021	2	 	1	0	1	 	35	38	 	1	 	 	 	 	 	 	 	 	1	1	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	1	1
40021	3	 	1	1	1	 	31	34	 	2	0	 	 	 	 	 	 	1	1	99	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	1	0	4	6
40021	4	 	7	0	1	 	14	17	 	1	 	 	 	 	 	 	8	2	0	3	2	 	 	 	1	 	 	6	0	8	1	12	7	3	 	 	 	 	 	 	9	0	1	0	9	0	0	5	N	0	 	0	 	 	 	 	0	0	 	6
40022	0	 	0	 	1	 	12	15	 	2	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	9	1	 	0	 	 	 	3	3	3	0	0	1	8	0	1	0	0	9	2	4	N	 	 	 	 	 	 	 	 	 	 	 
40022	1	 	1	0	1	 	41	44	 	1	 	 	 	 	 	 	 	 	1	99	99	1	5	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	1	22	2	2	1	1	0	4	5
40022	2	 	1	1	1	 	36	39	 	2	0	 	 	 	 	 	 	1	1	98	99	0	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	0	 	0	 	 	 	 	0	0	 	6
40022	3	 	13	0	4	 	26	29	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40022	4	 	7	0	1	 	22	25	 	1	 	 	 	 	 	 	 	2	0	2	1	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40022	5	 	7	0	1	 	25	28	 	1	 	 	 	 	 	 	 	2	0	2	1	1	12	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	 	 	 	 	 	 	 	 	 	 	 
40022	6	 	7	0	4	 	17	20	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40023	0	 	0	 	1	 	12	15	 	1	 	 	 	 	 	 	 	2	0	2	1	 	 	 	1	 	 	5	0	8	0	12	6	3	 	 	 	 	 	 	10	0	2	0	0	0	0	12	N	 	 	 	 	 	 	 	 	 	 	 
