CHILDCODE	ASSTIDR5	ASSETR5	NUMASTR5	ASACTR5	NMOWNR5	VLASTR5
180008	1	7	1	11	0	 
180008	2	5	15	11	15	45000
180008	3	4	2	11	0	 
180009	1	1	3	11	3	800
180009	2	4	3	11	0	 
180009	3	7	1	11	0	 
180010	1	7	1	11	0	 
180010	2	5	10	11	5	30000
180011	1	1	3	11	3	500
180011	2	25	1	24	1	100000
180012	1	1	5	11	5	600
180012	2	5	1	11	1	17000
180012	3	7	1	11	0	 
180012	4	18	11	11	11	4000
180013	1	1	2	11	2	220
180014	1	1	3	5	3	580
180015	2	7	1	11	0	 
180015	3	5	12	11	12	53000
180015	4	4	3	11	3	3500
180016	1	15	2	11	2	0
180016	2	1	2	11	0	 
180017	1	1	5	11	5	1800
180017	2	21	1	21	1	6500
180018	1	1	4	11	4	2000
180018	2	4	3	11	0	 
180018	3	7	1	11	0	 
180019	1	1	3	11	3	550
180020	1	1	5	8	5	2500
180020	2	15	8	12	0	 
180021	1	1	3	5	3	300
180022	1	7	1	11	0	 
180022	2	4	2	11	0	 
180022	4	1	4	29	4	1600
180023	1	1	3	11	3	320
180023	2	4	2	11	2	1200
180023	3	5	1	11	1	10000
180024	1	1	5	11	5	550
180024	2	7	1	11	0	 
180025	1	1	3	11	3	600
180026	1	1	10	11	10	4500
180026	2	21	1	21	1	7000
180027	1	1	3	11	3	500
180028	1	1	3	11	3	500
180030	1	1	3	11	3	600
180030	2	4	2	11	0	 
180030	3	7	1	11	0	 
180031	1	7	1	11	0	 
180031	2	4	2	11	0	 
180032	1	1	3	11	3	500
180032	2	4	2	11	0	 
180032	3	7	1	11	0	 
180033	1	1	5	11	5	350
180033	2	7	1	11	1	400000
180034	1	1	2	11	2	300
180034	2	7	1	11	0	 
180035	1	1	4	11	4	350
180035	2	7	1	11	0	 
180035	3	21	1	21	1	1500
180036	1	1	4	11	4	600
180036	2	4	3	11	3	1500
180036	3	3	1	11	0	 
180036	4	7	1	11	0	 
180038	1	1	2	11	2	100
180039	1	1	3	11	3	300
180039	2	4	2	11	2	800
180039	3	7	1	11	0	 
180040	1	7	1	11	0	 
180040	2	5	14	11	14	60000
180040	3	4	2	11	0	 
180041	1	17	5	16	5	10000
180041	2	21	1	21	1	1500
180042	1	1	3	11	3	600
180042	2	7	1	11	0	 
180042	3	3	1	11	1	1100
180042	4	5	1	11	1	15000
180043	1	1	3	11	3	220
180043	2	7	1	11	0	 
180043	3	21	1	21	1	2000
180044	1	1	2	11	2	200
180044	2	7	1	11	0	 
180045	1	1	3	11	3	500
180045	2	7	1	11	0	 
180045	3	17	2	23	2	15000
180046	1	1	3	11	3	500
180046	2	4	1	11	1	700
180046	3	7	1	11	0	 
180047	1	1	4	11	4	500
180048	1	1	3	11	3	400
180048	2	7	1	11	0	 
180048	3	5	1	11	1	2500
180048	4	15	4	12	4	1500
180049	1	7	1	11	0	 
180049	2	5	14	11	14	50000
180049	3	4	4	11	4	2000
180050	1	7	1	11	0	 
180050	2	5	18	11	18	60000
180050	3	4	4	11	4	2500
180051	1	1	3	5	3	600
180051	2	4	3	11	3	2500
180051	3	7	1	11	0	 
180052	1	13	3	7	3	500
180052	2	7	1	11	0	 
180052	3	1	5	11	5	1500
180053	1	7	1	11	0	 
180053	2	4	1	11	0	 
180053	3	1	4	29	4	800
180054	1	1	4	11	4	600
180054	2	5	1	11	1	24000
180054	3	7	1	11	0	 
180055	1	1	6	11	6	4500
180055	2	4	4	11	3	5000
180055	3	7	1	11	0	 
180055	4	13	8	7	8	7500
180056	1	1	3	11	3	600
180056	2	4	2	11	2	1200
180056	3	7	1	11	0	 
180057	1	7	1	11	0	 
180057	2	4	3	11	3	6500
180057	3	1	8	11	8	2500
180058	1	1	12	11	12	3400
180058	2	4	2	11	2	5500
180058	3	7	1	11	0	 
180059	1	1	4	11	4	400
180059	2	7	1	11	0	 
180060	1	1	3	11	3	300
180060	2	4	3	11	0	 
180060	3	7	1	11	0	 
180061	1	1	4	11	4	1800
180061	2	5	1	11	1	45000
180061	3	7	1	11	0	 
180062	1	30	2	26	2	260
180063	1	1	3	23	3	3000
180063	2	25	1	23	1	30000
180063	3	30	4	23	3	5000
180064	1	1	3	11	3	300
180064	2	4	2	11	0	 
180064	3	7	1	11	0	 
180065	1	1	2	11	2	220
180066	1	25	1	23	1	60000
180067	1	7	1	11	0	 
180067	2	4	2	11	0	 
180067	3	1	3	29	3	470
180068	1	1	5	11	5	420
180068	2	5	11	11	0	 
180068	3	7	1	11	0	 
180069	1	1	3	11	3	400
180069	2	7	1	11	0	 
180070	1	1	4	11	4	400
180070	2	7	1	11	0	 
180071	1	4	2	11	0	 
180071	2	1	6	11	6	800
180072	1	1	4	11	4	320
180072	2	5	9	11	9	21000
180072	3	7	1	11	0	 
180073	1	1	3	5	3	500
180073	2	4	2	11	0	 
180073	3	7	1	11	0	 
180074	1	1	6	11	6	3600
180074	2	4	2	11	0	 
180074	3	7	1	11	0	 
180075	1	1	2	11	2	220
180075	2	7	1	11	0	 
180075	3	21	1	21	1	1300
180075	4	23	10	23	10	2500
180076	1	1	4	11	4	500
180076	2	7	1	11	1	450000
180076	3	5	1	11	0	 
180077	1	7	1	11	0	 
180077	2	4	2	11	0	 
180077	3	1	6	11	6	500
180079	1	1	3	11	3	300
180079	2	4	3	11	3	1400
180079	3	7	1	11	0	 
180080	1	1	8	11	8	2500
180080	2	5	1	11	1	50000
180080	3	7	1	11	0	 
180081	1	1	4	11	3	300
180081	2	4	2	11	2	700
180081	3	7	1	11	0	 
180081	4	3	1	11	0	 
180081	5	25	1	24	1	100000
180082	1	1	4	11	4	500
180082	2	4	1	11	1	600
180082	3	7	1	11	0	 
180082	4	21	1	21	1	3000
180083	1	1	2	11	2	210
180083	2	13	4	23	4	1500
180084	1	7	1	11	0	 
180084	2	5	30	11	30	100000
180084	3	4	2	11	2	4000
180085	1	1	3	11	3	300
180085	2	4	3	11	0	 
180085	3	7	1	11	0	 
180086	1	1	3	5	3	400
180087	1	1	8	11	8	4500
180087	2	4	3	11	0	 
180087	3	5	1	11	1	45000
180087	4	7	1	11	0	 
180088	1	1	3	5	3	400
180089	1	1	5	11	5	1500
180089	2	8	4	26	4	2000
180090	1	1	2	5	2	200
180091	1	1	8	8	8	2500
180093	1	1	5	11	5	320
180093	2	7	1	11	0	 
180094	1	1	3	5	3	340
180095	1	18	20	18	20	5000
180096	1	1	4	5	4	220
180097	1	1	3	11	3	220
180097	2	7	1	11	0	 
180098	1	1	4	11	4	450
180098	2	7	1	11	0	 
180099	1	17	2	23	2	300000
180099	2	7	1	11	0	 
180099	3	25	1	11	1	40000
180100	1	7	1	11	1	300000
180100	2	22	20	22	19	20000
180100	3	23	300	23	300	150000
190001	1	1	4	11	4	250
190001	2	7	1	11	1	300
190001	3	15	10	12	10	3000
190001	4	23	6	23	6	1500
190002	1	1	3	11	3	320
190002	2	4	2	11	2	15000
190002	3	7	1	11	0	 
190002	4	5	1	11	1	27000
190002	5	18	150	11	150	200000
190003	1	1	3	11	3	330
190003	2	7	1	11	0	 
190004	1	1	2	5	2	220
190005	1	1	3	5	3	400
190005	2	4	3	11	0	 
190005	3	7	1	11	0	 
190006	1	1	3	11	3	480
190006	2	4	2	11	2	800
190006	4	7	1	11	0	 
190006	6	3	1	11	1	1600
190007	1	1	3	11	3	600
190007	2	4	3	11	0	 
190007	3	7	1	11	0	 
190008	1	1	5	11	5	700
190008	2	3	1	11	1	2500
190008	3	7	1	11	0	 
190008	4	4	2	11	0	 
190009	1	1	10	11	10	3200
190009	2	5	1	11	1	65000
190009	3	7	1	11	0	 
190010	1	1	5	11	5	250
190010	2	5	30	11	30	1500000
190010	3	7	1	11	1	400000
190011	1	1	3	11	3	250
190011	2	4	1	11	0	 
190011	3	7	1	11	0	 
190012	1	1	3	11	3	340
190012	2	7	1	11	0	 
190012	3	21	1	21	1	1500
190013	1	1	9	11	9	3000
190013	2	5	1	11	1	80000
190013	3	7	1	11	0	 
190014	1	1	4	11	4	420
190014	2	4	3	11	0	 
190014	3	7	1	11	0	 
190014	4	5	2	11	2	70000
190015	1	1	4	11	4	500
190015	2	4	3	11	0	 
190015	3	7	1	11	0	 
190015	4	3	1	11	0	 
190016	1	1	4	11	4	450
190016	2	4	3	11	0	 
190016	3	7	1	11	0	 
190017	1	1	3	11	3	400
190017	2	4	3	11	0	 
190017	3	3	1	11	1	4000
190017	4	7	1	11	0	 
190018	1	13	10	7	10	8000
190020	1	1	9	11	9	4800
190020	2	4	5	11	2	7000
190020	3	5	1	11	1	85000
190020	4	7	1	11	0	 
190021	1	1	4	11	4	350
190021	2	3	1	11	0	 
190021	3	7	1	11	0	 
190022	1	1	3	11	3	300
190022	2	4	2	11	2	800
190022	3	7	1	11	0	 
190024	1	1	2	11	2	250
190024	2	4	2	11	0	 
190024	3	7	1	11	0	 
190024	4	30	3	23	3	250
190025	1	1	6	11	6	350
190025	2	7	1	11	0	 
190025	3	21	1	21	1	1500
190025	5	5	11	11	11	30000
190026	1	7	1	11	1	600000
190026	2	5	40	11	40	100000
190026	4	3	1	11	1	2300
190027	1	30	2	23	2	250
190029	1	1	10	8	10	3300
190030	1	1	8	11	8	8
190030	2	4	3	11	3	4500
190030	3	5	1	11	1	85000
190030	4	7	1	11	0	 
190031	1	1	3	11	3	400
190031	2	4	3	11	0	 
190031	3	7	1	11	0	 
190032	1	1	4	11	4	250
190032	2	4	1	11	1	200
190032	3	7	1	11	0	 
190032	4	5	9	11	9	20000
190033	1	1	5	11	5	450
190033	2	4	2	11	2	1500
190033	3	5	1	11	1	15000
190033	4	7	1	11	0	 
190034	1	1	3	11	3	400
190034	2	4	1	11	1	600
190034	3	3	1	11	1	1000
190034	4	7	1	11	0	 
190034	5	21	1	21	1	2000
190035	1	1	2	11	2	250
190035	2	5	6	11	6	50000
190035	3	7	1	11	0	 
190036	1	1	4	11	4	300
190036	2	4	2	11	0	 
190036	3	7	1	11	0	 
190036	4	5	1	11	1	16000
190037	1	7	1	11	1	65000
190037	2	5	12	11	12	50000
190037	3	4	4	11	4	15000
190038	1	1	12	11	12	3300
190038	2	4	2	11	2	4500
190038	3	5	1	11	1	80000
190038	4	7	1	11	0	 
190039	1	1	3	11	3	250
190039	2	5	6	11	6	30000
190039	3	7	1	11	0	 
190040	1	1	3	29	3	200
190041	1	1	3	11	3	450
190041	2	4	2	11	0	 
190041	3	7	1	11	0	 
190042	1	1	8	11	8	4500
190042	2	3	1	11	0	 
190042	3	5	1	11	1	70000
190042	4	7	1	11	0	 
190043	1	1	4	11	4	300
190043	2	7	1	11	0	 
190043	3	4	1	11	0	 
190044	1	1	2	11	2	250
190044	2	7	1	11	0	 
190045	1	1	4	11	4	380
190045	2	4	2	11	0	 
190045	3	7	1	11	0	 
190045	4	5	1	11	0	 
190046	1	1	10	11	10	8500
190046	2	4	2	11	2	12000
190046	3	5	1	11	1	75000
190046	4	7	1	11	0	 
190047	1	5	60	11	60	100000
190047	2	4	4	11	4	10000
190047	3	7	1	11	0	 
190049	1	1	3	11	3	600
190049	2	3	1	11	1	1000
190049	3	4	2	11	0	 
190049	4	7	1	11	1	450000
190050	1	1	4	11	4	450
190050	2	7	1	11	0	 
190050	3	3	1	11	0	 
190050	4	5	1	11	1	15000
190051	1	7	1	11	0	 
190051	2	8	2	11	2	32000
190051	3	3	1	11	1	1800
190052	1	1	4	11	4	250
190052	2	7	1	11	0	 
190053	1	7	1	11	0	 
190053	2	5	30	11	30	100000
190053	3	1	8	11	8	1200
190054	1	1	3	11	3	300
190054	2	5	1	11	1	20000
190054	3	4	3	11	3	1000
190054	4	7	1	11	0	 
190055	1	1	3	11	3	300
190055	2	3	1	11	1	2000
190055	3	5	1	11	1	23000
190055	4	7	1	11	1	250000
190056	1	1	3	11	2	400
190056	2	3	1	11	1	800
190056	3	7	1	11	0	 
190057	1	5	45	11	45	108000
190057	2	7	1	11	0	 
190057	3	1	5	11	5	2600
190058	1	7	1	11	0	 
190058	2	5	20	11	20	35000
190058	3	4	2	11	2	10000
190059	1	1	2	11	2	200
190059	2	4	2	11	2	2000
190059	3	6	1	11	1	500000
190059	4	7	1	11	0	 
190060	1	1	4	11	4	250
190060	2	7	1	11	0	 
190060	3	5	10	11	10	50000
190061	1	25	2	24	2	1800000
190062	1	1	4	11	4	230
190062	2	4	1	11	1	2000
190062	3	7	1	11	0	 
190063	1	1	4	11	4	450
190063	2	4	2	11	0	 
190063	3	7	1	11	0	 
190063	4	5	1	11	1	20000
190064	1	1	4	11	4	360
190064	2	4	1	11	0	 
190064	3	7	1	11	0	 
190065	1	3	1	11	1	1000
190065	2	1	4	11	4	350
190065	3	4	2	11	2	600
190065	4	7	1	11	0	 
190065	5	5	1	11	1	10000
190066	1	1	4	11	4	500
190066	2	4	2	11	0	 
190066	3	7	1	11	0	 
190066	4	5	1	11	1	10000
190067	1	1	5	11	5	350
190067	2	7	1	11	0	 
190068	1	1	5	11	5	470
190068	2	4	2	11	2	1500
190068	3	7	1	11	0	 
190068	4	3	1	11	1	1000
190069	1	1	4	11	4	260
190069	2	4	3	11	3	3000
190069	3	5	11	11	11	50000
190069	4	7	1	11	0	 
190070	1	1	4	11	4	350
190070	2	4	1	11	0	 
190070	3	7	1	11	0	 
190071	1	7	1	11	0	 
190071	2	4	1	11	0	 
190071	3	1	4	29	4	800
190072	1	1	4	11	4	450
190072	2	4	2	11	0	 
190072	3	7	1	11	0	 
190072	4	5	1	11	0	 
190073	1	1	4	11	4	370
190073	2	4	1	11	1	450
190073	3	7	1	11	0	 
190073	4	5	0	11	0	 
190074	1	1	2	11	2	190
190074	2	21	1	11	1	1500
190074	3	7	1	11	0	 
190075	1	1	3	11	3	400
190075	2	4	3	11	2	1000
190075	3	3	1	11	1	1000
190075	4	5	1	11	1	20000
190075	5	7	1	11	0	 
190076	1	7	1	11	0	 
190076	2	5	40	11	40	70000
190076	3	4	2	11	2	10000
190077	1	1	5	11	5	3500
190077	2	5	1	11	1	60000
190077	3	7	1	11	0	 
190078	1	1	6	11	6	250
190078	2	4	2	11	2	2500
190078	3	7	1	11	0	 
190078	4	5	15	11	15	100000
190079	1	1	7	11	7	2500
190079	2	4	2	11	0	 
190079	3	5	1	11	1	45000
190079	4	7	1	11	0	 
190080	1	1	2	11	2	200
190080	2	7	1	11	0	 
190080	3	5	7	11	7	50000
190080	9	21	1	21	1	1500
190081	1	1	3	5	3	300
190081	2	5	2	11	2	30000
190081	3	7	1	11	0	 
190082	1	1	4	11	4	400
190082	2	4	2	11	0	 
190082	3	7	1	11	0	 
190083	1	1	2	11	2	150
190083	2	4	2	11	2	1500
190083	3	5	15	11	15	100000
190083	4	7	1	11	0	 
190084	1	1	3	5	3	400
190084	2	4	3	11	0	 
190084	3	7	1	11	0	 
190085	1	1	12	11	12	2500
190085	2	4	2	11	2	5500
190085	3	7	1	11	0	 
190086	1	21	1	21	1	2000
190087	1	1	9	11	9	2800
190087	2	4	4	11	4	6000
190087	3	5	1	11	1	80000
190087	4	7	1	11	0	 
190088	1	1	3	11	3	400
190088	2	4	3	11	0	 
190088	3	7	1	11	0	 
190089	1	1	7	11	7	2500
190089	2	5	2	11	2	70000
190089	3	7	1	11	0	 
190090	1	7	1	11	0	 
190090	2	3	1	11	1	3000
190090	3	4	3	11	3	3000
190090	4	5	1	11	1	8000
190090	5	1	3	11	3	800
190091	1	1	3	5	3	300
190092	1	1	4	11	4	250
190092	2	7	1	11	0	 
190092	3	5	15	11	15	70000
190092	4	21	1	21	1	1500
190093	1	1	5	11	5	480
190093	2	4	3	11	0	 
190093	3	6	1	11	1	17000
190093	4	7	1	11	0	 
190093	5	3	1	11	1	700
190094	1	1	4	11	4	400
190094	2	4	2	11	2	1800
190094	3	7	1	11	0	 
190094	4	3	1	11	0	 
190095	1	1	5	11	5	450
190095	2	3	1	11	1	2000
190095	3	5	2	11	2	25000
190095	4	7	1	11	0	 
190095	5	4	3	11	0	 
190096	1	1	2	11	2	250
190096	2	7	1	11	0	 
190097	1	1	4	11	4	370
190097	2	4	1	11	0	 
190097	3	7	1	11	0	 
190097	4	5	1	11	1	17000
190098	1	7	1	11	0	 
190098	2	5	40	11	40	50000
190098	3	1	8	11	8	1500
190099	1	1	8	11	8	3000
190099	2	4	3	11	3	9000
190099	3	5	1	11	1	60000
190099	4	7	1	11	0	 
190100	1	1	5	11	5	470
190100	2	4	2	11	2	800
190100	3	5	2	11	2	40000
190100	4	7	1	11	0	 
200003	1	2	1	23	0	2000
200006	1	30	1	26	1	800000
200007	1	23	1	23	1	300
200008	1	23	4	23	4	3000
200010	1	13	5	16	5	3000
200013	1	23	8	23	8	2500
200013	2	25	1	23	1	200000
200014	1	12	0	8	0	0
200014	2	21	1	21	1	2000
200015	1	23	6	23	6	5000
200017	1	23	5	23	5	1500
200018	1	2	1	5	1	3000
200019	1	25	1	24	0	 
200020	1	25	1	24	1	140000
200022	1	25	1	23	1	10000
200023	1	23	4	23	4	200
200024	1	25	1	24	1	20000
200025	1	23	5	23	5	1500
200027	1	23	6	23	6	2000
200028	1	25	1	24	1	70000
200029	1	 	 	 	 	 
200030	1	18	4	18	4	600
200030	2	12	0	8	0	0
200031	1	1	4	5	4	650
200033	1	 	 	 	 	 
200036	1	 	 	 	 	 
200038	1	 	 	 	 	 
200040	1	25	1	24	1	500000
200042	1	30	0	7	0	0
200044	1	25	1	24	0	 
200045	1	11	8	4	8	15000
200047	1	30	10	26	0	 
200048	1	13	10	7	-77	 
200051	1	25	1	24	1	118000
200053	1	13	1	7	1	20000
200056	1	25	1	24	0	 
200061	1	25	1	24	0	 
200066	1	13	5	5	5	1000
200070	1	9	15	2	15	1200
200071	1	25	1	24	0	 
200072	1	23	4	23	4	5000
200075	2	25	1	24	1	20000
200076	1	25	1	24	1	100000
200077	1	13	8	7	8	2600
200078	1	17	1	16	1	30000
200080	1	 	 	 	 	 
200081	1	21	2	21	2	3000
200085	1	21	2	21	2	3000
200088	1	15	50	12	50	75000
200093	1	2	1	5	0	0
200096	1	25	1	24	0	0
200098	1	25	1	24	1	30000
200101	1	25	1	24	0	 
200105	1	 	 	 	 	 
