PLACEID	SERVIDR4	AVLOC	SRVRT
57	26	1	3
57	30	1	2
57	32	1	3
57	33	1	3
57	34	1	3
57	35	1	3
57	36	1	3
57	37	1	3
57	38	1	3
57	39	1	3
57	40	1	3
57	41	1	3
57	42	1	3
57	43	1	3
57	44	1	2
57	45	1	2
57	46	1	3
57	47	1	3
57	48	1	3
57	49	1	3
57	50	1	3
57	51	1	2
57	52	1	2
57	53	1	3
58	10	1	2
58	12	0	 
58	13	1	2
58	14	1	2
58	15	0	 
58	19	1	3
58	20	1	3
58	26	1	2
58	30	1	2
58	32	0	 
58	33	1	2
58	34	0	 
58	35	1	2
58	36	1	2
58	37	1	3
58	38	0	 
58	39	1	3
58	40	0	 
58	41	0	 
58	42	0	 
58	43	0	 
58	44	0	 
58	45	0	 
58	46	0	 
58	47	0	 
58	48	1	3
58	49	1	3
58	50	1	2
58	51	1	2
58	52	0	 
58	53	1	3
59	10	1	3
59	12	1	3
59	13	1	3
59	14	1	3
59	15	1	3
59	19	1	3
59	20	0	 
59	26	1	3
59	30	1	3
59	32	1	3
59	33	1	3
59	34	1	3
59	35	1	3
59	36	1	3
59	37	1	3
59	38	1	3
59	39	1	3
59	40	1	3
59	41	1	3
59	42	0	 
59	43	1	3
59	44	1	3
59	45	1	3
59	46	1	3
59	47	1	3
59	48	1	3
59	49	1	3
59	50	0	 
59	51	1	3
59	52	1	3
59	53	1	3
60	10	0	 
60	12	0	 
60	13	0	 
60	14	0	 
60	15	0	 
60	19	0	 
60	20	0	 
60	26	1	2
60	30	1	2
60	32	0	 
60	33	0	 
60	34	0	 
60	35	0	 
60	36	0	 
60	37	1	2
60	38	0	 
60	39	0	 
60	40	0	 
60	41	0	 
60	42	0	 
60	43	0	 
60	44	0	 
60	45	0	 
60	46	0	 
60	47	0	 
60	48	0	 
60	49	0	 
60	50	1	3
60	51	0	 
60	52	0	 
60	53	0	 
61	10	0	 
61	12	0	 
61	13	0	 
61	14	0	 
61	15	0	 
61	19	0	 
61	20	0	 
61	26	1	1
61	30	0	 
61	32	0	 
61	33	0	 
61	34	0	 
61	35	0	 
61	36	0	 
61	37	1	2
61	38	0	 
61	39	0	 
61	40	0	 
61	41	0	 
61	42	0	 
61	43	0	 
61	44	0	 
61	45	0	 
61	46	0	 
61	47	0	 
61	48	0	 
61	49	0	 
61	50	1	2
61	51	0	 
61	52	0	 
61	53	0	 
62	10	1	3
62	12	0	 
62	13	1	2
62	14	1	3
62	15	0	 
62	19	1	3
62	20	0	 
62	26	1	3
62	30	0	 
62	32	1	3
62	33	1	3
62	34	1	3
62	35	0	 
62	36	1	3
62	37	1	3
62	38	1	3
62	39	1	3
62	40	0	 
62	41	0	 
62	42	0	 
62	43	0	 
62	44	0	 
62	45	0	 
62	46	0	 
62	47	0	 
62	48	1	3
62	49	0	 
62	50	1	3
62	51	1	3
62	52	0	 
62	53	1	3
63	10	1	3
63	12	1	2
63	13	1	1
63	14	1	2
63	15	0	 
63	19	1	2
63	20	0	 
63	26	1	3
63	30	1	2
63	32	1	3
63	33	1	3
63	34	0	 
63	35	1	3
63	36	1	3
63	37	1	3
63	38	1	3
63	39	1	3
63	40	1	3
63	41	0	 
63	42	0	 
63	43	0	 
63	44	1	3
63	45	0	 
63	46	0	 
63	47	1	3
63	48	1	3
63	49	0	 
63	50	1	3
63	51	1	3
63	52	0	 
63	53	1	3
64	10	1	3
64	12	0	 
64	13	1	2
64	14	1	3
64	15	0	 
64	19	1	3
64	20	1	3
64	26	1	1
64	30	1	1
64	32	0	 
64	33	1	3
64	34	0	 
64	35	0	 
64	36	1	3
64	37	1	3
64	38	1	3
64	39	1	3
64	40	0	 
64	41	1	3
64	42	0	 
64	43	1	3
64	44	1	3
64	45	1	3
64	46	1	3
64	47	0	 
64	48	1	3
64	49	0	 
64	50	1	3
64	51	1	3
64	52	0	 
64	53	1	3
65	10	1	3
65	12	0	 
65	13	1	1
65	14	1	1
65	15	0	 
65	19	1	3
65	20	1	3
65	26	1	2
65	30	1	2
65	32	0	 
65	33	1	2
65	34	0	 
65	35	0	 
65	36	1	3
65	37	1	2
65	38	0	 
65	39	1	3
65	40	0	 
65	41	1	3
65	42	0	 
65	43	0	 
65	44	0	 
65	45	0	 
65	46	1	77
65	47	0	 
65	48	1	2
65	49	0	 
65	50	0	 
65	51	1	2
65	52	1	2
65	53	1	3
66	10	0	 
66	12	0	 
66	13	1	1
66	14	1	3
66	15	0	 
66	19	1	3
66	20	0	 
66	26	1	2
66	30	1	1
66	32	0	 
66	33	0	 
66	34	0	 
66	35	1	2
66	36	0	 
66	37	1	3
66	38	0	 
66	39	1	3
66	40	0	 
66	41	1	1
66	42	0	 
66	43	0	 
66	44	0	 
66	45	0	 
66	46	0	 
66	47	0	 
66	48	1	1
66	49	0	 
66	50	0	 
66	51	1	3
66	52	0	 
66	53	1	3
67	10	1	2
67	12	0	 
67	13	1	2
67	14	1	2
67	15	1	2
67	19	0	 
67	20	0	 
67	26	1	3
67	30	1	3
67	32	1	2
67	33	1	2
67	34	0	 
67	35	0	 
67	36	0	 
67	37	1	2
67	38	0	 
67	39	1	2
67	40	0	 
67	41	0	 
67	42	0	 
67	43	0	 
67	44	0	 
67	45	0	 
67	46	0	 
67	47	0	 
67	48	1	2
67	49	0	 
67	50	1	2
67	51	0	 
67	52	0	 
67	53	1	2
68	10	1	3
68	12	1	3
68	13	1	2
68	14	1	2
68	15	1	2
68	19	1	3
68	20	1	3
68	26	1	3
68	30	1	3
68	32	1	3
68	33	1	3
68	34	1	3
68	35	1	2
68	36	1	3
68	37	1	2
68	38	1	3
68	39	1	2
68	40	1	2
68	41	1	3
68	42	0	 
68	43	1	3
68	44	0	 
68	45	1	3
68	46	1	1
68	47	0	 
68	48	1	3
68	49	0	 
68	50	1	2
68	51	1	2
68	52	0	 
68	53	1	3
69	10	1	1
69	12	1	3
69	13	1	3
69	14	1	3
69	15	1	1
69	19	1	3
69	20	1	3
69	26	1	2
69	30	1	3
69	32	1	3
69	33	1	2
69	34	1	3
69	35	1	3
69	36	1	2
69	37	1	3
69	38	1	3
69	39	1	3
69	40	1	3
69	41	1	3
69	42	0	 
69	43	1	3
69	44	1	3
69	45	1	3
69	46	1	3
69	47	1	3
69	48	1	3
69	49	0	 
69	50	1	3
69	51	1	2
69	52	1	2
69	53	1	2
70	10	1	3
70	12	0	 
70	13	1	2
70	14	1	2
70	15	1	2
70	19	1	3
70	20	1	3
70	26	1	3
70	30	1	2
70	32	1	3
70	33	0	 
70	34	1	2
70	35	1	3
70	36	1	3
70	37	1	3
70	38	0	 
70	39	1	3
70	40	0	 
70	41	1	3
70	42	0	 
70	43	0	 
70	44	0	 
70	45	0	 
70	46	0	 
70	47	0	 
70	48	1	3
70	49	0	 
70	50	1	2
70	51	1	2
70	52	0	 
70	53	1	2
71	10	1	2
71	12	0	 
71	13	1	2
71	14	1	1
71	15	1	1
71	19	1	3
71	20	0	 
71	26	1	2
71	30	1	2
71	32	0	 
71	33	1	3
71	34	0	 
71	35	1	1
71	36	1	2
71	37	1	2
71	38	1	2
71	39	0	 
71	40	1	2
71	41	1	2
71	42	1	3
71	43	0	 
71	44	0	 
71	45	0	 
71	46	0	 
71	47	0	 
71	48	1	1
71	49	0	 
71	50	1	2
71	51	1	2
71	52	0	 
71	53	1	2
72	10	1	1
72	12	0	 
72	13	1	3
72	14	1	2
72	15	0	 
72	19	1	2
72	20	1	2
72	26	1	3
72	30	1	2
72	32	1	2
72	33	1	2
72	34	0	 
72	35	1	2
72	36	1	2
72	37	1	3
72	38	0	 
72	39	1	3
72	40	0	 
72	41	1	1
72	42	0	 
72	43	0	 
72	44	0	 
72	45	0	 
72	46	0	 
72	47	0	 
72	48	1	2
72	49	0	 
72	50	1	2
72	51	1	2
72	52	0	 
72	53	1	2
73	10	0	 
73	12	0	 
73	13	1	2
73	14	1	2
73	15	0	 
73	19	0	 
73	20	0	 
73	26	1	1
73	30	1	1
73	32	0	 
73	33	0	 
73	34	0	 
73	35	0	 
73	36	0	 
73	37	1	2
73	38	0	 
73	39	0	 
73	40	0	 
73	41	0	 
73	42	0	 
73	43	0	 
73	44	0	 
73	45	0	 
73	46	0	 
73	47	0	 
73	48	1	2
73	49	0	 
73	50	1	2
73	51	1	1
73	52	0	 
73	53	1	2
75	10	1	2
75	12	0	 
75	13	1	2
75	14	1	2
75	15	0	 
75	19	1	3
75	20	0	 
75	26	1	2
75	30	1	1
75	32	0	 
75	33	0	 
75	34	0	 
75	35	0	 
75	36	1	2
75	37	1	2
75	38	0	 
75	39	1	2
75	40	0	 
75	41	0	 
75	42	0	 
75	43	0	 
75	44	0	 
75	45	0	 
75	46	0	 
75	47	0	 
75	48	1	2
75	49	0	 
75	50	0	 
75	51	1	2
75	52	0	 
75	53	1	2
76	10	0	 
76	12	0	 
76	13	1	1
76	14	1	2
76	15	0	 
76	19	0	 
76	20	0	 
76	26	1	1
76	30	0	 
76	32	0	 
76	33	0	 
76	34	0	 
76	35	0	 
76	36	0	 
76	37	1	2
76	38	0	 
76	39	1	2
76	40	0	 
76	41	0	 
76	42	0	 
76	43	0	 
76	44	0	 
76	45	0	 
76	46	0	 
76	47	0	 
76	48	1	2
76	49	0	 
76	50	1	2
76	51	0	 
76	52	0	 
76	53	0	 
77	10	1	3
77	12	0	 
77	13	0	 
77	14	1	2
77	15	0	 
77	19	0	 
77	20	0	 
77	26	1	2
77	30	0	 
77	32	0	 
77	33	0	 
77	34	0	 
77	35	1	2
77	36	0	 
77	37	1	3
77	38	0	 
77	39	0	 
77	40	0	 
77	41	0	 
77	42	0	 
77	43	0	 
77	44	0	 
77	45	0	 
77	46	0	 
77	47	0	 
77	48	0	 
77	49	0	 
77	50	1	3
77	51	0	 
77	52	0	 
77	53	0	 
78	10	0	 
78	12	0	 
78	13	0	 
78	14	0	 
78	15	0	 
78	19	0	 
78	20	0	 
78	26	1	2
78	30	0	 
78	32	0	 
78	33	0	 
78	34	0	 
78	35	0	 
78	36	0	 
78	37	1	2
78	38	0	 
78	39	0	 
78	40	0	 
78	41	0	 
78	42	0	 
78	43	0	 
78	44	0	 
78	45	0	 
78	46	0	 
78	47	0	 
78	48	0	 
78	49	0	 
78	50	1	3
78	51	0	 
78	52	0	 
78	53	0	 
79	10	1	2
79	12	1	1
79	13	1	2
79	14	1	3
79	15	1	1
79	19	1	2
79	20	1	2
79	26	1	1
79	30	1	1
79	32	1	2
79	33	1	2
79	34	1	2
79	35	0	 
79	36	1	2
79	37	1	2
79	38	1	3
79	39	1	2
79	40	0	 
79	41	1	2
79	42	0	 
79	43	0	 
79	44	1	3
79	45	0	 
79	46	1	1
79	47	0	 
79	48	1	2
79	49	0	 
79	50	1	2
79	51	1	3
79	52	0	 
79	53	1	3
80	10	1	1
80	12	1	3
80	13	1	2
80	14	1	1
80	15	1	1
80	19	1	3
80	20	1	3
80	26	1	3
80	30	1	3
80	32	1	2
80	33	1	1
80	34	1	2
80	35	1	2
80	36	0	 
80	37	1	3
80	38	1	3
80	39	1	2
80	40	0	 
80	41	0	 
80	42	0	 
80	43	1	3
80	44	1	2
80	45	1	2
80	46	1	2
80	47	0	 
80	48	1	3
80	49	0	 
80	50	1	2
80	51	1	3
80	52	0	 
80	53	1	3
82	10	0	 
82	12	0	 
82	13	0	 
82	14	0	 
82	15	0	 
82	19	0	 
82	20	0	 
82	26	1	1
82	30	0	 
82	32	1	3
82	33	0	 
82	34	0	 
82	35	0	 
82	36	0	 
82	37	1	3
82	38	0	 
82	39	0	 
82	40	0	 
82	41	0	 
82	42	0	 
82	43	0	 
82	44	0	 
82	45	0	 
82	46	0	 
82	47	0	 
82	48	0	 
82	49	0	 
82	50	1	2
82	51	0	 
82	52	0	 
82	53	0	 
83	10	1	3
83	12	0	 
83	13	1	2
83	14	1	3
83	15	1	1
83	19	1	3
83	20	1	3
83	26	1	2
83	30	1	2
83	32	0	 
83	33	1	2
83	34	1	3
83	35	1	3
83	36	1	3
83	37	1	3
83	38	0	 
83	39	1	3
83	40	0	 
83	41	0	 
83	42	0	 
83	43	0	 
83	44	1	3
83	45	0	 
83	46	1	3
83	47	0	 
83	48	1	3
83	49	0	 
83	50	0	 
83	51	1	2
83	52	0	 
83	53	1	2
84	10	0	 
84	12	0	 
84	13	1	3
84	14	1	3
84	15	1	2
84	19	1	3
84	20	1	3
84	26	1	1
84	30	1	1
84	32	0	 
84	33	1	2
84	34	1	2
84	35	1	3
84	36	0	 
84	37	1	3
84	38	0	 
84	39	1	3
84	40	0	 
84	41	1	3
84	42	0	 
84	43	0	 
84	44	0	 
84	45	0	 
84	46	0	 
84	47	0	 
84	48	1	2
84	49	0	 
84	50	0	 
84	51	1	3
84	52	0	 
84	53	1	2
85	10	0	 
85	12	0	 
85	13	1	3
85	14	1	2
85	15	0	 
85	19	1	3
85	20	0	 
85	26	1	2
85	30	0	 
85	32	1	3
85	33	0	 
85	34	0	 
85	35	1	2
85	36	1	3
85	37	1	3
85	38	0	 
85	39	1	3
85	40	0	 
85	41	0	 
85	42	0	 
85	43	0	 
85	44	0	 
85	45	0	 
85	46	1	3
85	47	0	 
85	48	0	 
85	49	0	 
85	50	1	3
85	51	1	3
85	52	1	3
85	53	1	3
86	10	1	2
86	12	1	2
86	13	1	1
86	14	1	3
86	15	1	2
86	19	1	3
86	20	0	 
86	26	1	3
86	30	1	2
86	32	1	3
86	33	1	3
86	34	1	3
86	35	0	 
86	36	1	3
86	37	1	3
86	38	1	3
86	39	1	2
86	40	1	3
86	41	1	2
86	42	0	 
86	43	1	3
86	44	1	3
86	45	0	 
86	46	0	 
86	47	0	 
86	48	1	3
86	49	0	 
86	50	1	2
86	51	1	3
86	52	0	 
86	53	1	3
87	10	0	 
87	12	0	 
87	13	0	 
87	14	1	1
87	15	0	 
87	19	0	 
87	20	0	 
87	26	0	 
87	30	0	 
87	32	0	 
87	33	0	 
87	34	1	3
87	35	1	3
87	36	0	 
87	37	0	 
87	38	0	 
87	39	0	 
87	40	0	 
87	41	0	 
87	42	0	 
87	43	0	 
87	44	0	 
87	45	0	 
87	46	0	 
87	47	0	 
87	48	0	 
87	49	0	 
87	50	1	1
87	51	0	 
87	52	0	 
87	53	0	 
88	10	1	3
88	12	1	3
88	13	1	3
88	14	1	3
88	15	1	3
88	19	1	3
88	20	0	 
88	26	1	3
88	30	1	3
88	32	1	3
88	33	1	3
88	34	1	3
88	35	1	3
88	36	1	3
88	37	0	 
88	38	0	 
88	39	0	 
88	40	0	 
88	41	0	 
88	42	0	 
88	43	0	 
88	44	1	3
88	45	0	 
88	46	0	 
88	47	0	 
88	48	1	3
88	49	0	 
88	50	0	 
88	51	0	 
88	52	0	 
88	53	1	3
89	10	1	1
89	12	0	 
89	13	1	3
89	14	1	3
89	15	1	1
89	19	1	3
89	20	1	3
89	26	1	3
89	30	1	3
89	32	0	 
89	33	0	 
89	34	1	2
89	35	0	 
89	36	1	2
89	37	1	3
89	38	1	3
89	39	1	3
89	40	0	 
89	41	1	1
89	42	0	 
89	43	0	 
89	44	0	 
89	45	0	 
89	46	0	 
89	47	0	 
89	48	1	2
89	49	0	 
89	50	0	 
89	51	1	2
89	52	0	 
89	53	1	3
90	10	0	 
90	12	0	 
90	13	0	 
90	14	0	 
90	15	0	 
90	19	0	 
90	20	0	 
90	26	1	3
90	30	0	 
90	32	1	3
90	33	0	 
90	34	0	 
90	35	0	 
90	36	0	 
90	37	1	3
90	38	0	 
90	39	0	 
90	40	0	 
90	41	0	 
90	42	0	 
90	43	0	 
90	44	0	 
90	45	0	 
90	46	0	 
90	47	0	 
90	48	1	3
90	49	0	 
90	50	1	3
90	51	0	 
90	52	0	 
90	53	0	 
91	10	0	 
91	12	0	 
91	13	1	3
91	14	1	1
91	15	0	 
91	19	1	2
91	20	1	2
91	26	1	1
91	30	1	1
91	32	1	2
91	33	1	3
91	34	1	3
91	35	1	2
91	36	1	2
91	37	1	2
91	38	1	2
91	39	1	2
91	40	0	 
91	41	1	2
91	42	0	 
91	43	0	 
91	44	0	 
91	45	0	 
91	46	1	2
91	47	0	 
91	48	1	3
91	49	0	 
91	50	1	3
91	51	0	 
91	52	0	 
91	53	1	2
92	10	1	2
92	12	1	1
92	13	1	1
92	14	1	2
92	15	1	2
92	19	1	3
92	20	0	 
92	26	1	2
92	30	1	1
92	32	0	 
92	33	1	2
92	34	0	 
92	35	1	2
92	36	1	2
92	37	1	2
92	38	1	2
92	39	1	2
92	40	1	2
92	41	0	 
92	42	0	 
92	43	0	 
92	44	0	 
92	45	0	 
92	46	0	 
92	47	1	3
92	48	1	1
92	49	0	 
92	50	0	 
92	51	1	3
92	52	0	 
92	53	1	3
93	10	0	 
93	12	0	 
93	13	1	1
93	14	1	1
93	15	1	1
93	19	1	2
93	20	1	3
93	26	1	1
93	30	1	1
93	32	1	2
93	33	1	2
93	34	1	2
93	35	0	 
93	36	0	 
93	37	1	3
93	38	1	2
93	39	0	 
93	40	0	 
93	41	0	 
93	42	0	 
93	43	0	 
93	44	0	 
93	45	0	 
93	46	0	 
93	47	0	 
93	48	1	3
93	49	0	 
93	50	0	 
93	51	1	2
93	52	0	 
93	53	1	2
94	10	0	 
94	12	0	 
94	13	1	2
94	14	0	 
94	15	0	 
94	19	0	 
94	20	0	 
94	26	1	3
94	30	0	 
94	32	0	 
94	33	0	 
94	34	0	 
94	35	1	2
94	36	0	 
94	37	0	 
94	38	0	 
94	39	0	 
94	40	0	 
94	41	0	 
94	42	0	 
94	43	0	 
94	44	0	 
94	45	0	 
94	46	0	 
94	47	0	 
94	48	1	2
94	49	0	 
94	50	0	 
94	51	0	 
94	52	0	 
94	53	1	2
95	10	0	 
95	12	0	 
95	13	1	1
95	14	1	1
95	15	0	 
95	19	1	2
95	20	1	3
95	26	1	1
95	30	0	 
95	32	0	 
95	33	1	3
95	34	0	 
95	35	1	2
95	36	0	 
95	37	1	2
95	38	1	3
95	39	0	 
95	40	0	 
95	41	0	 
95	42	0	 
95	43	0	 
95	44	0	 
95	45	0	 
95	46	0	 
95	47	0	 
95	48	1	2
95	49	0	 
95	50	0	 
95	51	1	2
95	52	0	 
95	53	1	2
96	10	0	 
96	12	0	 
96	13	1	1
96	14	0	 
96	15	0	 
96	19	0	 
96	20	0	 
96	26	1	1
96	30	0	 
96	32	0	 
96	33	0	 
96	34	0	 
96	35	1	2
96	36	0	 
96	37	1	2
96	38	0	 
96	39	0	 
96	40	0	 
96	41	0	 
96	42	0	 
96	43	0	 
96	44	0	 
96	45	0	 
96	46	0	 
96	47	0	 
96	48	0	 
96	49	0	 
96	50	1	1
96	51	1	1
96	52	0	 
96	53	0	 
97	10	0	 
97	12	0	 
97	13	0	 
97	14	1	1
97	15	0	 
97	19	0	 
97	20	0	 
97	26	0	 
97	30	0	 
97	32	0	 
97	33	0	 
97	34	0	 
97	35	0	 
97	36	0	 
97	37	1	2
97	38	0	 
97	39	0	 
97	40	0	 
97	41	0	 
97	42	0	 
97	43	0	 
97	44	0	 
97	45	0	 
97	46	0	 
97	47	0	 
97	48	0	 
97	49	0	 
97	50	1	1
97	51	1	2
97	52	0	 
97	53	1	2
98	10	1	3
98	12	0	 
98	13	1	2
98	14	1	2
98	15	1	2
98	19	1	3
98	20	1	3
98	26	1	3
98	30	1	3
98	32	1	2
98	33	1	2
98	34	0	 
98	35	1	2
98	36	1	2
98	37	1	2
98	38	0	 
98	39	1	2
98	40	0	 
98	41	1	3
98	42	0	 
98	43	0	 
98	44	0	 
98	45	0	 
98	46	1	3
98	47	0	 
98	48	0	 
98	49	1	3
98	50	1	3
98	51	1	3
98	52	0	 
98	53	1	3
99	10	1	2
99	12	0	 
99	13	1	3
99	14	1	2
99	15	1	2
99	19	1	3
99	20	0	 
99	26	1	2
99	30	1	2
99	32	1	3
99	33	1	2
99	34	0	 
99	35	1	3
99	36	1	3
99	37	1	3
99	38	0	 
99	39	1	3
99	40	0	 
99	41	1	3
99	42	0	 
99	43	1	3
99	44	0	 
99	45	1	3
99	46	1	3
99	47	0	 
99	48	1	3
99	49	0	 
99	50	1	3
99	51	1	3
99	52	0	 
99	53	1	3
100	10	1	2
100	12	0	 
100	13	1	2
100	14	1	2
100	15	0	 
100	19	1	3
100	20	1	3
100	26	1	2
100	30	1	2
100	32	1	3
100	33	1	2
100	34	0	 
100	35	1	3
100	36	0	 
100	37	1	2
100	38	0	 
100	39	1	3
100	40	0	 
100	41	1	2
100	42	1	2
100	43	0	 
100	44	1	2
100	45	0	 
100	46	1	3
100	47	0	 
100	48	0	 
100	49	1	2
100	50	1	2
100	51	1	2
100	52	0	 
100	53	1	3
101	10	1	3
101	12	0	 
101	13	1	2
101	14	1	2
101	15	0	 
101	19	1	3
101	20	1	3
101	26	1	3
101	30	1	2
101	32	0	 
101	33	1	3
101	34	1	2
101	35	1	2
101	36	1	3
101	37	1	3
101	38	0	 
101	39	1	3
101	40	0	 
101	41	1	3
101	42	0	 
101	43	0	 
101	44	1	2
101	45	0	 
101	46	1	3
101	47	0	 
101	48	0	 
101	49	1	3
101	50	1	3
101	51	1	2
101	52	0	 
101	53	1	3
102	10	0	 
102	12	0	 
102	13	0	 
102	14	0	 
102	15	0	 
102	19	0	 
102	20	0	 
102	26	1	3
102	30	0	 
102	32	0	 
102	33	0	 
102	34	0	 
102	35	0	 
102	36	0	 
102	37	1	3
102	38	0	 
102	39	0	 
102	40	0	 
102	41	0	 
102	42	0	 
102	43	0	 
102	44	0	 
102	45	0	 
102	46	0	 
102	47	0	 
102	48	0	 
102	49	0	 
102	50	1	3
102	51	1	3
102	52	0	 
102	53	1	2
103	10	0	 
103	12	0	 
103	13	1	3
103	14	0	 
103	15	0	 
103	19	0	 
103	20	0	 
103	26	1	3
103	30	0	 
103	32	0	 
103	33	0	 
103	34	0	 
103	35	0	 
103	36	0	 
103	37	1	3
103	38	0	 
103	39	0	 
103	40	0	 
103	41	0	 
103	42	0	 
103	43	0	 
103	44	0	 
103	45	0	 
103	46	0	 
103	47	0	 
103	48	0	 
103	49	0	 
103	50	1	3
103	51	1	3
103	52	0	 
103	53	1	3
104	10	1	3
104	12	0	 
104	13	0	 
104	14	0	 
104	15	0	 
104	19	0	 
104	20	0	 
104	26	1	3
104	30	0	 
104	32	0	 
104	33	0	 
104	34	0	 
104	35	0	 
104	36	0	 
104	37	1	3
104	38	0	 
104	39	1	3
104	40	0	 
104	41	0	 
104	42	0	 
104	43	0	 
104	44	0	 
104	45	0	 
104	46	0	 
104	47	0	 
104	48	1	3
104	49	0	 
104	50	1	3
104	51	1	3
104	52	0	 
104	53	1	3
105	10	1	1
105	12	0	 
105	13	1	2
105	14	1	2
105	15	0	 
105	19	0	 
105	20	0	 
105	26	0	 
105	30	0	 
105	32	0	 
105	33	0	 
105	34	0	 
105	35	0	 
105	36	0	 
105	37	1	3
105	38	0	 
105	39	0	 
105	40	0	 
105	41	0	 
105	42	0	 
105	43	0	 
105	44	0	 
105	45	0	 
105	46	0	 
105	47	0	 
105	48	1	3
105	49	0	 
105	50	1	2
105	51	1	2
105	52	0	 
105	53	1	2
106	10	1	1
106	12	0	 
106	13	0	 
106	14	1	2
106	15	0	 
106	19	0	 
106	20	0	 
106	26	1	2
106	30	0	 
106	32	0	 
106	33	0	 
106	34	0	 
106	35	1	3
106	36	0	 
106	37	1	3
106	38	0	 
106	39	0	 
106	40	0	 
106	41	0	 
106	42	0	 
106	43	0	 
106	44	0	 
106	45	0	 
106	46	0	 
106	47	0	 
106	48	0	 
106	49	0	 
106	50	0	 
106	51	0	 
106	52	1	3
106	53	0	 
107	10	1	3
107	12	0	 
107	13	0	 
107	14	1	1
107	15	0	 
107	19	0	 
107	20	0	 
107	26	1	1
107	30	0	 
107	32	0	 
107	33	0	 
107	34	0	 
107	35	0	 
107	36	0	 
107	37	1	3
107	38	0	 
107	39	0	 
107	40	0	 
107	41	0	 
107	42	0	 
107	43	0	 
107	44	0	 
107	45	0	 
107	46	0	 
107	47	0	 
107	48	0	 
107	49	0	 
107	50	1	3
107	51	1	3
107	52	0	 
107	53	0	 
108	10	0	 
108	12	0	 
108	13	0	 
108	14	1	1
108	15	0	 
108	19	0	 
108	20	0	 
108	26	1	1
108	30	0	 
108	32	0	 
108	33	0	 
108	34	0	 
108	35	0	 
108	36	0	 
108	37	1	3
108	38	0	 
108	39	0	 
108	40	0	 
108	41	0	 
108	42	0	 
108	43	0	 
108	44	0	 
108	45	0	 
108	46	0	 
108	47	0	 
108	48	0	 
108	49	0	 
108	50	1	3
108	51	0	 
108	52	0	 
108	53	0	 
109	10	0	 
109	12	0	 
109	13	0	 
109	14	1	3
109	15	0	 
109	19	0	 
109	20	0	 
109	26	1	1
109	30	0	 
109	32	0	 
109	33	0	 
109	34	0	 
109	35	0	 
109	36	0	 
109	37	1	1
109	38	0	 
109	39	0	 
109	40	0	 
109	41	0	 
109	42	0	 
109	43	0	 
109	44	0	 
109	45	0	 
109	46	0	 
109	47	0	 
109	48	0	 
109	49	0	 
109	50	1	1
109	51	0	 
109	52	0	 
109	53	0	 
110	10	0	 
110	12	0	 
110	13	0	 
110	14	1	3
110	15	0	 
110	19	0	 
110	20	0	 
110	26	1	1
110	30	0	 
110	32	0	 
110	33	0	 
110	34	0	 
110	35	0	 
110	36	0	 
110	37	1	3
110	38	0	 
110	39	0	 
110	40	0	 
110	41	0	 
110	42	0	 
110	43	0	 
110	44	0	 
110	45	0	 
110	46	0	 
110	47	0	 
110	48	0	 
110	49	0	 
110	50	1	3
110	51	0	 
110	52	0	 
110	53	0	 
111	10	1	3
111	12	0	 
111	13	1	1
111	14	1	3
111	15	1	2
111	19	1	3
111	20	0	 
111	26	1	3
111	30	1	2
111	32	1	3
111	33	1	3
111	34	0	 
111	35	1	3
111	36	1	3
111	37	1	3
111	38	1	3
111	39	1	3
111	40	0	 
111	41	1	3
111	42	0	 
111	43	0	 
111	44	0	 
111	45	0	 
111	46	1	3
111	47	0	 
111	48	1	3
111	49	0	 
111	50	1	3
111	51	1	2
111	52	0	 
111	53	1	3
