PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101
56	7	5	9	4
56	8	3	9	2
56	9	25	9	1
56	10	3	10	4
56	11	10	1	4
56	12	10	1	2
56	13	20	19	2
56	14	14	2	2
56	15	12	2	2
56	16	11	19	2
56	17	9	19	1
56	18	5	19	3
56	19	6	19	4
56	20	5	19	1
56	21	-77	16	4
56	22	-77	16	2
56	23	-77	16	2
56	24	24	1	4
56	25	8	19	2
56	26	10	19	3
56	27	10	19	1
56	28	-77	16	3
56	29	-88	16	4
56	30	10	17	2
56	31	14	17	2
56	32	130	19	4
56	33	2	1	1
56	34	-77	16	2
56	35	-77	16	2
56	36	-77	16	2
56	37	-77	16	4
56	38	7	19	3
56	39	10	19	3
56	40	100	6	3
56	41	-77	16	1
56	42	-77	16	4
56	43	-77	16	3
56	44	-88	16	1
56	45	120	19	3
56	46	50	19	2
56	47	9	19	3
56	48	70	1	2
56	49	-88	16	3
56	50	22	1	4
56	51	6	1	2
56	52	25	1	2
56	53	20	19	2
56	54	35	19	2
56	55	-88	16	2
56	56	2	1	3
56	57	-77	16	1
56	58	10	19	1
56	59	6	19	3
56	60	6	19	2
56	61	20	19	3
56	62	7	19	1
56	63	30	19	2
56	64	-77	16	3
56	65	10	19	2
56	66	12	19	4
56	67	-88	16	4
56	68	-77	16	1
56	69	-77	16	2
56	70	-88	16	2
56	71	80	19	4
57	0	15	15	4
57	1	9	1	3
57	2	200	19	2
57	3	80	1	4
57	4	120	1	1
57	5	40	1	3
57	6	70	1	2
57	7	5	9	4
57	8	3	9	2
57	9	25	9	4
57	10	4	10	1
57	11	15	1	2
57	12	12	1	4
57	13	28	1	3
57	14	15	2	3
57	15	13	2	3
57	16	14	19	4
57	17	11	19	2
57	18	8	19	1
57	19	10	19	3
57	20	7	19	4
57	21	9	19	2
57	22	10	19	3
57	23	12	1	4
57	24	222	1	2
57	25	11	1	1
57	26	12	1	1
57	27	10	1	3
57	28	10	1	2
57	29	-88	16	3
57	30	15	7	1
57	31	12	7	4
57	32	150	19	1
57	33	2.5	1	2
57	34	12	1	3
57	35	10	1	2
57	36	9	1	4
57	37	-77	16	3
57	38	8	1	1
57	39	10	1	4
57	40	160	6	3
57	41	160	6	3
57	42	-77	16	3
57	43	150	6	1
57	44	-88	16	3
57	45	130	1	2
57	46	60	19	1
57	47	10	19	4
57	48	80	1	4
57	49	-88	16	4
57	50	20	1	1
57	51	7	1	1
57	52	32	1	4
57	53	15	1	3
57	54	45	19	4
57	55	-88	16	4
57	56	2	1	1
57	57	-77	16	4
57	58	12	1	4
57	59	10	19	4
57	60	9	19	4
57	61	22	1	1
57	62	8	19	4
57	63	25	19	2
57	64	5	19	4
57	65	12	1	4
57	66	12	1	4
57	67	-88	16	3
57	68	20	7	3
57	69	12	1	3
57	70	-88	16	2
57	71	90	19	3
58	0	-77	16	3
58	1	8	1	2
58	2	120	19	1
58	3	80	19	3
58	4	90	19	4
58	5	20	19	2
58	6	70	19	2
58	7	4	10	2
58	8	2	10	4
58	9	20	10	4
58	10	3	9	1
58	11	13	1	1
58	12	12	1	3
58	13	21	19	3
58	14	15	2	2
58	15	12.5	2	3
58	16	13	19	1
58	17	10	19	2
58	18	7	19	1
58	19	9	19	3
58	20	5	19	3
58	21	6	19	2
58	22	-77	16	2
58	23	-77	16	1
58	24	24	1	4
58	25	10	1	1
58	26	11	1	2
58	27	10	1	1
58	28	9	1	4
58	29	-88	16	3
58	30	10	17	3
58	31	-77	16	3
58	32	120	19	2
58	33	2	1	4
58	34	12	1	2
58	35	10	1	3
58	36	12	19	2
58	37	-77	16	2
58	38	8	19	4
58	39	10	19	2
58	40	130	6	1
58	41	-77	16	3
58	42	-77	16	3
58	43	-77	16	2
58	44	-88	16	3
58	45	100	1	1
58	46	55	19	4
58	47	11	17	4
58	48	75	1	2
58	49	-88	16	3
58	50	22	1	3
58	51	5	1	2
58	52	25	1	1
58	53	8	1	1
58	54	40	19	4
58	55	-88	16	2
58	56	2	1	1
58	57	-77	16	2
58	58	8	1	2
58	59	7	19	1
58	60	8	19	1
58	61	18	1	2
58	62	8	19	1
58	63	30	19	4
58	64	-77	16	1
58	65	10	1	2
58	66	10	1	2
58	67	-88	16	1
58	68	-77	16	1
58	69	-77	16	1
58	70	-88	16	4
58	71	80	19	3
59	0	20	1	5
59	1	5	1	5
59	2	75	1	6
59	3	45	1	6
59	4	80	1	6
59	5	120	2	6
59	6	85	2	6
59	7	5	9	7
59	8	.150000005960464	9	7
59	9	.699999988079071	10	7
59	10	1.60000002384186	9	7
59	11	13	1	5
59	12	40	1	5
59	13	24	1	5
59	14	18	12	1
59	15	12	12	1
59	16	13	2	8
59	17	10	1	8
59	18	10	1	8
59	19	6.5	1	8
59	20	7	1	8
59	21	7	2	8
59	22	7	1	8
59	23	10	1	8
59	24	25	1	8
59	25	7	1	8
59	26	14	1	8
59	27	5	1	8
59	28	5	2	8
59	29	-88	88	8
59	30	10	1	5
59	31	24	1	5
59	32	140	1	5
59	33	2	1	5
59	34	16	1	8
59	35	30	1	8
59	36	16	1	8
59	37	16	1	8
59	38	15	1	8
59	39	20	1	8
59	40	120	6	5
59	41	160	6	5
59	42	100	3	5
59	43	160	1	5
59	44	-88	88	5
59	45	100	3	5
59	46	24	1	5
59	47	10	1	5
59	48	55	1	5
59	49	-88	88	5
59	50	24	1	5
59	51	6	1	5
59	52	45	1	5
59	53	16	5	2
59	54	40	1	5
59	55	-88	88	5
59	56	2	2	5
59	57	15	3	5
59	58	5	3	5
59	59	7	5	5
59	60	12	6	4
59	61	18	5	4
59	62	10	5	4
59	63	30	5	4
59	64	12	5	2
59	65	17	1	5
59	66	10	5	4
59	67	-88	88	4
59	68	25	1	5
59	69	30	1	5
59	70	-88	88	8
59	71	40	1	5
60	0	-77	16	2
60	1	8	1	2
60	2	50	19	4
60	3	80	19	3
60	4	70	19	2
60	5	15	19	2
60	6	120	19	2
60	7	5	9	3
60	8	3	9	1
60	9	25	9	4
60	10	4	9	3
60	11	10	1	1
60	12	10	1	1
60	13	25	19	3
60	14	15.1999998092651	2	2
60	15	13	2	3
60	16	10	19	1
60	17	8	19	3
60	18	4.5	19	2
60	19	6	19	2
60	20	4.5	19	2
60	21	-77	16	3
60	22	-77	16	4
60	23	-77	16	2
60	24	24	1	2
60	25	8	19	4
60	26	9	19	3
60	27	9	19	2
60	28	-77	19	2
60	29	-88	16	2
60	30	10	17	2
60	31	-77	16	1
60	32	100	19	4
60	33	2	19	3
60	34	-77	16	3
60	35	-77	16	1
60	36	-77	16	2
60	37	-77	16	2
60	38	7	19	3
60	39	11	19	1
60	40	100	6	2
60	41	-77	16	2
60	42	-77	16	2
60	43	-77	16	3
60	44	-88	16	3
60	45	100	19	4
60	46	40	17	2
60	47	10	17	3
60	48	80	19	1
60	49	-88	16	3
60	50	24	1	3
60	51	5	1	2
60	52	25	19	2
60	53	12	19	3
60	54	35	19	1
60	55	-88	16	2
60	56	2	1	3
60	57	-77	16	2
60	58	8	19	1
60	59	9	19	2
60	60	7	19	4
60	61	16	19	3
60	62	6	19	2
60	63	18	19	2
60	64	-77	16	1
60	65	-77	16	2
60	66	10	19	4
60	67	-88	16	3
60	68	-77	16	2
60	69	-77	16	3
60	70	-88	16	3
60	71	100	19	3
61	0	-77	16	2
61	1	7	1	3
61	2	100	19	1
61	3	70	19	3
61	4	80	19	2
61	5	15	19	1
61	6	130	19	2
61	7	5	9	2
61	8	3	9	4
61	9	25	9	4
61	10	5	9	4
61	11	12	1	1
61	12	12	1	4
61	13	25	19	1
61	14	15	2	4
61	15	13	2	1
61	16	13	19	2
61	17	11	19	3
61	18	6	19	1
61	19	8	19	2
61	20	5	19	2
61	21	8	19	4
61	22	-77	16	1
61	23	-77	16	3
61	24	25	1	2
61	25	8	19	1
61	26	10	19	1
61	27	8	19	4
61	28	-77	16	2
61	29	-88	16	2
61	30	12	17	4
61	31	-77	16	2
61	32	110	16	1
61	33	1.75	19	1
61	34	-77	16	4
61	35	-77	16	2
61	36	-77	16	2
61	37	-77	16	2
61	38	7	19	3
61	39	10	19	2
61	40	100	6	1
61	41	-77	16	1
61	42	-77	16	3
61	43	-77	16	3
61	44	-88	16	2
61	45	100	19	4
61	46	45	19	2
61	47	9	17	3
61	48	80	19	2
61	49	-88	16	2
61	50	24	1	2
61	51	6	1	2
61	52	25	1	2
61	53	10	19	1
61	54	35	19	2
61	55	-88	16	4
61	56	2	1	3
61	57	-77	16	2
61	58	8	19	1
61	59	8	19	3
61	60	9	19	1
61	61	20	19	3
61	62	9	19	2
61	63	20	19	3
61	64	-77	16	1
61	65	10	19	2
61	66	10	19	3
61	67	-85	16	2
61	68	-77	16	1
61	69	-77	16	4
61	70	-88	16	3
61	71	80	19	1
62	0	18	1	6
62	1	5	1	6
62	2	150	2	8
62	3	90	1	8
62	4	60	1	8
62	5	120	1	8
62	6	70	1	8
62	7	4	9	4
62	8	.150000005960464	9	4
62	9	1	9	4
62	10	.330000013113022	9	4
62	11	12	2	6
62	12	40	1	6
62	13	17	1	6
62	14	16.7999992370605	12	1
62	15	12.8000001907349	12	1
62	16	12	1	5
62	17	10.5	1	5
62	18	6	1	5
62	19	9	1	5
62	20	4.5	1	5
62	21	6	1	5
62	22	6	1	5
62	23	20	1	7
62	24	20	1	7
62	25	7	1	7
62	26	8	1	7
62	27	10	1	7
62	28	10	1	7
62	29	-88	88	8
62	30	9.5	1	6
62	31	10	1	6
62	32	120	1	6
62	33	2	1	6
62	34	20	1	7
62	35	25	1	7
62	36	15	1	6
62	37	15	1	6
62	38	25	1	6
62	39	20	1	6
62	40	120	6	7
62	41	80	6	7
62	42	80	19	6
62	43	80	6	7
62	44	-88	88	8
62	45	100	1	6
62	46	35	1	5
62	47	8	1	5
62	48	42	1	6
62	49	-88	88	6
62	50	30	1	6
62	51	4	1	6
62	52	40	1	6
62	53	25	5	9
62	54	40	1	9
62	55	-88	88	7
62	56	2	1	6
62	57	20	5	9
62	58	5	5	9
62	59	10	5	9
62	60	10	5	9
62	61	27	1	9
62	62	8	5	9
62	63	25	5	9
62	64	12	5	9
62	65	24	1	6
62	66	10	5	9
62	67	-88	88	9
62	68	15	1	6
62	69	30	1	6
62	70	-88	88	6
62	71	120	1	7
63	0	15	1	7
63	1	4.5	1	7
63	2	70	1	8
63	3	50	1	8
63	4	120	1	8
63	5	200	1	8
63	6	100	1	8
63	7	4	9	9
63	8	.150000005960464	9	9
63	9	1	9	9
63	10	1.60000002384186	9	9
63	11	20	1	7
63	12	40	1	7
63	13	16	1	7
63	14	16.7999992370605	12	1
63	15	12.8000001907349	12	1
63	16	12	1	6
63	17	10	1	6
63	18	8	1	6
63	19	8	1	6
63	20	5	2	6
63	21	5	1	6
63	22	5	1	6
63	23	16	2	4
63	24	22	1	4
63	25	8	1	4
63	26	9	1	4
63	27	10	1	4
63	28	12	1	4
63	29	-88	88	4
63	30	5	1	4
63	31	20	1	4
63	32	115	1	4
63	33	2	1	4
63	34	18	1	4
63	35	25	1	4
63	36	15	1	4
63	37	15	1	4
63	38	14	1	4
63	39	16	1	4
63	40	130	6	7
63	41	110	6	7
63	42	80	19	7
63	43	110	6	7
63	44	-88	88	7
63	45	110	19	6
63	46	40	1	5
63	47	8	1	5
63	48	60	1	6
63	49	-88	88	6
63	50	24	1	6
63	51	5	1	6
63	52	27	1	6
63	53	15	5	5
63	54	30	1	4
63	55	-88	88	5
63	56	2	1	6
63	57	30	19	5
63	58	5	5	5
63	59	8	5	5
63	60	12	5	5
63	61	5	5	5
63	62	9	5	5
63	63	30	5	5
63	64	-88	88	5
63	65	16	1	4
63	66	9	5	5
63	67	-88	88	5
63	68	35	1	4
63	69	30	1	4
63	70	-88	88	4
63	71	75	1	4
64	0	15	1	2
64	1	6	1	2
64	2	150	1	2
64	3	60	1	2
64	4	50	1	2
64	5	25	1	2
64	6	70	1	2
64	7	4	9	4
64	8	.100000001490116	9	4
64	9	.0799999982118607	9	4
64	10	-88	88	4
64	11	20	1	2
64	12	14	1	2
64	13	22	1	2
64	14	-88	88	2
64	15	-88	88	2
64	16	12	1	3
64	17	10	1	3
64	18	9	1	3
64	19	12	1	3
64	20	11	1	3
64	21	-88	88	3
64	22	-88	88	3
64	23	-88	88	3
64	24	18	1	3
64	25	12	1	3
64	26	12	1	3
64	27	14	1	3
64	28	-88	88	3
64	29	-88	88	3
64	30	14	1	3
64	31	20	1	3
64	32	150	1	3
64	33	2	1	3
64	34	-88	88	3
64	35	-88	88	3
64	36	-88	88	3
64	37	-88	88	3
64	38	-88	88	3
64	39	23	1	3
64	40	80	1	3
64	41	-88	88	3
64	42	-88	88	3
64	43	-88	88	3
64	44	-88	88	3
64	45	-88	88	3
64	46	70	1	2
64	47	15	1	2
64	48	100	1	3
64	49	-88	88	3
64	50	16.4500007629395	1	2
64	51	5	1	2
64	52	25	1	2
64	53	20	1	3
64	54	40	1	3
64	55	-88	88	3
64	56	1.29999995231628	1	3
64	57	-88	88	3
64	58	8	1	3
64	59	7	1	3
64	60	8	1	3
64	61	56	1	3
64	62	5	1	3
64	63	26	1	3
64	64	-88	88	3
64	65	25	1	3
64	66	12	1	3
64	67	-88	88	3
64	68	-88	88	3
64	69	-88	88	3
64	70	-88	88	3
64	71	130	1	3
65	0	15	1	2
65	1	5.5	1	2
65	2	50	1	2
65	3	70	1	2
65	4	100	1	2
65	5	40	1	2
65	6	80	1	2
65	7	5	1	2
65	8	2	1	2
65	9	.100000001490116	1	2
65	10	-88	88	2
65	11	25	1	2
65	12	18	1	2
65	13	21	1	2
65	14	-88	88	2
65	15	-88	88	2
65	16	18	1	3
65	17	15	1	3
65	18	-88	88	2
65	19	-88	88	2
65	20	6	1	2
65	21	8	1	2
65	22	6	1	2
65	23	25	1	2
65	24	15	1	2
65	25	15	1	2
65	26	12	1	2
65	27	14	1	2
65	28	-88	88	2
65	29	-88	88	2
65	30	12	1	3
65	31	16	1	3
65	32	80	1	3
65	33	100	1	3
65	34	-88	88	3
65	35	-88	88	2
65	36	-88	88	1
65	37	-88	88	2
65	38	-88	88	2
65	39	-88	88	2
65	40	80	1	3
65	41	-88	88	1
65	42	-88	88	1
65	43	-88	88	1
65	44	-88	88	2
65	45	-77	77	3
65	46	55	1	3
65	47	-88	88	3
65	48	80	1	3
65	49	-88	88	3
65	50	16	1	3
65	51	5	1	3
65	52	23	1	3
65	53	30	1	3
65	54	40	1	3
65	55	-88	88	3
65	56	1.5	1	3
65	57	-88	88	3
65	58	10	1	3
65	59	10	1	3
65	60	10	1	3
65	61	55	1	3
65	62	4	1	3
65	63	40	1	3
65	64	-88	88	2
65	65	25	1	3
65	66	12	1	3
65	67	-88	88	2
65	68	-88	88	2
65	69	-88	88	2
65	70	-88	88	2
65	71	80	1	3
66	0	-77	16	5
66	1	5.69999980926514	1	3
66	2	35	1	3
66	3	120	1	3
66	4	150	1	3
66	5	300	1	3
66	6	280	1	3
66	7	2.29999995231628	10	4
66	8	12.5	10	4
66	9	9.89999961853027	10	4
66	10	2.90000009536743	9	4
66	11	12	1	3
66	12	35	1	3
66	13	24	1	3
66	14	15.3999996185303	13	4
66	15	13.6000003814697	13	4
66	16	14.5	19	4
66	17	11.6999998092651	19	4
66	18	8	19	4
66	19	11.6000003814697	19	4
66	20	5.5	19	4
66	21	7.69999980926514	19	4
66	22	7.69999980926514	19	4
66	23	-77	16	5
66	24	13	19	4
66	25	7	19	4
66	26	6.69999980926514	19	4
66	27	7.30000019073486	19	4
66	28	-77	16	5
66	29	-88	88	5
66	30	10	18	4
66	31	10	18	4
66	32	120	18	4
66	33	2	18	4
66	34	12	19	4
66	35	27	19	4
66	36	-77	16	5
66	37	-77	16	5
66	38	-77	16	5
66	39	10	19	4
66	40	80	18	4
66	41	-77	16	5
66	42	-77	16	5
66	43	-77	16	4
66	44	-88	88	5
66	45	280	18	4
66	46	30	18	4
66	47	16	18	4
66	48	65	1	3
66	49	-88	88	5
66	50	16	1	3
66	51	6	1	3
66	52	24	1	3
66	53	21	19	4
66	54	40	19	4
66	55	-88	88	5
66	56	2	1	3
66	57	-77	16	5
66	58	5.5	19	4
66	59	6	19	4
66	60	12	19	4
66	61	15	19	4
66	62	7	19	4
66	63	24	19	4
66	64	-77	16	5
66	65	18	19	4
66	66	12	19	4
66	67	-88	88	5
66	68	-77	16	5
66	69	-77	16	5
66	70	-88	88	5
66	71	43	19	4
67	0	5	1	4
67	1	6	1	3
67	2	55	1	3
67	3	150	1	2
67	4	60	1	4
67	5	80	4	1
67	6	80	1	4
67	7	0	17	1
67	8	.200000002980232	10	1
67	9	.439999997615814	10	1
67	10	.230000004172325	10	1
67	11	15	1	3
67	12	50	1	2
67	13	20	1	3
67	14	13.3800001144409	17	2
67	15	12.8299999237061	17	2
67	16	15.8400001525879	19	1
67	17	13.6800003051758	19	2
67	18	7.59999990463257	19	2
67	19	9	19	1
67	20	6.59999990463257	19	4
67	21	12.6000003814697	19	4
67	22	7.19999980926514	19	4
67	23	21	19	3
67	24	14.3999996185303	19	4
67	25	7.19999980926514	19	3
67	26	7.92000007629395	19	4
67	27	7.19999980926514	19	4
67	28	-88	16	3
67	29	5.03999996185303	19	1
67	30	14	17	3
67	31	-88	16	1
67	32	120	19	3
67	33	1.60000002384186	19	3
67	34	15	19	4
67	35	15	19	1
67	36	-77	19	2
67	37	15	19	1
67	38	15	19	4
67	39	15	19	1
67	40	-88	77	1
67	41	-88	77	2
67	42	-88	16	4
67	43	-88	77	1
67	44	-88	16	1
67	45	80	4	2
67	46	40	17	2
67	47	-88	16	1
67	48	60	19	2
67	49	100	1	3
67	50	16	2	4
67	51	6	19	4
67	52	25	1	4
67	53	10	19	4
67	54	35	19	4
67	55	-88	16	1
67	56	2	1	4
67	57	-88	16	4
67	58	6	19	4
67	59	-88	16	3
67	60	-88	16	4
67	61	10	19	3
67	62	6	19	3
67	63	18	19	3
67	64	-88	16	4
67	65	12	19	4
67	66	13	19	3
67	67	10	19	1
67	68	-88	16	2
67	69	-88	16	4
67	70	-88	16	4
67	71	70	19	4
68	0	4	1	1
68	1	5	1	1
68	2	30	1	1
68	3	100	1	2
68	4	200	1	2
68	5	180	1	1
68	6	50	1	2
68	7	5	9	3
68	8	-88	9	2
68	9	.899999976158142	9	2
68	10	12	9	2
68	11	15	1	4
68	12	50	1	5
68	13	15	17	2
68	14	13.3000001907349	17	4
68	15	12.1499996185303	17	4
68	16	16.7999992370605	19	2
68	17	12.8000001907349	19	4
68	18	8.80000019073486	19	4
68	19	11.1999998092651	19	2
68	20	8.80000019073486	19	5
68	21	11.1999998092651	19	2
68	22	9.60000038146973	19	4
68	23	16	1	2
68	24	16	19	2
68	25	9.60000038146973	19	5
68	26	11.1999998092651	19	2
68	27	12.8000001907349	19	4
68	28	-88	16	4
68	29	8	19	2
68	30	12	17	4
68	31	15	17	4
68	32	140	19	4
68	33	2	19	2
68	34	13.6000003814697	19	2
68	35	14.3999996185303	19	2
68	36	-88	16	2
68	37	12	19	2
68	38	8	19	2
68	39	21.6000003814697	19	2
68	40	100	17	2
68	41	80	17	5
68	42	-88	16	4
68	43	-88	16	2
68	44	-88	16	4
68	45	120	1	4
68	46	24	17	2
68	47	12	17	2
68	48	77.3000030517578	19	4
68	49	80	1	2
68	50	15	1	4
68	51	8	1	4
68	52	24	1	2
68	53	40	19	4
68	54	50	2	5
68	55	-88	16	5
68	56	1.25	17	2
68	57	-88	19	4
68	58	10	19	2
68	59	25	19	2
68	60	21	19	1
68	61	12	1	4
68	62	10	19	2
68	63	26.6499996185303	19	2
68	64	-88	16	4
68	65	13.3500003814697	19	2
68	66	10	19	4
68	67	6	19	4
68	68	-88	16	4
68	69	25	1	4
68	70	-88	16	2
68	71	90	19	2
69	0	5	1	3
69	1	7	1	1
69	2	50	1	3
69	3	40	1	3
69	4	130	1	1
69	5	250	1	3
69	6	300	1	4
69	7	5	9	2
69	8	1.20000004768372	9	2
69	9	.699999988079071	9	2
69	10	9	9	2
69	11	13	1	4
69	12	50	1	3
69	13	15	17	4
69	14	-88	88	1
69	15	-88	88	1
69	16	15	1	4
69	17	13	1	4
69	18	8	1	3
69	19	9	1	4
69	20	6	1	3
69	21	10	1	3
69	22	10	1	4
69	23	8	18	4
69	24	22	1	2
69	25	11	1	3
69	26	11	1	3
69	27	12	1	3
69	28	13	1	4
69	29	-88	88	3
69	30	10	1	3
69	31	20	1	1
69	32	140	19	1
69	33	2.5	19	3
69	34	28	19	4
69	35	30	19	4
69	36	-88	88	3
69	37	16	19	3
69	38	12	19	4
69	39	22	19	1
69	40	110	6	3
69	41	140	6	1
69	42	110	19	1
69	43	140	6	3
69	44	-88	88	2
69	45	240	19	2
69	46	28	1	3
69	47	12	1	4
69	48	100	1	3
69	49	-88	88	1
69	50	15	1	4
69	51	10	1	2
69	52	23	1	4
69	53	48	1	3
69	54	45	1	3
69	55	-88	88	1
69	56	1	1	3
69	57	-88	88	3
69	58	9	19	4
69	59	10	19	3
69	60	15	19	3
69	61	8	19	3
69	62	8	19	3
69	63	32	19	3
69	64	18	1	4
69	65	40	1	3
69	66	10	19	3
69	67	10	19	3
69	68	20	1	2
69	69	22	19	4
69	70	-88	88	3
69	71	95	19	1
70	0	4	1	2
70	1	6	1	2
70	2	34	1	1
70	3	130	1	1
70	4	100	1	1
70	5	250	1	2
70	6	200	1	3
70	7	2	9	3
70	8	.600000023841858	9	3
70	9	1	1	3
70	10	10	1	3
70	11	15	1	2
70	12	45	1	2
70	13	15	17	4
70	14	13	13	2
70	15	12	13	2
70	16	14	19	2
70	17	10	19	2
70	18	6.59999990463257	19	1
70	19	7	19	1
70	20	5	19	1
70	21	7	19	1
70	22	-88	16	1
70	23	25	1	3
70	24	13	19	3
70	25	8	19	4
70	26	9	19	1
70	27	9	19	1
70	28	12	19	1
70	29	8	19	1
70	30	12	1	3
70	31	24	1	3
70	32	150	19	3
70	33	2.5	19	3
70	34	8	19	1
70	35	13	19	1
70	36	-88	16	4
70	37	8	19	3
70	38	13	19	1
70	39	10	19	1
70	40	120	6	2
70	41	-88	16	2
70	42	80	19	3
70	43	-88	16	2
70	44	-88	16	2
70	45	240	1	2
70	46	55	17	2
70	47	12	17	2
70	48	80	1	3
70	49	-88	16	2
70	50	15	17	3
70	51	7	1	2
70	52	25	1	3
70	53	40	19	1
70	54	50	19	3
70	55	-88	16	1
70	56	1	1	1
70	57	-88	16	2
70	58	10	19	1
70	59	5	19	3
70	60	16	19	3
70	61	15	19	4
70	62	6	19	1
70	63	20	19	1
70	64	-88	16	3
70	65	13	19	1
70	66	15	19	1
70	67	13	19	1
70	68	-88	16	2
70	69	22	19	2
70	70	-88	16	1
70	71	130	19	2
71	0	79.5	15	2
71	1	8	1	2
71	2	160	1	2
71	3	60	1	2
71	4	60	1	2
71	5	200	1	2
71	6	80	1	2
71	7	4	10	1
71	8	-77	16	1
71	9	-77	16	1
71	10	10	10	1
71	11	12	1	2
71	12	50	1	5
71	13	15.8999996185303	17	5
71	14	15	2	1
71	15	12	2	1
71	16	15	18	3
71	17	12	18	3
71	18	11	18	3
71	19	7	18	3
71	20	6	18	3
71	21	10	18	3
71	22	-77	16	3
71	23	30	18	3
71	24	28	18	4
71	25	7	18	4
71	26	15	19	4
71	27	10	19	4
71	28	5	19	4
71	29	-88	16	4
71	30	14	1	5
71	31	21	1	5
71	32	140	1	5
71	33	2.5	1	5
71	34	-77	16	5
71	35	45	19	5
71	36	-77	16	4
71	37	16	19	4
71	38	25	19	4
71	39	15	19	4
71	40	130	6	2
71	41	-77	16	2
71	42	140	19	5
71	43	160	7	1
71	44	-88	16	2
71	45	120	1	1
71	46	35	19	5
71	47	10	1	5
71	48	80	1	5
71	49	-88	16	5
71	50	14.5	1	5
71	51	5	1	5
71	52	24	1	5
71	53	24	5	5
71	54	30	18	4
71	55	-88	16	4
71	56	1.25	1	1
71	57	-77	16	4
71	58	6	5	4
71	59	10	5	5
71	60	20	5	5
71	61	10	5	5
71	62	5	5	5
71	63	30	5	5
71	64	24	5	5
71	65	25	19	5
71	66	9	5	5
71	67	-88	16	5
71	68	40	1	5
71	69	25	1	2
71	70	-88	16	4
71	71	80	1	4
72	0	0	88	16
72	1	8	1	4
72	2	200	1	4
72	3	120	1	4
72	4	160	1	5
72	5	250	1	5
72	6	180	1	5
72	7	4	9	6
72	8	.300000011920929	9	6
72	9	.600000023841858	9	6
72	10	.25	9	6
72	11	12	1	7
72	12	90	1	7
72	13	18	1	8
72	14	13	19	8
72	15	17	19	8
72	16	14	19	8
72	17	10	19	8
72	18	7	19	8
72	19	7	19	8
72	20	5	19	8
72	21	5	19	8
72	22	6	19	8
72	23	20	19	8
72	24	15	19	8
72	25	7	19	8
72	26	10	19	8
72	27	8	19	8
72	28	10	19	8
72	29	5	19	8
72	30	10	17	10
72	31	15	17	10
72	32	130	1	10
72	33	2	1	10
72	34	13	1	9
72	35	0	16	9
72	36	0	16	9
72	37	18	1	9
72	38	8	1	9
72	39	12	1	9
72	40	100	6	11
72	41	115	6	11
72	42	120	6	11
72	43	115	6	11
72	44	-88	88	16
72	45	240	1	16
72	46	32	1	12
72	47	14	1	12
72	48	65	1	12
72	49	-88	88	16
72	50	15	1	13
72	51	5	1	13
72	52	45	1	13
72	53	30	1	13
72	54	60	1	13
72	55	-88	88	16
72	56	1.20000004768372	1	14
72	57	14	19	14
72	58	6	19	14
72	59	7	19	15
72	60	16	19	15
72	61	10	19	15
72	62	15	19	15
72	63	20	19	14
72	64	0	16	14
72	65	25	19	14
72	66	10	19	14
72	67	8	19	14
72	68	-88	88	14
72	69	14	1	9
72	70	-88	88	16
72	71	110	1	13
73	0	0	88	9
73	1	10	1	4
73	2	80	1	4
73	3	40	1	4
73	4	45	1	4
73	5	115	1	4
73	6	40	1	4
73	7	3	9	5
73	8	.300000011920929	9	5
73	9	1	9	5
73	10	.5	9	5
73	11	20	1	6
73	12	100	1	6
73	13	20	1	6
73	14	16	1	6
73	15	14	1	6
73	16	15	19	7
73	17	12	19	7
73	18	7	19	7
73	19	6	19	7
73	20	4	19	7
73	21	4	19	7
73	22	0	16	7
73	23	0	19	7
73	24	23	19	7
73	25	18	19	7
73	26	18	19	7
73	27	12	19	7
73	28	8	19	7
73	29	-88	88	9
73	30	6	1	7
73	31	0	16	7
73	32	80	1	7
73	33	2	19	7
73	34	9	19	7
73	35	32	19	7
73	36	0	88	9
73	37	0	16	7
73	38	10	19	7
73	39	13	19	7
73	40	100	6	7
73	41	130	6	7
73	42	110	6	7
73	43	130	6	7
73	44	-88	88	9
73	45	240	1	6
73	46	22	1	8
73	47	8	1	8
73	48	80	1	8
73	49	-88	88	9
73	50	24	1	8
73	51	6	1	8
73	52	36	1	8
73	53	8	1	8
73	54	25	1	8
73	55	-88	88	9
73	56	2	1	8
73	57	0	16	8
73	58	5	19	8
73	59	10	19	8
73	60	0	16	8
73	61	6	19	8
73	62	10	19	8
73	63	30	19	8
73	64	0	16	8
73	65	20	1	8
73	66	10	19	8
73	67	-88	88	9
73	68	0	16	7
73	69	17	19	7
73	70	10	19	7
73	71	60	1	8
75	0	0	88	13
75	1	9	1	4
75	2	140	1	5
75	3	100	1	5
75	4	160	1	5
75	5	180	1	5
75	6	210	1	5
75	7	3	9	6
75	8	.100000001490116	9	6
75	9	.5	9	6
75	10	1.5	9	6
75	11	12	1	4
75	12	100	1	4
75	13	24	1	4
75	14	16	1	7
75	15	14	1	7
75	16	16	1	7
75	17	14	1	7
75	18	10	1	7
75	19	10	1	7
75	20	4	1	7
75	21	4	1	7
75	22	8	1	7
75	23	0	16	7
75	24	24	1	7
75	25	14	1	7
75	26	20	1	7
75	27	14	1	7
75	28	12	1	7
75	29	0	88	13
75	30	10	1	8
75	31	10	1	8
75	32	100	1	8
