childid	id	age	memsex	relate	livhse	grader3	stillr3	schtypr3	agestr3	agegrdr3	disabr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3
PE068005	21	4	1	15	1	 	 	 	 	 	0	11	0	0	1	0	5	1	8
PE068005	22	20	2	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068005	23	0	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068005	24	7	1	14	1	 	 	 	 	 	0	10	0	1	0	0	6	1	5
PE068007	0	15	2	0	1	 	 	 	 	 	0	9	0	1	3	0	7	2	2
PE068007	1	47	1	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068007	2	38	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068007	15	7	2	7	1	1	1	4	6	 	0	10	0	1	0	0	6	1	6
PE068007	16	15	2	14	1	 	 	 	 	 	0	9	0	1	2	0	7	2	3
PE068008	0	15	2	0	1	 	 	 	 	 	0	9	0	2	0	0	6	2	5
PE068008	1	39	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068008	2	42	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068008	3	17	1	7	1	11	1	4	6	 	0	10	0	1	0	0	6	2	4
PE068008	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068008	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068008	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068008	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068009	0	14	2	0	1	 	 	 	 	 	0	10	0	2	1	0	6	2	3
PE068009	1	43	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068009	2	40	2	1	1	15	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068009	3	6	1	7	1	1	1	4	6	 	0	9	0	1	0	0	6	2	6
PE068010	0	15	1	0	1	 	 	 	 	 	0	9	1	1	1	0	7	3	1
PE068010	1	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068010	2	36	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068010	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068010	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068010	5	5	1	7	1	20	1	4	 	 	0	10	0	0	0	0	5	2	5
PE068010	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068011	0	15	2	0	1	 	 	 	 	 	0	9	0	2	0	0	7	1	5
PE068011	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068011	2	31	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068011	3	5	1	7	1	20	1	4	 	 	0	11	0	0	0	0	4	1	8
PE068012	0	15	2	0	1	 	 	 	 	 	0	9	2	1	1	0	7	2	1
PE068012	1	58	1	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068012	2	50	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068012	3	29	2	7	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068012	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068012	5	24	1	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE068012	6	1	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068013	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	2	7
PE068013	1	35	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068013	2	69	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068013	3	35	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068013	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068013	5	4	1	14	1	 	 	 	 	 	0	11	0	0	0	0	5	2	6
PE068015	0	15	2	0	1	 	 	 	 	 	0	9	0	2	3	0	6	3	1
PE068015	1	64	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068015	2	55	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068015	3	22	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068015	4	13	2	7	1	8	1	4	6	 	0	9	0	1	4	0	6	2	2
PE068015	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068016	0	14	1	0	1	 	 	 	 	 	0	6	2	1	0	0	6	6	2
PE068016	1	46	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068016	2	42	2	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068016	15	11	1	7	1	6	1	4	5	 	0	10	0	1	0	0	5	2	4
PE068016	16	17	1	14	1	 	 	 	 	 	0	7	0	1	0	0	6	6	2
PE068017	0	15	2	0	1	 	 	 	 	 	0	10	0	2	0	0	6	1	5
PE068017	1	37	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068017	2	13	1	9	1	7	1	4	6	 	0	10	0	1	0	0	6	1	6
PE068017	15	9	1	9	1	4	1	4	6	 	0	10	0	1	0	0	6	1	6
PE068018	0	14	1	0	1	 	 	 	 	 	0	10	1	1	0	0	6	1	5
PE068018	1	37	1	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068018	2	32	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068018	3	12	1	7	1	7	1	4	6	 	0	10	0	1	0	0	6	1	5
PE068018	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068018	5	34	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068018	6	28	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068018	7	4	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068019	0	14	2	0	1	 	 	 	 	 	0	10	0	1	0	0	6	3	4
PE068019	1	56	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068019	2	52	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068020	0	14	1	0	1	 	 	 	 	 	0	9	3	1	0	0	6	3	2
PE068020	1	34	1	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE068020	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068020	3	65	1	6	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068020	4	68	2	6	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068020	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068020	6	5	1	7	1	20	1	4	 	 	0	10	0	1	0	0	5	2	4
PE068021	0	14	2	0	1	 	 	 	 	 	0	9	0	1	0	0	7	2	4
PE068021	1	37	1	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE068021	2	35	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068021	3	13	1	7	1	7	1	4	6	 	0	9	0	1	0	0	7	2	4
PE068021	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068021	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068021	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068022	0	14	2	0	1	 	 	 	 	 	0	10	0	2	2	0	6	1	4
PE068022	1	47	2	1	1	11	0	4	 	 	2	 	 	 	 	 	 	 	 
PE068022	2	18	1	7	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068023	0	14	1	0	1	 	 	 	 	 	0	10	1	1	0	0	7	1	2
PE068023	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068023	2	38	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068023	3	13	2	7	1	8	1	4	5	 	0	10	0	2	0	0	7	2	2
PE068023	4	28	1	2	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE068024	0	14	1	0	1	 	 	 	 	 	0	9	1	1	0	0	7	2	3
PE068024	1	41	1	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068024	2	35	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068024	3	17	1	7	1	15	1	4	6	 	0	8	0	1	0	0	6	3	5
PE068024	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068024	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE068024	6	1	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE068025	0	15	2	0	1	 	 	 	 	 	0	8	2	1	1	0	7	3	2
PE068025	1	48	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE068025	2	23	2	7	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE068025	3	53	1	2	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068025	4	1	1	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE068025	5	84	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078001	0	14	2	0	1	 	 	 	 	 	0	9	0	1	0	0	6	3	5
PE078001	1	43	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078001	2	50	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078001	3	23	1	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE078001	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078001	5	15	2	7	1	10	1	1	6	 	0	9	0	1	0	0	6	3	5
PE078002	0	15	2	0	1	 	 	 	 	 	0	9	0	0	0	0	7	3	5
PE078002	1	53	2	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078002	2	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078002	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078002	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078002	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078003	0	15	2	0	1	 	 	 	 	 	0	8	0	0	2	0	7	3	4
PE078003	1	40	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078003	2	21	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078003	3	46	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078004	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	3	4
PE078004	1	60	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078004	2	52	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078004	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078004	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078004	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078004	6	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078005	0	14	1	0	1	 	 	 	 	 	0	8	0	1	0	0	8	3	3
PE078005	1	83	1	3	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078005	2	72	2	3	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078005	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078006	0	14	2	0	1	 	 	 	 	 	0	8	0	0	0	0	9	4	3
PE078006	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078006	2	38	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078006	15	8	2	7	1	3	1	1	6	 	0	8	0	1	0	0	7	3	5
PE078007	0	14	1	0	1	 	 	 	 	 	0	8	0	0	0	0	8	2	5
PE078007	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078007	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078007	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078007	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078007	16	60	2	19	1	11	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078007	17	56	1	13	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078007	18	48	2	13	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078008	0	14	2	0	1	 	 	 	 	 	0	10	0	0	0	0	7	3	2
PE078008	1	47	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078008	2	16	1	7	1	10	1	4	6	 	0	12	0	0	0	0	6	2	7
PE078009	0	15	1	0	1	 	 	 	 	 	0	12	2	1	0	0	5	1	2
PE078009	1	41	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078009	2	30	1	2	1	1	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078009	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078009	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078009	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078009	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078009	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078009	15	7	2	9	1	2	1	7	6	 	0	8	0	0	0	0	6	3	5
PE078009	16	20	1	9	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078010	0	15	1	0	1	 	 	 	 	 	0	8	0	0	0	0	6	1	4
PE078010	1	47	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078010	2	45	2	1	1	14	0	4	 	79	0	 	 	 	 	 	 	 	 
PE078010	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078010	15	8	1	7	1	3	1	1	6	 	0	9	0	0	0	0	7	2	2
PE078011	0	15	2	0	1	 	 	 	 	 	0	10	0	1	0	0	7	3	6
PE078011	1	44	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078011	2	21	1	7	1	13	1	1	 	 	0	 	 	 	 	 	 	 	 
PE078011	3	18	2	7	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078011	4	3	2	7	1	20	1	3	 	 	0	 	 	 	 	 	 	 	 
PE078012	0	15	2	0	1	 	 	 	 	 	0	11	0	0	0	0	7	2	6
PE078012	1	84	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078012	2	65	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078012	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078012	4	32	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078012	5	32	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078012	6	28	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078012	7	40	2	1	1	19	1	2	 	 	0	 	 	 	 	 	 	 	 
PE078012	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078013	0	15	1	0	1	 	 	 	 	 	0	9	0	0	0	0	7	2	6
PE078013	1	43	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078013	2	39	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078013	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078013	15	10	2	7	1	5	1	4	6	 	0	8	0	1	0	0	7	2	4
PE078014	0	14	1	0	1	 	 	 	 	 	0	9	0	0	0	0	6	3	3
PE078014	1	40	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078014	2	38	2	1	1	11	0	4	 	 	1	 	 	 	 	 	 	 	 
PE078014	3	93	2	19	1	 	 	 	 	 	4	 	 	 	 	 	 	 	 
PE078014	4	66	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078014	5	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078014	15	9	1	7	1	4	1	4	6	 	0	9	0	1	0	0	5	2	4
PE078015	0	14	1	0	1	 	 	 	 	 	0	7	1	0	2	0	8	1	3
PE078015	1	46	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078015	2	35	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078015	15	9	2	7	1	4	1	4	6	 	0	7	1	0	0	0	7	2	6
PE078015	17	0	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE078016	0	14	1	0	1	 	 	 	 	 	0	8	0	2	0	0	5	3	4
PE078016	1	43	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078016	2	43	2	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078016	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078016	4	17	2	7	1	13	1	1	5	 	0	8	0	4	0	0	4	3	3
PE078017	0	15	1	0	1	 	 	 	 	 	0	10	0	1	0	0	6	1	6
PE078017	1	44	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078017	2	41	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078017	3	13	1	7	1	8	1	4	6	 	0	10	2	1	0	0	6	2	3
PE078017	15	9	2	7	1	4	1	4	6	 	0	9	0	1	0	0	6	4	4
PE078017	16	62	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078017	17	33	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078018	0	14	2	0	1	 	 	 	 	 	0	8	2	1	0	0	6	2	3
PE078018	1	35	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078018	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078018	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078018	4	33	1	2	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078018	5	2	1	9	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078019	0	14	2	0	1	 	 	 	 	 	0	9	0	3	0	1	6	3	2
PE078019	1	40	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078019	2	35	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078019	15	9	2	7	1	4	1	4	6	 	0	9	4	2	0	0	6	2	1
PE078019	16	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078019	17	5	2	7	1	20	1	4	 	 	0	10	0	0	0	0	5	1	6
PE078019	18	3	2	7	1	20	1	4	 	 	0	 	 	 	 	 	 	 	 
PE078020	0	15	2	0	1	 	 	 	 	 	0	11	0	1	2	0	6	2	2
PE078020	1	47	1	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078020	2	42	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078020	3	16	1	7	1	9	0	4	6	 	0	8	0	0	10	0	0	0	3
PE078020	4	74	1	5	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078021	0	15	2	0	1	 	 	 	 	 	0	8	0	1	0	0	7	3	3
PE078021	1	37	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078021	2	33	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078021	15	9	1	7	1	4	1	1	6	 	0	10	0	1	0	0	7	3	3
PE078022	0	14	1	0	1	 	 	 	 	 	0	8	0	2	0	0	6	3	4
PE078022	1	47	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078022	2	53	1	1	1	16	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078022	3	17	2	7	1	15	1	1	5	 	0	7	0	2	0	0	7	4	3
PE078022	4	66	2	13	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078023	0	15	2	0	1	 	 	 	 	 	0	8	0	2	0	0	7	3	2
PE078023	1	40	2	1	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE078023	2	20	1	9	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE078024	0	14	2	0	1	 	 	 	 	 	0	8	2	0	0	0	6	4	4
PE078024	1	33	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078024	2	34	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078024	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	4	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	8	4	1	7	1	20	1	1	 	 	0	9	0	0	0	0	4	2	5
PE078024	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078024	10	2	1	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE078026	0	14	1	0	1	 	 	 	 	 	0	8	0	1	0	0	6	3	4
PE078026	1	40	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078026	2	46	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078026	3	24	2	9	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078026	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078026	5	27	1	9	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078026	6	12	1	7	1	6	1	4	5	 	0	10	0	1	0	0	5	2	5
PE078026	7	29	1	16	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078026	8	0	2	15	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078027	0	14	1	0	1	 	 	 	 	 	0	8	0	2	0	0	6	1	3
PE078027	1	49	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078027	2	27	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078028	0	14	2	0	1	 	 	 	 	 	0	9	0	1	2	0	6	2	4
PE078028	1	44	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078028	2	59	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078028	3	23	2	7	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078029	0	15	2	0	1	 	 	 	 	 	0	10	0	0	0	0	7	3	4
PE078029	1	50	1	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078029	2	40	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078029	3	63	1	5	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078029	4	58	2	5	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078029	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078029	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078029	7	33	1	13	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078029	15	7	1	7	1	2	1	1	5	 	0	10	0	0	0	0	6	2	5
PE078029	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078030	0	14	2	0	1	 	 	 	 	 	0	8	1	2	0	0	6	3	3
PE078030	1	50	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078030	2	40	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078030	15	11	1	7	1	6	1	4	6	 	0	8	0	3	0	0	6	3	4
PE078031	0	14	1	0	1	 	 	 	 	 	0	9	0	2	3	0	5	3	4
PE078031	1	41	1	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078031	2	39	2	1	1	3	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078031	3	17	1	7	1	8	0	4	5	15	0	9	0	1	0	10	0	0	0
PE078031	4	10	1	7	1	6	1	4	6	 	0	9	0	1	3	0	5	3	3
PE078031	15	9	2	7	1	4	1	4	6	 	0	9	0	2	3	0	5	3	4
PE078031	16	7	2	7	1	2	1	4	6	 	0	9	0	2	1	0	5	3	3
PE078031	17	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE078032	0	13	2	0	1	 	 	 	 	 	0	10	4	3	0	0	7	2	3
PE078032	1	44	1	1	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE078032	2	41	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078032	3	19	2	7	1	13	1	4	7	 	0	 	 	 	 	 	 	 	 
PE078032	4	10	1	7	1	6	1	4	7	 	0	10	0	2	0	0	6	1	3
PE078032	99	 	 	 	 	3	0	4	 	 	 	 	 	 	 	 	 	 	 
PE078033	0	14	2	0	1	 	 	 	 	 	0	8	0	0	0	0	7	5	7
PE078033	1	44	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078033	2	39	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078033	3	13	2	7	1	8	1	4	5	 	0	8	0	0	0	0	7	4	7
PE078033	15	7	1	7	1	2	1	4	5	 	0	10	0	0	0	0	6	3	5
PE078034	0	14	1	0	1	 	 	 	 	 	0	9	1	1	0	0	7	3	2
PE078034	1	40	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078034	2	34	2	1	1	7	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078034	3	13	1	7	1	8	1	4	5	 	0	9	0	1	0	0	7	2	3
PE078035	0	14	2	0	1	 	 	 	 	 	0	10	0	1	0	0	7	3	3
PE078035	1	46	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078035	2	45	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078035	3	20	1	7	1	13	1	1	6	 	0	 	 	 	 	 	 	 	 
PE078035	4	18	2	7	1	11	0	4	6	 	0	 	 	 	 	 	 	 	 
PE078036	0	15	1	0	1	 	 	 	 	 	0	10	2	1	0	9	0	0	3
PE078036	1	39	2	1	1	1	0	7	 	 	0	 	 	 	 	 	 	 	 
PE078036	2	41	1	1	1	4	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078036	3	17	2	7	1	10	1	4	6	 	0	10	1	1	0	0	6	4	2
PE078036	4	13	2	7	1	9	1	4	6	 	0	9	1	1	0	0	6	3	3
PE078036	15	11	2	7	1	7	1	4	6	 	0	9	0	0	0	0	6	2	4
PE078036	16	9	2	7	1	5	1	4	6	 	0	10	0	1	0	0	6	1	4
PE078037	0	15	1	0	1	 	 	 	 	 	0	8	0	1	0	0	7	1	5
PE078037	1	48	1	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE078037	2	41	2	1	1	7	0	4	 	 	0	 	 	 	 	 	 	 	 
PE078037	3	24	2	7	1	13	1	4	 	 	0	 	 	 	 	 	 	 	 
PE078037	4	23	1	7	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE078038	0	15	1	0	1	 	 	 	 	 	0	9	0	2	0	0	6	3	3
