childid	rcfid	cocdmove	agemove	whymove
PE061075	5	8888	21	5
PE061075	6	1	 	 
PE061077	1	1	9	4
PE061077	2	8888	13	5
PE061077	3	8888	15	8
PE061077	4	8888	22	4
PE061077	5	1	 	 
PE061078	1	1	5	4
PE061078	2	8888	10	4
PE061078	3	8888	15	1
PE061078	4	8888	15	1
PE061078	5	8888	16	1
PE061078	6	8888	26	5
PE061078	7	1	 	 
PE061079	1	44	14	4
PE061079	2	8888	24	1
PE061079	3	8888	24	1
PE061079	4	1	 	 
PE061080	1	44	7	20
PE061080	2	8888	18	1
PE061080	3	8888	21	15
PE061080	4	1	 	 
PE061081	1	1	17	13
PE061081	2	1	 	 
PE061082	1	9999	16	5
PE061082	2	8888	38	9
PE061082	3	0	38	4
PE061082	4	1	 	 
PE061084	1	1	2	10
PE061084	2	8888	7	6
PE061084	3	8888	16	6
PE061084	4	8888	25	10
PE061084	5	1	 	 
PE061085	1	1	20	13
PE061085	2	1	 	 
PE061086	1	1	13	5
PE061086	2	1	 	 
PE061087	1	1	11	2
PE061087	2	8888	12	2
PE061087	3	8888	16	5
PE061087	4	1	 	 
PE061088	1	3	7	1
PE061088	2	1	 	 
PE061089	1	1	20	1
PE061089	2	8888	26	1
PE061089	3	8888	32	5
PE061089	4	1	 	 
PE061090	1	1	19	13
PE061090	2	1	 	 
PE061091	1	1	1	8
PE061091	2	8888	17	1
PE061091	3	1	 	 
PE061092	1	1	1	1
PE061092	2	8888	8	15
PE061092	3	8888	12	1
PE061092	4	8888	29	1
PE061092	5	8888	34	1
PE061092	6	1	 	 
PE061093	1	1	36	1
PE061093	2	1	 	 
PE061094	1	23	14	1
PE061094	2	8888	24	13
PE061094	3	1	 	 
PE061096	1	1	17	1
PE061096	2	8888	18	5
PE061096	3	8888	29	12
PE061096	4	8888	31	8
PE061096	5	1	 	 
PE061097	1	9999	11	2
PE061097	2	8888	13	1
PE061097	3	8888	15	3
PE061097	4	8888	17	13
PE061097	5	1	 	 
PE061098	1	21	14	1
PE061098	2	8888	15	1
PE061098	3	8888	16	1
PE061098	4	8888	16	5
PE061098	5	1	 	 
PE061099	1	45	5	2
PE061099	2	8888	15	1
PE061099	3	8888	24	5
PE061099	4	1	 	 
PE061100	1	1	16	1
PE061100	2	8888	18	13
PE061100	3	8888	19	5
PE061100	4	1	 	 
PE061101	1	9999	2	1
PE061101	2	8888	7	10
PE061101	3	8888	15	9
PE061101	4	8888	18	1
PE061101	5	8888	21	15
PE061101	6	8888	22	18
PE061101	7	8888	22	15
PE061101	8	8888	23	1
PE061101	9	8888	27	18
PE061101	10	8888	28	15
PE061101	11	1	 	 
PE061103	1	13	5	8
PE061103	2	8888	13	1
PE061103	3	8888	20	10
PE061103	4	8888	26	1
PE061103	5	8888	28	8
PE061103	6	8888	34	1
PE061103	7	8888	35	5
PE061103	8	135	 	 
PE071004	1	1	24	8
PE071004	2	8888	28	13
PE071004	3	8888	32	14
PE071004	4	1	 	 
PE071005	1	1	5	5
PE071005	2	8888	36	5
PE071005	3	1	 	 
PE071006	1	1	22	13
PE071006	2	1	 	 
PE071008	1	1	31	8
PE071008	2	1	 	 
PE071009	1	13	20	1
PE071009	2	8888	22	1
PE071009	3	8888	24	13
PE071009	4	8888	25	1
PE071009	5	8888	36	12
PE071009	6	1	 	 
PE071010	1	1	16	2
PE071010	2	8888	18	13
PE071010	3	1	 	 
PE071013	1	9999	2	5
PE071013	2	8888	5	8
PE071013	3	8888	23	15
PE071013	4	8888	24	5
PE071013	5	1	 	 
PE071014	1	37	10	4
PE071014	2	8888	48	2
PE071014	3	8888	49	1
PE071014	4	8888	51	1
PE071014	5	8888	53	8
PE071014	6	1	 	 
PE071016	1	1	21	13
PE071016	2	1	 	 
PE071017	1	1	34	5
PE071017	2	1	 	 
PE071018	1	1	26	8
PE071018	2	1	 	 
PE071019	1	1	0	5
PE071019	2	8888	5	8
PE071019	3	8888	22	8
PE071019	4	8888	30	13
PE071019	5	1	 	 
PE071021	1	6	13	2
PE071021	2	8888	16	13
PE071021	3	8888	24	8
PE071021	4	1	 	 
PE071024	1	1	3	4
PE071024	2	8888	17	4
PE071024	3	8888	17	4
PE071024	4	8888	18	13
PE071024	5	1	 	 
PE071025	1	1	15	4
PE071025	2	8888	15	5
PE071025	3	8888	18	8
PE071025	4	8888	21	6
PE071025	5	1	 	 
PE071026	1	18	7	1
PE071026	2	8888	14	9
PE071026	3	8888	14	1
PE071026	4	8888	21	4
PE071026	5	8888	28	13
PE071026	6	1	 	 
PE071029	1	1	3	14
PE071029	2	1	 	 
PE071031	1	1	12	2
PE071031	2	8888	19	13
PE071031	3	8888	20	4
PE071031	4	8888	24	5
PE071031	5	1	 	 
PE071032	1	63	10	1
PE071032	2	8888	17	13
PE071032	3	8888	39	13
PE071032	4	1	 	 
PE071035	1	1	8	15
PE071035	2	1	 	 
PE071036	1	1	12	15
PE071036	2	8888	14	8
PE071036	3	8888	19	1
PE071036	4	8888	20	1
PE071036	5	8888	46	1
PE071036	6	8888	54	8
PE071036	7	97	 	 
PE071041	1	1	12	2
PE071041	2	8888	18	2
PE071041	3	8888	20	19
PE071041	4	8888	21	2
PE071041	5	8888	23	2
PE071041	6	8888	24	6
PE071041	7	8888	25	6
PE071041	8	8888	29	6
PE071041	9	1	 	 
PE071042	1	1	5	14
PE071042	2	1	 	 
PE071044	1	1	7	10
PE071044	2	8888	15	1
PE071044	3	8888	23	13
PE071044	4	1	 	 
PE071045	1	59	14	2
PE071045	2	1	 	 
PE071047	1	26	7	2
PE071047	2	8888	19	13
PE071047	3	1	 	 
PE071050	1	19	15	1
PE071050	2	8888	22	13
PE071050	3	1	 	 
PE071051	1	9999	16	1
PE071051	2	8888	22	1
PE071051	3	8888	24	13
PE071051	4	1	 	 
PE071052	1	1	5	8
PE071052	2	1	 	 
PE071053	1	66	15	1
PE071053	2	8888	20	13
PE071053	3	1	 	 
PE071054	1	28	7	8
PE071054	2	8888	24	5
PE071054	3	64	 	 
PE071057	1	1	28	8
PE071057	2	1	 	 
PE071058	1	1	2	8
PE071058	2	8888	13	1
PE071058	3	8888	20	13
PE071058	4	1	 	 
PE071059	1	1	0	1
PE071059	2	8888	20	13
PE071059	3	1	 	 
PE071061	1	52	33	15
PE071061	2	8888	34	14
PE071061	3	1	 	 
PE071062	1	60	14	3
PE071062	2	8888	16	19
PE071062	3	8888	18	1
PE071062	4	8888	19	1
PE071062	5	8888	24	5
PE071062	6	8888	27	5
PE071062	7	8888	28	14
PE071062	8	1	 	 
PE071066	1	45	18	6
PE071066	2	1	 	 
PE071068	1	1	19	13
PE071068	2	1	 	 
PE071069	1	9999	22	13
PE071069	2	1	 	 
PE071070	1	1	2	1
PE071070	2	1	 	 
PE071071	1	1	18	1
PE071071	2	1	 	 
PE071072	1	1	5	8
PE071072	2	1	 	 
PE071074	1	1	12	2
PE071074	2	8888	17	1
PE071074	3	8888	19	13
PE071074	4	1	 	 
PE071075	1	72	3	1
PE071075	2	1	 	 
PE071076	1	1	25	5
PE071076	2	1	 	 
PE071077	1	1	5	1
PE071077	2	8888	14	5
PE071077	3	1	 	 
PE071078	1	1	18	1
PE071078	2	8888	20	13
PE071078	3	1	 	 
PE071079	1	1	0	15
PE071079	2	0	5	12
PE071079	3	8888	9	15
PE071079	4	8888	17	13
PE071079	5	1	 	 
PE071080	1	1	8	1
PE071080	2	8888	17	5
PE071080	3	1	 	 
PE071083	1	10	23	1
PE071083	2	8888	25	1
PE071083	3	1	 	 
PE071084	1	1	1	1
PE071084	2	8888	3	8
PE071084	3	8888	13	8
PE071084	4	8888	15	8
PE071084	5	8888	22	8
PE071084	6	8888	23	13
PE071084	7	8888	23	8
PE071084	8	8888	26	1
PE071084	9	1	 	 
PE071085	1	32	17	1
PE071085	2	0	18	2
PE071085	3	8888	22	13
PE071085	4	1	 	 
PE071087	1	1	0	7
PE071087	2	8888	3	15
PE071087	3	8888	8	2
PE071087	4	8888	9	15
PE071087	5	8888	12	15
PE071087	6	8888	14	15
PE071087	7	8888	15	2
PE071087	8	8888	15	2
PE071087	9	8888	16	1
PE071087	10	8888	20	15
PE071087	11	8888	21	15
PE071087	12	8888	21	13
PE071087	13	1	 	 
PE071088	1	1	23	5
PE071088	2	1	 	 
PE071089	1	9999	0	10
PE071089	2	8888	4	15
PE071089	3	8888	8	10
PE071089	4	8888	9	12
PE071089	5	8888	15	12
PE071089	6	1	 	 
PE071090	1	1	10	8
PE071090	2	8888	31	1
PE071090	3	8888	32	2
PE071090	4	1	 	 
PE071093	1	34	11	1
PE071093	2	8888	18	5
PE071093	3	1	 	 
PE071094	1	1	7	1
PE071094	2	8888	12	8
PE071094	3	1	 	 
PE071095	1	1	5	15
PE071095	2	8888	14	15
PE071095	3	8888	17	15
PE071095	4	8888	21	13
PE071095	5	8888	23	5
PE071095	6	1	 	 
PE071096	1	1	18	2
PE071096	2	8888	21	5
PE071096	3	1	 	 
PE071097	1	1	18	12
PE071097	2	8888	21	5
PE071097	3	1	 	 
PE071098	1	29	14	10
PE071098	2	8888	26	5
PE071098	3	1	 	 
PE071099	1	64	12	2
PE071099	2	8888	14	5
PE071099	3	8888	22	6
PE071099	4	1	 	 
PE071100	1	59	14	10
PE071100	2	8888	19	5
PE071100	3	8888	27	8
PE071100	4	1	 	 
PE071102	1	1	6	2
PE071102	2	8888	18	13
PE071102	3	1	 	 
PE071103	1	1	2	1
PE071103	2	8888	15	13
PE071103	3	8888	22	6
PE071103	4	8888	25	1
PE071103	5	8888	27	1
PE071103	6	8888	32	6
PE071103	7	1	 	 
PE071104	1	1	18	8
PE071104	2	8888	31	13
PE071104	3	8888	37	15
PE071104	4	8888	39	5
PE071104	5	1	 	 
PE071105	1	9999	0	8
PE071105	2	8888	9	1
PE071105	3	8888	11	9
PE071105	4	8888	13	1
PE071105	5	0	15	3
PE071105	6	1	 	 
PE071109	1	19	13	2
PE071109	2	8888	20	13
PE071109	3	1	 	 
PE081001	1	1	32	1
PE081001	2	1	 	 
PE081002	1	1	18	1
PE081002	2	23	 	 
PE081004	1	22	6	2
PE081004	2	0	18	2
PE081004	3	1	 	 
PE081005	1	1	8	1
PE081005	2	0	22	3
PE081005	3	8888	26	3
PE081005	4	0	33	3
PE081005	5	1	 	 
PE081006	1	1	26	3
PE081006	2	1	 	 
PE081009	1	5	11	2
PE081009	2	8888	25	5
PE081009	3	4	 	 
PE081011	1	5	8	8
PE081011	2	1	 	 
PE081012	1	1	18	13
PE081012	2	1	 	 
PE081013	1	1	12	8
PE081013	2	1	 	 
PE081014	1	1	5	15
PE081014	2	8888	6	8
PE081014	3	8888	22	5
PE081014	4	4	 	 
PE081016	1	1	2	4
PE081016	2	8888	27	13
PE081016	3	8888	29	1
PE081016	4	1	 	 
PE081017	1	26	12	2
PE081017	2	8888	20	13
PE081017	3	1	 	 
PE081018	1	1	25	15
PE081018	2	8888	25	5
PE081018	3	8888	29	14
PE081018	4	4	 	 
PE081020	1	1	2	8
PE081020	2	8888	7	8
PE081020	3	8888	8	15
PE081020	4	8888	18	15
PE081020	5	8888	20	13
PE081020	6	8888	24	13
PE081020	7	8888	35	7
PE081020	8	1	 	 
PE081022	1	1	4	2
PE081022	2	8888	17	1
PE081022	3	8888	30	8
PE081022	4	1	 	 
PE081023	1	126	2	1
PE081023	2	8888	4	8
PE081023	3	8888	20	15
PE081023	4	8888	20	8
PE081023	5	1	 	 
PE081024	1	1	18	13
PE081024	2	1	 	 
PE081025	1	0	14	1
PE081025	2	1	 	 
PE081026	1	1	10	15
PE081026	2	1	 	 
PE081027	1	1	2	8
PE081027	2	8888	5	2
PE081027	3	8888	10	8
PE081027	4	8888	21	13
PE081027	5	1	 	 
PE081028	1	1	0	3
PE081028	2	8888	17	2
PE081028	3	8888	19	13
PE081028	4	1	 	 
PE081029	1	1	16	8
PE081029	2	1	 	 
PE081030	1	12	5	2
PE081030	2	1	 	 
PE081036	1	34	9	3
PE081036	2	8888	16	13
PE081036	3	8888	19	3
PE081036	4	8888	22	5
PE081036	5	8888	24	5
PE081036	6	4	 	 
PE081037	1	1	26	8
PE081037	2	1	 	 
PE081038	1	1	21	14
PE081038	2	1	 	 
PE081041	1	42	3	12
PE081041	2	8888	16	13
PE081041	3	8888	21	7
PE081041	4	1	 	 
PE081042	1	1	3	5
PE081042	2	8888	17	13
PE081042	3	1	 	 
PE081044	1	22	13	2
PE081044	2	1	 	 
PE081045	1	1	12	2
PE081045	2	8888	17	13
PE081045	3	8888	22	6
PE081045	4	8888	23	12
PE081045	5	8888	27	1
PE081045	6	8888	 	 
PE081046	1	9999	13	17
PE081046	2	1	 	 
PE081047	1	1	26	13
PE081047	2	1	 	 
PE081049	1	1	29	5
PE081049	2	1	 	 
PE081050	1	1	17	13
PE081050	2	1	 	 
PE081051	1	1	6	2
PE081051	2	8888	8	2
PE081051	3	8888	10	2
PE081051	4	8888	16	4
PE081051	5	8888	17	4
PE081051	6	8888	18	4
PE081051	7	8888	18	4
PE081051	8	8888	20	4
PE081051	9	1	 	 
PE081052	1	67	1	8
PE081052	2	8888	21	5
PE081052	3	1	 	 
PE081053	1	1	9	14
PE081053	2	8888	16	13
PE081053	3	1	 	 
PE081054	1	9999	20	13
PE081054	2	1	 	 
PE081058	1	29	7	2
PE081058	2	8888	23	1
PE081058	3	8888	 	 
PE081062	1	9	16	1
PE081062	2	8888	17	13
PE081062	3	8888	18	14
PE081062	4	8888	22	18
PE081062	5	8888	23	12
PE081062	6	1	 	 
PE081063	1	1	18	1
PE081063	2	8888	26	1
PE081063	3	8888	32	8
PE081063	4	1	 	 
PE081065	1	1	10	1
PE081065	2	8888	16	13
PE081065	3	1	 	 
PE081066	1	1	9	8
PE081066	2	8888	12	4
PE081066	3	8888	20	13
PE081066	4	1	 	 
PE081067	1	42	15	2
PE081067	2	8888	16	8
PE081067	3	8888	24	1
PE081067	4	8888	39	5
PE081067	5	4	 	 
PE081068	1	67	11	2
PE081068	2	1	 	 
PE081069	1	1	12	8
PE081069	2	8888	14	13
PE081069	3	1	 	 
PE081074	1	5	11	13
PE081074	2	8888	15	12
PE081074	3	1	 	 
PE081075	1	1	19	1
PE081075	2	8888	21	13
PE081075	3	8888	24	4
PE081075	4	8888	24	13
PE081075	5	1	 	 
PE081078	1	1	22	8
PE081078	2	1	 	 
PE081082	1	67	8	2
PE081082	2	8888	25	1
PE081082	3	8888	25	1
PE081082	4	8888	29	13
PE081082	5	1	 	 
PE081083	1	1	1	1
PE081083	2	8888	10	1
PE081083	3	1	 	 
PE081088	1	1	2	1
PE081088	2	8888	7	8
PE081088	3	8888	18	18
PE081088	4	8888	18	5
PE081088	5	8888	19	4
PE081088	6	8888	19	1
PE081088	7	8888	20	1
PE081088	8	8888	22	5
PE081088	9	1	 	 
PE081089	1	1	31	1
PE081089	2	1	 	 
PE081091	1	1	7	10
PE081091	2	8888	18	8
PE081091	3	8888	26	1
PE081091	4	8888	32	1
PE081091	5	8888	37	1
PE081091	6	1	 	 
PE081092	1	88	2	1
PE081092	2	8888	12	8
PE081092	3	8888	34	5
PE081092	4	1	 	 
PE081095	1	1	3	8
PE081095	2	1	 	 
PE081096	1	1	30	5
PE081096	2	4	 	 
PE081098	1	1	22	5
PE081098	2	1	 	 
PE091003	1	5	34	2
PE091003	2	9	 	 
PE091004	1	13	18	1
PE091004	2	8888	21	3
PE091004	3	8888	23	13
PE091004	4	9	 	 
PE091005	1	85	10	1
PE091005	2	8888	17	18
PE091005	3	8888	20	4
PE091005	4	8888	27	13
PE091005	5	9	 	 
PE091006	1	8	16	13
PE091006	2	9	 	 
PE091008	1	9999	8	8
PE091008	2	8888	16	1
PE091008	3	8888	18	15
PE091008	4	9	 	 
PE091009	1	1	18	2
PE091009	2	8888	22	1
PE091009	3	9	 	 
PE091012	1	1	17	5
PE091012	2	8888	18	5
PE091012	3	1	 	 
PE091015	1	1	17	2
PE091015	2	8888	22	1
PE091015	3	8888	28	1
PE091015	4	8888	30	1
PE091015	5	10	 	 
PE091017	1	1	18	1
PE091017	2	8888	20	5
PE091017	3	1	 	 
PE091018	1	0	23	13
PE091018	2	12	 	 
PE091020	1	4	5	12
PE091020	2	12	 	 
PE091022	1	9	25	13
PE091022	2	13	 	 
PE091024	1	12	17	13
PE091024	2	12	 	 
PE091025	1	4	10	21
PE091025	2	12	 	 
PE091026	1	4	9	8
PE091026	2	1	 	 
PE091027	1	9999	9	1
PE091027	2	8888	16	2
PE091027	3	8888	18	3
PE091027	4	8888	20	2
PE091027	5	8888	21	8
PE091027	6	8888	23	8
PE091027	7	82	 	 
PE091029	1	1	18	1
PE091029	2	8888	18	13
PE091029	3	3	 	 
PE091030	1	20	15	1
PE091030	2	8888	17	12
PE091030	3	8888	22	13
PE091030	4	3	 	 
PE091031	1	3	20	2
PE091031	2	8888	26	1
PE091031	3	8888	38	1
PE091031	4	1	 	 
PE091032	1	1	17	13
PE091032	2	3	 	 
PE091034	1	43	20	13
PE091034	2	42	 	 
PE091035	1	1	14	1
PE091035	2	8888	16	19
PE091035	3	8888	19	1
PE091035	4	8888	22	1
PE091035	5	8888	26	1
PE091035	6	8888	32	1
PE091035	7	42	 	 
PE091036	1	23	17	8
PE091036	2	42	 	 
PE091037	1	1	18	2
PE091037	2	8888	20	1
PE091037	3	8888	22	19
PE091037	4	8888	25	13
PE091037	5	42	 	 
PE091038	1	31	17	1
PE091038	2	8888	19	1
PE091038	3	8888	22	13
PE091038	4	8888	25	12
PE091038	5	8888	28	12
PE091038	6	8888	32	12
PE091038	7	1	 	 
PE091039	1	0	7	17
PE091039	2	8888	19	13
PE091039	3	8	 	 
PE091040	1	23	19	13
PE091040	2	20	 	 
PE091042	1	1	20	2
PE091042	2	8888	25	13
PE091042	3	8888	29	2
PE091042	4	1	 	 
PE091043	1	9999	17	1
PE091043	2	8888	18	5
PE091043	3	8888	19	5
PE091043	4	20	 	 
PE091046	1	20	20	1
PE091046	2	1	 	 
PE091048	1	23	17	13
PE091048	2	16	 	 
PE091052	1	26	17	1
PE091052	2	23	 	 
PE091053	1	12	27	13
PE091053	2	20	 	 
PE091056	1	8	29	13
PE091056	2	1	 	 
PE091059	1	12	20	13
PE091059	2	8888	12	2
PE091059	3	1	 	 
PE091060	1	26	20	1
PE091060	2	8888	22	14
PE091060	3	8	 	 
PE091061	1	88	20	13
PE091061	2	43	 	 
PE091064	1	15	18	13
PE091064	2	21	 	 
PE091065	1	9999	16	13
PE091065	2	15	 	 
PE091066	1	16	15	1
PE091066	2	15	 	 
PE091067	1	15	2	13
PE091067	2	9	 	 
PE091068	1	1	4	15
PE091068	2	9	 	 
PE091069	1	9999	15	1
PE091069	2	8888	16	13
PE091069	3	15	 	 
PE091070	1	15	12	1
PE091070	2	8888	23	4
PE091070	3	8888	26	4
PE091070	4	8888	29	1
PE091070	5	1	 	 
PE091073	1	30	18	13
PE091073	2	35	 	 
PE091075	1	25	22	13
PE091075	2	35	 	 
PE091082	1	9999	23	5
PE091082	2	35	 	 
PE091086	1	33	22	1
PE091086	2	1	 	 
PE091088	1	33	26	5
PE091088	2	51	 	 
PE091089	1	25	20	13
PE091089	2	33	 	 
PE091092	1	40	31	8
PE091092	2	52	 	 
PE091093	1	42	20	13
PE091093	2	40	 	 
PE091096	1	8	22	13
PE091096	2	8888	24	5
PE091096	3	41	 	 
PE091097	1	87	14	8
PE091097	2	8888	18	5
PE091097	3	8888	21	1
PE091097	4	34	 	 
PE091098	1	9999	4	1
PE091098	2	38	 	 
PE091101	1	42	25	5
PE091101	2	38	 	 
PE091102	1	39	22	13
PE091102	2	38	 	 
PE101002	1	82	16	13
PE101002	2	1	 	 
PE101004	1	1	7	1
PE101004	2	8888	13	1
PE101004	3	8888	28	8
PE101004	4	8888	38	8
PE101004	5	8888	44	8
PE101004	6	82	 	 
PE101005	1	9999	4	7
PE101005	2	8888	8	1
PE101005	3	8888	9	1
PE101005	4	8888	13	6
PE101005	5	8888	20	2
PE101005	6	8888	20	18
PE101005	7	8888	20	8
PE101005	8	8888	20	14
PE101005	9	82	 	 
PE101006	1	9999	18	13
PE101006	2	82	 	 
PE101007	1	1	19	1
PE101007	2	8888	21	13
PE101007	3	82	 	 
PE101008	1	1	3	15
PE101008	2	8888	14	15
PE101008	3	8888	22	2
PE101008	4	82	 	 
PE101009	1	82	21	13
PE101009	2	82	 	 
PE101012	1	1	12	14
PE101012	2	8888	19	13
PE101012	3	8888	20	15
PE101012	4	8888	21	1
PE101012	5	8888	23	4
PE101012	6	8888	24	1
PE101012	7	82	 	 
PE101013	1	1	11	2
PE101013	2	8888	18	1
PE101013	3	8888	21	1
PE101013	4	82	 	 
PE101018	1	3	10	2
PE101018	2	8888	26	12
PE101018	3	82	 	 
PE101020	1	1	23	13
PE101020	2	8888	23	5
PE101020	3	8888	28	5
PE101020	4	1	 	 
PE101021	1	1	12	1
PE101021	2	8888	20	13
PE101021	3	8888	20	12
PE101021	4	8888	25	12
PE101021	5	82	 	 
PE101022	1	4	13	1
PE101022	2	8888	14	1
PE101022	3	8888	24	13
PE101022	4	82	 	 
PE101023	1	1	11	21
PE101023	2	8888	44	12
PE101023	3	82	 	 
PE101024	1	1	19	1
PE101024	2	8888	19	13
PE101024	3	8888	21	8
PE101024	4	82	 	 
PE101025	1	1	0	1
PE101025	2	8888	24	13
PE101025	3	82	 	 
PE101026	1	1	14	1
PE101026	2	82	 	 
PE101027	1	78	18	13
PE101027	2	8888	23	15
PE101027	3	82	 	 
PE101030	1	1	5	1
PE101030	2	8888	12	2
PE101030	3	8888	18	1
PE101030	4	8888	24	15
PE101030	5	8888	25	1
PE101030	6	8888	27	5
PE101030	7	1	 	 
PE101031	1	71	5	2
PE101031	2	82	 	 
PE101032	1	35	17	13
PE101032	2	8888	19	1
PE101032	3	8888	21	17
PE101032	4	47	 	 
PE101033	1	60	15	1
PE101033	2	8888	18	1
PE101033	3	8888	19	1
PE101033	4	8888	25	3
PE101033	5	8888	25	5
PE101033	6	8888	30	8
PE101033	7	1	 	 
PE101034	1	49	6	2
PE101034	2	82	 	 
PE101036	1	7	10	1
PE101036	2	8888	27	8
PE101036	3	82	 	 
PE101037	1	12	5	3
PE101037	2	8888	16	2
PE101037	3	8888	37	5
PE101037	4	82	 	 
PE101040	1	5	16	13
PE101040	2	82	 	 
PE101041	1	1	21	1
PE101041	2	8888	21	1
PE101041	3	8888	22	1
PE101041	4	8888	23	2
PE101041	5	82	 	 
PE101043	1	1	9	1
PE101043	2	8888	20	1
PE101043	3	8888	20	1
PE101043	4	8888	22	1
PE101043	5	8888	22	1
PE101043	6	1	 	 
PE101044	1	82	7	8
PE101044	2	82	 	 
PE101046	1	82	22	5
PE101046	2	82	 	 
PE101048	1	83	5	4
PE101048	2	8888	14	1
PE101048	3	8888	15	15
PE101048	4	82	 	 
PE101049	1	1	9	10
PE101049	2	8888	18	13
PE101049	3	82	 	 
PE101050	1	1	3	8
PE101050	2	8888	21	13
PE101050	3	82	 	 
PE101051	1	49	5	2
PE101051	2	8888	22	1
PE101051	3	0	23	1
PE101051	4	82	 	 
PE101052	1	1	17	13
PE101052	2	8888	28	4
PE101052	3	82	 	 
PE101053	1	0	6	10
PE101053	2	8888	17	8
PE101053	3	8888	23	5
PE101053	4	74	 	 
PE101054	1	71	17	1
PE101054	2	8888	18	1
PE101054	3	8888	18	1
PE101054	4	8888	19	8
PE101054	5	8888	20	1
PE101054	6	82	 	 
PE101055	1	101	8	2
PE101055	2	8888	16	13
PE101055	3	82	 	 
PE101056	1	1	12	8
PE101056	2	82	 	 
PE101057	1	31	15	7
PE101057	2	8888	20	13
PE101057	3	82	 	 
PE101061	1	1	8	1
PE101061	2	8888	19	13
PE101061	3	8888	20	8
PE101061	4	1	 	 
PE101062	1	1	28	1
PE101062	2	8888	30	5
PE101062	3	8888	33	8
PE101062	4	82	 	 
PE101065	1	9999	15	8
PE101065	2	8888	31	14
PE101065	3	82	 	 
PE101066	1	82	4	7
PE101066	2	8888	17	13
PE101066	3	8888	23	1
PE101066	4	1	 	 
PE101067	1	20	25	13
PE101067	2	82	 	 
PE101069	1	40	7	1
PE101069	2	8888	9	1
PE101069	3	8888	24	13
PE101069	4	82	 	 
PE101070	1	1	25	13
PE101070	2	8888	27	19
PE101070	3	82	 	 
PE101071	1	75	19	1
PE101071	2	8888	26	12
PE101071	3	8888	30	1
PE101071	4	1	 	 
PE101073	1	1	17	2
PE101073	2	8888	26	1
PE101073	3	8888	29	1
PE101073	4	8888	30	2
PE101073	5	1	 	 
PE101074	1	1	15	2
PE101074	2	8888	23	5
PE101074	3	82	 	 
PE101076	1	1	20	1
PE101076	2	8888	25	2
PE101076	3	82	 	 
PE101078	1	1	10	2
PE101078	2	8888	16	5
PE101078	3	82	 	 
PE101080	1	8	33	10
PE101080	2	82	 	 
PE101081	1	9999	30	2
PE101081	2	82	 	 
PE101086	1	1	1	1
PE101086	2	8888	2	15
PE101086	3	8888	8	15
PE101086	4	8888	14	1
PE101086	5	0	16	7
PE101086	6	0	16	13
PE101086	7	82	 	 
PE101087	1	37	5	2
PE101087	2	8888	17	15
PE101087	3	8888	18	1
PE101087	4	8888	21	13
PE101087	5	82	 	 
PE101088	1	8	18	15
PE101088	2	82	 	 
PE101089	1	82	3	6
PE101089	2	8888	39	1
PE101089	3	8888	39	19
PE101089	4	82	 	 
PE101092	1	1	3	4
PE101092	2	8888	13	13
PE101092	3	8888	15	1
PE101092	4	82	 	 
PE101094	1	37	4	2
PE101094	2	8888	7	2
PE101094	3	8888	15	1
PE101094	4	8888	16	12
PE101094	5	82	 	 
PE101096	1	1	7	1
PE101096	2	8888	15	1
PE101096	3	8888	16	1
PE101096	4	8888	17	1
PE101096	5	8888	18	1
PE101096	6	8888	22	8
PE101096	7	82	 	 
PE101099	1	9999	0	8
PE101099	2	8888	19	1
PE101099	3	8888	20	1
PE101099	4	82	 	 
PE101100	1	73	10	10
PE101100	2	8888	13	15
PE101100	3	8888	13	2
PE101100	4	8888	23	1
PE101100	5	1	 	 
PE101101	1	1	19	2
PE101101	2	8888	31	5
PE101101	3	82	 	 
PE101102	1	1	0	1
PE101102	2	8888	2	8
PE101102	3	82	 	 
PE101103	1	49	6	2
PE101103	2	8888	18	8
PE101103	3	82	 	 
PE101104	1	14	22	20
PE101104	2	8888	38	1
PE101104	3	1	 	 
PE111002	1	30	18	1
PE111002	2	8888	20	13
PE111002	3	1	 	 
PE111003	1	2	23	1
PE111003	2	2	 	 
PE111004	1	92	15	2
PE111004	2	8888	25	1
PE111004	3	8888	30	1
PE111004	4	8888	36	1
PE111004	5	1	 	 
PE111007	1	135	4	7
PE111007	2	1	 	 
PE111009	1	1	15	15
PE111009	2	8888	16	13
PE111009	3	8888	17	15
PE111009	4	8888	21	5
PE111009	5	1	 	 
PE111010	1	12	20	13
PE111010	2	1	 	 
PE111011	1	38	0	1
PE111011	2	8888	10	8
PE111011	3	8888	20	13
PE111011	4	30	 	 
PE111012	1	1	8	10
PE111012	2	8888	16	2
PE111012	3	8888	18	12
PE111012	4	8888	20	8
PE111012	5	8888	21	8
PE111012	6	8888	24	8
PE111012	7	1	 	 
PE111013	1	23	3	3
PE111013	2	8888	17	1
PE111013	3	8888	20	5
PE111013	4	1	 	 
PE111017	1	75	16	5
PE111017	2	8888	22	1
PE111017	3	8888	22	3
PE111017	4	8888	24	2
PE111017	5	8888	24	2
PE111017	6	49	 	 
PE111019	1	1	19	1
PE111019	2	8888	20	8
PE111019	3	1	 	 
PE111021	1	64	20	13
PE111021	2	74	 	 
PE111022	1	1	1	8
PE111022	2	8888	27	1
PE111022	3	8888	29	6
PE111022	4	1	 	 
PE111025	1	135	4	14
PE111025	2	8888	10	1
PE111025	3	8	 	 
PE111027	1	1	0	1
