childid	foodid	foodcode	foodnum	foodamt	foodcost
PE051039	1	1	48	3	1
PE051039	2	10	180	1	2
PE051040	1	1	48	1	1
PE051040	2	9	180	1	.200000002980232
PE051040	3	10	180	1	.5
PE051041	1	1	48	1	1
PE051041	2	10	160	1	1.5
PE051042	1	10	120	1	1
PE051043	1	10	165	1	1
PE051043	2	9	165	1	.5
PE051045	1	1	12	1	1.60000002384186
PE051045	2	9	198	1	1
PE051045	3	1	198	1	1
PE051046	1	1	48	2	1
PE051046	2	10	160	1	1
PE051048	1	1	2	15	1.20000004768372
PE051049	1	1	192	1	1
PE051049	2	10	60	1	1
PE051052	1	1	9	1	1
PE051052	2	1	154	1	1
PE051052	3	9	154	1	.100000001490116
PE051052	4	10	66	1	2
PE051058	1	1	200	3	3
PE051058	2	9	200	3	1
PE051059	1	1	24	4	1
PE051060	1	1	48	1	1.5
PE051060	2	1	180	1	.5
PE051060	3	9	180	1	.300000011920929
PE051061	1	1	24	5	1
PE051061	2	10	180	1	2
PE051062	1	1	36	1	1
PE051062	2	10	160	1	.5
PE051062	3	9	160	1	.100000001490116
PE051062	4	10	100	1	1
PE051063	1	10	80	1	1.5
PE051064	1	1	13	1	1
PE051065	1	1	3	22	2.20000004768372
PE051065	2	3	12	12	1
PE051068	1	1	160	1	.5
PE051068	2	9	160	1	.100000001490116
PE051069	1	1	24	1	1
PE051071	1	1	36	3	1
PE051072	1	1	200	6	1
PE051072	2	9	200	6	.5
PE051073	1	1	12	3	1
PE051074	1	1	160	1	.200000002980232
PE051074	2	9	160	2	.100000001490116
PE051075	1	1	154	1	1
PE051075	2	9	154	1	.5
PE051076	1	1	200	2	2
PE051076	2	9	200	2	1
PE051077	1	10	54	1	1
PE051077	2	1	36	3	1
PE051077	3	9	180	1	.200000002980232
PE051077	4	1	180	1	.5
PE051078	1	1	60	5	2
PE051080	1	1	24	5	1
PE051080	2	10	100	1	2
PE051080	3	9	160	1	.300000011920929
PE051080	4	10	160	1	.5
PE051081	1	1	60	5	1
PE051081	2	10	100	1	1
PE051081	3	9	100	1	1
PE051082	1	1	12	5	1
PE051082	2	10	180	1	.5
PE051082	3	9	180	1	.100000001490116
PE051083	1	1	12	2.5	1
PE051083	2	10	12	2	1
PE051083	3	10	200	1	1
PE051083	4	9	200	1	.5
PE051084	1	1	6	18	2
PE051085	1	1	198	1	.5
PE051085	2	9	198	1	.5
PE051085	3	10	198	1	1.5
PE051086	1	1	12	1	.5
PE051087	1	1	12	12	1
PE051088	1	10	60	1	.5
PE051088	2	9	60	1	.100000001490116
PE051089	1	1	12	1	1
PE051089	2	9	154	1	.100000001490116
PE051089	3	1	154	1	1
PE051090	1	1	84	7	1
PE051091	1	1	12	1	1
PE051091	2	1	154	1	1
PE051091	3	10	154	1	1
PE051092	1	10	7	1	1
PE051094	1	1	12	3	1
PE051094	2	10	160	1	.300000011920929
PE051099	1	1	12	5	1.20000004768372
PE051099	2	10	288	1	1
PE051099	3	15	1	2	2
PE051099	4	5	1	1	3.5
PE051099	5	6	1	1	2
PE051099	6	8	1	3	3
PE051099	7	8	1	5	1.39999997615814
PE051100	1	1	60	5	1
PE051102	1	1	48	1	1
PE051102	2	1	160	3	.300000011920929
PE051102	3	9	160	1	.100000001490116
PE051103	1	1	12	3	1
PE051103	2	10	160	1	.5
PE051103	3	9	160	1	.200000002980232
PE051104	1	1	180	3	.5
PE051104	2	9	180	3	.100000001490116
PE061001	1	1	360	2	.5
PE061001	2	10	180	2	.5
PE061001	3	9	180	2	.100000001490116
PE061002	1	1	360	1	1
PE061003	1	1	4	7	2
PE061003	2	2	4	5	2
PE061004	1	1	365	1	1
PE061005	1	1	360	1	1
PE061005	2	11	2	4	2
PE061006	1	1	240	2	1.20000004768372
PE061009	1	1	60	1	1.5
PE061012	1	10	360	1	.5
PE061012	2	11	12	1	2
PE061013	1	1	336	1	1
PE061013	2	11	12	2	2
PE061016	1	10	25	4	1
PE061018	1	1	330	500	.5
PE061021	1	10	160	1	1.5
PE061022	1	1	360	1	1
PE061022	2	11	12	3	2
PE061023	1	1	360	2	.300000011920929
PE061023	2	11	12	1	2
PE061027	1	1	360	3	.5
PE061027	2	11	1	4	2
PE061032	1	1	2	1	1
PE061034	1	1	336	.5	.5
PE061036	1	1	360	1	1.20000004768372
PE061043	1	1	300	2	1
PE061043	2	11	10	1	1.79999995231628
PE061045	1	1	360	3	.800000011920929
PE061049	1	1	360	2	1
PE061050	1	1	12	1	2
PE061050	2	10	200	1	.5
PE061050	3	9	200	1	.100000001490116
PE061050	4	10	200	1	2
PE061052	1	10	140	1	1.5
PE061054	1	1	360	1	1
PE061054	2	11	12	1	2
PE061063	1	1	365	3	1
PE061070	1	1	8	1	3
PE061070	2	8	8	2	2
PE061073	1	10	180	5	1
PE061074	1	1	3	1	1
PE061075	1	10	180	1	1.5
PE061075	2	10	180	1	.5
PE061077	1	1	195	1	1
PE061077	2	1	3	2	3
PE061077	3	5	1	1	2
PE061077	4	8	1	1	1
PE061077	5	8	1	1	1.5
PE061077	6	6	1	1	.800000011920929
PE061077	7	7	2	2	3
PE061082	1	1	360	1	1
PE061083	1	1	12	1	1
PE061083	2	1	90	1	1
PE061083	3	10	90	1	2
PE061085	1	10	154	1	2
PE061085	2	1	154	1	1
PE061085	3	1	365	1	1
PE061085	4	9	365	1	.100000001490116
PE061086	1	1	365	1	1
PE061086	2	11	2	1	2
PE061092	1	10	150	1	1
PE061093	1	10	60	1	.400000005960464
PE061094	1	10	100	1	2
PE061094	2	1	100	1	1.20000004768372
PE061095	1	1	4	6	2
PE061096	1	10	360	1	.5
PE061097	1	10	185	1	1
PE061097	2	1	300	1	1
PE061100	1	1	365	2	1
PE061103	1	1	360	1	1
PE071003	1	1	365	3	.5
PE071009	1	1	360	5	1
PE071014	1	10	180	1	1.5
PE071019	1	1	365	1	.300000011920929
PE071026	1	1	365	2	.5
PE071028	1	1	210	1	.300000011920929
PE071033	1	1	360	3	.300000011920929
PE071034	1	1	360	1	.300000011920929
PE071035	1	3	12	4	4.5
PE071035	2	11	12	3	6
PE071036	1	3	9	1	2
PE071036	2	11	9	1	2
PE071036	3	10	120	1	1
PE071038	1	3	12	3	2
PE071042	1	1	365	3	.100000001490116
PE071045	1	1	365	1	.25
PE071046	1	1	365	1	1
PE071047	1	3	4	3	6
PE071054	1	3	4	6	3.5
PE071054	2	11	4	1	2
PE071054	3	1	4	18	2.5
PE071054	4	10	160	1	1
PE071055	1	3	36	3	1.5
PE071056	1	3	12	1	2
PE071057	1	3	12	6	1.5
PE071057	2	11	12	3	2
PE071059	1	1	365	2	1
PE071061	1	3	12	1	1.5
PE071061	2	11	12	1	2
PE071066	1	2	4	1	2
PE071066	2	6	4	1	2
PE071066	3	5	4	1	4
PE071071	1	1	60	2	.5
PE071073	1	1	365	2	.300000011920929
PE071074	1	1	365	2	.25
PE071078	1	1	150	1	.5
PE071081	1	1	365	1	.5
PE071082	1	2	3	3	2
PE071082	2	5	3	3	4
PE071082	3	6	3	3	3
PE071082	4	2	90	1	1
PE071083	1	10	224	1	1
PE071083	2	6	2	1	3
PE071083	3	2	2	1	2
PE071083	4	5	2	1	5
PE071084	1	1	360	2	.5
PE071086	1	10	220	2	1
PE071096	1	3	6	2	4
PE071096	2	11	6	1	2
PE071098	1	1	355	3	.5
PE071100	1	8	2	9	1.5
PE071100	2	11	2	9	1.79999995231628
PE071100	3	1	120	4	1
PE071101	1	10	180	1	.5
PE071101	2	10	180	1	1
PE071102	1	10	240	1	1
PE071102	2	10	240	1	1
PE071103	1	3	12	1	3
PE071105	1	10	12	1	.5
PE071106	1	1	350	3	.800000011920929
PE081002	1	10	365	3	1
PE081004	1	1	1	1	.5
PE081009	1	8	12	1	3.20000004768372
PE081011	1	10	200	3	2
PE081011	2	9	200	3	.300000011920929
PE081013	1	10	168	4	.579999983310699
PE081015	1	8	3	1	3.59999990463257
PE081018	1	10	88	2	.5
PE081022	1	1	180	3	.5
PE081022	2	9	180	3	.200000002980232
PE081023	1	10	342	2	.5
PE081029	1	8	2	2	2
PE081029	2	6	1	1	1
PE081029	3	11	1	1	1
PE081032	1	1	180	3	.5
PE081032	2	9	180	3	.200000002980232
PE081033	1	3	27	3	2
PE081034	1	1	160	3	.5
PE081034	2	9	160	3	.200000002980232
PE081035	1	10	7	1	1.5
PE081046	1	1	60	1.5	1
PE081046	2	8	60	3	2.79999995231628
PE081048	1	10	30	6	.300000011920929
PE081053	1	1	210	2	.5
PE081053	2	9	210	2	.100000001490116
PE081063	1	10	160	1	2
PE081067	1	3	12	1	3
PE081067	2	11	12	1	2
PE081073	1	2	12	500	1.60000002384186
PE081073	2	3	12	500	1
PE081073	3	10	80	1	1
PE081073	4	9	80	1	.5
PE081078	1	3	100	2	2
PE081080	1	10	60	3	.5
PE081087	1	1	60	1	.5
PE081087	2	9	60	1	.200000002980232
PE091001	1	8	6	2	10
PE091001	2	1	6	12	2.20000004768372
PE091001	3	10	360	2	.5
PE091001	4	9	364	2	.5
PE091002	1	3	3	8	2
PE091002	2	8	3	1	10
PE091002	3	10	9	1	.5
PE091002	4	9	9	1	.5
PE091002	5	1	6	12	2.20000004768372
PE091003	1	2	160	1	2
PE091003	2	9	160	1	1
PE091003	3	1	12	6	3
PE091003	4	10	120	1	3
PE091004	1	1	10	5	2
PE091004	2	8	10	1	2
PE091004	3	10	3	1	1
PE091005	1	8	6	1	10.3000001907349
PE091005	2	1	6	6	2.40000009536743
PE091006	1	3	12	3	1
PE091006	2	1	180	1	1
PE091006	3	9	180	1	.5
PE091007	1	1	6	18	2
PE091007	2	8	6	1	10
PE091008	1	1	5	5	2
PE091008	2	3	5	1	2
PE091010	1	1	5	6	2
PE091010	2	8	5	1	2
PE091010	3	10	220	1	1
PE091011	1	1	6	6	2.20000004768372
PE091011	2	3	6	3	3
PE091012	1	1	6	12	2
PE091012	2	8	6	2	9
PE091013	1	4	12	3	1.5
PE091013	2	8	6	6	1
PE091013	3	1	6	12	2
PE091014	1	3	12	1	3
PE091014	2	1	130	2	1
PE091014	3	9	130	4	1
PE091015	1	1	6	6	2.20000004768372
PE091015	2	8	6	1	12
PE091015	3	2	120	1	.5
PE091015	4	10	120	1	1
PE091016	1	3	6	3	9
PE091016	2	1	6	6	2.20000004768372
PE091018	1	1	6	6	2
PE091018	2	3	6	1	13
PE091019	1	1	6	6	2
PE091019	2	8	6	1	7.5
PE091020	1	8	16	1	5
PE091020	2	1	6	18	2.20000004768372
PE091020	3	10	360	2	.5
PE091020	4	10	140	1	1
PE091022	1	1	6	5	2.20000004768372
PE091022	2	8	6	1	10
PE091022	3	10	160	1	1.5
PE091023	1	3	6	6	3
PE091023	2	1	6	18	2.20000004768372
PE091024	1	8	6	1	6
PE091024	2	1	6	6	2.20000004768372
PE091025	1	3	6	4	3
PE091025	2	1	6	6	2.20000004768372
PE091025	3	10	80	1	1.5
PE091026	1	3	6	3	3
PE091026	2	1	6	6	2
PE091027	1	7	1	1	3.5
PE091027	2	10	180	1	3
PE091028	1	3	6	1	10
PE091028	2	1	6	6	2.5
PE091029	1	3	12	1	3
PE091029	2	1	12	2	2.20000004768372
PE091029	3	10	160	1	1
PE091030	1	3	6	2	4.5
PE091030	2	1	6	2	2.20000004768372
PE091030	3	11	6	1	.5
PE091030	4	2	320	2	.100000001490116
PE091030	5	9	320	2	.5
PE091030	6	10	160	1	1
PE091032	1	1	12	3	2.20000004768372
PE091032	2	3	12	1	3.5
PE091032	3	10	180	1	1.5
PE091033	1	1	12	2	2
PE091033	2	3	12	1	1
PE091033	3	10	8	1	1
PE091034	1	1	12	3	2
PE091034	2	8	12	3	1.5
PE091034	3	1	180	1	1
PE091034	4	9	180	1	.5
PE091034	5	10	180	1	2
PE091035	1	1	12	2	2.20000004768372
PE091035	2	8	12	1	3
PE091035	3	10	160	1	1
PE091036	1	1	12	2	2
PE091036	2	8	12	1	1
PE091036	3	10	8	1	1
PE091037	1	1	12	2	2
PE091037	2	8	12	1	3
PE091038	1	1	12	6	2
PE091038	2	3	12	4	2
PE091039	1	8	12	2	3
PE091039	2	1	12	4	2.20000004768372
PE091039	3	9	360	2	.100000001490116
PE091039	4	4	36	2	2.5
PE091040	1	3	12	1	2
PE091040	2	11	12	.25	.5
PE091040	3	1	12	2	2.20000004768372
PE091041	1	1	4	4	2
PE091041	2	8	4	2	5
PE091041	3	1	270	1	.5
PE091041	4	9	270	1	.5
PE091042	1	1	1	2	1.79999995231628
PE091042	2	3	1	.5	3
PE091043	1	3	4	4	4.5
PE091043	2	1	4	12	2.20000004768372
PE091043	3	10	140	2	.5
PE091043	4	9	140	4	.5
PE091044	1	3	3	9	3
PE091044	2	1	3	6	12
PE091044	3	10	150	1	.5
PE091044	4	9	150	1	.5
PE091045	1	1	12	2	2
PE091045	2	8	12	1	7
PE091045	3	11	1	250	2
PE091046	1	3	12	1	3
PE091046	2	1	12	2	2.20000004768372
PE091046	3	10	160	1	1
PE091047	1	3	3	3	3
PE091047	2	1	3	2	2
PE091048	1	3	12	1	3
PE091048	2	11	12	.25	.5
PE091048	3	1	12	2	2.20000004768372
PE091048	4	10	150	1	1
PE091049	1	1	12	2	2.20000004768372
PE091049	2	3	12	2	3
PE091049	3	10	140	1	.5
PE091049	4	9	140	1	.5
PE091049	5	10	140	1	1
PE091050	1	1	12	6	2.20000004768372
PE091050	2	3	12	3	3
PE091051	1	1	4	6	2
PE091051	2	8	4	9	8
PE091051	3	11	4	.75	1
PE091052	1	3	6	1	3
PE091052	2	1	6	2	2
PE091052	3	10	160	1	1
PE091053	1	1	3	8	2
PE091053	2	8	3	4	4.80000019073486
PE091054	1	3	4	3	3
PE091054	2	1	4	12	1.5
PE091054	3	10	150	2	1
PE091054	4	10	150	2	1
PE091055	1	3	3	1	4
PE091055	2	1	3	2	2
PE091055	3	10	150	1	.5
PE091055	4	9	150	2	.5
PE091056	1	1	6	2	2
PE091056	2	3	6	1	1
PE091057	1	1	4	6	2
PE091057	2	8	4	3	7
PE091058	1	1	3	8	2
PE091058	2	3	3	4	3
PE091058	3	10	170	1	1
PE091059	1	1	12	2	2
PE091059	2	3	12	1	3
PE091060	1	8	12	1	4
PE091060	2	1	24	2	2.20000004768372
PE091061	1	1	12	3	2.20000004768372
PE091061	2	8	12	1	1.5
PE091062	1	1	12	2	2
PE091062	2	3	12	1	1
PE091062	3	10	8	1	1
PE091063	1	8	12	3	4
PE091063	2	1	12	6	2.5
PE091064	1	1	24	2	2.20000004768372
PE091064	2	3	12	1	3
PE091064	3	10	180	1	1
PE091065	1	3	12	2	4
PE091065	2	1	12	12	2.20000004768372
PE091066	1	1	12	2	2
PE091066	2	3	12	1	1
PE091066	3	10	8	1	1
PE091067	1	1	12	8	2
PE091067	2	3	12	4	1
PE091067	3	10	1	1	1
PE091068	1	3	4	3	3
PE091068	2	1	4	6	2.20000004768372
PE091068	3	11	4	3	1
PE091068	4	10	160	1	1
PE091069	1	1	12	2	2
PE091069	2	3	12	2	1.5
PE091070	1	10	210	3	1.5
PE091070	2	9	210	3	.5
PE091071	1	1	4	2	2.20000004768372
PE091071	2	8	4	2	1.5
PE091071	3	10	180	1	1
PE091072	1	1	12	3	2
PE091072	2	3	12	1	1
PE091072	3	11	12	1	1
PE091073	1	10	8	1	1
PE091074	1	1	12	2	2
PE091074	2	3	12	1	1
PE091074	3	10	8	1	1
PE091075	1	1	12	2	2.20000004768372
PE091075	2	3	12	1	3
PE091075	3	2	160	1	.5
PE091075	4	9	160	1	.5
PE091075	5	10	120	1	1
PE091076	1	3	12	1	5
PE091076	2	1	12	2	2
PE091077	1	3	12	1.5	4.5
PE091077	2	1	12	2	2.20000004768372
PE091078	1	1	12	2	1.5
PE091078	2	3	12	1	4
PE091078	3	4	4	3	1
PE091078	4	2	360	2	.5
PE091078	5	9	360	2	.200000002980232
PE091078	6	10	140	1	1
PE091079	1	3	12	1	4
PE091079	2	1	12	2	2.20000004768372
PE091080	1	3	6	1	1
PE091080	2	1	6	2	2
PE091080	3	4	10	3	1
PE091081	1	3	6	4	3
PE091081	2	1	6	6	2
PE091082	1	3	12	2	2
PE091082	2	1	12	1	2
PE091082	3	11	12	.25	.5
PE091085	1	10	140	1	.5
PE091085	2	10	140	1	1
PE091086	1	1	12	2	2.20000004768372
PE091086	2	3	12	1	2.5
PE091086	3	11	12	250	.5
PE091086	4	10	180	.100000001490116	.5
PE091086	5	9	180	2	.5
PE091087	1	3	3	4	3
PE091087	2	1	3	8	2
PE091087	3	11	1	1	2
PE091088	1	1	2	5	2.20000004768372
PE091088	2	3	2	3	3
PE091088	3	10	140	1	.5
PE091088	4	9	140	1	.100000001490116
PE091088	5	10	140	1	1
PE091089	1	1	12	4	2
PE091089	2	3	12	2	2
PE091089	3	10	2	2	2
PE091090	1	1	4	4	2
PE091090	2	8	4	5	.800000011920929
PE091091	1	3	12	1	3.29999995231628
PE091091	2	1	12	3	2.20000004768372
PE091093	1	1	12	6	2.20000004768372
PE091093	2	3	12	1	4
PE091094	1	3	12	1	3
PE091094	2	1	12	2	2
PE091095	1	3	6	2	3
PE091095	2	1	6	4	1
PE091095	3	10	120	1	1
PE091096	1	1	4	8	2.20000004768372
PE091096	2	8	4	6	3.5
PE091096	3	9	60	2	.100000001490116
PE091096	4	10	60	1	.5
PE091097	1	3	4	4	1
PE091097	2	1	4	12	2
PE091097	3	10	160	1	.5
PE091097	4	9	160	2	.5
PE091098	1	1	12	2	2
PE091098	2	3	12	1	3
PE091098	3	4	12	3	1
PE091099	1	8	3	2	2
PE091099	2	1	3	1	2.5
PE091100	1	3	12	2	2
PE091100	2	1	12	2	2.20000004768372
PE091101	1	1	3	6	0
PE091101	2	8	3	3	8
PE091101	3	11	3	1	2.5
PE091102	1	1	4	8	2.20000004768372
PE091102	2	8	4	4	3.5
PE091102	3	7	4	6	2
PE091102	4	10	55	1	.5
PE091102	5	9	55	2	.200000002980232
PE091103	1	1	4	2	2
PE091103	2	8	4	2	8
PE101001	1	1	12	2	2.20000004768372
PE101001	2	8	12	1	3
PE101002	1	10	140	1	1
PE101002	2	1	12	4	2.20000004768372
PE101002	3	3	12	2	3
PE101004	1	1	12	5	2.20000004768372
PE101004	2	3	12	6	.800000011920929
PE101004	3	2	180	1	.5
PE101004	4	9	180	1	.200000002980232
PE101004	5	10	180	1	1.5
PE101006	1	1	10	4	2
PE101006	2	3	10	4	1
PE101008	1	1	12	4	2.20000004768372
PE101008	2	3	12	4	.800000011920929
PE101008	3	2	160	1	.5
PE101008	4	9	160	1	.200000002980232
PE101009	1	1	12	4	2
PE101009	2	3	12	8	1
PE101009	3	10	180	1	1
PE101012	1	10	80	1	1
PE101012	2	9	80	1	.5
PE101013	1	10	120	1	2
PE101016	1	1	12	4	2
PE101016	2	8	12	3	3
PE101016	3	10	12	1	2.5
PE101016	4	10	12	1	1
PE101017	1	1	12	4	2.20000004768372
PE101017	2	3	12	1	3
PE101021	1	4	2	6	2
PE101021	2	8	2	2	60
PE101021	3	5	4	1	3
PE101021	4	6	4	4	1
PE101026	1	1	12	4	2
PE101026	2	3	12	1	3
PE101026	3	10	140	1	1
PE101026	4	9	140	1	.100000001490116
PE101026	5	10	140	1	.5
PE101027	1	1	12	4	2.20000004768372
PE101027	2	3	12	1	3
PE101027	3	10	140	1	1
PE101027	4	10	140	1	.5
PE101030	1	3	10	600	1
PE101030	2	2	10	2000	3
PE101031	1	 	 	 	 
PE101032	1	1	4	5	2.20000004768372
PE101032	2	8	4	5	3
PE101033	1	10	160	1	3
PE101034	1	3	12	4	.5
PE101034	2	1	12	4	1.5
PE101036	1	1	12	6	2.20000004768372
PE101036	2	3	12	12	.699999988079071
PE101036	3	10	18	1	1
PE101037	1	3	12	750	3
PE101037	2	1	12	4	2
PE101037	3	10	180	1	1
PE101039	1	3	12	1	2.79999995231628
PE101039	2	1	12	3	2
PE101039	3	10	160	1	.5
PE101040	1	1	12	4	2.20000004768372
PE101040	2	3	12	4	.800000011920929
PE101040	3	10	140	1	2
PE101041	1	1	6	4	2
PE101041	2	8	6	6	1.5
PE101044	1	1	12	3	2
PE101044	2	3	12	1	1
PE101044	3	10	8	1	1
PE101046	1	1	12	8	2
PE101046	2	3	12	1	3
PE101046	3	10	8	1	1
PE101048	1	1	12	8	2
PE101048	2	3	12	2	6
PE101048	3	10	8	1	1
PE101049	1	1	12	4	2
PE101049	2	3	12	5	1.5
PE101049	3	10	180	1	2
PE101050	1	1	12	3	2.20000004768372
PE101050	2	3	12	2	.5
PE101050	3	10	8	1	1
PE101051	1	1	12	2	2
PE101051	2	3	1	1	1
PE101051	3	10	8	1	1
PE101052	1	1	12	4	2
PE101052	2	3	12	1	1
PE101052	3	10	8	1	1
PE101054	1	1	12	4	2
PE101054	2	3	12	1	1
PE101054	3	10	4	1	1
PE101054	4	10	8	1	1
PE101055	1	1	12	4	2
PE101055	2	3	12	1	1
PE101055	3	10	8	1	1
PE101056	1	1	12	3	2
PE101056	2	3	12	1	3
PE101056	3	10	8	1	1
PE101057	1	1	12	4	2
PE101057	2	3	12	4	1
PE101057	3	10	180	1	2
PE101058	1	1	12	8	2.20000004768372
PE101058	2	3	12	8	.800000011920929
PE101058	3	10	165	1	1
PE101059	1	1	12	4	2
PE101059	2	3	12	2	.800000011920929
PE101059	3	10	180	1	2.5
PE101061	1	10	288	1	2
PE101062	1	1	12	6	2.20000004768372
PE101062	2	3	12	6	.800000011920929
PE101062	3	2	360	2	.5
PE101062	4	9	360	2	.200000002980232
PE101062	5	10	180	1	1
PE101064	1	3	12	4	1
PE101064	2	1	12	4	2.20000004768372
PE101065	1	3	12	4	1
PE101065	2	1	12	3	2
PE101066	1	1	96	8	2
PE101066	2	3	36	6	1
PE101066	3	1	60	1	1
PE101066	4	9	60	1	.5
PE101067	1	2	180	1	.5
PE101067	2	9	180	1	.200000002980232
PE101067	3	10	180	1	1
PE101069	1	9	180	4	.100000001490116
PE101069	2	10	180	2	.200000002980232
PE101070	1	1	12	12	2.20000004768372
PE101070	2	3	12	12	1
PE101071	1	4	9	9	 
PE101073	1	1	12	3	2
PE101073	2	3	12	5	.800000011920929
PE101073	3	10	180	1	1
PE101074	1	1	12	4	2
PE101074	2	8	12	5	.800000011920929
PE101077	1	1	12	3	2
PE101077	2	8	12	4	.800000011920929
PE101078	1	1	12	4	2
PE101078	2	8	12	8	.800000011920929
PE101078	3	10	180	1	.5
PE101079	1	1	10	8	2
PE101079	2	8	10	8	.800000011920929
PE101080	1	1	12	4	2
PE101080	2	8	12	5	.800000011920929
PE101081	1	1	6	4	2.20000004768372
PE101081	2	3	6	4	1
PE101082	1	1	12	8	2.20000004768372
PE101082	2	3	12	8	.800000011920929
PE101083	1	1	12	4	2.20000004768372
PE101083	2	3	12	4	.800000011920929
PE101083	3	10	120	1	.5
PE101084	1	1	12	3	2.20000004768372
PE101084	2	3	12	4	.800000011920929
PE101086	1	1	12	4	2.20000004768372
PE101086	2	3	12	2	.600000023841858
PE101087	1	3	12	8	.800000011920929
PE101087	2	1	12	8	2.20000004768372
PE101088	1	1	12	4	2.20000004768372
PE101088	2	3	12	5	.800000011920929
PE101088	3	10	336	2	1
PE101088	4	10	168	1	.5
PE101088	5	9	168	1	.100000001490116
PE101089	1	1	96	4	2.20000004768372
PE101089	2	3	12	1	2
PE101092	1	3	12	1	3
PE101092	2	1	12	4	2
PE101092	3	10	160	1	.5
PE101094	1	10	170	1	.5
PE101096	1	3	12	3	4
PE101096	2	1	12	3	2.20000004768372
PE101096	3	10	160	1	.5
PE101098	1	1	12	4	2
PE101098	2	8	12	5	.800000011920929
PE101102	1	1	12	4	2
PE101102	2	8	12	4	.800000011920929
PE101103	1	10	160	1	2
PE101103	2	15	1	1	50
PE101104	1	10	180	1	1.5
PE111002	1	8	12	3	1.39999997615814
PE111003	1	3	12	3	1
PE111003	2	1	12	2	2
PE111003	3	10	180	1	1
PE111004	1	10	80	1	1
PE111005	1	3	12	1	2
PE111006	1	3	12	3	1
PE111007	1	3	12	2	2
PE111008	1	8	12	1	.5
PE111008	2	8	12	500	.5
PE111009	1	3	6	3	1.5
PE111009	2	1	6	12	2.20000004768372
PE111010	1	3	12	2	2
PE111011	1	3	12	1.5	1
PE111012	1	10	144	2	1
PE111013	1	8	12	3	2
PE111014	1	8	12	3	1
PE111015	1	8	8	2	2
PE111016	1	3	12	3	2
PE111017	1	8	12	3	1
PE111018	1	8	12	2	2
PE111019	1	9	220	2	.100000001490116
PE111019	2	1	220	2	1.5
PE111020	1	8	12	3	1
PE111021	1	8	12	3	1
PE111022	1	3	6	1	2.5
PE111023	1	8	12	3	1
PE111024	1	3	12	2	3
PE111025	1	1	280	1	1
PE111025	2	9	280	1	1
PE111027	1	1	3	9	2
PE111027	2	3	3	1	2.5
PE111028	1	3	12	3	1.5
PE111030	1	8	12	2	3
PE111035	1	3	12	2	3
PE111036	1	3	12	1	30
PE111037	1	3	12	2	2
PE111038	1	8	12	3	1
PE111039	1	8	9	2	1
PE111044	1	10	220	3	.5
PE111045	1	8	36	3	1
PE111045	2	9	140	1	.5
PE111045	3	1	140	1	1
PE111045	4	10	120	1	1.5
PE111046	1	8	12	1	2
PE111048	1	3	12	2	3
PE111049	1	8	36	3	.5
PE111049	2	1	140	1	.5
PE111049	3	9	140	1	.5
PE111049	4	10	72	1	2
PE111050	1	3	12	2	3.5
PE111050	2	15	3	1	30
PE111052	1	8	36	3	2
PE111052	2	9	140	1	1
PE111052	3	1	140	1	.5
PE111052	4	10	120	1	1
PE111054	1	3	5	3	1
PE111054	2	15	3	1	5
PE111056	1	3	12	1	1
PE111056	2	15	3	1	30
PE111057	1	1	180	1	1
PE111057	2	9	180	1	1
PE111057	3	10	180	1	1.5
PE111058	1	15	7	1	5
PE111059	1	10	160	1	1
PE111059	2	8	12	1	1
PE111061	1	8	12	2	2
PE111063	1	8	2	4	1.5
PE111063	2	8	4	12	1.5
PE111063	3	1	4	2	1.5
PE111063	4	6	4	1	4
PE111063	5	11	4	1	2
PE111063	6	15	4	1	2
PE111063	7	15	4	1	2
PE111063	8	10	120	1	.5
PE111064	1	8	12	5	1
PE111064	2	10	120	1	.5
PE111065	1	3	12	3	25
PE111066	1	3	12	1	1.5
PE111068	1	3	10	1	1.5
PE111068	2	1	10	1	2
PE111068	3	10	200	2	1
PE111069	1	3	12	3	1
PE111069	2	1	12	3	2
PE111069	3	4	1	5	1
PE111071	1	10	80	1	2
PE111071	2	9	300	2	.5
PE111074	1	3	12	3	1
PE111074	2	1	12	3	2
PE111076	1	3	12	1	1
PE111076	2	1	12	1	2
PE111076	3	1	190	1	.5
PE111076	4	9	190	1	.5
PE111076	5	10	150	1	2.5
PE111077	1	3	12	2	1.5
PE111077	2	1	12	2	2.09999990463257
PE111077	3	10	160	1	1
PE111077	4	4	1	5	1
PE111079	1	1	12	1	2
PE111079	2	3	12	1	5
PE111079	3	10	140	1	5
PE111080	1	8	4	6	2
PE111080	2	1	4	1	2
PE111080	3	10	160	1	1
PE111081	1	1	4	1	2
PE111081	2	8	4	3	1
PE111082	1	1	12	2	2
PE111083	1	1	16	2	1.5
PE111083	2	3	16	2	1
PE111084	1	3	12	1	1
PE111084	2	1	12	1	2
PE111085	1	3	12	1	1
PE111085	2	1	12	1	2
PE111086	1	3	12	2	1.5
PE111086	2	10	60	1	1
PE111086	3	9	60	1	.5
PE111089	1	3	4	1	1
PE111089	2	1	4	1	2
PE111089	3	9	84	1	.5
PE111089	4	1	84	1	.5
PE111091	1	3	4	5	2
PE111091	2	1	4	5	2
PE111092	1	1	4	27	2.20000004768372
PE111092	2	3	4	27	1.79999995231628
PE111092	3	4	12	2	3.5
PE111092	4	9	160	4	.300000011920929
PE111092	5	10	160	2	.5
PE111092	6	10	160	1	1.5
