childid	foodid	foodcode	foodnum	foodamt	foodcost
PE191068	4	10	180	1	1
PE191070	1	1	12	3	2
PE191070	2	10	140	1	.5
PE191070	3	9	140	1	.5
PE191071	1	1	12	1	2
PE191071	2	10	140	1	1
PE191071	3	10	120	1	.5
PE191071	4	9	100	1	.5
PE191072	1	10	180	1	1
PE191072	2	9	180	1	.300000011920929
PE191073	1	10	180	1	1
PE191074	1	1	12	1	1
PE191074	2	10	184	1	1.5
PE191075	1	2	6	1	2
PE191075	2	10	360	2	2
PE191076	1	10	184	1	2
PE191077	1	2	9	2	1
PE191077	2	10	360	2	1.5
PE191078	1	2	12	2	.5
PE191078	2	10	160	2	1
PE191079	1	1	12	3	3
PE191079	2	10	360	2	1
PE191079	3	9	360	2	.5
PE191080	1	2	12	1	2
PE191080	2	3	12	1	1
PE191080	3	10	180	1	1
PE191081	1	10	180	1	1
PE191083	1	2	12	1	3
PE191084	1	10	360	2	1.5
PE191084	2	9	360	2	.5
PE191084	3	1	12	2	2
PE191085	1	10	180	1	1
PE191087	1	2	12	2	3
PE191087	2	10	360	2	2
PE191089	1	1	12	2	2
PE191089	2	10	160	1	1
PE191092	1	2	12	2	2
PE191092	2	10	180	1	1
PE191094	1	10	180	1	.5
PE191094	2	10	180	1	1
PE191094	3	9	180	1	.5
PE191095	1	2	12	1	2
PE191095	2	10	160	1	1
PE191096	1	1	1	9	2.20000004768372
PE191096	2	3	1	3	1.60000002384186
PE191096	3	10	18	1	2.5
PE191097	1	2	12	1	1
PE191098	1	10	180	1	2
PE191098	2	2	12	1	1
PE191100	1	1	12	12	2.20000004768372
PE191100	2	3	12	1500	1
PE191103	1	2	12	1	1
PE191104	1	2	12	2	7
PE201001	1	1	4	4	2
PE201001	2	8	4	1400	1.5
PE201005	1	1	5	5	2
PE201005	2	3	5	1	2.5
PE201005	3	9	140	3	.300000011920929
PE201005	4	10	140	3	.5
PE201010	1	1	11	3	2
PE201010	2	3	11	1	2
PE201012	1	1	12	6	2
PE201012	2	8	12	3	1.5
PE201012	3	2	36	3	2
PE201013	1	1	5	48	2
PE201013	2	3	5	6	3.5
PE201013	3	10	200	2	.5
PE201013	4	9	200	2	3
PE201013	5	10	200	2	.5
PE201014	1	9	184	2	.5
PE201015	1	1	4	2	2
PE201015	2	3	4	1	1.79999995231628
PE201015	3	10	180	1	1.5
PE201016	1	10	180	1	2
PE201016	2	10	180	1	.600000023841858
PE201016	3	9	180	1	.5
PE201017	1	10	28	2	.5
PE201017	2	9	28	2	.5
PE201018	1	1	4	16	.5
PE201018	2	3	4	2	3
PE201018	3	10	180	1	1
PE201018	4	4	12	3	2
PE201020	1	1	12	12	1
PE201020	2	3	12	3	1
PE201022	1	8	11	2	2.5
PE201022	2	1	11	5	2.20000004768372
PE201023	1	8	12	10	1
PE201023	2	1	12	10	1
PE201024	1	1	6	4	2.20000004768372
PE201024	2	11	6	1	2.40000009536743
PE201024	3	8	6	2	2
PE201025	1	1	5	12	2
PE201025	2	8	5	4625	1.5
PE201026	1	1	4	4	1
PE201026	2	8	4	1	2
PE201027	1	6	12	2	.800000011920929
PE201027	2	1	12	2	2
PE201030	1	9	180	1	.5
PE201030	2	1	24	1	1
PE201032	1	1	6	3	2
PE201032	2	3	6	1	1
PE201032	3	1	3	1	5
PE201033	1	1	10	4	2
PE201033	2	3	10	1	3.5
PE201033	3	10	180	1	.5
PE201033	4	9	180	1	.5
PE201034	1	1	12	2	1.20000004768372
PE201034	2	8	12	1	1.5
PE201035	1	3	12	3	1.79999995231628
PE201035	2	1	12	4	1.5
PE201036	1	1	6	12	2
PE201036	2	3	6	2	3.5
PE201038	1	1	4	4	1.5
PE201038	2	8	4	1	1
PE201041	1	1	6	6	2.5
PE201041	2	8	6	1	3
PE201041	3	9	10	2	.300000011920929
PE201042	1	1	4	10	2.20000004768372
PE201042	2	3	4	6	1.5
PE201042	3	4	3	2	4
PE201043	1	1	12	4	2
PE201043	2	3	12	1	1.5
PE201044	1	8	12	1	1.5
PE201044	2	1	12	4	2
PE201045	1	1	3	6	2
PE201045	2	8	3	2	1
PE201048	1	1	2	7	2.20000004768372
PE201048	2	8	2	2	1
PE201049	1	10	180	1	2
PE201050	1	1	1	1	.0500000007450581
PE201050	2	8	1	.25	1
PE201055	1	9	320	2	.200000002980232
PE201056	1	1	4	6	2
PE201056	2	8	4	2	2
PE201060	1	1	9	4	4
PE201060	2	3	9	1	1.5
PE201061	1	10	140	1	.5
PE201061	2	10	140	1	1
PE201063	1	9	100	1	.200000002980232
PE201065	1	1	4	4	1.5
PE201065	2	3	12	1	1.60000002384186
PE201065	3	9	324	4	.300000011920929
PE201066	1	1	12	4	1.5
PE201066	2	3	12	1	2
PE201067	1	1	12	4	1
PE201067	2	3	12	1	2
PE201067	3	4	18	1	1
PE201067	4	9	18	1	.5
PE201069	1	1	12	4	2
PE201069	2	3	12	1	3
PE201070	1	1	9	4	2.20000004768372
PE201070	2	8	9	1	1.79999995231628
PE201072	1	1	8	14	2.20000004768372
PE201072	2	3	8	4	1.5
PE201072	3	2	2	1	2
PE201072	4	9	200	1	.100000001490116
PE201073	1	9	320	2	.300000011920929
PE201073	2	10	320	2	.5
PE201074	1	9	180	2	.200000002980232
PE201074	2	10	180	2	.5
PE201075	1	1	2	4	2
PE201075	2	8	2	1	1.5
PE201076	1	9	184	2	.300000011920929
PE201077	1	9	360	2	.5
PE201077	2	2	12	1	1.5
PE201077	3	1	6	4	1.5
PE201077	4	3	6	1	1.29999995231628
PE201078	1	1	11	4	1.79999995231628
PE201078	2	3	11	1	3
PE201079	1	1	2	12	2
PE201079	2	3	2	6	2
PE201080	1	10	140	2	.5
PE201080	2	9	140	2	.5
PE201081	1	1	4	8	1.5
PE201081	2	8	4	1	1.20000004768372
PE201081	3	9	149	1	.5
PE201083	1	1	4	6	2
PE201083	2	3	4	4	2
PE201083	3	9	160	1	.5
PE201083	4	2	32	1	3
PE201083	5	10	140	1	1
PE201085	1	1	12	12	1
PE201085	2	8	12	3	1
PE201085	3	6	12	1	3
PE201087	1	1	5	4	2
PE201087	2	3	5	2	4
PE201088	1	1	4	6	1
PE201088	2	8	4	1	2
PE201090	1	10	180	1	.5
PE201090	2	9	180	1	.5
PE201090	3	1	12	2	2.20000004768372
PE201090	4	3	12	1	2.5
PE201092	1	1	6	8	2
PE201092	2	3	6	4.5	3
PE201092	3	11	6	1.60000002384186	2.5
PE201093	1	1	6	3	2
PE201093	2	3	6	2	1.5
PE201093	3	9	300	2	.200000002980232
PE201094	1	1	12	1	1
PE201094	2	9	180	3	.200000002980232
PE201096	1	1	4	4	.699999988079071
PE201096	2	3	4	1	1.5
PE201096	3	9	300	2	.200000002980232
PE201097	1	1	12	12	.5
PE201097	2	3	12	3	.5
PE201099	1	1	4	4	2
PE201099	2	3	4	2	1.5
PE201100	1	1	2	12	2
PE201101	1	1	12	8	2
PE201101	2	8	12	2	2
PE201101	3	9	210	3	.5
PE201101	4	1	3	3	2
PE201102	1	9	167	3	.200000002980232
PE201102	2	10	167	3	.5
