CHILDCODE	DNFDIDR4	DONTYPR5	DONRCVR5	DONAMTR5	DONMSRR5	DONPRCR5	PRCMSRR5
201052	4	10	180	1	5	3	5
201053	1	1	48	4	7	2	7
201053	2	3	12	1	2	2.5	2
201054	1	8	6	10	2	2	2
201061	1	1	108	1	8	1	8
201061	2	9	108	1	7	.5	7
201061	3	10	72	1	5	2.5	5
201072	1	9	200	2	7	.5	7
201072	2	10	200	2	7	.300000011920929	7
201072	3	15	200	2	7	.5	7
201072	4	1	100	2	6	1	7
201076	1	10	180	1	5	.5	7
201076	2	10	180	1	7	1	7
201077	1	9	180	1	7	.5	7
201077	2	15	120	1	7	.300000011920929	7
201080	1	3	6	6	10	4	10
201080	2	1	6	8	6	2	6
201085	1	10	120	1	7	1	7
201085	2	6	120	1	7	1	7
201085	3	9	120	1	7	.5	7
201087	1	10	100	1	8	1	8
201087	2	9	100	1	7	.600000023841858	7
201088	1	10	180	1	8	.5	8
201088	2	10	180	1	5	1.5	5
201096	1	3	200	2	5	.5	5
201096	2	8	200	2	7	.5	7
201097	1	8	10	1	3	1.5	3
201100	1	3	80	1	8	1	8
201100	2	9	80	2	7	.5	7
201100	3	10	40	1	5	1	5
201101	1	1	12	2	6	3	6
201101	2	3	12	1	4	3	4
