CHILDCODE	LANDIDR5	LNDTYPR5	ALQTYR5	ALUNTR5	ALMUSER5	ALPRIRR5	NALQTYR5	NALUNTR5	NAMUSER5	BSLQTYR5	BSLUNTR5	BSMUSER5
171045	6	N	 	 	 	 	 	 	 	 	 	 
171045	7	N	 	 	 	 	 	 	 	 	 	 
171046	1	Y	7	3	5	0	250	1	1	0	 	 
171046	2	N	 	 	 	 	 	 	 	 	 	 
171046	3	N	 	 	 	 	 	 	 	 	 	 
171046	4	N	 	 	 	 	 	 	 	 	 	 
171046	5	N	 	 	 	 	 	 	 	 	 	 
171046	6	N	 	 	 	 	 	 	 	 	 	 
171046	7	N	 	 	 	 	 	 	 	 	 	 
171047	1	Y	1	3	5	3	370	1	1	0	 	 
171047	2	N	 	 	 	 	 	 	 	 	 	 
171047	3	Y	2	3	5	2	0	 	 	0	 	 
171047	4	N	 	 	 	 	 	 	 	 	 	 
171047	5	N	 	 	 	 	 	 	 	 	 	 
171047	6	Y	2	2	13	0	0	 	 	0	 	 
171047	7	N	 	 	 	 	 	 	 	 	 	 
171049	1	Y	 	 	 	 	224	1	1	0	 	 
171049	2	N	 	 	 	 	 	 	 	 	 	 
171049	3	N	 	 	 	 	 	 	 	 	 	 
171049	4	N	 	 	 	 	 	 	 	 	 	 
171049	5	N	 	 	 	 	 	 	 	 	 	 
171049	6	N	 	 	 	 	 	 	 	 	 	 
171049	7	N	 	 	 	 	 	 	 	 	 	 
171050	1	Y	0	 	 	 	0	 	 	200	1	11
171050	2	N	 	 	 	 	 	 	 	 	 	 
171050	3	Y	0	 	 	 	300	1	2	0	 	 
171050	4	N	 	 	 	 	 	 	 	 	 	 
171050	5	Y	1250	1	5	1	0	 	 	0	 	 
171050	6	N	 	 	 	 	 	 	 	 	 	 
171050	7	N	 	 	 	 	 	 	 	 	 	 
171051	1	Y	5000	1	11	88	200	1	1	0	 	 
171051	2	N	 	 	 	 	 	 	 	 	 	 
171051	3	N	 	 	 	 	 	 	 	 	 	 
171051	4	N	 	 	 	 	 	 	 	 	 	 
171051	5	N	 	 	 	 	 	 	 	 	 	 
171051	6	N	 	 	 	 	 	 	 	 	 	 
171051	7	N	 	 	 	 	 	 	 	 	 	 
171053	1	N	 	 	 	 	 	 	 	 	 	 
171053	2	N	 	 	 	 	 	 	 	 	 	 
171053	3	N	 	 	 	 	 	 	 	 	 	 
171053	4	Y	1000	1	5	2	100	1	1	0	 	 
171053	5	N	 	 	 	 	 	 	 	 	 	 
171053	6	N	 	 	 	 	 	 	 	 	 	 
171053	7	N	 	 	 	 	 	 	 	 	 	 
171055	1	Y	4	3	5	2	250	1	1	0	 	 
171055	2	N	 	 	 	 	 	 	 	 	 	 
171055	3	N	 	 	 	 	 	 	 	 	 	 
171055	4	N	 	 	 	 	 	 	 	 	 	 
171055	5	Y	2	3	5	0	0	 	 	0	 	 
171055	6	N	 	 	 	 	 	 	 	 	 	 
171055	7	N	 	 	 	 	 	 	 	 	 	 
171056	1	Y	2	3	5	0	200	1	1	0	 	 
171056	2	N	 	 	 	 	 	 	 	 	 	 
171056	3	N	 	 	 	 	 	 	 	 	 	 
171056	4	N	 	 	 	 	 	 	 	 	 	 
171056	5	N	 	 	 	 	 	 	 	 	 	 
171056	6	N	 	 	 	 	 	 	 	 	 	 
171056	7	N	 	 	 	 	 	 	 	 	 	 
171057	1	Y	 	 	 	 	75	1	1	0	 	 
171057	2	N	 	 	 	 	 	 	 	 	 	 
171057	3	N	 	 	 	 	 	 	 	 	 	 
171057	4	N	 	 	 	 	 	 	 	 	 	 
171057	5	N	 	 	 	 	 	 	 	 	 	 
171057	6	N	 	 	 	 	 	 	 	 	 	 
171057	7	N	 	 	 	 	 	 	 	 	 	 
171058	1	Y	5	3	5	1	254	1	1	0	 	 
171058	2	N	 	 	 	 	 	 	 	 	 	 
171058	3	N	 	 	 	 	 	 	 	 	 	 
171058	4	N	 	 	 	 	 	 	 	 	 	 
171058	5	Y	2	3	5	0	0	 	 	0	 	 
171058	6	N	 	 	 	 	 	 	 	 	 	 
171058	7	N	 	 	 	 	 	 	 	 	 	 
171059	1	Y	5000	1	5	1	360	1	1	0	 	 
171059	2	N	 	 	 	 	 	 	 	 	 	 
171059	3	N	 	 	 	 	 	 	 	 	 	 
171059	4	N	 	 	 	 	 	 	 	 	 	 
171059	5	N	 	 	 	 	 	 	 	 	 	 
171059	6	N	 	 	 	 	 	 	 	 	 	 
171059	7	N	 	 	 	 	 	 	 	 	 	 
171060	1	Y	4	3	5	2	400	1	1	0	 	 
171060	2	N	 	 	 	 	 	 	 	 	 	 
171060	3	N	 	 	 	 	 	 	 	 	 	 
171060	4	N	 	 	 	 	 	 	 	 	 	 
171060	5	N	 	 	 	 	 	 	 	 	 	 
171060	6	N	 	 	 	 	 	 	 	 	 	 
171060	7	N	 	 	 	 	 	 	 	 	 	 
171061	1	Y	0	 	 	 	200	1	1	0	 	 
171061	2	N	 	 	 	 	 	 	 	 	 	 
171061	3	N	 	 	 	 	 	 	 	 	 	 
171061	4	N	 	 	 	 	 	 	 	 	 	 
171061	5	Y	1	2	5	0	0	 	 	0	 	 
171061	6	N	 	 	 	 	 	 	 	 	 	 
171061	7	N	 	 	 	 	 	 	 	 	 	 
171062	1	Y	2	3	5	0	200	1	1	0	 	 
171062	2	N	 	 	 	 	 	 	 	 	 	 
171062	3	N	 	 	 	 	 	 	 	 	 	 
171062	4	N	 	 	 	 	 	 	 	 	 	 
171062	5	Y	2	3	5	0	0	 	 	0	 	 
171062	6	N	 	 	 	 	 	 	 	 	 	 
171062	7	N	 	 	 	 	 	 	 	 	 	 
171064	1	Y	1250	1	5	2	200	1	2	0	 	 
171064	2	N	 	 	 	 	 	 	 	 	 	 
171064	3	N	 	 	 	 	 	 	 	 	 	 
171064	4	N	 	 	 	 	 	 	 	 	 	 
171064	5	Y	1250	1	5	0	0	 	 	0	 	 
171064	6	N	 	 	 	 	 	 	 	 	 	 
171064	7	N	 	 	 	 	 	 	 	 	 	 
171065	1	Y	150	1	5	0	300	1	1	0	 	 
171065	2	N	 	 	 	 	 	 	 	 	 	 
171065	3	N	 	 	 	 	 	 	 	 	 	 
171065	4	N	 	 	 	 	 	 	 	 	 	 
171065	5	N	 	 	 	 	 	 	 	 	 	 
171065	6	N	 	 	 	 	 	 	 	 	 	 
171065	7	N	 	 	 	 	 	 	 	 	 	 
171066	1	Y	 	 	 	 	200	1	1	0	 	 
171066	2	N	 	 	 	 	 	 	 	 	 	 
171066	3	N	 	 	 	 	 	 	 	 	 	 
171066	4	N	 	 	 	 	 	 	 	 	 	 
171066	5	N	 	 	 	 	 	 	 	 	 	 
171066	6	N	 	 	 	 	 	 	 	 	 	 
171066	7	N	 	 	 	 	 	 	 	 	 	 
171067	1	Y	 	 	 	 	95	1	1	0	 	 
171067	2	N	 	 	 	 	 	 	 	 	 	 
171067	3	N	 	 	 	 	 	 	 	 	 	 
171067	4	N	 	 	 	 	 	 	 	 	 	 
171067	5	N	 	 	 	 	 	 	 	 	 	 
171067	6	N	 	 	 	 	 	 	 	 	 	 
171067	7	N	 	 	 	 	 	 	 	 	 	 
171068	1	Y	3	3	5	1	422	1	1	0	 	 
171068	2	N	 	 	 	 	 	 	 	 	 	 
171068	3	N	 	 	 	 	 	 	 	 	 	 
171068	4	N	 	 	 	 	 	 	 	 	 	 
171068	5	N	 	 	 	 	 	 	 	 	 	 
171068	6	N	 	 	 	 	 	 	 	 	 	 
171068	7	N	 	 	 	 	 	 	 	 	 	 
171069	1	Y	1	3	5	4	200	1	1	0	 	 
171069	2	N	 	 	 	 	 	 	 	 	 	 
171069	3	N	 	 	 	 	 	 	 	 	 	 
171069	4	N	 	 	 	 	 	 	 	 	 	 
171069	5	N	 	 	 	 	 	 	 	 	 	 
171069	6	N	 	 	 	 	 	 	 	 	 	 
171069	7	N	 	 	 	 	 	 	 	 	 	 
171070	1	Y	2	2	5	4	200	1	1	0	 	 
171070	2	N	 	 	 	 	 	 	 	 	 	 
171070	3	N	 	 	 	 	 	 	 	 	 	 
171070	4	N	 	 	 	 	 	 	 	 	 	 
171070	5	N	 	 	 	 	 	 	 	 	 	 
171070	6	N	 	 	 	 	 	 	 	 	 	 
171070	7	N	 	 	 	 	 	 	 	 	 	 
171071	1	Y	1	3	5	0	250	1	1	80	1	8
171071	2	N	 	 	 	 	 	 	 	 	 	 
171071	3	N	 	 	 	 	 	 	 	 	 	 
171071	4	N	 	 	 	 	 	 	 	 	 	 
171071	5	N	 	 	 	 	 	 	 	 	 	 
171071	6	N	 	 	 	 	 	 	 	 	 	 
171071	7	N	 	 	 	 	 	 	 	 	 	 
171072	1	Y	 	 	 	 	150	1	1	0	 	 
171072	2	N	 	 	 	 	 	 	 	 	 	 
171072	3	N	 	 	 	 	 	 	 	 	 	 
171072	4	N	 	 	 	 	 	 	 	 	 	 
171072	5	N	 	 	 	 	 	 	 	 	 	 
171072	6	N	 	 	 	 	 	 	 	 	 	 
171072	7	N	 	 	 	 	 	 	 	 	 	 
171073	1	Y	0	 	 	 	63	1	1	0	 	 
171073	2	N	 	 	 	 	 	 	 	 	 	 
171073	3	N	 	 	 	 	 	 	 	 	 	 
171073	4	N	 	 	 	 	 	 	 	 	 	 
171073	5	Y	2	3	5	0	0	 	 	0	 	 
171073	6	N	 	 	 	 	 	 	 	 	 	 
171073	7	N	 	 	 	 	 	 	 	 	 	 
171075	1	Y	.5	3	11	0	200	1	1	0	 	 
171075	2	N	 	 	 	 	 	 	 	 	 	 
171075	3	N	 	 	 	 	 	 	 	 	 	 
171075	4	N	 	 	 	 	 	 	 	 	 	 
171075	5	Y	500	1	5	4	0	 	 	0	 	 
171075	6	N	 	 	 	 	 	 	 	 	 	 
171075	7	N	 	 	 	 	 	 	 	 	 	 
171076	1	Y	1	3	5	0	200	1	1	0	 	 
171076	2	N	 	 	 	 	 	 	 	 	 	 
171076	3	N	 	 	 	 	 	 	 	 	 	 
171076	4	N	 	 	 	 	 	 	 	 	 	 
171076	5	N	 	 	 	 	 	 	 	 	 	 
171076	6	N	 	 	 	 	 	 	 	 	 	 
171076	7	N	 	 	 	 	 	 	 	 	 	 
171078	1	Y	0	 	 	 	220	1	1	0	 	 
171078	2	N	 	 	 	 	 	 	 	 	 	 
171078	3	N	 	 	 	 	 	 	 	 	 	 
171078	4	N	 	 	 	 	 	 	 	 	 	 
171078	5	Y	1500	1	5	4	0	 	 	0	 	 
171078	6	N	 	 	 	 	 	 	 	 	 	 
171078	7	N	 	 	 	 	 	 	 	 	 	 
171079	1	Y	 	 	 	 	270	1	1	0	 	 
171079	2	N	 	 	 	 	 	 	 	 	 	 
171079	3	N	 	 	 	 	 	 	 	 	 	 
171079	4	N	 	 	 	 	 	 	 	 	 	 
171079	5	N	 	 	 	 	 	 	 	 	 	 
171079	6	N	 	 	 	 	 	 	 	 	 	 
171079	7	N	 	 	 	 	 	 	 	 	 	 
171081	1	Y	12000	1	5	1	510	1	1	0	 	 
171081	2	N	 	 	 	 	 	 	 	 	 	 
171081	3	N	 	 	 	 	 	 	 	 	 	 
171081	4	Y	6	2	6	0	0	 	 	0	 	 
171081	5	N	 	 	 	 	 	 	 	 	 	 
171081	6	N	 	 	 	 	 	 	 	 	 	 
171081	7	N	 	 	 	 	 	 	 	 	 	 
171082	1	N	 	 	 	 	 	 	 	 	 	 
171082	2	N	 	 	 	 	 	 	 	 	 	 
171082	3	N	 	 	 	 	 	 	 	 	 	 
171082	4	Y	 	 	 	 	60	1	1	0	 	 
171082	5	N	 	 	 	 	 	 	 	 	 	 
171082	6	N	 	 	 	 	 	 	 	 	 	 
171082	7	N	 	 	 	 	 	 	 	 	 	 
171083	1	Y	0	 	 	 	112	1	1	0	 	 
171083	2	N	 	 	 	 	 	 	 	 	 	 
171083	3	N	 	 	 	 	 	 	 	 	 	 
171083	4	Y	8	3	5	1	0	 	 	0	 	 
171083	5	N	 	 	 	 	 	 	 	 	 	 
171083	6	N	 	 	 	 	 	 	 	 	 	 
171083	7	N	 	 	 	 	 	 	 	 	 	 
171084	1	Y	1	3	5	4	200	1	1	0	 	 
171084	2	N	 	 	 	 	 	 	 	 	 	 
171084	3	N	 	 	 	 	 	 	 	 	 	 
171084	4	N	 	 	 	 	 	 	 	 	 	 
171084	5	N	 	 	 	 	 	 	 	 	 	 
171084	6	N	 	 	 	 	 	 	 	 	 	 
171084	7	N	 	 	 	 	 	 	 	 	 	 
171086	1	Y	2	3	6	3	0	 	 	200	1	11
171086	2	N	 	 	 	 	 	 	 	 	 	 
171086	3	N	 	 	 	 	 	 	 	 	 	 
171086	4	N	 	 	 	 	 	 	 	 	 	 
171086	5	N	 	 	 	 	 	 	 	 	 	 
171086	6	N	 	 	 	 	 	 	 	 	 	 
171086	7	Y	1	3	5	1	50	1	1	0	 	 
171087	1	Y	 	 	 	 	200	1	1	0	 	 
171087	2	N	 	 	 	 	 	 	 	 	 	 
171087	3	N	 	 	 	 	 	 	 	 	 	 
171087	4	Y	 	 	 	 	0	 	 	50	1	8
171087	5	N	 	 	 	 	 	 	 	 	 	 
171087	6	N	 	 	 	 	 	 	 	 	 	 
171087	7	N	 	 	 	 	 	 	 	 	 	 
171088	1	Y	5000	1	5	4	97	1	1	0	 	 
171088	2	N	 	 	 	 	 	 	 	 	 	 
171088	3	N	 	 	 	 	 	 	 	 	 	 
171088	4	N	 	 	 	 	 	 	 	 	 	 
171088	5	N	 	 	 	 	 	 	 	 	 	 
171088	6	N	 	 	 	 	 	 	 	 	 	 
171088	7	N	 	 	 	 	 	 	 	 	 	 
171089	1	N	 	 	 	 	 	 	 	 	 	 
171089	2	N	 	 	 	 	 	 	 	 	 	 
171089	3	N	 	 	 	 	 	 	 	 	 	 
171089	4	Y	 	 	 	 	250	1	1	0	 	 
171089	5	N	 	 	 	 	 	 	 	 	 	 
171089	6	N	 	 	 	 	 	 	 	 	 	 
171089	7	N	 	 	 	 	 	 	 	 	 	 
171090	1	Y	 	 	 	 	176	1	1	0	 	 
171090	2	N	 	 	 	 	 	 	 	 	 	 
171090	3	N	 	 	 	 	 	 	 	 	 	 
171090	4	N	 	 	 	 	 	 	 	 	 	 
171090	5	N	 	 	 	 	 	 	 	 	 	 
171090	6	N	 	 	 	 	 	 	 	 	 	 
171090	7	N	 	 	 	 	 	 	 	 	 	 
171091	1	Y	0	 	 	 	108	1	2	0	 	 
171091	2	N	 	 	 	 	 	 	 	 	 	 
171091	3	N	 	 	 	 	 	 	 	 	 	 
171091	4	N	 	 	 	 	 	 	 	 	 	 
171091	5	Y	2000	1	5	1	0	 	 	0	 	 
171091	6	N	 	 	 	 	 	 	 	 	 	 
171091	7	N	 	 	 	 	 	 	 	 	 	 
171092	1	Y	2	3	13	4	190	1	1	0	 	 
171092	2	N	 	 	 	 	 	 	 	 	 	 
171092	3	N	 	 	 	 	 	 	 	 	 	 
171092	4	Y	3	3	13	4	0	 	 	0	 	 
171092	5	Y	4	3	5	4	0	 	 	0	 	 
171092	6	N	 	 	 	 	 	 	 	 	 	 
171092	7	N	 	 	 	 	 	 	 	 	 	 
171093	1	Y	0	 	 	 	100	1	1	0	 	 
171093	2	N	 	 	 	 	 	 	 	 	 	 
171093	3	N	 	 	 	 	 	 	 	 	 	 
171093	4	N	 	 	 	 	 	 	 	 	 	 
171093	5	N	 	 	 	 	 	 	 	 	 	 
171093	6	N	 	 	 	 	 	 	 	 	 	 
171093	7	Y	2500	1	11	0	0	 	 	0	 	 
171094	1	Y	5000	1	6	0	150	1	1	0	 	 
171094	2	N	 	 	 	 	 	 	 	 	 	 
171094	3	N	 	 	 	 	 	 	 	 	 	 
171094	4	N	 	 	 	 	 	 	 	 	 	 
171094	5	N	 	 	 	 	 	 	 	 	 	 
171094	6	N	 	 	 	 	 	 	 	 	 	 
171094	7	N	 	 	 	 	 	 	 	 	 	 
171095	1	Y	2	3	6	4	80	1	1	0	 	 
171095	2	N	 	 	 	 	 	 	 	 	 	 
171095	3	N	 	 	 	 	 	 	 	 	 	 
171095	4	Y	3	3	6	4	45	1	1	0	 	 
171095	5	N	 	 	 	 	 	 	 	 	 	 
171095	6	N	 	 	 	 	 	 	 	 	 	 
171095	7	N	 	 	 	 	 	 	 	 	 	 
171096	1	Y	 	 	 	 	120	1	1	0	 	 
171096	2	N	 	 	 	 	 	 	 	 	 	 
171096	3	N	 	 	 	 	 	 	 	 	 	 
171096	4	N	 	 	 	 	 	 	 	 	 	 
171096	5	N	 	 	 	 	 	 	 	 	 	 
171096	6	N	 	 	 	 	 	 	 	 	 	 
171096	7	N	 	 	 	 	 	 	 	 	 	 
171097	1	Y	 	 	 	 	180	1	1	0	 	 
171097	2	N	 	 	 	 	 	 	 	 	 	 
171097	3	N	 	 	 	 	 	 	 	 	 	 
171097	4	N	 	 	 	 	 	 	 	 	 	 
171097	5	N	 	 	 	 	 	 	 	 	 	 
171097	6	N	 	 	 	 	 	 	 	 	 	 
171097	7	N	 	 	 	 	 	 	 	 	 	 
171099	1	Y	1	3	13	3	100	1	1	0	 	 
171099	2	N	 	 	 	 	 	 	 	 	 	 
171099	3	N	 	 	 	 	 	 	 	 	 	 
171099	4	N	 	 	 	 	 	 	 	 	 	 
171099	5	Y	3	3	5	2	0	 	 	0	 	 
171099	6	N	 	 	 	 	 	 	 	 	 	 
171099	7	N	 	 	 	 	 	 	 	 	 	 
171100	1	Y	1	3	5	4	100	1	1	0	 	 
171100	2	N	 	 	 	 	 	 	 	 	 	 
171100	3	N	 	 	 	 	 	 	 	 	 	 
171100	4	Y	0	 	 	 	42	1	1	0	 	 
171100	5	N	 	 	 	 	 	 	 	 	 	 
171100	6	N	 	 	 	 	 	 	 	 	 	 
171100	7	N	 	 	 	 	 	 	 	 	 	 
171101	1	N	 	 	 	 	 	 	 	 	 	 
171101	2	N	 	 	 	 	 	 	 	 	 	 
171101	3	Y	2	3	5	4	200	1	1	0	 	 
171101	4	N	 	 	 	 	 	 	 	 	 	 
171101	5	N	 	 	 	 	 	 	 	 	 	 
171101	6	N	 	 	 	 	 	 	 	 	 	 
171101	7	N	 	 	 	 	 	 	 	 	 	 
171102	1	Y	 	 	 	 	80	1	1	0	 	 
171102	2	N	 	 	 	 	 	 	 	 	 	 
171102	3	N	 	 	 	 	 	 	 	 	 	 
171102	4	N	 	 	 	 	 	 	 	 	 	 
171102	5	N	 	 	 	 	 	 	 	 	 	 
171102	6	N	 	 	 	 	 	 	 	 	 	 
171102	7	N	 	 	 	 	 	 	 	 	 	 
171103	1	N	 	 	 	 	 	 	 	 	 	 
171103	2	N	 	 	 	 	 	 	 	 	 	 
171103	3	Y	0	 	 	 	95	1	1	0	 	 
171103	4	N	 	 	 	 	 	 	 	 	 	 
171103	5	Y	7500	1	11	0	0	 	 	0	 	 
171103	6	N	 	 	 	 	 	 	 	 	 	 
171103	7	N	 	 	 	 	 	 	 	 	 	 
171104	1	Y	1	2	5	4	300	1	1	0	 	 
171104	2	N	 	 	 	 	 	 	 	 	 	 
171104	3	N	 	 	 	 	 	 	 	 	 	 
171104	4	N	 	 	 	 	 	 	 	 	 	 
171104	5	N	 	 	 	 	 	 	 	 	 	 
171104	6	N	 	 	 	 	 	 	 	 	 	 
171104	7	N	 	 	 	 	 	 	 	 	 	 
171106	1	N	 	 	 	 	 	 	 	 	 	 
171106	2	N	 	 	 	 	 	 	 	 	 	 
171106	3	N	 	 	 	 	 	 	 	 	 	 
171106	4	Y	80	1	5	4	100	1	1	0	 	 
171106	5	N	 	 	 	 	 	 	 	 	 	 
171106	6	N	 	 	 	 	 	 	 	 	 	 
171106	7	N	 	 	 	 	 	 	 	 	 	 
181001	1	Y	5	2	5	0	80	1	1	0	 	 
181001	2	N	 	 	 	 	 	 	 	 	 	 
181001	3	N	 	 	 	 	 	 	 	 	 	 
181001	4	N	 	 	 	 	 	 	 	 	 	 
181001	5	N	 	 	 	 	 	 	 	 	 	 
181001	6	N	 	 	 	 	 	 	 	 	 	 
181001	7	N	 	 	 	 	 	 	 	 	 	 
181002	1	Y	500	1	5	1	150	1	1	0	 	 
181002	2	N	 	 	 	 	 	 	 	 	 	 
181002	3	N	 	 	 	 	 	 	 	 	 	 
181002	4	N	 	 	 	 	 	 	 	 	 	 
181002	5	N	 	 	 	 	 	 	 	 	 	 
181002	6	N	 	 	 	 	 	 	 	 	 	 
181002	7	N	 	 	 	 	 	 	 	 	 	 
181003	1	Y	2500	1	11	88	90	1	1	0	 	 
181003	2	N	 	 	 	 	 	 	 	 	 	 
181003	3	N	 	 	 	 	 	 	 	 	 	 
181003	4	Y	0	 	 	 	180	1	1	0	 	 
181003	5	N	 	 	 	 	 	 	 	 	 	 
181003	6	N	 	 	 	 	 	 	 	 	 	 
181003	7	N	 	 	 	 	 	 	 	 	 	 
181004	1	Y	1	2	5	4	46	1	1	0	 	 
181004	2	N	 	 	 	 	 	 	 	 	 	 
181004	3	N	 	 	 	 	 	 	 	 	 	 
181004	4	Y	5000	1	5	4	0	 	 	0	 	 
181004	5	N	 	 	 	 	 	 	 	 	 	 
181004	6	N	 	 	 	 	 	 	 	 	 	 
181004	7	N	 	 	 	 	 	 	 	 	 	 
181005	1	Y	5	3	5	4	150	1	1	0	 	 
181005	2	N	 	 	 	 	 	 	 	 	 	 
181005	3	N	 	 	 	 	 	 	 	 	 	 
181005	4	N	 	 	 	 	 	 	 	 	 	 
181005	5	N	 	 	 	 	 	 	 	 	 	 
181005	6	N	 	 	 	 	 	 	 	 	 	 
181005	7	N	 	 	 	 	 	 	 	 	 	 
181006	1	Y	1	2	5	4	126	1	1	0	 	 
181006	2	N	 	 	 	 	 	 	 	 	 	 
181006	3	N	 	 	 	 	 	 	 	 	 	 
181006	4	N	 	 	 	 	 	 	 	 	 	 
181006	5	N	 	 	 	 	 	 	 	 	 	 
181006	6	N	 	 	 	 	 	 	 	 	 	 
181006	7	N	 	 	 	 	 	 	 	 	 	 
181007	1	Y	0	 	 	 	160	1	1	0	 	 
181007	2	N	 	 	 	 	 	 	 	 	 	 
181007	3	N	 	 	 	 	 	 	 	 	 	 
181007	4	Y	10000	1	5	4	0	 	 	0	 	 
181007	5	N	 	 	 	 	 	 	 	 	 	 
181007	6	N	 	 	 	 	 	 	 	 	 	 
181007	7	N	 	 	 	 	 	 	 	 	 	 
181008	1	Y	0	 	 	 	160	1	1	0	 	 
181008	2	N	 	 	 	 	 	 	 	 	 	 
181008	3	N	 	 	 	 	 	 	 	 	 	 
181008	4	N	 	 	 	 	 	 	 	 	 	 
181008	5	Y	0	 	 	 	0	 	 	30	1	20
181008	6	N	 	 	 	 	 	 	 	 	 	 
181008	7	Y	500	1	5	4	0	 	 	0	 	 
181009	1	Y	2	2	5	2	1300	1	2	0	 	 
181009	2	N	 	 	 	 	 	 	 	 	 	 
181009	3	N	 	 	 	 	 	 	 	 	 	 
181009	4	Y	5000	2	5	0	0	 	 	650	1	20
181009	5	N	 	 	 	 	 	 	 	 	 	 
181009	6	N	 	 	 	 	 	 	 	 	 	 
181009	7	N	 	 	 	 	 	 	 	 	 	 
181010	1	Y	2	3	5	4	200	1	1	0	 	 
181010	2	N	 	 	 	 	 	 	 	 	 	 
181010	3	N	 	 	 	 	 	 	 	 	 	 
181010	4	N	 	 	 	 	 	 	 	 	 	 
181010	5	N	 	 	 	 	 	 	 	 	 	 
181010	6	N	 	 	 	 	 	 	 	 	 	 
181010	7	N	 	 	 	 	 	 	 	 	 	 
181011	1	Y	4000	1	5	2	300	1	1	0	 	 
181011	2	N	 	 	 	 	 	 	 	 	 	 
181011	3	N	 	 	 	 	 	 	 	 	 	 
181011	4	Y	750	1	6	2	0	 	 	0	 	 
181011	5	N	 	 	 	 	 	 	 	 	 	 
181011	6	N	 	 	 	 	 	 	 	 	 	 
181011	7	N	 	 	 	 	 	 	 	 	 	 
181012	1	Y	1050	1	5	4	250	1	1	0	 	 
181012	2	N	 	 	 	 	 	 	 	 	 	 
181012	3	N	 	 	 	 	 	 	 	 	 	 
181012	4	N	 	 	 	 	 	 	 	 	 	 
181012	5	N	 	 	 	 	 	 	 	 	 	 
181012	6	N	 	 	 	 	 	 	 	 	 	 
181012	7	N	 	 	 	 	 	 	 	 	 	 
181013	1	Y	8000	2	5	1	500	1	1	0	 	 
181013	2	N	 	 	 	 	 	 	 	 	 	 
181013	3	Y	5000	1	5	0	0	 	 	0	 	 
181013	4	N	 	 	 	 	 	 	 	 	 	 
181013	5	N	 	 	 	 	 	 	 	 	 	 
181013	6	N	 	 	 	 	 	 	 	 	 	 
181013	7	N	 	 	 	 	 	 	 	 	 	 
181014	1	Y	8750	1	5	2	180	1	1	0	 	 
181014	2	N	 	 	 	 	 	 	 	 	 	 
181014	3	N	 	 	 	 	 	 	 	 	 	 
181014	4	Y	625	1	6	4	0	 	 	0	 	 
181014	5	N	 	 	 	 	 	 	 	 	 	 
181014	6	N	 	 	 	 	 	 	 	 	 	 
181014	7	N	 	 	 	 	 	 	 	 	 	 
181015	1	Y	.5	2	5	4	150	1	1	0	 	 
181015	2	N	 	 	 	 	 	 	 	 	 	 
181015	3	N	 	 	 	 	 	 	 	 	 	 
181015	4	N	 	 	 	 	 	 	 	 	 	 
181015	5	N	 	 	 	 	 	 	 	 	 	 
181015	6	N	 	 	 	 	 	 	 	 	 	 
181015	7	N	 	 	 	 	 	 	 	 	 	 
181016	1	Y	2	7	5	2	100	1	1	0	 	 
181016	2	N	 	 	 	 	 	 	 	 	 	 
181016	3	N	 	 	 	 	 	 	 	 	 	 
181016	4	Y	300	1	6	4	0	 	 	0	 	 
181016	5	N	 	 	 	 	 	 	 	 	 	 
181016	6	N	 	 	 	 	 	 	 	 	 	 
181016	7	N	 	 	 	 	 	 	 	 	 	 
181017	1	Y	4	2	5	1	200	1	1	0	 	 
181017	2	N	 	 	 	 	 	 	 	 	 	 
181017	3	N	 	 	 	 	 	 	 	 	 	 
181017	4	N	 	 	 	 	 	 	 	 	 	 
181017	5	N	 	 	 	 	 	 	 	 	 	 
181017	6	Y	2	3	5	0	0	 	 	0	 	 
181017	7	N	 	 	 	 	 	 	 	 	 	 
181018	1	Y	2.5	2	5	3	300	1	1	0	 	 
181018	2	N	 	 	 	 	 	 	 	 	 	 
181018	3	N	 	 	 	 	 	 	 	 	 	 
181018	4	Y	5000	1	5	4	0	 	 	0	 	 
181018	5	N	 	 	 	 	 	 	 	 	 	 
181018	6	N	 	 	 	 	 	 	 	 	 	 
181018	7	N	 	 	 	 	 	 	 	 	 	 
181019	1	Y	1	2	5	3	120	1	1	0	 	 
181019	2	N	 	 	 	 	 	 	 	 	 	 
181019	3	N	 	 	 	 	 	 	 	 	 	 
181019	4	N	 	 	 	 	 	 	 	 	 	 
181019	5	N	 	 	 	 	 	 	 	 	 	 
181019	6	N	 	 	 	 	 	 	 	 	 	 
181019	7	N	 	 	 	 	 	 	 	 	 	 
181020	1	Y	2	2	5	2	200	1	1	0	 	 
181020	2	N	 	 	 	 	 	 	 	 	 	 
181020	3	N	 	 	 	 	 	 	 	 	 	 
181020	4	N	 	 	 	 	 	 	 	 	 	 
181020	5	N	 	 	 	 	 	 	 	 	 	 
181020	6	N	 	 	 	 	 	 	 	 	 	 
181020	7	N	 	 	 	 	 	 	 	 	 	 
181022	1	Y	2500	1	5	4	150	1	1	0	 	 
181022	2	N	 	 	 	 	 	 	 	 	 	 
181022	3	N	 	 	 	 	 	 	 	 	 	 
181022	4	N	 	 	 	 	 	 	 	 	 	 
181022	5	N	 	 	 	 	 	 	 	 	 	 
181022	6	N	 	 	 	 	 	 	 	 	 	 
181022	7	N	 	 	 	 	 	 	 	 	 	 
181023	1	Y	4	7	5	1	1	7	2	2	7	11
181023	2	N	 	 	 	 	 	 	 	 	 	 
181023	3	N	 	 	 	 	 	 	 	 	 	 
